Quarter,Time,Down,ToGo,Location,OAK,NYG,Detail,EPB,EPA
1,3:32,3,4,NYG 15,7,7,Terrelle Pryor pass incomplete short left intended for Andre Holmes. Penalty on OAK: Illegal Formation (Declined),3.810,2.520
1,3:25,4,4,NYG 15,10,7,Sebastian Janikowski 33 yard field goal good,2.520,3.000
1,3:25,,,OAK 35,10,7,"Sebastian Janikowski kicks off 73 yards, touchback",0.000,-0.280
1,3:21,1,10,NYG 20,10,7,Andre Brown right tackle for 5 yards (tackle by Mike Jenkins),0.280,0.410
1,2:46,2,5,NYG 25,10,7,Andre Brown right guard for 4 yards (tackle by Sio Moore and Pat Sims),0.410,0.230
1,2:06,3,1,NYG 29,10,7,Andre Brown left guard for 3 yards (tackle by Sio Moore and Jason Hunter),0.230,1.070
1,1:22,1,10,NYG 32,10,7,Eli Manning pass incomplete short left intended for Andre Brown,1.070,0.530
1,1:17,2,10,NYG 32,10,7,Andre Brown right end for 1 yard (tackle by Nick Roach and Brandian Ross),0.530,-0.030
1,0:34,3,9,NYG 33,10,7,Eli Manning pass incomplete short middle intended for Peyton Hillis,-0.030,-1.180
1,0:28,4,9,NYG 33,10,7,"Steve Weatherford punts 36 yards, out of bounds",-1.180,-1.000
1,0:18,1,10,OAK 31,10,7,Rashad Jennings left guard for 2 yards (tackle by Cullen Jenkins and Mathias Kiwanuka),1.000,0.730
Quarter,Time,Down,ToGo,Location,OAK,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,OAK 33,10,7,Rashad Jennings up the middle for 7 yards (tackle by Linval Joseph and Ryan Mundy),0.730,0.960
2,14:17,3,1,OAK 40,10,7,Terrelle Pryor pass incomplete,0.960,-0.720
2,14:06,4,1,OAK 40,10,7,"Marquette King punts 50 yards, fair catch by Rueben Randle",-0.720,0.380
2,13:58,1,10,NYG 10,10,7,Andre Brown right tackle for 2 yards (tackle by Sio Moore),-0.380,-0.630
2,13:22,2,8,NYG 12,10,7,Eli Manning pass complete short middle to Victor Cruz for 14 yards (tackle by Tracy Porter),-0.630,0.670
2,12:40,1,10,NYG 26,10,7,Eli Manning pass complete short right to Rueben Randle for 20 yards (tackle by Nick Roach),0.670,1.990
2,11:54,1,10,NYG 46,10,7,Andre Brown left tackle for 9 yards (tackle by Usama Young and Charles Woodson),1.990,2.670
2,11:22,2,1,OAK 45,10,7,Andre Brown right guard for 9 yards (tackle by Sio Moore and Nick Roach),2.670,3.180
2,10:44,1,10,OAK 36,10,7,Eli Manning pass complete short left to Hakeem Nicks for 13 yards (tackle by Charles Woodson),3.180,4.040
2,9:58,1,10,OAK 23,10,7,Eli Manning pass complete short left to Hakeem Nicks for 5 yards (tackle by Tracy Porter),4.040,4.210
2,9:16,2,5,OAK 18,10,7,Andre Brown right end for 1 yard (tackle by Pat Sims),4.210,3.660
2,8:37,3,4,OAK 17,10,7,"Eli Manning pass incomplete deep left intended for Victor Cruz (defended by Tracy Porter). Penalty on Lamarr Houston: Defensive Offside, 5 yards (no play)",3.660,4.780
2,8:27,1,10,OAK 12,10,7,Eli Manning pass incomplete short middle intended for Victor Cruz,4.780,4.100
2,8:23,2,10,OAK 12,10,7,Andre Brown left guard for 7 yards (tackle by Usama Young and Daniel Muir),4.100,4.610
2,7:43,3,3,OAK 5,10,13,"Eli Manning pass complete short right to Rueben Randle for 5 yards, touchdown",4.610,7.000
2,7:43,,,OAK 2,10,14,Josh Brown kicks extra point good,0.000,0.000
2,7:43,,,NYG 35,10,14,"Josh Brown kicks off 65 yards, returned by Taiwan Jones for 41 yards (tackle by Will Hill)",0.000,-1.660
2,7:28,1,10,OAK 41,10,14,Rashad Jennings right tackle for 8 yards (tackle by Keith Rivers),1.660,2.200
2,6:57,2,2,OAK 49,10,14,Rashad Jennings left tackle for 3 yards (tackle by Keith Rivers and Jason Pierre-Paul),2.200,2.390
2,6:22,1,10,NYG 48,10,14,Terrelle Pryor left end for 10 yards (tackle by Prince Amukamara),2.390,3.050
2,5:48,1,10,NYG 38,10,14,"Terrelle Pryor pass incomplete. Penalty on Terrelle Pryor: Intentional Grounding, 20 yards",3.050,-0.190
2,5:39,2,30,OAK 42,10,14,Terrelle Pryor pass incomplete short right intended for Rashad Jennings,-0.190,-0.820
2,5:30,3,30,OAK 42,10,14,"Rashad Jennings up the middle for 6 yards (tackle by Antrel Rolle and Will Hill). Penalty on Khalif Barnes: Offensive Holding, 10 yards",-0.820,-1.350
2,5:01,3,34,OAK 38,10,14,Terrelle Pryor pass incomplete short right intended for Rod Streater,-1.350,-0.850
2,4:57,4,34,OAK 38,10,14,Marquette King punts 59 yards,-0.850,0.380
2,4:45,1,10,NYG 3,10,14,Andre Brown left tackle for 9 yards (tackle by Nick Roach and Pat Sims),-0.380,-0.120
2,4:01,2,1,NYG 12,10,14,Andre Brown left tackle for 1 yard (tackle by Stacy McGee and Jason Hunter),-0.120,-0.320
2,3:22,1,10,NYG 13,10,14,Andre Brown up the middle for no gain (tackle by Kevin Burnett and Lamarr Houston),-0.320,-0.770
2,2:36,2,10,NYG 13,10,14,Peyton Hillis left tackle for -1 yards (tackle by Lamarr Houston),-0.770,-1.540
2,2:00,3,11,NYG 12,10,14,Eli Manning pass complete short middle to Rueben Randle for 25 yards (tackle by Usama Young),-1.540,1.400
2,1:28,1,10,NYG 37,16,14,"Eli Manning pass incomplete short right intended for Victor Cruz is intercepted by Tracy Porter at NYG-43 and returned for 43 yards, touchdown",1.400,-7.000
2,1:18,,,NYG 2,17,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,1:18,,,OAK 35,17,14,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
2,1:18,1,10,NYG 20,17,14,Eli Manning sacked by Vance Walker for -6 yards,0.280,0.280
2,1:07,1,10,NYG 20,17,14,Timeout #1 by New York Giants,0.280,-1.180
2,1:07,2,16,NYG 14,17,14,Peyton Hillis right guard for 12 yards (tackle by Mike Jenkins),-1.180,-0.160
2,0:39,3,4,NYG 26,17,14,Peyton Hillis left end for 5 yards (tackle by Nick Roach),-0.160,1.000
2,0:13,1,10,NYG 31,17,14,Peyton Hillis up the middle for 4 yards (tackle by Daniel Muir and Kevin Burnett),1.000,1.000
Quarter,Time,Down,ToGo,Location,OAK,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,17,14,"Josh Brown kicks off 71 yards, touchback",0.000,-0.280
3,15:00,1,10,OAK 20,17,14,Terrelle Pryor pass complete short right to Marcel Reece for 9 yards (tackle by Will Hill and Antrel Rolle),0.280,0.950
3,14:27,2,1,OAK 29,17,14,Rashad Jennings left tackle for 1 yard (tackle by Keith Rivers),0.950,0.940
3,13:51,1,10,OAK 30,17,14,Rashad Jennings up the middle for 1 yard (tackle by Linval Joseph and Keith Rivers),0.940,0.530
3,13:15,2,9,OAK 31,17,14,Terrelle Pryor pass complete short left to Rashad Jennings for 7 yards (tackle by Antrel Rolle and Keith Rivers),0.530,0.760
3,12:35,3,2,OAK 38,17,14,Rashad Jennings right guard for 18 yards (tackle by Antrel Rolle),0.760,2.650
3,11:52,1,10,NYG 44,17,14,Rashad Jennings up the middle for 1 yard (tackle by Cullen Jenkins and Jon Beason),2.650,2.250
3,11:08,2,9,NYG 43,17,14,Terrelle Pryor pass complete short right to Denarius Moore for 7 yards (tackle by Prince Amukamara),2.250,2.480
3,10:25,3,2,NYG 36,17,14,Terrelle Pryor pass complete deep right to Denarius Moore for 23 yards (tackle by Prince Amukamara),2.480,4.710
3,9:42,1,10,NYG 13,17,14,Rashad Jennings up the middle for 2 yards (tackle by Linval Joseph),4.710,4.390
3,8:59,2,8,NYG 11,17,14,"Penalty on Mike Patterson: Neutral Zone Infraction, 5 yards (no play)",4.390,5.340
3,8:38,2,3,NYG 6,17,14,Rashad Jennings up the middle for 5 yards (tackle by Antrel Rolle and Keith Rivers),5.340,6.970
3,7:54,1,1,NYG 1,17,14,Rashad Jennings left tackle for no gain (tackle by Jacquian Williams and Jason Pierre-Paul),6.970,5.910
3,7:16,2,1,NYG 1,17,14,Terrelle Pryor pass incomplete short middle intended for Denarius Moore,5.910,5.170
3,7:08,3,1,NYG 1,17,14,"Penalty on Khalif Barnes: False Start, 5 yards (no play)",5.170,4.040
3,7:08,3,6,NYG 6,17,14,Terrelle Pryor pass incomplete short right intended for Rod Streater. Penalty on Rashad Jennings: Offensive Holding (Declined),4.040,2.990
3,7:00,4,6,NYG 6,20,14,Sebastian Janikowski 24 yard field goal good,2.990,3.000
3,7:00,,,OAK 35,20,14,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
3,6:56,1,10,NYG 20,20,14,Eli Manning pass incomplete short left intended for Victor Cruz,0.280,-0.270
3,6:50,2,10,NYG 20,20,14,Andre Brown right guard for 1 yard (tackle by Kevin Burnett),-0.270,-0.820
3,6:11,3,9,NYG 21,20,14,Eli Manning pass incomplete short left intended for Victor Cruz (defended by Usama Young),-0.820,-1.960
3,6:04,4,9,NYG 21,20,14,"Steve Weatherford punts 27 yards, out of bounds",-1.960,-2.390
3,5:58,1,10,NYG 48,20,14,Terrelle Pryor right tackle for -2 yards (tackle by Mathias Kiwanuka),2.390,1.580
3,5:19,2,12,,20,14,Terrelle Pryor pass complete short right to Marcel Reece for 16 yards (tackle by Jon Beason and Johnathan Hankins),1.580,3.310
3,4:42,1,10,NYG 34,20,14,Rashad Jennings left end for -3 yards (tackle by Jacquian Williams),3.310,2.370
3,4:03,2,13,NYG 37,20,14,Rashad Jennings up the middle for 4 yards (tackle by Jason Pierre-Paul and Cullen Jenkins),2.370,2.210
3,3:16,3,9,NYG 33,20,14,Terrelle Pryor pass incomplete short right intended for Denarius Moore is intercepted by Terrell Thomas at NYG-30 and returned for 65 yards (tackle by Andre Holmes),2.210,-6.060
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,3:01,1,5,OAK 5,20,14,Andre Brown left guard for 4 yards (tackle by Tracy Porter and Charles Woodson),6.060,5.910
3,2:25,2,1,OAK 1,20,14,Eli Manning pass incomplete short left intended for Hakeem Nicks (defended by Tracy Porter). Penalty on Tracy Porter: Defensive Pass Interference (no play),5.910,6.970
3,2:19,1,1,OAK 1,20,20,"Andre Brown left end for 1 yard, touchdown",6.970,7.000
3,2:19,,,OAK 2,20,21,Josh Brown kicks extra point good,0.000,0.000
3,2:19,,,NYG 35,20,21,"Josh Brown kicks off 71 yards, returned by Taiwan Jones for 36 yards (tackle by Cooper Taylor)",0.000,-0.940
3,2:06,1,10,OAK 30,20,21,Terrelle Pryor pass complete short right to Rod Streater for 6 yards (tackle by Antrel Rolle and Prince Amukamara),0.940,1.200
3,1:31,2,4,OAK 36,20,21,"Rashad Jennings left guard for 3 yards (tackle by Johnathan Hankins and Jon Beason). Penalty on Khalif Barnes: Offensive Holding, 10 yards (no play)",1.200,-0.150
3,1:08,2,14,OAK 26,20,21,Terrelle Pryor pass complete short left to Rashad Jennings for 12 yards (tackle by Antrel Rolle),-0.150,0.760
3,0:25,3,2,OAK 38,20,21,Terrelle Pryor pass incomplete short right intended for Rod Streater (defended by Trumaine McBride),0.760,-0.850
3,0:14,4,2,OAK 38,20,21,"Marquette King punts 47 yards, returned by Rueben Randle for 10 yards (tackle by Usama Young)",-0.850,-0.610
Quarter,Time,Down,ToGo,Location,OAK,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 25,20,21,Andre Brown up the middle for -4 yards (tackle by Kevin Burnett),0.610,-0.480
4,14:35,2,14,NYG 21,20,21,Eli Manning pass complete deep left to Hakeem Nicks for 25 yards (tackle by Charles Woodson),-0.480,1.990
4,13:56,1,10,NYG 46,20,21,Andre Brown right tackle for 5 yards (tackle by Lamarr Houston),1.990,2.130
4,13:17,2,5,OAK 49,20,21,Eli Manning pass incomplete deep left intended for Victor Cruz,2.130,1.420
4,13:07,3,5,OAK 49,20,21,Eli Manning pass complete short left to Victor Cruz for 15 yards (tackle by Phillip Adams),1.420,3.310
4,12:27,1,10,OAK 34,20,21,Andre Brown right end for 6 yards (tackle by Nick Roach and Mike Jenkins),3.310,3.580
4,11:45,2,4,OAK 28,20,21,Andre Brown right guard for 3 yards (tackle by Lamarr Houston and Usama Young),3.580,3.270
4,11:04,3,1,OAK 25,20,21,Eli Manning pass complete short right to Andre Brown for 4 yards (tackle by Charles Woodson),3.270,4.170
4,10:22,1,10,OAK 21,20,21,Andre Brown right guard for 17 yards (tackle by Charles Woodson),4.170,6.280
4,9:36,1,4,OAK 4,20,21,Andre Brown left guard for 2 yards (tackle by Nick Roach and Sio Moore),6.280,5.720
4,8:54,2,2,OAK 2,20,21,Andre Brown left guard for -3 yards (tackle by Daniel Muir),5.720,4.260
4,8:15,3,5,OAK 5,20,21,Eli Manning pass incomplete short right intended for Victor Cruz,4.260,3.010
4,8:08,4,5,OAK 5,20,24,Josh Brown 23 yard field goal good,3.010,3.000
4,8:08,,,NYG 35,20,24,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,8:04,1,10,OAK 20,20,24,Terrelle Pryor pass incomplete short left intended for Denarius Moore (defended by Jacquian Williams),0.280,-0.270
4,7:59,2,10,OAK 20,20,24,Rashad Jennings right guard for 4 yards (tackle by Spencer Paysinger and Linval Joseph),-0.270,-0.430
4,7:21,3,6,OAK 24,20,24,Terrelle Pryor sacked by Antrel Rolle for -9 yards,-0.430,-2.440
4,6:44,4,15,OAK 15,20,24,"Marquette King punts 37 yards, returned by Rueben Randle for 8 yards (tackle by Jon Condo)",-2.440,-2.650
4,6:29,1,10,OAK 44,20,24,Andre Brown right guard for -3 yards (tackle by Vance Walker and Stacy McGee),2.650,1.710
4,5:53,2,13,OAK 47,20,24,Eli Manning pass complete short right to Hakeem Nicks for 6 yards (tackle by Mike Jenkins),1.710,1.820
4,5:12,3,7,OAK 41,20,24,Eli Manning pass incomplete short right intended for Andre Brown,1.820,0.530
4,5:04,4,7,OAK 41,20,24,"Steve Weatherford punts 7 yards, returned by Jack Crawford for -1 yards (tackle by Zak DeOssie)",0.530,-1.140
4,4:55,1,10,OAK 33,20,24,Terrelle Pryor sacked by Keith Rivers for -2 yards,1.140,0.320
4,4:21,2,12,OAK 31,20,24,Terrelle Pryor pass complete short left to Denarius Moore for 15 yards (tackle by Antrel Rolle),0.320,1.990
4,4:09,1,10,OAK 46,20,24,Rashad Jennings up the middle for no gain (tackle by Cullen Jenkins and Mathias Kiwanuka),1.990,1.450
4,3:33,2,10,OAK 46,20,24,Terrelle Pryor pass incomplete short right intended for Rashad Jennings (defended by Justin Tuck),1.450,0.760
4,3:28,3,10,OAK 46,20,24,"Terrelle Pryor sacked by Mathias Kiwanuka for -6 yards. Terrelle Pryor fumbles (forced by Mathias Kiwanuka), recovered by Cullen Jenkins at OAK-45 (tackle by Khalif Barnes)",0.760,-2.590
4,3:21,1,10,OAK 45,20,24,Andre Brown left tackle for 3 yards (tackle by Lamarr Houston and Stacy McGee),2.590,2.590
4,3:12,1,10,OAK 45,20,24,Timeout #1 by Oakland Raiders,2.590,2.450
4,3:12,2,7,OAK 42,20,24,Andre Brown right guard for 8 yards (tackle by Brandian Ross),2.450,2.450
4,3:04,2,7,OAK 42,20,24,Timeout #2 by Oakland Raiders,2.450,3.310
4,3:04,1,10,OAK 34,20,24,Andre Brown right guard for 1 yard (tackle by Pat Sims and Stacy McGee),3.310,3.310
4,2:58,1,10,OAK 34,20,24,Timeout #3 by Oakland Raiders,3.310,2.910
4,2:58,2,9,OAK 33,20,24,Andre Brown left tackle for 4 yards (tackle by Usama Young),2.910,2.740
4,2:18,3,5,OAK 29,20,24,Andre Brown right guard for 5 yards (tackle by Charles Woodson),2.740,3.970
4,2:00,1,10,OAK 24,20,24,Eli Manning kneels for -1 yards,3.970,3.300
4,1:22,2,11,OAK 25,20,24,Eli Manning kneels for -1 yards,3.300,2.480
4,0:41,3,12,OAK 26,20,24,Eli Manning kneels for -1 yards,2.480,1.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
