Quarter,Time,Down,ToGo,Location,CHI,NWE,Detail,EPB,EPA
1,0:09,2,1,CHI 1,0,7,Timeout #1 by New England Patriots,5.910,5.170
1,0:09,3,1,CHI 1,0,7,Jonas Gray up the middle for no gain (tackle by Jared Allen and D.J. Williams),5.170,3.550
Quarter,Time,Down,ToGo,Location,CHI,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,CHI 1,0,7,"Jonas Gray left tackle for -2 yards (tackle by Christian Jones). Penalty on Bryan Stork: False Start, 4 yards (no play)",3.550,3.010
2,15:00,4,5,CHI 5,0,10,Stephen Gostkowski 23 yard field goal good,3.010,3.000
2,15:00,,,NWE 35,0,10,"Stephen Gostkowski kicks off 60 yards, returned by Chris Williams for 16 yards (tackle by Brandon Bolden)",0.000,-0.340
2,14:53,1,10,CHI 21,0,10,Jay Cutler pass complete short left to Alshon Jeffery for 6 yards (tackle by Devin McCourty),0.340,0.610
2,14:27,2,4,CHI 27,0,10,Jay Cutler pass incomplete short right intended for Brandon Marshall (defended by Darrelle Revis),0.610,-0.100
2,14:23,3,4,CHI 27,0,10,Jay Cutler pass complete short left to Matt Forte for -1 yards (tackle by Brandon Browner),-0.100,-1.630
2,13:48,4,5,CHI 26,0,10,"Pat O'Donnell punts 61 yards, returned by Danny Amendola for 11 yards (tackle by Sherrick McManis)",-1.630,-0.540
2,13:36,1,10,NWE 24,0,10,Tom Brady pass complete deep middle to Brandon LaFell for 17 yards (tackle by Chris Conte),0.540,1.660
2,13:07,1,10,NWE 41,0,10,James White right guard for 2 yards (tackle by Ego Ferguson and D.J. Williams),1.660,1.390
2,12:35,2,8,NWE 43,0,10,Shane Vereen right guard for 11 yards (tackle by Chris Conte and Ryan Mundy),1.390,2.520
2,12:02,1,10,CHI 46,0,10,James White left tackle for 3 yards (tackle by Al Louis-Jean),2.520,2.380
2,11:33,2,7,CHI 43,0,10,"Tom Brady pass incomplete short left intended for Brandon LaFell. Penalty on Al Louis-Jean: Defensive Pass Interference, 13 yards (no play)",2.380,3.580
2,11:27,1,10,CHI 30,0,10,Tom Brady pass complete short middle to Rob Gronkowski for 16 yards (tackle by Chris Conte),3.580,4.650
2,10:53,1,10,CHI 14,0,10,James White up the middle for 1 yard (tackle by Jay Ratliff and D.J. Williams),4.650,4.160
2,10:09,2,9,CHI 13,0,10,"Tom Brady for no gain. Tom Brady fumbles, recovered by James White at CHI-17",4.160,2.930
2,9:27,3,13,CHI 17,0,10,"Penalty on Bryan Stork: False Start, 5 yards (no play)",2.930,2.350
2,9:05,3,18,CHI 22,0,10,Tom Brady pass complete deep middle to Rob Gronkowski for 21 yards (tackle by Darryl Sharpton and Ryan Mundy),2.350,6.970
2,8:41,1,1,CHI 1,0,10,Shane Vereen right end for no gain (tackle by Darryl Sharpton),6.970,5.910
2,8:13,2,1,CHI 1,0,16,"Tom Brady pass complete short middle to Tim Wright for 1 yard, touchdown",5.910,7.000
2,8:13,2,1,CHI 1,0,16,"Penalty on Nate Solder: False Start, 5 yards (no play)",5.910,0.000
2,8:13,,,CHI 2,0,17,Stephen Gostkowski kicks extra point good,0.000,0.000
2,8:13,,,NWE 35,0,17,"Stephen Gostkowski kicks off 55 yards, returned by Chris Williams for 13 yards (tackle by Chris White)",0.000,-0.480
2,8:03,1,10,CHI 23,0,17,Jay Cutler pass complete short left to Matt Forte for 18 yards (tackle by Jamie Collins),0.480,1.660
2,7:43,1,10,CHI 41,0,17,"Jay Cutler pass incomplete deep left intended for Martellus Bennett is intercepted by Devin McCourty at NWE-22. Penalty on Brandon Browner: Illegal Contact, 5 yards (no play)",1.660,1.990
2,7:34,1,10,CHI 46,0,17,Matt Forte left guard for 19 yards (tackle by Jamie Collins),1.990,3.250
2,7:05,1,10,NWE 35,0,17,Jay Cutler pass complete short right to Alshon Jeffery for 8 yards (tackle by Darrelle Revis),3.250,3.780
2,6:25,2,2,NWE 27,0,17,Ka'Deem Carey right tackle for 2 yards (tackle by Jamie Collins and Dont'a Hightower),3.780,3.910
2,5:40,1,10,NWE 25,6,17,"Jay Cutler pass complete deep right to Matt Forte for 25 yards, touchdown",3.910,7.000
2,5:40,,,NWE 2,7,17,Robbie Gould kicks extra point good,0.000,0.000
2,5:40,,,CHI 35,7,17,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
2,5:32,1,10,NWE 20,7,17,Tom Brady pass complete short right to Rob Gronkowski for 6 yards (tackle by Christian Jones and Tim Jennings),0.280,0.540
2,5:02,2,4,NWE 26,7,17,"Jonas Gray left tackle for no gain (tackle by Stephen Paea and Jay Ratliff). Penalty on Bryan Stork: Offensive Holding, 10 yards (no play)",0.540,-0.940
2,4:38,2,14,NWE 16,7,17,Tom Brady pass incomplete short right intended for Julian Edelman,-0.940,-1.690
2,4:34,3,14,NWE 16,7,17,Tom Brady pass complete short middle to Rob Gronkowski for 17 yards (tackle by Ryan Mundy),-1.690,1.140
2,4:02,1,10,NWE 33,7,17,Jonas Gray right end for 17 yards (tackle by Chris Conte),1.140,2.260
2,3:47,1,10,,7,17,Tom Brady pass incomplete short left intended for Julian Edelman,2.260,1.710
2,3:45,2,10,,7,17,Tom Brady pass complete short right to Rob Gronkowski for 25 yards (tackle by Shea McClellin and D.J. Williams),1.710,3.910
2,3:10,1,10,CHI 25,7,17,Jonas Gray up the middle for 3 yards (tackle by Lamarr Houston),3.910,3.770
2,2:34,2,7,CHI 22,7,17,Tom Brady pass complete short left to Brandon LaFell for 17 yards (tackle by Al Louis-Jean and Chris Conte),3.770,6.060
2,2:00,1,5,CHI 5,7,17,Jonas Gray right guard for 3 yards (tackle by Ryan Mundy and Jay Ratliff),6.060,6.060
2,1:55,1,5,CHI 5,7,17,Timeout #1 by Chicago Bears,6.060,5.720
2,1:55,2,2,CHI 2,7,23,"Tom Brady pass complete short left to Rob Gronkowski for 2 yards, touchdown",5.720,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:55,,,CHI 2,7,24,Stephen Gostkowski kicks extra point good,0.000,0.000
2,1:55,,,NWE 35,7,24,"Stephen Gostkowski kicks off 70 yards, returned by Chris Williams for 16 yards (tackle by Logan Ryan)",0.000,0.370
2,1:47,1,10,CHI 11,7,24,Jay Cutler pass complete short right to Matt Forte for 4 yards,-0.370,-0.430
2,1:42,2,6,CHI 15,7,24,"Jay Cutler sacked by Akeem Ayers for -9 yards. Penalty on Kyle Long: Unnecessary Roughness, 3 yards",-0.430,-2.360
2,1:32,3,18,CHI 3,7,24,Matt Forte left end for 5 yards (tackle by Brandon Browner),-2.360,-2.360
2,1:26,3,18,CHI 3,7,24,Timeout #2 by New England Patriots,-2.360,-2.490
2,1:26,4,13,CHI 8,7,24,"Pat O'Donnell punts 53 yards, returned by Julian Edelman for 42 yards (tackle by Christian Jones). Penalty on Trevor Scott: Offensive Holding, 10 yards",-2.490,-5.140
2,1:11,1,9,CHI 9,7,30,"Tom Brady pass complete short left to Brandon LaFell for 9 yards, touchdown",5.140,7.000
2,1:11,,,CHI 2,7,31,Stephen Gostkowski kicks extra point good,0.000,0.000
2,1:11,,,NWE 35,7,31,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,1:07,1,10,CHI 20,7,37,"Jay Cutler sacked by Zach Moore and Dont'a Hightower for -6 yards. Jay Cutler fumbles (forced by Zach Moore), recovered by Rob Ninkovich at CHI-15 and returned for 15 yards, touchdown",0.280,-7.000
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,0:55,,,CHI 2,7,38,Stephen Gostkowski kicks extra point good,0.000,0.000
2,0:55,,,NWE 35,7,38,"Stephen Gostkowski kicks off 66 yards, returned by Chris Williams for 28 yards (tackle by Deontae Skinner)",0.000,-0.740
2,0:50,1,10,CHI 27,7,38,Matt Forte up the middle for 6 yards (tackle by Rob Ninkovich and Akeem Ayers),0.740,1.010
2,0:17,2,4,CHI 33,7,38,"Matt Forte left guard for 9 yards (tackle by Patrick Chung and Zach Moore). Penalty on Zach Moore: Illegal Use of Hands, 5 yards",1.010,2.060
2,0:10,1,10,CHI 47,7,38,Jay Cutler pass incomplete deep right intended for Brandon Marshall is intercepted by Darrelle Revis at NWE-5,2.060,0.000
Quarter,Time,Down,ToGo,Location,CHI,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,7,38,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NWE 20,7,38,Tom Brady pass complete short middle to Julian Edelman for 14 yards (tackle by Tim Jennings),0.280,1.200
3,14:26,1,10,NWE 34,7,38,Tom Brady pass complete short left to Tim Wright for 8 yards (tackle by Chris Conte),1.200,1.740
3,14:01,2,2,NWE 42,7,38,Tom Brady pass complete short middle to Tim Wright for 6 yards (tackle by Christian Jones),1.740,2.130
3,13:26,1,10,NWE 48,7,38,Tom Brady pass incomplete short left intended for Julian Edelman,2.130,1.580
3,13:22,2,10,NWE 48,7,38,Tom Brady pass complete short left to Tim Wright for 6 yards (tackle by Chris Conte),1.580,1.680
3,12:54,3,4,CHI 46,7,44,"Tom Brady pass complete short left to Rob Gronkowski for 46 yards, touchdown",1.680,7.000
3,12:54,,,CHI 2,7,45,Stephen Gostkowski kicks extra point good,0.000,0.000
3,12:54,,,NWE 35,7,45,"Stephen Gostkowski kicks off 67 yards, returned by Chris Williams for 21 yards (tackle by Don Jones)",0.000,-0.150
3,12:38,1,10,CHI 19,7,45,Jay Cutler pass complete short left to Brandon Marshall for 17 yards (tackle by Jamie Collins),0.150,1.330
3,12:02,1,10,CHI 36,7,45,Jay Cutler pass complete short left to Martellus Bennett for 17 yards (tackle by Dont'a Hightower and Devin McCourty),1.330,2.460
3,11:16,1,10,NWE 47,7,45,Matt Forte right guard for 11 yards (tackle by Duron Harmon),2.460,3.180
3,10:37,1,10,NWE 36,7,45,Matt Forte right tackle for 6 yards (tackle by Jamie Collins and Patrick Chung),3.180,3.450
3,9:58,2,4,NWE 30,7,45,Ka'Deem Carey right end for -1 yards (tackle by Rob Ninkovich),3.450,2.610
3,9:16,3,5,NWE 31,7,45,Jay Cutler pass complete short right to Matt Forte for 4 yards (tackle by Darrelle Revis),2.610,1.820
3,8:45,4,1,NWE 27,7,45,Matt Forte up the middle for 1 yard (tackle by Dominique Easley and Dont'a Hightower),1.820,3.840
3,8:06,1,10,NWE 26,7,45,Jay Cutler sacked by Dominique Easley for -4 yards,3.840,2.760
3,7:24,2,14,NWE 30,7,45,Jay Cutler pass complete short left to Matt Forte for 4 yards (tackle by Dont'a Hightower),2.760,2.610
3,6:38,3,10,NWE 26,7,45,Jay Cutler pass incomplete deep right intended for Brandon Marshall,2.610,1.740
3,6:33,4,10,NWE 26,7,45,Jay Cutler pass incomplete short right intended for Alshon Jeffery,1.740,-0.670
3,6:28,1,10,NWE 26,7,45,Tom Brady pass complete short left to Shane Vereen for 12 yards (tackle by Ryan Mundy),0.670,1.470
3,6:01,1,10,NWE 38,7,45,Tom Brady pass complete short left to Brandon LaFell for 2 yards (tackle by Al Louis-Jean),1.470,1.190
3,5:28,2,8,NWE 40,7,45,Tom Brady pass complete short middle to Brandon LaFell for 6 yards (tackle by Ryan Mundy and Christian Jones),1.190,1.290
3,4:53,3,2,NWE 46,7,45,Tim Wright right tackle for -2 yards (tackle by Lamarr Houston),1.290,-0.460
3,4:21,4,4,NWE 44,7,45,"Ryan Allen punts 46 yards, returned by Santonio Holmes for 10 yards (tackle by Matt Slater)",-0.460,-0.280
3,4:10,1,10,CHI 20,7,45,Matt Forte left guard for 6 yards (tackle by Dont'a Hightower),0.280,0.540
3,3:35,2,4,CHI 26,7,45,Jay Cutler pass complete short right to Brandon Marshall for 7 yards (tackle by Darrelle Revis),0.540,1.140
3,3:03,1,10,CHI 33,7,45,Matt Forte left guard for 10 yards (tackle by Dont'a Hightower and Jamie Collins),1.140,1.800
3,2:30,1,10,CHI 43,7,45,Jay Cutler pass complete short right to Martellus Bennett for 34 yards (tackle by Darrelle Revis),1.800,4.040
3,1:47,1,10,NWE 23,7,45,Matt Forte left tackle for 3 yards (tackle by Jamie Collins),4.040,3.900
3,1:05,2,7,NWE 20,7,45,Jay Cutler pass incomplete deep right intended for Brandon Marshall,3.900,3.200
3,1:00,3,7,NWE 20,13,45,"Jay Cutler pass complete deep left to Martellus Bennett for 20 yards, touchdown. Penalty on Brandon Browner: Defensive Pass Interference (Declined)",3.200,7.000
3,1:00,,,,15,45,"Two Point Attempt: Jay Cutler pass complete to Dante Rosario, conversion succeeds",0.000,1.000
3,1:00,,,CHI 35,15,45,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,0:54,1,10,NWE 20,15,45,Tom Brady pass complete short left to Brandon LaFell for 11 yards (tackle by Al Louis-Jean),0.280,1.000
3,0:32,1,10,NWE 31,15,45,Jonas Gray left guard for 4 yards (tackle by D.J. Williams and Jay Ratliff),1.000,1.000
Quarter,Time,Down,ToGo,Location,CHI,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,NWE 35,15,45,James White left guard for 3 yards (tackle by Jay Ratliff and Jared Allen),1.000,0.700
4,14:23,3,3,NWE 38,15,45,Tom Brady pass complete short left to Tim Wright for 14 yards (tackle by Al Louis-Jean and Christian Jones),0.700,2.390
4,14:02,1,10,CHI 48,15,45,Jonas Gray left tackle for 3 yards (tackle by Jared Allen and Willie Young),2.390,2.250
4,13:32,2,7,CHI 45,15,45,Tom Brady pass complete deep left to Brandon LaFell for 17 yards (tackle by Brock Vereen),2.250,3.710
4,13:03,1,10,CHI 28,15,45,Jonas Gray up the middle for 2 yards (tackle by Will Sutton and Ryan Mundy),3.710,3.440
4,12:29,2,8,CHI 26,15,45,James White left tackle for 4 yards (tackle by Jared Allen),3.440,3.270
4,11:52,3,4,CHI 22,15,45,Tom Brady pass complete short left to Tim Wright for 9 yards,3.270,4.710
4,11:31,1,10,CHI 13,15,45,Jonas Gray left guard for 1 yard (tackle by Ego Ferguson and Shea McClellin),4.710,4.220
4,10:48,2,9,CHI 12,15,45,Shane Vereen right tackle for 3 yards (tackle by Christian Jones and Ego Ferguson),4.220,3.880
4,10:07,3,6,CHI 9,15,45,Tom Brady pass incomplete short middle intended for Shane Vereen (defended by Christian Jones),3.880,2.850
4,10:03,4,6,CHI 9,15,48,Stephen Gostkowski 27 yard field goal good,2.850,3.000
4,10:03,,,NWE 35,15,48,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,9:59,1,10,CHI 20,15,48,"Jay Cutler pass incomplete short middle intended for Matt Forte. Penalty on Jamie Collins: Defensive Pass Interference, 4 yards (no play)",0.280,0.540
4,9:54,1,10,CHI 24,15,48,Jay Cutler pass complete short right to Brandon Marshall for 11 yards (tackle by Logan Ryan),0.540,1.270
4,9:16,1,10,CHI 35,15,48,Jay Cutler pass complete short left to Martellus Bennett for 3 yards (tackle by Logan Ryan and Patrick Chung),1.270,1.130
4,8:45,2,7,CHI 38,15,48,Jay Cutler pass complete short left to Alshon Jeffery for 13 yards (tackle by Akeem Ayers),1.130,2.320
4,8:18,1,10,NWE 49,15,48,Jay Cutler pass complete short left to Martellus Bennett for 10 yards (tackle by Brandon Browner),2.320,2.980
4,7:44,1,10,NWE 39,15,48,Matt Forte up the middle for 12 yards (tackle by Patrick Chung),2.980,3.780
4,7:10,1,10,NWE 27,15,48,Matt Forte up the middle for 3 yards (tackle by Deontae Skinner and Akeem Ayers),3.780,3.640
4,6:33,2,7,NWE 24,15,48,Matt Forte up the middle for 3 yards (tackle by Casey Walker and Deontae Skinner),3.640,3.340
4,6:01,3,4,NWE 21,15,48,Jay Cutler pass complete short right to Martellus Bennett for 11 yards (tackle by Devin McCourty),3.340,4.910
4,5:25,1,10,NWE 10,15,48,Jay Cutler pass incomplete short left intended for Brandon Marshall,4.910,4.190
4,5:21,2,10,NWE 10,21,48,"Jay Cutler pass complete short left to Alshon Jeffery for 10 yards, touchdown",4.190,7.000
4,5:21,,,,23,48,"Two Point Attempt: Jay Cutler pass complete to Matt Forte, conversion succeeds",0.000,1.000
4,5:21,,,CHI 35,23,48,"Robbie Gould kicks onside 7 yards, recovered by James Develin",0.000,-2.790
4,5:15,1,10,CHI 42,23,48,Jimmy Garoppolo pass complete short right to Tim Wright for 17 yards (tackle by Tim Jennings),2.790,3.910
4,4:43,1,10,CHI 25,23,48,James White left tackle for 4 yards (tackle by D.J. Williams and Willie Young),3.910,3.910
4,4:32,1,10,CHI 25,23,48,Timeout #1 by Chicago Bears,3.910,3.900
4,4:32,2,6,CHI 21,23,48,Jimmy Garoppolo pass complete short middle to Danny Amendola for 6 yards (tackle by D.J. Williams),3.900,4.580
4,3:55,1,10,CHI 15,23,48,Jonas Gray left end for 6 yards (tackle by Christian Jones and Shea McClellin),4.580,5.030
4,3:24,2,4,CHI 9,23,48,Jimmy Garoppolo sacked by Lamarr Houston for -11 yards,5.030,2.680
4,2:57,3,15,CHI 20,23,48,Jimmy Garoppolo pass complete short right to Danny Amendola for -1 yards (tackle by Will Sutton),2.680,2.060
4,2:14,4,16,CHI 21,23,51,Stephen Gostkowski 39 yard field goal good,2.060,3.000
4,2:14,,,NWE 35,23,51,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,2:09,1,10,CHI 20,23,51,Ka'Deem Carey left tackle for 5 yards (tackle by Akeem Ayers and Tavon Wilson),0.280,0.410
4,2:00,2,5,CHI 25,23,51,Ka'Deem Carey left end for 10 yards (tackle by Tavon Wilson),0.410,1.270
4,1:55,1,10,CHI 35,23,51,Ka'Deem Carey right guard for 4 yards (tackle by Dont'a Hightower),1.270,1.260
4,1:22,2,6,CHI 39,23,51,Ka'Deem Carey right guard for 13 yards (tackle by Tavon Wilson),1.260,2.390
4,0:58,1,10,NWE 48,23,51,Jimmy Clausen pass complete deep left to Alshon Jeffery for 22 yards (tackle by Logan Ryan),2.390,3.840
4,0:51,1,10,NWE 26,23,51,Jimmy Clausen pass incomplete short right intended for Dante Rosario (defended by Tavon Wilson),3.840,3.300
4,0:44,2,10,NWE 26,23,51,Jimmy Clausen pass incomplete deep right intended for Brandon Marshall (defended by Malcolm Butler),3.300,2.610
4,0:38,3,10,NWE 26,23,51,Jimmy Clausen pass incomplete deep right intended for Alshon Jeffery (defended by Malcolm Butler),2.610,1.740
4,0:33,4,10,NWE 26,23,51,Jimmy Clausen pass incomplete deep right intended for Alshon Jeffery,1.740,-0.670
4,0:27,1,10,NWE 26,23,51,Jimmy Garoppolo kneels for -1 yards,0.670,-0.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
