Quarter,Time,Down,ToGo,Location,CHI,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,0,10,"Eddy Pineiro kicks off 64 yards, returned by Jojo Natson for 27 yards (tackle by Josh Woods)",0.000,0.810
3,14:54,1,10,LAR 28,0,10,Todd Gurley up the middle for 2 yards (tackle by Nick Williams and Leonard Floyd),0.810,0.530
3,14:20,2,8,LAR 30,0,10,Todd Gurley left tackle for 5 yards (tackle by Prince Amukamara and Bilal Nichols),0.530,0.500
3,13:36,3,3,LAR 35,0,10,Todd Gurley left guard for 2 yards (tackle by Roquan Smith),0.500,-0.910
3,13:10,4,1,LAR 37,0,10,"Johnny Hekker punts 63 yards, touchback.",-0.910,-0.280
3,13:01,1,10,CHI 20,0,10,Mitchell Trubisky pass complete short left to Anthony Miller for 8 yards (tackle by Troy Hill),0.280,0.810
3,12:36,2,2,CHI 28,0,10,Mitchell Trubisky pass complete short right to Taylor Gabriel for 4 yards (tackle by Eric Weddle and Jalen Ramsey),0.810,1.070
3,11:59,1,10,CHI 32,0,10,Mitchell Trubisky pass complete short middle to Anthony Miller for 16 yards (tackle by Eric Weddle),1.070,2.130
3,11:19,1,10,CHI 48,0,10,Mitchell Trubisky pass complete short right to Anthony Miller for 9 yards (tackle by Marqui Christian),2.130,2.800
3,10:39,2,1,LAR 43,0,10,David Montgomery right tackle for 2 yards (tackle by Taylor Rapp),2.800,2.850
3,10:00,1,10,LAR 41,0,10,Mitchell Trubisky pass complete short right to Tarik Cohen for no gain,2.850,2.310
3,9:24,2,10,LAR 41,0,10,Tarik Cohen up the middle for 12 yards (tackle by Marqui Christian and Nickell Robey-Coleman),2.310,3.640
3,8:44,1,10,LAR 29,0,10,Mitchell Trubisky pass incomplete short right intended for Taylor Gabriel (defended by Troy Hill),3.640,3.100
3,8:39,2,10,LAR 29,0,10,Mitchell Trubisky pass complete short right to Taylor Gabriel for 15 yards,3.100,4.650
3,8:05,1,10,LAR 14,0,10,David Montgomery right end for no gain (tackle by Troy Reeder and Sebastian Joseph),4.650,4.000
3,7:21,2,10,LAR 14,0,10,Mitchell Trubisky pass incomplete short right intended for Taylor Gabriel,4.000,3.110
3,7:16,3,10,LAR 14,6,10,"Mitchell Trubisky pass complete short right to Tarik Cohen for 14 yards, touchdown",3.110,7.000
3,7:10,,,LAR 15,7,10,Eddy Pineiro kicks extra point good,0.000,0.000
3,7:10,,,CHI 35,7,10,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
3,7:10,1,10,LAR 25,7,10,Jared Goff pass complete short right to Todd Gurley for 6 yards (tackle by James Vaughters),0.610,0.870
3,6:28,2,4,LAR 31,7,10,Todd Gurley right end for 3 yards (tackle by Kyle Fuller),0.870,0.560
3,5:42,3,1,LAR 34,7,10,Todd Gurley right tackle for -1 yards (tackle by Roquan Smith),0.560,-1.180
3,5:00,4,2,LAR 33,7,10,"Johnny Hekker punts 67 yards, touchback.",-1.180,-0.280
3,4:50,1,10,CHI 20,7,10,Mitchell Trubisky pass complete short middle to Tarik Cohen for 4 yards (tackle by Taylor Rapp),0.280,0.270
3,4:15,2,6,CHI 24,7,10,Mitchell Trubisky pass complete short left to Anthony Miller for 5 yards (tackle by Cory Littleton),0.270,0.230
3,3:33,3,1,CHI 29,7,10,David Montgomery left end for -3 yards (tackle by Samson Ebukam),0.230,-1.630
3,2:55,4,4,CHI 26,7,10,"Pat O'Donnell punts 46 yards, returned by Jojo Natson for no gain (tackle by Cordarrelle Patterson). Penalty on Cordarrelle Patterson: Unsportsmanlike Conduct, 15 yards. Penalty on Ryan Nall: Offensive Holding, 15 yards",-1.630,-1.800
3,2:46,1,10,LAR 43,7,10,Jared Goff pass incomplete deep left,1.800,1.250
3,2:39,2,10,LAR 43,7,10,Jared Goff pass complete short right to Josh Reynolds for 11 yards (tackle by Ha Ha Clinton-Dix and Roquan Smith),1.250,2.520
3,2:18,1,10,CHI 46,7,10,Jared Goff pass incomplete short right intended for Mike Thomas,2.520,1.980
3,2:10,2,10,CHI 46,7,10,Jared Goff pass incomplete deep middle intended for Josh Reynolds,1.980,1.290
3,2:05,3,10,CHI 46,7,10,Jared Goff pass complete short left to Cooper Kupp for 3 yards (tackle by Eddie Jackson and Prince Amukamara),1.290,0.400
3,1:36,4,7,CHI 43,7,10,"Johnny Hekker punts 43 yards, touchback.",0.400,-0.280
3,1:26,1,10,CHI 20,7,10,David Montgomery left tackle for 4 yards (tackle by Morgan Fox),0.280,0.270
3,0:47,2,6,CHI 24,7,10,Mitchell Trubisky pass incomplete short middle intended for David Montgomery,0.270,-0.430
3,0:44,3,6,CHI 24,7,10,Mitchell Trubisky pass incomplete deep left intended for Taylor Gabriel,-0.430,-1.770
3,0:38,4,6,CHI 24,7,10,"Pat O'Donnell punts 45 yards, returned by Jojo Natson for no gain (tackle by Sherrick McManis)",-1.770,-1.000
3,0:29,1,10,LAR 31,7,10,Todd Gurley left guard for no gain (tackle by Nick Williams and Roquan Smith),1.000,0.460
Quarter,Time,Down,ToGo,Location,CHI,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,LAR 31,7,10,Todd Gurley up the middle for no gain (tackle by Nick Kwiatkoski),0.460,-0.230
4,14:23,3,10,LAR 31,7,10,Jared Goff pass incomplete deep left intended for Mike Thomas,-0.230,-1.310
4,14:16,4,10,LAR 31,7,10,Johnny Hekker punts 49 yards out of bounds,-1.310,-0.280
4,14:07,1,10,CHI 20,7,10,Mitchell Trubisky pass incomplete deep right intended for Allen Robinson,0.280,-0.270
4,14:03,2,10,CHI 20,7,10,Mitchell Trubisky pass complete short middle to Allen Robinson for 6 yards (tackle by David Long),-0.270,-0.160
4,13:22,3,4,CHI 26,7,10,"Mitchell Trubisky sacked by Aaron Donald for no gain. Penalty on Troy Hill: Defensive Holding, 5 yards (no play)",-0.160,1.000
4,12:50,1,10,CHI 31,7,10,David Montgomery up the middle for 4 yards (tackle by Sebastian Joseph and Taylor Rapp),1.000,1.000
4,12:19,2,6,CHI 35,7,10,Mitchell Trubisky pass complete short left to Allen Robinson for 1 yard (tackle by Taylor Rapp),1.000,0.430
4,11:37,3,5,CHI 36,7,10,Mitchell Trubisky pass incomplete deep left intended for Allen Robinson,0.430,-0.980
4,11:32,4,5,CHI 36,7,10,"Pat O'Donnell punts 43 yards, fair catch by Jojo Natson at LA-21",-0.980,-0.340
4,11:23,1,10,LAR 21,7,10,"Jared Goff pass complete deep middle to Cooper Kupp for 18 yards (tackle by Ha Ha Clinton-Dix). Penalty on Andrew Whitworth: Offensive Holding, 10 yards (no play)",0.340,-0.720
4,10:53,1,20,LAR 11,7,10,Jared Goff pass incomplete short right intended for Josh Reynolds,-0.720,-1.510
4,10:47,2,20,LAR 11,7,10,Malcolm Brown right tackle for 4 yards (tackle by Nick Williams),-1.510,-1.960
4,10:22,3,16,LAR 15,7,10,"Jared Goff pass complete short left to Cooper Kupp for no gain (tackle by Buster Skrine). Cooper Kupp fumbles (forced by Buster Skrine), recovered by Mike Thomas at LA-16 (tackle by Roy Robertson-Harris)",-1.960,-2.390
4,9:20,4,15,LAR 16,7,10,Johnny Hekker punts 67 yards downed by Natrez Patrick,-2.390,0.060
4,9:07,1,10,CHI 17,7,10,Tarik Cohen up the middle for 2 yards (tackle by Eric Weddle),-0.060,-0.250
4,8:31,2,8,CHI 19,7,10,Mitchell Trubisky pass complete short right to Anthony Miller for 7 yards,-0.250,-0.120
4,7:53,3,1,CHI 26,7,10,Mitchell Trubisky pass incomplete short left intended for Taylor Gabriel,-0.120,-1.630
4,7:50,4,1,CHI 26,7,10,"Pat O'Donnell punts 45 yards, fair catch by Jojo Natson at LA-29",-1.630,-0.870
4,7:42,1,10,LAR 29,7,10,Todd Gurley up the middle for 2 yards (tackle by Bilal Nichols and Roy Robertson-Harris),0.870,0.600
4,7:04,2,8,LAR 31,7,10,Jared Goff pass complete deep right to Josh Reynolds for 18 yards (tackle by Kyle Fuller),0.600,2.190
4,6:26,1,10,LAR 49,7,10,"Jared Goff pass complete deep left to Josh Reynolds for 51 yards. Penalty on Andrew Whitworth: Illegal Formation, 5 yards (no play)",2.190,1.860
4,6:18,1,15,LAR 44,7,10,Todd Gurley left end for 1 yard (tackle by Prince Amukamara),1.860,1.110
4,5:37,2,14,LAR 45,7,10,Todd Gurley right guard for 7 yards (tackle by Nick Kwiatkoski and Aaron Lynch),1.110,1.360
4,5:06,3,7,CHI 48,7,10,Jared Goff pass complete short right to Josh Reynolds for 26 yards (tackle by Ha Ha Clinton-Dix),1.360,4.110
4,4:18,1,10,CHI 22,7,10,Malcolm Brown up the middle for -3 yards (tackle by Eddie Jackson),4.110,3.160
4,3:41,2,13,CHI 25,7,10,Jared Goff pass complete deep right to Gerald Everett for 20 yards (tackle by Ha Ha Clinton-Dix),3.160,6.060
4,3:35,1,5,CHI 5,7,16,"Malcolm Brown up the middle for 5 yards, touchdown",6.060,7.000
4,3:31,,,CHI 15,7,17,Greg Zuerlein kicks extra point good,0.000,0.000
4,3:31,,,LAR 35,7,17,"Greg Zuerlein kicks off 73 yards, returned by Cordarrelle Patterson for 33 yards (tackle by Marqui Christian). Penalty on James Vaughters: Offensive Holding, 10 yards",0.000,-0.220
4,3:24,1,10,CHI 15,7,17,Chase Daniel pass incomplete short right intended for Anthony Miller,-0.220,-0.710
4,3:19,2,10,CHI 15,7,17,Chase Daniel pass complete short right to Taylor Gabriel for 9 yards (tackle by Troy Hill),-0.710,-0.270
4,2:53,3,1,CHI 24,7,17,Tarik Cohen right tackle for 1 yard (tackle by Michael Brockers),-0.270,0.610
4,2:30,1,10,CHI 25,7,17,Chase Daniel sacked by Aaron Donald for -1 yards,0.610,-0.070
4,2:05,2,11,CHI 24,7,17,Chase Daniel pass incomplete short left intended for Anthony Miller (defended by Aaron Donald) Penalty on CHI: Illegal Shift (Declined),-0.070,-0.760
4,2:02,3,11,CHI 24,7,17,Chase Daniel sacked by Aaron Donald for -3 yards,-0.760,-1.960
4,1:55,,,,,,Timeout #1 by Los Angeles Rams,,
4,1:55,4,14,CHI 21,7,17,Chase Daniel pass incomplete short left intended for David Montgomery,-1.960,-4.170
4,1:48,1,10,CHI 21,7,17,Todd Gurley left tackle for 5 yards (tackle by Prince Amukamara),4.170,4.370
4,1:41,,,,,,Timeout #1 by Chicago Bears,,
4,1:41,2,5,CHI 16,7,17,Todd Gurley up the middle for 4 yards (tackle by Brent Urban and Roquan Smith),4.370,4.490
4,1:35,,,,,,Timeout #2 by Chicago Bears,,
4,1:35,3,1,CHI 12,7,17,Todd Gurley left tackle for 3 yards (tackle by Bilal Nichols),4.490,5.140
4,0:50,1,9,CHI 9,7,17,Jared Goff kneels for -1 yards,5.140,4.190
4,0:31,2,10,CHI 10,7,17,Jared Goff kneels for -1 yards,4.190,3.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
