Quarter,Time,Down,ToGo,Location,HOU,TAM,Detail,EPB,EPA
2,11:32,3,12,TAM 47,9,0,Josh Freeman pass complete short right to Kregg Lumpkin for 2 yards (tackle by Brian Cushing),0.700,-0.130
2,10:56,4,10,TAM 49,9,0,"Michael Koenen punts 41 yards, fair catch by Jacoby Jones",-0.130,0.380
2,10:48,1,10,HOU 10,9,0,Arian Foster left guard for 1 yard (tackle by Albert Haynesworth),-0.380,-0.710
2,10:48,2,9,HOU 11,9,0,"Penalty on Albert Haynesworth: Neutral Zone Infraction, 5 yards (no play)",-0.710,-0.230
2,9:55,2,4,HOU 16,9,0,Matt Schaub pass complete short right to Owen Daniels for 6 yards (tackle by Adam Hayward),-0.230,0.410
2,9:12,1,10,HOU 22,15,0,"Matt Schaub pass complete short left to Arian Foster for 78 yards, touchdown",0.410,7.000
2,,,,TAM 2,16,0,Neil Rackers kicks extra point good,0.000,0.000
2,,,,HOU 35,16,0,"Brett Hartmann kicks off 71 yards, returned by Sammie Stroughter for 33 yards (tackle by Jesse Nading)",0.000,0.740
2,8:48,1,10,TAM 27,16,0,LeGarrette Blount up the middle for 1 yard (tackle by Brian Cushing and Brooks Reed),0.740,0.330
2,8:16,2,9,TAM 28,16,0,Josh Freeman pass incomplete short left intended for Mike Williams,0.330,-0.360
2,8:08,3,9,TAM 28,16,0,Josh Freeman pass incomplete short right intended for Mike Williams,-0.360,-1.500
2,8:01,4,9,TAM 28,16,0,"Michael Koenen punts 42 yards, returned by Jacoby Jones for 11 yards (tackle by Kregg Lumpkin)",-1.500,-1.660
2,7:47,1,10,HOU 41,16,0,Ben Tate left guard for no gain (tackle by Geno Hayes and Ronde Barber),1.660,1.120
2,7:01,2,10,HOU 41,16,0,Matt Schaub sacked by Brian Price for -7 yards,1.120,-0.490
2,6:26,3,17,HOU 34,16,0,Arian Foster right guard for 5 yards (tackle by Mason Foster),-0.490,-0.780
2,5:55,4,12,HOU 39,16,0,"Brett Hartmann punts 45 yards, muffed catch by Preston Parker, recovered by Preston Parker and returned for 23 yards (tackle by Bryan Braman)",-0.780,-1.400
2,5:37,1,10,TAM 37,16,0,"Josh Freeman pass complete short middle to Mike Williams for 8 yards (tackle by Connor Barwin). Penalty on Davin Joseph: Offensive Holding, 10 yards (no play)",1.400,0.740
2,5:14,1,20,TAM 27,16,0,Josh Freeman pass complete short right to Kellen Winslow Jr. for 14 yards (tackle by Troy Nolan),0.740,1.400
2,4:35,2,6,TAM 41,16,0,LeGarrette Blount up the middle for -2 yards (tackle by J.J. Watt and Glover Quin),1.400,0.430
2,3:54,3,8,TAM 39,16,0,Josh Freeman pass complete short middle to Kregg Lumpkin for 16 yards (tackle by Troy Nolan),0.430,2.590
2,3:14,1,10,HOU 45,16,0,Josh Freeman left end for 12 yards (tackle by DeMeco Ryans),2.590,3.380
2,2:28,1,10,HOU 33,16,0,Josh Freeman pass complete deep left to Mike Williams for 20 yards (tackle by Johnathan Joseph),3.380,4.710
2,2:00,1,10,HOU 13,16,0,Josh Freeman pass incomplete short left intended for LeGarrette Blount,4.710,4.050
2,1:53,2,10,HOU 13,16,0,Josh Freeman pass incomplete short right intended for Dezmon Briscoe,4.050,3.120
2,1:50,3,10,HOU 13,16,0,Josh Freeman pass complete short right to Preston Parker for 8 yards (tackle by Brice McCain),3.120,3.030
2,1:45,4,2,HOU 5,16,0,Josh Freeman pass incomplete short right intended for Dezmon Briscoe,3.030,0.380
2,1:39,1,10,HOU 5,16,0,"Arian Foster left guard for 3 yards (tackle by Albert Haynesworth). Penalty on Chris Myers: Offensive Holding, 2 yards (no play)",-0.380,-0.460
2,1:36,1,12,HOU 3,16,0,Arian Foster right tackle for -2 yards (tackle by Michael Bennett),-0.460,-1.070
2,1:31,,,,16,0,Timeout #2 by Tampa Bay Buccaneers,0.000,-1.070
2,1:31,2,14,HOU 1,16,0,Matt Schaub up the middle for 1 yard (tackle by Albert Haynesworth),-1.070,-1.770
2,1:27,,,,16,0,Timeout #3 by Tampa Bay Buccaneers,0.000,-1.770
2,1:27,3,13,HOU 2,16,0,Arian Foster up the middle for 2 yards (tackle by Albert Haynesworth and Geno Hayes),-1.770,-2.490
2,0:38,,,,16,0,Timeout #1 by Houston Texans,0.000,-2.490
2,0:38,4,11,HOU 4,16,0,"Brett Hartmann punts 53 yards, returned by Preston Parker for 11 yards (tackle by Jesse Nading)",-2.490,-2.520
2,0:28,1,10,HOU 46,16,0,Josh Freeman pass complete short right to Kellen Winslow Jr. for 7 yards (tackle by Jason Allen),2.520,2.920
2,0:21,2,3,HOU 39,16,0,Josh Freeman pass complete short middle to Kregg Lumpkin for 2 yards (tackle by Brian Cushing),2.920,2.480
2,0:05,3,1,HOU 37,16,0,Josh Freeman spiked the ball,2.480,0.790
2,0:03,,,,16,0,Timeout #2 by Houston Texans,0.000,0.790
2,0:03,4,1,HOU 37,16,3,Connor Barth 55 yard field goal good,0.790,3.000
Quarter,Time,Down,ToGo,Location,HOU,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,16,3,"Brett Hartmann kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,16,3,LeGarrette Blount right tackle for 4 yards (tackle by Shaun Cody and Glover Quin),0.280,0.270
3,14:21,2,6,TAM 24,16,3,LeGarrette Blount right tackle for 7 yards (tackle by Brian Cushing and Troy Nolan),0.270,1.000
3,13:40,1,10,TAM 31,16,3,Josh Freeman sacked by Brooks Reed for -10 yards,1.000,-0.890
3,13:08,2,20,TAM 21,16,3,Josh Freeman sacked by Connor Barwin for -4 yards,-0.890,-2.440
3,12:31,3,24,TAM 17,16,3,Josh Freeman pass incomplete short right intended for Kregg Lumpkin (defended by Brooks Reed),-2.440,-2.320
3,12:26,4,24,TAM 17,16,3,"Michael Koenen punts 49 yards, returned by Jacoby Jones for 1 yard (tackle by Jacob Cutrera)",-2.320,-1.270
3,12:14,1,10,HOU 35,16,3,Arian Foster left tackle for 13 yards (tackle by Ronde Barber),1.270,2.130
3,11:42,1,10,HOU 48,16,3,Arian Foster right tackle for 17 yards (tackle by Aqib Talib),2.130,3.250
3,11:02,1,10,TAM 35,16,3,Ben Tate left end for 13 yards (tackle by Ronde Barber),3.250,4.110
3,10:19,1,10,TAM 22,16,3,Matt Schaub pass complete short left to Jacoby Jones for 7 yards (tackle by Ronde Barber and Mason Foster),4.110,4.650
3,9:41,2,3,TAM 15,16,3,Derrick Ward up the middle for 9 yards (tackle by Sean Jones),4.650,5.830
3,9:00,1,6,TAM 6,16,3,Derrick Ward up the middle for 1 yard (tackle by Adam Hayward and Mason Foster),5.830,5.150
3,8:15,2,5,TAM 5,22,3,"Arian Foster right guard for 5 yards, touchdown",5.150,7.000
3,,,,TAM 2,23,3,Neil Rackers kicks extra point good,0.000,0.000
3,,,,HOU 35,23,3,"Brett Hartmann kicks off 66 yards, returned by Sammie Stroughter for 25 yards (tackle by Jason Allen)",0.000,0.540
3,8:04,1,10,TAM 24,23,3,Josh Freeman pass complete short right to LeGarrette Blount for no gain,0.540,0.000
3,7:25,2,10,TAM 24,23,3,LeGarrette Blount up the middle for 9 yards (tackle by Tim Bulman),0.000,0.500
3,6:47,3,1,TAM 33,23,3,Josh Freeman up the middle for 2 yards (tackle by Tim Jamison),0.500,1.270
3,6:07,1,10,TAM 35,23,3,Josh Freeman pass incomplete short right intended for Arrelious Benn,1.270,0.720
3,5:59,2,10,TAM 35,23,3,Josh Freeman sacked by J.J. Watt and Connor Barwin for -7 yards,0.720,-0.890
3,5:25,3,17,TAM 28,23,3,Josh Freeman pass incomplete short right intended for Kellen Winslow Jr. is intercepted by Brian Cushing at TAM-39,-0.890,-2.980
3,5:17,1,10,TAM 39,23,3,Arian Foster right end for 8 yards (tackle by Brian Price),2.980,3.520
3,4:48,2,2,TAM 31,23,3,Ben Tate right tackle for 5 yards (tackle by Brian Price),3.520,3.840
3,4:08,1,10,TAM 26,23,3,Ben Tate up the middle for 4 yards (tackle by Roy Miller),3.840,3.840
3,3:39,2,6,TAM 22,23,3,Matt Schaub pass incomplete short right intended for Joel Dreessen,3.840,3.140
3,3:34,3,6,TAM 22,23,3,Matt Schaub pass complete short left to Arian Foster for 13 yards (tackle by Sean Jones),3.140,5.140
3,2:49,1,9,TAM 9,23,3,Derrick Ward left guard for 5 yards (tackle by Adam Hayward),5.140,5.340
3,2:08,2,4,TAM 4,29,3,"Derrick Ward right guard for 4 yards, touchdown",5.340,7.000
3,,,,TAM 2,30,3,Neil Rackers kicks extra point good,0.000,0.000
3,,,,HOU 35,30,3,"Brett Hartmann kicks off 60 yards, returned by Dezmon Briscoe for 12 yards (tackle by Brett Hartmann)",0.000,-0.060
3,1:53,1,10,TAM 17,30,3,Josh Freeman pass incomplete short left intended for Preston Parker is intercepted by Brice McCain at TAM-24 and returned for 10 yards (tackle by Preston Parker),-0.060,-4.650
3,1:46,1,10,TAM 14,30,3,Arian Foster right end for -6 yards (tackle by Michael Bennett),4.650,3.280
3,1:04,2,16,TAM 20,30,3,Ben Tate left guard for 4 yards (tackle by Adrian Clayborn),3.280,3.000
3,0:17,3,12,TAM 16,30,3,Ben Tate up the middle for -3 yards (tackle by Brian Price),3.000,2.180
Quarter,Time,Down,ToGo,Location,HOU,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,15,TAM 19,30,3,Neil Rackers 37 yard field goal no good,2.180,-0.740
4,14:55,1,10,TAM 27,30,3,Josh Freeman pass complete short left to Arrelious Benn for 14 yards (tackle by Quintin Demps),0.740,1.660
4,14:30,1,10,TAM 41,30,3,Josh Freeman pass complete short left to Kregg Lumpkin for 8 yards (tackle by Glover Quin),1.660,2.200
4,13:59,2,2,TAM 49,30,3,Kregg Lumpkin up the middle for 19 yards (tackle by Johnathan Joseph and Quintin Demps),2.200,3.450
4,13:25,1,10,HOU 32,30,3,Josh Freeman pass complete short right to Kregg Lumpkin for 2 yards (tackle by Brian Cushing),3.450,3.170
4,12:57,2,8,HOU 30,30,3,"Josh Freeman pass incomplete short left intended for Preston Parker. Penalty on Brice McCain: Defensive Pass Interference, 7 yards (no play)",3.170,4.040
4,12:50,1,10,HOU 23,30,3,Kregg Lumpkin up the middle for 7 yards (tackle by Troy Nolan),4.040,4.560
4,12:17,2,3,HOU 16,30,3,Josh Freeman pass incomplete short left intended for Arrelious Benn,4.560,3.850
4,12:09,,,,30,3,Timeout #1 by Tampa Bay Buccaneers,0.000,3.850
4,12:09,3,3,HOU 16,30,3,Kregg Lumpkin right tackle for 2 yards (tackle by Tim Jamison),3.850,2.660
4,11:34,4,1,HOU 14,30,3,"Penalty on Tim Jamison: Defensive Offside, 5 yards (no play)",2.660,5.140
4,11:32,1,9,HOU 9,30,3,Josh Freeman pass incomplete short left intended for Arrelious Benn (defended by Jason Allen),5.140,4.380
4,11:25,2,9,HOU 9,30,9,"Josh Freeman pass complete short middle to Preston Parker for 9 yards, touchdown. Penalty on HOU: Unsportsmanlike Conduct, 15 yards",4.380,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,,,,,30,9,"Two Point Attempt: Josh Freeman pass incomplete intended for Mike Williams, conversion fails",1.000,-1.000
4,,,,,30,9,"Michael Koenen kicks onside 16 yards, recovered by Jesse Nading",0.000,1.200
4,11:16,1,10,HOU 34,30,9,Arian Foster up the middle for 8 yards (tackle by Adam Hayward),1.200,1.740
4,10:35,2,2,HOU 42,30,9,"Arian Foster right tackle for 39 yards (tackle by Sean Jones). Penalty on Mike Brisiel: Offensive Holding, 10 yards (no play)",1.740,0.390
4,10:04,2,12,HOU 32,30,9,Ben Tate left guard for no gain (tackle by Albert Haynesworth and Adrian Clayborn),0.390,-0.300
4,9:19,3,12,HOU 32,30,9,Jacoby Jones right end for 2 yards (tackle by Ronde Barber),-0.300,-1.110
4,8:30,4,10,HOU 34,30,9,"Brett Hartmann punts 48 yards, fair catch by Preston Parker",-1.110,-0.040
4,8:20,1,10,TAM 18,30,9,Josh Freeman pass incomplete short left intended for Kregg Lumpkin,0.040,-0.490
4,8:15,2,10,TAM 18,30,9,Josh Freeman pass incomplete short left intended for Arrelious Benn is intercepted by Quintin Demps at TAM-32 and returned for 5 yards (tackle by Arrelious Benn),-0.490,-3.780
4,8:07,1,10,TAM 27,30,9,Arian Foster left tackle for 9 yards (tackle by Geno Hayes),3.780,4.530
4,7:17,2,1,TAM 18,30,9,Arian Foster left guard for 2 yards (tackle by Michael Bennett),4.530,4.510
4,6:35,1,10,TAM 16,30,9,Ben Tate up the middle for 5 yards (tackle by Sean Jones),4.510,4.760
4,5:49,2,5,TAM 11,36,9,"Ben Tate right end for 11 yards, touchdown",4.760,7.000
4,,,,TAM 2,37,9,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 35,37,9,"Brett Hartmann kicks off 65 yards, touchback",0.000,0.280
4,5:38,1,10,TAM 20,37,9,"Josh Johnson for no gain. Josh Johnson fumbles, recovered by Bryan Braman at TAM-20 (tackle by Kregg Lumpkin)",0.280,-4.240
4,5:33,1,10,TAM 20,37,9,Derrick Ward right end for -2 yards (tackle by Quincy Black),4.240,3.420
4,4:47,2,12,TAM 22,37,9,Derrick Ward right tackle for no gain (tackle by Larry Asante),3.420,2.740
4,4:03,3,12,TAM 22,37,9,"Penalty on Derek Newton: False Start, 5 yards (no play)",2.740,2.080
4,3:58,3,17,TAM 27,37,9,Derrick Ward right guard for 9 yards (tackle by Quincy Black),2.080,2.250
4,3:13,4,8,TAM 18,37,9,Derrick Ward right guard for -1 yards (tackle by Roy Miller),2.250,-0.150
4,3:05,1,10,TAM 19,37,9,Kregg Lumpkin right guard for 3 yards (tackle by Tim Bulman),0.150,0.070
4,2:37,2,7,TAM 22,37,9,Josh Johnson pass incomplete short left intended for Sammie Stroughter (defended by Jason Allen),0.070,-0.680
4,2:32,3,7,TAM 22,37,9,Josh Johnson pass incomplete short right intended for Zack Pianalto,-0.680,-1.900
4,2:24,4,7,TAM 22,37,9,"Michael Koenen punts 49 yards, returned by Jacoby Jones for -2 yards (tackle by E.J. Biggers)",-1.900,-0.740
4,2:11,1,10,HOU 27,37,9,Derrick Ward right tackle for 4 yards (tackle by Quincy Black),0.740,0.740
4,2:00,2,6,HOU 31,37,9,Derrick Ward up the middle for 3 yards (tackle by Brian Price),0.740,0.430
4,1:20,3,3,HOU 34,37,9,Derrick Ward left guard for 4 yards (tackle by Larry Asante),0.430,1.470
4,0:35,1,10,HOU 38,37,9,Matt Leinart kneels for -1 yards,1.470,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
