Quarter,Time,Down,ToGo,Location,PHI,TAM,Detail,EPB,EPA
2,12:59,2,10,PHI 23,0,0,Nick Foles sacked by Daniel Te'o-Nesheim for -7 yards,-0.070,-1.960
2,12:29,3,17,PHI 16,0,0,Nick Foles pass complete short middle to Jeremy Maclin for 14 yards (tackle by Ronde Barber),-1.960,-1.370
2,11:53,4,3,PHI 30,0,0,Mat McBriar punts 52 yards (tackle by Jason Avant),-1.370,-2.130
2,11:36,1,10,TAM 48,0,0,"Josh Freeman pass complete short left to Doug Martin for 1 yard (tackle by DeMeco Ryans). Penalty on Demar Dotson: Offensive Holding, 10 yards (no play)",2.130,1.470
2,11:09,1,20,TAM 38,0,0,Josh Freeman pass complete short left to Doug Martin for -6 yards (tackle by Fletcher Cox),1.470,-0.580
2,10:29,2,26,TAM 32,0,0,Josh Freeman pass incomplete deep right intended for Mike Williams (defended by Dominique Rodgers-Cromartie),-0.580,-1.220
2,10:20,3,26,TAM 32,0,0,Josh Freeman pass incomplete deep left intended for Dallas Clark (defended by Nnamdi Asomugha),-1.220,-1.240
2,10:14,4,26,TAM 32,0,0,"Michael Koenen punts 48 yards, returned by Damaris Johnson for 18 yards (tackle by Andrew Economos). Penalty on Adam Hayward: Face Mask (15 Yards), 15 yards",-1.240,-2.720
2,10:02,1,10,TAM 43,0,0,Nick Foles pass complete short middle to Clay Harbor for 10 yards (tackle by Lavonte David and Adam Hayward),2.720,3.380
2,9:28,1,10,TAM 33,0,0,Nick Foles pass incomplete short left intended for Jeremy Maclin,3.380,2.840
2,9:23,2,10,TAM 33,0,0,Bryce Brown left end for -7 yards (tackle by Ronde Barber),2.840,1.220
2,8:53,3,17,TAM 40,0,0,Nick Foles pass complete deep left to Jason Avant for 20 yards,1.220,0.000
2,8:41,,,,0,0,Timeout #1 by Tampa Bay Buccaneers,0.000,4.240
2,8:41,1,10,TAM 20,0,0,Bryce Brown left end for 11 yards (tackle by Corvey Irvin),4.240,5.140
2,8:01,1,9,TAM 9,0,0,Bryce Brown right tackle for -1 yards (tackle by Michael Bennett and Anthony Gaitor),5.140,4.190
2,7:27,2,10,TAM 10,0,0,Nick Foles pass incomplete short right intended for Jason Avant,4.190,3.130
2,7:20,3,10,TAM 10,0,0,Nick Foles pass incomplete short middle intended for Bryce Brown,3.130,2.760
2,7:16,4,10,TAM 10,3,0,Alex Henery 28 yard field goal good,2.760,3.000
2,7:13,,,PHI 35,3,0,"Alex Henery kicks off 72 yards, returned by Tiquan Underwood for 22 yards (tackle by Ryan Rau)",0.000,-0.220
2,7:07,1,10,TAM 15,3,0,Doug Martin left tackle for 5 yards (tackle by DeMeco Ryans and Vinny Curry),-0.220,0.080
2,6:27,2,5,TAM 20,3,0,Josh Freeman pass complete deep left to Dallas Clark for 19 yards (tackle by Dominique Rodgers-Cromartie),0.080,1.530
2,5:49,1,10,TAM 39,3,0,Josh Freeman pass incomplete short left intended for Vincent Jackson (defended by Mychal Kendricks),1.530,0.990
2,5:39,2,10,TAM 39,3,0,Doug Martin left tackle for 2 yards (tackle by Dominique Rodgers-Cromartie),0.990,0.560
2,4:55,3,8,TAM 41,3,0,Josh Freeman pass incomplete short right intended for Tiquan Underwood,0.560,-0.650
2,4:48,4,8,TAM 41,3,0,Michael Koenen punts 50 yards (tackle by Keith Tandy),-0.650,-0.280
2,4:37,1,10,PHI 20,3,0,Nick Foles pass complete short left to Riley Cooper for 6 yards (tackle by E.J. Biggers),0.280,0.540
2,4:02,2,4,PHI 26,3,0,Nick Foles pass complete short left to Riley Cooper for 5 yards (tackle by E.J. Biggers),0.540,1.000
2,3:40,1,10,PHI 31,3,0,Nick Foles pass complete short right to Damaris Johnson for 14 yards (tackle by Ahmad Black),1.000,1.930
2,3:02,1,10,PHI 45,3,0,Nick Foles pass complete short left to Bryce Brown for 2 yards (tackle by Lavonte David and Mason Foster),1.930,1.650
2,2:25,2,8,PHI 47,3,0,Bryce Brown right tackle for 4 yards (tackle by Lavonte David),1.650,1.490
2,2:00,3,4,TAM 49,3,0,Nick Foles pass complete deep right to Jason Avant for 39 yards,1.490,4.910
2,1:51,1,10,TAM 10,9,0,"Nick Foles right end for 10 yards, touchdown",4.910,7.000
2,1:51,,,TAM 2,10,0,Alex Henery kicks extra point good,0.000,0.000
2,1:40,,,PHI 35,10,0,"Alex Henery kicks off 67 yards, returned by Tiquan Underwood for 25 yards (tackle by Curtis Marsh)",0.000,0.480
2,1:35,1,10,TAM 23,10,0,Josh Freeman pass incomplete short left intended for Dallas Clark (defended by Mychal Kendricks),0.480,-0.070
2,1:30,2,10,TAM 23,10,0,Josh Freeman pass complete deep right to Vincent Jackson for 25 yards (tackle by Nate Allen),-0.070,2.130
2,1:05,1,10,TAM 48,10,0,Josh Freeman sacked by Fletcher Cox for -8 yards. Penalty on Demar Dotson: Offensive Holding (Declined),2.130,0.500
2,0:58,2,18,TAM 40,10,0,Josh Freeman pass incomplete deep left intended for Mike Williams (defended by Curtis Marsh),0.500,-0.160
2,0:52,3,18,TAM 40,10,0,Josh Freeman sacked by Cullen Jenkins for -3 yards,-0.160,0.000
2,0:38,,,,10,0,Timeout #1 by Philadelphia Eagles,0.000,-0.910
2,0:38,4,21,TAM 37,10,0,"Michael Koenen punts 41 yards, returned by Damaris Johnson for 4 yards (tackle by Myron Lewis)",-0.910,-0.670
2,0:28,1,10,PHI 26,10,0,Nick Foles pass complete short right to Dion Lewis for 28 yards (tackle by Ahmad Black),0.670,2.520
2,0:18,1,10,TAM 46,10,0,Nick Foles pass incomplete deep left intended for Riley Cooper,2.520,1.980
2,0:11,2,10,TAM 46,10,0,Nick Foles pass complete short right to Clay Harbor for 11 yards (tackle by Mark Barron),1.980,0.000
2,0:05,,,,10,0,Timeout #2 by Philadelphia Eagles,0.000,3.250
2,0:05,1,10,TAM 35,10,0,"Penalty on PHI: False Start, 5 yards (no play)",3.250,2.920
2,0:05,1,15,TAM 40,10,0,Alex Henery 58 yard field goal no good,2.920,2.060
Quarter,Time,Down,ToGo,Location,PHI,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,10,0,"Alex Henery kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,10,0,Josh Freeman pass complete short right to Tiquan Underwood for 17 yards (tackle by Brandon Boykin),0.280,1.400
3,14:25,1,10,TAM 37,10,0,Doug Martin right tackle for 4 yards (tackle by Jamar Chaney),1.400,1.400
3,13:53,2,6,TAM 41,10,0,Josh Freeman pass complete short left to Mike Williams for 13 yards (tackle by Nnamdi Asomugha),1.400,2.520
3,13:15,1,10,PHI 46,10,0,Josh Freeman pass complete short middle to Doug Martin for 6 yards (tackle by Mychal Kendricks),2.520,2.790
3,12:38,2,4,PHI 40,10,0,Josh Freeman pass incomplete deep left intended for Doug Martin,2.790,2.080
3,12:30,3,4,PHI 40,10,0,Josh Freeman pass incomplete deep left intended for Tiquan Underwood,2.080,0.590
3,12:25,4,4,PHI 40,10,0,"Michael Koenen punts 27 yards, muffed catch by Damaris Johnson, recovered by Dekoda Watson and returned for no gain",0.590,6.060
3,12:14,1,5,PHI 5,10,0,Doug Martin right guard for 4 yards (tackle by Fletcher Cox),6.060,5.910
3,11:47,2,1,PHI 1,10,0,Josh Freeman pass incomplete short right intended for Dallas Clark,5.910,5.170
3,11:41,3,1,PHI 1,10,6,"Josh Freeman pass complete short left to Mike Williams for 1 yard, touchdown",5.170,7.000
3,11:41,,,PHI 2,10,7,Connor Barth kicks extra point good,0.000,0.000
3,11:35,,,TAM 35,10,7,"Michael Koenen kicks off 58 yards, returned by Dion Lewis for 33 yards (tackle by Leonard Johnson)",0.000,1.600
3,11:27,1,10,PHI 40,10,7,Nick Foles sacked by Gerald McCoy for -8 yards,1.600,-0.030
3,11:01,2,18,PHI 32,10,7,Nick Foles pass complete short right to Jason Avant for 10 yards (tackle by Ronde Barber and Gerald McCoy),-0.030,0.630
3,10:16,3,8,PHI 42,10,7,Nick Foles left end for 14 yards (tackle by Ahmad Black),0.630,2.650
3,9:32,1,10,TAM 44,10,7,Nick Foles pass complete short middle to Jason Avant for 23 yards (tackle by Leonard Johnson),2.650,4.170
3,8:47,1,10,TAM 21,10,7,Bryce Brown right end for -1 yards (tackle by Leonard Johnson),4.170,3.490
3,8:18,2,11,TAM 22,10,7,Nick Foles pass incomplete short right intended for Bryce Brown,3.490,2.810
3,8:10,3,11,TAM 22,10,7,Nick Foles pass complete short middle to Clay Harbor for 9 yards (tackle by Ronde Barber and Lavonte David),2.810,2.690
3,7:33,4,2,TAM 13,10,7,Alex Henery 31 yard field goal no good,2.690,-0.340
3,7:29,1,10,TAM 21,10,7,Josh Freeman pass incomplete deep right intended for Vincent Jackson,0.340,-0.200
3,7:22,2,10,TAM 21,10,7,Doug Martin left guard for 14 yards (tackle by Nate Allen),-0.200,1.270
3,6:43,1,10,TAM 35,10,7,Josh Freeman pass incomplete short right intended for Erik Lorig (defended by Mychal Kendricks),1.270,0.720
3,6:34,2,10,TAM 35,10,7,Josh Freeman pass complete short right to Mike Williams for 4 yards (tackle by Curtis Marsh),0.720,0.560
3,5:54,3,6,TAM 39,10,7,Josh Freeman pass incomplete deep left intended for Tiquan Underwood,0.560,-0.780
3,5:47,4,6,TAM 39,10,7,"Michael Koenen punts 61 yards, touchback",-0.780,-0.280
3,5:37,1,10,PHI 20,10,7,Nick Foles pass complete short middle to Clay Harbor for 7 yards (tackle by Mason Foster),0.280,0.680
3,5:02,2,3,PHI 27,10,7,Nick Foles pass complete short middle to Bryce Brown for 4 yards (tackle by Lavonte David),0.680,1.000
3,4:26,1,10,PHI 31,10,7,Nick Foles pass incomplete short right intended for Jeremy Maclin (defended by Anthony Gaitor),1.000,0.460
3,4:17,2,10,PHI 31,10,7,Nick Foles sacked by Lavonte David for 0 yards,0.460,-0.230
3,3:33,3,10,PHI 31,10,7,Nick Foles pass incomplete short right intended for Jason Avant (defended by Anthony Gaitor),-0.230,-1.310
3,3:26,4,10,PHI 31,10,7,"Mat McBriar punts 54 yards, returned by Roscoe Parrish for 8 yards (tackle by Nate Allen)",-1.310,-0.480
3,3:14,1,10,TAM 23,10,7,Doug Martin left tackle for 4 yards (tackle by Mychal Kendricks and Nate Allen),0.480,0.470
3,2:41,2,6,TAM 27,10,7,Josh Freeman pass complete short right to Vincent Jackson for 6 yards (tackle by Dominique Rodgers-Cromartie and Jamar Chaney),0.470,1.140
3,1:57,1,10,TAM 33,10,7,Doug Martin up the middle for no gain (tackle by Colt Anderson),1.140,0.590
3,1:22,2,10,TAM 33,10,7,Josh Freeman pass complete deep left to Vincent Jackson for 40 yards (tackle by Nnamdi Asomugha),0.590,3.780
3,0:50,1,10,PHI 27,10,7,Josh Freeman pass incomplete short left intended for Doug Martin,3.780,3.230
3,0:48,2,10,PHI 27,10,7,Doug Martin left end for 9 yards (tackle by Nnamdi Asomugha),3.230,3.840
3,0:18,3,1,PHI 18,10,7,"Josh Freeman pass incomplete deep right intended for Luke Stocker. Penalty on Ted Larsen: Personal Foul (Offsetting), Penalty on Nate Allen: Defensive Pass Interference (Offsetting) (no play)",3.840,3.840
3,0:11,3,1,PHI 18,10,7,"Doug Martin left guard for 2 yards (tackle by DeMeco Ryans). Penalty on PHI: Face Mask (15 Yards), 8 yards",3.840,5.370
Quarter,Time,Down,ToGo,Location,PHI,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,8,PHI 8,10,7,"Doug Martin left end for no gain (tackle by DeMeco Ryans). Penalty on TAM: Illegal Shift, 5 yards (no play)",5.370,4.530
4,14:40,1,13,PHI 13,10,7,Josh Freeman pass incomplete short left intended for Mike Williams,4.530,3.720
4,14:34,2,13,PHI 13,10,13,"Josh Freeman pass complete short middle to Vincent Jackson for 13 yards, touchdown",3.720,7.000
4,14:34,,,PHI 2,10,13,"Penalty on TAM: False Start, 5 yards (no play)",0.000,0.000
4,14:34,,,PHI 2,10,14,Connor Barth kicks extra point good,0.000,0.000
4,14:26,,,TAM 35,10,14,"Michael Koenen kicks off 66 yards, returned by Brandon Boykin for 23 yards (tackle by Ahmad Black)",0.000,0.410
4,14:19,1,10,PHI 22,10,14,Nick Foles pass incomplete deep left intended for Jason Avant,0.410,-0.130
4,14:12,2,10,PHI 22,10,14,Bryce Brown left guard for 2 yards (tackle by Mason Foster),-0.130,-0.560
4,13:33,3,8,PHI 24,10,14,Nick Foles pass incomplete short left intended for Jeremy Maclin (defended by E.J. Biggers),-0.560,-1.770
4,13:27,4,8,PHI 24,10,14,"Mat McBriar punts 51 yards, fair catch by Roscoe Parrish",-1.770,-0.610
4,13:18,1,10,TAM 25,10,14,Doug Martin left end for 7 yards (tackle by DeMeco Ryans and Mychal Kendricks),0.610,1.010
4,12:41,2,3,TAM 32,10,14,Doug Martin for 11 yards (tackle by Colt Anderson),1.010,1.800
4,12:15,1,10,TAM 43,10,14,Josh Freeman pass incomplete short right intended for Luke Stocker (defended by Dominique Rodgers-Cromartie),1.800,1.250
4,12:10,2,10,TAM 43,10,14,Doug Martin up the middle for 1 yard (tackle by Akeem Jordan and DeMeco Ryans),1.250,0.690
4,11:33,3,9,TAM 44,10,14,Josh Freeman right tackle for 13 yards (tackle by Colt Anderson),0.690,2.720
4,10:52,1,10,PHI 43,10,14,Doug Martin right guard for 3 yards (tackle by Jamar Chaney),2.720,2.580
4,10:12,2,7,PHI 40,10,14,Doug Martin up the middle for no gain (tackle by Colt Anderson),2.580,1.880
4,9:32,3,7,PHI 40,10,14,Josh Freeman pass complete short right to Vincent Jackson for 28 yards (tackle by Nnamdi Asomugha),1.880,4.780
4,8:47,1,10,PHI 12,10,14,Doug Martin right guard for 5 yards (tackle by Cedric Thornton),4.780,5.020
4,8:09,2,5,PHI 7,10,14,Doug Martin left tackle for 3 yards (tackle by Mychal Kendricks),5.020,4.840
4,7:26,3,2,PHI 4,10,20,"Doug Martin left tackle for 4 yards, touchdown",4.840,7.000
4,7:26,,,PHI 2,10,21,Connor Barth kicks extra point good,0.000,0.000
4,7:21,,,TAM 35,10,21,"Michael Koenen kicks off 69 yards, returned by Brandon Boykin for 32 yards (tackle by E.J. Biggers)",0.000,0.810
4,7:15,1,10,PHI 28,10,21,Nick Foles pass complete short left to Jeremy Maclin for 24 yards (tackle by Lavonte David),0.810,2.390
4,6:57,1,10,TAM 48,10,21,Nick Foles pass complete short right to Clay Harbor for 4 yards (tackle by E.J. Biggers),2.390,2.390
4,6:32,2,6,TAM 44,10,21,Dion Lewis left tackle for -4 yards (tackle by Gerald McCoy),2.390,1.160
4,5:49,3,10,TAM 48,10,21,Nick Foles pass complete deep left to Jeremy Maclin for 22 yards,1.160,3.840
4,5:21,1,10,TAM 26,10,21,Nick Foles pass complete short middle to Jason Avant for 12 yards (tackle by Ahmad Black and E.J. Biggers),3.840,4.650
4,4:48,1,10,TAM 14,10,21,Nick Foles pass incomplete short right intended for Jason Avant,4.650,4.000
4,4:40,2,10,TAM 14,10,21,Nick Foles pass complete short left to Jeremy Maclin for 3 yards (tackle by Ronde Barber),4.000,3.620
4,4:03,3,7,TAM 11,16,21,"Nick Foles pass complete short right to Clay Harbor for 11 yards, touchdown",3.620,7.000
4,4:03,,,,16,21,"Two Point Attempt: Nick Foles pass incomplete intended for Dion Lewis, conversion fails",0.000,-1.000
4,3:55,,,PHI 35,16,21,"Alex Henery kicks off 66 yards, touchback",0.000,0.280
4,3:55,1,10,TAM 20,16,21,Doug Martin left tackle for 11 yards (tackle by Nate Allen),0.280,1.000
4,3:14,1,10,TAM 31,16,21,Doug Martin right guard for 3 yards (tackle by DeMeco Ryans and Mychal Kendricks),1.000,0.000
4,3:08,,,,16,21,Timeout #1 by Philadelphia Eagles,0.000,0.870
4,3:08,2,7,TAM 34,16,21,"Doug Martin left tackle for 2 yards (tackle by Trent Cole and Mychal Kendricks). Penalty on Ted Larsen: Offensive Holding, 10 yards (no play)",0.870,-0.490
4,3:01,2,17,TAM 24,16,21,Doug Martin left guard for 9 yards (tackle by Nate Allen),-0.490,0.000
4,2:55,,,,16,21,Timeout #2 by Philadelphia Eagles,0.000,0.040
4,2:55,3,8,TAM 33,16,21,Doug Martin up the middle for no gain (tackle by Fletcher Cox),0.040,0.000
4,2:51,,,,16,21,Timeout #3 by Philadelphia Eagles,0.000,-1.180
4,2:51,4,8,TAM 33,16,21,"Michael Koenen punts 31 yards, out of bounds",-1.180,-1.330
4,2:44,1,10,PHI 36,16,21,Nick Foles pass complete short right to Jeremy Maclin for 4 yards (tackle by Ronde Barber),1.330,1.330
4,2:19,2,6,PHI 40,16,21,Nick Foles sacked by Michael Bennett for -8 yards,1.330,-0.430
4,2:00,3,14,PHI 32,16,21,Nick Foles pass complete deep middle to Jeremy Maclin for 23 yards (tackle by Ahmad Black). Penalty on TAM: Defensive Holding (Declined),-0.430,2.590
4,1:51,1,10,TAM 45,16,21,"Nick Foles pass incomplete short left intended for Marvin McNutt. Penalty on Danny Gorrer: Defensive Holding, 5 yards (no play)",2.590,2.920
4,1:47,1,10,TAM 40,16,21,Nick Foles pass incomplete deep right intended for Riley Cooper,2.920,2.370
4,1:40,2,10,TAM 40,16,21,Nick Foles pass incomplete short middle intended for Jason Avant,2.370,1.680
4,1:35,3,10,TAM 40,16,21,Nick Foles pass complete short left to Jeremy Maclin for 9 yards (tackle by Ronde Barber and Mark Barron),1.680,1.410
4,0:54,4,1,TAM 31,16,21,Nick Foles left guard for 3 yards (tackle by Daniel Te'o-Nesheim),1.410,3.710
4,0:35,1,10,TAM 28,16,21,"Nick Foles spiked the ball. Penalty on TAM: Defensive 12 On-field, 5 yards (no play)",3.710,4.440
,,,,,,,"Replay Assistant challenged the too many players on field ruling, and the play was upheld.",,
4,0:35,1,5,TAM 23,16,21,Nick Foles pass incomplete short left intended for Riley Cooper,4.440,3.840
4,0:30,2,5,TAM 23,16,21,Nick Foles pass incomplete deep left intended for Riley Cooper,3.840,3.140
4,0:22,3,5,TAM 23,16,21,Nick Foles pass incomplete short middle intended for Marvin McNutt (defended by Danny Gorrer),3.140,1.980
4,0:16,4,5,TAM 23,16,21,Nick Foles pass complete deep middle to Jason Avant for 22 yards (tackle by Mark Barron),1.980,6.970
4,0:02,1,1,TAM 1,16,21,Nick Foles spiked the ball,6.970,0.000
4,0:02,,,,16,21,Timeout #1 by Tampa Bay Buccaneers,0.000,5.910
4,0:02,2,1,TAM 1,22,21,"Nick Foles pass complete short right to Jeremy Maclin for 1 yard, touchdown",5.910,7.000
4,0:02,,,TAM 2,23,21,Alex Henery kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
