Quarter,Time,Down,ToGo,Location,MIN,IND,Detail,EPB,EPA
2,11:38,,,MIN 35,6,7,"Blair Walsh kicks off 68 yards, returned by T.Y. Hilton for 19 yards (tackle by Jamarca Sanford)",0.000,-0.140
2,11:33,1,10,IND 16,6,7,Andrew Luck pass complete short right to Reggie Wayne for 5 yards (tackle by Antoine Winfield),-0.140,0.150
2,10:53,2,5,IND 21,6,7,Donald Brown up the middle for 2 yards (tackle by Chad Greenway and Erin Henderson),0.150,-0.450
2,10:11,3,3,IND 23,6,7,Andrew Luck pass incomplete short left intended for Reggie Wayne (defended by Jared Allen),-0.450,-1.830
2,10:07,4,3,IND 23,6,7,"Pat McAfee punts 57 yards, returned by Marcus Sherels for 14 yards (tackle by Joe Lefeged)",-1.830,-1.200
2,9:54,1,10,MIN 34,6,7,Adrian Peterson up the middle for 6 yards (tackle by Jerrell Freeman and Drake Nevis),1.200,1.470
2,9:11,2,4,MIN 40,6,7,Christian Ponder pass complete short right to Percy Harvin for 5 yards (tackle by Jerraud Powers),1.470,1.930
2,8:35,1,10,MIN 45,6,7,Adrian Peterson left end for 5 yards (tackle by Antoine Bethea),1.930,2.060
2,8:10,2,5,,6,7,Toby Gerhart up the middle for 6 yards (tackle by Kavell Conner),2.060,2.650
2,7:33,1,10,IND 44,6,7,Toby Gerhart up the middle for 2 yards (tackle by Cory Redding),2.650,2.380
2,6:52,2,8,IND 42,6,7,Christian Ponder sacked by Kavell Conner for 0 yards,2.380,1.690
2,6:10,3,8,IND 42,6,7,"Christian Ponder sacked by Jerrell Freeman for -9 yards. Christian Ponder fumbles (forced by Jerrell Freeman), recovered by Cory Redding at MIN-48 (tackle by Christian Ponder)",1.690,-2.390
2,6:02,1,10,MIN 48,6,7,"Andrew Luck pass incomplete deep right intended for Donnie Avery. Penalty on Fred Evans: Defensive Offside, 5 yards (no play)",2.390,3.120
2,5:56,1,5,MIN 43,6,7,Andrew Luck pass incomplete short right intended for Vick Ballard,3.120,2.520
2,5:53,2,5,MIN 43,6,7,Vick Ballard left end for 9 yards (tackle by Chad Greenway),2.520,3.310
2,5:22,1,10,MIN 34,6,7,Donnie Avery left end for 7 yards (tackle by Chris Cook),3.310,3.720
2,4:49,2,3,MIN 27,6,7,Donnie Avery left end for no gain (tackle by Antoine Winfield and Christian Ballard),3.720,3.010
2,4:04,3,3,MIN 27,6,7,Andrew Luck pass complete short right to Donnie Avery for 10 yards (tackle by Chris Cook),3.010,4.440
2,3:22,1,10,MIN 17,6,7,Vick Ballard left end for no gain (tackle by Jared Allen),4.440,3.850
2,2:39,2,10,MIN 17,6,7,Andrew Luck pass complete short middle to Coby Fleener for 9 yards (tackle by Jasper Brinkley),3.850,4.800
2,2:00,3,1,MIN 8,6,7,Dwayne Allen up the middle for no gain (tackle by Jasper Brinkley and Erin Henderson),4.800,0.000
2,1:54,,,,6,7,Timeout #1 by Minnesota Vikings,0.000,2.990
2,1:54,4,1,MIN 8,6,10,Adam Vinatieri 26 yard field goal good,2.990,3.000
2,1:49,,,IND 35,6,10,"Pat McAfee kicks off 73 yards, returned by Marcus Sherels for 23 yards (tackle by Joe Lefeged)",0.000,-0.220
2,1:46,1,10,MIN 15,6,10,Christian Ponder pass complete short right to Michael Jenkins for 4 yards (tackle by Jerraud Powers),-0.220,-0.110
2,1:31,2,6,MIN 19,6,10,Christian Ponder pass incomplete short middle intended for Toby Gerhart (defended by Cory Redding),-0.110,-0.880
2,1:26,3,6,MIN 19,6,10,Christian Ponder pass incomplete short left intended for Percy Harvin,-0.880,-2.140
2,1:23,4,6,MIN 19,6,10,Chris Kluwe punts 45 yards,-2.140,-1.330
2,1:11,1,10,IND 36,6,10,Andrew Luck pass complete short middle to Coby Fleener for 7 yards (tackle by Erin Henderson and Chad Greenway),1.330,1.740
2,0:50,2,3,IND 43,6,10,Andrew Luck pass complete short right to Mewelde Moore for 8 yards (tackle by Josh Robinson),1.740,0.000
2,0:45,,,,6,10,Timeout #2 by Indianapolis Colts,0.000,2.320
2,0:45,1,10,MIN 49,6,10,Andrew Luck pass incomplete short right intended for Donnie Avery (defended by Harrison Smith),2.320,1.780
2,0:39,2,10,MIN 49,6,10,Andrew Luck pass complete short left to Reggie Wayne for 9 yards (tackle by Antoine Winfield),1.780,0.000
2,0:32,,,,6,10,Timeout #3 by Indianapolis Colts,0.000,2.280
2,0:32,3,1,MIN 40,6,10,Donald Brown up the middle for 3 yards (tackle by Antoine Winfield),2.280,3.120
2,0:21,1,10,MIN 37,6,10,Andrew Luck spiked the ball,3.120,2.570
2,0:19,2,10,MIN 37,6,10,Andrew Luck left end for 7 yards (tackle by Chad Greenway),2.570,2.810
2,0:14,3,3,MIN 30,6,16,"Andrew Luck pass complete deep middle to Reggie Wayne for 30 yards, touchdown",2.810,7.000
2,0:14,,,MIN 2,6,17,Adam Vinatieri kicks extra point good,0.000,0.000
2,0:07,,,IND 35,6,17,--,0.000,1.470
2,0:02,1,10,MIN 38,6,17,Christian Ponder kneels for -1 yards,1.470,0.790
Quarter,Time,Down,ToGo,Location,MIN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,6,17,"Blair Walsh kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,IND 20,6,17,Donald Brown left tackle for 5 yards (tackle by Letroy Guion and Chris Cook),0.280,0.410
3,14:25,2,5,IND 25,6,17,Andrew Luck pass complete short right to T.Y. Hilton for 15 yards (tackle by Josh Robinson),0.410,1.600
3,13:39,1,10,IND 40,6,17,Donald Brown left end for 8 yards (tackle by Chris Cook),1.600,2.130
3,13:00,2,2,IND 48,6,17,Donald Brown up the middle for -3 yards (tackle by Kevin Williams and Chad Greenway),2.130,1.030
3,12:17,3,5,IND 45,6,17,Andrew Luck pass incomplete deep left intended for Mewelde Moore. Penalty on Anthony Castonzo: Offensive Holding (Declined),1.030,-0.390
3,12:11,4,5,IND 45,6,17,"Pat McAfee punts 35 yards, returned by Marcus Sherels for 14 yards (tackle by Tom Zbikowski). Penalty on Andrew Sendejo: Roughing the Kicker, 15 yards (no play)",-0.390,2.920
3,12:00,1,10,MIN 40,6,17,"Penalty on Trai Essex: False Start, 5 yards (no play)",2.920,2.590
3,12:00,1,15,MIN 45,6,17,Andrew Luck pass complete short right to Donnie Avery for -1 yards (tackle by Antoine Winfield),2.590,1.560
3,11:18,2,16,MIN 46,6,17,Andrew Luck pass incomplete short left intended for Kris Adams (defended by Antoine Winfield),1.560,0.890
3,11:14,3,16,MIN 46,6,17,"Andrew Luck left end for 1 yard (tackle by Jared Allen). Penalty on Jared Allen: Personal Foul, 15 yards",0.890,3.580
3,10:53,1,10,MIN 30,6,17,Donald Brown up the middle for no gain (tackle by Christian Ballard),3.580,3.030
3,10:07,2,10,MIN 30,6,17,Donald Brown left end for 15 yards (tackle by Chris Cook),3.030,4.580
3,9:20,1,10,MIN 15,6,17,Donald Brown right tackle for 2 yards (tackle by Mistral Raymond),4.580,4.280
3,8:36,2,8,MIN 13,6,17,"Andrew Luck pass incomplete short left intended for Coby Fleener. Penalty on Seth Olsen: Offensive Holding, 10 yards (no play)",4.280,2.940
3,8:31,2,18,MIN 23,6,17,Andrew Luck pass complete short left to Donnie Avery for 4 yards (tackle by Harrison Smith),2.940,2.790
3,7:45,3,14,MIN 19,6,17,Andrew Luck sacked by Erin Henderson for -8 yards,2.790,1.670
3,7:12,4,22,MIN 27,6,20,Adam Vinatieri 45 yard field goal good,1.670,3.000
3,7:06,,,IND 35,6,20,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
3,7:06,1,10,MIN 20,6,20,Adrian Peterson up the middle for 5 yards (tackle by Cory Redding),0.280,0.410
3,6:34,2,5,MIN 25,6,20,Christian Ponder pass complete short right to Kyle Rudolph for 15 yards (tackle by Jerraud Powers),0.410,1.600
3,6:08,1,10,MIN 40,6,20,Adrian Peterson up the middle for 1 yard (tackle by Cory Redding),1.600,1.190
3,5:36,2,9,MIN 41,6,20,Adrian Peterson up the middle for 2 yards (tackle by Cory Redding and Kavell Conner),1.190,0.760
3,5:00,3,7,MIN 43,6,20,Christian Ponder pass incomplete short right intended for Kyle Rudolph (defended by Antoine Bethea),0.760,-0.520
3,4:55,4,7,MIN 43,6,20,Chris Kluwe punts 55 yards,-0.520,0.380
3,4:45,1,10,IND 2,6,20,Vick Ballard up the middle for -1 yards (tackle by Jared Allen),-0.380,-0.850
3,4:08,2,11,IND 1,6,20,Andrew Luck pass incomplete deep right intended for Coby Fleener,-0.850,-1.540
3,4:02,3,11,IND 1,6,20,Vick Ballard up the middle for 4 yards (tackle by Jamarca Sanford),-1.540,-2.490
3,3:24,4,7,IND 5,6,20,"Pat McAfee punts 64 yards, returned by Marcus Sherels for 11 yards (tackle by Joe Lefeged). Penalty on Christian Ballard: Illegal Block Above the Waist, 10 yards",-2.490,-1.070
3,3:12,1,10,MIN 32,6,20,"Christian Ponder for 3 yards (tackle by Robert Mathis). Penalty on Matt Kalil: Unnecessary Roughness, 15 yards",1.070,-1.090
3,3:01,2,22,MIN 20,6,20,Christian Ponder pass complete short left to Percy Harvin for 20 yards (tackle by Kavell Conner),-1.090,0.890
3,2:23,3,2,MIN 40,6,20,Christian Ponder pass complete short right to Percy Harvin for 5 yards (tackle by Antoine Bethea),0.890,1.930
3,1:47,1,10,MIN 45,6,20,Adrian Peterson up the middle for 4 yards (tackle by Drake Nevis),1.930,1.920
3,1:07,2,6,MIN 49,6,20,"Christian Ponder right end for 15 yards (tackle by Jerrell Freeman). Penalty on Phil Loadholt: Offensive Holding, 10 yards (no play)",1.920,0.570
3,0:48,2,16,MIN 39,6,20,Christian Ponder sacked by Jerry Hughes for -2 yards,0.570,-0.360
3,0:22,3,18,MIN 37,6,20,Christian Ponder pass complete short left to Toby Gerhart for 5 yards (tackle by Jerrell Freeman and Vontae Davis),-0.360,-0.590
Quarter,Time,Down,ToGo,Location,MIN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,13,MIN 42,6,20,"Chris Kluwe punts 39 yards, returned by T.Y. Hilton for 11 yards (tackle by Tyrone McKenzie)",-0.590,-0.940
4,14:48,1,10,IND 30,6,20,Andrew Luck pass complete short right to Reggie Wayne for 2 yards (tackle by Jamarca Sanford),0.940,0.660
4,14:31,2,8,IND 32,6,20,Donald Brown up the middle for 4 yards (tackle by Brian Robison and Harrison Smith),0.660,0.500
4,13:51,3,4,IND 36,6,20,Andrew Luck pass incomplete short middle intended for Kris Adams,0.500,-0.980
4,13:47,4,4,IND 36,6,20,"Pat McAfee punts 49 yards, muffed catch by Marcus Sherels, recovered by Marcus Sherels and returned for 6 yards (tackle by Joe Lefeged)",-0.980,-0.340
4,13:47,1,10,MIN 21,6,20,"Christian Ponder pass incomplete deep right intended for Percy Harvin. Penalty on Percy Harvin: Offensive Pass Interference, 10 yards (no play)",0.340,-0.720
4,13:40,1,20,MIN 11,6,20,Christian Ponder pass complete short middle to Percy Harvin for 17 yards (tackle by Robert Mathis and Jerraud Powers),-0.720,0.750
4,12:59,2,3,MIN 28,6,20,Christian Ponder pass incomplete short middle intended for Stephen Burton (defended by Kavell Conner),0.750,0.040
4,12:53,3,3,MIN 28,6,20,Christian Ponder pass incomplete short right intended for Devin Aromashodu (defended by Jerraud Powers),0.040,-1.500
4,12:48,4,3,MIN 28,6,20,"Chris Kluwe punts 53 yards, fair catch by T.Y. Hilton",-1.500,-0.150
4,12:40,1,10,IND 19,6,20,"Penalty on Dwayne Allen: False Start, 5 yards (no play)",0.150,-0.390
4,12:40,1,15,IND 14,6,20,Vick Ballard left guard for -2 yards (tackle by Erin Henderson),-0.390,-1.290
4,12:00,2,17,IND 12,6,20,"Vick Ballard up the middle for 8 yards (tackle by Mistral Raymond). Penalty on Trai Essex: Offensive Holding, 6 yards (no play)",-1.290,-1.730
4,11:45,2,23,IND 6,6,20,Vick Ballard up the middle for 3 yards (tackle by Kevin Williams),-1.730,-2.590
4,11:03,3,20,IND 9,6,20,Mewelde Moore left tackle for -2 yards (tackle by Erin Henderson),-2.590,-2.490
4,10:23,4,22,IND 7,6,20,"Pat McAfee punts 55 yards, returned by Marcus Sherels for 8 yards (tackle by Matt Overton)",-2.490,-1.990
4,10:10,1,10,MIN 46,6,20,Christian Ponder pass complete short right to Kyle Rudolph for 14 yards (tackle by Jerraud Powers),1.990,2.920
4,9:33,1,10,IND 40,6,20,Christian Ponder pass incomplete deep right intended for Kyle Rudolph,2.920,2.370
4,9:26,2,10,IND 40,6,20,Adrian Peterson up the middle for 4 yards (tackle by Antoine Bethea),2.370,2.210
4,8:44,3,6,IND 36,6,20,Christian Ponder pass complete short left to Percy Harvin for 13 yards,2.210,4.040
4,8:20,1,10,IND 23,6,20,Christian Ponder pass complete short right to Percy Harvin for 7 yards (tackle by Antoine Bethea and Jerrell Freeman),4.040,4.560
4,7:47,2,3,IND 16,6,20,Adrian Peterson up the middle for 3 yards (tackle by Kavell Conner),4.560,4.710
4,7:08,1,10,IND 13,6,20,Adrian Peterson up the middle for 1 yard (tackle by Jerrell Freeman and Antoine Bethea),4.710,4.220
4,6:28,2,9,IND 12,6,20,Christian Ponder pass complete short right to Percy Harvin for 6 yards (tackle by Jerrell Freeman),4.220,4.560
4,5:57,3,3,IND 6,6,20,Adrian Peterson up the middle for -1 yards (tackle by Moise Fokou and Robert Mathis),4.560,2.990
4,5:15,4,4,IND 7,12,20,"Christian Ponder pass complete short right to Stephen Burton for 7 yards, touchdown",2.990,7.000
4,5:15,,,IND 2,13,20,Blair Walsh kicks extra point good,0.000,0.000
4,5:07,,,MIN 35,13,20,"Blair Walsh kicks off 74 yards, touchback",0.000,0.280
4,5:07,1,10,IND 20,13,20,Donald Brown up the middle for no gain (tackle by Erin Henderson),0.280,0.000
4,4:32,,,,13,20,Timeout #1 by Indianapolis Colts,0.000,-0.270
4,4:32,2,10,IND 20,13,20,Andrew Luck pass complete short right to Reggie Wayne for 5 yards (tackle by Harrison Smith and Erin Henderson),-0.270,-0.300
4,4:03,3,5,IND 25,13,20,Andrew Luck pass complete short left to Donnie Avery for 8 yards (tackle by Chris Cook),-0.300,1.140
4,3:20,1,10,IND 33,13,20,Donald Brown up the middle for no gain (tackle by Brian Robison),1.140,0.000
4,3:13,,,,13,20,Timeout #1 by Minnesota Vikings,0.000,0.590
4,3:13,2,10,IND 33,13,20,Andrew Luck pass complete short right to Donnie Avery for 5 yards (tackle by Antoine Winfield and Brian Robison),0.590,0.000
4,3:07,,,,13,20,Timeout #2 by Minnesota Vikings,0.000,0.560
4,3:07,3,5,IND 38,13,20,Andrew Luck sacked by Everson Griffen for -22 yards,0.560,0.000
4,3:00,,,,13,20,Timeout #3 by Minnesota Vikings,0.000,-2.390
4,3:00,4,27,IND 16,13,20,"Pat McAfee punts 43 yards, returned by Marcus Sherels for 12 yards (tackle by Mario Addison)",-2.390,-2.460
4,2:50,1,10,IND 47,13,20,Christian Ponder pass complete short right to Percy Harvin for -1 yards (tackle by Jerrell Freeman),2.460,1.780
4,2:23,2,11,IND 48,13,20,Christian Ponder pass complete short right to Michael Jenkins for 9 yards (tackle by Jerrell Freeman),1.780,2.280
4,2:04,3,2,IND 39,13,20,Christian Ponder pass complete short right to Michael Jenkins for 8 yards (tackle by Jerraud Powers and Jerrell Freeman),2.280,3.510
4,1:59,1,10,IND 31,13,20,Christian Ponder pass complete short left to Adrian Peterson for 1 yard (tackle by Vontae Davis),3.510,3.100
4,1:37,2,9,IND 30,13,20,Christian Ponder pass incomplete deep right intended for Michael Jenkins (defended by Jerraud Powers),3.100,2.410
4,1:31,3,9,IND 30,13,20,Christian Ponder pass complete short middle to Adrian Peterson for 20 yards (tackle by Tom Zbikowski),2.410,4.910
4,0:44,1,10,IND 10,13,20,Christian Ponder pass complete short middle to Adrian Peterson for -1 yards (tackle by Moise Fokou),4.910,4.020
4,0:44,2,11,IND 11,13,20,"Christian Ponder pass incomplete short left intended for Percy Harvin. Penalty on Justin King: Defensive Holding, 5 yards (no play)",4.020,5.830
4,0:39,1,6,IND 6,13,20,Christian Ponder pass incomplete short right intended for Devin Aromashodu,5.830,4.950
4,0:36,2,6,IND 6,19,20,"Christian Ponder pass complete short middle to Kyle Rudolph for 6 yards, touchdown",4.950,7.000
4,0:36,,,IND 2,20,20,Blair Walsh kicks extra point good,0.000,0.000
4,0:31,,,MIN 35,20,20,"Blair Walsh kicks off 74 yards, touchback",0.000,0.280
4,0:31,1,10,IND 20,20,20,Andrew Luck pass complete deep left to Donnie Avery for 20 yards (tackle by Harrison Smith),0.280,0.000
4,0:24,,,,20,20,Timeout #2 by Indianapolis Colts,0.000,1.600
4,0:24,1,10,IND 40,20,20,Andrew Luck pass complete deep right to Reggie Wayne for 20 yards (tackle by Mistral Raymond),1.600,0.000
4,0:18,,,,20,20,Timeout #3 by Indianapolis Colts,0.000,2.920
4,0:18,1,10,MIN 40,20,20,"Andrew Luck pass complete short right to Donnie Avery for 7 yards (tackle by Josh Robinson). Penalty on Everson Griffen: Defensive Offside, 5 yards (no play)",2.920,3.650
4,0:13,1,5,MIN 35,20,20,Andrew Luck spiked the ball,3.650,3.050
4,0:12,2,5,MIN 35,20,23,Adam Vinatieri 53 yard field goal good,3.050,3.000
4,0:08,,,IND 35,20,23,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
4,0:08,1,10,MIN 20,20,23,Christian Ponder pass complete short right to Michael Jenkins for 15 yards,0.280,1.270
4,0:04,1,10,MIN 35,20,23,Christian Ponder pass complete deep left to Devin Aromashodu for 19 yards (tackle by Vontae Davis),1.270,2.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
