Quarter,Time,Down,ToGo,Location,IND,SEA,Detail,EPB,EPA
2,3:01,2,3,SEA 48,8,10,"Jacoby Brissett for 3 yards. Jacoby Brissett fumbles, recovered by Jacoby Brissett at SEA-48",2.330,1.880
2,2:22,3,1,SEA 46,8,10,Robert Turbin left tackle for 2 yards (tackle by Bobby Wagner),1.880,2.650
2,2:00,1,10,SEA 44,8,10,Jacoby Brissett pass incomplete,2.650,2.110
2,1:53,2,10,SEA 44,8,10,Jacoby Brissett pass complete short left to Frank Gore for 4 yards (tackle by Earl Thomas),2.110,1.950
2,1:12,3,6,SEA 40,8,10,Jacoby Brissett pass complete short middle to T.Y. Hilton for 6 yards (tackle by Earl Thomas),1.950,0.000
2,1:06,,,,,,Timeout #1 by Indianapolis Colts,0.000,-3.310
2,1:06,1,10,SEA 34,8,10,Jacoby Brissett pass complete short right to Frank Gore for 11 yards (tackle by Earl Thomas and Richard Sherman),3.310,4.040
2,0:35,1,10,SEA 23,8,10,Frank Gore middle for 5 yards (tackle by Bobby Wagner),4.040,0.000
2,0:30,,,,,,Timeout #2 by Indianapolis Colts,0.000,-4.210
2,0:30,2,5,SEA 18,14,10,"Jacoby Brissett pass complete deep left to Donte Moncrief for 18 yards, touchdown",4.210,7.000
2,0:25,,,SEA 15,15,10,Adam Vinatieri kicks extra point good,0.000,0.000
2,0:25,,,IND 35,15,10,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
2,0:24,1,10,SEA 25,15,10,Russell Wilson pass complete short left to Chris Carson for 9 yards (tackle by Matthias Farley),0.610,1.280
2,0:17,2,1,SEA 34,15,10,Russell Wilson pass complete short middle to Jimmy Graham for 10 yards (tackle by Jonathan Bostic and Nate Hairston),1.280,0.000
2,0:13,,,,,,Timeout #2 by Seattle Seahawks,0.000,-1.860
2,0:13,1,10,SEA 44,15,10,Russell Wilson pass complete deep left to Paul Richardson for 37 yards (tackle by Darius Butler),1.860,0.000
2,0:05,,,,,,Timeout #3 by Seattle Seahawks,0.000,0.000
2,0:05,,,,,,Timeout #3 by Indianapolis Colts,0.000,-4.310
2,0:05,1,10,IND 19,15,10,Blair Walsh 37 yard field goal no good,4.310,0.670
Quarter,Time,Down,ToGo,Location,IND,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,15,10,"Rigoberto Sanchez kicks off 65 yards, returned by Tyler Lockett for 16 yards (tackle by Krishawn Hogan)",0.000,0.140
3,14:54,1,10,SEA 16,15,10,Russell Wilson pass complete short middle to Tyler Lockett for 8 yards (tackle by Antonio Morrison),-0.140,0.550
3,14:18,2,2,SEA 24,15,10,"Russell Wilson pass complete short right to Paul Richardson for 6 yards (tackle by John Simon). Penalty on Oday Aboushi: Tripping, 10 yards (no play)",0.550,-0.890
3,13:56,2,12,SEA 14,15,10,"Russell Wilson pass incomplete deep left intended for Tanner McEvoy. Penalty on Oday Aboushi: Offensive Holding (Offsetting), Penalty on Antonio Morrison: Defensive Pass Interference (Offsetting) (no play)",-0.890,-0.890
3,13:47,2,12,SEA 14,15,10,"Russell Wilson pass complete short right to Doug Baldwin for 8 yards (tackle by Jonathan Bostic and Johnathan Hankins). Penalty on Jabaal Sheard: Illegal Use of Hands, 5 yards (no play)",-0.890,0.150
3,13:28,1,10,SEA 19,15,10,"Chris Carson right end for 3 yards (tackle by Jabaal Sheard and Nate Hairston). Penalty on Johnathan Hankins: Unnecessary Roughness, 15 yards",0.150,1.400
3,13:05,1,10,SEA 37,15,10,Russell Wilson pass complete deep middle to Paul Richardson for 21 yards (tackle by Vontae Davis),1.400,2.790
3,12:32,1,10,IND 42,15,10,Chris Carson left tackle for 5 yards (tackle by Matthias Farley and Jonathan Bostic),2.790,2.920
3,11:54,2,5,IND 37,15,10,Chris Carson middle for 3 yards (tackle by Henry Anderson),2.920,2.610
3,11:18,3,2,IND 34,15,10,Chris Carson middle for 11 yards (tackle by Matthias Farley and Malik Hooker),2.610,4.040
3,10:50,1,10,IND 23,15,10,"Chris Carson right end for 5 yards (tackle by Matthias Farley and Rashaan Melvin). Penalty on Oday Aboushi: Offensive Holding (Offsetting), Penalty on Johnathan Hankins: Defensive Holding (Offsetting) (no play)",4.040,4.040
3,10:22,1,10,IND 23,15,10,Russell Wilson pass incomplete deep right intended for Tyler Lockett,4.040,3.500
3,10:15,2,10,IND 23,15,10,Russell Wilson pass incomplete deep right intended for Amara Darboh (defended by Rashaan Melvin),3.500,2.810
3,10:10,3,10,IND 23,15,16,"Russell Wilson middle for 23 yards, touchdown",2.810,7.000
,,,,,,,"SEA challenged the short of the line to gain ruling, and the original play was overturned.",,
3,9:23,,,IND 2,15,18,"Blair Walsh kicks extra point good. Penalty on IND: Illegal Formation, 1 yards (no play)",0.000,-1.000
3,9:23,,,IND 1,15,18,"Two Point Attempt: Russell Wilson pass complete to Doug Baldwin, conversion succeeds",0.000,1.000
3,9:23,,,SEA 35,15,18,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
3,9:23,1,10,IND 25,15,18,Jacoby Brissett pass complete short right to Jack Doyle for 5 yards (tackle by Bobby Wagner),0.610,0.740
3,8:54,2,5,IND 30,15,18,Frank Gore left tackle for 3 yards (tackle by Kam Chancellor and Sheldon Richardson),0.740,0.430
3,8:12,3,2,IND 33,15,18,Jacoby Brissett pass incomplete short right intended for Jack Doyle,0.430,-1.180
3,8:08,4,2,IND 33,15,18,Rigoberto Sanchez punts 61 yards,-1.180,0.380
3,7:57,1,10,SEA 6,15,18,Russell Wilson pass complete short left to Amara Darboh for 5 yards (tackle by Matthias Farley and Jonathan Bostic),-0.380,-0.420
3,7:21,2,5,SEA 11,15,18,Tyler Lockett right end for 22 yards (tackle by Malik Hooker),-0.420,1.140
3,6:46,1,10,SEA 33,15,18,Russell Wilson pass incomplete short left intended for Amara Darboh,1.140,0.590
3,6:39,2,10,SEA 33,15,18,Chris Carson middle for 3 yards (tackle by Al Woods and Jonathan Bostic),0.590,0.300
3,6:01,3,7,SEA 36,15,18,Russell Wilson pass incomplete deep middle intended for Jimmy Graham is intercepted by Malik Hooker at IND-47 and returned for 29 yards,0.300,-3.970
3,5:49,1,10,SEA 24,15,18,Frank Gore right tackle for 2 yards (tackle by Richard Sherman),3.970,3.700
3,5:08,2,8,SEA 22,15,18,Jacoby Brissett pass incomplete deep right intended for Jack Doyle,3.700,3.010
3,5:04,3,8,SEA 22,15,18,Jacoby Brissett pass incomplete deep left intended for T.Y. Hilton,3.010,1.990
3,4:57,4,8,SEA 22,18,18,Adam Vinatieri 40 yard field goal good,1.990,3.000
3,4:53,,,IND 35,18,18,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
3,4:52,1,10,SEA 25,18,18,Russell Wilson pass complete short left to Tyler Lockett for 5 yards (tackle by Nate Hairston),0.610,0.740
3,4:34,2,5,SEA 30,18,18,Eddie Lacy right tackle for 3 yards (tackle by Hassan Ridgeway and Henry Anderson),0.740,0.430
3,3:58,3,2,SEA 33,18,18,Russell Wilson pass complete short middle to Chris Carson for 7 yards (tackle by Jonathan Bostic),0.430,1.600
3,3:24,1,10,SEA 40,18,18,Russell Wilson pass complete deep left to Jimmy Graham for 33 yards (tackle by Jabaal Sheard),1.600,3.780
3,2:50,1,10,IND 27,18,18,Russell Wilson sacked by Johnathan Hankins for -3 yards,3.780,2.830
3,2:19,2,13,IND 30,18,24,"J.D. McKissic right end for 30 yards, touchdown",2.830,7.000
3,2:12,,,IND 15,18,25,Blair Walsh kicks extra point good,0.000,0.000
3,2:12,,,SEA 35,18,25,"Blair Walsh kicks off 62 yards, returned by Quan Bray for 14 yards (tackle by Tre Madden). Penalty on D.J. Alexander: Illegal Use of Hands, 5 yards",0.000,-0.410
3,2:09,1,10,IND 22,18,31,"Jacoby Brissett sacked by Marcus Smith for -7 yards. Jacoby Brissett fumbles (forced by Marcus Smith), recovered by Bobby Wagner at IND-21 and returned for 21 yards, touchdown",0.410,-7.000
3,,,,IND 15,18,32,Blair Walsh kicks extra point good,,
3,1:59,,,SEA 35,18,32,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
3,1:59,1,10,IND 25,18,32,Frank Gore middle for 2 yards (tackle by Michael Wilhoite),0.610,0.330
3,1:21,2,8,IND 27,18,32,Jacoby Brissett pass incomplete short middle intended for Darrell Daniels,0.330,-0.360
3,1:17,3,8,IND 27,18,32,Jacoby Brissett pass incomplete short right intended for Darrell Daniels,-0.360,-1.570
3,1:10,4,8,IND 27,18,32,"Rigoberto Sanchez punts 47 yards, fair catch by Tyler Lockett",-1.570,-0.670
3,1:02,1,10,SEA 26,18,32,Chris Carson right tackle for 2 yards (tackle by Jabaal Sheard),0.670,0.400
3,0:26,2,8,SEA 28,18,32,Eddie Lacy right tackle for -1 yards (tackle by Al Woods and Johnathan Hankins),0.400,-0.430
Quarter,Time,Down,ToGo,Location,IND,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,SEA 27,18,32,Russell Wilson pass complete deep middle to Tyler Lockett for 41 yards (tackle by Vontae Davis),-0.430,3.450
4,14:16,1,10,IND 32,18,32,J.D. McKissic for 10 yards (tackle by Nate Hairston),3.450,4.110
4,13:46,1,10,IND 22,18,32,J.D. McKissic left tackle for -2 yards (tackle by Al Woods),4.110,3.290
4,13:09,2,12,IND 24,18,32,Russell Wilson pass complete short right to Doug Baldwin for 4 yards (tackle by Nate Hairston and Rashaan Melvin),3.290,0.000
4,12:36,,,,,,Timeout #1 by Indianapolis Colts,0.000,-3.140
4,12:36,3,8,IND 20,18,32,Russell Wilson pass complete short middle to Jimmy Graham for 14 yards (tackle by Rashaan Melvin),3.140,5.830
4,12:03,1,6,IND 6,18,32,J.D. McKissic middle for no gain (tackle by Johnathan Hankins and Antonio Morrison),5.830,4.950
4,11:22,2,6,IND 6,18,38,"Russell Wilson pass complete short right to Luke Willson for 6 yards, touchdown",4.950,7.000
4,11:16,,,IND 15,18,39,Blair Walsh kicks extra point good,0.000,0.000
4,11:16,,,SEA 35,18,39,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
4,11:16,1,10,IND 25,18,39,Frank Gore right guard for 14 yards (tackle by Garrison Smith),0.610,1.530
4,10:52,1,10,IND 39,18,39,Jacoby Brissett pass complete short left to Donte Moncrief for 10 yards (tackle by Shaquill Griffin),1.530,2.190
4,10:23,1,10,IND 49,18,39,Jacoby Brissett pass incomplete short middle intended for Kamar Aiken,2.190,1.650
4,10:20,2,10,IND 49,18,39,Jacoby Brissett pass incomplete short middle intended for Kamar Aiken (defended by Nazair Jones),1.650,0.960
4,10:16,3,10,IND 49,18,39,Jacoby Brissett sacked by Bobby Wagner and Michael Bennett for -14 yards,0.960,-1.040
4,9:27,4,24,IND 35,18,39,"Rigoberto Sanchez punts 39 yards, fair catch by Tyler Lockett. Penalty on Justin Coleman: Offensive Holding, 10 yards",-1.040,0.140
4,9:18,1,10,SEA 16,18,39,Eddie Lacy middle for 11 yards (tackle by Matthias Farley and Grover Stewart),-0.140,0.740
4,8:35,1,10,SEA 27,18,39,Chris Carson right tackle for 3 yards (tackle by Antonio Morrison and John Simon),0.740,0.600
4,7:54,2,7,SEA 30,18,39,Eddie Lacy right guard for 3 yards (tackle by Jabaal Sheard and Hassan Ridgeway),0.600,0.300
4,7:14,3,4,SEA 33,18,39,Russell Wilson pass complete short left to Paul Richardson for 7 yards (tackle by Vontae Davis),0.300,1.600
4,6:37,1,10,SEA 40,18,39,Chris Carson left tackle for no gain (tackle by Jonathan Bostic),1.600,1.050
4,6:02,2,10,SEA 40,18,39,Eddie Lacy left tackle for 7 yards (tackle by Matthias Farley),1.050,1.290
4,5:24,3,3,SEA 47,18,39,Eddie Lacy middle for 19 yards (tackle by Matthias Farley),1.290,3.310
4,4:38,1,10,IND 34,18,39,Russell Wilson pass complete short left to Jimmy Graham for 4 yards (tackle by Matthias Farley),3.310,3.310
4,3:52,2,6,IND 30,18,39,Eddie Lacy left tackle for 2 yards (tackle by Matthias Farley and Antonio Morrison),3.310,2.870
4,3:12,3,4,IND 28,18,39,Eddie Lacy middle for 1 yard (tackle by John Simon and Jonathan Bostic),2.870,1.770
4,2:28,4,3,IND 27,18,45,"Russell Wilson pass complete deep right to J.D. McKissic for 27 yards, touchdown",1.770,7.000
4,2:22,,,IND 15,18,46,Blair Walsh kicks extra point good,0.000,0.000
4,2:22,,,SEA 35,18,46,"Blair Walsh kicks off 63 yards, returned by Quan Bray for 14 yards (tackle by Bradley McDougald)",0.000,0.140
4,2:17,1,10,IND 16,18,46,Matt Jones middle for 3 yards (tackle by Bradley McDougald and Michael Wilhoite),-0.140,-0.180
4,2:00,2,7,IND 19,18,46,Matt Jones middle for 5 yards (tackle by Garrison Smith and Bradley McDougald),-0.180,-0.320
4,1:22,3,2,IND 24,18,46,Matt Jones middle for 2 yards (tackle by Nazair Jones and Frank Clark),-0.320,0.670
4,0:46,1,10,IND 26,18,46,Matt Jones middle for 1 yard (tackle by Garrison Smith and Terence Garvin),0.670,0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
