Quarter,Time,Down,ToGo,Location,PHI,MIN,Detail,EPB,EPA
2,1:18,2,5,PHI 7,6,10,Matt Cassel pass incomplete short left intended for Matt Asiata,5.020,4.160
2,1:14,3,5,PHI 7,6,10,"Matt Cassel pass incomplete short right intended for Jerome Simpson. Penalty on Bradley Fletcher: Defensive Pass Interference, 6 yards (no play)",4.160,6.970
2,1:10,1,1,PHI 1,6,16,"Matt Asiata up the middle for 1 yard, touchdown",6.970,7.000
2,1:10,,,PHI 2,6,17,Blair Walsh kicks extra point good,0.000,0.000
2,1:10,,,MIN 35,6,17,"Blair Walsh kicks off 74 yards, touchback",0.000,-0.280
2,1:06,1,10,PHI 20,6,17,Nick Foles pass incomplete short right intended for DeSean Jackson,0.280,-0.270
2,1:02,2,10,PHI 20,6,17,Nick Foles pass complete short middle to Riley Cooper for 7 yards (tackle by Audie Cole),-0.270,-0.030
2,0:41,3,3,PHI 27,6,17,Nick Foles pass complete short left to Riley Cooper for 10 yards (tackle by Robert Blanton),-0.030,-0.030
2,0:35,3,3,PHI 27,6,17,Timeout #1 by Philadelphia Eagles,-0.030,1.400
2,0:35,1,10,PHI 37,6,17,Nick Foles pass complete deep middle to DeSean Jackson for 21 yards (tackle by Audie Cole),1.400,1.400
2,0:28,1,10,PHI 37,6,17,Timeout #2 by Philadelphia Eagles,1.400,2.790
2,0:28,1,10,MIN 42,6,17,Nick Foles pass complete short middle to DeSean Jackson for 6 yards (tackle by Marcus Sherels),2.790,3.050
2,0:22,2,4,MIN 36,6,17,Nick Foles pass incomplete deep left intended for DeSean Jackson,3.050,2.340
2,0:14,3,4,MIN 36,6,17,Nick Foles pass complete short right to LeSean McCoy for 22 yards (tackle by Chad Greenway),2.340,4.650
2,0:05,1,10,MIN 14,9,17,Alex Henery 33 yard field goal good,4.650,3.000
Quarter,Time,Down,ToGo,Location,PHI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,9,17,"Blair Walsh kicks off no gain, touchback",0.000,0.280
3,14:57,1,10,PHI 20,9,17,Nick Foles pass complete short left to LeSean McCoy for 6 yards (tackle by Andrew Sendejo),0.280,0.540
3,14:30,2,4,PHI 26,9,17,Nick Foles sacked by Brian Robison for -12 yards,0.540,-2.030
3,13:54,3,16,PHI 14,9,17,Nick Foles pass incomplete deep right intended for Jason Avant,-2.030,-2.470
3,13:48,4,16,PHI 14,9,17,"Donnie Jones punts 38 yards, fair catch by Cordarrelle Patterson",-2.470,-2.130
3,13:41,1,10,MIN 48,9,17,Matt Asiata left tackle for 2 yards (tackle by Fletcher Cox and Cary Williams),2.130,1.850
3,13:03,2,8,,9,17,Matt Cassel pass complete deep right to Jarius Wright for 42 yards (tackle by Bradley Fletcher),1.850,1.850
3,12:40,2,8,,9,17,Timeout #1 by Minnesota Vikings,1.850,5.370
3,12:40,1,8,PHI 8,9,17,Matt Cassel pass complete short middle to Matt Asiata for 2 yards (tackle by Bennie Logan),5.370,4.950
3,12:07,2,6,PHI 6,9,23,"Matt Cassel up the middle for 6 yards, touchdown",4.950,7.000
3,12:07,,,PHI 2,9,24,Blair Walsh kicks extra point good,0.000,0.000
3,12:07,,,MIN 35,9,24,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,12:03,1,10,PHI 20,9,24,Nick Foles pass complete short middle to Riley Cooper for 13 yards (tackle by Robert Blanton),0.280,1.140
3,11:29,1,10,PHI 33,9,24,Nick Foles pass incomplete short middle intended for DeSean Jackson,1.140,0.590
3,11:24,2,10,PHI 33,9,24,LeSean McCoy right end for 7 yards (tackle by Andrew Sendejo),0.590,0.830
3,10:48,3,3,PHI 40,9,24,Nick Foles pass complete short left to DeSean Jackson for 16 yards (tackle by Robert Blanton),0.830,2.650
3,10:26,1,10,MIN 44,9,24,Nick Foles pass incomplete deep left intended for DeSean Jackson is intercepted by Shaun Prater at MIN-5 and returned for 30 yards (tackle by Riley Cooper),2.650,-1.270
3,10:10,1,10,MIN 35,9,24,Matt Asiata left guard for 3 yards (tackle by Fletcher Cox and Trent Cole),1.270,1.130
3,9:30,2,7,MIN 38,9,24,Matt Asiata left tackle for -2 yards (tackle by Trent Cole),1.130,0.170
3,8:51,3,9,MIN 36,9,24,Matt Cassel pass complete short right to Greg Jennings for 8 yards (tackle by Brandon Boykin),0.170,-0.460
3,8:15,4,1,MIN 44,9,24,"Penalty on Rodney Smith: False Start, 5 yards (no play)",-0.460,-0.780
3,8:04,4,6,MIN 39,9,24,"Jeff Locke punts 56 yards, returned by DeSean Jackson for no gain. Penalty on Patrick Chung: Offensive Holding (Offsetting), Penalty on Rodney Smith: Defensive Holding (Offsetting) (no play)",-0.780,-0.780
3,7:52,4,6,MIN 39,9,24,Jeff Locke punts 47 yards,-0.780,0.220
3,7:40,1,10,PHI 15,9,24,Nick Foles pass incomplete deep right intended for Damaris Johnson,-0.220,-0.710
3,7:31,2,10,PHI 15,9,24,Nick Foles pass complete short middle to Zach Ertz for 9 yards (tackle by Chad Greenway and Audie Cole),-0.710,-0.270
3,7:03,3,1,PHI 24,9,24,LeSean McCoy right end for no gain (tackle by Harrison Smith and Chad Greenway),-0.270,-1.770
3,6:26,4,1,PHI 24,9,24,LeSean McCoy up the middle for no gain (tackle by Audie Cole and Chad Greenway),-1.770,-3.970
,,,,,,,"PHI challenged the first down ruling, and the play was upheld.",,
3,6:04,1,10,PHI 24,9,24,Matt Cassel pass incomplete short right intended for Jerome Simpson,3.970,3.430
3,5:59,2,10,PHI 24,9,24,Matt Cassel sacked by DeMeco Ryans for -7 yards,3.430,1.820
3,5:24,3,17,PHI 31,9,24,Matt Cassel pass complete short right to Jarius Wright for 11 yards (tackle by Roc Carmichael),1.820,2.150
3,4:45,4,6,PHI 20,9,27,Blair Walsh 38 yard field goal good,2.150,3.000
3,4:45,,,MIN 35,9,27,"Blair Walsh kicks off 71 yards, returned by Brandon Boykin for 36 yards (tackle by Joe Webb)",0.000,-0.940
3,4:38,1,10,PHI 30,9,27,Nick Foles pass incomplete deep left intended for Jason Avant,0.940,0.390
3,4:33,2,10,PHI 30,9,27,Nick Foles pass incomplete short left intended for Riley Cooper,0.390,-0.300
3,4:28,3,10,PHI 30,9,27,Nick Foles pass complete short middle to Jason Avant for 13 yards (tackle by Robert Blanton),-0.300,1.800
3,4:03,1,10,PHI 43,9,27,Nick Foles pass complete short right to DeSean Jackson for 15 yards (tackle by Marcus Sherels),1.800,2.790
3,3:49,1,10,MIN 42,9,27,LeSean McCoy up the middle for 12 yards (tackle by Harrison Smith),2.790,3.580
3,3:20,1,10,MIN 30,15,27,"Nick Foles pass complete deep left to DeSean Jackson for 30 yards, touchdown",3.580,7.000
3,3:20,,,MIN 2,16,27,Alex Henery kicks extra point good,0.000,0.000
3,3:20,,,PHI 35,16,27,"Alex Henery kicks off 40 yards, returned by Jarius Wright for 9 yards (tackle by Brad Smith)",0.000,-1.200
3,3:09,1,10,MIN 34,16,27,Matt Asiata left tackle for 4 yards (tackle by Brandon Graham and Patrick Chung),1.200,1.200
3,2:32,2,6,MIN 38,16,27,Matt Cassel pass complete short right to Greg Jennings for 7 yards (tackle by Bradley Fletcher),1.200,1.930
3,2:04,1,10,MIN 45,16,27,Matt Asiata up the middle for -4 yards (tackle by Cedric Thornton),1.930,0.840
3,1:30,2,14,MIN 41,16,27,Matt Cassel pass incomplete short left intended for Jarius Wright is intercepted by Mychal Kendricks at MIN-47 and returned for 2 yards (tackle by Chase Ford),0.840,-2.590
3,1:18,1,10,MIN 45,16,27,Nick Foles pass complete short middle to Zach Ertz for 17 yards (tackle by Andrew Sendejo),2.590,3.710
3,0:43,1,10,MIN 28,16,27,Nick Foles pass complete short left to Brent Celek for 25 yards (tackle by Harrison Smith),3.710,6.510
3,0:19,1,3,MIN 3,22,27,"Nick Foles pass complete short left to Zach Ertz for 3 yards, touchdown",6.510,7.000
3,0:19,,,,22,27,"Two Point Attempt: Nick Foles pass incomplete intended for Riley Cooper, conversion fails",0.000,-1.000
3,0:19,,,PHI 35,22,27,"Alex Henery kicks off 34 yards, returned by Chase Ford for 15 yards (tackle by Bradley Fletcher)",0.000,-1.990
3,0:12,1,10,MIN 46,22,27,Matt Cassel pass complete deep right to Jarius Wright for 16 yards (tackle by Bradley Fletcher),1.990,3.050
Quarter,Time,Down,ToGo,Location,PHI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 38,22,27,Matt Cassel sacked by Mychal Kendricks for -4 yards,3.050,1.970
4,14:30,2,14,PHI 42,22,27,Matt Cassel pass incomplete short left intended for Greg Jennings,1.970,1.290
4,14:26,3,14,PHI 42,22,27,Matt Cassel pass complete short middle to Chase Ford for 37 yards (tackle by Patrick Chung),1.290,6.060
4,13:42,1,5,PHI 5,22,27,Matt Asiata up the middle for 4 yards (tackle by Fletcher Cox),6.060,5.910
4,13:04,2,1,PHI 1,22,33,"Matt Asiata left guard for 1 yard, touchdown",5.910,7.000
4,13:04,,,PHI 2,22,34,Blair Walsh kicks extra point good,0.000,0.000
4,13:04,,,MIN 35,22,34,"Blair Walsh kicks off 68 yards, returned by Brad Smith for 47 yards (tackle by Blair Walsh)",0.000,-1.860
4,12:52,1,10,PHI 44,22,34,Nick Foles pass incomplete deep left intended for Zach Ertz,1.860,1.320
4,12:47,2,10,PHI 44,22,34,Nick Foles pass complete short middle to DeSean Jackson for 8 yards (tackle by Robert Blanton),1.320,1.690
4,12:10,3,2,MIN 48,22,34,Nick Foles sacked by Jared Allen for -10 yards,1.690,-0.590
4,11:44,4,12,PHI 42,22,34,"Donnie Jones punts 38 yards, fair catch by Marcus Sherels",-0.590,-0.280
4,11:38,1,10,MIN 20,22,34,Matt Cassel pass complete deep left to Greg Jennings for 31 yards (tackle by Patrick Chung),0.280,2.320
4,10:56,1,10,PHI 49,22,34,"Matt Asiata right end for -2 yards (tackle by Mychal Kendricks). Penalty on Jerome Simpson: Taunting, 15 yards",2.320,-0.520
4,10:14,2,27,MIN 34,22,34,Matt Cassel pass complete short left to Cordarrelle Patterson for 7 yards (tackle by Trent Cole),-0.520,-0.230
4,9:40,3,20,MIN 41,22,34,Matt Asiata left guard for no gain (tackle by Vinny Curry and Trent Cole),-0.230,-0.650
4,9:01,4,20,MIN 41,22,34,"Jeff Locke punts 50 yards, out of bounds. Penalty on Roc Carmichael: Taunting, 5 yards",-0.650,0.380
4,8:48,1,10,PHI 4,22,34,Nick Foles pass complete short left to LeSean McCoy for 2 yards (tackle by Jamarca Sanford),-0.380,-0.630
4,8:20,2,8,PHI 6,22,34,Nick Foles pass incomplete deep right intended for Zach Ertz,-0.630,-1.190
4,8:14,3,8,PHI 6,22,34,Nick Foles pass incomplete deep right intended for DeSean Jackson,-1.190,-2.490
4,8:08,4,8,PHI 6,22,34,"Donnie Jones punts 43 yards, returned by Marcus Sherels for 13 yards (tackle by James Casey)",-2.490,-3.180
4,7:55,1,10,PHI 36,22,34,"Matt Asiata left end for 10 yards (tackle by Patrick Chung). Penalty on Patrick Chung: Unnecessary Roughness, 13 yards",3.180,4.710
4,7:34,1,10,PHI 13,22,34,"Matt Cassel pass complete short left to Greg Jennings for 3 yards (tackle by Patrick Chung). Penalty on Cary Williams: Unsportsmanlike Conduct, 5 yards",4.710,6.060
4,6:58,1,5,PHI 5,22,40,"Matt Cassel pass complete short left to Cordarrelle Patterson for 5 yards, touchdown",6.060,7.000
4,6:58,,,PHI 2,22,41,Blair Walsh kicks extra point good,0.000,0.000
4,6:58,,,MIN 35,22,41,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,6:54,1,10,PHI 20,22,41,Nick Foles pass complete short right to LeSean McCoy for 14 yards,0.280,1.200
4,6:32,1,10,PHI 34,22,41,Nick Foles pass complete short left to DeSean Jackson for 11 yards (tackle by Marcus Sherels),1.200,1.930
4,6:20,1,10,PHI 45,22,41,Nick Foles pass incomplete short right intended for LeSean McCoy,1.930,1.380
4,6:15,2,10,PHI 45,22,41,Nick Foles pass incomplete deep right intended for Riley Cooper,1.380,0.700
4,6:10,3,10,PHI 45,22,41,Nick Foles pass complete short left to DeSean Jackson for 51 yards (tackle by Harrison Smith),0.700,6.280
4,5:23,1,4,MIN 4,22,41,"Penalty on Nick Foles: Delay of Game, 5 yards (no play)",6.280,5.140
4,5:08,1,9,MIN 9,22,41,Nick Foles sacked by Brian Robison for -7 yards,5.140,3.340
4,4:33,2,16,MIN 16,28,41,"Nick Foles pass complete deep right to Jason Avant for 16 yards, touchdown",3.340,7.000
4,4:26,2,16,MIN 16,28,41,Timeout #2 by Philadelphia Eagles,3.340,0.000
4,4:33,,,,30,41,"Two Point Attempt: Nick Foles pass complete to Riley Cooper, conversion succeeds",0.000,1.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,4:33,,,PHI 35,30,41,"Alex Henery kicks onside 13 yards, recovered by Jerome Simpson",0.000,-2.390
4,4:25,1,10,PHI 48,30,41,Matt Asiata up the middle for 3 yards (tackle by Connor Barwin),2.390,2.250
4,3:43,2,7,PHI 45,30,41,Matt Asiata up the middle for -3 yards (tackle by Trent Cole),2.250,1.160
4,3:01,3,10,PHI 48,30,41,Matt Cassel pass complete short right to Cordarrelle Patterson for 11 yards (tackle by Bradley Fletcher),1.160,3.120
4,2:56,1,10,PHI 37,30,41,Matt Asiata right guard for 2 yards (tackle by DeMeco Ryans and Bennie Logan),3.120,2.840
4,2:12,2,8,PHI 35,30,41,Matt Asiata up the middle for -2 yards (tackle by Mychal Kendricks),2.840,2.840
4,2:08,2,8,PHI 35,30,41,Timeout #3 by Philadelphia Eagles,2.840,2.840
4,2:08,2,8,PHI 35,30,41,Timeout #2 by Minnesota Vikings,2.840,1.880
4,2:08,3,10,PHI 37,30,41,"Matt Cassel pass incomplete deep right intended for Cordarrelle Patterson. Penalty on Roc Carmichael: Defensive Pass Interference, 30 yards (no play)",1.880,5.600
4,2:02,1,7,PHI 7,30,41,Matt Asiata left tackle for 3 yards (tackle by Fletcher Cox),5.600,5.340
4,1:57,2,4,PHI 4,30,41,Matt Asiata right guard for -1 yards (tackle by Cedric Thornton and Mychal Kendricks),5.340,4.260
4,1:13,3,5,PHI 5,30,47,"Matt Asiata left guard for 5 yards, touchdown",4.260,7.000
4,1:13,,,PHI 2,30,48,Blair Walsh kicks extra point good,0.000,0.000
4,1:13,,,MIN 35,30,48,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,1:09,1,10,PHI 20,30,48,Nick Foles pass incomplete short middle intended for LeSean McCoy,0.280,-0.270
4,1:04,2,10,PHI 20,30,48,Nick Foles pass complete short right to Zach Ertz for 11 yards (tackle by Robert Blanton),-0.270,1.000
4,0:40,1,10,PHI 31,30,48,Nick Foles pass complete short middle to Zach Ertz for 13 yards (tackle by Robert Blanton),1.000,1.860
4,0:16,1,10,PHI 44,30,48,Nick Foles pass complete short right to Jason Avant for 11 yards (tackle by Robert Blanton),1.860,2.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
