Quarter,Time,Down,ToGo,Location,DEN,NYJ,Detail,EPB,EPA
1,4:45,1,10,NYJ 40,14,7,Jay Cutler pass complete short right to Tony Scheffler for 4 yards (tackle by Abram Elam),2.920,2.910
1,4:24,2,6,NYJ 36,14,7,Jay Cutler pass complete short right to Brandon Marshall for 8 yards (tackle by Abram Elam),2.910,3.710
1,3:49,1,10,NYJ 28,14,7,Jay Cutler pass complete short left to Chad Jackson for 19 yards (tackle by Abram Elam),3.710,5.140
1,3:21,1,9,NYJ 9,14,7,"Peyton Hillis right end for 2 yards (tackle by Eric Barton and Calvin Pace). Penalty on Ryan Harris: Offensive Holding, 10 yards",5.140,4.260
1,3:03,1,17,NYJ 17,14,7,Peyton Hillis left guard for 6 yards (tackle by Eric Barton and David Bowens),4.260,4.020
1,2:28,2,11,NYJ 11,14,7,Jay Cutler pass complete short right to Tony Scheffler for 4 yards (tackle by Darrelle Revis),4.020,3.810
1,1:55,,,,14,7,Timeout #1 by Denver Broncos,0.000,3.810
1,1:55,3,7,NYJ 7,14,7,Jay Cutler pass incomplete short right intended for Brandon Marshall (defended by Ty Law),3.810,2.970
1,1:48,4,7,NYJ 7,17,7,Matt Prater 25 yard field goal good,2.970,3.000
1,,,,DEN 30,17,7,"Matt Prater kicks off 57 yards, returned by Leon Washington for 11 yards (tackle by Josh Barrett)",0.000,0.540
1,1:40,1,10,NYJ 24,17,7,Thomas Jones right tackle for 3 yards (tackle by Josh Bell and John Engelberger),0.540,0.400
1,0:58,2,7,NYJ 27,17,7,Brett Favre pass complete short right to Dustin Keller for 14 yards (tackle by Marquand Manuel),0.400,1.660
1,0:24,1,10,NYJ 41,17,7,Thomas Jones left end for -2 yards (tackle by John Engelberger),1.660,0.850
Quarter,Time,Down,ToGo,Location,DEN,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,NYJ 39,17,7,Thomas Jones right tackle for 10 yards (tackle by Ebenezer Ekuban),0.850,1.490
2,14:18,3,2,NYJ 49,17,7,Brett Favre pass complete short middle to Chris Baker for 7 yards (tackle by Jamie Winborn),1.490,2.650
2,13:34,1,10,DEN 44,17,7,Brett Favre pass complete short right to Jerricho Cotchery for 15 yards (tackle by Vernon Fox),2.650,3.640
2,12:56,1,10,DEN 29,17,13,"Thomas Jones right tackle for 29 yards, touchdown",3.640,7.000
,,,,,,,"DEN challenged the runner was down by contact ruling, and the play was upheld.",,
2,,,,DEN 2,17,14,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYJ 30,17,14,"Jay Feely kicks off 67 yards, returned by Eddie Royal for 15 yards (tackle by Brad Smith)",0.000,0.040
2,12:38,1,10,DEN 18,17,14,Jay Cutler pass complete short right to Eddie Royal for 8 yards (tackle by David Bowens),0.040,0.680
2,12:05,2,2,DEN 26,17,14,Peyton Hillis left tackle for 6 yards (tackle by Calvin Pace and Abram Elam),0.680,1.070
2,11:29,1,10,DEN 32,17,14,Jay Cutler pass complete short right to Daniel Graham for 3 yards (tackle by Calvin Pace),1.070,0.930
2,10:51,2,7,DEN 35,17,14,Jay Cutler pass complete short left to Darrell Jackson for 6 yards (tackle by Darrelle Revis),0.930,1.030
2,10:10,3,1,DEN 41,17,14,Peyton Hillis left tackle for no gain (tackle by Kenyon Coleman),1.030,-0.650
2,9:19,4,1,DEN 41,17,14,Brett Kern punts 40 yards,-0.650,-0.150
2,9:11,1,10,NYJ 19,17,14,Thomas Jones up the middle for 1 yard (tackle by John Engelberger and Marquand Manuel),0.150,-0.200
2,8:28,2,9,NYJ 20,17,14,Brett Favre pass complete short left to Jerricho Cotchery for 11 yards (tackle by Wesley Woodyard),-0.200,1.000
2,7:55,1,10,NYJ 31,17,14,Brett Favre pass incomplete deep left intended for Laveranues Coles is intercepted by Dre' Bly at DEN-32,1.000,-1.070
2,7:48,1,10,DEN 32,17,14,Jay Cutler pass incomplete deep right intended for Brandon Marshall (defended by Darrelle Revis),1.070,0.530
2,7:42,2,10,DEN 32,17,14,Jay Cutler pass complete short left to Brandon Marshall for 12 yards (tackle by Darrelle Revis),0.530,1.860
2,7:08,1,10,DEN 44,17,14,Peyton Hillis right tackle for 19 yards (tackle by Calvin Pace and Darrelle Revis),1.860,3.120
2,6:30,1,10,NYJ 37,17,14,Peyton Hillis right end for 5 yards (tackle by Shaun Ellis and Vernon Gholston),3.120,3.250
2,5:56,2,5,NYJ 32,17,14,Jay Cutler pass complete short right to Daniel Graham for 9 yards (tackle by Abram Elam),3.250,4.040
2,5:15,1,10,NYJ 23,17,14,Jay Cutler pass complete deep left to Tony Scheffler for 22 yards (tackle by Eric Barton),4.040,6.970
2,4:38,1,1,NYJ 1,23,14,"Peyton Hillis up the middle for 1 yard, touchdown",6.970,7.000
2,,,,NYJ 2,24,14,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,24,14,"Matt Prater kicks off 59 yards, returned by Leon Washington for 28 yards (tackle by Karl Paymah)",0.000,1.530
2,3:40,1,10,NYJ 39,24,14,Thomas Jones left end for 2 yards (tackle by Wesley Woodyard and Jamie Winborn),1.530,1.260
2,3:35,2,8,NYJ 41,24,14,Brett Favre pass incomplete short middle intended for Dustin Keller,1.260,0.560
2,3:29,3,8,NYJ 41,24,14,Brett Favre pass incomplete deep middle intended for Dustin Keller,0.560,-0.650
2,3:29,4,8,NYJ 41,24,14,Reggie Hodges punts 43 yards,-0.650,0.140
2,3:18,1,10,DEN 16,24,14,Peyton Hillis up the middle for -1 yards (tackle by Bryan Thomas and Kris Jenkins),-0.140,-0.780
2,2:32,2,11,DEN 15,24,14,Jay Cutler pass complete short left to Brandon Marshall for 16 yards (tackle by C.J. Mosley),-0.780,1.000
2,2:00,1,10,DEN 31,24,14,Jay Cutler pass complete short left to Daniel Graham for 7 yards (tackle by Cody Spencer),1.000,1.410
2,1:33,2,3,DEN 38,24,14,Jay Cutler pass complete short right to Daniel Graham for 12 yards (tackle by Kerry Rhodes),1.410,2.260
2,1:07,1,10,,24,14,"Jay Cutler pass incomplete short right intended for Peyton Hillis (defended by Eric Barton). Penalty on Shaun Ellis: Defensive Offside, 5 yards (no play)",2.260,2.990
2,1:01,1,5,NYJ 45,24,14,Jay Cutler pass incomplete short left intended for Brandon Stokley,2.990,2.390
2,0:56,2,5,NYJ 45,24,14,Jay Cutler pass incomplete short middle intended for Brandon Marshall,2.390,1.690
2,0:52,,,,24,14,Timeout #3 by Denver Broncos,0.000,1.690
2,0:52,3,5,NYJ 45,24,14,Jay Cutler pass complete short left to Brandon Stokley for 8 yards (tackle by Abram Elam),1.690,3.120
2,0:33,1,10,NYJ 37,24,14,Jay Cutler spiked the ball,3.120,2.570
2,0:32,2,10,NYJ 37,24,14,Jay Cutler pass incomplete deep left intended for Brandon Marshall (defended by David Barrett),2.570,1.880
2,0:25,3,10,NYJ 37,24,14,Jay Cutler pass complete deep middle to Brandon Marshall for 20 yards (tackle by Kerry Rhodes),1.880,4.440
2,0:09,1,10,NYJ 17,24,14,Jay Cutler spiked the ball,4.440,3.850
2,0:08,2,10,NYJ 17,27,14,Matt Prater 35 yard field goal good,3.850,3.000
2,,,,DEN 30,27,14,"Matt Prater kicks off 35 yards, returned by Dustin Keller for 9 yards (tackle by Niko Koutouvides)",0.000,0.940
Quarter,Time,Down,ToGo,Location,DEN,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,27,14,"Jay Feely kicks off 40 yards, fair catch by John Engelberger",0.000,0.940
3,15:00,1,10,DEN 30,27,14,Jay Cutler pass complete short left to Eddie Royal for 6 yards (tackle by Ty Law),0.940,1.200
3,14:30,2,4,DEN 36,27,14,Peyton Hillis right guard for 7 yards (tackle by David Bowens and Eric Barton),1.200,1.800
3,13:52,1,10,DEN 43,27,14,Jay Cutler pass incomplete deep left intended for Brandon Marshall (defended by Darrelle Revis),1.800,1.250
3,13:45,2,10,DEN 43,27,14,Jay Cutler pass incomplete short left intended for Darrell Jackson (defended by Darrelle Revis),1.250,0.560
3,13:39,3,10,DEN 43,27,14,Jay Cutler pass complete short right to Daniel Graham for 8 yards (tackle by David Barrett),0.560,0.000
3,12:58,4,2,NYJ 49,27,14,Brett Kern punts 47 yards,0.000,0.380
,,,,,,,"NYJ challenged the kick touched ruling, and the play was upheld.",,
3,12:44,1,10,NYJ 2,27,14,"Brett Favre pass complete short middle to Thomas Jones for 9 yards (tackle by Wesley Woodyard). Penalty on Wesley Woodyard: Face Mask (15 Yards), 15 yards",-0.380,0.670
3,12:19,1,10,NYJ 26,27,14,"Brett Favre pass incomplete deep left intended for Dustin Keller. Penalty on Jamie Winborn: Defensive Pass Interference, 19 yards (no play)",0.670,1.930
3,12:12,1,10,NYJ 45,27,14,Thomas Jones up the middle for 1 yard (tackle by Jamie Winborn),1.930,1.520
3,11:23,2,9,NYJ 46,27,14,Brett Favre pass complete short middle to Dustin Keller for 8 yards (tackle by Jamie Winborn),1.520,1.880
3,10:43,3,1,DEN 46,27,14,Brett Favre pass incomplete short right intended for Brad Smith,1.880,0.200
3,10:37,4,1,DEN 46,27,14,Brett Favre sacked by Mario Haggan for -1 yards,0.200,-2.060
3,10:27,1,10,DEN 47,27,14,Jay Cutler pass complete deep middle to Tony Scheffler for 18 yards (tackle by Abram Elam),2.060,3.250
3,9:56,1,10,NYJ 35,27,14,Peyton Hillis right guard for 1 yard (tackle by Calvin Pace and Sione Pouha),3.250,2.840
3,9:21,2,9,NYJ 34,27,14,Jay Cutler pass complete short left to Daniel Graham for 20 yards (tackle by Abram Elam),2.840,4.650
3,8:37,1,10,NYJ 14,27,14,"Peyton Hillis left tackle for 14 yards. Penalty on Casey Wiegmann: Offensive Holding, 10 yards (no play)",4.650,3.970
3,8:32,1,20,NYJ 24,27,14,Jay Cutler pass complete short right to Eddie Royal for 7 yards (tackle by David Barrett),3.970,3.590
3,7:54,2,13,NYJ 17,27,14,Peyton Hillis right tackle for no gain (tackle by Eric Barton),3.590,2.930
3,7:13,3,13,NYJ 17,27,14,Jay Cutler pass incomplete deep right intended for Tony Scheffler is intercepted by Dwight Lowery at NYJ-0,2.930,-0.280
3,7:03,1,10,NYJ 20,27,14,Brett Favre pass complete short right to Jerricho Cotchery for 7 yards (tackle by Jamie Winborn),0.280,0.680
3,6:35,2,3,NYJ 27,27,14,Brett Favre pass complete short right to Dustin Keller for 6 yards (tackle by Jamie Winborn),0.680,1.140
3,6:01,1,10,NYJ 33,27,14,Brett Favre pass incomplete short left intended for Leon Washington,1.140,0.590
3,5:57,2,10,NYJ 33,27,14,Brett Favre pass complete short left to Leon Washington for 34 yards (tackle by Wesley Woodyard),0.590,3.380
3,5:25,1,10,DEN 33,27,14,Brett Favre pass complete short left to Leon Washington for 14 yards (tackle by Wesley Woodyard),3.380,4.310
3,4:51,1,10,DEN 19,27,14,Brett Favre pass complete short left to Leon Washington for 12 yards (tackle by Elvis Dumervil),4.310,5.600
3,4:14,1,7,DEN 7,27,14,Leon Washington left tackle for no gain (tackle by Mario Haggan and Vernon Fox),5.600,4.760
3,3:44,2,7,DEN 7,27,14,Brett Favre pass incomplete short right intended for Chansi Stuckey,4.760,3.810
3,3:37,3,7,DEN 7,27,14,"Brett Favre sacked by Elvis Dumervil for -5 yards. Brett Favre fumbles (forced by Elvis Dumervil), recovered by Brandon Moore at DEN-12",3.810,2.630
3,2:55,4,12,DEN 12,27,17,Jay Feely 30 yard field goal good,2.630,3.000
3,,,,NYJ 30,27,17,"Jay Feely kicks off 59 yards, returned by Eddie Royal for no gain",0.000,-0.370
3,2:45,1,10,DEN 11,27,17,Jay Cutler pass complete deep right to Tony Scheffler for 24 yards (tackle by Abram Elam),-0.370,1.270
3,2:19,1,10,DEN 35,27,17,Jay Cutler pass complete short left to Brandon Marshall for -1 yards (tackle by Cody Spencer),1.270,0.590
3,1:40,2,11,DEN 34,27,17,Jay Cutler pass incomplete short right intended for Brandon Marshall (defended by Darrelle Revis),0.590,-0.100
3,1:30,3,11,DEN 34,27,17,"Jay Cutler pass incomplete short middle intended for Peyton Hillis. Penalty on Eric Barton: Delay of Game, 5 yards",-0.100,-0.780
3,1:27,4,6,DEN 39,27,17,Brett Kern punts 52 yards,-0.780,0.380
3,1:15,1,10,NYJ 9,27,17,Thomas Jones up the middle for 14 yards (tackle by Wesley Woodyard),-0.380,0.480
3,0:39,1,10,NYJ 23,27,17,Thomas Jones left end for 13 yards (tackle by Vernon Fox),0.480,1.330
Quarter,Time,Down,ToGo,Location,DEN,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 36,27,17,Thomas Jones right guard for 2 yards (tackle by Dewayne Robertson),1.330,1.060
4,14:24,2,8,NYJ 38,27,17,Brett Favre pass incomplete short middle intended for Thomas Jones,1.060,0.370
4,14:19,3,8,NYJ 38,27,17,Brett Favre pass complete short middle to Chansi Stuckey for 16 yards (tackle by Marquand Manuel),0.370,2.520
4,13:50,1,10,DEN 46,27,17,Brett Favre pass complete short left to Chansi Stuckey for 7 yards (tackle by Dre' Bly),2.520,2.920
4,13:05,2,3,DEN 39,27,17,Thomas Jones right guard for no gain (tackle by Mario Haggan and Wesley Woodyard),2.920,2.210
4,12:23,3,3,DEN 39,27,17,Brett Favre pass incomplete short left intended for Jerricho Cotchery,2.210,0.660
4,12:19,4,3,DEN 39,27,17,Brett Favre pass incomplete deep right intended for Jerricho Cotchery (defended by Karl Paymah),0.660,-1.530
4,12:10,1,10,DEN 39,27,17,Jay Cutler pass complete short left to Tony Scheffler for 9 yards (tackle by Kerry Rhodes),1.530,2.200
4,11:40,2,1,DEN 48,27,17,Peyton Hillis left guard for 8 yards (tackle by Kenyon Coleman),2.200,2.650
4,10:58,1,10,NYJ 44,27,17,Peyton Hillis up the middle for 3 yards (tackle by Shaun Ellis and Kris Jenkins),2.650,2.520
4,10:15,2,7,NYJ 41,27,17,Peyton Hillis left guard for 5 yards (tackle by Eric Barton),2.520,2.480
4,9:37,3,2,NYJ 36,33,17,"Jay Cutler pass complete deep right to Brandon Stokley for 36 yards, touchdown",2.480,7.000
4,,,,NYJ 2,34,17,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 30,34,17,"Matt Prater kicks off 44 yards, returned by David Bowens for 14 yards (tackle by Karl Paymah)",0.000,1.600
4,9:21,1,10,NYJ 40,34,17,Brett Favre pass incomplete short right intended for Jerricho Cotchery,1.600,1.050
4,9:15,2,10,NYJ 40,34,17,Brett Favre pass complete short left to Dustin Keller for 6 yards (tackle by Josh Barrett),1.050,1.160
4,8:47,3,4,NYJ 46,34,17,Brett Favre pass incomplete short left intended for Laveranues Coles,1.160,-0.320
4,8:42,4,4,NYJ 46,34,17,Reggie Hodges punts 39 yards,-0.320,0.220
4,8:30,1,10,DEN 15,34,17,Peyton Hillis right guard for 5 yards (tackle by Mike DeVito and Abram Elam),-0.220,0.080
4,7:45,2,5,DEN 20,34,17,Peyton Hillis left tackle for 3 yards (tackle by Kenyon Coleman and Kris Jenkins),0.080,-0.390
4,6:59,3,2,DEN 23,34,17,Jay Cutler pass incomplete short left intended for Brandon Stokley,-0.390,-1.830
4,6:53,4,2,DEN 23,34,17,"Brett Kern punts 48 yards, returned by Leon Washington for 5 yards (tackle by Josh Barrett)",-1.830,-1.200
4,6:43,1,10,NYJ 34,34,17,Brett Favre pass incomplete deep left intended for Laveranues Coles (defended by Josh Bell),1.200,0.660
4,6:36,2,10,NYJ 34,34,17,"Brett Favre pass complete short middle to Leon Washington for 7 yards (tackle by Wesley Woodyard). Penalty on Karl Paymah: Illegal Contact, 5 yards (no play)",0.660,1.530
4,6:21,1,10,NYJ 39,34,17,Brett Favre pass complete deep right to Dustin Keller for 20 yards (tackle by Marquand Manuel),1.530,2.850
4,5:53,1,10,DEN 41,34,17,Brett Favre pass complete short right to Chansi Stuckey for 7 yards (tackle by Marquand Manuel),2.850,3.250
4,5:27,2,3,DEN 34,34,17,Brett Favre pass complete short middle to Laveranues Coles for 4 yards (tackle by Wesley Woodyard),3.250,3.580
4,5:03,1,10,DEN 30,34,17,Brett Favre pass incomplete deep left intended for Laveranues Coles (defended by Josh Bell),3.580,3.030
4,4:51,2,10,DEN 30,34,17,"Penalty on Damien Woody: False Start, 5 yards (no play)",3.030,2.360
4,4:51,2,15,DEN 35,34,17,Brett Favre pass complete short middle to Dustin Keller for 10 yards (tackle by Jamie Winborn),2.360,3.010
4,4:21,3,5,DEN 25,34,17,Brett Favre pass complete short middle to Dustin Keller for 13 yards (tackle by Jamie Winborn),3.010,4.780
4,3:56,1,10,DEN 12,34,17,Brett Favre pass incomplete short left intended for Brad Smith (defended by Dre' Bly),4.780,4.100
4,3:50,2,10,DEN 12,34,17,Brett Favre pass complete short left to Brad Smith for 10 yards (tackle by Josh Bell),4.100,6.740
4,3:31,1,2,DEN 2,34,17,Brett Favre pass incomplete short right intended for Dustin Keller (defended by Jamie Winborn),6.740,5.720
4,3:21,2,2,DEN 2,34,17,Brett Favre pass complete short left to Laveranues Coles for -2 yards (tackle by Dre' Bly),5.720,4.490
4,2:53,3,4,DEN 4,34,17,Brett Favre pass incomplete short right intended for Jerricho Cotchery,4.490,3.030
4,2:48,4,4,DEN 4,34,17,Brett Favre pass incomplete short middle intended for Laveranues Coles (defended by Josh Bell),3.030,0.380
4,2:43,1,10,DEN 4,34,17,Peyton Hillis right tackle for 4 yards (tackle by Kerry Rhodes and Bryan Thomas),-0.380,-0.490
4,2:36,,,,34,17,Timeout #2 by New York Jets,0.000,-0.490
4,2:36,2,6,DEN 8,34,17,Peyton Hillis right tackle for 7 yards (tackle by Eric Barton),-0.490,-0.220
4,2:00,1,10,DEN 15,34,17,Jay Cutler kneels for -1 yards (tackle by Eric Barton),-0.220,-0.820
4,1:18,2,11,DEN 14,34,17,Jay Cutler kneels for no gain,-0.820,-1.510
4,0:39,3,11,DEN 14,34,17,Jay Cutler kneels for -1 yards,-1.510,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
