Quarter,Time,Down,ToGo,Location,ATL,OAK,Detail,EPB,EPA
2,0:40,3,3,OAK 3,10,7,Timeout #1 by Oakland Raiders,4.720,3.250
2,0:40,4,2,OAK 2,13,7,Matt Bryant 20 yard field goal good,3.250,3.000
2,0:40,,,ATL 35,13,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
2,0:37,1,10,OAK 25,13,7,Derek Carr pass complete short right to Clive Walford for 4 yards (tackle by Brian Poole),0.610,0.600
2,0:32,2,6,OAK 29,13,7,Derek Carr pass complete short right to Latavius Murray for 5 yards (tackle by Sean Weatherspoon),0.600,0.560
2,0:26,3,1,OAK 34,13,7,Derek Carr pass complete short right to Johnny Holton for 4 yards (tackle by Kemal Ishmael),0.560,1.470
2,0:22,1,10,OAK 38,13,7,Derek Carr pass complete short middle to Latavius Murray for 10 yards (tackle by Kemal Ishmael),1.470,1.470
2,0:16,1,10,OAK 38,13,7,Timeout #2 by Oakland Raiders,1.470,2.130
2,0:16,1,10,OAK 48,13,7,Derek Carr pass complete short right to Lee Smith for 4 yards (tackle by Kemal Ishmael),2.130,2.120
2,0:09,2,6,ATL 48,13,7,Derek Carr pass incomplete short middle intended for Clive Walford,2.120,2.120
2,0:06,2,6,ATL 48,13,7,Timeout #2 by Atlanta Falcons,2.120,1.420
2,0:06,3,6,ATL 48,13,7,Derek Carr pass complete short right to Seth Roberts for 8 yards (tackle by Brian Poole),1.420,2.920
2,0:02,1,10,ATL 40,13,7,Sebastian Janikowski 58 yard field goal no good,2.920,2.060
Quarter,Time,Down,ToGo,Location,ATL,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,13,7,"Matthew Bosher kicks off 70 yards, returned by Jalen Richard for 24 yards (tackle by Brian Poole)",0.000,0.150
3,14:55,1,10,OAK 19,13,7,Derek Carr pass complete short right to Michael Crabtree for 10 yards (tackle by Robert Alford),0.150,0.870
3,14:48,1,10,OAK 29,13,7,Latavius Murray middle for 2 yards (tackle by Ra'Shede Hageman),0.870,0.600
3,14:12,2,8,OAK 31,13,7,Latavius Murray middle for 5 yards (tackle by Sean Weatherspoon and Kemal Ishmael),0.600,0.560
3,13:55,3,3,OAK 36,13,7,Derek Carr pass incomplete short right intended for Seth Roberts,0.560,-0.980
3,13:52,4,3,OAK 36,13,7,"Marquette King punts 64 yards, touchback. Penalty on Dashon Goldson: Defensive 12 On-field, 5 yards (no play)",-0.980,1.660
,,,,,,,"OAK challenged the too many players on field ruling, and the original play was overturned.",,
3,13:44,1,10,OAK 41,13,7,Johnny Holton left end for 14 yards (tackle by Sean Weatherspoon),1.660,2.590
3,13:07,1,10,ATL 45,13,7,"Penalty on Rodney Hudson: False Start, 5 yards (no play)",2.590,2.260
3,12:49,1,15,,13,7,Derek Carr pass complete short left to Lee Smith for 12 yards (tackle by Robert Alford),2.260,2.990
3,12:09,2,3,ATL 38,13,7,Latavius Murray left end for 7 yards (tackle by Kemal Ishmael and Ricardo Allen),2.990,3.510
3,11:24,1,10,ATL 31,13,13,"Derek Carr pass complete deep left to Clive Walford for 31 yards, touchdown",3.510,7.000
3,11:24,,,ATL 31,13,14,Sebastian Janikowski kicks extra point good,0.000,0.000
3,11:24,,,OAK 35,13,14,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.610
3,11:17,1,10,ATL 25,13,14,Devonta Freeman middle for 2 yards (tackle by Justin Ellis),0.610,0.330
3,10:50,2,8,ATL 27,13,14,Matt Ryan pass complete deep right to Austin Hooper for 44 yards (tackle by Reggie Nelson),0.330,3.640
3,10:20,1,10,OAK 29,13,14,Devonta Freeman middle for 18 yards (tackle by Reggie Nelson),3.640,4.840
3,9:35,1,10,OAK 11,13,14,Matt Ryan pass incomplete deep middle intended for Jacob Tamme is intercepted by David Amerson at OAK--9,4.840,-0.280
3,9:28,1,10,OAK 20,13,14,DeAndre Washington left tackle for 6 yards (tackle by Robert Alford),0.280,0.540
3,8:49,2,4,OAK 26,13,14,"Penalty on Clive Walford: False Start, 5 yards (no play)",0.540,-0.130
3,8:29,2,9,OAK 21,13,14,"Jalen Richard middle for 28 yards (tackle by Ricardo Allen). Penalty on Gabe Jackson: Offensive Holding, 10 yards (no play)",-0.130,-1.440
3,8:10,2,19,OAK 11,13,14,Derek Carr pass complete short left to Jalen Richard for 10 yards (tackle by Deion Jones),-1.440,-0.820
3,7:32,3,9,OAK 21,13,14,Derek Carr pass complete short left to Amari Cooper for 9 yards (tackle by Desmond Trufant),-0.820,0.940
,,,,,,,"OAK challenged the short of the line to gain ruling, and the original play was overturned.",,
3,7:10,1,10,OAK 30,13,14,Derek Carr pass incomplete short middle intended for Michael Crabtree,0.940,0.390
3,7:06,2,10,OAK 30,13,14,DeAndre Washington right end for no gain (tackle by Vic Beasley),0.390,-0.300
3,6:26,3,10,OAK 30,13,14,Derek Carr pass complete short middle to Latavius Murray for 3 yards (tackle by Kemal Ishmael),-0.300,-1.180
3,5:45,4,7,OAK 33,13,14,"Marquette King punts 52 yards, fair catch by Eric Weems",-1.180,0.220
3,5:36,1,10,ATL 15,13,14,Matt Ryan pass complete short middle to Tevin Coleman for 24 yards (tackle by Reggie Nelson),-0.220,1.530
3,5:08,1,10,ATL 39,13,14,Matt Ryan pass complete deep left to Austin Hooper for 34 yards (tackle by Ben Heeney),1.530,3.780
3,4:38,1,10,OAK 27,13,14,Matt Ryan pass complete short left to Aldrick Robinson for 9 yards (tackle by Bruce Irvin),3.780,4.530
3,4:14,2,1,OAK 18,13,14,Tevin Coleman middle for 4 yards (tackle by David Amerson),4.530,4.650
3,3:50,1,10,OAK 14,19,14,"Matt Ryan pass complete short middle to Jacob Tamme for 14 yards, touchdown. Penalty on Bruce Irvin: Defensive Holding (Declined)",4.650,7.000
3,3:50,1,,OAK 14,21,14,"Two Point Attempt: Matt Ryan middle, conversion succeeds",4.650,1.000
3,3:50,,,ATL 35,21,14,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
3,3:42,1,10,OAK 25,21,14,Derek Carr pass complete short right to Clive Walford for 3 yards (tackle by Sean Weatherspoon and Philip Wheeler),0.610,0.470
3,3:03,2,7,OAK 28,21,14,Latavius Murray left end for 15 yards (tackle by Ricardo Allen),0.470,1.800
3,2:24,1,10,OAK 43,21,14,Derek Carr right end for 5 yards (tackle by Sean Weatherspoon),1.800,1.930
3,1:37,2,5,OAK 48,21,14,Derek Carr pass complete short right to Clive Walford for 7 yards (tackle by Kemal Ishmael),1.930,2.590
3,0:57,1,10,ATL 45,21,14,DeAndre Washington middle for 8 yards (tackle by Robert Alford),2.590,3.120
3,0:17,2,2,ATL 37,21,14,DeAndre Washington right tackle for 1 yard (tackle by Ra'Shede Hageman),3.120,2.540
Quarter,Time,Down,ToGo,Location,ATL,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,ATL 36,21,14,Jamize Olawale left tackle for 11 yards (tackle by Brian Poole),2.540,3.910
4,14:16,1,10,ATL 25,21,14,Derek Carr pass complete short left to Latavius Murray for 5 yards (tackle by Kemal Ishmael),3.910,4.040
4,13:37,2,5,ATL 20,21,14,Latavius Murray right end for 18 yards (tackle by Desmond Trufant and Ricardo Allen),4.040,6.740
4,12:52,1,2,ATL 2,21,14,Latavius Murray middle for no gain (tackle by Deion Jones),6.740,5.720
4,12:17,2,2,ATL 2,21,14,Derek Carr pass incomplete short right intended for Amari Cooper (defended by Kemal Ishmael),5.720,4.950
4,12:11,3,2,ATL 2,21,14,Derek Carr pass incomplete short right intended for Andre Holmes,4.950,3.250
4,12:03,4,2,ATL 2,21,20,"Derek Carr pass complete short right to Michael Crabtree for 2 yards, touchdown",3.250,7.000
4,12:03,,,ATL 2,21,21,Sebastian Janikowski kicks extra point good,0.000,0.000
4,12:03,,,OAK 35,21,21,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.610
4,12:00,1,10,ATL 25,21,21,Devonta Freeman right tackle for 12 yards (tackle by David Amerson),0.610,1.400
4,11:38,1,10,ATL 37,21,21,Matt Ryan pass complete short middle to Julio Jones for 8 yards (tackle by Sean Smith),1.400,1.940
4,11:15,2,2,ATL 45,21,21,"Matt Ryan pass complete deep right to Julio Jones for 48 yards (tackle by Reggie Nelson). Penalty on Julio Jones: Delay of Game, 5 yards",1.940,4.780
4,10:39,1,10,OAK 12,21,21,Devonta Freeman middle for 2 yards (tackle by Malcolm Smith),4.780,4.450
4,10:34,2,8,OAK 10,21,21,Matt Ryan pass complete short right to Mohamed Sanu for 2 yards (tackle by Ben Heeney and Khalil Mack),4.450,3.930
4,9:35,3,6,OAK 8,27,21,"Matt Ryan pass complete short right to Justin Hardy for 8 yards, touchdown",3.930,7.000
4,9:35,,,OAK 8,28,21,Matt Bryant kicks extra point good,0.000,0.000
4,9:35,,,ATL 35,28,21,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
4,9:29,1,10,OAK 25,28,21,Derek Carr pass incomplete short right intended for Andre Holmes,0.610,0.060
4,9:23,2,10,OAK 25,28,21,DeAndre Washington middle for 3 yards (tackle by Adrian Clayborn),0.060,-0.230
4,8:52,3,7,OAK 28,28,21,"Derek Carr pass incomplete short left intended for Amari Cooper. Penalty on Desmond Trufant: Defensive Pass Interference, 13 yards (no play)",-0.230,1.660
4,8:47,1,10,OAK 41,28,21,Jalen Richard left guard for 1 yard (tackle by Grady Jarrett and Derrick Shelby),1.660,1.260
4,8:10,2,9,OAK 42,28,21,Jalen Richard middle for 7 yards (tackle by Kemal Ishmael and Deion Jones),1.260,1.490
4,7:32,3,2,OAK 49,28,21,Derek Carr pass incomplete deep left intended for Amari Cooper. Penalty on Amari Cooper: Illegal Touch Pass,1.490,-0.130
4,7:16,4,2,OAK 49,28,21,Jalen Richard middle for 1 yard (tackle by Kemal Ishmael),-0.130,-2.260
4,7:12,1,10,,28,21,Devonta Freeman middle for 6 yards (tackle by Ben Heeney),2.260,2.520
4,6:48,2,4,OAK 44,28,21,Devonta Freeman middle for 1 yard (tackle by David Amerson),2.520,1.950
4,6:12,3,3,OAK 43,28,21,Matt Ryan pass complete short middle to Levine Toilolo for 5 yards (tackle by Cory James),1.950,3.050
4,5:34,1,10,OAK 38,28,21,Matt Ryan pass complete short middle to Julio Jones for 20 yards (tackle by Sean Smith and Reggie Nelson),3.050,4.370
4,5:25,1,10,OAK 18,28,21,"Penalty on Dan Williams: Neutral Zone Infraction, 5 yards (no play)",4.370,5.410
4,4:41,1,5,OAK 13,34,21,"Tevin Coleman middle for 13 yards, touchdown",5.410,7.000
4,4:41,,,OAK 13,35,21,Matt Bryant kicks extra point good,0.000,0.000
4,4:41,,,ATL 35,35,21,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
4,4:35,1,10,OAK 25,35,21,Derek Carr pass incomplete deep right intended for Seth Roberts,0.610,0.060
4,4:28,2,10,OAK 25,35,21,Derek Carr pass complete short left to Amari Cooper for 16 yards (tackle by Desmond Trufant),0.060,1.660
4,4:06,1,10,OAK 41,35,21,Derek Carr pass complete short middle to Latavius Murray for 11 yards (tackle by Brian Poole and Ricardo Allen),1.660,2.390
4,3:34,1,10,ATL 48,35,21,Derek Carr pass complete short middle to Seth Roberts for 14 yards (tackle by Adrian Clayborn),2.390,3.310
4,3:09,1,10,ATL 34,35,21,Derek Carr pass complete short middle to Jamize Olawale for 15 yards (tackle by Kemal Ishmael and Deion Jones),3.310,4.310
4,2:48,1,10,ATL 19,35,21,Derek Carr pass complete short middle to Jamize Olawale for 13 yards (tackle by Deion Jones),4.310,5.830
4,2:26,1,6,ATL 6,35,21,Derek Carr pass incomplete short left intended for Seth Roberts,5.830,4.950
4,2:20,2,6,ATL 6,35,27,"Derek Carr pass complete short right to Andre Holmes for 6 yards, touchdown",4.950,7.000
4,2:20,,,ATL 6,35,28,Sebastian Janikowski kicks extra point good,0.000,0.000
4,2:20,,,OAK 35,35,28,"Sebastian Janikowski kicks off 63 yards, returned by Aldrick Robinson for 11 yards (tackle by Brynden Trawick)",0.000,0.320
4,2:10,1,10,ATL 13,35,28,Devonta Freeman middle for -1 yards (tackle by Sean Smith),-0.320,-0.320
4,2:04,1,10,ATL 13,35,28,Timeout #1 by Oakland Raiders,-0.320,-0.850
4,2:04,2,11,ATL 12,35,28,Matt Ryan pass complete short left to Taylor Gabriel for 8 yards (tackle by Reggie Nelson),-0.850,-0.590
4,1:56,3,3,ATL 20,35,28,Matt Ryan pass complete short middle to Mohamed Sanu for 15 yards (tackle by D.J. Hayden),-0.590,-0.590
4,1:49,3,3,ATL 20,35,28,Timeout #2 by Oakland Raiders,-0.590,1.270
4,1:49,1,10,ATL 35,35,28,Tevin Coleman middle for 2 yards (tackle by Jihad Ward),1.270,1.270
4,1:40,1,10,ATL 35,35,28,Timeout #3 by Oakland Raiders,1.270,0.990
4,1:40,2,8,ATL 37,35,28,Tevin Coleman middle for -1 yards (tackle by Bruce Irvin),0.990,0.170
4,0:56,3,9,ATL 36,35,28,Tevin Coleman middle for 4 yards (tackle by Cory James and Keith McGill),0.170,0.170
4,0:10,3,9,ATL 36,35,28,Timeout #1 by Atlanta Falcons,0.170,-0.720
4,0:10,4,5,ATL 40,35,28,"Matthew Bosher punts 60 yards, touchback",-0.720,-0.280
4,0:02,1,10,OAK 20,35,28,"Derek Carr pass complete short middle to Amari Cooper for 16 yards. Amari Cooper fumbles, recovered by Jalen Richard at OAK-36, lateral to Seth Roberts for -12 yards, lateral to Derek Carr for -7 yards, lateral to Michael Crabtree for 11 yards (tackle by Deion Jones)",0.280,1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
