Quarter,Time,Down,ToGo,Location,SDG,GNB,Detail,EPB,EPA
1,8:18,2,1,SDG 29,0,7,Melvin Gordon left guard for 3 yards (tackle by Mike Daniels and Micah Hyde),0.950,1.070
1,7:40,1,10,SDG 32,0,7,Philip Rivers pass complete short middle to Antonio Gates for 5 yards (tackle by Nate Palmer),1.070,1.200
1,7:21,2,5,SDG 37,0,7,Danny Woodhead left tackle for -1 yards (tackle by Letroy Guion),1.200,1.200
1,6:53,2,5,SDG 37,0,7,Timeout #1 by Green Bay Packers,1.200,0.370
1,6:53,3,6,SDG 36,0,7,Philip Rivers pass complete short middle to Keenan Allen for 7 yards (tackle by Micah Hyde),0.370,1.800
1,6:12,1,10,SDG 43,0,7,Philip Rivers pass incomplete deep right intended for Keenan Allen,1.800,1.250
1,6:06,2,10,SDG 43,0,7,Melvin Gordon for 25 yards (tackle by Micah Hyde),1.250,3.450
1,5:46,1,10,GNB 32,0,7,"Melvin Gordon right end for 3 yards (tackle by Mike Neal). Melvin Gordon fumbles (forced by Mike Neal), recovered by D.J. Fluker at GNB-29",3.450,3.310
1,4:55,2,7,GNB 29,0,7,Philip Rivers pass incomplete deep left intended for Malcom Floyd (defended by Sam Shields),3.310,2.610
1,4:49,3,7,GNB 29,0,7,Philip Rivers pass complete short right to Keenan Allen for 12 yards (tackle by Damarious Randall),2.610,4.440
1,4:10,1,10,GNB 17,0,7,Melvin Gordon middle for -1 yards (tackle by Clay Matthews and Letroy Guion),4.440,3.720
1,3:31,2,11,GNB 18,0,7,Philip Rivers pass incomplete deep right intended for Antonio Gates,3.720,3.000
1,3:25,3,11,GNB 18,0,7,Philip Rivers pass incomplete short middle intended for Antonio Gates (defended by Datone Jones),3.000,2.250
1,3:21,4,11,GNB 18,3,7,Josh Lambo 36 yard field goal good,2.250,3.000
1,3:21,,,SDG 35,3,7,"Josh Lambo kicks off 69 yards, returned by Ty Montgomery for 37 yards (tackle by Cordarro Law). Penalty on Joe Thomas: Offensive Holding, 10 yards",0.000,0.220
1,3:10,1,10,GNB 15,3,7,Aaron Rodgers pass incomplete short right intended for Jeff Janis,-0.220,-0.710
1,3:04,2,10,GNB 15,3,7,James Starks left end for 1 yard (tackle by Ryan Carrethers and Sean Lissemore),-0.710,-1.250
1,3:04,3,9,GNB 16,3,7,"Penalty on Corey Liuget: Neutral Zone Infraction, 5 yards (no play)",-1.250,-0.630
1,2:12,3,4,GNB 21,3,7,"Aaron Rodgers pass incomplete deep right intended for Ty Montgomery. Penalty on Brandon Flowers: Defensive Pass Interference, 14 yards (no play)",-0.630,1.270
1,2:08,1,10,GNB 35,3,7,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,1.270,0.720
1,2:03,2,10,GNB 35,3,13,"James Starks right end for 65 yards, touchdown",0.720,7.000
1,2:03,,,SDG 35,3,14,Mason Crosby kicks extra point good,0.000,0.000
1,2:03,,,GNB 35,3,14,"Mason Crosby kicks off 70 yards, returned by Jacoby Jones for 21 yards (tackle by Demetri Goodson)",0.000,0.140
1,1:47,1,10,SDG 16,3,14,Philip Rivers pass complete short left to Malcom Floyd for 16 yards (tackle by Casey Hayward),-0.140,1.070
1,1:08,1,10,SDG 32,3,14,Philip Rivers pass complete short left to Branden Oliver for 12 yards (tackle by Clay Matthews),1.070,1.860
1,0:32,1,10,SDG 44,3,14,Branden Oliver right tackle for 1 yard (tackle by Letroy Guion and Julius Peppers),1.860,1.450
Quarter,Time,Down,ToGo,Location,SDG,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,SDG 45,3,14,Philip Rivers pass complete short right to Branden Oliver for 7 yards (tackle by Nate Palmer),1.450,1.690
2,14:20,3,2,GNB 48,3,14,Philip Rivers pass complete short left to Dontrelle Inman for 8 yards (tackle by Quinten Rollins),1.690,2.920
2,13:51,1,10,GNB 40,3,14,"Philip Rivers pass incomplete short middle intended for Dontrelle Inman. Penalty on Jayrone Elliott: Defensive Offside, 5 yards (no play)",2.920,3.650
2,13:48,1,5,GNB 35,3,14,Philip Rivers pass complete short middle to Ladarius Green for 4 yards (tackle by Nate Palmer),3.650,3.590
2,13:08,2,1,GNB 31,3,14,Philip Rivers pass incomplete deep left intended for Dontrelle Inman,3.590,3.590
2,13:04,2,1,GNB 31,3,14,Timeout #1 by Los Angeles Chargers,3.590,2.870
2,13:04,3,1,GNB 31,3,14,Philip Rivers pass complete short middle to Keenan Allen for 12 yards (tackle by Damarious Randall),2.870,4.310
2,12:20,1,10,GNB 19,3,14,Philip Rivers pass incomplete deep left intended for Ladarius Green (defended by Ha Ha Clinton-Dix),4.310,3.750
2,12:14,2,10,GNB 19,3,14,Danny Woodhead left tackle for 4 yards (tackle by Nate Palmer),3.750,3.580
2,11:33,3,6,GNB 15,3,14,Philip Rivers pass complete short right to Keenan Allen for 3 yards (tackle by Casey Hayward),3.580,2.730
2,10:50,4,3,GNB 12,3,14,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Micah Hyde),2.730,0.350
2,10:46,1,10,GNB 12,3,14,Aaron Rodgers pass complete deep left to Justin Perillo for 21 yards (tackle by Jahleel Addae). Penalty on Patrick Robinson: Defensive Holding (Declined),-0.350,1.140
2,10:20,1,10,GNB 33,3,14,Ty Montgomery left tackle for 4 yards (tackle by Donald Butler),1.140,1.130
2,9:49,2,6,GNB 37,3,14,Aaron Rodgers pass complete short middle to Ty Montgomery for 6 yards (tackle by Jahleel Addae),1.130,1.800
2,9:08,1,10,GNB 43,3,14,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,1.800,1.800
2,9:00,1,10,GNB 43,3,14,Timeout #2 by Green Bay Packers,1.800,1.250
2,9:00,2,10,GNB 43,3,14,Aaron Rodgers pass incomplete short right intended for Randall Cobb,1.250,0.560
2,8:56,3,10,GNB 43,3,14,Aaron Rodgers pass complete deep left to Jeff Janis for 46 yards. Penalty on Jeremiah Attaochu: Defensive Offside (Declined),0.560,4.840
2,8:31,1,10,SDG 11,3,14,"Aaron Rodgers pass incomplete short left intended for James Jones. Penalty on Patrick Robinson: Defensive Holding, 5 yards (no play)",4.840,5.830
2,8:24,1,6,SDG 6,3,14,Aaron Rodgers pass complete short middle to John Kuhn for 1 yard (tackle by Corey Liuget and Donald Butler),5.830,5.150
2,7:39,2,5,SDG 5,3,14,Eddie Lacy middle for no gain (tackle by Corey Liuget),5.150,4.260
2,6:56,3,5,SDG 5,3,14,Aaron Rodgers pass incomplete short left intended for Justin Perillo,4.260,3.010
2,6:51,4,5,SDG 5,3,17,Mason Crosby 23 yard field goal good,3.010,3.000
2,6:51,,,GNB 35,3,17,"Mason Crosby kicks off 65 yards, returned by Jacoby Jones for 14 yards (tackle by Chris Banjo)",0.000,0.280
2,6:43,1,10,SDG 14,3,17,"Melvin Gordon left end for -2 yards (tackle by Casey Hayward). Penalty on Ha Ha Clinton-Dix: Unnecessary Roughness, 15 yards",-0.280,0.740
2,6:17,1,10,SDG 27,3,17,"Melvin Gordon left guard for 3 yards (tackle by Ha Ha Clinton-Dix). Melvin Gordon fumbles (forced by Ha Ha Clinton-Dix), recovered by Clay Matthews at SDG-34 (tackle by Kenny Wiggins)",0.740,-3.310
2,6:11,1,10,SDG 34,3,17,James Starks left end for -2 yards (tackle by Denzel Perryman),3.310,2.500
2,5:39,2,12,SDG 36,3,17,Aaron Rodgers pass incomplete deep right intended for James Jones,2.500,1.820
2,5:34,3,12,SDG 36,3,17,"Penalty on Ricardo Mathews: Neutral Zone Infraction, 5 yards (no play)",1.820,2.480
2,5:34,3,7,SDG 31,3,17,Aaron Rodgers sacked by Jeremiah Attaochu for -9 yards,2.480,0.590
2,4:54,4,16,SDG 40,3,17,"Tim Masthay punts 28 yards, out of bounds",0.590,0.350
2,4:47,1,10,SDG 12,3,17,Branden Oliver left tackle for 5 yards (tackle by Nate Palmer),-0.350,-0.230
2,4:16,2,5,SDG 17,3,17,"Philip Rivers pass complete short left to Branden Oliver for 10 yards (tackle by Ha Ha Clinton-Dix). Penalty on D.J. Fluker: Offensive Holding, 8 yards (no play)",-0.230,-1.000
2,3:50,2,13,SDG 9,3,17,Philip Rivers pass complete short left to Branden Oliver for 7 yards (tackle by Ha Ha Clinton-Dix),-1.000,-0.950
2,3:05,3,6,SDG 16,3,17,Philip Rivers pass complete short right to Danny Woodhead for 8 yards (tackle by Damarious Randall),-0.950,0.540
2,2:29,1,10,SDG 24,3,17,Philip Rivers pass complete short middle to Malcom Floyd for 2 yards (tackle by Nate Palmer),0.540,0.270
2,2:00,2,8,SDG 26,3,17,Philip Rivers pass complete short middle to Antonio Gates for 13 yards (tackle by Sam Shields),0.270,1.530
2,1:38,1,10,SDG 39,3,17,Philip Rivers pass incomplete short right intended for Danny Woodhead,1.530,0.990
2,1:34,2,10,SDG 39,3,17,Philip Rivers pass complete deep middle to Keenan Allen for 38 yards (tackle by Sam Shields),0.990,4.040
2,1:01,1,10,GNB 23,3,17,Philip Rivers pass complete deep left to Keenan Allen for 16 yards (tackle by Sam Shields),4.040,5.600
2,0:55,1,7,GNB 7,3,17,"Penalty on Joe Barksdale: False Start, 5 yards (no play)",5.600,4.640
2,0:55,1,12,GNB 12,3,17,Danny Woodhead right guard for 2 yards (tackle by Clay Matthews),4.640,4.190
2,0:30,2,10,GNB 10,3,17,Philip Rivers pass incomplete short right intended for Antonio Gates,4.190,3.130
2,0:25,3,10,GNB 10,3,17,Philip Rivers pass complete short middle to Keenan Allen for 9 yards (tackle by Ha Ha Clinton-Dix),3.130,3.130
2,0:02,3,10,GNB 10,3,17,Timeout #2 by Los Angeles Chargers,3.130,3.130
2,0:02,3,10,GNB 10,3,17,Timeout #3 by Green Bay Packers,3.130,3.550
2,0:02,4,1,GNB 1,9,17,"Philip Rivers pass complete short left to Dontrelle Inman for 1 yard, touchdown. Penalty on SDG: Unsportsmanlike Conduct, 15 yards",3.550,7.000
2,0:02,,,GNB 1,10,17,Josh Lambo kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,SDG,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 20,10,17,"Josh Lambo kicks off 70 yards, returned by Jared Abbrederis for 30 yards (tackle by Nick Dzubnar)",0.000,-1.600
3,14:54,1,10,GNB 40,10,17,Eddie Lacy left end for 3 yards (tackle by Corey Liuget),1.600,1.460
3,14:26,2,7,GNB 43,10,17,Aaron Rodgers pass incomplete short left intended for Richard Rodgers,1.460,0.760
3,14:19,3,7,GNB 43,10,17,Aaron Rodgers sacked by Jeremiah Attaochu for -4 yards,0.760,-0.780
3,13:44,4,11,GNB 39,10,17,"Tim Masthay punts 38 yards, returned by Jacoby Jones for -2 yards (tackle by Chris Banjo)",-0.780,-0.340
3,13:35,1,10,SDG 21,10,17,Philip Rivers pass complete short left to Antonio Gates for 6 yards (tackle by Micah Hyde),0.340,0.610
3,13:00,2,4,SDG 27,10,17,Branden Oliver right tackle for 1 yard (tackle by Nate Palmer),0.610,0.040
3,12:22,3,3,SDG 28,10,17,"Philip Rivers pass complete short right to Danny Woodhead for 7 yards (tackle by Nate Palmer). Penalty on D.J. Fluker: Face Mask (15 Yards), 14 yards (no play)",0.040,-2.130
3,12:02,3,17,SDG 14,10,17,Philip Rivers pass complete deep middle to Malcom Floyd for 50 yards (tackle by Ha Ha Clinton-Dix),-2.130,3.180
3,11:14,1,10,GNB 36,10,17,Danny Woodhead middle for 2 yards (tackle by Ha Ha Clinton-Dix and Andy Mulumba),3.180,2.910
3,10:37,2,8,GNB 34,10,17,Philip Rivers pass incomplete deep right intended for Dontrelle Inman,2.910,2.210
3,10:33,3,8,GNB 34,10,17,Philip Rivers pass complete short left to Keenan Allen for 14 yards (tackle by Casey Hayward),2.210,4.240
3,10:10,1,10,GNB 20,10,17,Danny Woodhead middle for 1 yard (tackle by Letroy Guion and Mike Pennel),4.240,3.820
3,9:29,2,9,GNB 19,16,17,"Philip Rivers pass complete deep right to Ladarius Green for 19 yards, touchdown",3.820,7.000
3,9:29,,,GNB 19,17,17,Josh Lambo kicks extra point good,0.000,0.000
3,9:29,,,SDG 35,17,17,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
3,9:24,1,10,GNB 20,17,17,Aaron Rodgers pass incomplete deep right intended for Jeff Janis,0.280,-0.270
3,9:18,2,10,GNB 20,17,17,Aaron Rodgers pass complete short left to Richard Rodgers for 9 yards (tackle by Denzel Perryman),-0.270,0.230
3,8:34,3,1,GNB 29,17,17,Aaron Rodgers pass incomplete deep right intended for Richard Rodgers,0.230,-1.440
3,8:24,4,1,GNB 29,17,17,"Tim Masthay punts 50 yards, returned by Jacoby Jones for -5 yards (tackle by Jeff Janis)",-1.440,0.140
3,8:11,1,10,SDG 16,17,17,Philip Rivers pass complete short middle to Keenan Allen for 7 yards (tackle by Damarious Randall),-0.140,0.420
3,7:45,2,3,SDG 23,17,17,Branden Oliver left guard for 3 yards (tackle by Nate Palmer),0.420,0.670
3,7:15,1,10,SDG 26,17,17,Philip Rivers pass incomplete short left intended for Malcom Floyd,0.670,0.130
3,7:11,2,10,SDG 26,17,17,Philip Rivers pass complete short middle to Danny Woodhead for 6 yards (tackle by Joe Thomas),0.130,0.230
3,6:29,3,4,SDG 32,17,17,Philip Rivers pass complete short middle to Keenan Allen for 8 yards (tackle by Chris Banjo),0.230,1.600
3,5:46,1,10,SDG 40,17,17,Philip Rivers pass incomplete short right intended for Antonio Gates,1.600,1.050
3,5:41,2,10,SDG 40,17,17,Philip Rivers pass incomplete short right intended for Malcom Floyd,1.050,0.370
3,5:37,3,10,SDG 40,17,17,Philip Rivers pass complete short left to Antonio Gates for 9 yards (tackle by Casey Hayward),0.370,-0.130
3,5:37,4,1,SDG 49,17,17,"Penalty on Mike Daniels: Encroachment, 5 yards (no play)",-0.130,2.520
3,4:38,1,10,GNB 46,17,17,Philip Rivers pass incomplete deep left intended for Malcom Floyd,2.520,1.980
3,4:34,2,10,GNB 46,17,17,Philip Rivers sacked by Julius Peppers for -3 yards,1.980,0.890
3,3:52,3,13,GNB 49,17,17,Philip Rivers pass incomplete deep right intended for Malcom Floyd,0.890,0.000
3,3:45,4,13,GNB 49,17,17,"Mike Scifres punts 34 yards, returned by Micah Hyde for 16 yards (tackle by Nick Dzubnar)",0.000,-1.000
3,3:34,1,10,GNB 31,17,17,James Starks left tackle for 4 yards (tackle by Denzel Perryman),1.000,1.000
3,3:06,2,6,GNB 35,17,17,Aaron Rodgers pass complete short right to Randall Cobb for 26 yards (tackle by Jimmy Wilson),1.000,2.980
3,2:56,1,10,SDG 39,17,17,Aaron Rodgers pass incomplete short middle intended for James Jones,2.980,2.440
3,2:51,2,10,SDG 39,17,17,James Starks left end for 7 yards (tackle by Sean Lissemore),2.440,2.680
3,2:08,3,3,SDG 32,17,17,Aaron Rodgers pass complete short right to John Kuhn for 19 yards (tackle by Eric Weddle),2.680,4.710
3,1:22,1,10,SDG 13,17,17,James Starks middle for 5 yards (tackle by Kendall Reyes),4.710,4.960
3,0:49,2,5,SDG 8,17,23,"Aaron Rodgers pass complete short right to James Jones for 8 yards, touchdown",4.960,7.000
3,0:49,,,SDG 8,17,24,Mason Crosby kicks extra point good,0.000,0.000
3,0:49,,,GNB 35,17,24,"Mason Crosby kicks off 62 yards, returned by Jacoby Jones for 20 yards (tackle by Andy Mulumba)",0.000,-0.480
3,0:40,1,10,SDG 23,17,24,Philip Rivers pass complete short left to Malcom Floyd for 11 yards (tackle by Sam Shields),0.480,1.200
3,0:03,1,10,SDG 34,17,24,Philip Rivers pass complete short middle to Dontrelle Inman for 9 yards (tackle by Sam Shields),1.200,1.870
Quarter,Time,Down,ToGo,Location,SDG,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,SDG 43,17,24,Branden Oliver middle for 4 yards (tackle by Nate Palmer),1.870,2.060
4,14:16,1,10,SDG 47,17,24,Philip Rivers pass incomplete short right intended for Antonio Gates,2.060,1.520
4,14:11,2,10,SDG 47,17,24,Branden Oliver left end for 6 yards (tackle by Clay Matthews and Joe Thomas),1.520,1.620
4,13:26,3,4,GNB 47,17,24,Philip Rivers pass complete short right to Danny Woodhead for 25 yards (tackle by Ha Ha Clinton-Dix),1.620,4.110
4,12:48,1,10,GNB 22,17,24,Philip Rivers sacked by Mike Daniels and Mike Neal for -8 yards,4.110,2.480
4,12:03,2,18,GNB 30,17,24,Philip Rivers pass complete deep right to Malcom Floyd for 16 yards (tackle by Ha Ha Clinton-Dix),2.480,4.150
4,11:19,3,2,GNB 14,17,24,Philip Rivers pass incomplete short left intended for Dontrelle Inman (defended by Sam Shields),4.150,2.630
4,11:14,4,2,GNB 14,20,24,Josh Lambo 32 yard field goal good,2.630,3.000
4,11:14,,,SDG 35,20,24,Josh Lambo kicks off 36 yards,0.000,-0.870
4,11:09,1,10,GNB 29,20,24,"Eddie Lacy right tackle for -3 yards (tackle by Denzel Perryman). Eddie Lacy fumbles (forced by Denzel Perryman), recovered by T.J. Lang at GNB-25",0.870,-0.210
4,10:27,2,14,GNB 25,20,24,Aaron Rodgers sacked by Corey Liuget for -5 yards,-0.210,-1.550
4,9:41,3,19,GNB 20,20,24,Aaron Rodgers pass complete short left to Eddie Lacy for 12 yards (tackle by Jimmy Wilson and Donald Butler),-1.550,-1.240
4,9:07,4,7,GNB 32,20,24,"Tim Masthay punts 46 yards, fair catch by Jacoby Jones",-1.240,-0.410
4,9:00,1,10,SDG 22,20,24,Philip Rivers pass complete short middle to Antonio Gates for 21 yards (tackle by Damarious Randall),0.410,1.800
4,8:24,1,10,SDG 43,20,24,Philip Rivers pass incomplete deep left intended for Dontrelle Inman,1.800,1.250
4,8:18,2,10,SDG 43,20,24,Philip Rivers pass complete short right to Branden Oliver for 14 yards (tackle by Damarious Randall),1.250,2.720
4,7:44,1,10,GNB 43,20,24,Branden Oliver left guard for 3 yards (tackle by Nate Palmer and Casey Hayward),2.720,2.580
4,7:08,2,7,GNB 40,20,24,Philip Rivers pass incomplete deep right intended for Malcom Floyd (defended by Damarious Randall),2.580,2.580
4,7:01,2,7,GNB 40,20,24,Timeout #1 by Green Bay Packers,2.580,1.880
4,7:01,3,7,GNB 40,20,24,Philip Rivers sacked by Datone Jones for -4 yards,1.880,0.330
4,6:22,4,11,GNB 44,20,24,"Mike Scifres punts 44 yards, touchback",0.330,-0.280
4,6:14,1,10,GNB 20,20,24,Aaron Rodgers pass complete short left to Richard Rodgers for 25 yards (tackle by Jimmy Wilson),0.280,1.930
4,5:51,1,10,GNB 45,20,24,James Starks right tackle for 2 yards (tackle by Corey Liuget),1.930,1.650
4,5:14,2,8,GNB 47,20,24,Aaron Rodgers pass complete short left to Jeff Janis for 33 yards (tackle by Darrell Stuckey and Denzel Perryman),1.650,4.240
4,4:28,1,10,SDG 20,20,24,James Starks middle for 5 yards (tackle by Jimmy Wilson),4.240,4.450
4,3:45,2,5,SDG 15,20,24,Aaron Rodgers pass incomplete short left intended for James Starks,4.450,4.450
4,3:40,2,5,SDG 15,20,24,Timeout #2 by Green Bay Packers,4.450,3.700
4,3:40,3,5,SDG 15,20,24,"Aaron Rodgers pass incomplete short right intended for Jeff Janis. Penalty on Brandon Flowers: Defensive Holding, 5 yards (no play)",3.700,4.910
4,3:35,1,10,SDG 10,20,24,James Starks right tackle for no gain (tackle by Jimmy Wilson),4.910,4.190
4,2:52,2,10,SDG 10,20,24,Aaron Rodgers pass incomplete short right intended for James Jones,4.190,3.130
4,2:46,3,10,SDG 10,20,24,Aaron Rodgers pass incomplete short right intended for Richard Rodgers,3.130,2.760
4,2:41,4,10,SDG 10,20,27,Mason Crosby 28 yard field goal good,2.760,3.000
4,2:41,,,GNB 35,20,27,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,2:37,1,10,SDG 20,20,27,Philip Rivers pass complete short right to Antonio Gates for 11 yards (tackle by Micah Hyde),0.280,1.000
4,2:10,1,10,SDG 31,20,27,Philip Rivers pass complete short middle to Danny Woodhead for 12 yards (tackle by Mike Neal),1.000,1.800
4,2:00,1,10,SDG 43,20,27,Philip Rivers pass complete short middle to Antonio Gates for 5 yards (tackle by Clay Matthews and Nate Palmer),1.800,1.930
4,1:27,2,5,SDG 48,20,27,Philip Rivers pass complete short middle to Antonio Gates for 13 yards (tackle by Micah Hyde),1.930,1.930
4,1:19,2,5,SDG 48,20,27,Timeout #1 by Los Angeles Chargers,1.930,2.980
4,1:19,1,10,GNB 39,20,27,Philip Rivers pass complete short left to Danny Woodhead for 12 yards (tackle by Sam Shields),2.980,3.780
4,1:14,1,10,GNB 27,20,27,Philip Rivers pass complete short middle to Antonio Gates for 12 yards (tackle by Micah Hyde),3.780,4.580
4,0:39,1,10,GNB 15,20,27,Philip Rivers pass complete short right to Ladarius Green for 12 yards (tackle by Micah Hyde). Penalty on Datone Jones: Illegal Use of Hands (Declined),4.580,6.510
4,0:33,1,3,GNB 3,20,27,Danny Woodhead right guard for 1 yard (tackle by Clay Matthews),6.510,6.510
4,0:28,1,3,GNB 3,20,27,Timeout #2 by Los Angeles Chargers,6.510,5.720
4,0:28,2,2,GNB 2,20,27,Philip Rivers pass incomplete short right intended for Antonio Gates,5.720,4.950
4,0:23,3,2,GNB 2,20,27,Danny Woodhead right guard for -1 yards (tackle by Datone Jones),4.950,4.950
4,0:20,3,2,GNB 2,20,27,Timeout #3 by Los Angeles Chargers,4.950,3.040
4,0:20,4,3,GNB 3,20,27,Philip Rivers pass incomplete short right intended for Danny Woodhead (defended by Damarious Randall),3.040,0.380
4,0:15,1,10,GNB 3,20,27,Aaron Rodgers kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
