Quarter,Time,Down,ToGo,Location,MIN,SDG,Detail,EPB,EPA
2,12:13,2,11,SDG 20,10,7,Philip Rivers pass complete short middle to Antonio Gates for 7 yards (tackle by Chad Greenway and E.J. Henderson),-0.340,-0.100
2,11:33,3,4,SDG 27,10,7,Philip Rivers pass incomplete short middle intended for Antonio Gates (defended by E.J. Henderson),-0.100,-1.570
2,11:28,4,4,SDG 27,10,7,"Mike Scifres punts 39 yards, returned by Marcus Sherels for 15 yards (tackle by Darrell Stuckey)",-1.570,-2.190
2,11:12,1,10,MIN 49,10,7,Donovan McNabb pass complete short right to Percy Harvin for 2 yards (tackle by Eric Weddle),2.190,1.920
2,10:39,2,8,SDG 49,10,7,Adrian Peterson up the middle for 46 yards (tackle by Bob Sanders),1.920,6.510
2,9:50,1,3,SDG 3,16,7,"Donovan McNabb pass complete short middle to Michael Jenkins for 3 yards, touchdown",6.510,7.000
2,,,,SDG 2,17,7,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 35,17,7,"Ryan Longwell kicks off 72 yards, returned by Richard Goodman for 27 yards (tackle by Larry Dean). Penalty on Randy McMichael: Offensive Holding, 10 yards",0.000,-0.380
2,9:39,1,10,SDG 10,17,7,Mike Tolbert up the middle for 1 yard (tackle by E.J. Henderson),-0.380,-0.710
2,9:08,2,9,SDG 11,17,7,Philip Rivers pass complete deep right to Malcom Floyd for 16 yards (tackle by Husain Abdullah),-0.710,0.740
2,8:28,1,10,SDG 27,17,7,Philip Rivers pass complete short right to Mike Tolbert for 8 yards (tackle by Antoine Winfield),0.740,1.280
2,7:46,2,2,SDG 35,17,7,Mike Tolbert left tackle for 3 yards (tackle by Chad Greenway and E.J. Henderson),1.280,1.470
2,7:06,1,10,SDG 38,17,7,Philip Rivers pass incomplete short right intended for Ryan Mathews,1.470,0.920
2,7:02,2,10,SDG 38,17,7,"Penalty on Nick Hardwick: False Start, 6 yards (no play)",0.920,0.110
2,7:02,2,16,SDG 32,17,7,Philip Rivers pass complete short right to Ryan Mathews for 25 yards (tackle by Tyrell Johnson),0.110,2.720
2,6:19,1,10,MIN 43,17,7,Philip Rivers pass incomplete deep left intended for Vincent Jackson,2.720,2.180
2,6:12,2,10,MIN 43,17,7,"Philip Rivers pass incomplete short right intended for Vincent Jackson. Penalty on Chris Cook: Defensive Pass Interference, 12 yards (no play)",2.180,3.510
2,6:08,1,10,MIN 31,17,7,Mike Tolbert left tackle for 1 yard (tackle by Antoine Winfield),3.510,3.100
2,5:30,2,9,MIN 30,17,7,Philip Rivers pass complete short middle to Antonio Gates for 6 yards (tackle by Chad Greenway and Antoine Winfield),3.100,3.200
2,4:49,3,3,MIN 24,17,7,Philip Rivers pass complete short right to Antonio Gates for 9 yards (tackle by Chris Cook),3.200,4.580
2,4:06,1,10,MIN 15,17,7,Philip Rivers pass incomplete short middle intended for Antonio Gates (defended by Husain Abdullah),4.580,3.950
2,4:00,2,10,MIN 15,17,7,"Penalty on Malcom Floyd: False Start, 5 yards (no play)",3.950,3.350
2,4:00,2,15,MIN 20,17,7,Philip Rivers pass complete short right to Mike Tolbert for -5 yards (tackle by Brian Robison and Antoine Winfield),3.350,2.010
2,3:19,3,20,MIN 25,17,7,Philip Rivers pass incomplete deep left intended for Malcom Floyd (defended by Cedric Griffin),2.010,1.800
2,3:13,4,20,MIN 25,17,7,Philip Rivers pass incomplete deep middle intended for Antonio Gates,1.800,-0.610
2,3:07,1,10,MIN 25,17,7,Toby Gerhart up the middle for 12 yards (tackle by Quentin Jammer and Eric Weddle),0.610,1.400
2,2:32,1,10,MIN 37,17,7,Toby Gerhart up the middle for 4 yards (tackle by Luis Castillo and Takeo Spikes),1.400,1.400
2,2:00,2,6,MIN 41,17,7,Donovan McNabb pass incomplete short right intended for Kyle Rudolph,1.400,0.700
2,1:56,3,6,MIN 41,17,7,Percy Harvin left end for 4 yards (tackle by Antoine Cason and Donald Butler),0.700,-0.390
2,1:47,,,,17,7,Timeout #2 by San Diego Chargers,0.000,-0.390
2,1:47,4,2,MIN 45,17,7,"Chris Kluwe punts 38 yards, returned by Bryan Walters for no gain",-0.390,0.060
2,1:38,1,10,SDG 17,17,7,Philip Rivers pass complete short right to Mike Tolbert for 11 yards (tackle by Husain Abdullah and Jared Allen),-0.060,0.810
2,1:09,1,10,SDG 28,17,7,Philip Rivers pass complete short middle to Bryan Walters for 13 yards (tackle by Cedric Griffin),0.810,1.660
2,1:02,1,10,SDG 41,17,7,Philip Rivers pass complete short right to Randy McMichael for 8 yards (tackle by Jamarca Sanford and Letroy Guion),1.660,2.200
2,0:39,2,2,SDG 49,17,7,Philip Rivers pass incomplete short left intended for Malcom Floyd,2.200,1.490
2,0:35,3,2,SDG 49,17,7,Philip Rivers pass complete short left to Bryan Walters for 8 yards (tackle by Cedric Griffin),1.490,2.720
2,0:30,1,10,MIN 43,17,7,Philip Rivers pass complete deep middle to Vincent Jackson for 21 yards (tackle by Jamarca Sanford and Antoine Winfield),2.720,4.110
2,0:20,,,,17,7,Timeout #3 by San Diego Chargers,0.000,4.110
2,0:20,1,10,MIN 22,17,7,Philip Rivers pass incomplete deep right intended for Malcom Floyd,4.110,3.560
2,0:16,2,10,MIN 22,17,7,"Philip Rivers pass incomplete deep right intended for Malcom Floyd. Penalty on Chris Cook: Illegal Contact, 5 yards (no play)",3.560,4.440
2,0:10,1,10,MIN 17,17,7,Philip Rivers pass incomplete is intercepted by Antoine Winfield at MIN-9 and returned for 3 yards (tackle by Mike Tolbert),4.440,0.350
2,0:03,1,10,MIN 12,17,7,Donovan McNabb kneels for -1 yards,-0.350,-0.850
Quarter,Time,Down,ToGo,Location,MIN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,17,7,"Ryan Longwell kicks off 47 yards, returned by Kory Sperry for 13 yards (tackle by Adrian Awasom)",0.000,1.000
3,14:56,1,10,SDG 31,17,7,Mike Tolbert up the middle for 4 yards (tackle by Jamarca Sanford and E.J. Henderson),1.000,1.000
3,14:14,2,6,SDG 35,17,7,Philip Rivers pass complete short middle to Mike Tolbert for 11 yards (tackle by E.J. Henderson),1.000,1.990
3,13:37,1,10,SDG 46,17,7,Philip Rivers pass complete short middle to Ryan Mathews for 37 yards (tackle by Husain Abdullah and E.J. Henderson),1.990,4.440
3,13:00,1,10,MIN 17,17,7,Mike Tolbert up the middle for 2 yards (tackle by E.J. Henderson and Jared Allen),4.440,4.150
3,12:15,2,8,MIN 15,17,7,Philip Rivers sacked by E.J. Henderson for -1 yards,4.150,3.190
3,11:37,3,9,MIN 16,17,7,Philip Rivers pass complete short right to Mike Tolbert for 9 yards (tackle by Chris Cook),3.190,5.600
3,10:48,1,7,MIN 7,17,13,"Mike Tolbert up the middle for 7 yards, touchdown",5.600,7.000
3,,,,MIN 2,17,14,Mike Scifres kicks extra point good,0.000,0.000
3,,,,SDG 35,17,14,"Mike Scifres kicks off 65 yards, returned by Lorenzo Booker for 20 yards (tackle by Jacob Hester)",0.000,0.280
3,10:37,1,10,MIN 20,17,14,Adrian Peterson up the middle for 3 yards (tackle by Eric Weddle and Takeo Spikes),0.280,0.140
3,10:04,2,7,MIN 23,17,14,Donovan McNabb pass incomplete short left intended for Visanthe Shiancoe,0.140,-0.560
3,9:58,3,7,MIN 23,17,14,Donovan McNabb up the middle for 10 yards (tackle by Steve Gregory),-0.560,1.140
3,9:18,1,10,MIN 33,17,14,Adrian Peterson right end for 4 yards (tackle by Bob Sanders and Corey Liuget),1.140,1.130
3,8:38,2,6,MIN 37,17,14,Donovan McNabb pass incomplete short right intended for Percy Harvin,1.130,0.430
3,8:34,3,6,MIN 37,17,14,Donovan McNabb pass incomplete short left intended for Bernard Berrian (defended by Antoine Cason),0.430,-0.910
3,8:29,4,6,MIN 37,17,14,"Chris Kluwe punts 53 yards, returned by Bryan Walters for 13 yards (tackle by Larry Dean)",-0.910,-0.480
3,8:17,1,10,SDG 23,17,14,Ryan Mathews right end for -2 yards (tackle by Antoine Winfield),0.480,-0.340
3,7:36,2,12,SDG 21,17,14,Philip Rivers pass complete short right to Malcom Floyd for 13 yards (tackle by Chris Cook),-0.340,1.200
3,6:56,1,10,SDG 34,17,14,Philip Rivers pass complete short left to Randy McMichael for 1 yard (tackle by Antoine Winfield),1.200,0.790
3,6:18,2,9,SDG 35,17,14,Philip Rivers pass incomplete short right intended for Antonio Gates,0.790,0.100
3,6:13,3,9,SDG 35,17,14,Philip Rivers pass complete short left to Antonio Gates for 10 yards (tackle by Husain Abdullah),0.100,1.930
3,5:30,1,10,SDG 45,17,14,Ryan Mathews up the middle for 3 yards (tackle by Antoine Winfield),1.930,1.790
3,4:54,2,7,SDG 48,17,14,Philip Rivers pass complete short left to Vincent Jackson for 10 yards (tackle by Jamarca Sanford),1.790,2.790
3,4:20,1,10,MIN 42,17,14,Philip Rivers pass incomplete short middle intended for Malcom Floyd,2.790,2.240
3,4:16,2,10,MIN 42,17,14,Philip Rivers pass complete short middle to Randy McMichael for 11 yards (tackle by Chad Greenway),2.240,3.510
3,3:30,1,10,MIN 31,17,14,Philip Rivers pass incomplete short left intended for Jacob Hester,3.510,2.970
3,3:25,2,10,MIN 31,17,14,Ryan Mathews up the middle for 7 yards (tackle by Jamarca Sanford and Letroy Guion),2.970,3.200
3,2:43,3,3,MIN 24,17,14,Philip Rivers pass incomplete short left intended for Ryan Mathews is intercepted by Jared Allen at MIN-17 and returned for 14 yards (tackle by Antonio Gates),3.200,-1.000
3,2:34,1,10,MIN 31,17,14,Adrian Peterson up the middle for 5 yards (tackle by Travis LaBoy),1.000,1.140
3,2:02,2,5,MIN 36,17,14,Adrian Peterson right tackle for 7 yards (tackle by Shaun Phillips),1.140,1.800
3,1:22,1,10,MIN 43,17,14,Joe Webb up the middle for -2 yards (tackle by Jacques Cesaire),1.800,0.980
3,0:50,2,12,MIN 41,17,14,Percy Harvin up the middle for 2 yards (tackle by Takeo Spikes and Vaughn Martin),0.980,0.560
3,0:05,3,10,MIN 43,17,14,Donovan McNabb pass incomplete short middle intended for Adrian Peterson,0.560,-0.520
Quarter,Time,Down,ToGo,Location,MIN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,10,MIN 43,17,14,"Chris Kluwe punts 51 yards, returned by Bryan Walters for 11 yards (tackle by Eric Frampton). Penalty on Eric Frampton: Horse Collar Tackle, 15 yards",-0.520,-1.070
4,14:50,1,10,SDG 32,17,14,Philip Rivers pass complete short right to Mike Tolbert for 6 yards (tackle by E.J. Henderson),1.070,1.340
4,14:10,2,4,SDG 38,17,14,Mike Tolbert up the middle for 13 yards (tackle by Tyrell Johnson),1.340,2.320
4,13:29,1,10,MIN 49,17,14,Philip Rivers pass complete short left to Antonio Gates for 15 yards (tackle by Tyrell Johnson),2.320,3.310
4,12:56,1,10,MIN 34,17,14,Ryan Mathews up the middle for -1 yards (tackle by Chad Greenway),3.310,2.640
4,12:15,2,11,MIN 35,17,14,Philip Rivers pass complete deep middle to Malcom Floyd for 16 yards (tackle by Husain Abdullah),2.640,4.310
4,11:39,1,10,MIN 19,17,14,Mike Tolbert up the middle for -1 yards (tackle by E.J. Henderson),4.310,3.630
4,10:57,2,11,MIN 20,17,14,Philip Rivers pass complete short right to Mike Tolbert for -2 yards (tackle by Chad Greenway and Fred Evans),3.630,2.680
4,10:14,3,13,MIN 22,17,14,Philip Rivers pass incomplete deep right intended for Malcom Floyd,2.680,1.990
4,10:09,4,13,MIN 22,17,17,Mike Scifres 40 yard field goal good,1.990,3.000
4,,,,SDG 35,17,17,"Mike Scifres kicks off 44 yards, returned by Everson Griffen for 7 yards (tackle by Jacob Hester)",0.000,0.810
4,9:59,1,10,MIN 28,17,17,Adrian Peterson left tackle for 5 yards (tackle by Donald Butler),0.810,0.940
4,9:29,2,5,MIN 33,17,17,Adrian Peterson up the middle for 2 yards (tackle by Shaun Phillips and Bob Sanders),0.940,0.500
4,8:46,3,3,MIN 35,17,17,--,0.500,-0.160
4,8:25,3,8,MIN 30,17,17,Donovan McNabb pass incomplete deep left intended for Bernard Berrian (defended by Antoine Cason),-0.160,-1.370
4,8:20,4,8,MIN 30,17,17,"Chris Kluwe punts 42 yards, returned by Bryan Walters for 8 yards (tackle by Eric Frampton)",-1.370,-1.330
4,8:11,1,10,SDG 36,17,17,"Ryan Mathews up the middle for 11 yards (tackle by Cedric Griffin). Penalty on Cedric Griffin: Unnecessary Roughness, 15 yards",1.330,3.050
4,7:51,1,10,MIN 38,17,17,Philip Rivers pass complete short right to Jacob Hester for no gain,3.050,2.510
4,7:14,2,10,MIN 38,17,17,Philip Rivers pass complete short right to Jacob Hester for 6 yards (tackle by Antoine Winfield),2.510,2.610
4,6:30,3,4,MIN 32,17,17,Philip Rivers pass complete short left to Antonio Gates for 13 yards (tackle by Jamarca Sanford),2.610,4.310
4,5:49,1,10,MIN 19,17,17,Mike Tolbert right tackle for no gain (tackle by Fred Evans),4.310,3.750
4,5:10,2,10,MIN 19,17,23,"Philip Rivers pass complete short left to Mike Tolbert for 19 yards, touchdown",3.750,7.000
4,,,,MIN 2,17,24,Mike Scifres kicks extra point good,0.000,0.000
4,,,,SDG 35,17,24,"Mike Scifres kicks off 65 yards, touchback",0.000,0.280
4,5:01,1,10,MIN 20,17,24,Donovan McNabb pass complete short middle to Adrian Peterson for 2 yards (tackle by Takeo Spikes),0.280,0.000
4,4:22,2,8,MIN 22,17,24,Adrian Peterson up the middle for -2 yards (tackle by Donald Butler and Takeo Spikes),0.000,-0.960
4,3:42,3,10,MIN 20,17,24,Donovan McNabb sacked by Antwan Barnes for -10 yards,-0.960,-2.490
4,3:11,4,20,MIN 10,17,24,"Chris Kluwe punts 56 yards, fair catch by Bryan Walters",-2.490,-1.200
4,3:01,1,10,SDG 34,17,24,"Philip Rivers pass complete short right to Jacob Hester for 7 yards (tackle by Antoine Winfield). Jacob Hester fumbles (forced by Antoine Winfield), ball out of bounds at SDG-41",1.200,1.600
4,2:32,2,3,SDG 41,17,24,"Penalty on Letroy Guion: Encroachment, 5 yards (no play)",1.600,1.990
4,2:32,1,10,SDG 46,17,24,Mike Tolbert up the middle for no gain (tackle by Jared Allen),1.990,1.450
4,2:26,,,,17,24,Timeout #1 by Minnesota Vikings,0.000,1.450
4,2:26,2,10,SDG 46,17,24,Philip Rivers pass complete short left to Ryan Mathews for 11 yards (tackle by Cedric Griffin),1.450,2.720
4,2:16,,,,17,24,Timeout #2 by Minnesota Vikings,0.000,2.720
4,2:16,1,10,MIN 43,17,24,Ryan Mathews up the middle for no gain (tackle by Letroy Guion and Adrian Awasom),2.720,2.180
4,2:11,,,,17,24,Timeout #3 by Minnesota Vikings,0.000,2.180
4,2:11,2,10,MIN 43,17,24,"Penalty on Letroy Guion: Neutral Zone Infraction, 6 yards (no play)",2.180,2.990
4,2:11,2,4,MIN 37,17,24,Ryan Mathews up the middle for 2 yards (tackle by E.J. Henderson and Jamarca Sanford),2.990,2.540
4,2:00,3,2,MIN 35,17,24,"Penalty on Fred Evans: Encroachment, 5 yards (no play)",2.540,3.580
4,2:00,1,10,MIN 30,17,24,Philip Rivers kneels for -1 yards,3.580,2.900
4,1:18,2,11,MIN 31,17,24,Philip Rivers kneels for -1 yards,2.900,2.080
4,0:38,3,12,MIN 32,17,24,Philip Rivers kneels for -1 yards,2.080,1.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
