Quarter,Time,Down,ToGo,Location,PIT,ATL,Detail,EPB,EPA
2,13:11,2,9,ATL 45,10,7,Ben Roethlisberger pass complete short right to Santonio Holmes for 18 yards (tackle by Ed Hartwell),2.110,3.780
2,12:30,1,10,ATL 27,10,7,Willie Parker left tackle for 2 yards (tackle by Jonathan Babineaux),3.780,3.500
2,11:50,2,8,ATL 25,10,7,Willie Parker middle for 5 yards (tackle by Michael Boley and Kevin Mathis),3.500,3.470
2,11:09,3,3,ATL 20,10,7,Ben Roethlisberger pass complete short left to Cedrick Wilson for 18 yards (tackle by Demorrio Williams),3.470,6.740
2,10:38,,,,10,7,Timeout #2 by Atlanta Falcons,0.000,6.740
2,10:38,1,2,ATL 2,10,7,Willie Parker left tackle for 1 yard (tackle by Ike Reese),6.740,5.910
2,10:02,2,1,ATL 1,16,7,"Ben Roethlisberger pass complete short right to Heath Miller for 1 yard, touchdown",5.910,7.000
2,,,,ATL 2,17,7,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,17,7,"Jeff Reed kicks off 69 yards, returned by Allen Rossum for 24 yards (tackle by Anthony Smith)",0.000,0.610
2,9:49,1,10,ATL 25,17,7,Jerious Norwood right tackle for 1 yard (tackle by Aaron Smith),0.610,0.200
2,9:13,2,9,ATL 26,17,7,Michael Vick pass complete short right to Jerious Norwood for 5 yards (tackle by James Farrior and Troy Polamalu),0.200,0.170
2,8:32,3,4,ATL 31,17,7,Michael Vick pass complete short right to Roddy White for 3 yards (tackle by Troy Polamalu),0.170,-1.110
2,7:47,4,1,ATL 34,17,7,"Michael Koenen punts 43 yards, fair catch by Santonio Holmes",-1.110,-0.480
2,7:39,1,10,PIT 23,17,7,"Ben Roethlisberger for no gain. Ben Roethlisberger fumbles, recovered by Michael Boley at PIT-25",0.480,-3.910
2,7:36,1,10,PIT 25,17,7,Michael Vick for 3 yards (tackle by Larry Foote),3.910,3.770
2,7:08,2,7,PIT 22,17,7,Warrick Dunn middle for no gain (tackle by Arnold Harrison),3.770,3.070
2,6:24,3,7,PIT 22,17,7,"Michael Vick pass complete short left to Alge Crumpler for 12 yards (tackle by James Farrior). Penalty on Chad Brown: Roughing the Passer, 5 yards",3.070,6.060
2,6:01,1,5,PIT 5,17,7,Warrick Dunn left tackle for 3 yards (tackle by Arnold Harrison),6.060,5.720
2,5:24,2,2,PIT 2,17,7,Warrick Dunn middle for -1 yards (tackle by Clark Haggans),5.720,4.720
2,4:51,,,,17,7,Timeout #3 by Atlanta Falcons,0.000,4.720
2,4:51,3,3,PIT 3,17,13,"Michael Vick pass complete short right to Alge Crumpler for 3 yards, touchdown",4.720,7.000
2,,,,PIT 2,17,14,Morten Andersen kicks extra point good,0.000,0.000
2,,,,ATL 30,17,14,Michael Koenen kicks onside 19 yards (onside kick successful),0.000,2.190
2,4:45,1,10,ATL 49,17,14,Michael Vick pass incomplete (defended by Brett Keisel),2.190,1.650
2,4:40,2,10,ATL 49,17,14,Warrick Dunn middle for 7 yards (tackle by Ryan Clark),1.650,1.880
2,4:00,3,3,PIT 44,17,14,Michael Vick pass complete short middle to Ashley Lelie for 13 yards (tackle by Chad Brown and Troy Polamalu),1.880,3.510
2,3:18,1,10,PIT 31,17,14,Michael Vick pass complete short left to Ashley Lelie for 11 yards. Penalty on Troy Polamalu: Illegal Contact (Declined),3.510,4.240
2,2:52,1,10,PIT 20,17,14,Warrick Dunn right tackle for 3 yards (tackle by Ryan Clark),4.240,4.120
2,2:14,2,7,PIT 17,17,14,Michael Vick pass incomplete deep middle intended for Alge Crumpler,4.120,3.360
2,2:09,3,7,PIT 17,17,20,"Michael Vick pass complete deep left to Michael Jenkins for 17 yards, touchdown. Penalty on Deshea Townsend: Defensive Pass Interfere (Declined)",3.360,7.000
2,,,,PIT 2,17,21,Morten Andersen kicks extra point good,0.000,0.000
2,,,,ATL 30,17,21,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
2,2:04,1,10,PIT 20,17,21,Ben Roethlisberger pass incomplete deep left intended for Cedrick Wilson,0.280,-0.270
2,1:57,2,10,PIT 20,17,21,Ben Roethlisberger pass complete short right to Hines Ward for 9 yards (tackle by Chris Crocker),-0.270,0.230
2,1:33,3,1,PIT 29,17,21,Verron Haynes middle for 11 yards (tackle by Kevin Mathis),0.230,1.600
2,1:12,1,10,PIT 40,17,21,Ben Roethlisberger pass complete short left to Sean Morey for 14 yards (tackle by Jason Webster),1.600,2.520
2,1:08,1,10,ATL 46,17,21,Ben Roethlisberger pass complete deep left to Santonio Holmes for 36 yards (tackle by Jason Webster),2.520,4.910
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:02,1,10,ATL 10,23,21,"Ben Roethlisberger pass complete short middle to Nate Washington for 10 yards, touchdown. Penalty on Nate Washington: Unsportsmanlike Conduct, 15 yards",4.910,7.000
2,,,,ATL 2,24,21,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 15,24,21,"Jeff Reed kicks off 74 yards, returned by Allen Rossum for 51 yards (tackle by Jeff Reed). Penalty on Jeff Reed: Tripping, 10 yards",0.000,3.710
2,0:54,1,10,PIT 28,24,21,Michael Vick pass incomplete short middle intended for Warrick Dunn is intercepted by James Farrior at PIT-22 and returned for 1 yard,3.710,-0.480
2,0:47,1,10,PIT 23,24,21,Ben Roethlisberger kneels for -1 yards,0.480,-0.200
2,0:20,2,11,PIT 22,24,21,Ben Roethlisberger kneels for -1 yards,-0.200,-1.020
Quarter,Time,Down,ToGo,Location,PIT,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,24,21,Michael Koenen kicks off 52 yards,0.000,1.600
3,15:00,1,10,PIT 40,24,21,Ben Roethlisberger sacked by Chauncey Davis for 0 yards,1.600,1.050
3,14:15,2,10,PIT 40,24,21,Nate Washington left end for no gain (tackle by Jason Webster and Chris Crocker),1.050,0.370
3,13:45,3,10,PIT 40,24,21,Ben Roethlisberger sacked by Jonathan Babineaux for -10 yards,0.370,-1.370
3,13:03,4,20,PIT 30,24,21,"Chris Gardocki punts 42 yards, returned by Allen Rossum for 6 yards (tackle by Rian Wallace)",-1.370,-1.200
3,12:53,1,10,ATL 34,24,21,Michael Vick middle for 2 yards (tackle by Brett Keisel),1.200,0.930
3,12:14,2,8,ATL 36,24,21,Michael Vick pass complete short left to Ashley Lelie for 6 yards (tackle by Arnold Harrison),0.930,1.030
3,11:32,3,2,ATL 42,24,21,Warrick Dunn right tackle for -1 yards (tackle by James Farrior),1.030,-0.650
3,10:56,4,3,ATL 41,24,21,"Michael Koenen punts 59 yards, touchback",-0.650,-0.280
3,10:44,1,10,PIT 20,24,21,Willie Parker left tackle for 1 yard (tackle by Chauncey Davis),0.280,-0.130
3,9:57,2,9,PIT 21,24,21,Willie Parker right end for 6 yards (tackle by Lawyer Milloy),-0.130,-0.030
3,9:13,3,3,PIT 27,24,21,Ben Roethlisberger pass complete short right to Heath Miller for 3 yards (tackle by Kevin Mathis),-0.030,0.940
3,8:28,1,10,PIT 30,24,21,Willie Parker left tackle for 1 yard (tackle by Lawyer Milloy),0.940,0.530
3,7:45,2,9,PIT 31,24,21,Ben Roethlisberger pass incomplete short right intended for Hines Ward,0.530,-0.160
3,7:40,3,9,PIT 31,24,21,"Charlie Batch pass incomplete short left intended for Hines Ward. Penalty on Jason Webster: Defensive Holding, 5 yards (no play)",-0.160,1.330
3,7:35,1,10,PIT 36,24,21,"Willie Parker middle for -10 yards (tackle by Jonathan Babineaux). Willie Parker fumbles (forced by Jonathan Babineaux), recovered by Jonathan Babineaux at PIT-26",1.330,-3.840
3,7:29,1,10,PIT 26,24,21,Michael Vick pass complete short middle to Alge Crumpler for 23 yards (tackle by Troy Polamalu),3.840,6.510
3,6:50,1,3,PIT 3,24,21,"Michael Vick pass incomplete short right intended for Dwayne Blakley. Penalty on Mike Logan: Defensive Pass Interfere, 2 yards (no play)",6.510,6.970
3,6:45,1,1,PIT 1,24,21,Michael Vick pass incomplete short left intended for Alge Crumpler,6.970,5.910
3,6:41,2,1,PIT 1,24,21,Warrick Dunn right tackle for no gain (tackle by James Farrior),5.910,5.170
3,6:02,3,1,PIT 1,24,27,"Warrick Dunn middle for 1 yard, touchdown",5.170,7.000
,,,,,,,"PIT challenged the ruling, and the play was upheld.",,
3,,,,PIT 2,24,28,Morten Andersen kicks extra point good,0.000,0.000
3,,,,ATL 30,24,28,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
3,5:44,1,10,PIT 20,24,28,Charlie Batch pass incomplete short right intended for Hines Ward,0.280,-0.270
3,5:39,2,10,PIT 20,24,28,Charlie Batch pass complete short right to Santonio Holmes for 12 yards (tackle by DeAngelo Hall),-0.270,1.070
3,4:56,1,10,PIT 32,24,28,Willie Parker left tackle for -2 yards (tackle by Jonathan Babineaux),1.070,0.260
3,4:23,2,12,PIT 30,30,28,"Charlie Batch pass complete deep right to Hines Ward for 70 yards, touchdown",0.260,7.000
3,,,,ATL 2,31,28,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,31,28,"Jeff Reed kicks off 72 yards, returned by Allen Rossum for 27 yards (tackle by Arnold Harrison)",0.000,0.610
3,4:01,1,10,ATL 25,31,28,Warrick Dunn middle for 6 yards (tackle by Ryan Clark),0.610,0.870
3,3:22,2,4,ATL 31,31,28,Warrick Dunn left tackle for 2 yards (tackle by Larry Foote),0.870,0.430
3,2:47,3,2,ATL 33,31,28,Michael Vick pass complete short left to Roddy White for 7 yards (tackle by Deshea Townsend),0.430,1.600
3,2:21,1,10,ATL 40,31,28,Michael Vick pass complete deep left to Ashley Lelie for 28 yards (tackle by Bryant McFadden and Ryan Clark),1.600,3.450
3,1:55,1,10,PIT 32,31,28,Warrick Dunn middle for 1 yard (tackle by James Farrior),3.450,3.040
3,1:18,2,9,PIT 31,31,34,"Michael Vick pass complete deep middle to Alge Crumpler for 31 yards, touchdown",3.040,7.000
3,,,,PIT 2,31,35,Morten Andersen kicks extra point good,0.000,0.000
3,,,,ATL 30,31,35,"Michael Koenen kicks off 73 yards, returned by Santonio Holmes for 25 yards (tackle by Jordan Beck)",0.000,0.410
3,1:05,1,10,PIT 22,31,35,Willie Parker middle for 3 yards (tackle by Ed Hartwell and Grady Jackson),0.410,0.270
3,0:28,2,7,PIT 25,31,35,Charlie Batch pass incomplete deep right intended for Santonio Holmes,0.270,-0.430
3,0:23,3,7,PIT 25,31,35,Charlie Batch pass incomplete short left intended for Hines Ward,-0.430,-1.700
3,0:19,4,7,PIT 25,31,35,"Chris Gardocki punts 44 yards, returned by Allen Rossum for 9 yards (tackle by Anthony Madison)",-1.700,-1.600
3,0:08,1,10,ATL 40,31,35,Warrick Dunn right tackle for 3 yards (tackle by Troy Polamalu),1.600,1.460
Quarter,Time,Down,ToGo,Location,PIT,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,ATL 43,31,35,Michael Vick for 14 yards (tackle by James Farrior),1.460,2.720
4,14:33,1,10,PIT 43,31,35,Warrick Dunn right tackle for 2 yards (tackle by Brett Keisel),2.720,2.450
4,13:52,2,8,PIT 41,31,35,"Michael Vick pass incomplete deep left intended for Michael Jenkins. Penalty on Warrick Dunn: Chop Block, 15 yards (no play)",2.450,0.420
4,13:43,2,23,ATL 44,31,35,Warrick Dunn middle for 1 yard (tackle by Aaron Smith),0.420,-0.100
4,13:06,3,22,ATL 45,31,35,Michael Vick sacked by Tyrone Carter for -6 yards,-0.100,-0.780
4,12:40,4,28,ATL 39,31,35,"Michael Koenen punts 41 yards, fair catch by Santonio Holmes",-0.780,-0.340
4,12:33,1,10,PIT 21,31,35,Charlie Batch pass complete short left to Santonio Holmes for 12 yards (tackle by Jason Webster),0.340,1.140
4,11:56,1,10,PIT 33,31,35,Willie Parker right end for 3 yards (tackle by Lawyer Milloy),1.140,1.000
4,11:26,2,7,PIT 36,31,35,Charlie Batch pass incomplete short right intended for Dan Kreider,1.000,0.300
4,11:24,3,7,PIT 36,31,35,Charlie Batch pass complete short middle to Verron Haynes for 2 yards (tackle by Michael Boley),0.300,-0.850
4,10:43,4,5,PIT 38,31,35,Chris Gardocki punts 33 yards,-0.850,-0.870
4,10:34,1,10,ATL 29,31,35,Jerious Norwood middle for 36 yards (tackle by Ryan Clark),0.870,3.250
4,9:40,1,10,PIT 35,31,35,Warrick Dunn middle for 7 yards (tackle by Brett Keisel),3.250,3.650
4,8:59,2,3,PIT 28,31,35,"Warrick Dunn left tackle for 3 yards (tackle by James Farrior). Penalty on Brett Keisel: Face Mask (15 Yards), 13 yards",3.650,4.780
4,8:32,1,10,PIT 12,31,35,Jerious Norwood middle for 2 yards (tackle by Brett Keisel),4.780,4.450
4,7:51,2,8,PIT 10,31,35,Jerious Norwood right tackle for 2 yards (tackle by Ryan Clark),4.450,3.930
4,7:10,3,6,PIT 8,31,35,Michael Vick pass complete to Michael Vick for 1 yard (tackle by Troy Polamalu),3.930,2.980
4,6:28,4,5,PIT 7,31,38,Morten Andersen 25 yard field goal good,2.980,3.000
4,,,,ATL 30,31,38,"Michael Koenen kicks off 70 yards, returned by Santonio Holmes for 21 yards (tackle by Demorrio Williams)",0.000,0.340
4,6:18,1,10,PIT 21,31,38,Charlie Batch pass complete short middle to Hines Ward for 8 yards (tackle by Jason Webster),0.340,0.880
4,5:43,2,2,PIT 29,31,38,Charlie Batch pass incomplete deep left intended for Heath Miller,0.880,0.170
4,5:38,3,2,PIT 29,31,38,Willie Parker middle for 4 yards (tackle by Patrick Kerney),0.170,1.140
4,5:01,1,10,PIT 33,31,38,Willie Parker right tackle for 1 yard (tackle by Chauncey Davis and Lawyer Milloy),1.140,0.730
4,4:16,2,9,PIT 34,31,38,Charlie Batch pass complete deep left to Nate Washington for 49 yards (tackle by Jason Webster),0.730,4.440
4,3:24,1,10,ATL 17,37,38,"Charlie Batch pass complete deep middle to Hines Ward for 17 yards, touchdown",4.440,7.000
4,,,,ATL 2,38,38,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,38,38,"Jeff Reed kicks off 72 yards, returned by Allen Rossum for 20 yards (tackle by Sean Morey)",0.000,0.040
4,3:14,1,10,ATL 18,38,38,Michael Vick pass incomplete deep left intended for Ashley Lelie,0.040,-0.490
4,3:09,2,10,ATL 18,38,38,Michael Vick pass incomplete short left intended for Michael Jenkins,-0.490,-1.170
4,3:03,3,10,ATL 18,38,38,Michael Vick pass complete short right to Justin Griffith for 16 yards (tackle by Ike Taylor),-1.170,1.200
4,2:28,1,10,ATL 34,38,38,Michael Vick for 14 yards (tackle by Bryant McFadden),1.200,2.130
4,2:21,1,10,ATL 48,38,38,Michael Vick pass complete short left to Michael Jenkins for 8 yards (tackle by Bryant McFadden),2.130,2.660
4,2:00,2,2,PIT 44,38,38,Jerious Norwood middle for 5 yards (tackle by Clark Haggans),2.660,2.980
4,1:27,1,10,PIT 39,38,38,Warrick Dunn middle for 1 yard (tackle by Arnold Harrison),2.980,2.580
4,0:52,2,9,PIT 38,38,38,Michael Vick pass complete short left to Justin Griffith for no gain,2.580,1.880
4,0:39,,,,38,38,Timeout #1 by Atlanta Falcons,0.000,1.880
4,0:39,3,9,PIT 38,38,38,Michael Vick pass incomplete short right intended for Roddy White,1.880,0.720
4,0:35,,,,38,38,Timeout #2 by Pittsburgh Steelers,0.000,0.720
4,0:35,4,9,PIT 38,38,38,"Michael Koenen 56 yard field goal no good. Penalty on Troy Polamalu: Running Into the Kicker, 5 yards (no play)",0.720,1.180
4,0:30,,,,38,38,Timeout #3 by Pittsburgh Steelers,0.000,1.180
4,0:30,4,4,PIT 33,38,38,Morten Andersen 52 yard field goal no good,1.180,-1.730
4,0:25,1,10,PIT 42,38,38,Charlie Batch pass complete deep left to Hines Ward for 25 yards (tackle by Jason Webster),1.730,3.380
4,0:17,1,10,ATL 33,38,38,"Penalty on Nate Washington: False Start, 5 yards (no play)",3.380,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,PIT,ATL,Detail,EPB,EPA
,,,,,,,"Falcons won the coin toss, Falcons to receive the overtime kickoff.",,
OT,,,,PIT 30,38,38,"Jeff Reed kicks off 72 yards, returned by Allen Rossum for 23 yards (tackle by Sean Morey)",0.000,0.340
OT,14:55,1,10,ATL 21,38,38,Jerious Norwood left tackle for 11 yards (tackle by James Farrior),0.340,1.070
OT,14:19,1,10,ATL 32,38,38,Jerious Norwood middle for 5 yards (tackle by Ryan Clark),1.070,1.200
OT,13:44,2,5,ATL 37,38,38,Michael Vick left end for 7 yards (tackle by Larry Foote),1.200,1.860
OT,13:20,1,10,ATL 44,38,38,Jerious Norwood left tackle for 2 yards (tackle by Brett Keisel),1.860,1.590
OT,12:39,2,8,ATL 46,38,38,"Penalty on Todd McClure: False Start, 5 yards (no play)",1.590,0.910
OT,12:19,2,13,ATL 41,38,38,Warrick Dunn middle for 4 yards (tackle by Chris Hoke),0.910,0.760
OT,11:36,3,9,ATL 45,38,38,Michael Vick pass complete short left to Alge Crumpler for 26 yards (tackle by Ryan Clark),0.760,3.640
OT,10:47,1,10,PIT 29,38,38,Warrick Dunn left tackle for 2 yards (tackle by Clark Haggans),3.640,3.370
OT,10:09,2,8,PIT 27,38,38,Warrick Dunn right tackle for 9 yards (tackle by Clark Haggans),3.370,4.370
OT,9:29,1,10,PIT 18,38,38,Warrick Dunn middle for no gain (tackle by Clark Haggans),4.370,3.800
OT,8:47,2,10,PIT 18,38,38,Warrick Dunn right tackle for 4 yards (tackle by Troy Polamalu),3.800,3.630
OT,8:08,,,,38,38,Timeout #1 by Pittsburgh Steelers,0.000,3.630
OT,8:08,3,6,PIT 14,38,41,Morten Andersen 32 yard field goal good,3.630,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
