Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
2,4:17,,,HOU 35,0,20,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,4:17,1,10,TEN 25,0,20,Tyjae Spears left tackle for -1 yards (tackle by Christian Harris),0.610,-0.070
2,3:35,2,11,TEN 24,0,20,Ryan Tannehill pass complete short left to Tyjae Spears for 9 yards (tackle by Jalen Pitre),-0.070,0.430
2,2:55,3,2,TEN 33,0,20,Derrick Henry right tackle for -2 yards (tackle by Derek Stingley and Khalil Davis),0.430,-1.310
2,2:14,4,4,TEN 31,0,20,"Ty Zentner punts 57 yards, returned by Desmond King for 19 yards (tackle by Otis Reese)",-1.310,-1.000
2,2:01,1,10,HOU 31,0,20,C.J. Stroud pass complete short left to Nico Collins for -2 yards (tackle by Roger McCreary and Azeez Al-Shaair),1.000,0.190
2,1:57,2,12,HOU 29,0,20,C.J. Stroud pass complete short middle to Robert Woods for 11 yards (tackle by K'Von Wallace),0.190,0.960
2,1:26,3,1,HOU 40,0,20,Devin Singletary up the middle for -3 yards (tackle by Harold Landry),0.960,-0.910
2,1:22,,,,,,Timeout #2 by Tennessee Titans,,
2,1:22,4,4,HOU 37,0,20,"Cameron Johnston punts 54 yards, returned by Mason Kinsey for 13 yards (tackle by DeAndre Houston-Carson and Jon Weeks)",-0.910,-0.410
2,1:11,1,10,TEN 22,0,20,Ryan Tannehill pass complete deep middle to Chris Moore for 32 yards (tackle by Jalen Pitre),0.410,2.520
2,0:48,1,10,HOU 46,0,20,Ryan Tannehill pass complete short left to Tyjae Spears for 10 yards (tackle by DeAndre Houston-Carson),2.520,3.180
2,0:43,1,10,HOU 36,0,20,Ryan Tannehill sacked by Will Anderson for -9 yards,3.180,1.420
2,0:38,,,,,,Timeout #3 by Tennessee Titans,,
2,0:38,2,19,HOU 45,0,20,Ryan Tannehill sacked by Will Anderson for -8 yards,1.420,-0.290
2,0:06,3,27,TEN 47,0,20,Ryan Tannehill pass complete deep left to DeAndre Hopkins for 18 yards,-0.290,0.970
2,0:01,4,9,HOU 35,3,20,Nick Folk 53 yard field goal good,0.970,3.000
Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,3,20,"Ty Zentner kicks off 66 yards, returned by Dameon Pierce for 21 yards (tackle by Caleb Murphy and Terrell Edmunds)",0.000,0.280
3,14:54,1,10,HOU 20,3,20,C.J. Stroud pass complete short left to Brevin Jordan for 7 yards (tackle by Roger McCreary),0.280,0.680
3,14:18,2,3,HOU 27,3,20,Devin Singletary up the middle for 5 yards (tackle by Keondre Coburn and Elijah Molden),0.680,1.070
3,13:40,1,10,HOU 32,3,20,C.J. Stroud pass complete deep left to Robert Woods for 18 yards,1.070,2.260
3,13:03,1,10,TEN 50,3,20,C.J. Stroud pass complete short right to John Metchie for 8 yards (tackle by Eric Garror),2.260,2.790
3,12:26,2,2,TEN 42,3,20,Devin Singletary left tackle for 3 yards (tackle by K'Von Wallace and Otis Reese),2.790,2.980
3,11:46,1,10,TEN 39,3,20,C.J. Stroud pass incomplete short middle intended for Dalton Schultz,2.980,2.440
3,11:39,2,10,TEN 39,3,20,C.J. Stroud pass complete short right to Nico Collins for 15 yards. Nico Collins fumbles (forced by Elijah Molden). Nico Collins fumbles out of bounds,2.440,3.970
3,11:02,1,10,TEN 24,3,20,C.J. Stroud pass complete short right to Robert Woods for 11 yards (tackle by Sean Murphy-Bunting and Otis Reese),3.970,4.710
3,10:28,1,10,TEN 13,3,20,John Metchie left end for 4 yards (tackle by K'Von Wallace),4.710,4.770
3,9:50,2,6,TEN 9,3,20,C.J. Stroud pass incomplete short left intended for John Metchie,4.770,3.880
3,9:43,3,6,TEN 9,3,20,C.J. Stroud pass incomplete short right intended for Nico Collins,3.880,2.850
3,9:39,4,6,TEN 9,3,23,Ka'imi Fairbairn 27 yard field goal good,2.850,3.000
3,9:35,,,HOU 35,3,23,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,9:35,1,10,TEN 25,3,23,Derrick Henry up the middle for 7 yards (tackle by Khalil Davis and Christian Harris),0.610,1.010
3,9:01,2,3,TEN 32,3,23,Derrick Henry right end for 16 yards (tackle by Derek Stingley),1.010,2.130
3,8:25,1,10,TEN 48,3,23,Ryan Tannehill pass complete short left to Treylon Burks for 4 yards (tackle by Steven Nelson),2.130,2.120
3,7:49,2,6,HOU 48,3,23,Tyjae Spears left tackle for -1 yards (tackle by Sheldon Rankins and Christian Harris),2.120,1.290
3,7:11,3,7,HOU 49,3,23,Ryan Tannehill pass complete short middle to Tyjae Spears for 5 yards (tackle by DeAndre Houston-Carson and Desmond King),1.290,0.330
3,6:25,4,2,HOU 44,3,23,Ryan Tannehill pass complete short right to Treylon Burks for 7 yards (tackle by Desmond King),0.330,3.120
3,5:50,1,10,HOU 37,3,23,Derrick Henry right tackle for 3 yards (tackle by Desmond King and Denzel Perryman),3.120,2.980
3,5:11,2,7,HOU 34,3,23,Ryan Tannehill pass incomplete short right intended for Derrick Henry (defended by Kurt Hinish),2.980,2.280
3,5:03,3,7,HOU 34,3,23,Ryan Tannehill pass complete short middle to DeAndre Hopkins for 16 yards (tackle by Blake Cashman and Jalen Pitre),2.280,4.370
3,4:23,1,10,HOU 18,3,23,Ryan Tannehill pass complete short left to DeAndre Hopkins for 14 yards (tackle by Jalen Pitre and Khalil Davis),4.370,6.280
3,3:41,1,4,HOU 4,3,23,Derrick Henry up the middle for no gain (tackle by Jalen Pitre and Desmond King),6.280,5.340
3,2:58,2,4,HOU 4,3,23,Ryan Tannehill pass incomplete short middle,5.340,4.490
3,2:51,3,4,HOU 4,3,23,Ryan Tannehill sacked by Sheldon Rankins for -8 yards,4.490,2.630
3,2:41,4,12,HOU 12,3,23,"Penalty on Desmond King: Unnecessary Roughness / Defense, 6 yards (accepted) (no play)",2.630,5.830
3,2:41,1,6,HOU 6,3,23,Derrick Henry up the middle for 2 yards (tackle by Derek Barnett and Blake Cashman),5.830,5.340
3,2:00,2,4,HOU 4,3,23,"Penalty on TEN: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",5.340,4.380
3,1:36,2,9,HOU 9,3,23,Ryan Tannehill pass complete short right to Kevin Rader for 6 yards (tackle by Desmond King and Blake Cashman),4.380,4.720
3,1:06,3,3,HOU 3,3,23,Ryan Tannehill pass incomplete short right intended for Tyjae Spears,4.720,3.040
3,1:01,4,3,HOU 3,3,23,Ryan Tannehill pass incomplete short right intended for Chigoziem Okonkwo (defended by Christian Harris),3.040,0.380
3,0:58,1,10,HOU 4,3,23,Devin Singletary left tackle for 4 yards (tackle by Denico Autry),-0.380,-0.490
3,0:25,2,6,HOU 8,3,23,C.J. Stroud pass complete short right to Dalton Schultz for 12 yards (tackle by K'Von Wallace and Azeez Al-Shaair),-0.490,0.280
Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 20,3,23,Devin Singletary right tackle for 7 yards (tackle by Elijah Molden),0.280,0.680
4,14:27,2,3,HOU 27,3,23,C.J. Stroud pass complete short left to Eric Saubert for 2 yards (tackle by TK McLendon and K'Von Wallace),0.680,0.230
4,13:47,3,1,HOU 29,3,23,Devin Singletary left end for 2 yards (tackle by Garret Wallow),0.230,1.000
4,13:17,1,10,HOU 31,3,23,Devin Singletary left tackle for 9 yards (tackle by Eric Garror),1.000,1.680
4,12:37,2,1,HOU 40,3,23,Devin Singletary up the middle for 5 yards (tackle by Roger McCreary),1.680,1.930
4,12:00,1,10,HOU 45,3,23,C.J. Stroud pass incomplete short right intended for John Metchie,1.930,1.380
4,11:50,2,10,HOU 45,3,23,C.J. Stroud sacked by Harold Landry for -12 yards,1.380,-0.890
4,11:06,3,22,HOU 33,3,23,C.J. Stroud pass complete short right to Xavier Hutchinson for 8 yards,-0.890,-0.650
4,10:27,4,14,HOU 41,3,23,"Cameron Johnston punts 49 yards, fair catch by Mason Kinsey at TEN-10",-0.650,0.380
4,10:21,1,10,TEN 10,3,23,Derrick Henry up the middle for 2 yards (tackle by Derek Barnett and Teair Tart),-0.380,-0.630
4,9:51,2,8,TEN 12,3,23,Ryan Tannehill pass complete short middle to Chigoziem Okonkwo for 21 yards (tackle by Jalen Pitre and Kareem Jackson),-0.630,1.140
4,9:27,1,10,TEN 33,3,23,Ryan Tannehill pass complete short right to Chigoziem Okonkwo for 8 yards (tackle by Derek Stingley),1.140,1.670
4,9:02,2,2,TEN 41,3,23,Derrick Henry left guard for 1 yard (tackle by Kurt Hinish and Derek Barnett),1.670,1.090
4,8:23,3,1,TEN 42,3,23,Tyjae Spears right guard for no gain (tackle by Christian Harris and Denzel Perryman),1.090,-0.590
4,7:44,4,1,TEN 42,3,23,Ryan Tannehill sacked by Derek Barnett for -7 yards,-0.590,-3.250
4,7:36,1,10,TEN 35,3,23,Dameon Pierce left end for -1 yards (tackle by Roger McCreary and Azeez Al-Shaair),3.250,2.570
4,6:57,2,11,TEN 36,3,23,Dameon Pierce right tackle for 3 yards (tackle by Keondre Coburn),2.570,2.280
4,6:18,3,8,TEN 33,3,23,Dare Ogunbowale left end for no gain (tackle by Elijah Molden),2.280,1.150
4,5:37,4,8,TEN 33,3,26,Ka'imi Fairbairn 51 yard field goal good,1.150,3.000
4,5:33,,,HOU 35,3,26,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,5:33,1,10,TEN 25,3,26,Ryan Tannehill sacked by and Derek Barnett for -8 yards and Kurt Hinish for -8 yards,0.610,-1.150
4,4:51,2,18,TEN 17,3,26,Ryan Tannehill pass complete short left to DeAndre Hopkins for 4 yards (tackle by Desmond King),-1.150,-1.150
4,4:45,3,14,TEN 21,3,26,Ryan Tannehill pass complete short right to Tyjae Spears for 5 yards (tackle by Christian Harris and Derek Stingley),-1.150,-1.630
4,4:06,4,9,TEN 26,3,26,Ty Zentner punts 64 yards downed by Mike Brown,-1.630,0.380
4,3:51,1,10,HOU 10,3,26,Dameon Pierce right tackle for 1 yard (tackle by Elijah Molden),-0.380,-0.710
4,3:09,2,9,HOU 11,3,26,Dameon Pierce up the middle for -1 yards (tackle by Harold Landry and Keondre Coburn),-0.710,-1.420
4,2:29,3,10,HOU 10,3,26,Dameon Pierce up the middle for 5 yards (tackle by Azeez Al-Shaair and Jaleel Johnson),-1.420,-2.440
4,2:00,4,5,HOU 15,3,26,"Cameron Johnston punts 52 yards, returned by Mason Kinsey for 9 yards (tackle by DeAndre Houston-Carson and Dare Ogunbowale)",-2.440,-1.730
4,1:50,1,10,TEN 42,3,26,Jonathan Ward left end for 3 yards (tackle by Khalil Davis),1.730,1.590
4,1:06,2,7,TEN 45,3,26,Jonathan Ward right guard for 8 yards (tackle by Jake Hansen and Neville Hewitt),1.590,2.460
4,0:22,1,10,HOU 47,3,26,Jonathan Ward right tackle for no gain (tackle by Jake Hansen),2.460,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
