Quarter,Time,Down,ToGo,Location,PIT,HOU,Detail,EPB,EPA
2,10:19,1,10,PIT 6,0,7,Rashard Mendenhall right end for -1 yards (tackle by Jason Allen),-0.380,-0.850
2,9:43,2,11,PIT 5,0,7,Rashard Mendenhall right end for 9 yards (tackle by Brian Cushing),-0.850,-0.480
2,8:57,3,2,PIT 14,0,7,Ben Roethlisberger pass complete short left to Heath Miller for 1 yard (tackle by Johnathan Joseph and Mario Williams),-0.480,-2.440
2,8:23,4,1,PIT 15,0,7,"Daniel Sepulveda punts 43 yards, returned by Jacoby Jones for 1 yard (tackle by Larry Foote). Penalty on Brandon Harris: Offensive Holding, 10 yards",-2.440,-1.140
2,8:14,1,10,HOU 33,0,7,Arian Foster left tackle for 6 yards (tackle by Casey Hampton),1.140,1.400
2,7:36,2,4,HOU 39,0,7,Arian Foster right tackle for 1 yard (tackle by James Harrison),1.400,0.830
2,6:55,3,3,HOU 40,0,7,Matt Schaub pass complete short middle to Andre Johnson for 10 yards (tackle by Ike Taylor),0.830,2.260
2,6:20,1,10,,0,7,Matt Schaub pass complete short middle to Andre Johnson for 13 yards (tackle by William Gay),2.260,3.120
2,6:00,1,10,PIT 37,0,7,Matt Schaub pass complete short left to James Casey for 8 yards (tackle by Troy Polamalu),3.120,3.650
2,5:19,2,2,PIT 29,0,7,Arian Foster left tackle for 4 yards (tackle by Ryan Clark),3.650,3.910
2,4:43,1,10,PIT 25,0,7,Arian Foster right tackle for 8 yards (tackle by Ryan Clark),3.910,4.550
2,4:04,2,2,PIT 17,0,7,Arian Foster for 6 yards (tackle by James Farrior),4.550,4.840
2,3:31,1,10,PIT 11,0,7,Chris Ogbonnaya left guard for 4 yards (tackle by James Farrior),4.840,4.890
2,2:49,2,6,PIT 7,0,7,Matt Schaub pass incomplete short middle intended for Kevin Walter,4.890,3.980
2,2:43,3,6,PIT 7,0,7,Matt Schaub pass incomplete short left intended for Arian Foster,3.980,2.980
2,2:37,4,6,PIT 7,0,10,Neil Rackers 25 yard field goal good,2.980,3.000
2,,,,HOU 35,0,10,"Brett Hartmann kicks off 63 yards, returned by Isaac Redman for 18 yards (tackle by Chris Ogbonnaya)",0.000,0.280
2,2:26,1,10,PIT 20,0,10,Ben Roethlisberger pass complete short middle to Heath Miller for 7 yards (tackle by Brice McCain),0.280,0.680
2,2:00,2,3,PIT 27,0,10,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,0.680,-0.030
2,1:57,3,3,PIT 27,0,10,Ben Roethlisberger pass complete deep left to Mike Wallace for 40 yards (tackle by Danieal Manning),-0.030,3.380
2,1:48,,,,0,10,Timeout #1 by Pittsburgh Steelers,0.000,3.380
2,1:48,1,10,HOU 33,0,10,Ben Roethlisberger pass complete short middle to Mike Wallace for 6 yards (tackle by Brice McCain and Brian Cushing),3.380,3.650
2,1:21,2,4,HOU 27,0,10,Ben Roethlisberger pass complete short left to Heath Miller for 7 yards (tackle by Glover Quin),3.650,4.240
2,1:11,,,,0,10,Timeout #2 by Pittsburgh Steelers,0.000,4.240
2,1:11,1,10,HOU 20,0,10,"Mewelde Moore up the middle for 14 yards (tackle by Danieal Manning). Penalty on Maurkice Pouncey: Unnecessary Roughness, 15 yards",4.240,4.170
2,1:02,1,10,HOU 21,0,10,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,4.170,3.630
2,0:58,2,10,HOU 21,0,10,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,3.630,2.940
2,0:53,3,10,HOU 21,0,10,Ben Roethlisberger pass complete short middle to Mike Wallace for 9 yards (tackle by Danieal Manning),2.940,2.780
2,0:07,,,,0,10,Timeout #3 by Pittsburgh Steelers,0.000,2.780
2,0:07,4,1,HOU 12,0,10,"Shaun Suisham 30 yard field goal no good, blocked by Danieal Manning, recovered by Johnathan Joseph and returned for 61 yards. Penalty on Danieal Manning: Illegal Block Above the Waist",2.780,0.000
Quarter,Time,Down,ToGo,Location,PIT,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,0,10,"Brett Hartmann kicks off 64 yards, returned by Antonio Brown for 25 yards (tackle by Jason Allen)",0.000,0.670
3,14:53,1,10,PIT 26,0,10,Ben Roethlisberger pass complete short middle to David Johnson for 6 yards (tackle by Danieal Manning),0.670,0.940
3,14:17,2,4,PIT 32,0,10,Rashard Mendenhall up the middle for 4 yards (tackle by DeMeco Ryans and Brian Cushing),0.940,1.330
3,13:35,1,10,PIT 36,0,10,Ben Roethlisberger pass incomplete short middle intended for Rashard Mendenhall,1.330,0.790
3,13:29,2,10,PIT 36,0,10,Ben Roethlisberger sacked by Mario Williams for -4 yards,0.790,-0.430
3,12:56,3,14,PIT 32,0,10,Ben Roethlisberger pass complete deep middle to Hines Ward for 19 yards (tackle by Brice McCain),-0.430,2.320
3,12:17,1,10,HOU 49,0,10,Rashard Mendenhall right guard for no gain (tackle by Shaun Cody),2.320,1.780
3,12:17,2,10,HOU 49,0,10,"Penalty on Marcus Gilbert: False Start, 5 yards (no play)",1.780,1.110
3,11:09,2,15,PIT 46,0,10,Ben Roethlisberger pass complete short left to Antonio Brown for 9 yards (tackle by Troy Nolan),1.110,1.620
3,10:28,3,6,HOU 45,0,10,Ben Roethlisberger pass complete short left to Antonio Brown for 7 yards (tackle by Jason Allen),1.620,3.050
3,9:38,,,,0,10,Timeout #1 by Pittsburgh Steelers,0.000,3.050
3,9:38,1,10,HOU 38,0,10,Ben Roethlisberger pass complete deep left to Antonio Brown for 23 yards,3.050,4.580
3,9:14,1,10,HOU 15,0,10,Rashard Mendenhall right guard for 4 yards (tackle by J.J. Watt),4.580,4.640
3,8:35,2,6,HOU 11,0,10,Rashard Mendenhall up the middle for no gain (tackle by Brian Cushing),4.640,3.780
3,7:52,3,6,HOU 11,0,10,Ben Roethlisberger up the middle for 8 yards (tackle by Troy Nolan),3.780,6.510
3,7:07,1,3,HOU 3,6,10,"Rashard Mendenhall right end for 3 yards, touchdown",6.510,7.000
3,,,,HOU 2,7,10,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,PIT 35,7,10,"Shaun Suisham kicks off 73 yards, touchback",0.000,0.280
3,7:02,1,10,HOU 20,7,10,Arian Foster left tackle for 1 yard (tackle by Jason Worilds),0.280,-0.130
3,6:28,2,9,HOU 21,7,10,Matt Schaub pass complete short right to Arian Foster for 1 yard (tackle by William Gay),-0.130,-0.690
3,5:43,3,8,HOU 22,7,10,Matt Schaub pass incomplete short middle intended for Arian Foster,-0.690,-1.900
3,5:37,4,8,HOU 22,7,10,"Brett Hartmann punts 51 yards, returned by Emmanuel Sanders for 10 yards (tackle by James Casey)",-1.900,-1.400
3,5:24,1,10,PIT 37,7,10,Isaac Redman right guard for 18 yards (tackle by Tim Jamison),1.400,2.590
3,4:45,1,10,HOU 45,7,10,Isaac Redman right guard for 6 yards (tackle by DeMeco Ryans),2.590,2.850
3,4:08,2,4,HOU 39,7,10,Isaac Redman up the middle for 2 yards (tackle by Tim Jamison),2.850,2.410
3,3:24,3,2,HOU 37,7,10,Isaac Redman right guard for 5 yards (tackle by Glover Quin),2.410,3.450
3,2:49,1,10,HOU 32,7,10,Mewelde Moore up the middle for 15 yards (tackle by Jason Allen),3.450,4.440
3,2:08,1,10,HOU 17,7,10,"Penalty on Mewelde Moore: False Start, 5 yards (no play)",4.440,4.110
3,1:46,,,,7,10,Timeout #2 by Pittsburgh Steelers,0.000,4.110
3,1:46,1,15,HOU 22,7,10,Antonio Brown left end for 8 yards (tackle by DeMeco Ryans),4.110,4.320
3,1:17,2,7,HOU 14,7,10,Mewelde Moore right end for 5 yards (tackle by Connor Barwin),4.320,4.570
3,0:40,3,2,HOU 9,7,10,Isaac Redman up the middle for 1 yard (tackle by Danieal Manning),4.570,2.990
Quarter,Time,Down,ToGo,Location,PIT,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,HOU 8,10,10,Shaun Suisham 26 yard field goal good,2.990,3.000
4,,,,PIT 35,10,10,"Shaun Suisham kicks off 71 yards, returned by Danieal Manning for 21 yards (tackle by Will Allen)",0.000,-0.220
4,14:49,1,10,HOU 15,10,10,Arian Foster left guard for 3 yards (tackle by Aaron Smith),-0.220,-0.280
4,14:12,2,7,HOU 18,10,10,Arian Foster up the middle for 1 yard (tackle by Aaron Smith),-0.280,-0.880
4,13:29,3,6,HOU 19,10,10,Matt Schaub pass complete short middle to Owen Daniels for 9 yards (tackle by Troy Polamalu),-0.880,0.810
4,12:55,1,10,HOU 28,10,10,Matt Schaub pass complete deep left to Owen Daniels for 30 yards (tackle by James Farrior),0.810,2.790
4,12:12,1,10,PIT 42,10,16,"Arian Foster up the middle for 42 yards, touchdown",2.790,7.000
4,,,,PIT 2,10,17,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 35,10,17,"Brett Hartmann kicks off 67 yards, returned by Antonio Brown for 19 yards (tackle by Brandon Harris)",0.000,-0.060
4,11:54,1,10,PIT 17,10,17,Isaac Redman right guard for 8 yards (tackle by DeMeco Ryans and Brian Cushing),-0.060,0.620
4,11:16,2,2,PIT 25,10,17,Ben Roethlisberger sacked by Shaun Cody for -7 yards. Penalty on Maurkice Pouncey: Offensive Holding (Declined),0.620,-1.130
4,10:49,3,9,PIT 18,10,17,Ben Roethlisberger pass incomplete deep middle intended for Hines Ward (defended by Jason Allen),-1.130,-2.240
4,10:39,4,9,PIT 18,10,17,"Daniel Sepulveda punts 55 yards, returned by Jacoby Jones for 13 yards (tackle by Curtis Brown)",-2.240,-1.600
4,10:25,1,10,HOU 40,10,17,Arian Foster up the middle for -2 yards (tackle by Troy Polamalu),1.600,0.780
4,9:44,2,12,HOU 38,10,17,Arian Foster right end for 3 yards (tackle by Keenan Lewis),0.780,0.500
4,9:09,3,9,HOU 41,10,17,Matt Schaub pass complete short left to Arian Foster for 2 yards (tackle by Troy Polamalu),0.500,-0.520
4,8:30,4,7,HOU 43,10,17,"Brett Hartmann punts 47 yards, fair catch by Antonio Brown",-0.520,0.380
4,8:21,1,10,PIT 10,10,17,Mewelde Moore up the middle for no gain (tackle by Mario Williams),-0.380,-0.780
4,7:45,2,10,PIT 10,10,17,Ben Roethlisberger pass complete short right to Antonio Brown for 16 yards (tackle by Jason Allen),-0.780,0.670
4,7:15,1,10,PIT 26,10,17,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,0.670,0.130
4,7:09,2,10,PIT 26,10,17,Ben Roethlisberger sacked by Antonio Smith for -6 yards,0.130,-1.350
4,7:09,3,16,PIT 20,10,17,"Penalty on Trai Essex: False Start, 5 yards (no play)",-1.350,-2.450
4,6:09,3,21,PIT 15,10,17,Ben Roethlisberger sacked by Mario Williams for -6 yards,-2.450,-2.490
4,5:39,4,27,PIT 9,10,17,"Daniel Sepulveda punts 58 yards, returned by Jacoby Jones for 3 yards (tackle by Curtis Brown)",-2.490,-1.330
4,5:26,1,10,HOU 36,10,17,Arian Foster left guard for 3 yards (tackle by LaMarr Woodley),1.330,1.200
4,4:41,2,7,HOU 39,10,17,Arian Foster right tackle for 1 yard (tackle by LaMarr Woodley and Casey Hampton),1.200,0.630
4,3:55,,,,10,17,Timeout #1 by Houston Texans,0.000,0.630
4,3:55,3,6,HOU 40,10,17,Matt Schaub pass incomplete deep right intended for Jacoby Jones (defended by Keenan Lewis),0.630,-0.720
4,3:49,4,6,HOU 40,10,17,"Brett Hartmann punts 41 yards, returned by Antonio Brown for 33 yards (tackle by Darryl Sharpton)",-0.720,-2.390
4,3:33,1,10,HOU 48,10,17,Ben Roethlisberger pass incomplete short middle intended for Hines Ward,2.390,1.850
4,3:31,2,10,HOU 48,10,17,Ben Roethlisberger up the middle for 3 yards (tackle by Antonio Smith),1.850,1.550
4,2:44,3,7,HOU 45,10,17,Ben Roethlisberger pass incomplete deep left intended for Emmanuel Sanders (defended by Troy Nolan),1.550,0.270
4,2:38,4,7,HOU 45,10,17,Ben Roethlisberger pass incomplete short middle intended for Hines Ward (defended by Connor Barwin),0.270,-1.930
4,2:33,1,10,HOU 45,10,17,Arian Foster up the middle for 2 yards (tackle by Cameron Heyward),1.930,1.650
4,2:28,,,,10,17,Timeout #3 by Pittsburgh Steelers,0.000,1.650
4,2:28,2,8,HOU 47,10,17,Arian Foster up the middle for 2 yards (tackle by Troy Polamalu),1.650,1.220
4,2:00,3,6,HOU 49,10,17,Arian Foster left guard for 5 yards (tackle by Casey Hampton),1.220,0.200
4,1:13,,,,10,17,Timeout #2 by Houston Texans,0.000,0.200
4,1:13,4,1,PIT 46,10,17,Brett Hartmann punts 45 yards,0.200,0.380
4,1:02,1,10,PIT 1,10,17,"Ben Roethlisberger pass incomplete deep left intended for Hines Ward is intercepted by Johnathan Joseph at PIT-22 and returned for 22 yards. Penalty on J.J. Watt: Roughing the Passer, 15 yards (no play)",-0.380,-0.140
4,0:51,1,10,PIT 16,10,17,Ben Roethlisberger pass complete short middle to Antonio Brown for 12 yards (tackle by Troy Nolan),-0.140,0.810
4,0:42,1,10,PIT 28,10,17,Ben Roethlisberger pass complete short middle to Isaac Redman for 12 yards (tackle by Mario Williams),0.810,1.600
4,0:19,1,10,PIT 40,10,17,Ben Roethlisberger spiked the ball,1.600,1.050
4,0:19,2,10,PIT 40,10,17,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown is intercepted by Jason Allen at HOU-11,1.050,0.370
4,0:10,1,10,HOU 11,10,17,Matt Schaub kneels for -1 yards,-0.370,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
