Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,TEN 31,7,3,Ryan Tannehill pass complete short right to Cameron Batson for 7 yards (tackle by Marlon Humphrey),0.390,0.630
2,14:18,3,4,TEN 38,7,3,Ryan Tannehill pass short middle intended for Jonnu Smith is intercepted by Tyus Bowser at TEN-47 and returned for 25 yards,0.630,-4.110
2,14:08,1,10,TEN 22,7,3,Lamar Jackson pass incomplete short right intended for Willie Snead (defended by Desmond King),4.110,3.560
2,14:01,2,10,TEN 22,7,3,J.K. Dobbins right guard for 6 yards (tackle by Kevin Byard),3.560,3.740
2,13:18,3,4,TEN 16,7,3,J.K. Dobbins right end for 9 yards (tackle by Jeffery Simmons),3.740,5.600
2,12:33,1,7,TEN 7,7,3,Lamar Jackson up the middle for -3 yards (tackle by Jayon Brown),5.600,4.190
2,11:52,2,10,TEN 10,7,3,Lamar Jackson right end for 1 yard (tackle by Jayon Brown),4.190,3.360
2,11:12,3,9,TEN 9,7,3,Lamar Jackson pass incomplete short right intended for Willie Snead,3.360,2.830
2,11:08,4,9,TEN 9,7,6,Justin Tucker 27 yard field goal good,2.830,3.000
2,11:05,,,BAL 35,7,6,"Justin Tucker kicks off 63 yards, returned by Cameron Batson for 14 yards (tackle by Justice Hill)",0.000,-0.140
2,11:01,1,10,TEN 16,7,6,Derrick Henry left guard for 3 yards (tackle by Pernell McPhee),-0.140,-0.180
2,10:23,2,7,TEN 19,7,6,Derrick Henry right end for no gain (tackle by Matt Judon),-0.180,-0.950
2,9:35,3,7,TEN 19,7,6,Ryan Tannehill pass incomplete short left intended for A.J. Brown,-0.950,-2.140
2,9:31,4,7,TEN 19,7,6,"Trevor Daniel punts 41 yards, fair catch by James Proche at BAL-40",-2.140,-1.600
2,9:25,1,10,BAL 40,7,6,J.K. Dobbins right guard for 11 yards (tackle by Kevin Byard),1.600,2.320
2,8:49,1,10,TEN 49,7,6,J.K. Dobbins right tackle for 4 yards (tackle by Rashaan Evans),2.320,2.320
2,8:10,2,6,TEN 45,7,6,J.K. Dobbins right end for 7 yards (tackle by Matt Dickerson),2.320,3.050
2,7:28,1,10,TEN 38,7,6,Lamar Jackson right end for 2 yards (tackle by Amani Hooker),3.050,2.780
2,6:50,2,8,TEN 36,7,6,Lamar Jackson pass incomplete deep middle intended for Marquise Brown (defended by Amani Hooker),2.780,2.080
2,6:44,3,8,TEN 36,7,6,"Penalty on Will Holden: False Start, 5 yards (no play)",2.080,1.420
2,6:44,3,13,TEN 41,7,6,Lamar Jackson pass complete deep middle to Mark Andrews for 30 yards (tackle by Joshua Kalu),1.420,4.840
2,6:05,1,10,TEN 11,7,6,J.K. Dobbins left guard for 4 yards (tackle by Teair Tart and Amani Hooker),4.840,4.890
2,5:27,2,6,TEN 7,7,6,Lamar Jackson pass complete short middle to Patrick Ricard for 5 yards (tackle by Rashaan Evans),4.890,5.120
2,5:22,3,1,TEN 2,7,12,"J.K. Dobbins left guard for 2 yards, touchdown",5.120,7.000
2,5:17,,,TEN 2,7,14,"Two Point Attempt: Lamar Jackson pass complete to J.K. Dobbins, conversion succeeds",1.000,1.000
2,5:17,,,BAL 35,7,14,"Justin Tucker kicks off 59 yards, returned by Cameron Batson for 19 yards (tackle by L.J. Fort)",0.000,0.610
2,5:12,1,10,TEN 25,7,14,Ryan Tannehill right end for 21 yards (tackle by Chris Board),0.610,1.990
2,4:46,1,10,TEN 46,7,14,Derrick Henry right end for 3 yards (tackle by Jaylon Ferguson),1.990,1.860
2,4:13,2,7,TEN 49,7,14,Ryan Tannehill pass incomplete deep middle intended for Corey Davis,1.860,1.160
2,4:07,3,7,TEN 49,7,14,Ryan Tannehill pass incomplete short left intended for Corey Davis,1.160,-0.130
2,4:03,4,7,TEN 49,7,14,Logan Woodside pass complete short right to Nick Westbrook-Ikhine for 7 yards (tackle by Anthony Levine),-0.130,2.650
2,3:22,1,10,BAL 44,7,14,Derrick Henry left end for 3 yards (tackle by Matt Judon),2.650,2.520
2,2:41,2,7,BAL 41,7,14,Ryan Tannehill pass incomplete short middle intended for A.J. Brown (defended by L.J. Fort),2.520,1.820
2,2:35,3,7,BAL 41,7,14,"Ryan Tannehill pass incomplete short middle intended for A.J. Brown. Penalty on Pernell McPhee: Roughing the Passer, 15 yards (no play)",1.820,3.840
2,2:31,1,10,BAL 26,7,14,Derrick Henry right end for 3 yards (tackle by Justin Ellis),3.840,3.700
2,2:00,2,7,BAL 23,7,14,Ryan Tannehill pass complete short right to Jonnu Smith for 6 yards (tackle by Marcus Peters),3.700,3.950
2,1:55,3,1,BAL 17,7,14,Derrick Henry left guard for 3 yards (tackle by Chuck Clark),3.950,4.650
2,1:50,,,,,,Timeout #1 by Baltimore Ravens,,
2,1:50,1,10,BAL 14,7,14,Derrick Henry left end for no gain (tackle by Derek Wolfe and Patrick Queen),4.650,4.000
2,1:45,,,,,,Timeout #2 by Baltimore Ravens,,
2,1:45,2,10,BAL 14,7,14,"Ryan Tannehill sacked by Yannick Ngakoue for -8 yards. Ryan Tannehill fumbles, ball out of bounds at BAL-22 (forced by Yannick Ngakoue)",4.000,2.350
2,0:56,,,,,,Timeout #1 by Tennessee Titans,,
2,0:56,3,18,BAL 22,7,14,Ryan Tannehill pass incomplete short left intended for Jonnu Smith,2.350,1.990
2,0:52,4,18,BAL 22,10,14,Stephen Gostkowski 40 yard field goal good,1.990,3.000
2,0:48,,,TEN 35,10,14,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
2,0:48,1,10,BAL 25,10,14,"J.K. Dobbins left end for 1 yard (tackle by Harold Landry). Penalty on Ben Powers: Clipping, 13 yards",0.610,-0.640
2,0:41,1,22,BAL 13,10,14,J.K. Dobbins right end for 3 yards (tackle by William Compton),-0.640,-1.290
Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,10,14,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TEN 25,10,14,Derrick Henry right guard for 2 yards (tackle by Derek Wolfe and Matt Judon),0.610,0.330
3,14:24,2,8,TEN 27,10,14,Ryan Tannehill pass incomplete short left intended for Derrick Henry,0.330,-0.360
3,14:17,3,8,TEN 27,10,14,Ryan Tannehill pass complete short middle to Jeremy McNichols for 2 yards (tackle by Tyus Bowser and Derek Wolfe),-0.360,-1.440
3,13:38,4,6,TEN 29,10,14,"Trevor Daniel punts 52 yards, returned by James Proche for 7 yards (tackle by Daren Bates and Nick Dzubnar)",-1.440,-0.670
3,13:26,1,10,BAL 26,10,14,Lamar Jackson pass complete short left to Dez Bryant for 4 yards (tackle by Malcolm Butler),0.670,0.670
3,12:51,2,6,BAL 30,10,14,Lamar Jackson pass complete short middle to Mark Andrews for 6 yards (tackle by William Compton and Rashaan Evans),0.670,1.330
3,12:13,1,10,BAL 36,10,14,J.K. Dobbins left guard for 2 yards (tackle by Derick Roberson),1.330,1.060
3,11:31,2,8,BAL 38,10,14,Lamar Jackson right guard for 3 yards (tackle by Harold Landry),1.060,0.760
3,10:51,3,5,BAL 41,10,14,"Lamar Jackson pass complete short middle to J.K. Dobbins for 6 yards (tackle by Amani Hooker). Penalty on Amani Hooker: Face Mask (15 Yards), 15 yards",0.760,3.050
3,10:31,1,10,TEN 38,10,14,"Lamar Jackson pass incomplete short left. Penalty on Desmond King: Defensive Holding, 5 yards (no play)",3.050,3.380
3,10:20,1,10,TEN 33,10,14,Gus Edwards left guard for 2 yards (tackle by Harold Landry and Kevin Byard),3.380,3.110
3,9:40,2,8,TEN 31,10,20,"Lamar Jackson pass complete deep left to Mark Andrews for 31 yards, touchdown",3.110,7.000
3,9:34,,,TEN 15,10,21,Justin Tucker kicks extra point good,0.000,0.000
3,9:34,,,BAL 35,10,21,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,9:34,1,10,TEN 25,10,21,Derrick Henry left end for 5 yards (tackle by DeShon Elliott),0.610,0.740
3,8:46,2,5,TEN 30,10,21,D'Onta Foreman right tackle for 1 yard (tackle by DeShon Elliott),0.740,0.170
3,8:01,3,4,TEN 31,10,21,Ryan Tannehill pass complete short left to A.J. Brown for 12 yards (tackle by Yannick Ngakoue),0.170,1.800
3,7:18,1,10,TEN 43,10,21,Ryan Tannehill pass complete deep right to Corey Davis for 50 yards (tackle by DeShon Elliott),1.800,5.600
3,7:08,1,7,BAL 7,10,21,Ryan Tannehill pass incomplete short right intended for A.J. Brown,5.600,4.760
3,7:03,2,7,BAL 7,10,21,"Jamil Douglas aborted snap, recovered by Derrick Henry at BAL-27",4.760,1.420
3,6:18,3,27,BAL 27,10,21,Ryan Tannehill pass complete short right to Jonnu Smith for 5 yards (tackle by Marlon Humphrey),1.420,1.990
3,5:37,4,22,BAL 22,13,21,Stephen Gostkowski 40 yard field goal good,1.990,3.000
3,5:33,,,TEN 35,13,21,"Stephen Gostkowski kicks off 65 yards, returned by Devin Duvernay for 17 yards (tackle by Daren Bates)",0.000,-0.060
3,5:29,1,10,BAL 17,13,21,J.K. Dobbins right end for 3 yards (tackle by William Compton),-0.060,-0.060
3,4:52,2,7,BAL 20,13,21,Lamar Jackson pass incomplete short right intended for Marquise Brown,-0.060,-0.870
3,4:49,3,7,BAL 20,13,21,Lamar Jackson pass complete short right to James Proche for 14 yards (tackle by Breon Borders),-0.870,1.200
3,4:10,1,10,BAL 34,13,21,Lamar Jackson pass complete short left to Dez Bryant for 5 yards (tackle by Malcolm Butler),1.200,1.330
3,3:30,2,5,BAL 39,13,21,Lamar Jackson pass complete short left to Dez Bryant for 3 yards (tackle by Malcolm Butler),1.330,1.030
3,2:48,3,2,BAL 42,13,21,Lamar Jackson right end for 2 yards (tackle by Desmond King),1.030,1.860
3,1:58,1,10,BAL 44,13,21,Lamar Jackson pass deep left intended for Devin Duvernay is intercepted by Amani Hooker at TEN-9 and returned for 6 yards,1.860,0.220
3,1:46,1,10,TEN 15,13,21,Derrick Henry left guard for 2 yards (tackle by Pernell McPhee),-0.220,-0.440
3,1:08,2,8,TEN 17,13,21,Derrick Henry right end for -2 yards (tackle by Derek Wolfe),-0.440,-1.370
3,0:23,3,10,TEN 15,13,21,Ryan Tannehill pass complete short middle to Anthony Firkser for 12 yards (tackle by Chuck Clark),-1.370,0.740
Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 27,13,21,Ryan Tannehill pass complete deep left to Corey Davis for 16 yards (tackle by Marlon Humphrey),0.740,1.800
4,14:30,1,10,TEN 43,13,21,Derrick Henry right end for 24 yards (tackle by Chuck Clark),1.800,3.380
4,14:10,1,10,BAL 33,13,21,Ryan Tannehill pass complete short middle to Geoff Swaim for 9 yards (tackle by Malik Harrison and DeShon Elliott),3.380,4.050
4,13:43,2,1,BAL 24,13,21,Derrick Henry left tackle for 1 yard (tackle by Justin Ellis and Matt Judon),4.050,4.040
4,13:01,1,10,BAL 23,13,21,Derrick Henry left end for 11 yards (tackle by Malik Harrison),4.040,4.780
4,12:33,1,10,BAL 12,13,21,Ryan Tannehill left end for 3 yards (tackle by Marlon Humphrey),4.780,4.640
4,11:57,2,7,BAL 9,13,21,Ryan Tannehill pass complete short left to Anthony Firkser for 5 yards (tackle by Jimmy Smith),4.640,4.840
4,11:19,3,2,BAL 4,13,21,Ryan Tannehill pass incomplete short middle intended for Anthony Firkser,4.840,3.040
4,11:15,4,2,BAL 4,16,21,Stephen Gostkowski 22 yard field goal good,3.040,3.000
4,11:12,,,TEN 35,16,21,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
4,11:12,1,10,BAL 25,16,21,J.K. Dobbins left end for 5 yards (tackle by William Compton and Jeffery Simmons),0.610,0.740
4,10:34,2,5,BAL 30,16,21,Lamar Jackson right end for no gain (tackle by Rashaan Evans and Harold Landry),0.740,0.040
4,9:49,3,5,BAL 30,16,21,Lamar Jackson pass complete short left to Willie Snead for 6 yards (tackle by Desmond King),0.040,1.330
4,9:06,1,10,BAL 36,16,21,J.K. Dobbins right guard for 1 yard (tackle by William Compton and Jeffery Simmons),1.330,0.930
4,8:36,2,9,BAL 37,16,21,Lamar Jackson right end for 8 yards (tackle by William Compton),0.930,1.290
4,7:54,3,1,BAL 45,16,21,"Penalty on Mark Andrews: False Start, 4 yards (no play)",1.290,0.760
4,7:54,3,5,BAL 41,16,21,Lamar Jackson pass incomplete deep middle intended for Mark Andrews,0.760,-0.650
4,7:49,4,5,BAL 41,16,21,"Sam Koch punts 40 yards, fair catch by Kalif Raymond at TEN-19. Penalty on Nick Dzubnar: Offensive Holding, 9 yards",-0.650,0.380
4,7:43,1,10,TEN 10,16,21,Derrick Henry left guard for 1 yard (tackle by Tyus Bowser and Derek Wolfe),-0.380,-0.710
4,7:09,2,9,TEN 11,16,21,Ryan Tannehill right end for 12 yards (tackle by Derek Wolfe),-0.710,0.480
4,6:35,1,10,TEN 23,16,21,Derrick Henry left tackle for 4 yards (tackle by Malik Harrison and Pernell McPhee),0.480,0.470
4,5:57,2,6,TEN 27,16,21,Ryan Tannehill pass complete short middle to Anthony Firkser for 9 yards (tackle by Chuck Clark),0.470,1.330
4,5:17,1,10,TEN 36,16,21,Ryan Tannehill pass complete short right to Corey Davis for 22 yards (tackle by Marcus Peters),1.330,2.790
4,4:50,1,10,BAL 42,16,21,Derrick Henry left guard for 3 yards (tackle by Chris Board and Chuck Clark),2.790,2.650
4,4:05,2,7,BAL 39,16,21,Ryan Tannehill pass complete short left to A.J. Brown for 25 yards (tackle by Marlon Humphrey),2.650,4.650
4,3:56,1,10,BAL 14,16,21,Derrick Henry right end for 8 yards (tackle by Malik Harrison and Patrick Queen),4.650,5.470
4,3:12,2,2,BAL 6,16,21,"Ryan Tannehill aborted snap, recovered by Ryan Tannehill at BAL-12 Ryan Tannehill sacked by Matt Judon for -8 yards",5.470,3.110
4,2:26,3,10,BAL 14,22,21,"Ryan Tannehill pass complete short middle to A.J. Brown for 14 yards, touchdown",3.110,7.000
4,2:18,,,,,,Timeout #1 by Tennessee Titans,,
4,2:18,,,BAL 2,24,21,"Two Point Attempt: Ryan Tannehill rushes, conversion succeeds.",1.000,1.000
4,2:18,,,TEN 35,24,21,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
4,2:18,1,10,BAL 25,24,21,Lamar Jackson pass complete short right to Willie Snead for 8 yards (tackle by Rashaan Evans),0.610,1.140
4,2:00,2,2,BAL 33,24,21,Lamar Jackson right guard for 8 yards (tackle by Joshua Kalu),1.140,1.660
4,1:44,1,10,BAL 41,24,21,Lamar Jackson pass complete short left to Mark Andrews for 15 yards (tackle by Malcolm Butler),1.660,2.650
4,1:37,1,10,TEN 44,24,21,Lamar Jackson up the middle for 14 yards (tackle by Joshua Kalu),2.650,3.580
4,1:17,1,10,TEN 30,24,21,Lamar Jackson pass complete short right to Dez Bryant for 16 yards (tackle by Kevin Byard),3.580,4.650
4,0:51,1,10,TEN 14,24,21,"Penalty on Dez Bryant: False Start, 5 yards (no play)",4.650,4.260
4,0:39,1,15,TEN 19,24,21,Lamar Jackson pass complete short middle to Willie Snead for 9 yards (tackle by Amani Hooker),4.260,4.710
4,0:32,,,,,,Timeout #2 by Baltimore Ravens,,
4,0:32,2,6,TEN 10,24,21,Lamar Jackson pass incomplete short middle intended for Willie Snead (defended by Desmond King),4.710,3.820
4,0:28,3,6,TEN 10,24,21,Lamar Jackson pass incomplete short right,3.820,2.790
4,0:18,4,6,TEN 10,24,24,Justin Tucker 29 yard field goal good,2.790,3.000
4,0:15,,,BAL 35,24,24,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,0:15,1,10,TEN 25,24,24,Ryan Tannehill kneels for -1 yards,0.610,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
,,,,,,,"Ravens won the coin toss, Ravens to receive the overtime kickoff.",,
OT,10:00,,,TEN 35,24,24,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,BAL 25,24,24,J.K. Dobbins right end for 2 yards (tackle by Harold Landry and Amani Hooker),0.610,0.330
OT,9:24,2,8,BAL 27,24,24,Lamar Jackson sacked by Harold Landry for -9 yards,0.330,-1.720
OT,8:40,3,17,BAL 18,24,24,Lamar Jackson pass complete short middle to J.K. Dobbins for 9 yards (tackle by Harold Landry),-1.720,-1.570
OT,8:05,4,8,BAL 27,24,24,"Sam Koch punts 46 yards, fair catch by Kalif Raymond at TEN-27",-1.570,-0.740
OT,7:58,1,10,TEN 27,24,24,Ryan Tannehill pass complete short right to Corey Davis for 14 yards (tackle by Marlon Humphrey),0.740,1.660
OT,7:25,1,10,TEN 41,24,24,Derrick Henry left end for 4 yards (tackle by Malik Harrison),1.660,1.660
OT,6:44,2,6,TEN 45,24,24,Ryan Tannehill pass complete short middle to Corey Davis for 11 yards (tackle by Marcus Peters),1.660,2.650
OT,6:20,1,10,BAL 44,24,24,Derrick Henry left guard for 4 yards (tackle by Pernell McPhee),2.650,2.650
OT,5:43,2,6,BAL 40,24,24,Ryan Tannehill pass complete short right to A.J. Brown for 11 yards (tackle by Marlon Humphrey),2.650,3.640
OT,5:29,1,10,BAL 29,30,24,"Derrick Henry left end for 29 yards, touchdown",3.640,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
