Quarter,Time,Down,ToGo,Location,CIN,DET,Detail,EPB,EPA
1,10:59,1,10,DET 20,7,0,Reggie Bush right end for -2 yards (tackle by Vontaze Burfict and Geno Atkins),0.280,-0.630
1,10:21,2,12,DET 18,7,0,Matthew Stafford pass complete short left to Calvin Johnson for 16 yards (tackle by George Iloka),-0.630,1.200
1,9:38,1,10,DET 34,7,0,Matthew Stafford pass incomplete deep right intended for Joseph Fauria,1.200,0.660
1,9:32,2,10,DET 34,7,0,Reggie Bush right tackle for 1 yard (tackle by Carlos Dunlap),0.660,0.100
1,8:45,3,9,DET 35,7,0,Matthew Stafford pass complete short left to Reggie Bush for 11 yards (tackle by George Iloka),0.100,1.990
1,8:01,1,10,DET 46,7,0,Matthew Stafford pass complete short middle to Joique Bell for 5 yards (tackle by Rey Maualuga),1.990,2.130
1,7:18,2,5,CIN 49,7,0,Matthew Stafford pass complete short right to Kris Durham for 4 yards (tackle by Vontaze Burfict and Devon Still),2.130,1.950
1,6:29,3,1,CIN 45,7,0,Joique Bell up the middle for 13 yards (tackle by George Iloka),1.950,3.450
1,5:43,1,10,CIN 32,7,0,Reggie Bush right tackle for 2 yards (tackle by Vontaze Burfict),3.450,3.170
1,4:59,2,8,CIN 30,7,0,Matthew Stafford pass complete short middle to Joseph Fauria for 15 yards (tackle by Reggie Nelson and George Iloka),3.170,4.580
1,4:28,1,10,CIN 15,7,0,Reggie Bush up the middle for 4 yards (tackle by Vontaze Burfict),4.580,4.640
1,3:48,2,6,CIN 11,7,0,Matthew Stafford pass incomplete short left intended for Brandon Pettigrew (defended by Leon Hall),4.640,3.780
1,3:42,3,6,CIN 11,7,0,Matthew Stafford pass complete short middle to Kris Durham for 8 yards (tackle by Taylor Mays and Rey Maualuga),3.780,3.780
1,3:15,3,6,CIN 11,7,0,Timeout #1 by Cincinnati Bengals,3.780,6.510
1,3:15,1,3,CIN 3,7,0,Matthew Stafford pass incomplete short left intended for Calvin Johnson,6.510,5.530
1,3:08,2,3,CIN 3,7,0,Matthew Stafford pass incomplete short right intended for Joseph Fauria,5.530,4.720
1,3:06,3,3,CIN 3,7,6,"Matthew Stafford pass complete short left to Brandon Pettigrew for 3 yards, touchdown",4.720,7.000
1,3:06,,,CIN 2,7,7,David Akers kicks extra point good,0.000,0.000
1,3:06,,,DET 35,7,7,"Sam Martin kicks off 74 yards, touchback",0.000,-0.280
1,3:02,1,10,CIN 20,7,7,Giovani Bernard left end for no gain (tackle by DeAndre Levy),0.280,-0.270
1,2:33,2,10,CIN 20,7,7,Andy Dalton pass incomplete short left intended for Marvin Jones (defended by Rashean Mathis),-0.270,-0.960
1,2:28,3,10,CIN 20,7,7,"Andy Dalton sacked by Ezekiel Ansah for -12 yards. Andy Dalton fumbles (forced by Ezekiel Ansah), recovered by Ndamukong Suh at CIN-2 and returned for 2 yards. Penalty on Ezekiel Ansah: Defensive Offside, 5 yards (no play)",-0.960,-0.300
1,2:22,3,5,CIN 25,7,7,Andy Dalton pass incomplete short left intended for Marvin Jones (defended by Rashean Mathis),-0.300,-1.700
1,2:15,4,5,CIN 25,7,7,Kevin Huber punts 49 yards,-1.700,-0.670
1,2:10,1,10,DET 26,7,7,Matthew Stafford pass incomplete deep right intended for Calvin Johnson (defended by Terence Newman),0.670,0.130
,,,,,,,"CIN challenged the pass completion ruling, and the original play was overturned.",,
1,2:07,2,10,DET 26,7,7,Matthew Stafford pass complete short right to Kris Durham for 14 yards (tackle by Terence Newman),0.130,0.130
1,1:25,2,10,DET 26,7,7,Timeout #1 by Detroit Lions,0.130,1.600
1,1:25,1,10,DET 40,7,7,Reggie Bush right tackle for 2 yards (tackle by Rey Maualuga and Devon Still),1.600,1.320
1,0:48,2,8,DET 42,7,7,Matthew Stafford pass complete short right to Calvin Johnson for 9 yards (tackle by Terence Newman),1.320,2.320
1,0:06,1,10,CIN 49,7,7,Reggie Bush left tackle for 2 yards (tackle by Vontaze Burfict and Carlos Dunlap),2.320,2.050
Quarter,Time,Down,ToGo,Location,CIN,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,CIN 47,7,7,Matthew Stafford pass complete short right to Calvin Johnson for 15 yards (tackle by Vontaze Burfict and Rey Maualuga),2.050,3.450
2,14:19,1,10,CIN 32,7,7,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson (defended by Reggie Nelson),3.450,2.900
2,14:12,2,10,CIN 32,7,7,Reggie Bush up the middle for 6 yards (tackle by Brandon Thompson),2.900,3.010
2,13:29,3,4,CIN 26,7,7,Matthew Stafford pass complete short right to Reggie Bush for 6 yards (tackle by Vontaze Burfict),3.010,4.240
2,12:42,1,10,CIN 20,7,7,Matthew Stafford pass incomplete deep right intended for Kris Durham (defended by Terence Newman),4.240,3.690
2,12:38,2,10,CIN 20,7,7,Reggie Bush left tackle for 2 yards (tackle by George Iloka),3.690,3.220
2,11:53,3,8,CIN 18,7,7,Matthew Stafford pass incomplete deep middle intended for Joseph Fauria (defended by Chris Crocker),3.220,2.250
2,11:47,4,8,CIN 18,7,10,David Akers 36 yard field goal good,2.250,3.000
2,11:47,,,DET 35,7,10,"Sam Martin kicks off 74 yards, touchback",0.000,-0.280
2,11:43,1,10,CIN 20,7,10,Andy Dalton pass complete short left to A.J. Green for 13 yards (tackle by Rashean Mathis),0.280,1.140
2,11:01,1,10,CIN 33,7,10,Andy Dalton pass complete deep right to A.J. Green for 27 yards (tackle by Ashlee Palmer),1.140,2.920
2,10:20,1,10,DET 40,7,10,BenJarvus Green-Ellis left end for -1 yards (tackle by Devin Taylor),2.920,2.240
2,9:42,2,11,DET 41,7,10,BenJarvus Green-Ellis right end for 2 yards (tackle by Willie Young),2.240,1.820
2,9:03,3,9,DET 39,7,10,Andy Dalton pass complete short left to Mohamed Sanu for 12 yards (tackle by Stephen Tulloch),1.820,3.780
2,8:28,1,10,DET 27,7,10,"Giovani Bernard up the middle for 7 yards (tackle by Stephen Tulloch). Penalty on Jermaine Gresham: Unsportsmanlike Conduct, 15 yards",3.780,2.150
2,7:55,2,18,DET 35,7,10,Andy Dalton pass complete short left to Giovani Bernard for 6 yards (tackle by DeAndre Levy),2.150,2.280
2,7:29,3,12,DET 29,7,10,Andy Dalton pass incomplete,2.280,1.500
2,7:22,4,12,DET 29,7,10,Mike Nugent 47 yard field goal no good,1.500,-1.400
2,7:17,1,10,DET 37,7,10,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson,1.400,0.860
2,7:09,2,10,DET 37,7,10,Reggie Bush right tackle for 7 yards (tackle by James Harrison),0.860,1.090
2,6:26,3,3,DET 44,7,10,Matthew Stafford pass complete short middle to Kevin Ogletree for 7 yards (tackle by Carlos Dunlap),1.090,2.320
2,5:46,1,10,CIN 49,7,10,Reggie Bush up the middle for 3 yards (tackle by Carlos Dunlap),2.320,2.190
2,5:06,2,7,CIN 46,7,10,Matthew Stafford pass incomplete deep right intended for Kris Durham,2.190,1.490
2,4:59,3,7,CIN 46,7,10,Matthew Stafford pass complete short middle to Joique Bell for 18 yards (tackle by Reggie Nelson),1.490,3.710
2,4:29,1,10,CIN 28,7,10,Matthew Stafford pass complete short left to Kris Durham for 9 yards (tackle by Dre Kirkpatrick),3.710,4.420
2,3:48,2,1,CIN 19,7,10,Reggie Bush right tackle for 1 yard (tackle by Rey Maualuga),4.420,4.370
2,3:07,1,10,CIN 18,7,10,Reggie Bush right tackle for 2 yards (tackle by Vontaze Burfict),4.370,4.090
2,2:45,2,8,CIN 16,7,10,Matthew Stafford pass incomplete deep middle intended for Ryan Broyles,4.090,3.300
2,2:36,3,8,CIN 16,7,10,Matthew Stafford pass incomplete short right intended for Kris Durham (defended by Terence Newman). Penalty on Kris Durham: Offensive Pass Interference (Declined),3.300,2.380
2,2:30,4,8,CIN 16,7,10,"David Akers 34 yard field goal no good, blocked by Carlos Dunlap, recovered by Reggie Nelson and returned for 11 yards. Andy Dalton fumbles, recovered by Dre Kirkpatrick at DET-49 and returned for 9 yards (tackle by Sam Martin)",2.380,-2.920
2,2:17,1,10,DET 40,7,10,Giovani Bernard left end for 5 yards (tackle by Louis Delmas),2.920,3.050
2,2:00,2,5,DET 35,7,10,Andy Dalton pass complete short right to A.J. Green for 13 yards (tackle by Chris Houston),3.050,4.110
2,1:55,1,10,DET 22,7,10,Giovani Bernard up the middle for 3 yards (tackle by Ndamukong Suh),4.110,3.970
2,1:25,2,7,DET 19,7,10,Andy Dalton pass incomplete short right intended for Giovani Bernard (defended by DeAndre Levy),3.970,3.260
2,1:21,3,7,DET 19,7,10,Andy Dalton pass complete short middle to Giovani Bernard for 7 yards (tackle by Stephen Tulloch),3.260,4.780
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
2,0:52,1,10,DET 12,7,10,Andy Dalton pass incomplete short left intended for Mohamed Sanu (defended by Rashean Mathis),4.780,4.100
2,0:46,2,10,DET 12,13,10,"Andy Dalton pass complete short right to Marvin Jones for 12 yards, touchdown",4.100,7.000
2,0:46,,,DET 2,14,10,Mike Nugent kicks extra point good,0.000,0.000
2,0:46,,,CIN 35,14,10,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
2,0:41,1,10,DET 20,14,10,Joique Bell up the middle for 7 yards (tackle by Vontaze Burfict),0.280,0.680
2,0:14,2,3,DET 27,14,10,Joique Bell right tackle for 2 yards (tackle by Geno Atkins and Taylor Mays),0.680,0.230
Quarter,Time,Down,ToGo,Location,CIN,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,14,10,"Sam Martin kicks off 72 yards, touchback",0.000,-0.280
3,15:00,1,10,CIN 20,14,10,BenJarvus Green-Ellis left tackle for no gain (tackle by DeAndre Levy),0.280,-0.270
3,14:22,2,10,CIN 20,14,10,Andy Dalton pass complete short right to A.J. Green for 11 yards (tackle by Darius Slay),-0.270,1.000
3,13:56,1,10,CIN 31,14,10,BenJarvus Green-Ellis right end for -2 yards (tackle by Stephen Tulloch),1.000,0.190
3,13:21,2,12,CIN 29,14,10,Andy Dalton pass incomplete short left intended for Jermaine Gresham (defended by Nick Fairley),0.190,-0.490
3,13:15,3,12,CIN 29,14,10,Andy Dalton pass complete deep middle to Marvin Jones for 18 yards (tackle by DeAndre Levy),-0.490,2.060
3,12:37,1,10,CIN 47,14,10,Andy Dalton pass complete short right to Jermaine Gresham for -1 yards (tackle by Ashlee Palmer and Stephen Tulloch),2.060,1.380
3,11:51,2,11,CIN 46,14,10,Andy Dalton pass complete short left to Marvin Jones for 16 yards (tackle by Bill Bentley and Stephen Tulloch),1.380,3.050
3,11:28,1,10,DET 38,14,10,BenJarvus Green-Ellis up the middle for 6 yards (tackle by Glover Quin),3.050,3.320
3,10:49,2,4,DET 32,20,10,"Andy Dalton pass complete deep left to Tyler Eifert for 32 yards, touchdown",3.320,7.000
3,10:49,,,DET 2,21,10,Mike Nugent kicks extra point good,0.000,0.000
3,10:49,,,CIN 35,21,10,"Mike Nugent kicks off 74 yards, touchback",0.000,-0.280
3,10:42,1,10,DET 20,21,10,Matthew Stafford pass incomplete short left intended for Calvin Johnson,0.280,-0.270
3,10:37,2,10,DET 20,21,10,"Matthew Stafford pass complete short right to Kris Durham for 9 yards (tackle by George Iloka). Penalty on Reggie Bush: Chop Block, 10 yards (no play)",-0.270,-1.510
3,10:13,2,20,DET 10,21,10,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew (defended by Taylor Mays),-1.510,-2.590
3,10:07,3,20,DET 10,21,10,Matthew Stafford pass complete deep right to Kevin Ogletree for 43 yards (tackle by Reggie Nelson),-2.590,2.460
3,9:37,1,10,CIN 47,21,10,Reggie Bush right tackle for 1 yard (tackle by Vontaze Burfict and Carlos Dunlap),2.460,2.050
3,8:55,2,9,CIN 46,21,10,Matthew Stafford pass complete short middle to Calvin Johnson for 19 yards (tackle by George Iloka). Penalty on Rey Maualuga: Illegal Contact (Declined),2.050,3.780
3,8:32,1,10,CIN 27,21,10,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew,3.780,3.230
3,8:28,2,10,CIN 27,21,10,Matthew Stafford pass incomplete short middle intended for Reggie Bush (defended by Vontaze Burfict),3.230,2.540
3,8:23,3,10,CIN 27,21,16,"Matthew Stafford pass complete deep left to Calvin Johnson for 27 yards, touchdown",2.540,7.000
3,8:23,,,CIN 2,21,17,David Akers kicks extra point good,0.000,0.000
3,8:23,,,DET 35,21,17,"Sam Martin kicks off 74 yards, touchback",0.000,-0.280
3,8:17,1,10,CIN 20,21,17,Giovani Bernard left tackle for 4 yards (tackle by Stephen Tulloch and Willie Young),0.280,0.270
3,7:39,2,6,CIN 24,21,17,"Andy Dalton pass complete short left to A.J. Green for 13 yards (tackle by Stephen Tulloch). Penalty on A.J. Green: Offensive Pass Interference, 10 yards (no play)",0.270,-1.180
3,7:20,2,16,CIN 14,21,17,Andy Dalton pass complete short right to A.J. Green for 9 yards (tackle by Darius Slay),-1.180,-0.560
3,6:39,3,7,CIN 23,21,17,Andy Dalton pass complete short right to Marvin Jones for 11 yards (tackle by Darius Slay),-0.560,1.200
3,5:56,1,10,CIN 34,21,17,Giovani Bernard right tackle for 1 yard (tackle by Ndamukong Suh),1.200,0.790
3,5:18,2,9,CIN 35,21,17,Andy Dalton pass complete deep middle to Jermaine Gresham for 30 yards (tackle by Stephen Tulloch),0.790,3.250
3,4:33,1,10,DET 35,21,17,Andy Dalton pass incomplete,3.250,2.700
3,4:28,2,10,DET 35,21,17,Andy Dalton pass incomplete short right intended for A.J. Green,2.700,2.010
3,4:23,3,10,DET 35,21,17,Andy Dalton pass complete short left to Giovani Bernard for 5 yards (tackle by Louis Delmas),2.010,1.450
3,3:42,4,5,DET 30,24,17,Mike Nugent 48 yard field goal good,1.450,3.000
3,,,,CIN 35,,,"Mike Nugent kicks off 72 yards, returned by Micheal Spurlock for 35 yards (tackle by Reggie Nelson)",,
3,3:30,1,10,DET 28,24,17,Reggie Bush right tackle for 7 yards (tackle by Rey Maualuga),0.810,1.210
3,2:57,2,3,DET 35,24,17,Reggie Bush up the middle for 1 yard (tackle by Brandon Thompson),1.210,0.630
3,2:17,3,2,DET 36,24,17,Matthew Stafford pass incomplete short middle intended for Reggie Bush (defended by Vontaze Burfict),0.630,-0.980
3,2:12,4,2,DET 36,24,17,Sam Martin punts 45 yards,-0.980,-0.150
3,2:02,1,10,CIN 19,24,17,BenJarvus Green-Ellis left tackle for 1 yard (tackle by Stephen Tulloch),0.150,-0.200
3,1:25,2,9,CIN 20,24,17,Andy Dalton pass complete short left to Tyler Eifert for 2 yards (tackle by DeAndre Levy),-0.200,-0.680
3,0:43,3,7,CIN 22,24,17,Andy Dalton for 6 yards (tackle by Louis Delmas),-0.680,-1.500
,,,,,,,"DET challenged the first down ruling, and the original play was overturned.",,
Quarter,Time,Down,ToGo,Location,CIN,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,CIN 28,24,17,"Kevin Huber punts 50 yards, fair catch by Micheal Spurlock",-1.500,-0.410
4,14:52,1,10,DET 22,24,17,Matthew Stafford pass complete short middle to Ryan Broyles for 9 yards (tackle by Rey Maualuga),0.410,1.080
4,14:17,2,1,DET 31,24,17,Matthew Stafford pass complete short right to Calvin Johnson for no gain,1.080,0.370
4,13:33,3,1,DET 31,24,17,Matthew Stafford pass complete deep right to Reggie Bush for 27 yards (tackle by Terence Newman),0.370,2.790
4,12:53,1,10,CIN 42,24,17,Joique Bell right tackle for 2 yards (tackle by Chris Crocker),2.790,2.510
4,12:14,2,8,CIN 40,24,17,"Matthew Stafford pass incomplete short right intended for Calvin Johnson. Penalty on Matthew Stafford: Intentional Grounding, 10 yards",2.510,0.500
4,12:10,3,18,,24,23,"Matthew Stafford pass complete deep middle to Calvin Johnson for 50 yards, touchdown",0.500,7.000
4,12:10,,,CIN 2,24,24,David Akers kicks extra point good,0.000,0.000
4,12:10,,,DET 35,24,24,"Sam Martin kicks off 61 yards, returned by Cedric Peerman for 21 yards (tackle by John Wendling)",0.000,-0.610
4,11:52,1,10,CIN 25,24,24,Giovani Bernard left tackle for 7 yards (tackle by Darius Slay and Ashlee Palmer),0.610,1.010
4,11:16,2,3,CIN 32,24,24,"Andy Dalton pass incomplete deep right intended for A.J. Green (defended by Chris Houston). Penalty on A.J. Green: Offensive Pass Interference, 10 yards (no play)",1.010,-0.340
4,11:09,2,13,CIN 22,24,24,Andy Dalton pass complete short middle to Giovani Bernard for 6 yards (tackle by DeAndre Levy),-0.340,-0.230
4,10:31,3,7,CIN 28,24,24,Andy Dalton pass incomplete deep middle intended for A.J. Green (defended by Glover Quin),-0.230,-1.500
4,10:24,4,7,CIN 28,24,24,"Kevin Huber punts 45 yards, returned by Micheal Spurlock for 1 yard (tackle by Vincent Rey)",-1.500,-0.810
4,10:14,1,10,DET 28,24,24,Matthew Stafford pass complete short left to Calvin Johnson for 11 yards (tackle by George Iloka),0.810,1.530
4,9:38,1,10,DET 39,24,24,Reggie Bush up the middle for 2 yards (tackle by Michael Johnson and Domata Peko),1.530,1.260
4,8:56,2,8,DET 41,24,24,Matthew Stafford pass complete short left to Kris Durham for 6 yards,1.260,1.260
4,8:15,2,8,DET 41,24,24,Timeout #1 by Cincinnati Bengals,1.260,1.360
4,8:15,3,2,DET 47,24,24,"Matthew Stafford pass complete short right to Joique Bell for 18 yards (tackle by Terence Newman). Penalty on Terence Newman: Defensive Holding (Offsetting), Penalty on Calvin Johnson: Offensive Pass Interference (Offsetting) (no play)",1.360,1.360
4,7:45,3,2,DET 47,24,24,Matthew Stafford pass complete short right to Calvin Johnson for 8 yards (tackle by Terence Newman),1.360,2.590
4,7:08,1,10,CIN 45,24,24,Reggie Bush left end for -1 yards (tackle by Chris Crocker),2.590,1.910
4,6:25,2,11,CIN 46,24,24,Matthew Stafford pass incomplete deep right intended for Brandon Pettigrew (defended by Taylor Mays),1.910,1.220
4,6:19,3,11,CIN 46,24,24,Matthew Stafford pass incomplete deep left intended for Joique Bell (defended by Taylor Mays). Penalty on Brandon Pettigrew: Offensive Pass Interference (Declined),1.220,0.200
,,,,,,,"CIN challenged the pass completion ruling, and the original play was overturned.",,
4,6:10,4,11,CIN 46,24,24,"Sam Martin punts 35 yards, fair catch by Brandon Tate",0.200,0.370
4,6:04,1,10,CIN 11,24,24,BenJarvus Green-Ellis up the middle for 11 yards (tackle by Darius Slay),-0.370,0.410
4,5:23,1,10,CIN 22,24,24,"Penalty on Kevin Zeitler: False Start, 5 yards (no play)",0.410,-0.120
4,4:58,1,15,CIN 17,24,24,Andy Dalton pass complete deep left to Jermaine Gresham for 22 yards (tackle by DeAndre Levy),-0.120,1.530
4,4:21,1,10,CIN 39,24,24,BenJarvus Green-Ellis up the middle for 3 yards (tackle by DeAndre Levy and Ashlee Palmer),1.530,1.390
4,3:45,2,7,CIN 42,24,24,Andy Dalton pass complete short right to Tyler Eifert for 11 yards (tackle by Ashlee Palmer),1.390,2.460
4,3:10,1,10,DET 47,24,24,BenJarvus Green-Ellis up the middle for -4 yards (tackle by Andre Fluellen and Devin Taylor),2.460,1.370
4,2:33,2,14,CIN 49,24,24,Andy Dalton pass complete short right to Jermaine Gresham for 13 yards (tackle by Stephen Tulloch),1.370,2.410
4,2:00,3,1,DET 38,24,24,"Penalty on Jermaine Gresham: False Start, 5 yards (no play)",2.410,1.750
4,2:00,3,6,DET 43,24,24,Andy Dalton sacked by Ndamukong Suh for -8 yards,1.750,1.750
4,1:52,3,6,DET 43,24,24,Timeout #1 by Detroit Lions,1.750,-0.130
4,1:52,4,14,CIN 49,24,24,Kevin Huber punts 45 yards,-0.130,0.380
4,1:43,1,10,DET 6,24,24,Reggie Bush right tackle for 4 yards (tackle by Vontaze Burfict),-0.380,-0.380
4,1:34,1,10,DET 6,24,24,Timeout #2 by Cincinnati Bengals,-0.380,-0.490
4,1:34,2,6,DET 10,24,24,Matthew Stafford pass complete short middle to Ryan Broyles for 7 yards (tackle by Dre Kirkpatrick),-0.490,-0.060
4,1:12,1,10,DET 17,24,24,Matthew Stafford pass complete short left to Joique Bell for 6 yards (tackle by Taylor Mays),-0.060,0.350
4,0:47,2,4,DET 23,24,24,Matthew Stafford pass incomplete,0.350,-0.490
4,0:40,3,4,DET 23,24,24,Matthew Stafford pass incomplete,-0.490,-1.830
4,0:34,4,4,DET 23,24,24,"Sam Martin punts 28 yards, out of bounds",-1.830,-2.190
4,0:26,1,10,CIN 49,24,24,Andy Dalton pass complete short middle to Dane Sanzenbacher for 7 yards (tackle by Stephen Tulloch),2.190,2.590
4,0:07,2,3,DET 44,24,24,Andy Dalton pass complete short middle to Giovani Bernard for 8 yards (tackle by Stephen Tulloch),2.590,2.590
4,0:04,2,3,DET 44,24,24,Timeout #3 by Cincinnati Bengals,2.590,2.590
4,0:04,2,3,DET 44,24,24,Timeout #2 by Detroit Lions,2.590,3.180
4,0:04,1,10,DET 36,27,24,Mike Nugent 54 yard field goal good,3.180,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
