Quarter,Time,Down,ToGo,Location,ARI,NYJ,Detail,EPB,EPA
2,2:00,2,6,NYJ 32,14,3,Joe Flacco pass complete short middle to Chris Herndon for 15 yards (tackle by Jordan Hicks),0.800,2.060
2,1:33,1,10,NYJ 47,14,3,"Joe Flacco pass incomplete short left intended for Jeff Smith. Penalty on Le'Veon Bell: Offensive Holding, 10 yards (no play)",2.060,1.400
2,1:28,1,20,NYJ 37,14,3,Joe Flacco pass complete short middle to Chris Herndon for 9 yards (tackle by De'Vondre Campbell and Jordan Hicks),1.400,1.380
2,1:09,2,11,NYJ 46,14,3,Joe Flacco sacked by Dennis Gardeck for -9 yards,1.380,-0.490
2,1:06,,,,,,Timeout #1 by Arizona Cardinals,,
2,1:06,3,20,NYJ 37,14,3,Joe Flacco pass complete short middle to Jeff Smith for 11 yards (tackle by Budda Baker),-0.490,-0.190
2,0:59,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:59,4,9,NYJ 48,14,3,Braden Mann punts 33 yards out of bounds,-0.190,-0.150
2,0:53,1,10,ARI 19,14,3,Kyler Murray pass complete short right to Chase Edmonds for 7 yards (tackle by Avery Williamson and Neville Hewitt),0.150,0.610
2,0:32,2,3,ARI 26,14,3,Kyler Murray pass complete short middle to Chase Edmonds for 5 yards (tackle by Neville Hewitt),0.610,1.000
2,0:26,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:26,1,10,ARI 31,14,3,Kyler Murray pass complete short left to Chase Edmonds for 30 yards (tackle by Neville Hewitt),1.000,2.980
2,0:13,1,10,NYJ 39,14,3,Kyler Murray spiked the ball,2.980,2.440
2,0:12,2,10,NYJ 39,14,3,Kyler Murray pass complete short left to DeAndre Hopkins for 10 yards,2.440,3.640
2,0:08,1,10,NYJ 29,17,3,Zane Gonzalez 47 yard field goal good. Penalty on Lamar Jackson: Running Into the Kicker (Declined),3.640,3.000
2,0:03,,,ARI 35,17,3,"Zane Gonzalez kicks off 66 yards, returned by Jamison Crowder for 8 yards",0.000,1.270
Quarter,Time,Down,ToGo,Location,ARI,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,17,3,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ARI 25,17,3,Kenyan Drake up the middle for 8 yards (tackle by Avery Williamson),0.610,1.140
3,14:41,2,2,ARI 33,17,3,Kyler Murray left end for 2 yards (tackle by Marcus Maye),1.140,1.270
3,14:03,1,10,ARI 35,17,3,Kyler Murray pass complete short left to DeAndre Hopkins for 11 yards (tackle by Lamar Jackson),1.270,1.990
3,13:42,1,10,ARI 46,17,3,Kenyan Drake right end for 3 yards (tackle by Pierre Desir),1.990,1.860
3,13:16,2,7,ARI 49,17,3,Kyler Murray sacked by John Franklin-Myers for -11 yards,1.860,-0.300
3,12:31,3,18,ARI 38,17,3,Kyler Murray pass complete short right to Larry Fitzgerald for 7 yards (tackle by Pierre Desir and Bradley McDougald),-0.300,-0.390
3,12:04,4,11,ARI 45,17,3,"Andy Lee punts 33 yards, fair catch by Braxton Berrios at NYJ-22",-0.390,-0.410
3,11:57,1,10,NYJ 22,17,3,Le'Veon Bell left tackle for 3 yards (tackle by Corey Peters),0.410,0.270
3,11:23,2,7,NYJ 25,17,3,Joe Flacco pass complete short left to Chris Hogan for 6 yards,0.270,0.370
3,10:51,3,1,NYJ 31,17,3,Le'Veon Bell right end for no gain (tackle by Kylie Fitts and Jordan Hicks),0.370,-1.310
3,10:28,4,1,NYJ 31,17,3,"Braden Mann punts 37 yards, fair catch by Christian Kirk at ARI-32",-1.310,-1.070
3,10:22,1,10,ARI 32,17,3,"Kenyan Drake left guard for 2 yards (tackle by Avery Williamson). Penalty on Justin Pugh: Offensive Holding, 10 yards (no play)",1.070,0.410
3,9:49,1,20,ARI 22,17,3,"Penalty on ARI: Delay of Game, 5 yards (no play)",0.410,-0.230
3,9:38,1,25,ARI 17,17,3,Kyler Murray pass complete short left to DeAndre Hopkins for 13 yards (tackle by Pierre Desir),-0.230,0.260
3,9:03,2,12,ARI 30,17,3,Kyler Murray pass complete short left to Trent Sherfield for 6 yards (tackle by Lamar Jackson),0.260,0.370
3,8:18,3,6,ARI 36,17,3,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,0.370,-0.980
3,8:14,4,6,ARI 36,17,3,"Andy Lee punts 47 yards, returned by Braxton Berrios for 9 yards (tackle by Tanner Vallejo and Zeke Turner)",-0.980,-0.670
3,8:03,1,10,NYJ 26,17,3,Joe Flacco pass incomplete short left intended for Jamison Crowder,0.670,0.130
3,7:59,2,10,NYJ 26,17,3,Joe Flacco pass complete deep right to Jamison Crowder for 52 yards (tackle by Jordan Hicks),0.130,4.110
3,7:15,1,10,ARI 22,17,3,Joe Flacco pass incomplete short right intended for Chris Herndon,4.110,3.560
3,7:10,2,10,ARI 22,17,3,Le'Veon Bell left end for 6 yards (tackle by De'Vondre Campbell and Deionte Thompson),3.560,3.740
3,6:34,3,4,ARI 16,17,3,Joe Flacco right end for 5 yards (tackle by Budda Baker),3.740,4.840
3,5:59,1,10,ARI 11,17,9,"Joe Flacco pass complete short right to Jamison Crowder for 11 yards, touchdown",4.840,7.000
3,5:51,,,ARI 15,17,10,Sam Ficken kicks extra point good,0.000,0.000
3,5:51,,,NYJ 35,17,10,"Sam Ficken kicks off 66 yards, returned by Chase Edmonds for 31 yards (tackle by Bradley McDougald)",0.000,0.940
3,5:46,1,10,ARI 30,17,10,Kyler Murray pass complete short middle to Kenyan Drake for 2 yards (tackle by Avery Williamson),0.940,0.660
3,5:07,2,8,ARI 32,17,10,Kyler Murray pass complete short left to Larry Fitzgerald for 7 yards (tackle by Brian Poole),0.660,0.890
3,4:27,3,1,ARI 39,17,10,Chase Edmonds up the middle for no gain (tackle by Marcus Maye and Quinnen Williams),0.890,-0.780
3,3:49,4,1,ARI 39,17,10,Kyler Murray pass complete short right to Darrell Daniels for 31 yards (tackle by Neville Hewitt),-0.780,3.580
3,3:12,1,10,NYJ 30,17,10,Kenyan Drake right end for -1 yards (tackle by Neville Hewitt and Frankie Luvu),3.580,2.900
3,2:33,2,11,NYJ 31,17,10,Kyler Murray pass complete short right to Chase Edmonds for 8 yards (tackle by Marcus Maye),2.900,3.270
3,1:59,3,3,NYJ 23,17,10,Chase Edmonds right tackle for 7 yards (tackle by Neville Hewitt and Ashtyn Davis),3.270,4.510
3,1:22,1,10,NYJ 16,17,10,Kenyan Drake up the middle for 8 yards (tackle by Avery Williamson),4.510,5.350
3,0:46,2,2,NYJ 8,17,10,Kenyan Drake up the middle for 7 yards (tackle by Avery Williamson and Neville Hewitt),5.350,6.970
3,0:18,1,1,NYJ 1,23,10,"Kenyan Drake left guard for 1 yard, touchdown",6.970,7.000
3,0:15,,,NYJ 15,24,10,Zane Gonzalez kicks extra point good,0.000,0.000
3,0:15,,,ARI 35,24,10,"Zane Gonzalez kicks off 61 yards, returned by Braxton Berrios for 13 yards (tackle by Curtis Riley)",0.000,-0.060
3,0:11,1,10,NYJ 17,24,10,Joe Flacco pass incomplete deep left intended for Jeff Smith,-0.060,-0.580
3,0:05,2,10,NYJ 17,24,10,"Joe Flacco pass incomplete short left intended for Frank Gore. Penalty on Dre Kirkpatrick: Defensive Pass Interference, 6 yards (no play)",-0.580,0.480
3,0:00,1,10,NYJ 23,24,10,"Penalty on Trevon Wesco: False Start, 5 yards (no play)",0.480,0.000
3,0:00,1,15,NYJ 18,24,10,Frank Gore up the middle for 2 yards (tackle by Kylie Fitts and Budda Baker),0.000,-0.470
Quarter,Time,Down,ToGo,Location,ARI,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,NYJ 20,24,10,Joe Flacco pass complete short left to Jamison Crowder for 12 yards (tackle by Byron Murphy),-0.470,0.430
4,14:36,3,1,NYJ 32,24,10,Frank Gore left guard for 1 yard (tackle by Budda Baker and De'Vondre Campbell),0.430,1.140
4,13:56,1,10,NYJ 33,24,10,Joe Flacco pass incomplete short right,1.140,0.590
4,13:51,2,10,NYJ 33,24,10,"Joe Flacco sacked by Kylie Fitts for no gain. Joe Flacco fumbles (forced by Kylie Fitts), recovered by Chuma Edoga at NYJ-26. Penalty on Patrick Peterson: Defensive Holding, 5 yards (no play)",0.590,1.470
4,13:18,1,10,NYJ 38,24,10,Braxton Berrios left end for 13 yards (tackle by De'Vondre Campbell),1.470,2.320
4,12:43,1,10,ARI 49,24,10,Jeff Smith sacked by Budda Baker for -16 yards,2.320,-0.380
4,12:00,2,26,NYJ 35,24,10,Frank Gore left guard for -1 yards (tackle by Leki Fotu),-0.380,-1.150
4,11:34,3,27,NYJ 34,24,10,Joe Flacco pass incomplete short right,-1.150,-1.110
4,11:28,4,27,NYJ 34,24,10,"Braden Mann punts 59 yards, muffed catch by Christian Kirk, recovered by Christian Kirk at ARI-7. Penalty on Deionte Thompson: Illegal Block Above the Waist, 3 yards",-1.110,0.380
4,11:17,1,10,ARI 4,24,10,Kyler Murray left end for 2 yards (tackle by Lamar Jackson),-0.380,-0.630
4,10:43,2,8,ARI 6,24,10,"Kyler Murray pass deep right is intercepted by Ashtyn Davis at ARI-30 and returned for 14 yards. Penalty on Pierre Desir: Defensive Holding, 5 yards (no play)",-0.630,-0.370
4,10:31,1,10,ARI 11,24,10,Kyler Murray pass complete deep left to DeAndre Hopkins for 45 yards (tackle by Lamar Jackson),-0.370,2.650
4,10:13,1,10,NYJ 44,24,10,Kenyan Drake right tackle for 2 yards (tackle by Kyle Phillips),2.650,2.380
4,9:35,2,8,NYJ 42,24,10,Kyler Murray pass incomplete short right intended for Larry Fitzgerald (defended by Brian Poole),2.380,1.690
4,9:31,3,8,NYJ 42,24,10,Kyler Murray pass complete short right to Christian Kirk for 10 yards (tackle by Pierre Desir),1.690,3.450
4,8:47,1,10,NYJ 32,24,10,"Kyler Murray pass incomplete short right intended for Chase Edmonds. Penalty on Mason Cole: Ineligible Downfield Pass, 5 yards (no play)",3.450,3.120
4,8:42,1,15,NYJ 37,30,10,"Kyler Murray pass complete deep left to DeAndre Hopkins for 37 yards, touchdown",3.120,7.000
4,8:35,,,NYJ 15,30,10,"Penalty on Jordan Jenkins: Neutral Zone Infraction, 1 yard (no play)",1.000,1.000
4,8:35,,,NYJ 1,30,10,"Two Point Attempt: Kyler Murray pass incomplete intended for Darrell Daniels, conversion fails",1.000,-1.000
4,8:35,,,ARI 35,30,10,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
4,8:35,1,10,NYJ 25,30,10,Joe Flacco pass complete short left to Jamison Crowder for 14 yards (tackle by Deionte Thompson),0.610,1.530
4,8:09,1,10,NYJ 39,30,10,Joe Flacco pass complete short middle to Jamison Crowder for 4 yards (tackle by Jordan Hicks),1.530,1.530
4,7:45,2,6,NYJ 43,30,10,Joe Flacco pass complete short right to Jeff Smith for 8 yards (tackle by Patrick Peterson),1.530,2.320
4,7:21,1,10,ARI 49,30,10,Le'Veon Bell up the middle for 7 yards (tackle by Jordan Hicks),2.320,2.730
4,6:52,2,3,ARI 42,30,10,Joe Flacco right guard for 5 yards (tackle by Budda Baker),2.730,3.120
4,6:23,1,10,ARI 37,30,10,Joe Flacco pass incomplete deep right intended for Jeff Smith,3.120,2.570
4,6:17,2,10,ARI 37,30,10,Joe Flacco pass incomplete short left intended for Jeff Smith (defended by Dre Kirkpatrick),2.570,1.880
4,6:13,3,10,ARI 37,30,10,Joe Flacco pass complete short left to Chris Hogan for 10 yards (tackle by Dre Kirkpatrick),1.880,3.780
4,5:50,1,10,ARI 27,30,10,Joe Flacco pass incomplete deep right intended for Braxton Berrios,3.780,3.230
4,5:41,2,10,ARI 27,30,10,Joe Flacco pass incomplete deep left intended for Jeff Smith,3.230,2.540
4,5:36,3,10,ARI 27,30,10,Joe Flacco sacked by Dennis Gardeck for -8 yards,2.540,0.970
4,4:54,4,18,ARI 35,30,10,Joe Flacco pass incomplete deep left intended for Braxton Berrios (defended by Deionte Thompson) (defended by Jordan Hicks),0.970,-1.270
4,4:45,1,10,ARI 35,30,10,Kenyan Drake up the middle for 10 yards (tackle by Bradley McDougald and Pierre Desir),1.270,1.930
4,4:00,1,10,ARI 45,30,10,Kenyan Drake left guard for 5 yards (tackle by Jordan Jenkins),1.930,2.060
4,3:14,2,5,ARI 50,30,10,Kenyan Drake up the middle for 2 yards (tackle by Quinnen Williams),2.060,1.620
4,2:29,3,3,NYJ 48,30,10,Kyler Murray pass complete short right to KeeSean Johnson for 5 yards (tackle by Lamar Jackson),1.620,2.720
4,2:00,1,10,NYJ 43,30,10,Kyler Murray kneels for -2 yards,2.720,1.910
4,1:16,2,12,NYJ 45,30,10,Kyler Murray kneels for -1 yards,1.910,1.090
4,0:33,3,13,NYJ 46,30,10,Kyler Murray kneels for -1 yards,1.090,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
