Quarter,Time,Down,ToGo,Location,CHI,OAK,Detail,EPB,EPA
2,11:42,2,7,CHI 47,0,6,Michael Bush right tackle for no gain (tackle by Lance Briggs),2.120,1.420
2,10:59,3,7,CHI 47,0,6,Carson Palmer pass complete short left to Louis Murphy for 6 yards (tackle by Brandon Meriweather and Charles Tillman),1.420,0.530
2,10:15,,,,0,6,Timeout #1 by Oakland Raiders,0.000,0.530
2,10:15,4,1,CHI 41,0,6,Michael Bush left tackle for 2 yards (tackle by Julius Peppers),0.530,2.980
2,9:40,1,10,CHI 39,0,6,Carson Palmer sacked by Julius Peppers for -9 yards,2.980,1.230
2,9:07,2,19,CHI 48,0,6,Carson Palmer pass incomplete short right intended for Louis Murphy (defended by Tim Jennings),1.230,0.560
2,9:03,3,19,CHI 48,0,6,Carson Palmer pass incomplete deep left intended for Chaz Schilens is intercepted by Corey Graham at CHI-25 and returned for 1 yard (tackle by Michael Bush). Penalty on Louis Murphy: Illegal Formation (Declined),0.560,-0.670
2,8:53,1,10,CHI 26,0,6,Marion Barber right guard for 15 yards (tackle by Michael Huff),0.670,1.660
2,8:17,1,10,CHI 41,0,6,Marion Barber up the middle for 4 yards (tackle by Desmond Bryant),1.660,1.660
2,7:41,2,6,CHI 45,0,6,Marion Barber left guard for 8 yards (tackle by Tyvon Branch),1.660,2.460
2,7:05,1,10,OAK 47,0,6,Caleb Hanie pass complete short middle to Matt Forte for -3 yards (tackle by Aaron Curry),2.460,1.510
2,6:22,2,13,,0,6,Caleb Hanie pass incomplete short middle intended for Johnny Knox,1.510,0.830
2,6:18,3,13,,0,6,"Penalty on Caleb Hanie: Delay of Game, 5 yards (no play)",0.830,0.170
2,6:18,3,18,CHI 45,0,6,Caleb Hanie right end for 24 yards (tackle by Tyvon Branch),0.170,3.510
2,6:01,1,10,OAK 31,0,6,Marion Barber right tackle for 1 yard (tackle by Tyvon Branch),3.510,3.100
2,5:28,2,9,OAK 30,0,6,Marion Barber right tackle for 1 yard (tackle by Lamarr Houston),3.100,2.540
2,4:47,3,8,OAK 29,6,6,"Caleb Hanie pass complete short middle to Johnny Knox for 29 yards, touchdown",2.540,7.000
2,,,,OAK 2,7,6,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 35,7,6,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
2,4:41,1,10,OAK 20,7,6,Carson Palmer pass complete short left to Marcel Reece for 47 yards (tackle by Major Wright),0.280,3.380
2,4:10,1,10,CHI 33,7,6,Carson Palmer pass complete short left to Darrius Heyward-Bey for 7 yards (tackle by Charles Tillman),3.380,3.780
2,3:43,2,3,CHI 26,7,6,Michael Bush left tackle for 2 yards (tackle by Brian Urlacher),3.780,3.340
2,3:06,3,1,CHI 24,7,6,Carson Palmer pass incomplete deep right intended for Chaz Schilens (defended by Tim Jennings),3.340,2.020
2,3:01,4,1,CHI 24,7,9,Sebastian Janikowski 42 yard field goal good,2.020,3.000
2,,,,OAK 35,7,9,"Sebastian Janikowski kicks off 56 yards, returned by Johnny Knox for 56 yards (tackle by Matt Giordano)",0.000,3.250
2,2:44,1,10,OAK 35,7,9,Caleb Hanie sacked by Richard Seymour for 0 yards,3.250,2.700
2,2:00,2,10,OAK 35,7,9,Matt Forte left end for 3 yards (tackle by Aaron Curry),2.700,2.410
2,1:17,3,7,OAK 32,7,9,Caleb Hanie pass complete short middle to Kellen Davis for 16 yards (tackle by Lito Sheppard),2.410,4.510
2,0:49,1,10,OAK 16,7,9,Caleb Hanie pass complete short middle to Matt Forte for 5 yards (tackle by Rolando McClain),4.510,4.760
2,0:40,,,,7,9,Timeout #2 by Chicago Bears,0.000,4.760
2,0:40,2,5,OAK 11,7,9,"Caleb Hanie pass incomplete short middle intended for Kellen Davis. Penalty on Lamarr Houston: Defensive Offside, 4 yards (no play)",4.760,5.540
2,0:35,2,1,OAK 7,7,9,"Caleb Hanie pass incomplete short left intended for Matt Forte is intercepted by Kamerion Wimbley at OAK-15 and returned for 73 yards (tackle by Lance Louis). Penalty on Lance Louis: Horse Collar Tackle, 6 yards",5.540,-5.830
2,0:18,1,6,CHI 6,7,9,Michael Bush left tackle for -1 yards (tackle by Major Wright),5.830,4.760
2,0:14,,,,7,9,Timeout #2 by Oakland Raiders,0.000,4.760
2,0:14,2,7,CHI 7,7,9,Carson Palmer pass complete short right to Michael Bush for 6 yards (tackle by Major Wright and Chris Conte),4.760,5.170
2,0:05,,,,7,9,Timeout #3 by Oakland Raiders,0.000,5.170
2,0:05,3,1,CHI 1,7,12,Sebastian Janikowski 19 yard field goal good,5.170,3.000
2,,,,OAK 35,7,12,"Sebastian Janikowski kicks off 40 yards, returned by Earl Bennett for 9 yards (tackle by Matt Giordano)",0.000,1.270
Quarter,Time,Down,ToGo,Location,CHI,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,7,12,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,OAK 20,7,12,Carson Palmer pass incomplete short left intended for Marcel Reece,0.280,-0.270
3,14:57,2,10,OAK 20,7,12,Carson Palmer pass complete short left to Marcel Reece for 11 yards (tackle by Major Wright),-0.270,1.000
3,14:30,1,10,OAK 31,7,12,Michael Bush left tackle for 11 yards (tackle by Brian Urlacher),1.000,1.730
3,13:46,1,10,OAK 42,7,12,Carson Palmer pass complete deep middle to Marcel Reece for 29 yards (tackle by Chris Conte),1.730,3.640
3,13:14,1,10,CHI 29,7,12,Michael Bush left tackle for 1 yard (tackle by Israel Idonije),3.640,3.240
3,12:40,2,9,CHI 28,7,12,Carson Palmer pass complete deep middle to Chaz Schilens for 17 yards (tackle by Charles Tillman),3.240,4.840
3,12:03,1,10,CHI 11,7,12,Michael Bush right tackle for 2 yards (tackle by Lance Briggs),4.840,4.510
3,11:26,2,8,CHI 9,7,12,"Carson Palmer pass incomplete short left intended for Louis Murphy. Penalty on Jared Veldheer: Offensive Holding, 10 yards (no play)",4.510,3.150
3,11:21,2,18,CHI 19,7,12,Carson Palmer pass incomplete deep left intended for Darrius Heyward-Bey,3.150,2.550
3,11:16,3,18,CHI 19,7,12,Carson Palmer pass incomplete short middle intended for Kevin Boss,2.550,2.180
3,11:12,4,18,CHI 19,7,15,Sebastian Janikowski 37 yard field goal good,2.180,3.000
3,,,,OAK 35,7,15,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
3,11:08,1,10,CHI 20,7,15,Matt Forte left tackle for 4 yards (tackle by Lamarr Houston),0.280,0.270
3,10:32,2,6,CHI 24,7,15,Matt Forte left tackle for 7 yards (tackle by Tommy Kelly),0.270,1.000
3,9:55,1,10,CHI 31,7,15,Caleb Hanie pass incomplete short left intended for Johnny Knox,1.000,0.460
3,9:52,2,10,CHI 31,7,15,Caleb Hanie sacked by Tyvon Branch for -10 yards,0.460,-1.550
3,9:17,3,20,CHI 21,7,15,Caleb Hanie pass complete short left to Matt Forte for 7 yards (tackle by Tyvon Branch),-1.550,-1.500
3,8:33,4,13,CHI 28,7,15,Adam Podlesh punts 38 yards,-1.500,-1.200
3,8:22,1,10,OAK 34,7,15,Carson Palmer pass complete short left to Michael Bush for -2 yards (tackle by Nick Roach),1.200,0.390
3,7:47,2,12,OAK 32,7,15,Michael Bush up the middle for 4 yards (tackle by Chauncey Davis),0.390,0.230
3,7:03,3,8,OAK 36,7,15,Carson Palmer pass incomplete short middle intended for Darrius Heyward-Bey (defended by Amobi Okoye),0.230,-0.980
3,6:58,4,8,OAK 36,7,15,"Shane Lechler punts 54 yards, returned by Devin Hester for 7 yards (tackle by Brandon Myers)",-0.980,0.060
3,6:44,1,10,CHI 17,7,15,Matt Forte left tackle for no gain (tackle by Kamerion Wimbley),-0.060,-0.580
3,6:06,2,10,CHI 17,7,15,Caleb Hanie pass incomplete short middle intended for Matt Forte (defended by Lito Sheppard),-0.580,-1.250
3,6:01,3,10,CHI 17,7,15,Caleb Hanie sacked by Kamerion Wimbley for -7 yards. Penalty on Chris Spencer: Offensive Holding (Declined),-1.250,-2.490
3,5:45,4,17,CHI 10,7,15,Adam Podlesh punts 52 yards,-2.490,-1.470
3,5:32,1,10,OAK 38,7,15,Michael Bush up the middle for 1 yard (tackle by Brian Urlacher),1.470,1.060
3,5:05,2,9,OAK 39,7,15,"Penalty on Khalif Barnes: False Start, 5 yards (no play)",1.060,0.380
3,4:47,2,14,OAK 34,7,15,Carson Palmer pass complete deep right to Chaz Schilens for 16 yards,0.380,2.260
3,4:28,1,10,,7,15,Michael Bush up the middle for 14 yards (tackle by Chris Conte),2.260,3.180
3,3:42,1,10,CHI 36,7,15,Rock Cartwright up the middle for 4 yards (tackle by Corey Graham),3.180,3.180
3,2:59,2,6,CHI 32,7,15,Carson Palmer pass complete short middle to Michael Bush for 12 yards (tackle by Lance Briggs),3.180,4.240
3,2:21,1,10,CHI 20,7,15,Carson Palmer pass incomplete short left intended for Darrius Heyward-Bey,4.240,3.690
3,2:16,2,10,CHI 20,7,15,Carson Palmer pass complete short middle to Chaz Schilens for 11 yards (tackle by Tim Jennings),3.690,5.140
3,1:45,1,9,CHI 9,7,15,Marcel Reece up the middle for -3 yards (tackle by Chauncey Davis),5.140,3.860
3,1:11,2,12,CHI 12,7,15,"Carson Palmer pass complete short left to Michael Bush for 12 yards. Penalty on Stefen Wisniewski: Offensive Holding, 10 yards (no play)",3.860,2.730
3,1:02,2,22,CHI 22,7,15,Carson Palmer sacked by Henry Melton for -4 yards,2.730,1.550
3,0:33,3,26,CHI 26,7,15,Carson Palmer pass incomplete deep right intended for Darrius Heyward-Bey (defended by Tim Jennings),1.550,1.740
3,0:27,4,26,CHI 26,7,18,Sebastian Janikowski 44 yard field goal good,1.740,3.000
3,,,,OAK 35,7,18,"Sebastian Janikowski kicks off 70 yards, returned by Johnny Knox for 23 yards (tackle by Rock Cartwright)",0.000,0.040
3,0:15,1,10,CHI 18,7,18,Marion Barber left tackle for 21 yards (tackle by Michael Huff),0.040,1.530
Quarter,Time,Down,ToGo,Location,CHI,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 39,7,18,Marion Barber left tackle for 4 yards (tackle by John Henderson),1.530,1.530
4,14:27,2,6,CHI 43,7,18,Caleb Hanie pass complete short left to Earl Bennett for 5 yards (tackle by Lito Sheppard),1.530,1.490
4,14:02,3,1,CHI 48,7,18,Caleb Hanie up the middle for 1 yard,1.490,2.190
4,13:29,1,10,CHI 49,7,18,Marion Barber up the middle for 2 yards (tackle by Lamarr Houston),2.190,1.920
4,12:50,2,8,OAK 49,7,18,Caleb Hanie pass complete short left to Matt Spaeth for 9 yards (tackle by Tyvon Branch),1.920,2.920
4,12:25,1,10,OAK 40,7,18,Marion Barber right tackle for 4 yards (tackle by John Henderson),2.920,2.910
4,11:49,2,6,OAK 36,7,18,Caleb Hanie pass incomplete deep middle intended for Roy E. Williams,2.910,2.210
4,11:42,3,6,OAK 36,7,18,Matt Forte left tackle for 5 yards (tackle by Rolando McClain),2.210,1.410
4,10:55,4,1,OAK 31,10,18,Robbie Gould 50 yard field goal good,1.410,3.000
4,,,,CHI 35,10,18,"Robbie Gould kicks off 73 yards, touchback",0.000,0.280
4,10:50,1,10,OAK 20,10,18,Michael Bush up the middle for no gain (tackle by Chauncey Davis),0.280,-0.270
4,10:21,2,10,OAK 20,10,18,Carson Palmer pass incomplete short right intended for Darrius Heyward-Bey,-0.270,-0.960
,,,,,,,"CHI challenged the pass completion ruling, and the original play was overturned.",,
4,10:16,,,,10,18,Timeout #1 by Oakland Raiders,0.000,-0.960
4,10:16,3,10,OAK 20,10,18,Carson Palmer pass incomplete short middle intended for Chaz Schilens,-0.960,-2.030
4,10:11,4,10,OAK 20,10,18,"Shane Lechler punts 80 yards, touchback",-2.030,-0.280
4,10:00,1,10,CHI 20,10,18,Matt Forte right tackle for 3 yards (tackle by Lamarr Houston),0.280,0.140
4,9:24,2,7,CHI 23,10,18,Caleb Hanie pass complete short left to Johnny Knox for 19 yards (tackle by Lito Sheppard),0.140,1.730
4,8:44,1,10,CHI 42,10,18,Caleb Hanie pass complete deep left to Johnny Knox for 16 yards (tackle by Lito Sheppard),1.730,2.790
4,8:16,1,10,OAK 42,10,18,Caleb Hanie pass incomplete short left intended for Earl Bennett,2.790,2.240
4,8:09,2,10,OAK 42,10,18,Caleb Hanie up the middle for 7 yards (tackle by Kamerion Wimbley),2.240,2.480
4,7:29,3,3,OAK 35,10,18,Caleb Hanie pass incomplete deep right intended for Johnny Knox,2.480,0.990
4,7:22,4,3,OAK 35,13,18,Robbie Gould 53 yard field goal good,0.990,3.000
4,,,,CHI 35,13,18,"Robbie Gould kicks off 66 yards, returned by Bryan McCann for 27 yards (tackle by Craig Steltz)",0.000,0.670
4,7:11,1,10,OAK 26,13,18,Michael Bush right tackle for no gain (tackle by Chauncey Davis),0.670,0.130
4,6:29,2,10,OAK 26,13,18,Carson Palmer pass complete short right to Darrius Heyward-Bey for 9 yards (tackle by Tim Jennings),0.130,0.630
4,5:43,3,1,OAK 35,13,18,"Michael Bush left end for 5 yards (tackle by Chris Conte). Penalty on Samson Satele: Offensive Holding, 10 yards",0.630,-0.030
4,5:13,3,6,OAK 30,13,18,Carson Palmer pass complete short left to Chaz Schilens for 14 yards (tackle by Charles Tillman),-0.030,1.860
4,4:47,1,10,OAK 44,13,18,Michael Bush left end for 7 yards (tackle by Brian Urlacher),1.860,2.260
4,4:07,2,3,CHI 49,13,18,Michael Bush left end for -1 yards (tackle by Lance Briggs),2.260,1.420
4,3:59,,,,13,18,Timeout #1 by Chicago Bears,0.000,1.420
4,3:59,3,4,,13,18,Carson Palmer pass complete deep right to Louis Murphy for 47 yards (tackle by Tim Jennings),1.420,6.510
4,3:51,,,,13,18,Timeout #2 by Oakland Raiders,0.000,6.510
4,3:51,1,3,CHI 3,13,24,"Michael Bush left tackle for 3 yards, touchdown",6.510,7.000
4,,,,CHI 2,13,25,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 35,13,25,"Sebastian Janikowski kicks off 70 yards, returned by Devin Hester for 21 yards (tackle by Brandon Myers)",0.000,-0.140
4,3:43,1,10,CHI 16,13,25,Caleb Hanie pass complete short middle to Matt Forte for -6 yards (tackle by Rolando McClain),-0.140,-1.220
4,3:15,2,16,CHI 10,13,25,Caleb Hanie pass incomplete short left intended for Johnny Knox,-1.220,-2.120
4,3:10,,,,13,25,Timeout #2 by Chicago Bears,0.000,-2.120
4,3:10,3,16,CHI 10,13,25,Caleb Hanie pass complete deep right to Johnny Knox for 81 yards (tackle by Matt Giordano),-2.120,5.140
4,2:26,1,9,OAK 9,13,25,Caleb Hanie pass incomplete short right intended for Roy E. Williams,5.140,4.380
4,2:17,2,9,OAK 9,19,25,"Caleb Hanie pass complete short middle to Kellen Davis for 9 yards, touchdown",4.380,7.000
4,,,,OAK 2,20,25,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 35,20,25,"Robbie Gould kicks onside 19 yards, recovered by David Ausberry",0.000,1.990
4,2:07,1,10,OAK 46,20,25,Michael Bush left end for -1 yards (tackle by Julius Peppers),1.990,1.320
4,2:01,,,,20,25,Timeout #3 by Chicago Bears,0.000,1.320
4,2:01,2,11,OAK 45,20,25,Michael Bush up the middle for 2 yards (tackle by Nick Roach),1.320,0.890
4,1:56,3,9,OAK 47,20,25,Carson Palmer pass complete short right to Marcel Reece for 4 yards (tackle by Major Wright),0.890,0.000
4,1:51,4,5,CHI 49,20,25,"Penalty on Shane Lechler: Delay of Game, 5 yards (no play)",0.000,-0.320
4,1:10,4,10,OAK 46,20,25,Shane Lechler punts 50 yards,-0.320,0.380
4,1:01,1,10,CHI 4,20,25,Caleb Hanie pass complete short middle to Sam Hurd for 8 yards (tackle by Michael Mitchell),-0.380,-0.200
4,0:44,2,2,CHI 12,20,25,Caleb Hanie pass complete deep middle to Roy E. Williams for 22 yards (tackle by Michael Huff and Rolando McClain),-0.200,1.200
4,0:27,1,10,CHI 34,20,25,Caleb Hanie spiked the ball,1.200,0.660
4,0:26,2,10,CHI 34,20,25,Caleb Hanie pass incomplete deep left intended for Earl Bennett,0.660,-0.030
4,0:23,3,10,CHI 34,20,25,Caleb Hanie pass complete short middle to Matt Forte for 12 yards (tackle by Tyvon Branch),-0.030,1.990
4,0:04,1,10,CHI 46,20,25,"Caleb Hanie spiked the ball. Penalty on Caleb Hanie: Intentional Grounding, 10 yards",1.990,1.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
