Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
3,12:22,2,11,BUF 7,0,7,LeSean McCoy right end for 3 yards (tackle by Antonio Morrison and Barkevious Mingo),-0.850,-1.190
3,11:48,3,8,BUF 10,0,7,Nathan Peterman pass complete short left to Charles Clay for 10 yards (tackle by Matthias Farley),-1.190,0.280
3,11:05,1,10,BUF 20,0,7,Travaris Cadet left tackle for -3 yards (tackle by Al Woods),0.280,-0.790
3,10:25,2,13,BUF 17,0,7,Nathan Peterman pass complete short left to Nick O'Leary for 9 yards (tackle by Quincy Wilson),-0.790,-0.160
3,9:44,3,4,BUF 26,0,7,LeSean McCoy right guard for 1 yard (tackle by Johnathan Hankins),-0.160,-1.570
3,9:07,4,3,BUF 27,0,7,Colton Schmidt punts 48 yards,-1.570,-0.610
3,8:57,1,10,IND 25,0,7,Jacoby Brissett pass complete short right to Brandon Williams for 5 yards (tackle by Jordan Poyer),0.610,0.740
3,8:35,2,5,IND 30,0,7,Frank Gore middle for 7 yards (tackle by Lorenzo Alexander),0.740,1.400
3,8:02,1,10,IND 37,0,7,Jacoby Brissett pass complete short right to Jack Doyle for 1 yard (tackle by Matt Milano),1.400,0.990
3,7:24,2,9,IND 38,0,7,Frank Gore left tackle for 2 yards (tackle by Deandre Coleman),0.990,0.560
3,6:40,3,7,IND 40,0,7,Jacoby Brissett right end for 3 yards (tackle by Jordan Poyer),0.560,-0.520
3,6:09,4,4,IND 43,0,7,Rigoberto Sanchez punts 34 yards,-0.520,-0.480
3,6:01,1,10,BUF 23,0,7,LeSean McCoy middle for 2 yards (tackle by Antonio Morrison),0.480,0.200
3,5:25,2,8,BUF 25,0,7,Nathan Peterman right tackle for 2 yards (tackle by Antonio Morrison and Johnathan Hankins),0.200,-0.230
3,4:59,3,6,BUF 27,0,7,LeSean McCoy right guard for 2 yards (tackle by Johnathan Hankins),-0.230,-1.440
3,4:21,4,4,BUF 29,0,7,"Colton Schmidt punts 33 yards, out of bounds",-1.440,-1.470
3,4:15,1,10,IND 38,0,7,Jacoby Brissett pass incomplete deep right intended for Ross Travis,1.470,0.920
3,4:08,2,10,IND 38,0,7,Marlon Mack right guard for no gain (tackle by Nordly Capi),0.920,0.230
3,3:25,3,10,IND 38,0,7,Jacoby Brissett pass incomplete short right intended for Marlon Mack,0.230,-0.850
3,3:20,4,10,IND 38,0,7,Rigoberto Sanchez punts 42 yards,-0.850,-0.280
3,3:11,1,10,BUF 20,0,7,Mike Tolbert left guard for no gain (tackle by Grover Stewart),0.280,-0.270
3,2:32,2,10,BUF 20,0,7,"Mike Tolbert middle for 25 yards (tackle by Barkevious Mingo). Mike Tolbert fumbles (forced by Barkevious Mingo), recovered by Barkevious Mingo at BUF-49",-0.270,-2.320
3,2:23,1,10,BUF 49,0,7,Frank Gore left guard for 4 yards (tackle by Preston Brown),2.320,2.320
3,1:49,2,6,BUF 45,0,7,Jacoby Brissett pass complete short right to Brandon Williams for 3 yards (tackle by Matt Milano),2.320,2.020
3,1:10,3,3,BUF 42,0,7,Frank Gore middle for 4 yards (tackle by Micah Hyde and E.J. Gaines),2.020,3.050
3,0:31,1,10,BUF 38,0,7,Jacoby Brissett pass incomplete deep left intended for Ross Travis,3.050,2.510
3,0:26,2,10,BUF 38,0,7,Frank Gore right guard for 8 yards (tackle by Adolphus Washington),2.510,2.870
Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,BUF 30,0,7,Jacoby Brissett pass incomplete deep right intended for Chester Rogers,2.870,0.000
4,14:51,,,,,,Timeout #1 by Indianapolis Colts,0.000,-1.500
4,14:51,4,2,BUF 30,0,7,Jacoby Brissett pass incomplete short right intended for Chester Rogers (defended by Micah Hyde),1.500,-0.940
4,14:41,1,10,BUF 30,0,7,LeSean McCoy middle for 1 yard (tackle by Johnathan Hankins and Margus Hunt),0.940,0.530
4,14:03,2,9,BUF 31,0,7,LeSean McCoy left guard for 4 yards,0.530,0.370
4,13:27,3,5,BUF 35,0,7,LeSean McCoy right end for 5 yards (tackle by Margus Hunt),0.370,1.600
4,12:45,1,10,BUF 40,0,7,Travaris Cadet right tackle for 1 yard (tackle by Margus Hunt and Matthias Farley),1.600,1.190
4,12:03,2,9,BUF 41,0,7,Joe Webb pass incomplete deep right intended for Kelvin Benjamin (defended by Quincy Wilson),1.190,0.500
4,11:57,3,9,BUF 41,0,7,LeSean McCoy middle for 8 yards (tackle by Darius Butler),0.500,-0.130
4,11:25,4,1,BUF 49,0,7,"Penalty on Vlad Ducasse: False Start, 5 yards (no play)",-0.130,-0.460
4,11:18,4,6,BUF 44,0,7,"Colton Schmidt punts 35 yards, returned by Chester Rogers for 2 yards (tackle by Lafayette Pitts)",-0.460,-0.480
4,11:09,1,10,IND 23,0,7,Jacoby Brissett pass incomplete short right intended for Brandon Williams,0.480,-0.070
4,11:03,2,10,IND 23,0,7,Frank Gore left guard for 2 yards (tackle by Eddie Yarbrough),-0.070,-0.490
4,10:26,3,8,IND 25,0,7,Frank Gore left tackle for 9 yards (tackle by Matt Milano and Preston Brown),-0.490,1.200
4,9:47,1,10,IND 34,0,7,Jacoby Brissett pass complete short left to Chester Rogers for no gain,1.200,0.660
4,9:14,2,10,IND 34,0,7,Marlon Mack right guard for no gain (tackle by Ryan Davis),0.660,-0.030
4,8:32,3,10,IND 34,0,7,Jacoby Brissett pass complete short right to T.Y. Hilton for 10 yards (tackle by TreDavious White),-0.030,1.860
4,7:55,1,10,IND 44,0,7,Jacoby Brissett sacked by Ryan Davis for -5 yards,1.860,0.640
4,7:09,2,15,IND 39,0,7,Frank Gore middle for 1 yard (tackle by Matt Milano and Nordly Capi),0.640,0.100
4,6:24,3,14,IND 40,0,7,Jacoby Brissett pass complete short middle to Frank Gore for 10 yards (tackle by Matt Milano),0.100,0.000
4,5:44,,,,,,Timeout #1 by Buffalo Bills,0.000,0.060
4,5:44,4,4,,0,7,Jacoby Brissett pass complete short right to T.Y. Hilton for 10 yards (tackle by TreDavious White),-0.060,2.920
4,5:13,1,10,BUF 40,0,7,Frank Gore right guard for 2 yards (tackle by Jerry Hughes),2.920,2.640
4,4:42,2,8,BUF 38,0,7,Frank Gore left guard for 2 yards (tackle by Jerry Hughes),2.640,2.210
4,4:01,3,6,BUF 36,0,7,Jacoby Brissett pass incomplete short left intended for T.Y. Hilton,2.210,0.880
4,3:57,4,6,BUF 36,0,7,Jacoby Brissett right end for 8 yards (tackle by E.J. Gaines),0.880,3.710
4,3:48,1,10,BUF 28,0,7,Frank Gore left end for -1 yards (tackle by Lorenzo Alexander),3.710,3.030
4,3:03,2,11,BUF 29,0,7,"Jacoby Brissett pass complete short left to T.Y. Hilton for 9 yards (tackle by Micah Hyde). Penalty on Adolphus Washington: Illegal Use of Hands, 5 yards (no play)",3.030,3.970
4,2:57,1,10,BUF 24,0,7,Frank Gore middle for 10 yards (tackle by Micah Hyde),3.970,4.650
4,2:17,1,10,BUF 14,0,7,Marlon Mack right guard for 1 yard (tackle by TreDavious White),4.650,4.160
4,2:00,2,9,BUF 13,0,7,Jacoby Brissett pass complete short right to Marlon Mack for 10 yards (tackle by TreDavious White),4.160,6.510
4,1:20,1,3,BUF 3,6,7,"Jacoby Brissett pass complete short right to Jack Doyle for 3 yards, touchdown",6.510,7.000
4,1:16,,,,,,Timeout #2 by Indianapolis Colts,0.000,0.000
4,1:16,,,,,,Timeout #2 by Buffalo Bills,0.000,0.000
4,1:16,,,BUF 15,7,7,"Two Point Attempt: Jacoby Brissett pass complete to Jack Doyle, conversion succeeds. Penalty on Kamar Aiken: Offensive Pass Interference, 10 yards (no play)",0.000,-1.000
4,1:16,,,,,,Timeout #3 by Indianapolis Colts,0.000,0.000
4,1:16,,,BUF 25,7,7,Adam Vinatieri kicks extra point good,0.000,0.000
4,1:16,,,IND 35,7,7,"Rigoberto Sanchez kicks off 55 yards, returned by Brandon Tate for 15 yards (tackle by Jermaine Grace)",0.000,-0.610
4,1:08,1,10,BUF 25,7,7,Joe Webb pass incomplete deep right intended for Kelvin Benjamin (defended by Quincy Wilson),0.610,0.060
4,1:01,2,10,BUF 25,7,7,Joe Webb pass incomplete short right intended for Charles Clay is intercepted by Matthias Farley at BUF-37 and returned for 9 yards,0.060,-3.710
4,0:52,1,10,BUF 28,7,7,Frank Gore right guard for 3 yards (tackle by Adolphus Washington),3.710,3.570
4,0:07,2,7,BUF 25,7,7,Jacoby Brissett spiked the ball,3.570,2.870
4,0:06,3,7,BUF 25,7,7,Adam Vinatieri 43 yard field goal no good,2.870,-1.140
4,0:01,1,10,BUF 33,7,7,Joe Webb kneels for -1 yards,1.140,0.000
4,,,,,7,7,--,0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
,,,,,,,"Bills won the coin toss, Bills to receive the overtime kickoff.",,
OT,10:00,,,IND 35,7,7,"Rigoberto Sanchez kicks off 51 yards, returned by Brandon Tate for 10 yards",0.000,-0.540
OT,9:53,1,10,BUF 24,7,7,LeSean McCoy right guard for -1 yards (tackle by Matthias Farley),0.540,-0.140
OT,9:18,2,11,BUF 23,7,7,LeSean McCoy left guard for 1 yard (tackle by Johnathan Hankins),-0.140,-0.690
OT,8:39,3,10,BUF 24,7,7,Joe Webb left guard for 12 yards (tackle by T.J. Green),-0.690,1.330
OT,8:02,1,10,BUF 36,7,7,LeSean McCoy right tackle for 1 yard (tackle by Jabaal Sheard),1.330,0.930
OT,7:23,2,9,BUF 37,7,7,Joe Webb middle for 4 yards (tackle by Jonathan Bostic),0.930,0.760
OT,6:50,3,5,BUF 41,7,7,Joe Webb right end for 9 yards (tackle by T.J. Green),0.760,2.260
OT,6:31,1,10,,7,7,LeSean McCoy right guard for -2 yards (tackle by Margus Hunt),2.260,1.440
OT,5:49,2,12,BUF 48,7,7,LeSean McCoy right guard for 8 yards (tackle by Antonio Morrison),1.440,1.820
OT,5:03,3,4,IND 44,7,7,Travaris Cadet middle for 3 yards (tackle by Johnathan Hankins),1.820,0.000
OT,4:13,,,,,,Timeout #1 by Buffalo Bills,0.000,-0.530
OT,4:13,4,1,IND 41,7,7,"Colton Schmidt punts 31 yards, out of bounds",0.530,0.380
OT,4:07,1,10,IND 10,7,7,Frank Gore right guard for 5 yards (tackle by Jerry Hughes),-0.380,-0.350
OT,3:35,2,5,IND 15,7,7,Frank Gore middle for 10 yards (tackle by Matt Milano),-0.350,0.610
OT,3:00,1,10,IND 25,7,7,Jacoby Brissett pass incomplete short middle intended for Jack Doyle,0.610,0.060
OT,2:55,2,10,IND 25,7,7,Jacoby Brissett pass incomplete short right intended for T.Y. Hilton (defended by Kyle Williams),0.060,-0.620
OT,2:50,3,10,IND 25,7,7,Jacoby Brissett pass complete short right to Chester Rogers for 6 yards (tackle by Micah Hyde),-0.620,0.000
OT,2:35,,,,,,Timeout #2 by Buffalo Bills,0.000,1.310
OT,2:35,4,4,IND 31,7,7,Rigoberto Sanchez punts 34 yards,-1.310,-1.270
OT,2:25,1,10,BUF 35,7,7,Joe Webb pass complete short right to Charles Clay for 1 yard (tackle by Matthias Farley),1.270,0.860
OT,2:21,2,9,BUF 36,7,7,Joe Webb right tackle for 3 yards (tackle by Jonathan Bostic and Antonio Morrison),0.860,0.560
OT,2:00,3,6,BUF 39,7,7,Joe Webb pass complete deep right to Deonte Thompson for 34 yards,0.560,3.780
OT,1:51,1,10,IND 27,7,7,LeSean McCoy right guard for 9 yards (tackle by Jabaal Sheard),3.780,4.530
OT,1:46,2,1,IND 18,7,7,LeSean McCoy middle for -3 yards (tackle by Quincy Wilson),4.530,0.000
OT,1:46,,,,,,Timeout #1 by Indianapolis Colts,0.000,0.000
OT,1:46,,,,,,Timeout #1 by Indianapolis Colts,0.000,0.000
OT,1:40,,,,,,Timeout #1 by Indianapolis Colts,0.000,-3.340
OT,1:39,3,4,IND 21,7,13,"LeSean McCoy middle for 21 yards, touchdown",3.340,7.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
