Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
1,4:28,1,10,SFO 39,7,3,Colin Kaepernick right tackle for 10 yards (tackle by Kenny Vaccaro),1.530,2.190
1,3:46,1,10,SFO 49,7,3,"Colin Kaepernick pass incomplete short left intended for Jeremy Kerley is intercepted by Craig Robertson at NOR-46 and returned for 29 yards. Penalty on Quinton Patton: Horse Collar Tackle, 13 yards",2.190,-4.780
1,3:36,1,10,SFO 12,7,3,Drew Brees pass complete short left to Coby Fleener for 7 yards (tackle by Gerald Hodges),4.780,5.410
1,3:06,2,3,SFO 5,7,3,Mark Ingram middle for 4 yards (tackle by Eric Reid),5.410,6.970
1,2:23,1,1,SFO 1,7,3,Drew Brees pass incomplete short left intended for Michael Thomas (defended by Jimmie Ward),6.970,5.910
1,2:23,2,1,SFO 1,7,3,Drew Brees pass incomplete short left intended for Willie Snead,5.910,5.170
1,2:17,3,1,SFO 1,13,3,"Drew Brees pass complete short left to Michael Thomas for 1 yard, touchdown",5.170,7.000
1,2:14,,,SFO 15,14,3,"Wil Lutz kicks extra point good. Penalty on Ahmad Brooks: Leverage, 15 yards",0.000,0.000
1,2:14,,,,14,3,"Wil Lutz kicks off 50 yards, touchback",0.000,-0.610
1,2:14,1,10,SFO 25,14,3,DuJuan Harris left tackle for no gain (tackle by Nathan Stupar),0.610,0.060
1,1:38,2,10,SFO 25,14,3,Colin Kaepernick pass complete short right to Quinton Patton for 20 yards (tackle by Jairus Byrd),0.060,1.930
1,1:08,1,10,SFO 45,14,3,Colin Kaepernick pass complete short middle to Garrett Celek for 22 yards (tackle by Delvin Breaux),1.930,3.380
1,0:30,1,10,NOR 33,14,3,DuJuan Harris middle for 4 yards (tackle by Nathan Stupar and Craig Robertson),3.380,3.380
Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,NOR 29,14,3,Colin Kaepernick right tackle for no gain (tackle by Kenny Vaccaro),3.380,2.680
2,14:21,3,6,NOR 29,14,3,Colin Kaepernick pass complete short middle to Torrey Smith for 5 yards (tackle by Jairus Byrd),2.680,2.020
2,13:51,4,1,NOR 24,14,3,DuJuan Harris middle for no gain (tackle by Delvin Breaux),2.020,-0.540
2,13:45,1,10,NOR 24,14,3,Tim Hightower left tackle for 2 yards (tackle by Eli Harold),0.540,0.270
2,13:13,2,8,NOR 26,14,3,Drew Brees pass complete short left to Brandin Cooks for 15 yards (tackle by Nick Bellore and Tank Carradine),0.270,1.660
2,12:38,1,10,NOR 41,14,3,Drew Brees pass complete short left to Michael Thomas for 9 yards (tackle by Jimmie Ward),1.660,2.340
2,12:06,2,1,,14,3,Tim Hightower left guard for 4 yards (tackle by Michael Wilhoite),2.340,2.520
2,11:27,1,10,SFO 46,14,3,Drew Brees pass complete short left to Mark Ingram for 8 yards (tackle by Michael Wilhoite),2.520,3.060
2,10:56,2,2,SFO 38,14,3,Mark Ingram right guard for 7 yards (tackle by Eric Reid),3.060,3.510
2,10:13,1,10,SFO 31,14,3,Tim Hightower right guard for 4 yards (tackle by Ahmad Brooks),3.510,3.510
2,9:44,2,6,SFO 27,14,3,Tim Hightower left tackle for 4 yards (tackle by Eli Harold),3.510,3.340
2,9:02,3,2,SFO 23,14,3,Drew Brees pass complete short right to Tim Hightower for 15 yards (tackle by Tramaine Brock),3.340,5.370
2,8:29,1,8,SFO 8,14,3,Mark Ingram middle for 3 yards (tackle by Nick Bellore and Glenn Dorsey),5.370,5.150
2,7:51,2,5,SFO 5,14,3,Drew Brees pass incomplete short right intended for Coby Fleener,5.150,4.260
2,7:46,3,5,SFO 5,20,3,"Drew Brees pass complete short right to Mark Ingram for 5 yards, touchdown",4.260,7.000
2,7:40,,,SFO 15,21,3,Wil Lutz kicks extra point good,0.000,0.000
2,7:40,,,NOR 35,21,3,"Wil Lutz kicks off 66 yards, returned by JaCorey Shepherd for 36 yards (tackle by Vonn Bell)",0.000,-1.270
2,7:33,1,10,SFO 35,21,3,Colin Kaepernick pass complete short right to Jeremy Kerley for no gain,1.270,0.720
2,7:04,2,10,SFO 35,21,3,Colin Kaepernick pass complete short middle to Garrett Celek for 15 yards (tackle by Vonn Bell),0.720,2.260
2,6:36,1,10,,21,3,DuJuan Harris middle for 3 yards (tackle by Sheldon Rankins),2.260,2.120
2,6:07,2,7,NOR 47,21,9,"Colin Kaepernick pass complete short right to DuJuan Harris for 47 yards, touchdown",2.120,7.000
2,5:56,,,NOR 15,21,10,Phil Dawson kicks extra point good,0.000,0.000
2,5:56,,,SFO 35,21,10,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
2,5:56,1,10,NOR 25,27,10,"Mark Ingram right tackle for 75 yards, touchdown",0.610,7.000
2,5:45,,,SFO 15,28,10,Wil Lutz kicks extra point good,0.000,0.000
2,5:45,,,NOR 35,28,10,"Wil Lutz kicks off 65 yards, returned by JaCorey Shepherd for 33 yards (tackle by Kasim Edebali)",0.000,-1.140
2,5:38,1,10,SFO 33,28,10,Colin Kaepernick pass complete deep right to Garrett Celek for 31 yards (tackle by B.W. Webb),1.140,3.180
2,5:07,1,10,NOR 36,28,10,Colin Kaepernick pass complete short right to DuJuan Harris for 5 yards (tackle by B.W. Webb),3.180,3.310
2,4:48,2,5,NOR 31,28,10,"Colin Kaepernick right end for 3 yards (tackle by Craig Robertson). Penalty on Garrett Celek: Illegal Block Above the Waist, 10 yards (no play)",3.310,1.960
2,4:28,2,15,NOR 41,28,10,Colin Kaepernick pass complete short right to DuJuan Harris for 11 yards (tackle by Vonn Bell),1.960,2.740
2,4:03,3,4,NOR 30,28,10,Colin Kaepernick pass incomplete short right intended for Jeremy Kerley (defended by Sterling Moore),2.740,1.460
2,3:58,4,4,NOR 30,28,13,Phil Dawson 48 yard field goal good,1.460,3.000
2,3:53,,,SFO 35,28,13,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
2,3:53,1,10,NOR 25,28,13,Drew Brees pass complete short right to Willie Snead for 8 yards (tackle by Gerald Hodges),0.610,1.140
2,3:20,2,2,NOR 33,28,13,Tim Hightower right tackle for 7 yards (tackle by Tramaine Brock),1.140,1.600
2,2:44,1,10,NOR 40,28,13,Mark Ingram left guard for 4 yards (tackle by Eli Harold),1.600,1.590
2,2:05,2,6,NOR 44,28,13,Drew Brees pass complete short right to Josh Hill for 2 yards (tackle by Antoine Bethea),1.590,1.160
2,2:00,3,4,NOR 46,28,13,Drew Brees pass incomplete deep left intended for Michael Thomas (defended by Tramaine Brock),1.160,-0.320
2,1:54,4,4,NOR 46,28,13,"Thomas Morstead punts 41 yards, fair catch by Jeremy Kerley. Penalty on Brian Dixon: Fair Catch Interference, 15 yards",-0.320,-0.810
2,1:47,1,10,SFO 28,28,13,DuJuan Harris middle for 6 yards (tackle by Craig Robertson),0.810,1.070
2,1:22,2,4,SFO 34,28,13,DuJuan Harris right tackle for 1 yard (tackle by Cameron Jordan),1.070,0.000
2,1:16,,,,28,13,Timeout #1 by New Orleans Saints,0.000,-0.500
2,1:16,3,3,SFO 35,28,19,"Colin Kaepernick pass complete short right to Vance McDonald for 65 yards, touchdown",0.500,7.000
2,1:05,,,NOR 15,28,20,Phil Dawson kicks extra point good,0.000,0.000
2,1:05,,,SFO 35,28,20,"Bradley Pinion kicks off 63 yards, returned by Travaris Cadet for 19 yards (tackle by Keith Reaser)",0.000,-0.340
2,0:58,1,10,NOR 21,28,20,Drew Brees pass complete short middle to Travaris Cadet for 4 yards (tackle by Eric Reid),0.340,0.340
2,0:30,2,6,NOR 25,28,20,Drew Brees pass complete deep left to Coby Fleener for 26 yards (tackle by Antoine Bethea),0.340,0.000
2,0:22,,,,28,20,Timeout #2 by New Orleans Saints,0.000,-2.320
2,0:22,1,10,SFO 49,28,20,Drew Brees pass incomplete deep middle intended for Willie Snead (defended by Tramaine Brock),2.320,1.780
2,0:18,2,10,SFO 49,28,20,Drew Brees pass complete deep right to Brandin Cooks for 17 yards,1.780,3.450
2,0:13,1,10,SFO 32,28,20,Drew Brees pass complete short left to Willie Snead for 19 yards,3.450,4.710
2,0:08,1,10,SFO 13,28,20,"Drew Brees pass incomplete short left intended for Travaris Cadet. Penalty on Jimmie Ward: Defensive Holding (Declined), Penalty on Keith Reaser: Defensive Holding (Declined), Penalty on Eric Reid: Defensive Holding, 5 yards (no play)",4.710,0.000
2,0:04,,,,28,20,Timeout #1 by San Francisco 49ers,0.000,-5.370
2,0:04,1,8,SFO 8,31,20,Wil Lutz 26 yard field goal good,5.370,3.000
Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,31,20,"Wil Lutz kicks off 68 yards, returned by JaCorey Shepherd for 35 yards (tackle by Vonn Bell)",0.000,-1.070
3,14:51,1,10,SFO 32,31,20,Colin Kaepernick pass complete short right to Quinton Patton for 11 yards (tackle by Jairus Byrd),1.070,1.800
3,14:22,1,10,SFO 43,31,20,DuJuan Harris right end for 19 yards (tackle by Kenny Vaccaro),1.800,3.050
3,14:03,1,10,NOR 38,31,20,Colin Kaepernick pass incomplete short right intended for Garrett Celek,3.050,2.510
3,13:58,2,10,NOR 38,31,20,Mike Davis right guard for 4 yards (tackle by Craig Robertson),2.510,2.340
3,13:21,3,6,NOR 34,31,20,Colin Kaepernick pass complete short right to Jeremy Kerley for 17 yards (tackle by B.W. Webb),2.340,4.440
3,12:56,1,10,NOR 17,31,20,Colin Kaepernick pass complete short middle to Mike Davis for 9 yards (tackle by Nathan Stupar),4.440,5.480
3,12:19,2,1,NOR 8,31,20,"Mike Davis left tackle for 7 yards (tackle by Nathan Stupar). Mike Davis fumbles (forced by Nathan Stupar), recovered by Nathan Stupar at NOR-1 (tackle by Mike Davis)",5.480,0.380
3,12:07,1,10,NOR 1,31,20,John Kuhn right guard for 3 yards (tackle by Tank Carradine),-0.380,-0.560
3,11:32,2,7,NOR 4,31,20,Drew Brees sacked by Gerald Hodges for 0 yards,-0.560,-1.070
3,10:56,3,7,NOR 4,31,20,Drew Brees pass complete short left to Josh Hill for 4 yards (tackle by Eric Reid),-1.070,-2.490
3,10:23,4,3,NOR 8,31,20,"Thomas Morstead punts 59 yards, returned by Jeremy Kerley for 10 yards (tackle by Jake Lampman)",-2.490,-1.800
3,10:14,1,10,SFO 43,31,20,DuJuan Harris middle for 16 yards (tackle by Jairus Byrd),1.800,2.850
3,9:54,1,10,NOR 41,31,20,Colin Kaepernick pass complete short right to Torrey Smith for 13 yards (tackle by Kenny Vaccaro),2.850,3.710
3,9:27,1,10,NOR 28,31,20,Colin Kaepernick pass incomplete short right intended for Garrett Celek,3.710,0.000
3,9:21,,,,31,20,Timeout #1 by San Francisco 49ers,0.000,-3.170
3,9:21,2,10,NOR 28,31,20,Colin Kaepernick pass incomplete short right intended for Torrey Smith,3.170,2.480
3,9:17,3,10,NOR 28,31,20,Colin Kaepernick pass incomplete short left intended for Jeremy Kerley,2.480,1.590
3,9:12,4,10,NOR 28,31,23,Phil Dawson 46 yard field goal good,1.590,3.000
3,9:07,,,SFO 35,31,23,"Bradley Pinion kicks off 51 yards, muffed catch by Travaris Cadet, ball out of bounds at NOR-15",0.000,0.220
3,9:06,1,10,NOR 15,31,23,Drew Brees pass complete short left to Brandon Coleman for 6 yards (tackle by Eli Harold),-0.220,0.210
3,8:48,2,4,NOR 21,31,23,Mark Ingram right tackle for 19 yards (tackle by Eric Reid),0.210,1.600
3,8:13,1,10,NOR 40,31,23,Mark Ingram right guard for no gain (tackle by Quinton Dial),1.600,1.050
3,7:35,2,10,NOR 40,31,23,Drew Brees pass complete short right to Josh Hill for 2 yards (tackle by Antoine Bethea and Keith Reaser),1.050,0.630
3,7:02,3,8,NOR 42,31,23,Drew Brees pass complete short right to Willie Snead for 9 yards (tackle by Ahmad Brooks),0.630,2.320
3,6:29,1,10,SFO 49,31,23,Mark Ingram left guard for no gain (tackle by Nick Bellore),2.320,1.780
3,5:52,2,10,SFO 49,31,23,Drew Brees pass complete short left to Brandin Cooks for 8 yards (tackle by Gerald Hodges),1.780,2.150
3,5:24,3,2,SFO 41,31,23,Tim Hightower right guard for 5 yards (tackle by Tramaine Brock),2.150,3.180
3,4:53,1,10,SFO 36,31,23,Tim Hightower middle for 1 yard (tackle by Glenn Dorsey),3.180,2.770
3,4:17,2,9,SFO 35,31,23,"Drew Brees pass complete short left to Mark Ingram for -1 yards (tackle by Ronald Blair). Penalty on Max Unger: Illegal Block Above the Waist, 10 yards (no play)",2.770,1.420
3,3:53,2,19,SFO 45,31,23,Drew Brees pass complete short left to Michael Thomas for 8 yards (tackle by Nick Bellore),1.420,1.820
3,3:06,3,11,SFO 37,31,23,Drew Brees pass incomplete short left intended for Coby Fleener (defended by Eric Reid),1.820,0.790
3,2:59,4,11,SFO 37,31,23,Wil Lutz 55 yard field goal no good,0.790,-1.930
3,2:55,1,10,SFO 45,31,23,DuJuan Harris middle for 3 yards (tackle by Kenny Vaccaro),1.930,1.790
3,2:29,2,7,SFO 48,31,23,Colin Kaepernick sacked by Cameron Jordan and Vonn Bell for -5 yards,1.790,0.430
3,1:51,3,12,SFO 43,31,23,Colin Kaepernick pass incomplete deep right intended for Aaron Burbridge,0.430,-0.520
3,1:45,4,12,SFO 43,31,23,Bradley Pinion punts 34 yards,-0.520,-0.480
3,1:36,1,10,NOR 23,31,23,Tim Hightower right tackle for 5 yards (tackle by Tank Carradine),0.480,0.610
3,1:05,2,5,NOR 28,31,23,Tim Hightower left end for 1 yard (tackle by Quinton Dial),0.610,0.040
3,0:30,3,4,NOR 29,31,23,Drew Brees pass complete deep left to Brandin Cooks for 28 yards (tackle by Keith Reaser),0.040,2.720
Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 43,31,23,Drew Brees pass complete short left to John Kuhn for 6 yards (tackle by Jimmie Ward),2.720,2.990
4,14:32,2,4,SFO 37,31,23,Tim Hightower left guard for 3 yards (tackle by Glenn Dorsey),2.990,2.680
4,13:58,3,1,SFO 34,31,23,John Kuhn middle for 2 yards (tackle by Gerald Hodges),2.680,3.450
4,13:21,1,10,SFO 32,37,23,"Drew Brees pass complete deep right to Michael Thomas for 32 yards, touchdown",3.450,7.000
4,13:13,,,SFO 15,38,23,Wil Lutz kicks extra point good,0.000,0.000
4,13:13,,,NOR 35,38,23,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,13:13,1,10,SFO 25,38,23,Colin Kaepernick pass incomplete short middle intended for Vance McDonald,0.610,0.060
4,13:09,2,10,SFO 25,38,23,Colin Kaepernick pass incomplete short middle intended for Vance McDonald (defended by Craig Robertson),0.060,-0.620
4,13:06,3,10,SFO 25,38,23,Colin Kaepernick pass incomplete deep middle intended for Quinton Patton,-0.620,-1.700
4,13:01,4,10,SFO 25,38,23,"Bradley Pinion punts 51 yards, fair catch by Jairus Byrd",-1.700,-0.540
4,12:54,1,10,NOR 24,38,23,Mark Ingram middle for 14 yards (tackle by Antoine Bethea),0.540,1.470
4,12:37,1,10,NOR 38,38,23,Drew Brees pass incomplete deep left intended for Brandin Cooks (defended by Jaquiski Tartt),1.470,0.920
4,12:30,2,10,NOR 38,38,23,Mark Ingram left tackle for 11 yards (tackle by Gerald Hodges),0.920,2.190
4,11:56,1,10,NOR 49,38,23,Mark Ingram left tackle for 4 yards (tackle by Gerald Hodges),2.190,2.190
4,11:26,2,6,SFO 47,38,23,Tim Hightower right guard for no gain (tackle by Ahmad Brooks and Antoine Bethea),2.190,0.000
4,10:37,,,,38,23,Timeout #1 by New Orleans Saints,0.000,-1.490
4,10:37,3,6,SFO 47,38,23,Drew Brees pass complete short middle to Brandon Coleman for 19 yards (tackle by Tramaine Brock),1.490,3.710
4,10:12,1,10,SFO 28,38,23,Mark Ingram middle for 2 yards (tackle by Nick Bellore and DeForest Buckner),3.710,3.440
4,9:34,2,8,SFO 26,38,23,Mark Ingram left guard for 3 yards (tackle by Glenn Dorsey),3.440,3.140
4,9:00,3,5,SFO 23,38,23,Drew Brees pass incomplete short left intended for Michael Thomas,3.140,1.980
4,8:56,4,5,SFO 23,41,23,Wil Lutz 41 yard field goal good,1.980,3.000
4,8:52,,,NOR 35,41,23,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,8:52,1,10,SFO 25,41,23,Colin Kaepernick pass complete deep middle to Quinton Patton for 19 yards (tackle by Ken Crawley),0.610,1.860
4,8:28,1,10,SFO 44,41,23,Colin Kaepernick pass complete short left to Quinton Patton for 6 yards (tackle by Ken Crawley),1.860,2.130
4,8:10,2,4,,41,23,Colin Kaepernick pass complete short middle to Vance McDonald for 5 yards (tackle by Kenny Vaccaro and Craig Robertson),2.130,2.590
4,7:36,1,10,NOR 45,41,23,Colin Kaepernick left guard for 11 yards (tackle by Craig Robertson),2.590,3.310
4,7:02,1,10,NOR 34,41,23,Colin Kaepernick pass complete deep left to Quinton Patton for 19 yards (tackle by Jairus Byrd),3.310,4.580
4,6:32,1,10,NOR 15,41,23,Colin Kaepernick pass incomplete short right intended for Aaron Burbridge (defended by Sterling Moore),4.580,3.950
4,6:26,2,10,NOR 15,41,23,"Colin Kaepernick pass incomplete short left intended for DuJuan Harris (defended by Kasim Edebali). Penalty on Chris McCain: Defensive Offside, 5 yards (no play)",3.950,4.840
4,6:22,2,5,NOR 10,41,23,Colin Kaepernick pass incomplete short left intended for Quinton Patton,4.840,4.000
4,6:17,3,5,NOR 10,41,23,Colin Kaepernick pass incomplete short right intended for Vance McDonald,4.000,2.810
4,6:13,4,5,NOR 10,41,23,"Colin Kaepernick for no gain. Colin Kaepernick fumbles, recovered by Kenny Vaccaro at NOR-8 (tackle by Zane Beadles)",2.810,0.380
4,6:05,1,10,NOR 8,41,23,Tim Hightower left guard for 9 yards (tackle by Jimmie Ward),-0.380,0.050
4,5:20,2,1,NOR 17,41,23,Tim Hightower middle for 5 yards (tackle by Glenn Dorsey),0.050,0.410
4,4:46,1,10,NOR 22,41,23,Tim Hightower middle for 1 yard (tackle by Glenn Dorsey),0.410,0.000
4,3:59,2,9,NOR 23,41,23,Tim Hightower middle for 4 yards (tackle by Nick Bellore),0.000,0.000
4,3:11,,,,41,23,Timeout #2 by New Orleans Saints,0.000,0.160
4,3:11,3,5,NOR 27,41,23,Drew Brees pass complete short right to John Kuhn for 3 yards (tackle by Gerald Hodges),-0.160,0.000
4,3:06,,,,41,23,Timeout #2 by San Francisco 49ers,0.000,1.370
4,3:05,4,2,NOR 30,41,23,"Thomas Morstead punts 54 yards, returned by Jeremy Kerley for 2 yards (tackle by Nathan Stupar). Penalty on Jaquiski Tartt: Offensive Holding, 10 yards",-1.370,0.380
4,2:54,1,10,SFO 8,41,23,Colin Kaepernick pass complete short left to Garrett Celek for 8 yards (tackle by Kenny Vaccaro),-0.380,-0.090
4,2:35,2,2,SFO 16,41,23,"Colin Kaepernick pass complete short left to DuJuan Harris for 5 yards (tackle by Kenny Vaccaro). DuJuan Harris fumbles (forced by Kenny Vaccaro), recovered by Vonn Bell at SFO-21 (tackle by Quinton Patton)",-0.090,-4.170
4,2:27,1,10,SFO 21,41,23,Mark Ingram middle for 7 yards (tackle by Jaquiski Tartt),4.170,4.740
4,2:00,2,3,SFO 14,41,23,Mark Ingram left guard for 5 yards (tackle by Quinton Dial and Gerald Hodges),4.740,5.140
4,1:35,1,9,SFO 9,41,23,Drew Brees kneels for -1 yards,5.140,4.190
4,0:38,2,10,SFO 10,41,23,Drew Brees kneels for -1 yards,4.190,3.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
