Quarter,Time,Down,ToGo,Location,CHI,WAS,Detail,EPB,EPA
3,3:26,,,WAS 35,24,31,"Kai Forbath kicks off 64 yards, returned by Eric Weems for 10 yards (tackle by Jose Gumbs)",0.000,0.370
3,3:14,1,10,CHI 11,24,31,Josh McCown up the middle for 13 yards (tackle by DeAngelo Hall),-0.370,0.540
3,2:27,1,10,CHI 24,24,31,Josh McCown pass complete short right to Brandon Marshall for 5 yards (tackle by Perry Riley),0.540,0.670
3,1:54,2,5,CHI 29,24,31,"Josh McCown pass complete deep right to Alshon Jeffery for 28 yards (tackle by Brandon Meriweather). Penalty on Brandon Meriweather: Personal Foul, 15 yards",0.670,3.710
3,1:54,1,10,WAS 28,24,31,Josh McCown pass complete short left to Marquess Wilson for 3 yards (tackle by David Amerson),3.710,3.570
3,0:45,2,7,WAS 25,24,31,Matt Forte left end for 1 yard (tackle by London Fletcher and Brian Orakpo),3.570,3.010
Quarter,Time,Down,ToGo,Location,CHI,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,WAS 24,24,31,Josh McCown pass complete short middle to Earl Bennett for 7 yards (tackle by David Amerson),3.010,4.440
4,14:21,1,10,WAS 17,24,31,Matt Forte up the middle for 1 yard (tackle by Reed Doughty and Stephen Bowen),4.440,4.000
4,13:37,2,9,WAS 16,24,31,Josh McCown up the middle for 10 yards (tackle by Perry Riley and Josh Wilson),4.000,5.830
4,12:49,1,6,WAS 6,30,31,"Matt Forte up the middle for 6 yards, touchdown",5.830,7.000
4,12:49,,,WAS 2,31,31,Robbie Gould kicks extra point good,0.000,0.000
4,12:49,,,CHI 35,31,31,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,12:44,1,10,WAS 20,31,31,Robert Griffin right end for 6 yards (tackle by David Bass),0.280,0.540
4,12:25,2,4,WAS 26,31,31,Robert Griffin left end for 7 yards (tackle by Jonathan Bostic),0.540,1.140
4,12:03,1,10,WAS 33,31,31,Alfred Morris right end for 21 yards (tackle by Julius Peppers and Chris Conte),1.140,2.520
4,11:34,1,10,CHI 46,31,31,Roy Helu left end for 1 yard (tackle by Shea McClellin and Stephen Paea),2.520,2.110
4,11:04,2,9,CHI 45,31,37,"Robert Griffin pass complete deep left to Aldrick Robinson for 45 yards, touchdown",2.110,7.000
4,11:04,,,CHI 2,31,38,Kai Forbath kicks extra point good,0.000,0.000
4,11:04,,,WAS 35,31,38,"Kai Forbath kicks off 42 yards, returned by Devin Hester for 12 yards (tackle by Niles Paul)",0.000,-1.270
4,10:49,1,10,CHI 35,31,38,Alshon Jeffery left end for 11 yards (tackle by Perry Riley),1.270,1.990
4,10:17,1,10,CHI 46,31,38,Josh McCown pass complete deep right to Alshon Jeffery for 20 yards (tackle by Josh Wilson and Reed Doughty),1.990,3.310
4,9:36,1,10,WAS 34,31,38,Matt Forte left end for 3 yards (tackle by Brian Orakpo),3.310,3.180
4,8:56,2,7,WAS 31,31,38,Josh McCown pass incomplete deep right intended for Brandon Marshall (defended by DeAngelo Hall),3.180,3.180
4,8:49,2,7,WAS 31,31,38,Timeout #1 by Chicago Bears,3.180,2.480
4,8:49,3,7,WAS 31,31,38,Josh McCown pass incomplete short middle intended for Brandon Marshall,2.480,1.320
4,8:44,4,7,WAS 31,34,38,Robbie Gould 49 yard field goal good,1.320,3.000
4,8:44,,,CHI 35,34,38,"Robbie Gould kicks onside 11 yards. Penalty on Eric Weems: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,8:44,,,CHI 30,34,38,"Robbie Gould kicks off 68 yards, returned by Josh Morgan for 17 yards (tackle by Anthony Walters)",0.000,-0.150
4,8:30,1,10,WAS 19,34,38,Alfred Morris right guard for no gain (tackle by Julius Peppers and Stephen Paea),0.150,-0.390
4,7:55,2,10,WAS 19,34,38,"Robert Griffin left end for 10 yards (tackle by Chris Conte and Khaseem Greene). Penalty on Darrel Young: Offensive Holding (Offsetting), Penalty on Khaseem Greene: Personal Foul (Offsetting) (no play)",-0.390,-0.390
4,7:26,2,10,WAS 19,34,38,Robert Griffin up the middle for 3 yards (tackle by James Anderson),-0.390,-0.680
4,6:45,3,7,WAS 22,34,38,Robert Griffin pass incomplete short middle intended for Santana Moss,-0.680,-1.900
4,6:39,4,7,WAS 22,34,38,"Saverio Rocca punts 49 yards, returned by Devin Hester for 4 yards (tackle by Perry Riley)",-1.900,-1.140
4,6:27,1,10,CHI 33,34,38,(tackle by Ryan Kerrigan),1.140,-0.080
4,5:47,2,15,CHI 28,34,38,Josh McCown pass complete short middle to Brandon Marshall for 28 yards (tackle by Josh Wilson and DeAngelo Hall),-0.080,2.650
4,5:01,1,10,WAS 44,34,38,Josh McCown pass complete deep right to Alshon Jeffery for 35 yards (tackle by Josh Wilson),2.650,5.140
4,4:12,1,9,WAS 9,34,38,"Josh McCown pass complete short middle to Earl Bennett for 9 yards. Penalty on CHI: Illegal Formation, 5 yards (no play)",5.140,4.440
4,4:08,1,14,WAS 14,34,38,"Josh McCown pass incomplete short middle intended for Brandon Marshall (defended by Ryan Kerrigan). Penalty on Brandon Meriweather: Personal Foul, 7 yards (no play)",4.440,5.600
4,4:02,1,7,WAS 7,40,38,"Josh McCown pass complete short middle to Martellus Bennett for 7 yards, touchdown",5.600,7.000
4,4:02,,,WAS 2,41,38,Robbie Gould kicks extra point good,0.000,0.000
4,4:02,,,CHI 35,41,38,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,3:57,1,10,WAS 20,41,38,"Roy Helu left end for no gain (tackle by Jonathan Bostic). Penalty on Stephen Paea: Defensive Holding, 5 yards",0.280,0.610
4,3:52,1,10,WAS 25,41,38,Robert Griffin pass complete short middle to Jordan Reed for 26 yards (tackle by Major Wright),0.610,2.320
4,3:27,1,10,CHI 49,41,38,Roy Helu left end for 6 yards (tackle by Zackary Bowman and Blake Costanzo),2.320,2.590
4,3:02,2,4,CHI 43,41,38,Roy Helu right tackle for -1 yards (tackle by Landon Cohen),2.590,1.750
4,2:23,3,5,CHI 44,41,38,Robert Griffin pass complete short right to Pierre Garcon for 7 yards (tackle by Tim Jennings),1.750,3.120
4,2:00,1,10,CHI 37,41,38,Robert Griffin pass incomplete short left intended for Leonard Hankerson (defended by Zackary Bowman),3.120,2.570
4,1:53,2,10,CHI 37,41,38,Robert Griffin pass complete short right to Pierre Garcon for 9 yards (tackle by Tim Jennings),2.570,3.070
4,1:47,3,1,CHI 28,41,38,Alfred Morris left guard for 9 yards (tackle by Chris Conte),3.070,4.310
4,1:12,1,10,CHI 19,41,38,Robert Griffin pass complete short left to Pierre Garcon for 6 yards (tackle by Zackary Bowman),4.310,4.310
4,1:03,1,10,CHI 19,41,38,Timeout #1 by Washington Redskins,4.310,4.720
4,1:03,2,4,CHI 13,41,38,Robert Griffin pass incomplete short middle intended for Santana Moss,4.720,3.960
4,0:58,3,4,CHI 13,41,38,Robert Griffin pass complete short middle to Jordan Reed for 10 yards (tackle by Chris Conte),3.960,3.960
4,0:49,3,4,CHI 13,41,38,Timeout #2 by Chicago Bears,3.960,6.510
4,0:49,1,3,CHI 3,41,44,"Roy Helu left tackle for 3 yards, touchdown",6.510,7.000
4,0:49,,,CHI 2,41,45,Kai Forbath kicks extra point good,0.000,0.000
4,0:49,,,WAS 35,41,45,--,0.000,-1.470
4,0:33,1,10,CHI 38,41,45,Josh McCown pass complete short left to Matt Forte for 11 yards (tackle by David Amerson),1.470,2.190
4,0:25,1,10,CHI 49,41,45,Josh McCown pass complete short right to Matt Forte for 7 yards (tackle by Brandon Meriweather),2.190,2.190
4,0:15,1,10,CHI 49,41,45,Timeout #3 by Chicago Bears,2.190,2.590
4,0:15,2,3,WAS 44,41,45,Josh McCown sacked by Barry Cofield and Ryan Kerrigan for -7 yards,2.590,0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
