Quarter,Time,Down,ToGo,Location,NYG,KAN,Detail,EPB,EPA
2,2:45,1,10,KAN 25,10,14,Patrick Mahomes pass complete short left to Darrel Williams for 17 yards (tackle by Darnay Holmes),,
2,2:14,1,10,KAN 42,10,14,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill,,
2,2:09,2,10,KAN 42,10,14,"Patrick Mahomes pass incomplete. Penalty on Patrick Mahomes: Intentional Grounding, 10 yards (accepted)",,
2,2:05,3,20,KAN 32,10,14,"Patrick Mahomes pass incomplete deep right intended for Demarcus Robinson. Penalty on Leonard Williams: Defensive Offside, 5 yards (accepted) (no play)",,
2,1:57,3,15,KAN 37,10,14,Patrick Mahomes pass incomplete deep right intended for Mecole Hardman,,
2,1:46,4,15,KAN 37,10,14,"Tommy Townsend punts 52 yards, returned by Kadarius Toney for no gain (tackle by Marcus Kemp). Penalty on Marcus Kemp: Unnecessary Roughness / Offense, 15 yards (accepted)",,
2,1:36,1,10,NYG 26,10,14,Daniel Jones pass complete short right to Kadarius Toney for 5 yards (tackle by Charvarius Ward and Tyrann Mathieu),,
2,1:10,2,5,NYG 31,10,14,Daniel Jones pass complete short right to Devontae Booker for 4 yards (tackle by Frank Clark and Ben Niemann),,
2,0:40,3,1,NYG 35,10,14,Devontae Booker up the middle for 2 yards (tackle by Chris Jones),,
2,0:23,1,10,NYG 37,10,14,"Daniel Jones pass incomplete short left intended for Sterling Shepard (defended by L'Jarius Sneed). Penalty on L'Jarius Sneed: Defensive Pass Interference, 8 yards (accepted) (no play)",,
2,0:21,1,10,NYG 45,10,14,"Penalty on Will Hernandez: False Start, 5 yards (accepted) (no play)",,
2,0:21,1,15,NYG 40,10,14,"Daniel Jones scrambles right end for no gain (tackle by Frank Clark). Penalty on Nate Solder: Offensive Holding, 10 yards (accepted) (no play)",,
2,0:14,1,25,NYG 30,10,14,Devontae Booker up the middle for 14 yards (tackle by Tyrann Mathieu and Rashad Fenton),,
2,0:05,2,11,NYG 44,10,14,"Penalty on NYG: Delay of Game, 5 yards (accepted) (no play)",,
2,0:05,2,16,NYG 39,10,14,Daniel Jones kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,NYG,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,10,14,"Harrison Butker kicks off 64 yards, recovered by Darnay Holmes and returned for no gain, recovered by Darnay Holmes at NYG-3 and returned for 22 yards (tackle by Darius Harris)",,
3,14:54,1,10,NYG 25,10,14,Devontae Booker right end for 5 yards (tackle by Nick Bolton and Juan Thornhill),,
3,14:16,2,5,NYG 30,10,14,Devontae Booker up the middle for 4 yards (tackle by Willie Gay and Derrick Nnadi),,
3,13:34,3,1,NYG 34,10,14,Daniel Jones right end for no gain (tackle by Willie Gay),,
3,12:51,4,1,NYG 34,10,14,"Riley Dixon punts 51 yards downed by Cam Brown. Penalty on Jarran Reed: Offensive Holding, 7 yards (accepted)",,
3,12:40,1,10,KAN 8,10,14,Patrick Mahomes pass complete short right to Tyreek Hill for 9 yards (tackle by Adoree' Jackson),,
3,12:14,2,1,KAN 17,10,14,Darrel Williams up the middle for 8 yards (tackle by Leonard Williams and Xavier McKinney),,
3,11:38,1,10,KAN 25,10,14,Darrel Williams up the middle for 12 yards (tackle by Logan Ryan),,
3,11:00,1,10,KAN 37,10,14,Derrick Gore up the middle for -1 yards (tackle by Quincy Roche),,
3,10:27,2,11,KAN 36,10,14,Patrick Mahomes pass complete short left to Mecole Hardman for 3 yards (tackle by Adoree' Jackson),,
3,9:51,3,8,KAN 39,10,14,Patrick Mahomes pass incomplete deep left intended for Travis Kelce,,
3,9:45,4,8,KAN 39,10,14,"Tommy Townsend punts 43 yards, fair catch by Kadarius Toney at NYG-18",,
3,9:38,1,10,NYG 18,10,14,Daniel Jones pass complete deep right to John Ross for 22 yards (tackle by Nick Bolton and Juan Thornhill),,
3,9:03,1,10,NYG 40,10,14,Devontae Booker right guard for 3 yards (tackle by Alex Okafor and Jarran Reed),,
3,8:22,2,7,NYG 43,10,14,Daniel Jones pass complete short right to Kadarius Toney for 4 yards (tackle by Charvarius Ward),,
3,7:44,3,3,NYG 47,10,14,Daniel Jones pass incomplete short right intended for Kadarius Toney,,
3,7:40,4,3,NYG 47,10,14,Riley Dixon punts 34 yards out of bounds,,
3,7:33,1,10,KAN 19,10,14,Patrick Mahomes pass incomplete deep middle intended for Tyreek Hill (defended by Adoree' Jackson),,
3,7:25,2,10,KAN 19,10,14,Patrick Mahomes pass complete short right to Darrel Williams for 11 yards (tackle by James Bradberry),,
3,6:44,1,10,KAN 30,10,14,Patrick Mahomes pass complete short middle to Mecole Hardman for 12 yards (tackle by Logan Ryan),,
3,6:14,1,10,KAN 42,10,14,Patrick Mahomes pass complete short left to Mecole Hardman for 9 yards (tackle by Xavier McKinney),,
3,5:36,2,1,NYG 49,10,14,Darrel Williams up the middle for 3 yards (tackle by Oshane Ximines and Tae Crowder),,
3,4:55,1,10,NYG 46,10,14,Patrick Mahomes pass complete short right to Demarcus Robinson for 18 yards (tackle by Xavier McKinney and Adoree' Jackson),,
3,4:11,,,,,,Timeout #1 by New York Giants,,
3,4:11,1,10,NYG 28,10,14,"Derrick Gore right end for no gain (tackle by Julian Love). Penalty on Trey Smith: Offensive Holding, 10 yards (accepted) (no play)",,
3,3:44,1,20,NYG 38,10,14,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill,,
3,3:36,2,20,NYG 38,10,14,"Patrick Mahomes pass complete short middle to Travis Kelce for 8 yards. Travis Kelce fumbles (forced by Logan Ryan), recovered by James Bradberry at NYG-30 and returned for 13 yards (tackle by Lucas Niang)",,
3,3:27,1,10,NYG 43,10,14,Daniel Jones scrambles up the middle for 5 yards (tackle by Nick Bolton),,
3,2:50,2,5,NYG 48,10,14,"Devontae Booker left end for 4 yards (tackle by Willie Gay and L'Jarius Sneed). Penalty on Chris Jones: Defensive Holding, 5 yards (accepted)",,
3,2:27,1,10,KAN 43,10,14,Daniel Jones pass complete short right to Collin Johnson for 6 yards (tackle by Charvarius Ward),,
3,1:47,2,4,KAN 37,10,14,"Devontae Booker right end for no gain (tackle by Nick Bolton). Penalty on Chris Jones: Defensive Offside, 5 yards (accepted) (no play)",,
3,1:28,1,10,KAN 32,10,14,Daniel Jones pass complete short right to Kadarius Toney for 11 yards (tackle by Tyrann Mathieu),,
3,0:45,1,10,KAN 21,10,14,Devontae Booker up the middle for 10 yards (tackle by Ben Niemann and Nick Bolton),,
3,0:05,1,10,KAN 11,10,14,Daniel Jones pass complete short right to Kadarius Toney for 6 yards (tackle by Daniel Sorensen and Willie Gay),,
Quarter,Time,Down,ToGo,Location,NYG,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,KAN 5,10,14,Daniel Jones pass incomplete short right intended for Kyle Rudolph,,
4,14:57,3,4,KAN 5,16,14,"Daniel Jones pass complete short right to Evan Engram for 5 yards, touchdown",,
4,14:53,,,KAN 15,17,14,Graham Gano kicks extra point good,,
4,14:53,,,NYG 35,17,14,"Penalty on Derrick Nnadi: Illegal Formation, 5 yards (accepted) (no play)",,
4,14:53,,,NYG 40,17,14,"Graham Gano kicks off 60 yards, touchback.",,
4,14:53,1,10,KAN 25,17,14,"Patrick Mahomes pass complete short right to Tyreek Hill for 4 yards (tackle by Julian Love). Penalty on Byron Pringle: Offensive Holding, 10 yards (accepted)",,
4,14:36,1,16,KAN 19,17,14,Patrick Mahomes pass complete short left to Darrel Williams for 9 yards (tackle by Reggie Ragland),,
4,13:56,2,7,KAN 28,17,14,Patrick Mahomes pass complete short middle to Tyreek Hill for 10 yards (tackle by Reggie Ragland),,
4,13:45,1,10,KAN 38,17,14,Patrick Mahomes pass complete short left to Darrel Williams for 10 yards (tackle by James Bradberry and Reggie Ragland),,
4,13:16,1,10,KAN 48,17,14,Darrel Williams right guard for 4 yards (tackle by Leonard Williams and Dexter Lawrence),,
4,12:37,2,6,NYG 48,17,14,Patrick Mahomes scrambles right end for 6 yards (tackle by Azeez Ojulari),,
4,11:58,1,10,NYG 42,17,14,"Darrel Williams up the middle for no gain (tackle by Trent Harris). Penalty on Tae Crowder: Unnecessary Roughness / Defense, 15 yards (accepted)",,
4,11:42,1,10,NYG 27,17,14,Patrick Mahomes pass incomplete short right intended for Blake Bell,,
4,11:39,2,10,NYG 27,17,14,Darrel Williams left end for -1 yards (tackle by Azeez Ojulari),,
4,11:04,3,11,NYG 28,17,14,Patrick Mahomes pass complete short middle to Tyreek Hill for 15 yards (tackle by Logan Ryan),,
4,10:24,1,10,NYG 13,17,14,Derrick Gore up the middle for 1 yard (tackle by Tae Crowder and Leonard Williams),,
4,9:44,2,9,NYG 12,17,14,Patrick Mahomes pass incomplete short left intended for Mecole Hardman,,
4,9:39,,,,,,Timeout #1 by Kansas City Chiefs,,
4,9:39,3,9,NYG 12,17,14,"Patrick Mahomes sacked by Leonard Williams for -6 yards. Patrick Mahomes fumbles (forced by Leonard Williams), recovered by Trey Smith at NYG-18",,
4,8:56,4,15,NYG 18,17,17,Harrison Butker 36 yard field goal good,,
4,8:53,,,KAN 35,17,17,"Harrison Butker kicks off 66 yards, returned by Darnay Holmes for 19 yards (tackle by Dorian O'Daniel)",,
4,8:48,1,10,NYG 18,17,17,Daniel Jones pass complete short right to Evan Engram for 7 yards (tackle by Nick Bolton),,
4,8:08,2,3,NYG 25,17,17,Devontae Booker left end for 2 yards (tackle by Derrick Nnadi and Willie Gay),,
4,7:28,3,1,NYG 27,17,17,"Daniel Jones pass complete short right to Elijhaa Penny for 16 yards (tackle by Charvarius Ward). Penalty on Elijhaa Penny: Taunting / Offense, 15 yards (accepted)",,
4,7:10,1,10,NYG 28,17,17,Daniel Jones pass complete short left to Collin Johnson for 4 yards (tackle by L'Jarius Sneed),,
4,6:33,2,6,NYG 32,17,17,Devontae Booker left guard for 2 yards (tackle by Jarran Reed and Nick Bolton),,
4,5:48,3,4,NYG 34,17,17,"Daniel Jones pass incomplete deep right intended for Darius Slayton. Penalty on Charvarius Ward: Defensive Holding, 5 yards (accepted) (no play)",,
4,5:42,1,10,NYG 39,17,17,Daniel Jones pass complete short middle to Devontae Booker for 3 yards (tackle by Ben Niemann and Nick Bolton),,
4,4:58,2,7,NYG 42,17,17,Daniel Jones pass incomplete short left intended for Darius Slayton,,
4,4:54,3,7,NYG 42,17,17,Daniel Jones pass incomplete short middle intended for Devontae Booker,,
4,4:49,4,7,NYG 42,17,17,"Riley Dixon punts 34 yards downed by Cam Brown. Penalty on Cam Brown: Illegal Touch Kick, 5 yards (accepted)",,
4,4:41,1,10,KAN 29,17,17,"Patrick Mahomes pass incomplete short left intended for Travis Kelce. Penalty on Orlando Brown: Offensive Holding, 10 yards (accepted) (no play)",,
4,4:34,1,20,KAN 19,17,17,Patrick Mahomes pass incomplete short right,,
4,4:29,2,20,KAN 19,17,17,"Patrick Mahomes pass short right is intercepted by Darnay Holmes at KC-34 and returned for no gain (tackle by Byron Pringle). Penalty on Oshane Ximines: Defensive Offside, 5 yards (accepted) (no play)",,
4,4:21,2,15,KAN 24,17,17,"Patrick Mahomes pass complete short right to Travis Kelce for 14 yards (tackle by Logan Ryan). Penalty on Tae Crowder: Face Mask (15 Yards), 15 yards (accepted)",,
4,4:15,1,10,NYG 47,17,17,Darrel Williams right guard for 8 yards (tackle by Adoree' Jackson and Logan Ryan),,
4,3:44,2,2,NYG 39,17,17,Darrel Williams right guard for 6 yards (tackle by Tae Crowder and Benardrick McKinney),,
4,3:27,,,,,,Timeout #2 by New York Giants,,
4,3:27,1,10,NYG 33,17,17,Patrick Mahomes pass complete short middle to Mecole Hardman for 24 yards (tackle by Adoree' Jackson),,
4,2:41,1,9,NYG 9,17,17,Darrel Williams right guard for -1 yards (tackle by Austin Johnson),,
4,2:00,2,10,NYG 10,17,17,Patrick Mahomes pass complete short right to Travis Kelce for 2 yards (tackle by Reggie Ragland),,
4,1:56,,,,,,Timeout #3 by New York Giants,,
4,1:56,3,8,NYG 8,17,17,Patrick Mahomes sacked by Keion Crossen for -8 yards,,
4,1:12,4,16,NYG 16,17,20,Harrison Butker 34 yard field goal good,,
4,1:07,,,KAN 35,17,20,"Harrison Butker kicks off 65 yards, touchback.",,
4,1:07,1,10,NYG 25,17,20,Daniel Jones pass complete short right to Evan Engram for 3 yards (tackle by L'Jarius Sneed),,
4,1:01,2,7,NYG 28,17,20,Daniel Jones sacked by Chris Jones for -8 yards,,
4,0:39,3,15,NYG 20,17,20,Daniel Jones pass incomplete short right intended for Evan Engram,,
4,0:34,4,15,NYG 20,17,20,"Daniel Jones sacked by Frank Clark for -5 yards. Daniel Jones fumbles (forced by Frank Clark), recovered by Billy Price at NYG-15",,
4,0:25,1,10,NYG 15,17,20,Patrick Mahomes kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
