Quarter,Time,Down,ToGo,Location,TEN,GNB,Detail,EPB,EPA
2,4:35,1,10,TEN 16,0,20,Chris Johnson right guard for 4 yards (tackle by Morgan Burnett and Brad Jones),-0.140,0.010
2,4:03,2,6,TEN 20,0,20,Jake Locker sacked by Dezman Moses for -3 yards,0.010,-1.200
2,3:20,3,9,TEN 17,0,20,Jake Locker pass complete deep middle to Damian Williams for 20 yards (tackle by M.D. Jennings),-1.200,1.400
2,2:44,1,10,TEN 37,0,20,Chris Johnson left end for 4 yards (tackle by Erik Walden),1.400,1.400
2,2:16,2,6,TEN 41,0,20,Chris Johnson right guard for 3 yards (tackle by Morgan Burnett and A.J. Hawk),1.400,0.000
2,2:09,,,,0,20,Timeout #2 by Green Bay Packers,0.000,1.090
2,2:09,3,3,TEN 44,0,20,Jake Locker pass incomplete short middle intended for Nate Washington,1.090,-0.460
2,2:05,4,3,TEN 44,0,20,Brett Kern punts 54 yards,-0.460,0.380
2,1:54,1,10,GNB 2,0,20,Aaron Rodgers pass complete short left to D.J. Williams for 9 yards (tackle by Zach Brown),-0.380,-0.120
2,1:31,2,1,GNB 11,0,20,Aaron Rodgers pass incomplete short right intended for James Jones,-0.120,-0.370
2,1:26,3,1,GNB 11,0,20,Aaron Rodgers pass complete short left to Greg Jennings for 7 yards (tackle by Alterraun Verner),-0.370,0.040
2,1:03,1,10,GNB 18,0,20,Aaron Rodgers pass complete deep middle to Jermichael Finley for 23 yards (tackle by Will Witherspoon). Penalty on TEN: Defensive 12 On-field (Declined),0.040,1.660
2,0:59,1,10,GNB 41,0,20,Aaron Rodgers pass complete short middle to Jermichael Finley for 14 yards (tackle by Al Afalava),1.660,2.590
2,0:37,1,10,TEN 45,0,20,Aaron Rodgers pass complete short right to Jermichael Finley for 2 yards (tackle by Jason McCourty),2.590,0.000
2,0:30,,,,0,20,Timeout #3 by Green Bay Packers,0.000,2.310
2,0:30,2,8,TEN 43,0,20,Aaron Rodgers pass incomplete short middle intended for Greg Jennings,2.310,1.620
2,0:30,3,8,TEN 43,0,20,"Penalty on Akeem Ayers: Neutral Zone Infraction, 5 yards (no play)",1.620,2.280
2,0:26,3,3,TEN 38,0,20,Aaron Rodgers pass incomplete deep right intended for Jermichael Finley,2.280,0.720
2,0:17,4,3,TEN 38,0,20,Aaron Rodgers pass incomplete deep left intended for James Jones,0.720,-1.470
2,0:12,1,10,TEN 38,0,20,Jake Locker left end for 7 yards (tackle by Brad Jones),1.470,0.000
2,0:03,,,,0,20,Timeout #1 by Tennessee Titans,0.000,1.870
2,0:03,2,3,TEN 45,0,20,Jake Locker pass incomplete deep right intended for Michael Preston (defended by Casey Hayward),1.870,1.160
Quarter,Time,Down,ToGo,Location,TEN,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,0,20,"Rob Bironas kicks off 61 yards, out of bounds",0.000,1.600
3,15:00,1,10,GNB 40,0,20,Aaron Rodgers left end for 2 yards (tackle by Zach Brown),1.600,1.320
3,14:26,2,8,GNB 42,0,20,Aaron Rodgers pass complete deep right to Randall Cobb for 31 yards (tackle by Jason McCourty),1.320,3.780
3,13:56,1,10,TEN 27,0,20,DuJuan Harris up the middle for 5 yards (tackle by Will Witherspoon and Coty Sensabaugh),3.780,3.910
3,13:16,2,5,TEN 22,0,20,Aaron Rodgers pass complete short right to Jermichael Finley for 13 yards (tackle by Will Witherspoon),3.910,5.140
3,12:47,1,9,TEN 9,0,20,Aaron Rodgers left end for 2 yards (tackle by Zach Brown),5.140,4.760
3,12:08,2,7,TEN 7,0,26,"DuJuan Harris right end for 7 yards, touchdown",4.760,7.000
3,12:08,,,TEN 2,0,27,Mason Crosby kicks extra point good,0.000,0.000
3,12:04,,,GNB 35,0,27,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
3,12:04,1,10,TEN 20,0,27,Chris Johnson left end for 8 yards (tackle by A.J. Hawk),0.280,0.810
3,11:25,2,2,TEN 28,0,27,Jake Locker pass incomplete short right intended for Nate Washington (defended by Tramon Williams),0.810,0.100
3,11:20,3,2,TEN 28,0,27,Jake Locker pass complete short right to Nate Washington for 7 yards (tackle by Morgan Burnett),0.100,1.270
3,10:47,1,10,TEN 35,0,27,Chris Johnson right tackle for no gain (tackle by B.J. Raji),1.270,0.720
3,10:07,2,10,TEN 35,0,27,Jake Locker sacked by A.J. Hawk for -8 yards,0.720,-1.020
3,9:32,3,18,TEN 27,0,27,Jake Locker pass complete short middle to Chris Johnson for 5 yards (tackle by Brad Jones and Casey Hayward),-1.020,-1.240
3,8:50,4,10,TEN 32,0,27,"Brett Kern punts 47 yards, returned by Randall Cobb for 8 yards (tackle by Tracy Wilson)",-1.240,-0.870
3,8:38,1,10,GNB 29,0,27,Ryan Grant left end for 3 yards (tackle by DaJohn Harris),0.870,0.730
3,8:03,2,7,GNB 32,0,27,Aaron Rodgers pass complete short right to James Jones for 21 yards (tackle by Alterraun Verner),0.730,2.460
3,7:40,1,10,TEN 47,0,27,Ryan Grant right end for 2 yards (tackle by Jurrell Casey),2.460,2.180
3,7:05,2,8,TEN 45,0,27,Aaron Rodgers pass complete short right to James Jones for 10 yards (tackle by Jason McCourty),2.180,3.250
3,6:28,1,10,TEN 35,0,27,Aaron Rodgers pass incomplete short right intended for Ryan Grant,3.250,2.700
3,6:21,2,10,TEN 35,0,27,"Aaron Rodgers pass incomplete short left intended for Greg Jennings. Penalty on T.J. Lang: Offensive Holding (Offsetting), Penalty on Zach Brown: Roughing the Passer (Offsetting) (no play)",2.700,2.700
3,6:13,2,10,TEN 35,0,27,Aaron Rodgers pass complete short right to Ryan Grant for 34 yards (tackle by Tim Shaw),2.700,6.970
3,5:49,1,1,TEN 1,0,33,"Aaron Rodgers pass complete short right to Greg Jennings for 1 yard, touchdown",6.970,7.000
3,5:49,,,TEN 2,0,34,Mason Crosby kicks extra point good,0.000,0.000
3,5:47,,,GNB 35,0,34,"Mason Crosby kicks off 65 yards, returned by Darius Reynaud for 23 yards (tackle by Jarrett Boykin)",0.000,0.480
3,5:41,1,10,TEN 23,0,34,Jake Locker pass complete short left to Chris Johnson for 8 yards (tackle by Brad Jones),0.480,1.010
3,5:14,2,2,TEN 31,0,34,Chris Johnson right tackle for 3 yards (tackle by Brad Jones),1.010,1.200
3,4:51,1,10,TEN 34,0,34,Jake Locker pass complete short right to Damian Williams for 11 yards (tackle by Tramon Williams),1.200,1.930
3,4:23,1,10,TEN 45,0,34,Jake Locker pass incomplete short right intended for Craig Stevens (defended by Brad Jones),1.930,1.380
3,4:18,2,10,TEN 45,0,34,Jake Locker pass incomplete short right intended for Chris Johnson,1.380,0.700
3,4:14,3,10,TEN 45,0,34,Jake Locker sacked by Mike Neal for -7 yards,0.700,-0.850
3,3:38,4,17,TEN 38,0,34,"Brett Kern punts 42 yards, fair catch by Jeremy Ross",-0.850,-0.280
3,3:31,1,10,GNB 20,0,34,Ryan Grant left end for no gain (tackle by Zach Brown),0.280,-0.270
3,2:53,2,10,GNB 20,0,34,Aaron Rodgers pass complete short left to James Jones for 27 yards (tackle by Alterraun Verner),-0.270,2.060
3,2:16,1,10,GNB 47,0,34,Aaron Rodgers pass complete short middle to Jermichael Finley for 18 yards (tackle by Tim Shaw),2.060,3.250
3,1:42,1,10,TEN 35,0,34,Ryan Grant right end for no gain (tackle by Akeem Ayers and Tim Shaw),3.250,2.700
3,1:05,2,10,TEN 35,0,34,Aaron Rodgers pass complete short right to Ryan Taylor for 11 yards (tackle by Akeem Ayers and Jason McCourty),2.700,3.970
3,0:30,1,10,TEN 24,0,34,Aaron Rodgers pass complete short left to Greg Jennings for 4 yards (tackle by Michael Griffin),3.970,3.970
Quarter,Time,Down,ToGo,Location,TEN,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,TEN 20,0,34,Aaron Rodgers pass complete short right to Greg Jennings for 8 yards (tackle by Jason McCourty),3.970,4.780
4,14:16,1,10,TEN 12,0,40,"Aaron Rodgers pass complete short left to James Jones for 12 yards, touchdown",4.780,7.000
4,14:16,,,TEN 2,0,41,Mason Crosby kicks extra point good,0.000,0.000
4,14:11,,,GNB 35,0,41,"Mason Crosby kicks off 63 yards, returned by Lavelle Hawkins for 21 yards (tackle by Jamari Lattimore)",0.000,0.480
4,14:06,1,10,TEN 23,0,41,Jake Locker pass incomplete short right intended for Lavelle Hawkins,0.480,-0.070
4,14:02,2,10,TEN 23,0,41,Jake Locker left tackle for 1 yard (tackle by Casey Hayward),-0.070,-0.630
4,13:25,3,9,TEN 24,0,41,Jake Locker sacked by Sam Shields for -8 yards,-0.630,-2.390
4,12:52,4,17,TEN 16,0,41,"Brett Kern punts 49 yards, returned by Jeremy Ross for 58 yards (tackle by Tim Shaw)",-2.390,-5.600
4,12:35,1,7,TEN 7,0,47,"Ryan Grant left guard for 7 yards, touchdown",5.600,7.000
4,12:35,,,TEN 2,0,48,Mason Crosby kicks extra point good,0.000,0.000
4,12:31,,,GNB 35,0,48,"Mason Crosby kicks off 60 yards, returned by Lavelle Hawkins for 21 yards (tackle by Jerron McMillian)",0.000,0.670
4,12:26,1,10,TEN 26,0,48,Jamie Harper up the middle for -1 yards (tackle by Casey Hayward),0.670,-0.010
4,11:50,2,11,TEN 25,0,48,Jake Locker pass incomplete short left intended for Kenny Britt (defended by Sam Shields),-0.010,-0.690
4,11:44,3,11,TEN 25,0,48,Jake Locker pass complete short middle to Nate Washington for 8 yards (tackle by Brad Jones). Penalty on Kyle DeVan: Offensive Holding (Declined),-0.690,-1.180
4,11:15,4,3,TEN 33,0,48,Jake Locker pass incomplete deep left intended for Kenny Britt,-1.180,-3.450
4,11:10,1,10,TEN 32,0,48,Ryan Grant right tackle for 5 yards (tackle by Jurrell Casey and Al Afalava),3.450,3.580
4,10:28,2,5,TEN 27,0,48,Ryan Grant left end for 4 yards (tackle by Jurrell Casey),3.580,3.400
4,9:47,3,1,TEN 23,0,48,"DuJuan Harris left end for 1 yard (tackle by Alterraun Verner and Zach Brown). Penalty on John Kuhn: Offensive Holding, 10 yards (no play)",3.400,2.080
4,9:21,3,11,TEN 33,0,48,Graham Harrell pass complete short right to James Jones for 9 yards (tackle by Jason McCourty),2.080,1.990
4,8:39,4,2,TEN 24,0,48,Ryan Grant right tackle for 3 yards (tackle by Derrick Morgan and Jason McCourty),1.990,4.170
4,7:53,1,10,TEN 21,0,48,"Ryan Grant right end for 3 yards (tackle by SenDerrick Marks). Penalty on SenDerrick Marks: Face Mask (15 Yards), 9 yards",4.170,5.140
4,7:13,1,9,TEN 9,0,48,Ryan Grant right end for no gain (tackle by Akeem Ayers),5.140,4.380
4,6:31,2,9,TEN 9,0,54,"Ryan Grant left end for 9 yards, touchdown",4.380,7.000
4,6:31,,,TEN 2,0,55,Mason Crosby kicks extra point good,0.000,0.000
4,6:25,,,GNB 35,0,55,"Mason Crosby kicks off 58 yards, returned by Lavelle Hawkins for 33 yards (tackle by M.D. Jennings)",0.000,1.600
4,6:18,1,10,TEN 40,0,55,Jake Locker pass incomplete deep right intended for Nate Washington,1.600,1.050
4,6:11,2,10,TEN 40,0,55,Jamie Harper right end for -3 yards (tackle by Mike Daniels),1.050,-0.030
4,5:39,3,13,TEN 37,0,55,Jake Locker pass complete short left to Craig Stevens for 7 yards (tackle by Brad Jones and Morgan Burnett),-0.030,-0.460
4,4:55,4,6,TEN 44,0,55,"Brett Kern punts 50 yards, returned by Jeremy Ross for 4 yards (tackle by Taylor Thompson)",-0.460,0.380
4,4:43,1,10,GNB 10,0,55,Ryan Grant left end for 3 yards (tackle by Akeem Ayers),-0.380,-0.560
4,4:00,2,7,GNB 13,0,55,Ryan Grant left end for -1 yards (tackle by Jarius Wynn),-0.560,0.000
4,3:12,,,,0,55,Timeout #1 by Green Bay Packers,0.000,-1.190
4,3:12,3,8,GNB 12,0,55,Graham Harrell pass incomplete short right intended for Donald Driver,-1.190,-2.490
4,3:06,4,8,GNB 12,0,55,"Tim Masthay punts 53 yards, returned by Darius Reynaud for 12 yards (tackle by Ryan Taylor)",-2.490,-2.060
4,2:51,1,10,TEN 47,0,55,Jake Locker pass complete short right to Taylor Thompson for 8 yards (tackle by Morgan Burnett),2.060,2.600
4,2:28,2,2,GNB 45,0,55,Jake Locker sacked by Brad Jones for -6 yards,2.600,1.090
4,2:00,3,8,TEN 49,0,55,Jake Locker pass complete short right to Michael Preston for 10 yards (tackle by Tramon Williams),1.090,2.850
4,1:54,1,10,GNB 41,0,55,Jake Locker pass incomplete short left intended for Lavelle Hawkins,2.850,2.310
4,1:50,2,10,GNB 41,0,55,Jake Locker pass complete deep left to Kenny Britt for 39 yards (tackle by Casey Hayward),2.310,6.740
4,1:42,1,2,GNB 2,6,55,"Jake Locker pass complete short left to Kenny Britt for 2 yards, touchdown",6.740,7.000
4,1:42,,,GNB 2,7,55,Rob Bironas kicks extra point good,0.000,0.000
4,1:39,,,TEN 35,7,55,"Rob Bironas kicks onside 13 yards, recovered by Jarrett Boykin. Penalty on Michael Preston: Offside on Free Kick, 5 yards",0.000,2.720
4,1:37,1,10,TEN 43,7,55,Graham Harrell kneels for -1 yards,2.720,2.040
4,0:57,2,11,TEN 44,7,55,Graham Harrell kneels for -1 yards,2.040,1.220
4,0:25,3,12,TEN 45,7,55,Graham Harrell kneels for -1 yards,1.220,0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
