Quarter,Time,Down,ToGo,Location,HOU,PHI,Detail,EPB,EPA
2,11:43,2,11,HOU 36,3,14,Michael Vick pass complete short right to Jeremy Maclin for 12 yards (tackle by Jason Allen),2.570,3.970
2,11:04,1,10,HOU 24,3,14,Jerome Harrison left end for no gain (tackle by Bernard Pollard),3.970,3.430
2,10:31,2,10,HOU 24,3,14,Michael Vick pass incomplete short right intended for Jeremy Maclin,3.430,2.740
2,10:26,,,,3,14,Timeout #2 by Philadelphia Eagles,0.000,2.740
2,10:26,3,10,HOU 24,3,14,Michael Vick middle for 6 yards (tackle by Brian Cushing),2.740,2.320
2,9:41,4,4,HOU 18,3,17,David Akers 36 yard field goal good,2.320,3.000
2,,,,PHI 30,3,17,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,9:35,1,10,HOU 20,3,17,Arian Foster left tackle for 1 yard (tackle by Trent Cole),0.280,-0.130
2,9:02,2,9,HOU 21,3,17,Arian Foster right end for 1 yard (tackle by Ernie Sims),-0.130,-0.690
2,8:18,3,8,HOU 22,3,17,Matt Schaub pass complete short left to Kevin Walter for 14 yards (tackle by Trevard Lindley). Penalty on Trent Cole: Defensive Offside (Declined),-0.690,1.330
2,7:57,1,10,HOU 36,3,17,Arian Foster left end for 6 yards (tackle by Stewart Bradley),1.330,1.600
2,7:23,2,4,HOU 42,3,17,Arian Foster left end for 5 yards (tackle by Mike Patterson and Brandon Graham),1.600,2.060
2,6:48,1,10,HOU 47,3,17,Matt Schaub pass complete deep left to Andre Johnson for 42 yards (tackle by Nate Allen),2.060,4.840
2,6:21,1,10,PHI 11,3,17,Arian Foster right end for 3 yards (tackle by Quintin Mikell),4.840,4.700
2,5:47,2,7,PHI 8,9,17,"Matt Schaub pass complete short right to Jacoby Jones for 8 yards, touchdown",4.700,7.000
2,,,,PHI 2,10,17,Neil Rackers kicks extra point good,0.000,0.000
2,,,,HOU 30,10,17,"Neil Rackers kicks off 63 yards, returned by Jorrick Calvin for 22 yards (tackle by Darryl Sharpton)",0.000,0.870
2,5:32,1,10,PHI 29,10,17,Michael Vick pass complete short left to LeSean McCoy for 9 yards (tackle by Glover Quin),0.870,1.540
2,4:59,2,1,PHI 38,10,17,Chad Hall left end for 2 yards (tackle by Sherrick McManis),1.540,1.600
2,4:25,1,10,PHI 40,10,17,Michael Vick pass complete short right to LeSean McCoy for 8 yards (tackle by Jason Allen),1.600,2.130
2,4:01,2,2,PHI 48,10,17,Michael Vick pass incomplete short left intended for DeSean Jackson (defended by Glover Quin),2.130,1.420
2,3:57,3,2,PHI 48,10,17,Michael Vick pass complete short left to LeSean McCoy for no gain,1.420,-0.190
2,3:11,4,2,PHI 48,10,17,"Saverio Rocca punts 37 yards, fair catch by Jacoby Jones",-0.190,0.220
2,3:04,1,10,HOU 15,10,17,"Penalty on Duane Brown: False Start, 5 yards (no play)",-0.220,-0.570
2,3:04,1,15,HOU 10,10,17,"Matt Schaub pass incomplete short middle intended for Kevin Walter. Penalty on Trent Cole: Roughing the Passer, 15 yards (no play)",-0.570,0.610
2,3:00,1,10,HOU 25,10,17,Arian Foster left end for -2 yards (tackle by Dimitri Patterson),0.610,-0.210
2,2:17,2,12,HOU 23,10,17,Andre Johnson right end for 3 yards (tackle by Stewart Bradley),-0.210,-0.490
2,2:00,3,9,HOU 26,10,17,Matt Schaub pass complete short left to Joel Dreessen for 12 yards (tackle by Quintin Mikell),-0.490,1.470
2,1:32,1,10,HOU 38,10,17,"Matt Schaub pass incomplete short middle intended for Arian Foster is intercepted by Trevor Laws at HOU-31 and returned for 13 yards. Trevor Laws fumbles (forced by Arian Foster), recovered by Trevard Lindley at HOU-18",1.470,-4.370
2,1:20,1,10,HOU 18,10,17,Michael Vick pass incomplete deep left intended for Jeremy Maclin,4.370,3.800
2,1:19,2,10,HOU 18,10,17,Michael Vick middle for 7 yards (tackle by Antonio Smith),3.800,4.260
2,1:10,,,,10,17,Timeout #1 by Houston Texans,0.000,4.260
2,1:10,3,3,HOU 11,10,17,Michael Vick pass complete short right to Jeremy Maclin for 4 yards (tackle by Jason Allen),4.260,5.600
2,0:36,1,7,HOU 7,10,17,Michael Vick pass incomplete short left intended for Jason Avant,5.600,4.760
2,0:31,2,7,HOU 7,10,17,LeSean McCoy middle for 3 yards (tackle by Mario Williams),4.760,4.490
2,0:27,,,,10,17,Timeout #3 by Philadelphia Eagles,0.000,4.490
2,0:27,3,4,HOU 4,10,17,Michael Vick pass incomplete short left intended for Brent Celek,4.490,3.030
2,0:24,4,4,HOU 4,10,20,David Akers 22 yard field goal good,3.030,3.000
2,,,,PHI 30,10,20,"David Akers kicks off 62 yards, returned by Steve Slaton for 17 yards (tackle by Moise Fokou). Penalty on Keenan Clayton: Offside on Free Kick, 5 yards",0.000,0.940
2,0:15,1,10,HOU 30,10,20,Matt Schaub pass complete short right to Joel Dreessen for 20 yards (tackle by Quintin Mikell),0.940,2.260
2,0:08,,,,10,20,Timeout #2 by Houston Texans,0.000,2.260
2,0:08,1,10,,10,20,Matt Schaub pass incomplete short right intended for Andre Johnson,2.260,1.710
2,0:02,,,,10,20,Timeout #3 by Houston Texans,0.000,1.710
2,0:01,2,10,,10,20,Arian Foster left end for 29 yards (tackle by Quintin Mikell),1.710,0.340
Quarter,Time,Down,ToGo,Location,HOU,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,10,20,"David Akers kicks off 70 yards, returned by Steve Slaton for 21 yards (tackle by Jamar Chaney)",0.000,0.340
3,14:54,1,10,HOU 21,10,20,Arian Foster right end for -2 yards (tackle by Quintin Mikell),0.340,-0.530
3,14:24,2,12,HOU 19,10,20,Matt Schaub pass complete short left to Arian Foster for 13 yards. Penalty on Dimitri Patterson: Defensive Holding (Declined),-0.530,1.070
3,14:02,1,10,HOU 32,10,20,Arian Foster right tackle for 3 yards (tackle by Mike Patterson),1.070,0.930
3,13:28,2,7,HOU 35,10,20,Matt Schaub pass complete short right to Joel Dreessen for 13 yards (tackle by Joselio Hanson),0.930,2.130
3,12:52,1,10,HOU 48,10,20,Arian Foster right tackle for 4 yards (tackle by Brodrick Bunkley),2.130,2.120
3,12:16,2,6,PHI 48,10,20,Matt Schaub pass complete deep middle to Andre Johnson for 19 yards (tackle by Nate Allen),2.120,3.640
3,11:36,1,10,PHI 29,10,20,Arian Foster middle for -4 yards (tackle by Stewart Bradley),3.640,2.560
3,10:58,2,14,PHI 33,10,20,Matt Schaub pass complete short right to Kevin Walter for 6 yards (tackle by Joselio Hanson),2.560,2.680
3,10:20,3,8,PHI 27,10,20,"Matt Schaub pass incomplete short left intended for Derrick Ward. Penalty on Trevor Laws: Defensive Offside, 5 yards (no play)",2.680,3.340
3,10:16,3,3,PHI 22,10,20,Matt Schaub pass complete short right to James Casey for 8 yards (tackle by Moise Fokou),3.340,4.650
3,9:38,1,10,PHI 14,10,20,Arian Foster right end for 1 yard (tackle by Ernie Sims),4.650,4.160
3,8:56,2,9,PHI 13,16,20,"Matt Schaub pass complete short middle to Arian Foster for 13 yards, touchdown",4.160,7.000
3,,,,PHI 2,17,20,Neil Rackers kicks extra point good,0.000,0.000
3,,,,HOU 30,17,20,"Neil Rackers kicks off 60 yards, returned by Jorrick Calvin for 15 yards (tackle by Vonta Leach)",0.000,0.610
3,8:44,1,10,PHI 25,17,20,Michael Vick middle for 13 yards (tackle by Zach Diles),0.610,1.470
3,8:05,1,10,PHI 38,17,20,Michael Vick pass complete short right to Brent Celek for 7 yards (tackle by Bernard Pollard),1.470,1.870
3,7:26,2,3,PHI 45,17,20,Michael Vick pass incomplete short left intended for DeSean Jackson,1.870,1.160
3,7:18,3,3,PHI 45,17,20,Michael Vick pass incomplete deep right intended for Jeremy Maclin is intercepted by Jason Allen at HOU-14,1.160,0.280
3,7:13,1,10,HOU 14,17,20,Matt Schaub pass incomplete deep left intended for Andre Johnson (defended by Quintin Mikell),-0.280,-0.750
3,7:05,2,10,HOU 14,17,20,Arian Foster right tackle for 9 yards (tackle by Joselio Hanson),-0.750,-0.320
3,6:30,3,1,HOU 23,17,20,Arian Foster right tackle for 2 yards (tackle by Trent Cole),-0.320,0.610
3,5:56,1,10,HOU 25,17,20,Arian Foster right tackle for 4 yards (tackle by Trent Cole),0.610,0.600
3,5:19,2,6,HOU 29,17,20,Matt Schaub pass incomplete short right intended for Joel Dreessen (defended by Ernie Sims),0.600,-0.100
3,5:15,3,6,HOU 29,17,20,Matt Schaub pass complete deep middle to David Anderson for 17 yards (tackle by Trevard Lindley),-0.100,1.990
3,4:32,1,10,HOU 46,17,20,Matt Schaub sacked by Mike Patterson for -7 yards,1.990,0.510
3,4:00,2,17,HOU 39,17,20,Arian Foster left end for no gain (tackle by Antonio Dixon),0.510,-0.160
3,3:17,3,17,HOU 39,17,20,Matt Schaub pass complete deep left to Andre Johnson for 31 yards (tackle by Nate Allen),-0.160,3.580
3,2:49,1,10,PHI 30,17,20,Derrick Ward left end for 13 yards (tackle by Dimitri Patterson),3.580,4.440
3,2:18,1,10,PHI 17,17,20,Derrick Ward left end for 2 yards (tackle by Mike Patterson),4.440,4.150
3,1:46,2,8,PHI 15,17,20,"Matt Schaub pass complete short middle to Arian Foster for 5 yards (tackle by Quintin Mikell). Penalty on Moise Fokou: Illegal Contact, 5 yards (no play)",4.150,4.910
3,1:24,1,10,PHI 10,17,20,Arian Foster right end for 7 yards (tackle by Joselio Hanson),4.910,5.530
3,0:54,2,3,PHI 3,23,20,"Arian Foster middle for 3 yards, touchdown",5.530,7.000
3,,,,PHI 2,24,20,Neil Rackers kicks extra point good,0.000,0.000
3,,,,HOU 30,24,20,"Neil Rackers kicks off 49 yards, returned by Clay Harbor for 19 yards (tackle by Antwaun Molden)",0.000,1.600
3,0:45,1,10,PHI 40,24,20,LeSean McCoy middle for 5 yards (tackle by Glover Quin),1.600,1.730
3,0:18,2,5,PHI 45,24,20,Michael Vick pass complete short right to Brent Celek for 9 yards (tackle by Antonio Smith and Kevin Bentley),1.730,2.520
Quarter,Time,Down,ToGo,Location,HOU,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 46,24,20,Michael Vick left tackle for 2 yards (tackle by Glover Quin),2.520,2.250
4,14:25,2,8,HOU 44,24,20,Michael Vick pass complete deep right to DeSean Jackson for 33 yards (tackle by Jason Allen),2.250,4.840
4,13:40,1,10,HOU 11,24,20,Michael Vick pass complete short left to LeSean McCoy for 9 yards (tackle by Kevin Bentley),4.840,5.850
4,13:07,2,1,HOU 2,24,26,"Michael Vick middle for 2 yards, touchdown",5.850,7.000
4,,,,HOU 2,24,27,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,24,27,"David Akers kicks off 57 yards, returned by Steve Slaton for 9 yards (tackle by Colt Anderson)",0.000,0.410
4,12:58,1,10,HOU 22,24,27,Matt Schaub pass complete short left to Kevin Walter for 3 yards (tackle by Daniel Te'o-Nesheim),0.410,0.270
4,12:20,2,7,HOU 25,24,27,Matt Schaub pass complete short left to Andre Johnson for 8 yards (tackle by Dimitri Patterson),0.270,1.140
4,11:52,1,10,HOU 33,24,27,"Penalty on Duane Brown: False Start, 5 yards (no play)",1.140,0.810
4,11:34,1,15,HOU 28,24,27,Matt Schaub pass incomplete,0.810,-0.080
4,11:27,2,15,HOU 28,24,27,"Matt Schaub pass complete short right to Andre Johnson for 2 yards (tackle by Ernie Sims). Penalty on Brodrick Bunkley: Defensive Offside, 5 yards (no play)",-0.080,0.590
4,11:04,2,10,HOU 33,24,27,Matt Schaub pass complete short left to Joel Dreessen for 3 yards (tackle by Ernie Sims),0.590,0.300
4,10:24,3,7,HOU 36,24,27,Matt Schaub pass incomplete short left intended for Kevin Walter,0.300,-0.980
4,10:17,4,7,HOU 36,24,27,"Matt Turk punts 36 yards, fair catch by DeSean Jackson",-0.980,-0.810
4,10:10,1,10,PHI 28,24,27,LeSean McCoy middle for 3 yards (tackle by Brian Cushing),0.810,0.670
4,9:35,2,7,PHI 31,24,27,Michael Vick pass complete short left to LeSean McCoy for 40 yards (tackle by Jason Allen),0.670,3.640
4,8:49,1,10,HOU 29,24,27,Jerome Harrison right end for 14 yards (tackle by Kareem Jackson),3.640,4.580
4,8:06,1,10,HOU 15,24,27,Jerome Harrison middle for 6 yards (tackle by Tim Jamison),4.580,5.030
4,7:30,2,4,HOU 9,24,27,"Penalty on Brent Celek: False Start, 5 yards (no play)",5.030,4.110
4,7:09,2,9,HOU 14,24,27,"Michael Vick for 8 yards (tackle by Zach Diles). Penalty on King Dunlap: Offensive Holding, 10 yards (no play)",4.110,2.810
4,6:42,2,19,HOU 24,24,27,Michael Vick pass incomplete deep middle intended for Brent Celek,2.810,2.150
4,6:36,3,19,HOU 24,24,27,Michael Vick pass complete short right to Brent Celek for 19 yards (tackle by Kevin Bentley),2.150,6.060
,,,,,,,"PHI challenged the first down ruling, and the original play was overturned.",,
4,4:56,1,5,HOU 5,24,27,LeSean McCoy left end for no gain (tackle by Eugene Wilson),6.060,5.150
4,4:23,2,5,HOU 5,24,33,"Michael Vick pass complete short left to Owen Schmitt for 5 yards, touchdown",5.150,7.000
4,,,,HOU 2,24,34,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,24,34,"David Akers kicks off 64 yards, muffed catch by Steve Slaton, recovered by Steve Slaton at HST-9, and returned for 16 yards",0.000,0.610
4,4:11,1,10,HOU 25,24,34,Matt Schaub pass complete short left to Joel Dreessen for 15 yards (tackle by Ernie Sims),0.610,1.600
4,3:47,1,10,HOU 40,24,34,"Matt Schaub pass incomplete. Penalty on Arian Foster: Offensive Holding, 10 yards (no play)",1.600,0.940
4,3:41,1,20,HOU 30,24,34,Matt Schaub pass incomplete short right intended for James Casey,0.940,-0.300
4,3:37,2,20,HOU 30,24,34,Matt Schaub pass incomplete short right intended for James Casey (defended by Quintin Mikell),-0.300,-0.960
4,3:34,3,20,HOU 30,24,34,"Matt Schaub pass complete short right to Arian Foster for 6 yards (tackle by Trevard Lindley). Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",-0.960,-0.300
4,3:30,3,15,HOU 35,24,34,Matt Schaub pass complete short right to Kevin Walter for 10 yards (tackle by Trevard Lindley),-0.300,-0.390
4,3:24,,,,24,34,Timeout #1 by Houston Texans,0.000,-0.390
4,3:24,4,5,HOU 45,24,34,Matt Schaub pass incomplete deep right intended for Kevin Walter,-0.390,-2.590
4,3:17,1,10,HOU 45,24,34,LeSean McCoy left end for -6 yards (tackle by Amobi Okoye),2.590,1.230
4,3:15,,,,24,34,Timeout #2 by Houston Texans,0.000,1.230
4,3:15,2,16,PHI 49,24,34,LeSean McCoy right tackle for 5 yards (tackle by Amobi Okoye),1.230,1.220
4,3:09,,,,24,34,Timeout #3 by Houston Texans,0.000,1.220
4,3:09,3,11,HOU 46,24,34,"Michael Vick pass incomplete. Penalty on Jeremy Maclin: Offensive Pass Interfere (Declined), Penalty on Todd Herremans: Offensive Holding (Declined)",1.220,0.200
4,3:04,4,11,HOU 46,24,34,"Saverio Rocca punts 35 yards, fair catch by Jacoby Jones",0.200,0.370
4,2:57,1,10,HOU 11,24,34,Matt Schaub pass complete short middle to Andre Johnson for 39 yards (tackle by Dimitri Patterson),-0.370,2.260
4,2:34,1,10,,24,34,"Matt Schaub sacked by Nate Allen for -7 yards. Matt Schaub fumbles (forced by Nate Allen), recovered by Darryl Tapp at HOU-49 (tackle by Matt Schaub)",2.260,-2.320
4,2:19,1,10,HOU 49,24,34,Michael Vick middle for -3 yards (tackle by Kareem Jackson),2.320,1.380
4,1:56,2,13,PHI 48,24,34,LeSean McCoy middle for 4 yards (tackle by Tim Jamison),1.380,1.220
4,1:17,3,9,HOU 48,24,34,LeSean McCoy right end for -1 yards (tackle by Mario Williams),1.220,0.000
4,0:32,,,,24,34,Timeout #1 by Philadelphia Eagles,0.000,0.000
4,0:31,4,10,HOU 49,24,34,"Saverio Rocca punts 35 yards, returned by Jacoby Jones for -3 yards (tackle by Colt Anderson)",0.000,0.370
4,0:22,1,10,HOU 11,24,34,Matt Schaub pass complete short middle to Andre Johnson for 10 yards (tackle by Trevard Lindley),-0.370,0.340
4,0:02,1,10,HOU 21,24,34,Matt Schaub pass complete short right to Jacoby Jones for 12 yards (tackle by Quintin Mikell),0.340,1.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
