Quarter,Time,Down,ToGo,Location,KAN,SFO,Detail,EPB,EPA
2,15:00,2,7,SFO 45,7,3,Alex Smith pass complete short middle to Junior Hemingway for 16 yards (tackle by Antoine Bethea),2.250,3.640
2,14:22,1,10,SFO 29,7,3,Alex Smith pass complete short right to A.J. Jenkins for 3 yards (tackle by Perrish Cox),3.640,3.510
2,13:45,2,7,SFO 26,7,3,Jamaal Charles right guard for 2 yards (tackle by Ray McDonald and Aaron Lynch),3.510,3.510
2,13:03,2,7,SFO 26,7,3,Timeout #1 by Kansas City Chiefs,3.510,3.070
2,13:03,3,5,SFO 24,7,3,Alex Smith pass complete short left to Anthony Fasano for no gain,3.070,1.920
2,12:20,4,5,SFO 24,10,3,Cairo Santos 42 yard field goal good,1.920,3.000
2,12:20,,,KAN 35,10,3,"Cairo Santos kicks off 69 yards, returned by Bruce Ellington for 22 yards (tackle by Cyrus Gray)",0.000,-0.040
2,12:12,1,10,SFO 18,10,3,Frank Gore up the middle for 5 yards (tackle by Josh Mauga),0.040,0.280
2,11:35,2,5,SFO 23,10,3,Colin Kaepernick pass incomplete deep right intended for Brandon Lloyd,0.280,-0.530
2,11:29,3,5,SFO 23,10,3,Colin Kaepernick pass complete deep right to Brandon Lloyd for 38 yards,-0.530,2.980
2,10:44,1,10,KAN 39,10,3,Colin Kaepernick pass incomplete short right intended for Vance McDonald,2.980,2.440
2,10:39,2,10,KAN 39,10,3,Colin Kaepernick pass complete short left to Bruce Ellington for 1 yard (tackle by Josh Mauga),2.440,1.880
2,9:55,3,9,KAN 38,10,3,Colin Kaepernick pass incomplete short right intended for Vance McDonald,1.880,0.720
2,9:49,4,9,KAN 38,10,6,Phil Dawson 55 yard field goal good. Penalty on KAN: Illegal Formation (Declined),0.720,3.000
2,9:49,,,SFO 35,10,6,"Phil Dawson kicks off 67 yards, returned by Knile Davis for 34 yards (tackle by L.J. McCray)",0.000,-1.070
2,9:37,1,10,KAN 32,10,6,Alex Smith pass incomplete short right intended for Knile Davis,1.070,0.530
2,9:32,2,10,KAN 32,10,6,Jamaal Charles left tackle for 1 yard (tackle by Ahmad Brooks),0.530,-0.030
2,8:51,3,9,KAN 33,10,6,Alex Smith pass complete short left to Dwayne Bowe for 18 yards (tackle by Chris Culliver),-0.030,2.320
2,8:08,1,10,SFO 49,10,6,Jamaal Charles left end for 9 yards (tackle by Chris Culliver and Eric Reid),2.320,3.000
2,7:30,2,1,SFO 40,10,6,Alex Smith pass incomplete deep right intended for Dwayne Bowe,3.000,2.280
2,7:24,3,1,SFO 40,10,6,Alex Smith pass incomplete short right intended for Travis Kelce (defended by Patrick Willis),2.280,0.590
2,7:18,4,1,SFO 40,10,6,"Penalty on Ryan Harris: False Start, 5 yards (no play)",0.590,0.270
2,7:18,4,6,SFO 45,10,6,"Dustin Colquitt punts 38 yards, fair catch by Bruce Ellington",0.270,0.380
2,7:10,1,10,SFO 7,10,6,Carlos Hyde left guard for 4 yards (tackle by Josh Mauga and Josh Martin),-0.380,-0.490
2,6:30,2,6,SFO 11,10,6,Colin Kaepernick pass incomplete deep left intended for Michael Crabtree,-0.490,-0.950
2,6:24,3,6,SFO 11,10,6,Colin Kaepernick right end for 7 yards (tackle by Josh Mauga),-0.950,0.040
,,,,,,,"KAN challenged the first down ruling, and the play was upheld.",,
2,5:50,1,10,SFO 18,10,6,Frank Gore right end for 6 yards (tackle by Ron Parker),0.040,0.410
2,5:26,2,4,SFO 24,10,6,Frank Gore up the middle for -1 yards (tackle by James-Michael Johnson),0.410,-0.530
2,4:48,3,5,SFO 23,10,6,Colin Kaepernick pass complete short middle to Anquan Boldin for 27 yards (tackle by Ron Parker and Chris Owens),-0.530,2.260
2,4:06,1,10,,10,6,Colin Kaepernick pass complete short left to Bruce Miller for 10 yards (tackle by Husain Abdullah),2.260,2.920
2,3:41,1,10,KAN 40,10,6,Carlos Hyde left tackle for 1 yard (tackle by Allen Bailey and Josh Martin),2.920,2.510
2,2:59,2,9,KAN 39,10,6,"Colin Kaepernick pass complete short left to Derek Carrier for 10 yards (tackle by James-Michael Johnson). Derek Carrier fumbles (forced by James-Michael Johnson), recovered by Derek Carrier at KAN-29",2.510,3.640
2,2:17,1,10,KAN 29,10,6,Colin Kaepernick up the middle for 2 yards (tackle by Allen Bailey and Kevin Vickerson),3.640,3.370
2,2:00,2,8,KAN 27,10,6,Frank Gore left end for 7 yards (tackle by Jaye Howard),3.370,3.600
2,1:17,3,1,KAN 20,10,6,Frank Gore up the middle for 2 yards (tackle by Justin Houston),3.600,4.370
2,0:39,1,10,KAN 18,10,6,"Colin Kaepernick pass incomplete deep middle intended for Derek Carrier. Penalty on Allen Bailey: Roughing the Passer, 9 yards (no play)",4.370,5.140
2,0:35,1,9,KAN 9,10,12,"Colin Kaepernick pass complete short right to Steve Johnson for 9 yards, touchdown",5.140,7.000
2,0:35,,,KAN 2,10,13,Phil Dawson kicks extra point good,0.000,0.000
2,0:35,,,SFO 35,10,13,"Phil Dawson kicks off 63 yards, returned by Knile Davis for 20 yards (tackle by Chris Borland)",0.000,-0.410
2,0:22,1,10,KAN 22,10,13,"Jamaal Charles left tackle for -1 yards (tackle by Justin Smith). Jamaal Charles fumbles (forced by Justin Smith), recovered by Jamaal Charles at KAN-21. Penalty on Jamaal Charles: Personal Foul, 10 yards",0.410,-1.580
2,0:08,2,21,KAN 11,10,13,Jamaal Charles right tackle for 4 yards (tackle by Michael Wilhoite and Patrick Willis),-1.580,-2.050
Quarter,Time,Down,ToGo,Location,KAN,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,10,13,"Cairo Santos kicks off 71 yards, returned by Bruce Ellington for 27 yards (tackle by Anthony Sherman)",0.000,-0.340
3,14:55,1,10,SFO 21,10,13,Colin Kaepernick pass incomplete short left intended for Michael Crabtree (defended by Sean Smith),0.340,-0.200
3,14:51,2,10,SFO 21,10,13,Frank Gore up the middle for 7 yards (tackle by Josh Mauga),-0.200,0.040
3,14:19,3,3,SFO 28,10,13,Colin Kaepernick up the middle for 2 yards (tackle by Tamba Hali),0.040,-1.370
3,13:41,4,1,SFO 30,10,13,"Andy Lee punts 56 yards, returned by De'Anthony Thomas for 28 yards (tackle by Dan Skuta)",-1.370,-1.730
3,13:27,1,10,KAN 42,10,13,Jamaal Charles right end for 26 yards (tackle by Antoine Bethea),1.730,3.450
3,12:48,1,10,SFO 32,10,13,Alex Smith pass incomplete short right intended for Dwayne Bowe (defended by Perrish Cox),3.450,2.900
3,12:44,2,10,SFO 32,10,13,Alex Smith pass complete short right to Dwayne Bowe for 15 yards (tackle by Perrish Cox),2.900,4.440
3,12:05,1,10,SFO 17,16,13,"De'Anthony Thomas left end for 17 yards, touchdown",4.440,7.000
3,12:05,,,SFO 2,17,13,Cairo Santos kicks extra point good,0.000,0.000
3,12:05,,,KAN 35,17,13,"Cairo Santos kicks off 68 yards, returned by Bruce Ellington for 26 yards (tackle by Kurt Coleman)",0.000,-0.480
3,11:51,1,10,SFO 23,17,13,Colin Kaepernick pass complete short right to Frank Gore for 1 yard (tackle by Josh Mauga),0.480,0.070
3,11:10,2,9,SFO 24,17,13,Colin Kaepernick pass complete short right to Anquan Boldin for 18 yards (tackle by Husain Abdullah),0.070,1.730
3,10:31,1,10,SFO 42,17,13,Colin Kaepernick pass complete short left to Michael Crabtree for 16 yards (tackle by James-Michael Johnson and Husain Abdullah),1.730,2.790
3,9:57,1,10,KAN 42,17,13,Frank Gore left end for 9 yards (tackle by Sean Smith),2.790,3.460
3,9:28,2,1,KAN 33,17,13,Frank Gore up the middle for 13 yards (tackle by Husain Abdullah),3.460,4.240
3,8:52,1,10,KAN 20,17,13,"Penalty on Mike Iupati: False Start, 5 yards (no play)",4.240,3.910
3,8:28,1,15,KAN 25,17,13,Colin Kaepernick sacked by Justin Houston for -2 yards,3.910,2.750
3,7:45,2,17,KAN 27,17,13,Colin Kaepernick right end for -2 yards (tackle by Justin Houston),2.750,1.820
3,7:04,3,19,KAN 29,17,13,Colin Kaepernick sacked by Allen Bailey for -5 yards,1.820,1.060
3,6:21,4,24,KAN 34,17,16,Phil Dawson 52 yard field goal good,1.060,3.000
3,6:21,,,SFO 35,17,16,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
3,6:16,1,10,KAN 20,17,16,Jamaal Charles left tackle for 4 yards (tackle by Michael Wilhoite),0.280,0.270
3,5:41,2,6,KAN 24,17,16,Jamaal Charles left tackle for 1 yard (tackle by Michael Wilhoite),0.270,-0.300
3,4:58,3,5,KAN 25,17,16,Alex Smith pass complete short left to Jamaal Charles for 4 yards (tackle by Eric Reid),-0.300,-1.440
3,4:14,4,1,KAN 29,17,16,"Dustin Colquitt punts 51 yards, fair catch by Bruce Ellington",-1.440,-0.280
3,4:06,1,10,SFO 20,17,16,Frank Gore left tackle for 2 yards (tackle by Dontari Poe and James-Michael Johnson),0.280,0.000
3,3:23,2,8,SFO 22,17,16,Colin Kaepernick sacked by Dontari Poe and Allen Bailey for -8 yards,0.000,-2.030
3,2:38,3,16,SFO 14,17,16,Colin Kaepernick pass incomplete deep left intended for Anquan Boldin,-2.030,-2.470
3,2:33,4,16,SFO 14,17,16,"Andy Lee punts 51 yards, returned by De'Anthony Thomas for 10 yards (tackle by Dan Skuta)",-2.470,-1.930
3,2:22,1,10,KAN 45,17,16,Alex Smith pass incomplete short right intended for Jamaal Charles (defended by Aaron Lynch),1.930,1.380
3,2:18,2,10,KAN 45,17,16,Alex Smith pass complete short right to Travis Kelce for 13 yards (tackle by Patrick Willis),1.380,2.790
3,1:43,1,10,SFO 42,17,16,Alex Smith pass incomplete short left intended for Anthony Sherman,2.790,2.240
3,1:39,2,10,SFO 42,17,16,Alex Smith up the middle for 6 yards (tackle by Dan Skuta),2.240,2.340
3,0:52,3,4,SFO 36,17,16,Alex Smith pass incomplete short left intended for Demetrius Harris,2.340,0.890
3,0:47,4,4,SFO 36,17,16,"Dustin Colquitt punts 36 yards, touchback",0.890,-0.280
3,0:37,1,10,SFO 20,17,16,Carlos Hyde up the middle for 7 yards (tackle by Josh Mauga),0.280,0.680
Quarter,Time,Down,ToGo,Location,KAN,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,SFO 27,17,16,Frank Gore up the middle for 2 yards (tackle by James-Michael Johnson),0.680,0.230
4,14:25,3,1,SFO 29,17,16,Frank Gore up the middle for no gain (tackle by Jaye Howard),0.230,-1.440
4,13:41,4,1,SFO 29,17,16,Craig Dahl up the middle for 3 yards (tackle by Jerry Franklin),-1.440,1.070
4,12:57,1,10,SFO 32,17,16,Bruce Ellington left end for no gain (tackle by James-Michael Johnson),1.070,0.530
4,12:20,2,10,SFO 32,17,16,Colin Kaepernick pass incomplete deep right intended for Anquan Boldin,0.530,-0.160
4,12:14,3,10,SFO 32,17,16,Colin Kaepernick pass complete deep left to Brandon Lloyd for 29 yards (tackle by Sean Smith),-0.160,2.980
4,11:31,1,10,KAN 39,17,16,Carlos Hyde up the middle for 7 yards (tackle by Ron Parker),2.980,3.390
4,10:57,2,3,KAN 32,17,16,Frank Gore up the middle for 14 yards (tackle by Tamba Hali and Husain Abdullah),3.390,4.370
4,10:17,1,10,KAN 18,17,16,Colin Kaepernick pass incomplete short right intended for Carlos Hyde,4.370,3.800
4,10:12,2,10,KAN 18,17,16,Carlos Hyde right guard for no gain (tackle by James-Michael Johnson),3.800,3.050
4,9:27,3,10,KAN 18,17,16,Colin Kaepernick pass complete short middle to Anquan Boldin for 9 yards (tackle by Josh Mauga),3.050,2.980
4,8:46,4,1,KAN 9,17,19,Phil Dawson 27 yard field goal good,2.980,3.000
4,8:46,,,SFO 35,17,19,"Phil Dawson kicks off 68 yards, returned by Knile Davis for 26 yards (tackle by Chris Borland)",0.000,-0.480
4,8:36,1,10,KAN 23,17,19,Jamaal Charles up the middle for no gain (tackle by Patrick Willis),0.480,-0.070
4,8:02,2,10,KAN 23,17,19,Alex Smith pass complete short right to Dwayne Bowe for 9 yards (tackle by Perrish Cox),-0.070,0.430
4,7:23,3,1,KAN 32,17,19,Alex Smith pass incomplete short left intended for Dwayne Bowe (defended by Ahmad Brooks),0.430,-1.240
4,7:20,4,1,KAN 32,17,19,Dustin Colquitt punts 36 yards,-1.240,-1.070
4,7:10,1,10,SFO 32,17,19,Colin Kaepernick pass incomplete deep right intended for Brandon Lloyd (defended by Sean Smith),1.070,0.530
4,7:04,2,10,SFO 32,17,19,Frank Gore left tackle for 13 yards (tackle by Ron Parker),0.530,1.930
4,6:24,1,10,SFO 45,17,19,Carlos Hyde up the middle for 2 yards (tackle by James-Michael Johnson and Jaye Howard),1.930,1.650
4,5:45,2,8,SFO 47,17,19,Colin Kaepernick left end for 9 yards (tackle by Sean Smith),1.650,2.650
4,5:14,1,10,KAN 44,17,19,Frank Gore left tackle for 3 yards (tackle by James-Michael Johnson),2.650,2.520
4,4:31,2,7,KAN 41,17,19,Colin Kaepernick pass complete short right to Derek Carrier for 6 yards (tackle by Ron Parker),2.520,2.610
4,4:25,3,1,KAN 35,17,19,Frank Gore left tackle for -1 yards (tackle by James-Michael Johnson). Penalty on Anquan Boldin: Illegal Formation (Declined),2.610,0.890
4,4:19,4,2,KAN 36,17,19,"Penalty on KAN: Defensive 12 On-field, 5 yards (no play)",0.890,3.510
4,4:19,1,10,KAN 31,17,19,Carlos Hyde up the middle for 3 yards (tackle by Josh Mauga),3.510,3.370
4,3:39,2,7,KAN 28,17,19,Frank Gore left tackle for 8 yards (tackle by Josh Mauga),3.370,3.370
4,3:31,2,7,KAN 28,17,19,Timeout #1 by Kansas City Chiefs,3.370,4.240
4,3:31,1,10,KAN 20,17,19,Carlos Hyde up the middle for 11 yards (tackle by Marcus Cooper and Ron Parker),4.240,4.240
4,3:24,1,10,KAN 20,17,19,Timeout #2 by Kansas City Chiefs,4.240,5.140
4,3:24,1,9,KAN 9,17,19,Carlos Hyde up the middle for -1 yards (tackle by Husain Abdullah and James-Michael Johnson),5.140,5.140
4,3:10,1,9,KAN 9,17,19,Timeout #3 by Kansas City Chiefs,5.140,4.190
4,3:10,2,10,KAN 10,17,19,Colin Kaepernick left end for -2 yards (tackle by Husain Abdullah),4.190,4.190
4,2:21,2,10,KAN 10,17,19,Timeout #1 by San Francisco 49ers,4.190,3.100
4,2:21,3,12,KAN 12,17,19,Colin Kaepernick pass incomplete short right intended for Anquan Boldin,3.100,2.630
4,2:17,4,12,KAN 12,17,22,Phil Dawson 30 yard field goal good,2.630,3.000
4,2:17,,,SFO 35,17,22,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
4,2:12,1,10,KAN 20,17,22,Alex Smith pass incomplete short left intended for A.J. Jenkins (defended by Chris Culliver),0.280,-0.270
4,2:07,2,10,KAN 20,17,22,Alex Smith pass incomplete deep right intended for Anthony Fasano is intercepted by Perrish Cox at KAN-43 and returned for 2 yards,-0.270,-2.850
4,2:00,1,10,KAN 41,17,22,Colin Kaepernick kneels for -1 yards,2.850,2.170
4,1:22,2,11,KAN 42,17,22,Colin Kaepernick kneels for -1 yards,2.170,1.350
4,0:38,3,12,KAN 43,17,22,Colin Kaepernick kneels for -1 yards,1.350,0.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
