Quarter,Time,Down,ToGo,Location,NWE,JAX,Detail,EPB,EPA
2,0:42,1,10,NWE 11,3,14,T.J. Yeldon up the middle for 7 yards (tackle by Adam Butler),4.840,5.470
2,0:18,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,0:18,2,3,NWE 4,3,14,Blake Bortles pass incomplete short right intended for DJ Chark,5.470,4.670
2,0:14,,,,,,Timeout #2 by New England Patriots,,
2,0:14,3,3,NWE 4,3,20,"Blake Bortles pass complete short left to Austin Seferian-Jenkins for 4 yards, touchdown",4.670,7.000
2,0:09,,,NWE 15,3,21,Josh Lambo kicks extra point good,0.000,0.000
2,0:09,,,JAX 35,3,21,"Josh Lambo kicks off 49 yards, returned by Sony Michel for no gain (tackle by Tre Herndon)",0.000,1.470
2,0:09,1,10,NWE 38,3,21,Tom Brady kneels for -1 yards,1.470,0.790
Quarter,Time,Down,ToGo,Location,NWE,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,3,21,"Stephen Gostkowski kicks off 72 yards, returned by Jaydon Mickens for no gain (tackle by Brandon King)",0.000,0.150
3,14:55,1,10,JAX 19,3,21,Blake Bortles pass complete short left to Keelan Cole for 6 yards (tackle by Jason McCourty),0.150,0.480
3,14:18,2,4,JAX 25,3,21,Blake Bortles pass complete short right to Donte Moncrief for 14 yards (tackle by Stephon Gilmore),0.480,1.530
3,13:34,1,10,JAX 39,3,21,Blake Bortles pass incomplete deep right intended for Donte Moncrief,1.530,0.990
3,13:30,2,10,JAX 39,3,21,Blake Bortles pass complete short left to Corey Grant for -1 yards (tackle by Keionta Davis),0.990,0.170
3,12:49,3,11,JAX 38,3,21,Blake Bortles pass complete deep right to Keelan Cole for 22 yards (tackle by Eric Rowe),0.170,2.920
3,12:16,1,10,NWE 40,3,21,T.J. Yeldon left guard for 6 yards (tackle by Malcom Brown),2.920,3.180
3,11:37,2,4,NWE 34,3,21,Corey Grant left tackle for 2 yards (tackle by Lawrence Guy and Dont'a Hightower),3.180,2.740
3,11:00,3,2,NWE 32,3,21,Blake Bortles pass complete short right to Keelan Cole for 11 yards (tackle by Kyle Van Noy and Jonathan Jones),2.740,4.170
3,10:18,1,10,NWE 21,3,21,Blake Bortles pass incomplete short right intended for DJ Chark (defended by Stephon Gilmore),4.170,3.630
3,10:12,2,10,NWE 21,3,21,Corey Grant right end for 3 yards (tackle by Devin McCourty),3.630,3.310
3,9:35,3,7,NWE 18,3,21,Blake Bortles left end for 10 yards (tackle by Kyle Van Noy),3.310,5.370
3,8:48,1,8,NWE 8,3,21,Blake Bortles pass incomplete short left intended for T.J. Yeldon,5.370,4.570
3,8:40,2,8,NWE 8,3,21,T.J. Yeldon up the middle for -2 yards (tackle by Keionta Davis),4.570,3.130
3,7:59,3,10,NWE 10,3,21,Blake Bortles pass incomplete short right intended for Donte Moncrief (defended by Stephon Gilmore),3.130,2.760
3,7:54,4,10,NWE 10,3,21,Josh Lambo 28 yard field goal good,2.760,3.000
3,7:50,,,JAX 35,3,21,"Josh Lambo kicks off 70 yards, returned by Cordarrelle Patterson for no gain (tackle by Donald Payne). Penalty on Elandon Roberts: Illegal Block Above the Waist, 10 yards",0.000,-0.380
3,7:44,1,10,NWE 10,3,21,Tom Brady pass incomplete short right intended for James Develin,-0.380,-0.780
3,7:39,2,10,NWE 10,3,21,Tom Brady pass complete short right to Phillip Dorsett for 5 yards (tackle by Ronnie Harrison),-0.780,-0.840
3,6:57,3,5,NWE 15,3,21,Tom Brady pass incomplete deep right intended for Phillip Dorsett,-0.840,-2.440
3,6:49,4,5,NWE 15,3,21,"Ryan Allen punts 55 yards, fair catch by Jaydon Mickens at JAC-30",-2.440,-0.940
3,6:43,1,10,JAX 30,3,21,Blake Bortles pass complete short middle to Dede Westbrook for 6 yards (tackle by Dont'a Hightower),0.940,1.200
3,6:00,2,4,JAX 36,3,24,"Blake Bortles pass complete short middle to DJ Chark for 13 yards (tackle by Stephon Gilmore). DJ Chark fumbles (forced by Stephon Gilmore), recovered by Duron Harmon at NE-48 and returned for 4 yards (tackle by Josh Wells)",1.200,-2.390
3,5:48,1,10,JAX 48,3,24,Sony Michel up the middle for 2 yards (tackle by Marcell Dareus),2.390,2.120
3,5:12,2,8,JAX 46,3,24,Tom Brady pass complete short middle to Cordarrelle Patterson for 2 yards (tackle by Telvin Smith and Tashaun Gipson),2.120,1.690
3,4:27,3,6,JAX 44,3,24,Tom Brady up the middle for 10 yards (tackle by A.J. Bouye),1.690,3.310
3,3:47,1,10,JAX 34,3,24,Tom Brady pass complete short right to Jacob Hollister for 9 yards (tackle by Barry Church),3.310,3.990
3,3:07,2,1,JAX 25,3,24,Sony Michel up the middle for 15 yards (tackle by Ronnie Harrison),3.990,4.910
3,2:47,1,10,JAX 10,3,24,Sony Michel left end for 3 yards (tackle by Telvin Smith),4.910,4.760
3,2:25,2,7,JAX 7,3,24,Sony Michel left end for no gain (tackle by Abry Jones),4.760,3.810
3,1:47,3,7,JAX 7,9,24,"Tom Brady pass complete short middle to Chris Hogan for 7 yards, touchdown",3.810,7.000
3,1:42,,,JAX 15,10,24,"Stephen Gostkowski kicks extra point good. Penalty on Malik Jackson: Unnecessary Roughness, 15 yards",0.000,0.000
3,1:42,,,NWE 50,10,24,"Stephen Gostkowski kicks off 50 yards, touchback.",0.000,0.610
3,1:42,1,10,JAX 25,10,24,T.J. Yeldon up the middle for 1 yard (tackle by Lawrence Guy),0.610,0.200
3,1:03,2,9,JAX 26,10,24,Blake Bortles pass incomplete deep left intended for Donte Moncrief,0.200,-0.490
3,0:55,3,9,JAX 26,10,24,Blake Bortles pass incomplete deep right intended for DJ Chark,-0.490,-1.630
3,0:47,4,9,JAX 26,10,24,Logan Cooke punts 33 yards downed by Donald Payne,-1.630,-1.660
3,0:37,1,10,NWE 41,10,24,Tom Brady pass complete short right to James White for 27 yards (tackle by A.J. Bouye),1.660,3.450
3,0:06,1,10,JAX 32,10,24,Tom Brady pass complete short right to James White for 6 yards (tackle by Telvin Smith),3.450,3.710
Quarter,Time,Down,ToGo,Location,NWE,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,JAX 26,10,24,Tom Brady pass incomplete deep right intended for Rob Gronkowski,3.710,3.010
4,14:54,3,4,JAX 26,10,24,Tom Brady pass complete short left to Cordarrelle Patterson for -2 yards (tackle by D.J. Hayden),3.010,1.610
4,14:16,4,6,JAX 28,13,24,Stephen Gostkowski 46 yard field goal good,1.610,3.000
4,14:10,,,NWE 35,13,24,"Stephen Gostkowski kicks off 44 yards, returned by Corey Grant for no gain (tackle by Jason McCourty). Penalty on Lerentee McCray: Illegal Block Above the Waist, 10 yards",0.000,-0.060
4,14:07,1,10,JAX 17,13,24,T.J. Yeldon up the middle for 1 yard (tackle by Malcom Brown),-0.060,-0.420
4,13:30,2,9,JAX 18,13,24,Blake Bortles pass short middle intended for Austin Seferian-Jenkins is intercepted by Kyle Van Noy at JAC-25 and returned for no gain,-0.420,-3.910
4,13:23,1,10,JAX 25,13,24,Tom Brady pass incomplete short middle intended for James White,3.910,3.360
4,13:18,2,10,JAX 25,13,24,James White up the middle for 1 yard (tackle by D.J. Hayden),3.360,2.810
4,12:35,3,9,JAX 24,13,24,"Tom Brady sacked by Dante Fowler for -8 yards. Tom Brady fumbles (forced by Dante Fowler), recovered by Dante Fowler at JAC-32 (tackle by LaAdrian Waddle)",2.810,-1.070
4,12:26,1,10,JAX 32,13,24,Blake Bortles pass complete short left to Corey Grant for 16 yards (tackle by Stephon Gilmore),1.070,2.130
4,11:47,1,10,JAX 48,13,24,T.J. Yeldon left end for 3 yards (tackle by Malcom Brown),2.130,1.990
4,11:11,2,7,NWE 49,13,24,Blake Bortles pass complete short right to T.J. Yeldon for 2 yards (tackle by Stephon Gilmore),1.990,1.550
4,10:36,3,5,NWE 47,13,24,Blake Bortles up the middle for 4 yards (tackle by Stephon Gilmore),1.550,0.400
4,9:47,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,9:47,4,1,NWE 43,13,24,"Penalty on Tommy Bohanon: False Start, 5 yards (no play)",0.400,0.070
4,9:47,4,6,NWE 48,13,24,Logan Cooke punts 39 yards downed by Corey Grant,0.070,0.380
4,9:37,1,10,NWE 9,13,24,Sony Michel up the middle for 2 yards (tackle by Ronnie Harrison),-0.380,-0.630
4,9:02,2,8,NWE 11,13,24,Tom Brady pass complete short left to James White for 3 yards (tackle by Jalen Ramsey),-0.630,-0.840
4,8:21,3,5,NWE 14,13,24,Tom Brady pass complete short left to James White for 4 yards (tackle by Telvin Smith),-0.840,-2.240
4,8:01,4,1,NWE 18,13,24,"Ryan Allen punts 59 yards, returned by Jaydon Mickens for 16 yards (tackle by Nate Ebner)",-2.240,-1.530
4,7:48,1,10,JAX 39,13,30,"Blake Bortles pass complete short left to Dede Westbrook for 61 yards, touchdown",1.530,7.000
4,7:35,,,NWE 15,13,31,"Josh Lambo kicks extra point good. Penalty on Deatrich Wise: Leverage, 15 yards",0.000,0.000
4,7:35,,,JAX 50,13,31,"Josh Lambo kicks off 50 yards, touchback.",0.000,0.610
4,7:35,1,10,NWE 25,13,31,Rex Burkhead up the middle for 1 yard (tackle by Myles Jack),0.610,0.200
4,7:09,2,9,NWE 26,13,31,Rex Burkhead left end for 12 yards (tackle by Tashaun Gipson),0.200,1.470
4,6:36,1,10,NWE 38,13,31,Rex Burkhead up the middle for 2 yards (tackle by Tashaun Gipson),1.470,1.190
4,6:05,2,8,NWE 40,13,31,Tom Brady pass complete deep middle to Phillip Dorsett for 19 yards (tackle by Barry Church),1.190,2.850
4,5:19,1,10,JAX 41,13,31,Tom Brady sacked by D.J. Hayden for -6 yards,2.850,1.500
4,4:34,2,16,JAX 47,13,31,Tom Brady pass complete short right to Cordarrelle Patterson for 18 yards (tackle by Myles Jack),1.500,3.640
4,3:52,1,10,JAX 29,13,31,Tom Brady pass incomplete short left intended for Cordarrelle Patterson,3.640,3.100
4,3:48,2,10,JAX 29,19,31,"Tom Brady pass complete short middle to Chris Hogan for 29 yards, touchdown",3.100,7.000
4,3:40,,,JAX 15,20,31,"Stephen Gostkowski kicks extra point good. Penalty on Calais Campbell: Leverage, 15 yards",0.000,0.000
4,3:40,,,NWE 50,20,31,"Stephen Gostkowski kicks off 38 yards, returned by DJ Chark for no gain (tackle by Matthew Slater)",0.000,-0.140
4,3:37,1,10,JAX 16,20,31,Dede Westbrook left end for -6 yards (tackle by Jason McCourty),-0.140,-1.220
4,3:28,,,,,,Timeout #1 by New England Patriots,,
4,3:28,2,16,JAX 10,20,31,Blake Bortles pass complete deep right to Niles Paul for 22 yards (tackle by Duron Harmon),-1.220,1.070
4,3:19,1,10,JAX 32,20,31,Brandon Wilds up the middle for 2 yards (tackle by Malcom Brown),1.070,0.800
4,3:14,,,,,,Timeout #2 by New England Patriots,,
4,3:14,2,8,JAX 34,20,31,Blake Bortles pass incomplete deep middle intended for Donte Moncrief,0.800,0.100
4,3:07,3,8,JAX 34,20,31,Blake Bortles up the middle for 10 yards (tackle by Jonathan Jones),0.100,1.860
4,2:25,1,10,JAX 44,20,31,Brandon Wilds up the middle for no gain (tackle by Lawrence Guy),1.860,1.320
4,2:00,2,10,JAX 44,20,31,Corey Grant left end for 7 yards (tackle by Duron Harmon),1.320,1.550
4,1:11,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,1:11,3,3,NWE 49,20,31,Blake Bortles pass complete short left to Corey Grant for 5 yards (tackle by Malcom Brown),1.550,2.650
4,0:26,1,10,NWE 44,20,31,Blake Bortles kneels for -1 yards,2.650,1.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
