Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 21,7,0,Tiki Barber middle for no gain (tackle by Marcus Bell and Adrian Wilson),0.340,-0.200
2,14:26,2,10,NYG 21,7,0,Tiki Barber right end for 9 yards (tackle by Ronald McKinnon),-0.200,0.300
2,13:47,3,1,NYG 30,7,0,Tiki Barber left end for no gain (tackle by Ronald McKinnon),0.300,-1.370
2,12:59,4,1,NYG 30,7,0,Matt Allen punts 52 yards,-1.370,-0.040
2,12:44,1,10,ARI 18,7,0,Marcel Shipp right tackle for 4 yards (tackle by Daryl Jones),0.040,0.140
2,12:06,2,6,ARI 22,7,0,"Jake Plummer pass incomplete intended for Mike Banks. Penalty on Will Allen: Defensive Pass Interference, 23 yards (no play)",0.140,1.930
2,12:01,1,10,ARI 45,7,0,"Penalty on David Boston: False Start, 5 yards (no play)",1.930,1.600
2,12:01,1,15,ARI 40,7,0,Thomas Jones middle for 4 yards (tackle by Micheal Barrow),1.600,1.250
2,11:21,2,11,ARI 44,7,0,Jake Plummer pass complete to MarTay Jenkins for 7 yards (tackle by Will Allen),1.250,1.490
2,10:54,3,4,NYG 49,7,0,Jake Plummer pass complete to Frank Sanders for 6 yards (tackle by Will Allen),1.490,2.720
2,10:30,1,10,NYG 43,7,0,Jake Plummer right end for 7 yards (tackle by Brandon Short),2.720,3.120
2,10:03,2,3,NYG 36,7,0,Thomas Jones right end for 2 yards (tackle by Will Allen and Daryl Jones),3.120,2.680
2,9:18,3,1,NYG 34,7,0,"Jake Plummer for no gain. Jake Plummer fumbles, recovered by Marcel Shipp at NYG-35",2.680,0.990
2,8:31,4,2,NYG 35,7,0,Marcel Shipp left tackle for 1 yard (tackle by Micheal Barrow),0.990,-1.200
2,8:26,1,10,NYG 34,7,0,Kerry Collins pass incomplete intended for Jeremy Shockey,1.200,0.660
2,8:21,2,10,NYG 34,7,0,Ron Dayne left end for -2 yards (tackle by Russell Davis and Kyle Vanden Bosch),0.660,-0.300
2,7:40,3,12,NYG 32,7,0,Kerry Collins pass complete to Ike Hilliard for 16 yards (tackle by Renaldo Hill),-0.300,2.130
2,7:04,1,10,NYG 48,7,0,Tiki Barber right guard for 6 yards (tackle by Adrian Wilson and LeVar Woods),2.130,2.390
2,6:28,2,4,ARI 46,7,0,Kerry Collins pass complete to Amani Toomer for 6 yards (tackle by Renaldo Hill),2.390,2.920
2,5:51,1,10,ARI 40,7,0,Kerry Collins pass incomplete intended for Ron Dixon,2.920,2.370
2,5:45,2,10,ARI 40,7,0,"Tiki Barber left end for no gain (tackle by Marcus Bell). Penalty on Luke Petitgout: Offensive Holding, 10 yards (no play)",2.370,1.020
2,5:21,2,20,,7,0,Kerry Collins pass incomplete intended for Amani Toomer (defended by Renaldo Hill),1.020,0.370
2,5:16,3,20,,7,0,Kerry Collins pass incomplete intended for Sean Bennett,0.370,-0.060
2,5:11,4,20,,7,0,"Matt Allen punts 34 yards, returned by Arnold Jackson for 3 yards (tackle by Marcellus Rivers)",-0.060,-0.150
2,5:01,1,10,ARI 19,7,0,Thomas Jones left tackle for 1 yard (tackle by Frank Ferrara and Brandon Short),0.150,-0.200
2,4:15,2,9,ARI 20,7,0,Jake Plummer pass complete to Jake Plummer for 2 yards. Penalty on Raleigh Roundtree: Illegal Touch Pass (Declined),-0.200,-0.680
2,3:45,3,7,ARI 22,7,0,"Jake Plummer sacked by Cornelius Griffin for -6 yards. Jake Plummer fumbles (forced by Cornelius Griffin), recovered by Jake Plummer at ARI-16. Penalty on Cornelius Griffin: Defensive Holding, 5 yards (no play)",-0.680,0.740
2,3:12,1,10,ARI 27,7,0,Thomas Jones middle for -1 yards (tackle by Shaun Williams),0.740,0.060
2,2:34,2,11,ARI 26,7,0,Jake Plummer pass complete to Freddie Jones for 10 yards (tackle by Will Peterson),0.060,0.700
2,2:07,3,1,ARI 36,7,0,Jake Plummer middle for 2 yards (tackle by Michael Strahan),0.700,1.470
2,2:00,1,10,ARI 38,7,0,Jake Plummer pass complete to Marcel Shipp for 9 yards (tackle by Michael Strahan),1.470,2.140
2,1:37,2,1,ARI 47,7,0,Jake Plummer pass incomplete intended for David Boston (defended by Jason Sehorn),2.140,1.420
2,1:32,3,1,ARI 47,7,0,Marcel Shipp middle for 8 yards (tackle by Shaun Williams and Omar Stoutmire),1.420,2.590
2,1:06,1,10,NYG 45,7,0,"Penalty on Michael Strahan: Defensive Offside, 5 yards (no play)",2.590,3.320
2,1:04,1,5,NYG 40,7,0,Jake Plummer pass complete to MarTay Jenkins for 4 yards (tackle by Daryl Jones and Lance Legree),3.320,3.260
2,0:38,2,1,NYG 36,7,0,Jake Plummer pass complete to Frank Sanders for 6 yards (tackle by Will Peterson),3.260,3.580
2,0:34,1,10,NYG 30,7,0,Jake Plummer pass complete to David Boston for 4 yards (tackle by Jason Sehorn),3.580,3.570
2,0:28,1,10,NYG 30,,,Timeout #1 by Arizona Cardinals,3.580,3.570
2,0:28,2,6,NYG 26,7,0,Jake Plummer pass complete to Marcel Shipp for 2 yards (tackle by Matt Mitrione),3.570,3.140
2,0:22,2,6,NYG 26,,,Timeout #2 by Arizona Cardinals,3.570,3.140
2,0:22,3,4,NYG 24,7,0,Jake Plummer pass incomplete intended for MarTay Jenkins,3.140,1.940
2,0:18,4,4,NYG 24,7,0,Bill Gramatica 42 yard field goal no good,1.940,-1.070
2,0:14,1,10,NYG 32,7,6,"Kerry Collins pass incomplete intended for Tiki Barber is intercepted by Justin Lucas at NYG-38 and returned for 38 yards, touchdown",1.070,-7.000
2,0:04,,,NYG 32,7,7,Bill Gramatica kicks extra point good,0.000,0.000
2,0:04,,,ARI 30,7,7,"Bill Gramatica kicks off 50 yards, returned by Damon Washington for 9 yards (tackle by LeVar Woods)",0.000,0.940
Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,7,7,"Bill Gramatica kicks off 69 yards, returned by Daryl Jones for 24 yards (tackle by Raynoch Thompson)",0.000,0.610
3,14:53,1,10,NYG 25,7,7,Tiki Barber right tackle for 2 yards (tackle by Rob Fredrickson),0.610,0.330
3,14:21,2,8,NYG 27,7,7,Tiki Barber right end for 7 yards (tackle by Ronald McKinnon),0.330,0.560
3,13:38,3,1,NYG 34,7,7,Kerry Collins pass complete to Ike Hilliard for 10 yards (tackle by Adrian Wilson),0.560,1.860
3,13:00,1,10,NYG 44,7,7,"Kerry Collins pass complete to Tiki Barber for 10 yards (tackle by Barron Tanner). Tiki Barber fumbles (forced by Barron Tanner), recovered by Kwamie Lassiter at ARI-46 (tackle by Jeremy Shockey)",1.860,-1.990
3,12:49,1,10,ARI 46,7,7,Thomas Jones right guard for no gain (tackle by Cornelius Griffin and Shaun Williams),1.990,1.450
3,12:10,2,10,ARI 46,7,7,Jake Plummer pass incomplete (defended by Cornelius Griffin),1.450,0.760
3,12:06,3,10,ARI 46,7,7,Jake Plummer pass incomplete intended for Frank Sanders,0.760,-0.320
3,12:01,4,10,ARI 46,7,7,"Scott Player punts 37 yards, fair catch by Daryl Jones",-0.320,0.060
3,11:54,1,10,NYG 17,7,7,Kerry Collins pass complete to Amani Toomer for 3 yards (tackle by Renaldo Hill),-0.060,-0.060
3,11:16,2,7,NYG 20,7,7,"Tiki Barber left end for 4 yards (tackle by David Barrett). Penalty on Rich Seubert: Clipping, 12 yards",-0.060,-1.150
3,10:46,2,15,NYG 12,7,7,Kerry Collins pass complete to Tiki Barber for 3 yards (tackle by Justin Lucas),-1.150,-1.570
3,10:04,3,12,NYG 15,7,7,Kerry Collins pass complete to Sean Bennett for 7 yards (tackle by David Barrett). Penalty on Mike Rosenthal: Offensive Holding (Declined),-1.570,-1.900
3,9:43,4,5,NYG 22,7,7,"Matt Allen punts 65 yards, returned by Arnold Jackson for 5 yards (tackle by Omar Stoutmire)",-1.900,-0.040
3,9:30,1,10,ARI 18,7,7,Thomas Jones right guard for 3 yards (tackle by Micheal Barrow),0.040,0.010
3,8:50,2,7,ARI 21,7,7,Jake Plummer pass complete to Freddie Jones for 2 yards (tackle by Shaun Williams),0.010,-0.530
3,8:10,3,5,ARI 23,7,7,"Penalty on Mike Gruttadauria: False Start, 5 yards (no play)",-0.530,-1.170
3,7:48,3,10,ARI 18,7,7,Jake Plummer pass complete to Marcel Shipp for 12 yards (tackle by Daryl Jones and Brandon Short),-1.170,0.940
3,7:07,1,10,ARI 30,7,7,Marcel Shipp right end for 4 yards (tackle by Micheal Barrow),0.940,0.930
3,6:29,2,6,ARI 34,7,7,Marcel Shipp left tackle for 3 yards (tackle by Keith Hamilton),0.930,0.630
3,5:42,2,6,ARI 34,,,Timeout #1 by Arizona Cardinals,0.930,0.630
3,5:42,3,3,ARI 37,7,7,Jake Plummer pass complete to MarTay Jenkins for 4 yards (tackle by Daryl Jones),0.630,1.660
3,5:02,1,10,ARI 41,7,7,MarTay Jenkins left end for -9 yards (tackle by Daryl Jones),1.660,-0.100
3,4:16,2,19,ARI 32,7,7,Jake Plummer pass complete to Freddie Jones for -3 yards (tackle by Kenny Holmes),-0.100,-1.150
3,3:34,3,22,ARI 29,7,7,Jake Plummer pass complete to Marcel Shipp for 9 yards (tackle by Daryl Jones),-1.150,-0.850
3,2:50,4,13,ARI 38,7,7,"Scott Player punts 58 yards, returned by Daryl Jones for 17 yards (tackle by LeVar Woods). Penalty on LeVar Woods: Personal Foul, 15 yards",-0.850,-1.330
3,2:37,1,10,NYG 36,7,7,Tiki Barber right end for -2 yards (tackle by Raynoch Thompson),1.330,0.520
3,2:00,2,12,NYG 34,7,7,Kerry Collins pass incomplete intended for Dan Campbell,0.520,-0.160
3,1:57,3,12,NYG 34,7,7,Kerry Collins sacked by Kyle Vanden Bosch for -3 yards,-0.160,-1.310
3,1:41,4,15,NYG 31,7,7,Matt Allen for 10 yards (tackle by Marcel Shipp),-1.310,-2.920
3,1:34,1,10,NYG 40,7,7,Marcel Shipp right end for 7 yards (tackle by Will Allen and Micheal Barrow),2.920,3.320
3,1:04,2,3,NYG 33,7,7,"Jake Plummer for no gain. Jake Plummer fumbles, recovered by Kevin Lewis at NYG-31",3.320,-1.000
3,0:54,1,10,NYG 31,7,7,"Kerry Collins pass incomplete intended for Jeremy Shockey. Penalty on Luke Petitgout: Offensive Holding, 10 yards (no play)",1.000,0.340
3,0:50,1,20,NYG 21,7,7,Tiki Barber left tackle for 3 yards (tackle by Ronald McKinnon and Rob Fredrickson),0.340,-0.490
3,0:09,2,17,NYG 24,7,7,"Kerry Collins pass complete to Ron Dixon for 76 yards. Penalty on Mike Rosenthal: Offensive Holding, 10 yards (no play)",-0.490,-1.970
Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,27,NYG 14,7,7,Kerry Collins pass complete to Tiki Barber for 12 yards (tackle by Rob Fredrickson),-1.970,-0.890
4,14:20,3,15,NYG 26,7,7,Kerry Collins pass incomplete intended for Amani Toomer,-0.890,-1.630
4,14:14,4,15,NYG 26,7,7,"Penalty on Fred Wakefield: Defensive Offside, 5 yards (no play)",-1.630,-1.310
4,14:13,4,10,NYG 31,7,7,"Matt Allen punts 39 yards, returned by Arnold Jackson for 3 yards (tackle by Marcellus Rivers)",-1.310,-1.140
4,14:04,1,10,ARI 33,7,7,Jake Plummer pass incomplete intended for David Boston,1.140,0.590
4,13:54,2,10,ARI 33,7,7,Jake Plummer pass incomplete intended for David Boston,0.590,-0.100
4,13:52,3,10,ARI 33,7,7,"Jake Plummer pass incomplete intended for David Boston. Penalty on Michael Strahan: Roughing the Passer, 15 yards (no play)",-0.100,2.130
4,13:47,1,10,ARI 48,7,7,Marcel Shipp right tackle for 3 yards (tackle by Frank Ferrara),2.130,1.990
4,13:07,2,7,NYG 49,7,7,Jake Plummer pass complete to Bryan Gilmore for 14 yards (tackle by Daryl Jones),1.990,3.250
4,12:25,1,10,NYG 35,7,7,Marcel Shipp left end for 25 yards (tackle by Shaun Williams and Daryl Jones),3.250,4.910
4,11:36,1,10,NYG 10,7,7,Marcel Shipp middle for 3 yards (tackle by Cornelius Griffin and Brandon Short),4.910,4.760
4,10:51,2,7,NYG 7,7,7,Jake Plummer pass incomplete intended for Frank Sanders (defended by Will Allen),4.760,3.810
4,10:46,3,7,NYG 7,7,13,"Jake Plummer pass complete to Marcel Shipp for 7 yards, touchdown",3.810,7.000
4,10:46,,,NYG 7,7,14,Bill Gramatica kicks extra point good,0.000,0.000
4,10:46,,,ARI 30,7,14,"Bill Gramatica kicks off 66 yards, returned by Daryl Jones for 31 yards (tackle by Bryan Gilmore)",0.000,1.270
4,10:28,1,10,NYG 35,7,14,Kerry Collins pass complete to Ike Hilliard for 22 yards (tackle by LeVar Woods),1.270,2.720
4,9:55,1,10,ARI 43,7,14,Tiki Barber left guard for 5 yards (tackle by Ronald McKinnon),2.720,2.850
4,9:07,2,5,ARI 38,7,14,Kerry Collins pass incomplete intended for Ron Dixon,2.850,2.150
4,8:48,3,5,ARI 38,7,14,Kerry Collins pass incomplete intended for Ron Dayne (defended by Justin Lucas),2.150,0.720
4,8:44,4,5,ARI 38,7,14,"Matt Allen punts 16 yards, out of bounds",0.720,-0.410
4,8:31,1,10,ARI 22,7,14,Marcel Shipp left tackle for 1 yard (tackle by Keith Hamilton and Frank Ferrara),0.410,0.000
4,7:53,2,9,ARI 23,7,14,Jake Plummer middle for 2 yards (tackle by Frank Ferrara),0.000,-0.430
4,7:02,3,7,ARI 25,7,14,Jake Plummer pass complete to Frank Sanders for 16 yards (tackle by Jason Sehorn),-0.430,1.660
4,6:45,1,10,ARI 41,7,14,Jake Plummer pass complete to MarTay Jenkins for 3 yards (tackle by Will Allen),1.660,1.530
4,5:46,2,7,ARI 44,7,14,Marcel Shipp right guard for 1 yard (tackle by Lance Legree and Micheal Barrow),1.530,0.960
4,5:02,3,6,ARI 45,7,14,Jake Plummer pass complete to Freddie Jones for 23 yards (tackle by Shaun Williams and Jason Sehorn),0.960,3.450
4,4:10,1,10,NYG 32,7,14,Marcel Shipp right tackle for no gain (tackle by Lance Legree),3.450,2.900
4,4:03,1,10,NYG 32,,,Timeout #1 by New York Giants,3.450,2.900
4,4:03,2,10,NYG 32,7,14,Marcel Shipp left guard for 4 yards (tackle by Micheal Barrow),2.900,2.740
4,3:57,2,10,NYG 32,,,Timeout #2 by New York Giants,2.900,2.740
4,3:57,3,6,NYG 28,7,14,Marcel Shipp left tackle for 13 yards (tackle by Shaun Williams),2.740,4.580
4,3:11,1,10,NYG 15,7,14,Marcel Shipp right end for 3 yards (tackle by Kevin Lewis),4.580,4.450
4,2:25,2,7,NYG 12,7,14,Marcel Shipp middle for 2 yards (tackle by Shaun Williams),4.450,4.000
4,2:18,2,7,NYG 12,,,Timeout #3 by New York Giants,4.450,4.000
4,2:18,3,5,NYG 10,7,20,"Marcel Shipp left tackle for 10 yards, touchdown",4.000,7.000
4,2:18,,,NYG 10,7,21,Bill Gramatica kicks extra point good,0.000,0.000
4,2:18,,,ARI 30,7,21,"Bill Gramatica kicks off 69 yards, returned by Daryl Jones for 19 yards (tackle by LeVar Woods)",0.000,0.280
4,2:08,1,10,NYG 20,7,21,Kerry Collins pass complete to Tiki Barber for 11 yards (tackle by LeVar Woods),0.280,1.000
4,2:00,1,10,NYG 31,7,21,Kerry Collins pass incomplete intended for Ike Hilliard,1.000,0.460
4,1:55,2,10,NYG 31,7,21,Kerry Collins pass complete to Tiki Barber for 7 yards (tackle by Renaldo Hill),0.460,0.700
4,1:48,3,3,NYG 38,7,21,Kerry Collins pass incomplete intended for Ike Hilliard (defended by Justin Lucas),0.700,-0.850
4,1:43,4,3,NYG 38,7,21,Kerry Collins pass complete to Jeremy Shockey for 10 yards (tackle by Rob Fredrickson),-0.850,2.130
4,1:27,1,10,NYG 48,7,21,Kerry Collins spiked the ball,2.130,1.580
4,1:24,2,10,NYG 48,7,21,Kerry Collins pass incomplete intended for Jeremy Shockey,1.580,0.890
4,1:22,3,10,NYG 48,7,21,Kerry Collins pass incomplete intended for Ron Dixon,0.890,-0.190
4,1:16,4,10,NYG 48,7,21,Kerry Collins pass incomplete intended for Amani Toomer,-0.190,-2.390
4,1:11,1,10,NYG 48,7,21,Jake Plummer middle for -1 yards,2.390,1.710
4,0:32,2,11,NYG 49,7,21,Jake Plummer middle for -1 yards,1.710,0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
