Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
2,1:33,1,10,DEN 25,24,10,Antowain Smith right end for 1 yard (tackle by Al Wilson and Roc Alexander),3.910,3.500
2,0:58,2,9,DEN 24,24,10,Billy Volek pass incomplete intended for Ben Troupe (defended by D.J. Williams),3.500,2.810
2,0:54,3,9,DEN 24,24,10,Billy Volek pass incomplete intended for Drew Bennett (defended by John Lynch),2.810,1.870
2,0:48,4,9,DEN 24,24,13,Gary Anderson 43 yard field goal good,1.870,3.000
2,,,,TEN 30,24,13,"Craig Hentrich kicks off 57 yards, returned by Triandos Luke for 32 yards (tackle by Donnie Nickey)",,
2,0:36,1,10,DEN 45,24,13,Jake Plummer up the middle for 2 yards (tackle by Bo Schobel),1.930,1.650
2,0:28,,,,24,13,Timeout #2 by Denver Broncos,0.000,1.650
2,0:28,2,8,DEN 47,24,13,Jake Plummer pass complete to Darius Watts for 15 yards (tackle by Michael Waddell),1.650,3.050
2,0:20,,,,24,13,Timeout #3 by Denver Broncos,0.000,3.050
2,0:20,1,10,TEN 38,24,13,Jake Plummer pass incomplete intended for Darius Watts is intercepted by Keith Bulluck at TEN-29 and returned for 25 yards (tackle by Jake Plummer),3.050,-2.520
2,0:12,1,10,DEN 46,24,13,Billy Volek pass complete to Ben Troupe for 15 yards (tackle by D.J. Williams),2.520,3.510
2,0:05,,,,24,13,Timeout #2 by Tennessee Titans,0.000,3.510
2,0:05,1,10,DEN 31,24,16,Craig Hentrich 50 yard field goal good,3.510,3.000
Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,24,16,"Jason Baker kicks off 50 yards, returned by Jason McAddley for 25 yards (tackle by D.J. Williams)",0.000,1.930
3,14:51,1,10,TEN 45,24,16,Antowain Smith left guard for 2 yards (tackle by Marco Coleman and Donnie Spragan),1.930,1.650
3,14:18,2,8,TEN 47,24,16,Billy Volek pass complete to Ben Troupe for 4 yards (tackle by D.J. Williams),1.650,1.490
3,13:38,3,4,DEN 49,24,16,Billy Volek sacked by Ellis Johnson for -11 yards,1.490,-0.720
3,13:14,4,15,TEN 40,24,16,"Craig Hentrich punts 43 yards, fair catch by Triandos Luke",-0.720,0.060
3,13:06,1,10,DEN 17,24,16,Reuben Droughns up the middle for 2 yards (tackle by Carlos Hall and Keith Bulluck),-0.060,-0.250
3,12:34,2,8,DEN 19,24,16,Reuben Droughns up the middle for 2 yards (tackle by Randy Starks and Keith Bulluck),-0.250,-0.750
3,11:51,3,6,DEN 21,24,16,Jake Plummer pass complete to Ashley Lelie for 9 yards (tackle by Andre Dyson),-0.750,0.940
3,11:07,1,10,DEN 30,24,16,Jake Plummer pass complete to Rod Smith for 7 yards (tackle by Michael Waddell),0.940,1.340
3,10:33,2,3,DEN 37,24,16,Tatum Bell left tackle for no gain (tackle by Brad Kassell),1.340,0.630
3,9:53,3,3,DEN 37,24,16,Jake Plummer right tackle for 14 yards (tackle by Lamont Thompson),0.630,2.320
3,9:06,1,10,TEN 49,24,16,Jake Plummer pass complete to Jeb Putzier for 4 yards (tackle by Keith Bulluck),2.320,2.320
3,8:28,2,6,TEN 45,24,16,Garrison Hearst right end for 7 yards (tackle by Justin Ena),2.320,3.050
3,7:45,1,10,TEN 38,24,16,Garrison Hearst left end for 9 yards (tackle by Michael Waddell),3.050,3.720
3,7:13,2,1,TEN 29,24,16,Garrison Hearst left guard for 4 yards (tackle by Bo Schobel and Brad Kassell),3.720,3.910
3,6:36,1,10,TEN 25,24,16,Garrison Hearst up the middle for 2 yards (tackle by Bo Schobel and Keith Bulluck),3.910,3.630
3,5:57,2,8,TEN 23,24,16,Jake Plummer pass complete to Jeb Putzier for 15 yards (tackle by Lamont Thompson),3.630,5.370
3,5:15,1,8,TEN 8,24,16,Tatum Bell right tackle for 2 yards (tackle by Brad Kassell),5.370,4.950
3,4:40,2,6,TEN 6,24,16,Tatum Bell right guard for 2 yards (tackle by Kevin Carter and Keith Bulluck),4.950,4.490
3,4:00,3,4,TEN 4,24,16,Jake Plummer pass incomplete intended for Rod Smith,4.490,3.030
3,3:54,4,4,TEN 4,27,16,Jason Elam 22 yard field goal good,3.030,3.000
3,,,,DEN 30,27,16,"Jason Baker kicks off 60 yards, returned by Jason McAddley for 28 yards (tackle by Nick Ferguson)",0.000,1.470
3,3:41,1,10,TEN 38,27,16,Antowain Smith right tackle for no gain (tackle by D.J. Williams and Donnie Spragan),1.470,0.920
3,3:14,2,10,TEN 38,27,16,Antowain Smith right tackle for 2 yards (tackle by Anton Palepoi and D.J. Williams),0.920,0.500
3,2:28,3,8,TEN 40,27,16,"Billy Volek sacked by Reggie Hayward for -5 yards. Billy Volek fumbles (forced by Reggie Hayward), recovered by Billy Volek at TEN-37",0.500,-0.910
3,1:59,4,11,TEN 37,27,16,"Craig Hentrich punts 49 yards, returned by Triandos Luke for 6 yards (tackle by Ken Amato)",-0.910,-0.280
3,1:48,1,10,DEN 20,27,16,Reuben Droughns left end for 7 yards (tackle by Keith Bulluck and Kevin Carter),0.280,0.680
3,1:28,2,3,DEN 27,27,16,Reuben Droughns right end for 14 yards (tackle by Scott McGarrahan),0.680,1.660
3,1:00,1,10,DEN 41,27,16,Reuben Droughns left tackle for 2 yards (tackle by Justin Ena and Kevin Carter),1.660,1.390
3,0:18,2,8,DEN 43,27,16,Reuben Droughns right tackle for 6 yards (tackle by Keith Bulluck and Brad Kassell),1.390,1.490
Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,DEN 49,27,16,Reuben Droughns up the middle for 1 yard (tackle by Rien Long and Randy Starks),1.490,-0.060
,,,,,,,"DEN challenged the ruling, and the play was upheld.",,
4,14:16,4,1,TEN 50,27,16,Jason Baker punts 46 yards,-0.060,0.380
4,14:03,1,10,TEN 4,27,16,Billy Volek pass complete to Derrick Mason for 15 yards (tackle by D.J. Williams),-0.380,0.150
4,13:28,1,10,TEN 19,27,16,Billy Volek pass incomplete intended for Shad Meier,0.150,-0.390
4,13:26,2,10,TEN 19,27,16,Billy Volek pass incomplete intended for Ben Troupe,-0.390,-1.070
4,13:22,3,10,TEN 19,27,16,Billy Volek pass incomplete intended for Derrick Mason is intercepted by Kelly Herndon at TEN-34 and returned for 15 yards (tackle by Brad Hopkins),-1.070,-4.310
4,13:12,1,10,TEN 19,27,16,Jake Plummer pass complete to Rod Smith for 9 yards (tackle by Keith Bulluck),4.310,5.360
4,12:40,2,1,TEN 10,27,16,Reuben Droughns left tackle for no gain (tackle by Brad Kassell and Carlos Hall),5.360,4.690
4,11:58,3,1,TEN 10,27,16,Reuben Droughns right tackle for -2 yards (tackle by Carlos Hall and Kevin Carter),4.690,2.730
4,11:23,4,3,TEN 12,30,16,Jason Elam 30 yard field goal good,2.730,3.000
4,,,,DEN 30,30,16,"Jason Baker kicks off 62 yards, returned by Jason McAddley for 25 yards (tackle by Roc Alexander)",0.000,1.140
4,11:12,1,10,TEN 33,30,16,Doug Johnson pass complete to Eddie Berlin for 9 yards (tackle by Roc Alexander),1.140,1.810
4,10:52,2,1,TEN 42,30,16,Doug Johnson pass complete to Derrick Mason for 4 yards (tackle by Kelly Herndon),1.810,1.990
4,10:06,1,10,TEN 46,30,16,Doug Johnson pass complete to Antowain Smith for 3 yards (tackle by Mario Fatafehi),1.990,1.860
4,9:17,2,7,TEN 49,30,16,Doug Johnson pass incomplete intended for Drew Bennett (defended by Champ Bailey),1.860,1.160
4,9:11,3,7,TEN 49,30,16,Doug Johnson sacked by Al Wilson and Mario Fatafehi for -6 yards,1.160,-0.520
4,8:51,4,13,TEN 43,30,16,Craig Hentrich punts 33 yards,-0.520,-0.540
4,8:40,1,10,DEN 24,30,16,Jake Plummer right end for 8 yards (tackle by Donnie Nickey and Keith Bulluck),0.540,1.080
4,7:51,2,2,DEN 32,30,16,Jake Plummer pass complete to Ashley Lelie for 45 yards (tackle by Michael Waddell),1.080,4.040
4,7:01,1,10,TEN 23,36,16,"Reuben Droughns right tackle for 23 yards, touchdown",4.040,7.000
4,,,,TEN 2,37,16,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,37,16,"Jason Baker kicks off 63 yards, returned by Jason McAddley for 22 yards (tackle by Charlie Adams)",0.000,0.870
4,6:47,1,10,TEN 29,37,16,Antowain Smith up the middle for -1 yards (tackle by Al Wilson),0.870,0.190
4,6:01,2,11,TEN 28,37,16,Doug Johnson pass complete to Eddie Berlin for 10 yards (tackle by Roc Alexander),0.190,0.830
4,5:20,3,1,TEN 38,37,16,Doug Johnson pass incomplete intended for Shad Meier,0.830,-0.850
4,5:17,4,1,TEN 38,37,16,Doug Johnson pass incomplete intended for Derrick Mason (defended by Mario Fatafehi),-0.850,-3.050
4,5:14,1,10,TEN 38,37,16,Reuben Droughns right end for 3 yards (tackle by Keith Bulluck),3.050,2.910
4,4:30,2,7,TEN 35,37,16,Reuben Droughns left tackle for no gain (tackle by Rien Long and Travis LaBoy),2.910,2.210
4,4:21,,,,37,16,Timeout #1 by Tennessee Titans,0.000,2.210
4,4:21,3,7,TEN 35,37,16,Jake Plummer right end for 7 yards (tackle by Scott McGarrahan),2.210,3.710
4,3:35,1,10,TEN 28,37,16,Reuben Droughns left end for -2 yards (tackle by Rien Long and Brad Kassell),3.710,2.900
4,2:49,2,12,TEN 30,37,16,Tatum Bell left tackle for no gain (tackle by Travis LaBoy),2.900,2.210
4,2:04,3,12,TEN 30,37,16,Tatum Bell right tackle for 15 yards (tackle by Scott McGarrahan),2.210,4.580
4,1:58,1,10,TEN 15,37,16,Jake Plummer kneels for -1 yards,4.580,3.810
4,1:16,2,11,TEN 16,37,16,Jake Plummer kneels for -1 yards,3.810,2.980
4,0:34,3,12,TEN 17,37,16,Jake Plummer kneels for -1 yards,2.980,2.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
