Quarter,Time,Down,ToGo,Location,JAX,PHI,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,JAX,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 41,14,0,Trevor Lawrence pass incomplete deep right intended for Jamal Agnew,2.850,2.310
2,14:53,2,10,PHI 41,14,0,Trevor Lawrence pass complete short left to Jamycal Hasty for 7 yards (tackle by Kyzir White),2.310,2.540
2,14:16,3,3,PHI 34,14,0,Travis Etienne left end for no gain (tackle by Josh Sweat),2.540,1.090
2,13:34,4,3,PHI 34,14,0,"Trevor Lawrence sacked by. Trevor Lawrence fumbles, recovered by Fletcher Cox at PHI-43",1.090,-1.800
2,13:26,1,10,PHI 43,14,0,Jalen Hurts pass complete short right to Kenneth Gainwell for -2 yards (tackle by Foyesade Oluokun),1.800,0.980
2,12:45,2,12,PHI 41,14,0,"Jalen Hurts pass incomplete short right intended for Zach Pascal. Penalty on Shaquill Griffin: Defensive Holding, 5 yards (accepted) (no play)",0.980,1.990
2,12:38,1,10,PHI 46,14,0,Jalen Hurts pass complete short middle to A.J. Brown for 18 yards (tackle by Devin Lloyd and Shaquill Griffin),1.990,3.180
2,12:03,1,10,JAX 36,14,0,Jalen Hurts pass complete short middle to Dallas Goedert for 26 yards (tackle by Rayshawn Jenkins),3.180,4.910
2,11:36,1,10,JAX 10,14,0,"Jalen Hurts pass complete short left to A.J. Brown for no gain, touchdown. Penalty on Dallas Goedert: Offensive Pass Interference, 10 yards (accepted) (no play)",4.910,4.240
2,11:28,1,20,JAX 20,14,0,Miles Sanders left end for -1 yards (tackle by Foyesade Oluokun),4.240,2.870
2,10:48,2,21,JAX 21,14,0,Jalen Hurts pass complete short left to DeVonta Smith for 5 yards (tackle by Tyson Campbell and Devin Lloyd),2.870,2.850
2,10:04,3,16,JAX 16,14,0,Jalen Hurts scrambles up the middle for 13 yards (tackle by Arden Key),2.850,3.040
2,9:20,4,3,JAX 3,14,6,"Jalen Hurts scrambles up the middle for 3 yards, touchdown",3.040,7.000
2,9:13,,,JAX 15,14,7,Jake Elliott kicks extra point good,0.000,0.000
2,9:13,,,PHI 35,14,7,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,9:13,1,10,JAX 25,14,7,Trevor Lawrence pass incomplete short left intended for Christian Kirk,0.610,0.060
2,9:11,2,10,JAX 25,14,7,Trevor Lawrence pass incomplete short left intended for Tim Jones,0.060,-0.620
2,9:08,3,10,JAX 25,14,7,Travis Etienne right tackle for no gain (tackle by Brandon Graham and Fletcher Cox),-0.620,-1.700
2,8:35,4,10,JAX 25,14,7,Logan Cooke punts 46 yards out of bounds,-1.700,-0.870
2,8:24,1,10,PHI 29,14,7,"Penalty on Folorunso Fatukasi: Encroachment, 5 yards (accepted) (no play)",0.870,1.600
2,8:24,1,5,PHI 34,14,7,Miles Sanders right tackle for 8 yards (tackle by Foyesade Oluokun),1.600,1.730
2,7:48,1,10,PHI 42,14,7,Jalen Hurts pass complete short left to Dallas Goedert for 7 yards (tackle by Shaquill Griffin),1.730,2.130
2,7:04,2,3,PHI 49,14,7,Miles Sanders right tackle for 13 yards (tackle by Foyesade Oluokun),2.130,3.050
2,6:38,1,10,JAX 38,14,7,Miles Sanders right tackle for 5 yards (tackle by Travon Walker),3.050,3.180
2,6:09,2,5,JAX 33,14,7,Miles Sanders left tackle for 4 yards (tackle by Travon Walker),3.180,3.010
2,5:48,3,1,JAX 29,14,7,Jalen Hurts up the middle for 1 yard (tackle by Josh Allen and Devin Lloyd),3.010,3.710
2,5:08,1,10,JAX 28,14,7,Trey Sermon left end for 14 yards (tackle by Foyesade Oluokun),3.710,4.650
2,4:42,1,10,JAX 14,14,7,Jalen Hurts up the middle for 4 yards (tackle by Darious Williams),4.650,4.710
2,3:59,2,6,JAX 10,14,13,"Miles Sanders right end for 10 yards, touchdown",4.710,7.000
2,3:55,,,JAX 15,14,14,Jake Elliott kicks extra point good,0.000,0.000
2,3:55,,,PHI 35,14,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,3:55,1,10,JAX 25,14,14,Trevor Lawrence pass incomplete short right intended for Christian Kirk (defended by Kyzir White),0.610,0.060
2,3:51,2,10,JAX 25,14,14,Travis Etienne for 9 yards (tackle by Kyzir White),0.060,0.560
2,3:10,3,1,JAX 34,14,14,"Trevor Lawrence aborted snap, recovered by Haason Reddick at JAC-35",0.560,-3.250
2,3:00,1,10,JAX 35,14,14,Jalen Hurts left tackle for 1 yard (tackle by DaVon Hamilton),3.250,2.840
2,2:25,2,9,JAX 34,14,14,Jalen Hurts pass complete short left to A.J. Brown for 13 yards (tackle by Andre Cisco),2.840,4.170
2,2:00,1,10,JAX 21,14,14,Miles Sanders right end for -2 yards (tackle by Travon Walker),4.170,3.360
2,1:21,2,12,JAX 23,14,14,Miles Sanders left guard for 10 yards (tackle by Roy Robertson-Harris and Devin Lloyd),3.360,4.240
2,1:15,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:15,3,2,JAX 13,14,14,Miles Sanders up the middle for 1 yard (tackle by DaVon Hamilton),4.240,2.780
2,1:10,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:10,4,1,JAX 12,14,14,Jalen Hurts up the middle for 2 yards (tackle by Josh Allen),2.780,4.910
2,0:34,1,10,JAX 10,14,14,Jalen Hurts pass incomplete short left intended for Kenneth Gainwell,4.910,4.190
2,0:30,2,10,JAX 10,14,20,"Kenneth Gainwell right guard for 10 yards, touchdown",4.190,7.000
2,0:26,,,JAX 15,14,20,Jake Elliott kicks extra point no good,0.000,-1.000
2,0:26,,,PHI 35,14,20,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,0:26,1,10,JAX 25,14,20,James Robinson up the middle for 3 yards (tackle by Brandon Graham and Milton Williams),0.610,0.470
Quarter,Time,Down,ToGo,Location,JAX,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,14,20,"Riley Patterson kicks off 58 yards, returned by Britain Covey for 23 yards (tackle by Andre Cisco)",0.000,0.940
3,14:53,1,10,PHI 30,14,20,Jalen Hurts pass complete short middle to A.J. Brown for 22 yards (tackle by Rayshawn Jenkins),0.940,2.390
3,14:27,1,10,JAX 48,14,20,Jalen Hurts sacked by Josh Allen for -10 yards,2.390,0.500
3,13:42,2,20,PHI 42,14,20,Jalen Hurts pass incomplete short left,0.500,-0.160
3,13:38,3,20,PHI 42,14,20,Jalen Hurts pass complete short left to A.J. Brown for 11 yards (tackle by Tyson Campbell),-0.160,0.130
3,12:54,4,9,JAX 47,14,20,"Arryn Siposs punts 38 yards, returned by Jamal Agnew for 8 yards (tackle by Zach Pascal)",0.130,0.060
3,12:41,1,10,JAX 17,14,20,Trevor Lawrence sacked by T.J. Edwards for no gain,-0.060,-0.580
3,12:02,2,10,JAX 17,14,20,Trevor Lawrence pass incomplete short middle intended for Christian Kirk (defended by Josiah Scott),-0.580,-1.250
3,11:57,3,10,JAX 17,14,20,Trevor Lawrence pass incomplete short middle intended for Jamal Agnew,-1.250,-2.320
3,11:52,4,10,JAX 17,14,20,Logan Cooke punts 61 yards downed by Daniel Thomas,-2.320,-0.410
3,11:39,1,10,PHI 22,14,20,"Miles Sanders left end for no gain. Penalty on Isaac Seumalo: Offensive Holding, 10 yards (offset) . Penalty on Josh Allen: Illegal Use of Hands / Defense, 5 yards (offset) (no play)",0.410,0.410
3,11:22,1,10,PHI 22,14,20,Jalen Hurts pass complete short left to Miles Sanders for 6 yards (tackle by Shaquill Griffin),0.410,0.680
3,10:34,2,4,PHI 28,14,20,Kenneth Gainwell right tackle for 1 yard (tackle by Roy Robertson-Harris and Foyesade Oluokun),0.680,0.100
3,9:55,3,3,PHI 29,14,20,Jalen Hurts pass incomplete short left intended for Quez Watkins (defended by Adam Gotsis),0.100,-1.440
3,9:51,4,3,PHI 29,14,20,"Arryn Siposs punts 43 yards, returned by Jamal Agnew for no gain (tackle by Andre Chachere)",-1.440,-0.810
3,9:42,1,10,JAX 28,14,20,Travis Etienne up the middle for -1 yards (tackle by Jordan Davis),0.810,0.130
3,9:07,2,11,JAX 27,14,20,Trevor Lawrence pass complete short middle to Evan Engram for 16 yards (tackle by Josh Sweat),0.130,1.800
3,8:33,1,10,JAX 43,14,20,Travis Etienne left end for 2 yards (tackle by T.J. Edwards),1.800,1.520
3,7:51,,,,,,Timeout #1 by Jacksonville Jaguars,,
3,7:51,2,8,JAX 45,14,20,Trevor Lawrence pass complete short left to Jamycal Hasty for 15 yards (tackle by Josiah Scott and T.J. Edwards),1.520,2.920
3,7:05,1,10,PHI 40,14,20,Travis Etienne left guard for 6 yards (tackle by T.J. Edwards and Marlon Tuipulotu),2.920,3.180
3,6:24,2,4,PHI 34,14,20,"Trevor Lawrence pass incomplete short right intended for Evan Engram. Penalty on Josiah Scott: Defensive Holding, 5 yards (accepted) (no play)",3.180,3.640
3,6:16,1,10,PHI 29,14,20,Christian Kirk left end for 3 yards (tackle by James Bradberry),3.640,3.440
3,5:44,2,8,PHI 26,14,20,Trevor Lawrence right end for 7 yards (tackle by Josiah Scott and Kyzir White),3.440,4.310
3,5:01,1,10,PHI 19,14,20,James Robinson right tackle for 3 yards (tackle by Josh Sweat and Kyzir White),4.310,4.180
3,4:23,2,7,PHI 16,14,20,Trevor Lawrence pass short left intended for Christian Kirk is intercepted by James Bradberry at PHI-7 and returned for 5 yards (tackle by Jamal Agnew),4.180,0.350
3,4:17,1,10,PHI 12,14,20,Miles Sanders left tackle for 3 yards (tackle by Devin Lloyd and Roy Robertson-Harris),-0.350,-0.500
3,3:43,2,7,PHI 15,14,20,Miles Sanders left tackle for 35 yards (tackle by Rayshawn Jenkins and Tyson Campbell),-0.500,2.260
3,2:58,1,10,JAX 50,14,20,Miles Sanders left tackle for 6 yards (tackle by Devin Lloyd and Foyesade Oluokun),2.260,2.520
3,2:17,2,4,JAX 44,14,20,"Trey Sermon left guard for 5 yards (tackle by Josh Allen and Roy Robertson-Harris). Penalty on Roy Robertson-Harris: Face Mask (15 Yards), 15 yards (accepted)",2.520,3.970
3,1:57,1,10,JAX 24,14,20,"Jalen Hurts aborted snap, recovered by Miles Sanders at JAC-29 Miles Sanders for no gain",3.970,2.490
3,1:21,2,17,JAX 31,14,20,Jalen Hurts pass complete short left to Dallas Goedert for 9 yards (tackle by Foyesade Oluokun),2.490,3.010
3,0:35,3,8,JAX 22,14,20,Jalen Hurts sacked by and Adam Gotsis for -3 yards and Dawuane Smoot for -3 yards,3.010,1.800
3,0:02,,,,,,Timeout #1 by Philadelphia Eagles,,
3,0:02,4,11,JAX 25,14,20,"Jake Elliott yard field goal good. Penalty on Tyson Campbell: Roughing the Kicker, 13 yards (accepted) (no play)",1.800,4.780
Quarter,Time,Down,ToGo,Location,JAX,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 12,14,20,Miles Sanders left end for no gain (tackle by Tyson Campbell),4.780,4.100
4,14:31,2,10,JAX 12,14,20,Miles Sanders for 2 yards (tackle by Adam Gotsis and Travon Walker),4.100,3.480
4,13:49,3,8,JAX 10,14,20,Jalen Hurts pass incomplete short middle intended for Dallas Goedert,3.480,2.760
4,13:45,4,8,JAX 10,14,23,Jake Elliott 28 yard field goal good,2.760,3.000
4,13:42,,,PHI 35,14,23,"Jake Elliott kicks off 67 yards, returned by Jamal Agnew for 22 yards (tackle by Kyron Johnson)",0.000,0.280
4,13:36,1,10,JAX 20,14,23,Travis Etienne left end for 11 yards (tackle by Jordan Davis),0.280,1.000
4,12:52,1,10,JAX 31,14,23,Trevor Lawrence pass complete to Chris Manhertz for no gain (tackle by Javon Hargrave and Brandon Graham),1.000,0.460
4,12:15,2,10,JAX 31,14,23,"Trevor Lawrence sacked by Haason Reddick for -8 yards. Trevor Lawrence fumbles (forced by Haason Reddick), recovered by Haason Reddick at JAC-24 (tackle by Jawaan Taylor)",0.460,-3.970
4,12:06,1,10,JAX 24,14,23,Miles Sanders right end for 5 yards (tackle by Foyesade Oluokun),3.970,4.120
4,11:32,2,5,JAX 19,14,23,Jalen Hurts up the middle for no gain (tackle by Devin Lloyd),4.120,3.410
4,11:03,3,5,JAX 19,14,23,Jalen Hurts pass complete short middle to DeVonta Smith for 7 yards (tackle by Shaquill Griffin),3.410,4.780
4,10:26,1,10,JAX 12,14,23,Kenneth Gainwell left guard for 3 yards (tackle by Foyesade Oluokun),4.780,4.640
4,9:53,2,7,JAX 9,14,23,"Kenneth Gainwell for no gain (tackle by Josh Allen). Penalty on Jack Driscoll: Offensive Holding, 10 yards (offset) . Penalty on Roy Robertson-Harris: Illegal Use of Hands / Defense, 5 yards (offset) (no play)",4.640,4.640
4,9:35,2,7,JAX 9,14,23,Miles Sanders right tackle for 4 yards (tackle by Rayshawn Jenkins and Josh Allen),4.640,4.610
4,8:55,3,3,JAX 5,14,29,"Miles Sanders left tackle for 5 yards, touchdown",4.610,7.000
4,8:49,,,JAX 2,14,29,Two Point Attempt: Jalen Hurts pass incomplete,1.000,-1.000
4,8:49,,,PHI 35,14,29,"Jake Elliott kicks off 60 yards, returned by Jamal Agnew for 27 yards (tackle by Nakobe Dean)",0.000,1.070
4,8:43,1,10,JAX 32,14,29,Trevor Lawrence pass incomplete short left intended for Christian Kirk,1.070,0.530
4,8:39,2,10,JAX 32,14,29,Trevor Lawrence pass complete short middle to Christian Kirk for 15 yards (tackle by James Bradberry),0.530,2.060
4,8:20,1,10,JAX 47,14,29,Trevor Lawrence pass incomplete short right intended for Marvin Jones,2.060,1.520
4,8:14,2,10,JAX 47,14,29,Trevor Lawrence pass incomplete deep left intended for Travis Etienne,1.520,0.830
4,8:07,3,10,JAX 47,14,29,Trevor Lawrence pass complete deep middle to Christian Kirk for 45 yards (tackle by C.J. Gardner-Johnson),0.830,5.370
4,7:26,1,8,PHI 8,20,29,"Trevor Lawrence pass complete short right to Jamal Agnew for 8 yards, touchdown",5.370,7.000
4,7:19,,,PHI 15,21,29,Riley Patterson kicks extra point good,0.000,0.000
4,7:19,,,JAX 35,21,29,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
4,7:19,1,10,PHI 25,21,29,Jalen Hurts right end for 8 yards (tackle by Shaquill Griffin),0.610,1.140
4,6:36,,,,,,Timeout #2 by Philadelphia Eagles,,
4,6:36,2,2,PHI 33,21,29,Miles Sanders left tackle for 3 yards (tackle by Adam Gotsis and Devin Lloyd),1.140,1.330
4,5:55,1,10,PHI 36,21,29,Miles Sanders up the middle for 2 yards (tackle by DaVon Hamilton),1.330,1.060
4,5:14,2,8,PHI 38,21,29,Jalen Hurts pass complete short middle to Dallas Goedert for 22 yards (tackle by Andre Cisco),1.060,2.920
4,4:29,1,10,JAX 40,21,29,Kenneth Gainwell right guard for 4 yards (tackle by Roy Robertson-Harris and Foyesade Oluokun),2.920,2.910
4,3:48,2,6,JAX 36,21,29,Kenneth Gainwell left guard for 1 yard (tackle by DaVon Hamilton and Adam Gotsis),2.910,2.340
4,3:03,3,5,JAX 35,21,29,Miles Sanders right guard for 7 yards (tackle by Foyesade Oluokun and DaVon Hamilton),2.340,3.710
4,2:19,1,10,JAX 28,21,29,Miles Sanders right guard for 2 yards (tackle by Roy Robertson-Harris),3.710,3.440
4,2:15,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,2:15,2,8,JAX 26,21,29,Miles Sanders left end for 2 yards (tackle by Devin Lloyd and Josh Allen),3.440,3.010
4,2:10,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,2:10,3,6,JAX 24,21,29,Jalen Hurts right end for 3 yards (tackle by Devin Lloyd and Rayshawn Jenkins),3.010,2.160
4,2:00,4,3,JAX 21,21,29,Jalen Hurts pass incomplete short middle intended for A.J. Brown (defended by Tyson Campbell),2.160,-0.340
4,1:54,1,10,JAX 21,21,29,"Trevor Lawrence sacked by Haason Reddick for -7 yards. Trevor Lawrence fumbles (forced by Haason Reddick), recovered by Javon Hargrave at JAC-13 (tackle by Haason Reddick)",0.340,-4.710
4,1:48,1,10,JAX 13,21,29,Jalen Hurts kneels for -1 yards,4.710,3.900
4,1:06,2,11,JAX 14,21,29,Jalen Hurts kneels for -1 yards,3.900,3.030
4,0:33,3,12,JAX 15,21,29,Jalen Hurts kneels for -1 yards,3.030,2.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
