Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 30,0,7,Dwayne Washington left end for 1 yard (tackle by Kelvin Sheppard and Landon Collins),3.580,3.170
2,14:20,2,9,NYG 29,0,7,Matthew Stafford pass incomplete deep right intended for Golden Tate (defended by Eli Apple),3.170,2.480
2,14:12,3,9,NYG 29,0,7,Matthew Stafford pass incomplete short left intended for Eric Ebron,2.480,1.500
2,14:07,4,9,NYG 29,3,7,Matt Prater 48 yard field goal good,1.500,3.000
2,14:02,,,DET 35,3,7,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
2,14:02,1,10,NYG 25,3,7,Rashad Jennings middle for 3 yards (tackle by Khyri Thornton and Ezekiel Ansah),0.610,0.470
2,13:25,2,7,NYG 28,3,7,Rashad Jennings right guard for 5 yards (tackle by Tahir Whitehead and Tavon Wilson),0.470,0.430
2,12:48,3,2,NYG 33,3,7,Rashad Jennings right end for -3 yards (tackle by Tahir Whitehead and Haloti Ngata),0.430,-1.370
2,12:07,4,5,NYG 30,3,7,"Brad Wing punts 51 yards, returned by Andre Roberts for 3 yards (tackle by B.J. Goodson). Andre Roberts fumbles (forced by B.J. Goodson), ball out of bounds at DET-24",-1.370,-0.410
2,11:50,1,10,DET 22,3,7,Matthew Stafford pass complete deep right to Golden Tate for 67 yards (tackle by Dominique Rodgers-Cromartie),0.410,4.840
2,11:03,1,10,NYG 11,3,7,"Zach Zenner middle for 7 yards (tackle by Leon Hall). Zach Zenner fumbles (forced by Leon Hall), recovered by Olivier Vernon at NYG--5",4.840,-0.280
2,10:53,1,10,NYG 20,3,7,Eli Manning pass complete short right to Jerell Adams for 4 yards (tackle by DeAndre Levy),0.280,0.270
2,10:24,2,6,NYG 24,3,7,Eli Manning pass complete short right to Odell Beckham for 22 yards (tackle by Asa Jackson),0.270,1.990
2,9:47,1,10,NYG 46,3,7,Paul Perkins left guard for 3 yards (tackle by DeAndre Levy),1.990,1.860
2,9:11,2,7,NYG 49,3,7,Eli Manning pass complete short right to Jerell Adams for 11 yards (tackle by DeAndre Levy),1.860,2.920
2,8:45,1,10,DET 40,3,7,Paul Perkins middle for 1 yard (tackle by Khyri Thornton and Josh Bynes),2.920,2.510
2,8:04,2,9,DET 39,3,7,Paul Perkins middle for 8 yards (tackle by DeAndre Levy),2.510,2.870
2,7:45,3,1,DET 31,3,7,Paul Perkins left guard for 3 yards (tackle by Anthony Zettel and Khyri Thornton),2.870,3.710
2,7:14,1,10,DET 28,3,7,Eli Manning pass complete short right to Odell Beckham for 5 yards (tackle by Darius Slay),3.710,3.840
2,6:47,2,5,DET 23,3,7,Eli Manning sacked by Anthony Zettel for -7 yards,3.840,2.210
2,6:08,3,12,DET 30,3,7,"Eli Manning pass complete short left to Shane Vereen for 25 yards (tackle by Glover Quin). Shane Vereen fumbles (forced by Glover Quin), recovered by Victor Cruz at DET--2. Penalty on Bobby Hart: Illegal Use of Hands, 10 yards (no play)",2.210,0.890
2,5:55,3,22,DET 40,3,7,Eli Manning pass complete short middle to Will Tye for 11 yards (tackle by Rafael Bush and Miles Killebrew),0.890,1.500
2,5:06,4,11,DET 29,3,10,Robbie Gould 47 yard field goal good,1.500,3.000
2,5:00,,,NYG 35,3,10,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.610
2,5:00,1,10,DET 25,3,10,Matthew Stafford pass incomplete short left intended for Dwayne Washington,0.610,0.060
2,4:53,2,10,DET 25,3,10,Dwayne Washington right end for no gain (tackle by Kerry Wynn and Dominique Rodgers-Cromartie),0.060,-0.620
2,4:11,3,10,DET 25,3,10,Matthew Stafford middle for 8 yards (tackle by Keenan Robinson and Coty Sensabaugh),-0.620,-1.180
2,3:33,4,2,DET 33,3,10,"Sam Martin punts 44 yards, returned by Dwayne Harris for 11 yards (tackle by Miles Killebrew)",-1.180,-1.200
2,3:20,1,10,NYG 34,3,10,Rashad Jennings left guard for 2 yards (tackle by Tavon Wilson),1.200,0.930
2,2:53,2,8,NYG 36,3,10,Eli Manning pass complete short right to Jerell Adams for 3 yards (tackle by Josh Bynes),0.930,0.630
2,2:10,3,5,NYG 39,3,10,Eli Manning pass incomplete short middle intended for Shane Vereen,0.630,-0.780
2,2:03,4,5,NYG 39,3,10,Brad Wing punts 18 yards,-0.780,-1.800
2,1:53,1,10,DET 43,3,10,Matthew Stafford pass complete short right to Eric Ebron for 9 yards (tackle by Dominique Rodgers-Cromartie),1.800,2.470
2,1:47,2,1,NYG 48,3,10,Zach Zenner right guard for 4 yards (tackle by Jonathan Casillas and Olivier Vernon),2.470,2.650
2,1:26,1,10,NYG 44,3,10,Matthew Stafford pass incomplete short left intended for Golden Tate,2.650,2.110
2,1:22,2,10,NYG 44,3,10,Matthew Stafford pass complete short right to Zach Zenner for 4 yards (tackle by Jonathan Casillas),2.110,1.950
2,0:56,3,6,NYG 40,3,10,Matthew Stafford pass incomplete deep right intended for Golden Tate,1.950,0.590
2,0:50,4,6,NYG 40,3,10,"Sam Martin punts 40 yards, touchback",0.590,-0.280
2,0:41,1,10,NYG 20,3,10,Shane Vereen middle for 8 yards (tackle by Kerry Hyder and Devin Taylor),0.280,0.810
2,0:21,2,2,NYG 28,3,10,Eli Manning pass complete short middle to Shane Vereen for 6 yards (tackle by Tavon Wilson and Kerry Hyder),0.810,0.000
2,0:16,,,,3,10,Timeout #2 by New York Giants,0.000,-1.200
2,0:16,1,10,NYG 34,3,10,Eli Manning pass complete short left to Will Tye for 6 yards (tackle by Rafael Bush),1.200,1.470
2,0:10,2,4,NYG 40,3,10,Eli Manning pass incomplete deep left intended for Odell Beckham,1.470,0.760
2,0:05,3,4,NYG 40,3,10,Eli Manning pass complete short middle to Sterling Shepard for 13 yards (tackle by Haloti Ngata),0.760,2.460
Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,3,10,"Robbie Gould kicks off 58 yards, out of bounds",0.000,-1.600
3,15:00,1,10,DET 40,3,10,Dwayne Washington right guard for 4 yards (tackle by Landon Collins and Romeo Okwara),1.600,1.590
3,14:20,2,6,DET 44,3,10,Matthew Stafford pass complete short left to Dwayne Washington for 2 yards (tackle by B.J. Goodson),1.590,1.160
3,13:35,3,4,DET 46,3,10,Matthew Stafford pass complete short left to Anquan Boldin for 5 yards (tackle by Coty Sensabaugh),1.160,2.320
3,12:52,1,10,NYG 49,3,10,Matthew Stafford pass incomplete short right intended for Eric Ebron,2.320,1.780
3,12:47,2,10,NYG 49,3,10,Dwayne Washington right guard for 3 yards (tackle by Jay Bromley),1.780,1.490
3,12:04,3,7,NYG 46,3,10,Matthew Stafford pass complete deep left to Marvin Jones for 21 yards (tackle by Eli Apple),1.490,3.910
3,11:23,1,10,NYG 25,3,10,Dwayne Washington right guard for no gain (tackle by Landon Collins and Damon Harrison),3.910,3.360
3,10:42,2,10,NYG 25,3,10,Matthew Stafford pass complete short middle to Golden Tate for 7 yards (tackle by Olivier Vernon and Coty Sensabaugh),3.360,3.660
3,10:01,3,3,NYG 18,3,10,"Matthew Stafford pass incomplete short left intended for Eric Ebron. Penalty on Landon Collins: Defensive Pass Interference, 6 yards (no play)",3.660,4.780
3,9:55,1,10,NYG 12,3,10,Matthew Stafford pass complete short right to Golden Tate for -5 yards (tackle by Jonathan Casillas),4.780,3.420
3,9:10,2,15,NYG 17,3,10,Matthew Stafford pass complete short middle to Dwayne Washington for 7 yards (tackle by Andrew Adams),3.420,3.480
3,8:30,3,8,NYG 10,3,10,Matthew Stafford sacked by Olivier Vernon and Johnathan Hankins for -5 yards,3.480,2.440
3,7:44,4,13,NYG 15,6,10,Matt Prater 33 yard field goal good,2.440,3.000
3,7:40,,,DET 35,6,10,"Sam Martin kicks off 67 yards, returned by Dwayne Harris for 23 yards (tackle by Brandon Copeland)",0.000,-0.340
3,7:33,1,10,NYG 21,6,10,Rashad Jennings right guard for 2 yards (tackle by DeAndre Levy and Haloti Ngata),0.340,0.070
3,7:04,2,8,NYG 23,6,10,Eli Manning pass complete short right to Will Tye for 4 yards (tackle by Tahir Whitehead),0.070,-0.100
3,6:29,3,4,NYG 27,6,10,Eli Manning pass complete short right to Odell Beckham for 4 yards (tackle by Nevin Lawson),-0.100,1.000
3,6:00,1,10,NYG 31,6,10,Shane Vereen right guard for 3 yards (tackle by Tavon Wilson and Ezekiel Ansah),1.000,0.870
3,5:29,2,7,NYG 34,6,10,Eli Manning pass incomplete short middle intended for Jerell Adams,0.870,0.170
3,5:23,3,7,NYG 34,6,10,Eli Manning pass complete short middle to Sterling Shepard for 14 yards (tackle by Asa Jackson),0.170,2.130
3,5:05,1,10,NYG 48,6,10,Odell Beckham left end for 9 yards (tackle by Glover Quin),2.130,2.800
3,4:30,2,1,DET 43,6,10,Rashad Jennings left guard for 4 yards (tackle by Tavon Wilson and Tahir Whitehead),2.800,2.980
3,3:52,1,10,DET 39,6,10,Rashad Jennings left tackle for 5 yards (tackle by Tahir Whitehead),2.980,3.120
3,3:15,2,5,DET 34,6,10,Rashad Jennings middle for -3 yards (tackle by Tyrunn Walker),3.120,2.020
3,2:28,3,8,DET 37,6,10,Eli Manning pass incomplete deep right intended for Victor Cruz (defended by Johnson Bademosi),2.020,0.790
3,2:22,4,8,DET 37,6,10,Brad Wing punts 33 yards,0.790,0.380
3,2:13,1,10,DET 4,6,10,Zach Zenner right guard for 1 yard (tackle by Johnathan Hankins and Olivier Vernon),-0.380,-0.710
3,1:34,2,9,DET 5,6,10,Matthew Stafford pass complete short right to Zach Zenner for 7 yards (tackle by Landon Collins and Dominique Rodgers-Cromartie),-0.710,-0.480
3,1:05,3,2,DET 12,6,10,Matthew Stafford pass complete short left to Eric Ebron for 1 yard (tackle by Landon Collins),-0.480,-2.490
3,0:29,4,1,DET 13,6,10,"Sam Martin punts 47 yards, returned by Dwayne Harris for 8 yards (tackle by Don Carey)",-2.490,-2.130
3,0:16,1,10,NYG 48,6,10,Eli Manning sacked by Ezekiel Ansah for -8 yards,2.130,0.500
Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,18,NYG 40,6,10,Eli Manning pass incomplete short right intended for Paul Perkins,0.500,-0.160
4,14:54,3,18,NYG 40,6,10,Eli Manning pass incomplete short right intended for Shane Vereen,-0.160,-0.720
4,14:49,4,18,NYG 40,6,10,Brad Wing punts 57 yards,-0.720,0.380
4,14:37,1,10,DET 3,6,10,Matthew Stafford pass complete short right to Marvin Jones for 6 yards (tackle by Eli Apple),-0.380,-0.340
4,14:04,2,4,DET 9,6,10,Dwayne Washington right guard for 1 yard (tackle by Johnathan Hankins and Eli Apple),-0.340,-0.600
4,13:20,3,3,DET 10,6,10,Matthew Stafford pass complete short left to Anquan Boldin for 9 yards (tackle by Coty Sensabaugh),-0.600,0.150
4,12:42,1,10,DET 19,6,10,Matthew Stafford left guard for 5 yards (tackle by Devon Kennard),0.150,0.340
4,11:58,2,5,DET 24,6,10,Dwayne Washington left end for no gain (tackle by Dominique Rodgers-Cromartie),0.340,-0.420
4,11:22,3,5,DET 24,6,10,Matthew Stafford pass complete short left to Golden Tate for 14 yards (tackle by Trevin Wade),-0.420,1.470
4,10:39,1,10,DET 38,6,10,Dwayne Washington right guard for 2 yards (tackle by Romeo Okwara and B.J. Goodson),1.470,1.190
4,9:56,2,8,DET 40,6,10,Matthew Stafford pass incomplete short left intended for Golden Tate (defended by Dominique Rodgers-Cromartie),1.190,0.500
4,9:51,3,8,DET 40,6,10,Matthew Stafford pass complete short right to Golden Tate for -1 yards (tackle by Eli Apple),0.500,-0.780
4,9:21,4,9,DET 39,6,10,"Sam Martin punts 37 yards, returned by Odell Beckham for 5 yards (tackle by Antwione Williams)",-0.780,-0.870
4,9:10,1,10,NYG 29,6,10,Paul Perkins right tackle for 10 yards (tackle by Tavon Wilson and Kerry Hyder),0.870,1.530
4,8:20,1,10,NYG 39,6,10,Eli Manning pass incomplete short middle intended for Odell Beckham (defended by A'Shawn Robinson),1.530,0.990
4,8:16,2,10,NYG 39,6,10,Eli Manning pass incomplete short middle intended for Sterling Shepard (defended by Asa Jackson),0.990,0.300
4,8:12,3,10,NYG 39,6,10,Eli Manning pass complete deep left to Odell Beckham for 25 yards (tackle by Asa Jackson),0.300,3.180
4,7:44,1,10,DET 36,6,10,Eli Manning pass complete short right to Sterling Shepard for 23 yards (tackle by Nevin Lawson),3.180,4.710
4,7:16,1,10,DET 13,6,10,Paul Perkins middle for 5 yards (tackle by Josh Bynes and Asa Jackson),4.710,4.960
4,6:40,2,5,DET 8,6,10,Paul Perkins middle for 4 yards (tackle by DeAndre Levy and Josh Bynes),4.960,0.000
4,5:51,,,,6,10,Timeout #1 by New York Giants,0.000,-5.010
4,5:51,3,1,DET 4,6,16,"Eli Manning pass complete short right to Odell Beckham for 4 yards, touchdown",5.010,7.000
4,5:47,,,DET 15,6,17,Robbie Gould kicks extra point good,0.000,0.000
4,5:47,,,NYG 35,6,17,"Robbie Gould kicks off 58 yards, returned by Andre Roberts for 12 yards (tackle by Kerry Wynn)",0.000,-0.150
4,5:42,1,10,DET 19,6,17,Matthew Stafford pass incomplete deep left intended for Marvin Jones (defended by Dominique Rodgers-Cromartie),0.150,-0.390
4,5:36,2,10,DET 19,6,17,Matthew Stafford pass incomplete short left intended for Dwayne Washington,-0.390,-1.070
4,5:27,3,10,DET 19,6,17,Matthew Stafford pass incomplete short right intended for Eric Ebron,-1.070,-2.140
4,5:20,4,10,DET 19,6,17,"Sam Martin punts 44 yards, returned by Odell Beckham for 63 yards. Penalty on Eric Pinkins: Illegal Block Above the Waist, 10 yards",-2.140,-1.000
4,4:56,1,10,NYG 31,6,17,Rashad Jennings right tackle for no gain (tackle by Tahir Whitehead),1.000,0.000
4,4:50,,,,6,17,Timeout #1 by Detroit Lions,0.000,-0.460
4,4:50,2,10,NYG 31,6,17,Rashad Jennings right guard for 3 yards (tackle by Tahir Whitehead and Kerry Hyder),0.460,0.000
4,4:44,,,,6,17,Timeout #2 by Detroit Lions,0.000,-0.170
4,4:44,3,7,NYG 34,6,17,Rashad Jennings right guard for 2 yards (tackle by Ezekiel Ansah),0.170,-0.980
4,4:00,4,5,NYG 36,6,17,"Brad Wing punts 45 yards, returned by Andre Roberts for 6 yards (tackle by B.J. Goodson)",-0.980,-0.610
4,3:49,1,10,DET 25,6,17,Matthew Stafford pass incomplete short right intended for Zach Zenner (defended by Owamagbe Odighizuwa),0.610,0.060
4,3:45,2,10,DET 25,6,17,Matthew Stafford pass complete short left to Golden Tate for 12 yards (tackle by Dominique Rodgers-Cromartie),0.060,1.400
4,3:24,1,10,DET 37,6,17,Matthew Stafford pass complete deep left to Golden Tate for 24 yards (tackle by Landon Collins),1.400,2.980
4,3:02,1,10,NYG 39,6,17,Matthew Stafford pass complete short middle to Zach Zenner for 8 yards (tackle by Landon Collins),2.980,3.520
4,2:40,2,2,NYG 31,6,17,Matthew Stafford pass complete short middle to Marvin Jones for 14 yards (tackle by Trevin Wade),3.520,4.440
4,2:19,1,10,NYG 17,6,17,Matthew Stafford pass incomplete deep right intended for Marvin Jones,4.440,3.850
4,2:15,2,10,NYG 17,6,17,Matthew Stafford pass incomplete deep middle intended for Golden Tate,3.850,3.070
4,2:09,3,10,NYG 17,6,17,Matthew Stafford pass incomplete deep left intended for Anquan Boldin is intercepted by Dominique Rodgers-Cromartie at NYG--3,3.070,-0.280
4,1:58,1,10,NYG 20,6,17,Rashad Jennings middle for 1 yard (tackle by Rafael Bush and Ezekiel Ansah),0.280,0.000
4,1:54,,,,6,17,Timeout #3 by Detroit Lions,0.000,0.130
4,1:54,2,9,NYG 21,6,17,Rashad Jennings left guard for 1 yard (tackle by DeAndre Levy and Josh Bynes),-0.130,-0.690
4,1:11,3,8,NYG 22,6,17,Rashad Jennings right guard for no gain (tackle by DeAndre Levy and Josh Bynes),-0.690,0.000
4,0:25,,,,6,17,Timeout #2 by New York Giants,0.000,1.900
4,0:25,4,8,NYG 22,6,17,"Brad Wing punts 51 yards, returned by Andre Roberts for 2 yards (tackle by Jonathan Casillas)",-1.900,-0.870
4,0:12,1,10,DET 29,6,17,"Matthew Stafford pass incomplete. Penalty on Kerry Wynn: Roughing the Passer, 15 yards (no play)",0.870,1.860
4,0:05,1,10,DET 44,6,17,Matthew Stafford pass complete short left to Zach Zenner for 33 yards (tackle by Dominique Rodgers-Cromartie),1.860,4.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
