Quarter,Time,Down,ToGo,Location,TEN,SFO,Detail,EPB,EPA
2,2:50,2,1,SFO 27,10,10,"Penalty on Tony Brown: Encroachment, 5 yards (no play)",0.820,1.070
2,2:29,1,10,SFO 32,10,10,Alex Smith pass complete short middle to Michael Crabtree for 9 yards (tackle by Chris Hope),1.070,1.740
2,2:00,2,1,SFO 41,10,10,Frank Gore middle for 4 yards (tackle by Stephen Tulloch),1.740,1.930
2,1:40,1,10,SFO 45,10,10,Alex Smith pass complete short left to Michael Crabtree for 17 yards (tackle by Michael Griffin),1.930,3.050
2,1:15,1,10,TEN 38,10,10,Alex Smith pass complete short left to Vernon Davis for 5 yards (tackle by Keith Bulluck),3.050,3.180
2,1:03,,,,10,10,Timeout #1 by San Francisco 49ers,0.000,3.180
2,1:03,2,5,TEN 33,10,10,Alex Smith pass incomplete short left intended for Isaac Bruce,3.180,2.480
2,0:58,3,5,TEN 33,10,10,Alex Smith pass complete short left to Vernon Davis for 13 yards (tackle by Roderick Hood),2.480,4.240
2,0:48,,,,10,10,Timeout #2 by San Francisco 49ers,0.000,4.240
2,0:48,1,10,TEN 20,10,10,Alex Smith pass complete short middle to Frank Gore for 8 yards (tackle by Vincent Fuller),4.240,5.040
2,0:28,2,2,TEN 12,10,16,"Alex Smith pass complete short right to Jason Hill for 12 yards, touchdown",5.040,7.000
2,,,,TEN 2,10,17,Joe Nedney kicks extra point good,0.000,0.000
2,,,,SFO 30,10,17,"Joe Nedney kicks off 67 yards, returned by Alvin Pearman for 27 yards (tackle by Marcus Hudson)",0.000,0.940
2,0:12,1,10,TEN 30,10,17,Chris Johnson right tackle for 9 yards (tackle by Dre' Bly and Mark Roman),0.940,1.610
Quarter,Time,Down,ToGo,Location,TEN,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,10,17,"Rob Bironas kicks off 70 yards, returned by Michael Robinson for 24 yards (tackle by Donnie Nickey)",0.000,0.540
3,14:55,1,10,SFO 24,10,17,Frank Gore right guard for 2 yards (tackle by Tony Brown),0.540,0.270
3,14:17,2,8,SFO 26,10,17,Frank Gore middle for 4 yards (tackle by Stephen Tulloch and Kyle Vanden Bosch),0.270,0.100
3,13:37,3,4,SFO 30,10,17,Alex Smith pass complete short left to Jason Hill for 5 yards (tackle by Michael Griffin),0.100,1.270
3,12:58,1,10,SFO 35,10,17,"Penalty on Vernon Davis: False Start, 5 yards (no play)",1.270,0.940
3,12:33,1,15,SFO 30,10,17,Alex Smith pass complete short middle to Frank Gore for 7 yards (tackle by Stephen Tulloch and Gerald McRath),0.940,0.990
3,11:53,2,8,SFO 37,10,17,Alex Smith pass incomplete short right intended for Josh Morgan,0.990,0.300
3,11:48,3,8,SFO 37,10,17,Alex Smith pass incomplete deep right intended for Michael Crabtree,0.300,-0.910
3,11:38,4,8,SFO 37,10,17,"Andy Lee punts 53 yards, fair catch by Alvin Pearman",-0.910,0.380
3,11:30,1,10,TEN 10,10,17,Chris Johnson middle for 1 yard (tackle by Parys Haralson),-0.380,-0.710
3,10:54,2,9,TEN 11,10,17,Chris Johnson right end for 5 yards (tackle by Manny Lawson),-0.710,-0.720
3,10:24,3,4,TEN 16,10,17,Vince Young pass incomplete short left intended for Justin Gage,-0.720,-2.390
3,10:20,4,4,TEN 16,10,17,"Brett Kern punts 57 yards, returned by Brandon Jones for no gain",-2.390,-0.740
3,10:09,1,10,SFO 27,10,17,Alex Smith pass complete short left to Vernon Davis for 13 yards (tackle by Michael Griffin),0.740,1.600
3,9:35,1,10,SFO 40,10,17,Alex Smith sacked by Chris Hope for -8 yards,1.600,-0.030
3,8:59,2,18,SFO 32,10,17,"Alex Smith sacked by Jacob Ford for -9 yards. Alex Smith fumbles (forced by Jacob Ford), recovered by Keith Bulluck at SFO-36 (tackle by Michael Crabtree)",-0.030,-3.180
,,,,,,,"TEN challenged the incomplete pass ruling, and the original play was overturned.",,
3,8:46,1,10,SFO 36,10,17,Chris Johnson right end for 8 yards (tackle by Dashon Goldson),3.180,3.720
3,8:23,2,2,SFO 28,10,17,Chris Johnson right guard for 8 yards (tackle by Shawntae Spencer),3.720,4.240
3,7:44,1,10,SFO 20,10,17,Vince Young pass incomplete deep middle intended for Nate Washington,4.240,3.690
3,7:37,2,10,SFO 20,10,17,Chris Johnson right tackle for 1 yard (tackle by Isaac Sopoaga),3.690,3.100
3,6:57,3,9,SFO 19,10,17,Vince Young pass complete short left to Chris Johnson for 16 yards (tackle by Shawntae Spencer and Patrick Willis),3.100,6.510
3,6:19,,,,10,17,Timeout #1 by Tennessee Titans,0.000,6.510
3,6:19,1,3,SFO 3,10,17,Chris Johnson right end for 2 yards (tackle by Patrick Willis),6.510,5.910
3,5:44,2,1,SFO 1,16,17,"Chris Johnson middle for 1 yard, touchdown",5.910,7.000
3,,,,SFO 2,17,17,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,17,17,"Rob Bironas kicks off 69 yards, returned by Michael Robinson for 26 yards (tackle by Colin Allred)",0.000,0.740
3,5:32,1,10,SFO 27,17,17,Alex Smith pass incomplete short middle intended for Josh Morgan,0.740,0.200
3,5:27,2,10,SFO 27,17,17,"Frank Gore left end for -1 yards (tackle by Stephen Tulloch). Penalty on Kyle Vanden Bosch: Defensive Offside, 5 yards (no play)",0.200,0.870
3,4:58,2,5,SFO 32,17,17,"Penalty on Adam Snyder: False Start, 5 yards (no play)",0.870,0.200
3,4:35,2,10,SFO 27,17,17,Alex Smith pass complete short left to Frank Gore for 9 yards (tackle by Roderick Hood),0.200,0.700
3,4:03,3,1,SFO 36,17,17,"Moran Norris middle for no gain (tackle by William Hayes and Kyle Vanden Bosch). Penalty on Kevin Vickerson: Defensive Offside, 5 yards (no play)",0.700,1.660
3,3:39,1,10,SFO 41,17,17,Josh Morgan right end for 11 yards (tackle by Cortland Finnegan),1.660,2.390
3,3:10,1,10,TEN 48,17,17,Frank Gore left guard for 2 yards (tackle by Keith Bulluck and Gerald McRath),2.390,2.120
3,2:30,2,8,TEN 46,17,17,Alex Smith pass complete short right to Vernon Davis for 7 yards (tackle by Gerald McRath),2.120,2.340
3,1:59,3,1,TEN 39,17,17,Frank Gore middle for 2 yards (tackle by Jovan Haye),2.340,3.120
3,1:11,1,10,TEN 37,17,17,Frank Gore right tackle for 13 yards (tackle by Michael Griffin),3.120,3.970
3,1:11,1,10,TEN 24,17,17,"Penalty on Vernon Davis: False Start, 5 yards (no play)",3.970,3.640
3,0:03,1,15,TEN 29,17,17,"Alex Smith pass complete short left to Glen Coffee for 6 yards (tackle by Keith Bulluck and Jovan Haye). Penalty on David Baas: Ineligible Downfield Pas, 5 yards (no play)",3.640,3.310
Quarter,Time,Down,ToGo,Location,TEN,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,20,TEN 34,17,17,Frank Gore left guard for 7 yards (tackle by Stephen Tulloch and Keith Bulluck),3.310,3.030
4,14:17,2,13,TEN 27,17,17,Alex Smith pass complete short right to Vernon Davis for 7 yards (tackle by Stephen Tulloch),3.030,3.270
4,13:33,3,6,TEN 20,17,17,Alex Smith pass complete short right to Josh Morgan for 5 yards (tackle by Cortland Finnegan),3.270,2.590
4,13:07,4,1,TEN 15,17,17,Frank Gore left end for 5 yards (tackle by William Hayes),2.590,4.910
4,12:21,1,10,TEN 10,17,17,Michael Robinson middle for -1 yards (tackle by Keith Bulluck),4.910,4.020
4,11:38,2,11,TEN 11,17,17,Alex Smith pass complete short right to Michael Robinson for 4 yards (tackle by Gerald McRath),4.020,3.810
4,11:03,3,7,TEN 7,17,17,Alex Smith pass incomplete short middle intended for Frank Gore,3.810,2.970
4,10:59,4,7,TEN 7,17,20,Joe Nedney 25 yard field goal good,2.970,3.000
4,,,,SFO 30,17,20,"Joe Nedney kicks off 72 yards, returned by Alvin Pearman for 21 yards (tackle by Scott McKillop)",0.000,0.150
4,10:49,1,10,TEN 19,17,20,Vince Young pass incomplete deep middle intended for Nate Washington,0.150,-0.390
4,10:42,2,10,TEN 19,17,20,Chris Johnson for 41 yards (tackle by Michael Lewis),-0.390,2.920
,,,,,,,"SFO challenged the runner was in bounds ruling, and the original play was overturned.",,
4,10:26,1,10,SFO 40,17,20,Chris Johnson left end for -4 yards (tackle by Parys Haralson),2.920,1.830
4,9:40,2,14,SFO 44,17,20,Vince Young pass complete deep middle to Justin Gage for 33 yards (tackle by Dre' Bly),1.830,4.840
4,8:48,,,,17,20,Timeout #2 by Tennessee Titans,0.000,4.840
4,8:47,1,10,SFO 11,17,20,Vince Young left end for 6 yards (tackle by Michael Lewis),4.840,5.280
4,8:19,2,4,SFO 5,17,20,Chris Johnson middle for 3 yards (tackle by Takeo Spikes),5.280,5.120
4,7:48,3,1,SFO 2,17,20,LenDale White middle for no gain (tackle by Mark Roman),5.120,3.250
4,7:18,4,1,SFO 2,23,20,"Chris Johnson left end for 2 yards, touchdown",3.250,7.000
4,,,,SFO 2,24,20,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,24,20,"Rob Bironas kicks off 67 yards, returned by Michael Robinson for 27 yards (tackle by Lavelle Hawkins)",0.000,0.940
4,7:05,1,10,SFO 30,24,20,Alex Smith pass complete short right to Frank Gore for 2 yards (tackle by Gerald McRath),0.940,0.660
4,6:24,2,8,SFO 32,24,20,Alex Smith pass incomplete short left intended for Josh Morgan is intercepted by Chris Hope at SFO-39,0.660,-2.980
4,6:13,1,10,SFO 39,24,20,Chris Johnson middle for 2 yards (tackle by Kentwan Balmer and Patrick Willis),2.980,2.710
4,5:30,2,8,SFO 37,24,20,Chris Johnson left end for 4 yards (tackle by Patrick Willis),2.710,2.540
4,4:50,3,4,SFO 33,24,20,Vince Young pass complete short right to Bo Scaife for 15 yards (tackle by Dashon Goldson),2.540,4.370
4,4:08,1,10,SFO 18,24,20,LenDale White middle for no gain (tackle by Isaac Sopoaga and Aubrayo Franklin),4.370,3.800
4,3:31,2,10,SFO 18,24,20,Chris Johnson middle for 5 yards (tackle by Mark Roman),3.800,3.820
4,3:19,,,,24,20,Timeout #1 by San Francisco 49ers,0.000,3.820
4,3:19,3,5,SFO 13,24,20,Vince Young left end for 3 yards (tackle by Patrick Willis),3.820,2.890
4,3:09,,,,24,20,Timeout #2 by San Francisco 49ers,0.000,2.890
4,3:09,4,2,SFO 10,27,20,Rob Bironas 28 yard field goal good,2.890,3.000
4,,,,TEN 30,27,20,"Rob Bironas kicks off 63 yards, returned by Michael Robinson for 21 yards (tackle by Kevin Kaesviharn)",0.000,0.810
4,3:00,1,10,SFO 28,33,20,"Alex Smith pass incomplete short right intended for Josh Morgan is intercepted by Cortland Finnegan at SFO-39 and returned for 39 yards, touchdown",0.810,-7.000
4,,,,SFO 2,34,20,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,34,20,"Rob Bironas kicks off 68 yards, returned by Michael Robinson for 20 yards (tackle by Craig Stevens)",0.000,0.410
4,2:45,1,10,SFO 22,34,20,Alex Smith pass complete short right to Vernon Davis for 5 yards (tackle by Cortland Finnegan and Stephen Tulloch),0.410,0.540
4,2:19,2,5,SFO 27,34,20,Alex Smith pass complete short right to Jason Hill for 30 yards (tackle by Stephen Tulloch),0.540,2.720
4,2:00,1,10,TEN 43,34,20,"Penalty on Jacob Ford: Neutral Zone Infraction, 5 yards (no play)",2.720,3.450
4,2:00,1,5,TEN 38,34,20,Alex Smith pass incomplete short right intended for Michael Crabtree,3.450,2.850
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,1:55,2,5,TEN 38,34,20,Alex Smith pass complete short right to Vernon Davis for 4 yards (tackle by Cortland Finnegan),2.850,2.680
4,1:49,3,1,TEN 34,34,20,Alex Smith pass incomplete short left intended for Michael Crabtree,2.680,1.100
4,1:44,4,1,TEN 34,34,20,"Alex Smith pass complete short left to Vernon Davis for 8 yards (tackle by Michael Griffin). Penalty on Jacob Ford: Defensive Offside (Declined), Penalty on Michael Griffin: Face Mask (15 Yards), 13 yards",1.100,4.710
4,1:39,1,10,TEN 13,34,20,Alex Smith pass incomplete short middle intended for Frank Gore (defended by Jason Jones),4.710,4.050
4,1:34,2,10,TEN 13,34,20,Alex Smith pass incomplete short left intended for Josh Morgan,4.050,3.120
4,1:31,3,10,TEN 13,34,20,Alex Smith pass complete short right to Josh Morgan for 4 yards (tackle by Cortland Finnegan),3.120,2.850
4,1:26,4,6,TEN 9,34,20,Alex Smith pass complete short right to Frank Gore for 6 yards (tackle by Cortland Finnegan),2.850,6.510
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
4,0:44,1,3,TEN 3,34,26,"Alex Smith pass complete short middle to Jason Hill for 3 yards, touchdown",6.510,7.000
4,,,,TEN 2,34,27,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,34,27,Joe Nedney kicks onside 9 yards,0.000,2.980
4,0:38,1,10,SFO 39,34,27,Vince Young kneels for -1 yards,2.980,2.300
4,0:36,,,,34,27,Timeout #3 by San Francisco 49ers,0.000,2.300
4,0:36,2,11,SFO 40,34,27,Vince Young kneels for -1 yards,2.300,1.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
