Quarter,Time,Down,ToGo,Location,BUF,NOR,Detail,EPB,EPA
2,3:13,1,10,NOR 49,10,0,Tony Jones left guard for no gain (tackle by Ed Oliver),,
2,2:40,2,10,NOR 49,10,0,Trevor Siemian sacked by and Ed Oliver for -8 yards and Efe Obada for -8 yards,,
2,2:00,3,18,NOR 41,10,0,Trevor Siemian pass complete short middle to Adam Prentice for 10 yards (tackle by Micah Hyde and Jerry Hughes),,
2,1:51,,,,,,Timeout #1 by Buffalo Bills,,
2,1:51,4,8,BUF 49,10,0,Blake Gillikin pass incomplete short left intended for Lil'Jordan Humphrey,,
2,1:47,1,10,BUF 49,10,0,Josh Allen pass complete short left to Cole Beasley for 9 yards (tackle by P.J. Williams),,
2,1:24,2,1,NOR 42,10,0,Devin Singletary left guard for 2 yards (tackle by Josiah Bronson and Carl Granderson),,
2,1:00,1,10,NOR 40,10,0,Josh Allen pass complete short right to Devin Singletary for 4 yards (tackle by Marshon Lattimore),,
2,0:55,2,6,NOR 36,10,0,Josh Allen scrambles right end for 3 yards (tackle by Marshon Lattimore),,
2,0:49,3,3,NOR 33,10,0,Josh Allen pass complete deep left to Emmanuel Sanders for 17 yards,,
2,0:31,1,10,NOR 16,10,0,"Josh Allen pass incomplete short middle. Penalty on Cameron Jordan: Defensive Offside, 5 yards (accepted) (no play)",,
2,0:27,1,5,NOR 11,10,0,Josh Allen pass complete short middle to Emmanuel Sanders for 4 yards (tackle by Demario Davis),,
2,0:22,,,,,,Timeout #2 by Buffalo Bills,,
2,0:22,2,1,NOR 7,10,0,"Josh Allen pass complete short right to Dawson Knox for no gain, touchdown. Penalty on Ike Boettger: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
2,0:16,2,6,NOR 12,10,0,Josh Allen pass short left (defended by Cameron Jordan) intended for Gabriel Davis is intercepted by Kwon Alexander at NO-10 and returned for no gain (tackle by Emmanuel Sanders),,
2,0:08,1,10,NOR 10,10,0,Trevor Siemian kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,BUF,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,10,0,"Brett Maher kicks off 65 yards, touchback.",,
3,15:00,1,10,BUF 25,10,0,Devin Singletary left end for -1 yards (tackle by Demario Davis),,
3,14:28,2,11,BUF 24,10,0,Devin Singletary left guard for 4 yards (tackle by Shy Tuttle),,
3,13:51,3,7,BUF 28,10,0,Josh Allen scrambles right end for 10 yards (tackle by Bradley Roby),,
3,13:09,1,10,BUF 38,10,0,Josh Allen pass complete short left to Cole Beasley for 7 yards (tackle by Marcus Williams),,
3,12:30,2,3,BUF 45,10,0,Josh Allen right guard for 1 yard (tackle by Kwon Alexander and Cameron Jordan),,
3,11:45,3,2,BUF 46,10,0,Josh Allen pass complete short right to Cole Beasley for 14 yards (tackle by Malcolm Jenkins),,
3,11:07,1,10,NOR 40,10,0,Devin Singletary left guard for 11 yards (tackle by Demario Davis),,
3,10:24,1,10,NOR 29,10,0,Josh Allen pass incomplete short right,,
3,10:21,2,10,NOR 29,10,0,"Josh Allen pass incomplete short right intended for Stefon Diggs. Penalty on Marshon Lattimore: Defensive Pass Interference, 9 yards (accepted) (no play)",,
3,10:16,1,10,NOR 20,10,0,Devin Singletary left end for 15 yards (tackle by Demario Davis and Marshon Lattimore),,
3,9:32,1,5,NOR 5,10,0,Devin Singletary right guard for no gain (tackle by Shy Tuttle),,
3,8:54,2,5,NOR 5,16,0,"Josh Allen pass complete short left to Stefon Diggs for 5 yards, touchdown",,
3,8:48,,,NOR 15,17,0,Tyler Bass kicks extra point good,,
3,8:48,,,BUF 35,17,0,"Tyler Bass kicks off 65 yards, returned by Deonte Harty for 14 yards (tackle by Taiwan Jones and Andre Smith)",,
3,8:40,1,10,NOR 14,17,0,Tony Jones right tackle for 2 yards (tackle by Dane Jackson),,
3,8:07,2,8,NOR 16,17,0,Trevor Siemian pass incomplete deep right intended for Marquez Callaway,,
3,8:00,3,8,NOR 16,17,0,Trevor Siemian scrambles right tackle for 2 yards (tackle by Ed Oliver),,
3,7:21,4,6,NOR 18,17,0,"Blake Gillikin punts 45 yards, recovered by Marquez Stevenson at BUF-38 and returned for 9 yards (tackle by Zack Baun)",,
3,7:10,1,10,BUF 47,17,0,Josh Allen pass complete short right to Gabriel Davis for 21 yards (tackle by Marcus Williams),,
3,6:31,1,10,NOR 32,17,0,Devin Singletary left tackle for -5 yards (tackle by Carl Granderson),,
3,5:49,2,15,NOR 37,17,0,Josh Allen scrambles left end for 9 yards (tackle by Malcolm Jenkins),,
3,5:10,3,6,NOR 28,17,0,Josh Allen pass complete short right to Cole Beasley for 4 yards (tackle by Bradley Roby),,
3,4:28,4,2,NOR 24,23,0,"Josh Allen pass complete short right to Dawson Knox for 24 yards, touchdown",,
3,4:19,,,NOR 15,24,0,Tyler Bass kicks extra point good,,
3,4:19,,,BUF 35,24,0,"Tyler Bass kicks off 65 yards, touchback.",,
3,4:19,1,10,NOR 25,24,0,Trevor Siemian pass incomplete short left,,
3,4:17,2,10,NOR 25,24,0,Ty Montgomery left guard for 1 yard (tackle by Tremaine Edmunds and Matt Milano),,
3,3:37,3,9,NOR 26,24,0,Trevor Siemian pass complete deep left to Marquez Callaway for 17 yards,,
3,3:32,1,10,NOR 43,24,0,"Penalty on Ed Oliver: Roughing the Passer, 15 yards (accepted) (no play)",,
3,3:20,1,10,BUF 42,24,0,Trevor Siemian pass incomplete short right,,
3,3:13,2,10,BUF 42,24,0,Trevor Siemian pass complete short right to Deonte Harty for 9 yards (tackle by Tremaine Edmunds),,
3,2:29,3,1,BUF 33,24,0,Tony Jones right tackle for 4 yards (tackle by Dane Jackson),,
3,1:56,1,10,BUF 29,24,0,Tony Jones left guard for -5 yards (tackle by Taron Johnson),,
3,1:18,2,15,BUF 34,24,0,Trevor Siemian pass complete deep left to Lil'Jordan Humphrey for 24 yards (tackle by Levi Wallace),,
3,0:33,1,10,BUF 10,24,0,"Penalty on Lil'Jordan Humphrey: False Start, 5 yards (accepted) (no play)",,
3,0:13,1,15,BUF 15,24,0,Tony Jones left end for 4 yards (tackle by Dane Jackson and Mario Addison),,
Quarter,Time,Down,ToGo,Location,BUF,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,BUF 11,24,6,"Trevor Siemian pass complete short right to Nick Vannett for 11 yards, touchdown",,
4,14:54,,,BUF 2,24,6,Two Point Attempt: Trevor Siemian pass incomplete intended for intended for Lil'Jordan Humphrey,,
4,14:54,,,NOR 35,24,6,"Brett Maher kicks off 65 yards, touchback.",,
4,14:54,1,10,BUF 25,24,6,Josh Allen pass complete short right to Stefon Diggs for 5 yards (tackle by Bradley Roby),,
4,14:11,2,5,BUF 30,24,6,Devin Singletary left guard for 6 yards (tackle by Demario Davis and Marcus Williams),,
4,13:31,1,10,BUF 36,24,6,Josh Allen left end for 3 yards (tackle by Kwon Alexander),,
4,12:57,2,7,BUF 39,24,6,Josh Allen pass complete short left to Stefon Diggs for 6 yards (tackle by Bradley Roby),,
4,12:16,3,1,BUF 45,24,6,Josh Allen pass incomplete short left intended for Stefon Diggs (defended by Marshon Lattimore),,
4,12:12,,,,,,Timeout #1 by New Orleans Saints,,
4,12:12,,,,,,Timeout #1 by Buffalo Bills,,
4,12:12,4,1,BUF 45,24,6,Matt Haack punts 43 yards downed by Siran Neal,,
4,12:02,1,10,NOR 12,24,6,Trevor Siemian pass complete short left to Ty Montgomery for -3 yards (tackle by Matt Milano),,
4,11:39,2,13,NOR 9,24,6,Trevor Siemian pass incomplete deep right intended for Deonte Harty,,
4,11:34,3,13,NOR 9,24,6,Trevor Siemian pass complete short middle to Marquez Callaway for 7 yards (tackle by Taron Johnson and Levi Wallace),,
4,10:57,4,6,NOR 16,24,6,"Blake Gillikin punts 53 yards, returned by Marquez Stevenson for 18 yards (tackle by Dwayne Washington)",,
4,10:42,1,10,BUF 49,24,6,Josh Allen pass complete deep left to Stefon Diggs for 28 yards (tackle by Paulson Adebo),,
4,9:50,1,10,NOR 23,24,6,Devin Singletary left guard for 2 yards (tackle by Christian Ringo),,
4,9:06,2,8,NOR 21,24,6,Matt Breida left end for -2 yards (tackle by Paulson Adebo),,
4,8:25,3,10,NOR 23,30,6,"Josh Allen pass complete short left to Matt Breida for 23 yards, touchdown",,
4,8:17,,,NOR 15,31,6,Tyler Bass kicks extra point good,,
4,8:17,,,BUF 35,31,6,"Tyler Bass kicks off 65 yards, touchback.",,
4,8:17,1,10,NOR 25,31,6,Trevor Siemian pass complete short right to Ty Montgomery for 6 yards (tackle by Tremaine Edmunds),,
4,7:52,2,4,NOR 31,31,6,Trevor Siemian pass complete short middle to Tre'Quan Smith for 3 yards (tackle by Matt Milano),,
4,7:34,3,1,NOR 34,31,6,"Trevor Siemian pass complete short middle to Ty Montgomery for 7 yards (tackle by Tremaine Edmunds and Taron Johnson). Penalty on Jerry Hughes: Defensive Offside, 5 yards (declined)",,
4,7:13,1,10,NOR 41,31,6,Trevor Siemian pass incomplete short right intended for Deonte Harty,,
4,7:08,,,,,,Timeout #2 by New Orleans Saints,,
4,7:08,2,10,NOR 41,31,6,Trevor Siemian pass deep right intended for Deonte Harty is intercepted by Jordan Poyer at BUF-38 and returned for 18 yards (tackle by Tre'Quan Smith),,
4,6:59,1,10,NOR 44,31,6,Devin Singletary right guard for 4 yards (tackle by Pete Werner and Christian Ringo),,
4,6:16,2,6,NOR 40,31,6,Devin Singletary left tackle for 3 yards (tackle by Demario Davis and Zack Baun),,
4,5:35,3,3,NOR 37,31,6,Devin Singletary left guard for -2 yards (tackle by Josiah Bronson and Demario Davis),,
4,4:45,4,5,NOR 39,31,6,"Penalty on BUF: Delay of Game, 5 yards (accepted) (no play)",,
4,4:45,4,10,NOR 44,31,6,"Matt Haack punts 36 yards, fair catch by Deonte Harty at NO-8",,
4,4:39,1,10,NOR 8,31,6,Tony Jones left guard for 3 yards (tackle by A.J. Epenesa),,
4,4:05,2,7,NOR 11,31,6,Tony Jones right guard for no gain (tackle by Harrison Phillips and Efe Obada),,
4,3:26,3,7,NOR 11,31,6,Trevor Siemian pass complete short middle to Lil'Jordan Humphrey for 14 yards (tackle by Jaquan Johnson),,
4,2:48,1,10,NOR 25,31,6,Ty Montgomery right guard for no gain (tackle by Tyrel Dodson and Eli Ankou),,
4,2:13,2,10,NOR 25,31,6,Ty Montgomery right tackle for 4 yards (tackle by Gregory Rousseau and Siran Neal),,
4,2:00,3,6,NOR 29,31,6,Tony Jones left tackle for 11 yards (tackle by A.J. Klein),,
4,1:28,1,10,NOR 40,31,6,Ty Montgomery left guard for 3 yards (tackle by A.J. Epenesa),,
4,0:56,2,7,NOR 43,31,6,Tony Jones left end for 2 yards (tackle by Brandin Bryant),,
4,0:21,3,5,NOR 45,31,6,Tony Jones left guard for no gain (tackle by Gregory Rousseau),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
