Quarter,Time,Down,ToGo,Location,SFO,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 30,10,10,Dontrell Hilliard left end for 4 yards (tackle by Fred Warner),,
4,14:24,2,6,SFO 26,10,10,Ryan Tannehill sacked by Kentavius Street for -4 yards,,
4,13:48,3,10,SFO 30,10,10,Ryan Tannehill pass complete short left to A.J. Brown for 12 yards (tackle by Jarrod Wilson),,
4,13:07,1,10,SFO 18,10,16,"Ryan Tannehill pass complete deep left to A.J. Brown for 18 yards, touchdown",,
4,13:02,,,SFO 15,10,17,Randy Bullock kicks extra point good,,
4,13:02,,,TEN 35,10,17,"Randy Bullock kicks off 65 yards, touchback.",,
4,13:02,1,10,SFO 25,10,17,Jimmy Garoppolo pass incomplete short middle intended for Jauan Jennings,,
4,12:59,2,10,SFO 25,10,17,Deebo Samuel up the middle for 12 yards (tackle by Bud Dupree and Amani Hooker),,
4,12:37,1,10,SFO 37,10,17,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 19 yards (tackle by Kevin Byard),,
4,12:15,1,10,TEN 44,10,17,"Jimmy Garoppolo scrambles up the middle for no gain (tackle by Rashaan Evans). Penalty on Alex Mack: Offensive Holding, 10 yards (accepted) (no play)",,
4,11:47,1,20,SFO 46,10,17,Jimmy Garoppolo sacked by Bud Dupree for -9 yards,,
4,10:59,2,29,SFO 37,10,17,Jimmy Garoppolo pass complete short left to Jauan Jennings for 8 yards (tackle by Jayon Brown and Dane Cruikshank),,
4,10:13,3,21,SFO 45,10,17,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 12 yards (tackle by Jayon Brown and Jackrabbit Jenkins),,
4,9:30,4,9,TEN 43,10,17,Mitch Wishnowsky punts 40 yards downed by Trent Sherfield,,
4,9:24,1,10,TEN 3,10,17,Ryan Tannehill pass complete short left to A.J. Brown for 18 yards (tackle by Josh Norman),,
4,8:52,1,10,TEN 21,10,17,D'Onta Foreman left guard for 3 yards (tackle by D.J. Jones),,
4,8:17,2,7,TEN 24,10,17,D'Onta Foreman up the middle for -1 yards (tackle by D.J. Jones),,
4,7:33,3,8,TEN 23,10,17,Ryan Tannehill pass complete short middle to Anthony Firkser for 13 yards (tackle by Fred Warner),,
4,6:51,1,10,TEN 36,10,17,Jeremy McNichols right end for 4 yards (tackle by Nick Bosa),,
4,6:05,2,6,TEN 40,10,17,A.J. Brown pass incomplete deep right intended for Racey McMath,,
4,5:58,3,6,TEN 40,10,17,"Ryan Tannehill sacked by and Samson Ebukam for -4 yards and Azeez Al-Shaair for -4 yards. Penalty on Jeremy McNichols: Offensive Holding, 10 yards (declined)",,
4,5:28,4,10,TEN 36,10,17,Brett Kern punts 59 yards downed by Racey McMath,,
4,5:18,1,10,SFO 5,10,17,Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 15 yards (tackle by Rashaan Evans and Buster Skrine),,
4,4:42,1,10,SFO 20,10,17,Jimmy Garoppolo pass incomplete deep right intended for Jauan Jennings,,
4,4:35,2,10,SFO 20,10,17,"Jimmy Garoppolo pass complete short left to Deebo Samuel for 6 yards. Deebo Samuel fumbles (forced by Rashaan Evans), recovered by Deebo Samuel at SF-26 (tackle by Rashaan Evans)",,
4,3:54,3,4,SFO 26,10,17,Jimmy Garoppolo pass complete short right to Jamycal Hasty for 12 yards. Jamycal Hasty fumbles (forced by Kevin Byard),,
4,3:47,1,10,SFO 38,10,17,Jimmy Garoppolo pass incomplete short left intended for Kyle Juszczyk (defended by Kristian Fulton),,
4,3:42,2,10,SFO 38,10,17,Jimmy Garoppolo pass complete short left to Deebo Samuel for 56 yards (tackle by Amani Hooker),,
4,3:09,1,6,TEN 6,10,17,Jeff Wilson up the middle for 4 yards (tackle by Jeffery Simmons and Kevin Byard),,
4,2:24,2,2,TEN 2,16,17,"Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 2 yards, touchdown",,
4,2:20,,,TEN 15,17,17,Robbie Gould kicks extra point good,,
4,2:20,,,SFO 35,17,17,"Mitch Wishnowsky kicks off 60 yards, returned by Chester Rogers for 20 yards (tackle by Trent Sherfield)",,
4,2:16,1,10,TEN 25,17,17,Ryan Tannehill pass complete to Geoff Swaim for 6 yards (tackle by Marcell Harris),,
4,2:00,2,4,TEN 31,17,17,Jeremy McNichols right guard for 5 yards (tackle by Fred Warner),,
4,1:42,1,10,TEN 36,17,17,Ryan Tannehill pass complete short right to Geoff Swaim for 4 yards (tackle by Marcell Harris),,
4,1:24,2,6,TEN 40,17,17,"Ryan Tannehill pass incomplete short middle intended for Geoff Swaim. Penalty on Marcell Harris: Defensive Pass Interference, 6 yards (accepted) (no play)",,
4,1:20,1,10,TEN 46,17,17,Ryan Tannehill scrambles up the middle for 23 yards (tackle by Jaquiski Tartt),,
4,1:05,,,,,,Timeout #1 by San Francisco 49ers,,
4,1:05,1,10,SFO 31,17,17,Jeremy McNichols up the middle for 5 yards (tackle by Jimmie Ward),,
4,0:59,,,,,,Timeout #2 by San Francisco 49ers,,
4,0:59,2,5,SFO 26,17,17,Dontrell Hilliard up the middle for 1 yard (tackle by D.J. Jones),,
4,0:54,,,,,,Timeout #3 by San Francisco 49ers,,
4,0:54,3,4,SFO 25,17,17,Ryan Tannehill right end for -1 yards (tackle by Arik Armstead),,
4,0:09,,,,,,Timeout #1 by Tennessee Titans,,
4,0:09,4,5,SFO 26,17,20,Randy Bullock 44 yard field goal good,,
4,0:04,,,TEN 35,17,20,"Randy Bullock kicks off 65 yards, touchback.",,
4,0:04,1,10,SFO 25,17,20,"Jimmy Garoppolo pass complete to Deebo Samuel for 12 yards. Deebo Samuel fumbles, recovered by Brandon Aiyuk at SF-41 and returned for -4 yards, lateral to Jimmy Garoppolo for no gain, lateral to George Kittle for no gain, lateral to Brandon Aiyuk for no gain (tackle by Jayon Brown)",,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
