Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
2,7:02,2,10,PHI 12,3,7,Ryan Mathews left tackle for 5 yards (tackle by Jacoby Glenn),-0.780,-0.840
2,6:21,3,5,PHI 17,3,7,Carson Wentz pass complete short left to Trey Burton for 8 yards (tackle by Jacoby Glenn),-0.840,0.610
2,5:44,1,10,PHI 25,3,7,Carson Wentz pass complete deep right to Jordan Matthews for 32 yards (tackle by Tracy Porter),0.610,2.720
2,5:14,1,10,CHI 43,3,7,Carson Wentz pass incomplete short right intended for Dorial Green-Beckham,2.720,2.180
2,5:09,2,10,CHI 43,3,7,Darren Sproles left guard for 1 yard (tackle by Akiem Hicks),2.180,1.620
2,4:24,3,9,CHI 42,3,7,"Carson Wentz pass complete short left to Trey Burton for 14 yards (tackle by Danny Trevathan). Penalty on Akiem Hicks: Roughing the Passer, 14 yards",1.620,4.650
2,3:54,1,10,CHI 14,3,7,Carson Wentz left end for 4 yards (tackle by Danny Trevathan),4.650,4.710
2,3:18,2,6,CHI 10,3,7,Kenjon Barner left guard for -1 yards (tackle by Willie Young),4.710,3.620
2,2:34,3,7,CHI 11,3,7,Carson Wentz pass incomplete short middle intended for Trey Burton (defended by Deiondre' Hall),3.620,2.700
2,2:31,4,7,CHI 11,6,7,Caleb Sturgis 29 yard field goal good,2.700,3.000
2,2:31,,,PHI 35,6,7,"Caleb Sturgis kicks off 70 yards, returned by Deonte Thompson for 19 yards (tackle by Mychal Kendricks)",0.000,0.280
2,2:22,1,10,CHI 14,6,7,Jeremy Langford right guard for 4 yards (tackle by Beau Allen),-0.280,-0.210
2,2:00,2,6,CHI 18,6,7,"Penalty on Cody Whitehair: False Start, 5 yards (no play)",-0.210,-0.850
2,2:00,2,11,CHI 13,6,7,Jay Cutler pass complete short right to Kevin White for 3 yards (tackle by Ron Brooks),-0.850,-0.850
2,1:52,2,11,CHI 13,6,7,Timeout #1 by Philadelphia Eagles,-0.850,-1.160
2,1:52,3,8,CHI 16,6,7,Jay Cutler pass complete short right to Jeremy Langford for 6 yards (tackle by Jalen Mills),-1.160,-1.160
2,1:46,3,8,CHI 16,6,7,Timeout #2 by Philadelphia Eagles,-1.160,-1.900
2,1:46,4,2,CHI 22,6,7,"Pat O'Donnell punts 51 yards, fair catch by Darren Sproles",-1.900,-0.740
2,1:38,1,10,PHI 27,6,7,Carson Wentz pass complete short right to Darren Sproles for 6 yards (tackle by Jacoby Glenn),0.740,1.010
2,1:08,2,4,PHI 33,6,7,Carson Wentz pass complete deep middle to Nelson Agholor for 18 yards (tackle by Adrian Amos),1.010,2.320
2,0:39,1,10,CHI 49,6,7,Carson Wentz pass incomplete short left intended for Jordan Matthews,2.320,1.780
2,0:35,2,10,CHI 49,6,7,Carson Wentz pass complete short middle to Trey Burton for 14 yards (tackle by Jerrell Freeman),1.780,3.250
2,0:19,1,10,CHI 35,6,7,Carson Wentz spiked the ball,3.250,2.700
2,0:19,2,10,CHI 35,6,7,Carson Wentz pass incomplete deep left intended for Jordan Matthews,2.700,2.010
2,0:13,3,10,CHI 35,6,7,Carson Wentz pass incomplete short left intended for Jordan Matthews,2.010,2.010
2,0:08,3,10,CHI 35,6,7,Timeout #1 by Chicago Bears,2.010,0.970
2,0:08,4,10,CHI 35,9,7,Caleb Sturgis 53 yard field goal good,0.970,3.000
2,0:08,,,PHI 35,9,7,"Caleb Sturgis kicks off 48 yards, returned by Bryce Callahan for 17 yards (tackle by Malcolm Jenkins)",0.000,1.270
Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,9,7,"Connor Barth kicks off 66 yards, returned by Josh Huff for 27 yards (tackle by Bryce Callahan)",0.000,0.670
3,14:54,1,10,PHI 26,9,7,Ryan Mathews left tackle for 2 yards (tackle by Eddie Goldman),0.670,0.400
3,14:10,2,8,PHI 28,9,7,"Carson Wentz pass complete short middle to Brent Celek for 13 yards (tackle by Sherrick McManis). Penalty on Brent Celek: Illegal Formation, 5 yards (no play)",0.400,-0.280
3,13:48,2,13,PHI 23,9,7,Carson Wentz sacked by Willie Young for -7 yards,-0.280,-2.230
3,13:00,3,20,PHI 16,9,7,Carson Wentz pass incomplete deep right intended for Nelson Agholor (defended by Jacoby Glenn),-2.230,-2.390
3,12:52,4,20,PHI 16,9,7,"Donnie Jones punts 55 yards, fair catch by Eddie Royal",-2.390,-0.870
3,12:44,1,10,CHI 29,9,7,Jeremy Langford left end for 16 yards (tackle by Nolan Carroll),0.870,1.930
3,12:09,1,10,CHI 45,9,7,Jay Cutler pass complete short left to Zach Miller for 5 yards (tackle by Nolan Carroll),1.930,2.060
3,11:32,2,5,,9,7,Jay Cutler pass complete short right to Eddie Royal for 7 yards (tackle by Jalen Mills),2.060,2.720
3,10:56,1,10,PHI 43,9,7,"Jay Cutler sacked by Destiny Vaeao for -5 yards. Jay Cutler fumbles (forced by Destiny Vaeao), recovered by Jordan Hicks at PHI-47 (tackle by Jeremy Langford)",2.720,-2.060
3,10:46,1,10,PHI 47,9,7,Carson Wentz pass incomplete deep right intended for Nelson Agholor (defended by Jacoby Glenn),2.060,1.520
3,10:38,2,10,PHI 47,9,7,Carson Wentz pass incomplete short middle intended for Trey Burton (defended by Eddie Goldman),1.520,0.830
3,10:33,3,10,PHI 47,9,7,Carson Wentz right end for 7 yards (tackle by Sherrick McManis),0.830,0.200
3,9:44,4,3,CHI 46,9,7,"Donnie Jones punts 35 yards, fair catch by Eddie Royal",0.200,0.370
3,9:36,1,10,CHI 11,9,7,Jeremy Langford left tackle for 6 yards (tackle by Vinny Curry),-0.370,-0.160
3,9:07,2,4,CHI 17,9,7,Jeremy Langford left guard for 3 yards (tackle by Brandon Graham),-0.160,-0.370
3,8:43,3,1,CHI 20,9,7,Jeremy Langford left guard for 3 yards (tackle by Beau Allen),-0.370,0.480
3,8:08,1,10,CHI 23,9,7,Kevin White left end for 9 yards (tackle by Malcolm Jenkins),0.480,1.150
3,7:30,2,1,CHI 32,9,7,Jordan Howard right tackle for 10 yards (tackle by Rodney McLeod),1.150,1.730
3,6:56,1,10,CHI 42,9,7,Jordan Howard left end for 8 yards (tackle by Ron Brooks),1.730,2.270
3,6:24,2,2,,9,7,Jeremy Langford right guard for -4 yards (tackle by Brandon Graham),2.270,1.030
3,5:38,3,6,CHI 46,9,7,Jay Cutler pass incomplete short left intended for Zach Miller,1.030,-0.320
3,5:35,4,6,CHI 46,9,7,"Pat O'Donnell punts 32 yards. Penalty on DeAndre Houston-Carson: Offensive Holding, 10 yards",-0.320,-1.070
3,5:24,1,10,PHI 32,9,7,Carson Wentz pass complete short right to Jordan Matthews for 22 yards (tackle by Chris Prosinski),1.070,2.520
3,4:46,1,10,CHI 46,9,7,Carson Wentz right end for 5 yards (tackle by Jonathan Bullard),2.520,2.650
3,4:06,2,5,CHI 41,9,7,Wendell Smallwood right guard for 11 yards (tackle by Harold Jones-Quartey),2.650,3.580
3,3:30,1,10,CHI 30,9,7,Wendell Smallwood left guard for 5 yards (tackle by Willie Young),3.580,3.710
3,3:02,2,5,CHI 25,9,7,Carson Wentz pass complete short left to Trey Burton for 11 yards (tackle by Chris Prosinski),3.710,4.650
3,2:22,1,10,CHI 14,9,7,Carson Wentz pass complete short left to Nelson Agholor for 8 yards (tackle by Tracy Porter),4.650,5.470
3,1:45,2,2,CHI 6,9,7,Kenjon Barner right guard for 3 yards (tackle by Leonard Floyd),5.470,6.510
3,0:59,1,3,CHI 3,15,7,"Ryan Mathews right guard for 3 yards, touchdown",6.510,7.000
3,0:59,,,CHI 3,16,7,Caleb Sturgis kicks extra point good,0.000,0.000
3,0:59,,,PHI 35,16,7,"Caleb Sturgis kicks off 64 yards, returned by Deonte Thompson for 23 yards (tackle by Najee Goode)",0.000,-0.540
3,0:47,1,10,CHI 24,16,7,Jay Cutler pass incomplete short right intended for Alshon Jeffery is intercepted by Nigel Bradham at CHI-30 and returned for 28 yards,0.540,-6.740
3,0:36,1,2,CHI 2,22,7,"Carson Wentz pass complete short right to Trey Burton for 2 yards, touchdown. Penalty on Jonathan Bullard: Defensive Offside (Declined)",6.740,7.000
3,0:36,,,CHI 2,22,7,Caleb Sturgis kicks extra point no good,0.000,-1.000
3,0:36,,,PHI 35,22,7,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.610
3,0:32,1,10,CHI 25,22,7,Brian Hoyer pass complete short middle to Kevin White for 5 yards (tackle by Stephen Tulloch),0.610,0.740
3,0:09,2,5,CHI 30,22,7,Jeremy Langford left guard for no gain (tackle by Fletcher Cox),0.740,0.040
Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,CHI 30,22,7,Brian Hoyer pass complete short right to Eddie Royal for 6 yards (tackle by Ron Brooks),0.040,1.330
4,14:25,1,10,CHI 36,22,7,Brian Hoyer pass complete short left to Alshon Jeffery for 11 yards (tackle by Stephen Tulloch),1.330,2.060
4,13:47,1,10,CHI 47,22,7,"Jeremy Langford right guard for -1 yards (tackle by Bennie Logan). Jeremy Langford fumbles (forced by Bennie Logan), recovered by Ron Brooks at CHI-46 (tackle by Eddie Royal)",2.060,-2.520
4,13:41,1,10,CHI 46,22,7,Ryan Mathews left end for 30 yards (tackle by Tracy Porter),2.520,4.510
4,12:55,1,10,CHI 16,22,7,Darren Sproles right end for 14 yards (tackle by Chris Prosinski),4.510,6.740
4,12:17,1,2,CHI 2,22,7,Ryan Mathews left guard for -4 yards (tackle by Jerrell Freeman),6.740,4.950
4,11:55,2,6,CHI 6,22,7,Carson Wentz pass incomplete short right intended for Nelson Agholor (defended by Tracy Porter),4.950,4.040
4,11:50,3,6,CHI 6,22,7,Darren Sproles left guard for 4 yards (tackle by Leonard Floyd),4.040,3.250
4,11:07,4,2,CHI 2,22,7,"Darren Sproles left guard for 1 yard (tackle by Eddie Goldman). Penalty on Akiem Hicks: Defensive Offside, 1 yards (no play)",3.250,3.550
4,10:41,4,1,CHI 1,28,7,"Ryan Mathews left end for 1 yard, touchdown",3.550,7.000
4,10:41,,,CHI 1,29,7,Caleb Sturgis kicks extra point good,0.000,0.000
4,10:41,,,PHI 35,29,7,"Caleb Sturgis kicks off 59 yards, returned by Josh Bellamy for 15 yards (tackle by Josh Huff)",0.000,-0.340
4,10:29,1,10,CHI 21,29,7,Brian Hoyer pass complete short right to Zach Miller for 7 yards (tackle by Ron Brooks),0.340,0.750
4,9:46,2,3,CHI 28,29,7,Brian Hoyer pass complete short left to Jordan Howard for 2 yards (tackle by Rodney McLeod),0.750,0.300
4,9:20,3,1,CHI 30,29,7,Jordan Howard left guard for 4 yards (tackle by Fletcher Cox),0.300,1.200
4,8:56,1,10,CHI 34,29,7,Brian Hoyer pass complete short middle to Kevin White for 19 yards (tackle by Jordan Hicks),1.200,2.460
4,8:29,1,10,PHI 47,29,7,Brian Hoyer pass complete short middle to Jordan Howard for 7 yards (tackle by Ron Brooks),2.460,2.860
4,8:01,2,3,PHI 40,29,7,Brian Hoyer pass complete short right to Alshon Jeffery for 12 yards (tackle by Jalen Mills),2.860,3.710
4,7:31,1,10,PHI 28,29,7,Brian Hoyer pass complete short right to Zach Miller for 9 yards (tackle by Nigel Bradham),3.710,4.420
4,7:09,2,1,PHI 19,29,7,Brian Hoyer pass incomplete deep right intended for Alshon Jeffery (defended by Jalen Mills),4.420,3.720
4,7:03,3,1,PHI 19,29,7,Brian Hoyer pass incomplete deep right intended for Kevin White,3.720,2.340
4,6:58,4,1,PHI 19,29,7,Brian Hoyer pass incomplete deep right intended for Kevin White (defended by Malcolm Jenkins),2.340,-0.150
4,6:47,1,10,PHI 19,29,7,Ryan Mathews left guard for -1 yards (tackle by Akiem Hicks),0.150,-0.560
4,6:06,2,11,PHI 18,29,7,"Penalty on Matt Tobin: False Start, 5 yards (no play)",-0.560,-1.210
4,5:44,2,16,PHI 13,29,7,Carson Wentz pass complete short right to Josh Huff for -1 yards (tackle by Jerrell Freeman),-1.210,-1.210
4,5:37,2,16,PHI 13,29,7,Timeout #1 by Chicago Bears,-1.210,-2.240
4,5:37,3,17,PHI 12,29,7,Darren Sproles left guard for no gain (tackle by Danny Trevathan),-2.240,-2.240
4,5:30,3,17,PHI 12,29,7,Timeout #2 by Chicago Bears,-2.240,-2.490
4,5:30,4,17,PHI 12,29,13,"Donnie Jones punts 53 yards, returned by Eddie Royal for 65 yards, touchdown",-2.490,-7.000
4,5:09,,,PHI 12,29,14,Connor Barth kicks extra point good,0.000,0.000
4,5:09,4,17,PHI 12,29,14,Timeout #1 by Philadelphia Eagles,0.000,0.000
4,5:09,,,CHI 35,29,14,"Connor Barth kicks onside 16 yards, recovered by Brent Celek",0.000,-2.190
4,5:08,1,10,PHI 49,29,14,"Ryan Mathews left tackle for -4 yards (tackle by Will Sutton and Willie Young). Penalty on Deiondre' Hall: Unnecessary Roughness, 15 yards",2.190,2.920
4,4:45,1,10,CHI 40,29,14,--,2.920,3.650
4,4:45,1,5,CHI 35,29,14,Darren Sproles right end for 5 yards (tackle by Jerrell Freeman),3.650,3.580
4,3:55,1,10,CHI 30,29,14,Darren Sproles left end for 1 yard (tackle by Danny Trevathan),3.580,3.580
4,3:49,1,10,CHI 30,29,14,Timeout #3 by Chicago Bears,3.580,3.170
4,3:49,2,9,CHI 29,29,14,Darren Sproles right end for 6 yards (tackle by Sam Acho),3.170,3.270
4,3:01,3,3,CHI 23,29,14,Darren Sproles right end for -3 yards (tackle by Jerrell Freeman),3.270,3.270
4,2:13,3,3,CHI 23,29,14,Timeout #2 by Philadelphia Eagles,3.270,1.760
4,2:13,4,6,CHI 26,29,14,Carson Wentz pass complete short left to Jordan Matthews for 7 yards (tackle by Sherrick McManis),1.760,4.310
4,2:00,1,10,CHI 19,29,14,Carson Wentz kneels for -2 yards,4.310,3.490
4,1:18,2,12,CHI 21,29,14,Carson Wentz kneels for -3 yards,3.490,2.410
4,0:37,3,15,CHI 24,29,14,Carson Wentz kneels for -1 yards,2.410,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
