Quarter,Time,Down,ToGo,Location,LAC,BUF,Detail,EPB,EPA
3,9:12,3,1,LAC 34,28,13,Philip Rivers pass incomplete short left intended for Keenan Allen,0.560,-1.110
3,9:08,4,1,LAC 34,28,13,"Drew Kaser punts 66 yards, muffed catch by Marcus Murphy, recovered by Marcus Murphy at BUF-0 (tackle by Patrick DiMarco). Penalty on Uchenna Nwosu: Unnecessary Roughness, 15 yards",-1.110,-1.270
3,8:54,1,10,BUF 35,28,13,Josh Allen right tackle for 4 yards (tackle by Isaac Rochell),1.270,1.260
3,8:14,2,6,BUF 39,28,13,LeSean McCoy right guard for no gain (tackle by Melvin Ingram),1.260,0.560
3,7:36,3,6,BUF 39,28,13,Josh Allen pass complete short left to Kelvin Benjamin for 16 yards (tackle by Casey Hayward),0.560,2.590
3,6:58,1,10,LAC 45,28,13,Josh Allen sacked by Derwin James for -6 yards,2.590,1.230
3,6:19,2,16,BUF 49,28,13,Josh Allen pass complete short right to LeSean McCoy for 6 yards (tackle by Denzel Perryman),1.230,1.360
3,5:45,3,10,LAC 45,28,13,Josh Allen pass incomplete short right intended for Andre Holmes,1.360,0.270
3,5:40,4,10,LAC 45,28,13,"Corey Bojorquez punts 33 yards, fair catch by JJ Jones at LAC-12",0.270,0.350
3,5:33,1,10,LAC 12,28,13,Philip Rivers pass incomplete short right intended for Keenan Allen (defended by Lorenzo Alexander),-0.350,-0.780
3,5:26,2,10,LAC 12,28,13,Melvin Gordon left end for 3 yards (tackle by Ramon Humber),-0.780,-1.070
3,4:41,3,7,LAC 15,28,13,Philip Rivers sacked by Jerry Hughes for -9 yards,-1.070,-2.490
3,4:04,4,16,LAC 6,28,13,"Drew Kaser punts 45 yards, muffed catch by Marcus Murphy, recovered by Marcus Murphy at LAC-48, returned by Marcus Murphy for 6 yards (tackle by Nick Dzubnar and Adrian Phillips)",-2.490,-2.790
3,3:53,1,10,LAC 42,28,13,Josh Allen pass incomplete deep left intended for Robert Foster (defended by Casey Hayward),2.790,2.240
3,3:46,2,10,LAC 42,28,13,LeSean McCoy right guard for 1 yard (tackle by Denzel Perryman),2.240,1.680
3,3:13,3,9,LAC 41,28,13,"Penalty on Uchenna Nwosu: Neutral Zone Infraction, 5 yards (no play)",1.680,2.340
3,2:54,3,4,LAC 36,28,13,Josh Allen pass short right intended for Marcus Murphy is intercepted by Adrian Phillips at LAC-25 and returned for no gain,2.340,-0.610
3,2:45,1,10,LAC 25,28,13,Melvin Gordon up the middle for no gain (tackle by Lorenzo Alexander and Harrison Phillips),0.610,0.060
3,2:04,2,10,LAC 25,28,13,Philip Rivers sacked by Lorenzo Alexander for -7 yards,0.060,-1.720
3,1:16,3,17,LAC 18,28,13,Philip Rivers pass complete short right to Keenan Allen for 13 yards (tackle by Rafael Bush),-1.720,-1.310
3,0:32,4,4,LAC 31,28,13,Drew Kaser punts 35 yards out of bounds,-1.310,-1.200
3,0:23,1,10,BUF 34,28,13,LeSean McCoy up the middle for 3 yards (tackle by Denzel Perryman and Derwin James),1.200,1.060
Quarter,Time,Down,ToGo,Location,LAC,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,BUF 37,28,13,Chris Ivory left guard for 6 yards (tackle by Kyzir White),1.060,1.160
4,14:24,3,1,BUF 43,28,13,Josh Allen up the middle for 2 yards (tackle by Denzel Perryman),1.160,1.930
4,13:44,1,10,BUF 45,28,13,Josh Allen pass complete short left to Jason Croom for 1 yard (tackle by Derwin James),1.930,1.520
4,13:06,2,9,BUF 46,28,13,Josh Allen pass incomplete short right intended for Chris Ivory,1.520,0.830
4,13:00,3,9,BUF 46,28,13,Josh Allen pass incomplete deep left intended for Andre Holmes. Penalty on Dion Dawkins: Offensive Holding (Declined),0.830,-0.320
4,12:50,4,9,BUF 46,28,13,"Corey Bojorquez punts 54 yards, touchback.",-0.320,-0.280
4,12:39,1,10,LAC 20,28,13,Philip Rivers pass complete short right to Tyrell Williams for 18 yards (tackle by Jordan Poyer),0.280,1.470
4,11:56,1,10,LAC 38,28,13,Melvin Gordon up the middle for -4 yards (tackle by Lorenzo Alexander),1.470,0.380
4,11:23,2,14,LAC 34,28,13,Philip Rivers pass complete short right to Keenan Allen for 16 yards (tackle by Rafael Bush),0.380,2.260
4,10:41,1,10,LAC 50,28,13,Austin Ekeler left guard for 3 yards (tackle by Harrison Phillips),2.260,2.120
4,9:57,2,7,BUF 47,28,13,Philip Rivers pass complete short left to Virgil Green for 7 yards (tackle by Kyle Williams),2.120,2.920
4,9:37,1,10,BUF 40,28,13,Detrez Newsome left tackle for no gain (tackle by Tremaine Edmunds),2.920,2.370
4,9:00,2,10,BUF 40,28,13,Austin Ekeler right guard for 1 yard (tackle by Jerry Hughes and Rafael Bush),2.370,1.820
4,8:17,3,9,BUF 39,28,13,Philip Rivers pass complete short right to Austin Ekeler for 6 yards (tackle by Trent Murphy and Jerry Hughes),1.820,1.190
4,7:29,4,3,BUF 33,28,13,"Penalty on LAC: Delay of Game, 5 yards (no play)",1.190,0.720
4,7:25,4,8,BUF 38,28,13,Drew Kaser punts 35 yards downed by Adrian Phillips,0.720,0.380
4,7:11,1,10,BUF 3,28,13,"Penalty on Jordan Mills: False Start, 1 yard (no play)",-0.380,-0.420
4,7:11,1,11,BUF 2,28,13,Josh Allen pass deep left intended for Jason Croom is intercepted by Kyzir White at BUF-25 and returned for 9 yards,-0.420,-4.510
4,7:00,1,10,BUF 16,28,13,Austin Ekeler left tackle for 1 yard (tackle by Eddie Yarbrough),4.510,4.050
4,6:22,2,9,BUF 15,28,13,Philip Rivers pass complete short left to Austin Ekeler for 5 yards (tackle by Eddie Yarbrough),4.050,4.170
4,5:44,3,4,BUF 10,28,13,Philip Rivers pass complete short left to Keenan Allen for 9 yards (tackle by Lafayette Pitts),4.170,6.970
4,5:17,1,1,BUF 1,28,13,Austin Ekeler up the middle for no gain (tackle by Lorenzo Alexander),6.970,5.910
4,4:40,2,1,BUF 1,28,13,Penalty on BUF: Defensive Too Many Men on Field (no play),5.910,5.910
4,4:37,2,1,BUF 1,28,13,"Philip Rivers aborted snap, recovered by Austin Ekeler at BUF-5 (tackle by Jordan Poyer)",5.910,4.260
4,3:57,3,5,BUF 5,28,13,Philip Rivers pass incomplete short left intended for Antonio Gates,4.260,3.010
4,3:52,4,5,BUF 5,31,13,Caleb Sturgis 24 yard field goal good,3.010,3.000
4,3:50,,,LAC 35,31,13,"Caleb Sturgis kicks off 65 yards, touchback.",0.000,0.610
4,3:50,1,10,BUF 25,31,13,Josh Allen up the middle for 6 yards (tackle by Trevor Williams),0.610,0.870
4,3:25,2,4,BUF 31,31,13,Josh Allen pass incomplete short middle intended for Marcus Murphy (defended by Jatavis Brown),0.870,0.170
4,3:20,3,4,BUF 31,31,13,Josh Allen pass complete short right to Logan Thomas for 7 yards (tackle by Adrian Phillips),0.170,1.470
4,2:58,1,10,BUF 38,31,13,Josh Allen pass incomplete short right intended for Zay Jones (defended by Jahleel Addae),1.470,0.920
4,2:52,2,10,BUF 38,31,13,Marcus Murphy right guard for 5 yards (tackle by Isaac Rochell and Uchenna Nwosu),0.920,0.890
4,2:22,3,5,BUF 43,31,13,Josh Allen pass complete short left to Jason Croom for 6 yards (tackle by Desmond King),0.890,2.190
4,2:01,1,10,BUF 49,31,13,Josh Allen pass complete short right to Marcus Murphy for 7 yards (tackle by Uchenna Nwosu),2.190,2.590
4,1:55,2,3,LAC 44,31,13,Josh Allen sacked by Jatavis Brown for -8 yards,2.590,0.830
4,1:22,3,11,BUF 48,31,13,Josh Allen pass complete deep middle to Robert Foster for 19 yards (tackle by Jahleel Addae),0.830,3.380
4,1:00,1,10,LAC 33,31,13,Josh Allen pass incomplete short right intended for Marcus Murphy,3.380,2.840
4,0:54,2,10,LAC 33,31,13,Josh Allen pass complete short left to Chris Ivory for 30 yards (tackle by Derwin James),2.840,6.510
4,0:42,,,,,,Timeout #2 by Los Angeles Chargers,,
4,0:42,1,3,LAC 3,31,19,"Josh Allen pass complete short middle to Kelvin Benjamin for 3 yards, touchdown",6.510,7.000
4,0:38,,,LAC 15,31,20,Stephen Hauschka kicks extra point good,0.000,0.000
4,0:38,,,BUF 35,31,20,"Stephen Hauschka kicks onside 13 yards, returned by Keenan Allen for no gain (tackle by Siran Neal)",0.000,-4.040
4,0:32,1,10,BUF 23,31,20,Geno Smith kneels for -1 yards,4.040,3.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
