Quarter,Time,Down,ToGo,Location,OAK,CLE,Detail,EPB,EPA
1,1:07,4,18,CLE 17,3,10,"Reggie Hodges punts 35 yards, returned by Johnnie Lee Higgins for 2 yards (tackle by Josh Cribbs)",-2.320,-2.260
1,0:57,1,10,,3,10,Michael Bush left guard for 7 yards (tackle by Matt Roth),2.260,2.660
1,0:19,2,3,CLE 43,3,10,Charlie Frye pass incomplete short right intended for Johnnie Lee Higgins,2.660,1.950
1,0:11,3,3,CLE 43,3,10,"Penalty on Chris Morris: False Start, 5 yards (no play)",1.950,1.290
1,0:11,3,8,CLE 48,3,10,Charlie Frye pass incomplete deep right intended for Louis Murphy,1.290,0.070
1,0:06,4,8,CLE 48,3,10,"Shane Lechler punts 42 yards, returned by Josh Cribbs for 3 yards (tackle by Tyvon Branch)",0.070,0.380
Quarter,Time,Down,ToGo,Location,OAK,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 9,3,10,Jerome Harrison left guard for 4 yards (tackle by Desmond Bryant),-0.380,-0.480
2,14:25,2,6,CLE 13,3,10,Jerome Harrison right guard for -5 yards (tackle by Gerard Warren),-0.480,-1.540
2,13:41,3,11,CLE 8,3,10,Derek Anderson pass incomplete deep middle intended for Evan Moore,-1.540,-2.490
2,13:36,4,11,CLE 8,3,10,"Reggie Hodges punts 37 yards, fair catch by Johnnie Lee Higgins. Penalty on Brandon McDonald: Fair Catch Interference, 15 yards",-2.490,-3.580
2,13:24,1,10,CLE 30,3,10,Charlie Frye pass complete short left to Zach Miller for 13 yards (tackle by Mike Adams),3.580,4.440
2,13:01,1,10,CLE 17,3,10,Darren McFadden left guard for 1 yard (tackle by Robaire Smith),4.440,4.000
2,12:24,,,,3,10,Timeout #1 by Cleveland Browns,0.000,4.000
2,12:24,2,9,CLE 16,3,10,Charlie Frye for 6 yards (tackle by Kenyon Coleman),4.000,4.340
2,11:45,3,3,CLE 10,3,10,Charlie Frye sacked by Mike Adams for -6 yards,4.340,2.380
2,11:16,4,9,CLE 16,6,10,Sebastian Janikowski 34 yard field goal good,2.380,3.000
2,,,,OAK 30,6,10,"Sebastian Janikowski kicks off 68 yards, returned by Josh Cribbs for 27 yards (tackle by Isaiah Ekejiuba)",0.000,0.870
2,11:12,1,10,CLE 29,6,10,"Penalty on Tommy Kelly: Defensive Offside, 5 yards (no play)",0.870,1.600
2,11:06,1,5,CLE 34,6,10,Jerome Harrison left tackle for 6 yards (tackle by Desmond Bryant),1.600,1.600
2,10:34,1,10,CLE 40,6,10,Jerome Harrison right guard for 3 yards (tackle by Tyvon Branch),1.600,1.460
2,9:58,2,7,CLE 43,6,10,Derek Anderson sacked by Kirk Morrison for -1 yards,1.460,0.630
2,9:16,3,8,CLE 42,6,10,Derek Anderson pass complete short middle to Brian Robiskie for 11 yards (tackle by Greg Ellis),0.630,2.460
2,8:40,1,10,OAK 47,6,10,Jerome Harrison right guard for -2 yards (tackle by Richard Seymour),2.460,1.640
2,8:03,2,12,OAK 49,6,10,Derek Anderson pass incomplete deep left intended for Evan Moore (defended by Thomas Howard),1.640,0.960
2,7:56,3,12,OAK 49,6,10,Derek Anderson pass incomplete deep left intended for Chansi Stuckey,0.960,0.000
2,7:51,4,12,OAK 49,6,10,"Reggie Hodges pass incomplete short right intended for Brandon McDonald. Penalty on Hiram Eugene: Defensive Offside, 5 yards (no play)",0.000,0.330
2,7:45,4,7,OAK 44,6,10,Reggie Hodges punts 43 yards,0.330,0.380
2,7:34,1,10,OAK 1,6,10,Charlie Frye pass complete short right to Gary Russell for 11 yards (tackle by Eric Wright),-0.380,-0.350
2,6:57,1,10,OAK 12,6,10,Michael Bush left guard for 1 yard (tackle by Corey Williams),-0.350,-0.700
2,6:20,2,9,OAK 13,6,10,Michael Bush right tackle for 6 yards (tackle by Kaluka Maiava),-0.700,-0.600
2,5:36,3,3,OAK 19,6,10,Charlie Frye pass complete short right to Zach Miller for 5 yards (tackle by Hank Poteat),-0.600,0.540
2,5:09,1,10,OAK 24,6,10,Michael Bush right tackle for 2 yards (tackle by Brian Schaefering and Corey Williams),0.540,0.270
2,4:35,2,8,OAK 26,6,10,Michael Bush left tackle for 12 yards (tackle by Mike Furrey),0.270,1.470
2,3:48,,,,6,10,Timeout #1 by Oakland Raiders,0.000,1.470
2,3:48,1,10,OAK 38,6,10,"Charlie Frye pass complete short right to Darren McFadden for 2 yards (tackle by Matt Roth). Penalty on Chris Morris: Offensive Holding, 10 yards (no play)",1.470,0.810
2,3:22,1,20,OAK 28,6,10,Charlie Frye sacked by David Bowens and Matt Roth for -6 yards,0.810,-1.240
2,2:45,,,,6,10,Timeout #2 by Cleveland Browns,0.000,-1.240
2,2:45,2,26,OAK 22,6,10,Michael Bush right guard for 2 yards (tackle by Jason Trusnik and Brian Schaefering),-1.240,-1.620
2,2:04,3,24,OAK 24,6,10,Charlie Frye pass complete short middle to Louis Murphy for 16 yards (tackle by Mike Adams),-1.620,-0.720
2,1:46,4,8,OAK 40,6,10,"Shane Lechler punts 46 yards, returned by Josh Cribbs for no gain. Penalty on Titus Brown: Offensive Holding, 7 yards, Penalty on Blake Costanzo: Unnecessary Roughness (Declined)",-0.720,0.380
2,1:46,1,10,CLE 7,6,10,Jerome Harrison left guard for 4 yards (tackle by Tyvon Branch),-0.380,-0.490
2,1:40,,,,6,10,Timeout #2 by Oakland Raiders,0.000,-0.490
2,1:40,2,6,CLE 11,6,10,"Jerome Harrison right guard for 1 yard (tackle by Kirk Morrison). Penalty on Alex Mack: Unsportsmanlike Conduct, 6 yards",-0.490,-1.540
2,1:36,3,11,CLE 6,6,10,Jerome Harrison for 17 yards,-1.540,0.480
2,1:30,1,10,CLE 23,6,10,"Jerome Harrison left guard for 2 yards (tackle by Kirk Morrison). Penalty on Richard Seymour: Unnecessary Roughness (Offsetting), Penalty on Rex Hadnot: Unnecessary Roughness (Offsetting)",0.480,0.200
2,1:30,2,8,CLE 25,6,10,"Penalty on Richard Seymour: Unsportsmanlike Conduct, 15 yards (no play)",0.200,1.600
2,1:22,1,10,CLE 40,6,10,Derek Anderson pass complete short right to Mohamed Massaquoi for 14 yards (tackle by Chris Johnson),1.600,2.520
2,0:55,1,10,OAK 46,6,10,"Jerome Harrison left guard for 4 yards (tackle by Michael Mitchell). Penalty on Stanford Routt: Disqualification, 15 yards",2.520,3.780
2,0:45,1,10,OAK 27,6,10,Derek Anderson pass incomplete short right intended for Mohamed Massaquoi,3.780,3.230
2,0:42,2,10,OAK 27,6,10,Jerome Harrison left guard for 8 yards (tackle by Michael Mitchell),3.230,3.640
2,0:21,3,2,OAK 19,6,16,"Derek Anderson pass complete deep right to Mohamed Massaquoi for 19 yards, touchdown",3.640,7.000
2,,,,OAK 2,6,17,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,6,17,"Phil Dawson kicks off 35 yards, returned by Sam Williams for 7 yards (tackle by Raymond Ventrone)",0.000,1.730
2,0:14,1,10,OAK 42,6,17,Charlie Frye pass complete short right to Zach Miller for 9 yards (tackle by Mike Adams),1.730,2.400
2,0:06,2,1,CLE 49,6,17,Charlie Frye pass complete short right to Darren McFadden for 6 yards,2.400,2.720
2,0:01,1,10,CLE 43,9,17,Sebastian Janikowski 61 yard field goal good,2.720,3.000
Quarter,Time,Down,ToGo,Location,OAK,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,,,"Sebastian Janikowski kicks off 52 yards, returned by Jerome Harrison for 39 yards (tackle by Tyvon Branch)",,
3,14:53,1,10,OAK 43,9,17,Jerome Harrison right guard for 4 yards (tackle by Thomas Howard),2.720,2.720
3,14:16,2,6,OAK 39,9,17,Jerome Harrison left guard for 1 yard (tackle by Gerard Warren and Kirk Morrison),2.720,2.150
3,13:44,3,5,OAK 38,9,17,Josh Cribbs right tackle for 17 yards (tackle by Kirk Morrison),2.150,4.170
3,13:06,1,10,OAK 21,9,17,Jerome Harrison left guard for 1 yard (tackle by Trevor Scott),4.170,3.760
3,12:33,2,9,OAK 20,9,17,Josh Cribbs left tackle for 4 yards (tackle by Trevor Scott),3.760,3.630
3,11:46,3,5,OAK 16,9,17,Jerome Harrison right guard for 1 yard (tackle by Kirk Morrison),3.630,2.520
3,11:11,4,4,OAK 15,9,20,Phil Dawson 33 yard field goal good,2.520,3.000
3,,,,CLE 30,9,20,"Phil Dawson kicks off 71 yards, returned by Marcel Reece for 23 yards (tackle by Brandon McDonald)",0.000,0.410
3,11:02,1,10,OAK 22,9,20,Darren McFadden right tackle for no gain (tackle by Kaluka Maiava). Penalty on Chris Morris: Offensive Holding (Declined),0.410,-0.130
3,10:51,2,10,OAK 22,9,20,Charlie Frye pass complete short right to Darren McFadden for 23 yards (tackle by Eric Wright),-0.130,1.930
3,10:11,1,10,OAK 45,9,20,Michael Bush left guard for 2 yards (tackle by Jason Trusnik),1.930,1.650
3,9:32,2,8,OAK 47,9,20,Charlie Frye pass incomplete short left intended for Johnnie Lee Higgins,1.650,0.960
3,9:28,3,8,OAK 47,9,20,"Charlie Frye pass incomplete short right intended for Chaz Schilens (defended by Matt Roth). Penalty on Charlie Frye: Intentional Grounding, 12 yards",0.960,-1.040
3,9:24,4,20,OAK 35,9,20,Shane Lechler punts 38 yards,-1.040,-0.740
3,9:14,1,10,CLE 27,9,20,Chris Jennings left guard for 1 yard (tackle by Tyvon Branch and Gerard Warren),0.740,0.330
3,9:14,2,9,CLE 28,9,20,"Penalty on William Joseph: Neutral Zone Infraction, 5 yards (no play)",0.330,1.010
3,8:30,2,4,CLE 33,9,20,Derek Anderson pass incomplete deep left intended for Chansi Stuckey,1.010,0.300
3,8:23,3,4,CLE 33,9,20,Derek Anderson pass complete short right to Mohamed Massaquoi for 28 yards (tackle by Hiram Eugene),0.300,2.980
3,7:41,1,10,OAK 39,9,20,Josh Cribbs left tackle for 1 yard (tackle by Thomas Howard),2.980,2.580
3,6:59,2,9,OAK 38,9,20,Derek Anderson pass complete deep middle to Michael Gaines for 24 yards (tackle by Hiram Eugene and Kirk Morrison),2.580,4.650
3,6:24,1,10,OAK 14,9,20,"Jerome Harrison left end for 8 yards. Penalty on Michael Gaines: Illegal Block Above the , 10 yards",4.650,4.440
3,6:19,1,12,OAK 16,9,20,Jerome Harrison left guard for 10 yards (tackle by Thomas Howard),4.440,5.470
3,5:43,2,2,OAK 6,9,20,Jerome Harrison right guard for 1 yard (tackle by Richard Seymour and Kirk Morrison),5.470,4.960
3,5:00,3,1,OAK 5,9,20,"Jerome Harrison left guard for -1 yards (tackle by Kirk Morrison). Jerome Harrison fumbles (forced by Kirk Morrison), recovered by Greg Ellis at OAK-6 (tackle by Lawrence Vickers)",4.960,0.380
3,4:53,1,10,OAK 6,9,20,Charlie Frye pass complete deep right to Chaz Schilens for 20 yards (tackle by Abram Elam),-0.380,0.670
3,4:17,1,10,OAK 26,9,20,Darren McFadden left guard for 3 yards (tackle by Robaire Smith),0.670,0.540
3,3:42,2,7,OAK 29,9,20,Darren McFadden left guard for 3 yards (tackle by Ahtyba Rubin),0.540,0.230
3,3:00,3,4,OAK 32,9,20,Charlie Frye pass incomplete short middle intended for Zach Miller (defended by David Bowens),0.230,-1.240
3,2:55,4,4,OAK 32,9,20,"Shane Lechler punts 42 yards, returned by Josh Cribbs for 4 yards (tackle by Jonathan Holland)",-1.240,-0.940
3,2:46,1,10,CLE 30,9,20,Jerome Harrison right guard for 5 yards (tackle by Trevor Scott),0.940,1.070
3,2:11,2,5,CLE 35,9,20,Jerome Harrison left guard for 6 yards (tackle by Kirk Morrison and William Joseph),1.070,1.660
3,1:33,1,10,CLE 41,9,20,Jerome Harrison left guard for 2 yards (tackle by William Joseph),1.660,1.390
3,0:58,2,8,CLE 43,9,20,Jerome Harrison right tackle for 2 yards (tackle by Greg Ellis),1.390,0.960
3,0:13,3,6,CLE 45,9,20,Derek Anderson pass complete short right to Chansi Stuckey for 3 yards (tackle by Michael Huff),0.960,-0.190
Quarter,Time,Down,ToGo,Location,OAK,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,3,CLE 48,9,20,"Reggie Hodges punts 32 yards, fair catch by Johnnie Lee Higgins",-0.190,-0.280
4,14:53,1,10,OAK 20,9,20,Charlie Frye pass complete deep right to Johnnie Lee Higgins for 33 yards (tackle by Eric Wright),0.280,2.460
4,14:12,1,10,CLE 47,9,20,Darren McFadden left tackle for 8 yards (tackle by Kamerion Wimbley),2.460,2.990
4,13:55,2,2,CLE 39,9,20,Charlie Frye pass complete short left to Gary Russell for 3 yards (tackle by Jason Trusnik),2.990,3.180
4,13:25,1,10,CLE 36,9,20,Charlie Frye pass complete short left to Darren McFadden for 11 yards (tackle by Mike Adams),3.180,3.910
4,12:49,1,10,CLE 25,9,20,Charlie Frye sacked by Matt Roth for -10 yards,3.910,2.010
4,12:12,2,20,CLE 35,9,20,Charlie Frye pass complete short left to Zach Miller for 11 yards (tackle by David Bowens),2.010,2.810
4,11:43,3,9,CLE 24,9,20,Charlie Frye pass incomplete short left intended for Johnnie Lee Higgins is intercepted by Brandon McDonald at CLE-14 and returned for 39 yards,2.810,-2.460
4,11:31,1,10,OAK 47,9,20,Jerome Harrison left guard for 4 yards (tackle by Trevor Scott),2.460,2.450
4,10:58,2,6,OAK 43,9,20,Jerome Harrison right tackle for no gain (tackle by Tyvon Branch),2.450,1.750
4,10:14,3,6,OAK 43,9,20,"Derek Anderson pass incomplete short right intended for Mohamed Massaquoi. Penalty on Chris Johnson: Defensive Pass Interfere, 18 yards (no play)",1.750,3.910
4,10:10,1,10,OAK 25,9,20,Jerome Harrison left guard for 2 yards (tackle by Kirk Morrison),3.910,3.630
4,9:27,2,8,OAK 23,9,20,Derek Anderson pass incomplete short right intended for Josh Cribbs,3.630,2.940
4,9:22,3,8,OAK 23,9,20,Jerome Harrison right guard for 7 yards (tackle by Hiram Eugene and Kirk Morrison),2.940,2.530
4,8:35,,,,9,20,Timeout #1 by Cleveland Browns,0.000,2.530
4,8:35,4,1,OAK 16,9,23,Phil Dawson 34 yard field goal good,2.530,3.000
4,,,,CLE 30,9,23,"Phil Dawson kicks off 69 yards, returned by Gary Russell for 11 yards (tackle by Nick Sorensen). Penalty on Tony Stewart: Disqualification, 6 yards",0.000,-0.380
4,8:23,1,10,OAK 6,9,23,Charlie Frye pass incomplete short middle intended for Zach Miller,-0.380,-0.780
4,8:19,2,10,OAK 6,9,23,Charlie Frye pass complete short right to Chaz Schilens for 22 yards (tackle by Mike Furrey),-0.780,0.810
4,7:47,1,10,OAK 28,9,23,Charlie Frye pass complete short left to Todd Watkins for 8 yards (tackle by Jason Trusnik),0.810,1.340
4,7:18,2,2,OAK 36,9,23,Charlie Frye pass complete short right to Todd Watkins for 11 yards (tackle by Eric Wright),1.340,2.060
4,6:52,1,10,OAK 47,9,23,"Charlie Frye pass complete deep middle to Zach Miller for 27 yards (tackle by Hank Poteat). Penalty on Zach Miller: Taunting, 15 yards",2.060,2.850
4,6:36,1,10,CLE 41,9,23,"Penalty on Mario Henderson: False Start, 5 yards (no play)",2.850,2.520
4,6:17,1,15,CLE 46,9,23,Charlie Frye middle for 7 yards (tackle by Mike Adams),2.520,2.580
4,5:46,2,8,CLE 39,9,23,Charlie Frye pass complete short right to Zach Miller for 7 yards (tackle by Abram Elam),2.580,2.810
4,5:18,3,1,CLE 32,9,23,Charlie Frye pass complete short left to Louis Murphy for 6 yards (tackle by Brandon McDonald),2.810,3.840
4,4:52,1,10,CLE 26,9,23,Charlie Frye pass incomplete deep right intended for Zach Miller (defended by Hank Poteat),3.840,3.300
4,4:47,2,10,CLE 26,9,23,"Charlie Frye pass incomplete deep middle intended for Zach Miller is intercepted by Abram Elam at CLE-0. Penalty on Hank Poteat: Defensive Pass Interfere, 24 yards (no play)",3.300,6.740
4,4:40,1,2,CLE 2,9,23,Charlie Frye pass incomplete short left intended for Chaz Schilens (defended by Eric Wright),6.740,5.720
4,4:35,2,2,CLE 2,9,23,Charlie Frye pass incomplete short left intended for Chaz Schilens (defended by Corey Williams),5.720,4.950
4,4:32,3,2,CLE 2,9,23,Charlie Frye pass incomplete short left intended for Louis Murphy (defended by Eric Wright),4.950,3.250
,,,,,,,"OAK challenged the touchback ruling, and the original play was overturned.",,
4,4:27,4,2,CLE 2,9,23,Charlie Frye pass incomplete short right intended for Louis Murphy (defended by Mike Adams). Penalty on Chaz Schilens: Offensive Pass Interfere (Declined),3.250,0.380
4,4:22,1,10,CLE 2,9,23,Jerome Harrison left guard for 2 yards (tackle by Desmond Bryant),-0.380,-0.630
4,4:16,,,,9,23,Timeout #1 by Oakland Raiders,0.000,-0.630
4,4:16,2,8,CLE 4,9,23,"Penalty on Floyd Womack: False Start, 2 yards (no play)",-0.630,-0.780
4,4:16,2,10,CLE 2,9,23,Jerome Harrison left tackle for 2 yards (tackle by Tyvon Branch and Richard Seymour),-0.780,-1.190
4,4:10,,,,9,23,Timeout #2 by Oakland Raiders,0.000,-1.190
4,4:10,3,8,CLE 4,9,23,Jerome Harrison left guard for 5 yards (tackle by Tyvon Branch),-1.190,-2.490
4,4:05,,,,9,23,Timeout #3 by Oakland Raiders,0.000,-2.490
4,4:05,4,3,CLE 9,9,23,"Reggie Hodges punts 45 yards, fair catch by Johnnie Lee Higgins",-2.490,-1.990
4,4:00,1,10,OAK 46,9,23,Charlie Frye pass complete short left to Chaz Schilens for 6 yards (tackle by Mike Furrey),1.990,2.260
4,3:36,2,4,CLE 48,9,23,Charlie Frye pass complete short left to Zach Miller for 31 yards (tackle by Eric Wright),2.260,4.440
4,3:25,1,10,CLE 17,9,23,Charlie Frye pass complete short right to Marcel Reece for 9 yards (tackle by Matt Roth),4.440,5.480
4,2:59,2,1,CLE 8,9,23,Charlie Frye pass incomplete short right intended for Chaz Schilens is intercepted by Eric Wright at CLE-4 and returned for 8 yards,5.480,0.350
4,2:49,1,10,CLE 12,9,23,Jerome Harrison right guard for 3 yards (tackle by Kirk Morrison),-0.350,-0.500
4,2:05,2,7,CLE 15,9,23,Jerome Harrison right tackle for 1 yard (tackle by Matt Shaughnessy),-0.500,-0.950
4,2:00,3,6,CLE 16,9,23,Jerome Harrison right guard for no gain (tackle by Tyvon Branch and Michael Mitchell),-0.950,-2.390
4,1:15,,,,9,23,Timeout #2 by Cleveland Browns,0.000,-2.390
4,1:15,4,6,CLE 16,9,23,"Reggie Hodges punts 33 yards, muffed catch by Johnnie Lee Higgins, ball out of bounds at CLE-49",-2.390,-2.320
4,1:07,1,10,CLE 49,9,23,Charlie Frye pass incomplete short left intended for Zach Miller,2.320,1.780
4,1:02,2,10,CLE 49,9,23,Charlie Frye pass complete short right to Michael Bush for 7 yards,1.780,2.020
4,0:55,3,3,CLE 42,9,23,Charlie Frye pass incomplete deep left intended for Louis Murphy (defended by Abram Elam),2.020,0.460
4,0:50,4,3,CLE 42,9,23,Charlie Frye sacked by Marcus Benard for -10 yards,0.460,-2.390
4,0:40,1,10,OAK 48,9,23,Derek Anderson kneels for -1 yards,2.390,1.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
