Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
2,1:37,1,10,NWE 40,14,14,Tom Brady pass complete to Deion Branch for 9 yards (tackle by Ryan McNeil),1.600,2.270
2,1:11,2,1,NWE 49,14,14,"Penalty on Adrian Klemm: False Start, 5 yards (no play)",2.270,1.590
2,1:09,2,6,NWE 44,14,14,Tom Brady pass complete to Donald Hayes for 12 yards,1.590,2.650
2,1:04,1,10,SDG 44,14,14,Tom Brady pass complete to Christian Fauria for 2 yards (tackle by Quentin Jammer),2.650,2.380
2,0:55,1,10,SDG 44,,,Timeout #1 by New England Patriots,2.650,2.380
2,0:55,2,8,SDG 42,14,14,J.R. Redmond for -4 yards (tackle by Junior Seau),2.380,1.160
2,0:49,2,8,SDG 42,,,Timeout #2 by New England Patriots,2.380,1.160
2,0:49,3,12,SDG 46,14,14,Tom Brady pass incomplete intended for Donald Hayes,1.160,0.200
,,,,,,,"NWE challenged the ruling, and the play was upheld.",,
2,0:37,4,12,SDG 46,14,14,Ken Walter punts 17 yards,0.200,-0.870
2,0:24,1,10,SDG 29,14,14,Drew Brees kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,14,14,"Adam Vinatieri kicks off 57 yards, returned by Tamarick Vanover for 20 yards (tackle by Victor Green)",0.000,1.140
3,14:53,1,10,SDG 33,14,14,LaDainian Tomlinson left end for 9 yards (tackle by Roman Phifer),1.140,1.810
3,14:26,2,1,SDG 42,14,20,"LaDainian Tomlinson right end for 58 yards, touchdown",1.810,7.000
3,14:26,,,NWE 42,14,21,Steve Christie kicks extra point good,0.000,0.000
3,14:26,,,SDG 30,14,21,"Wade Richey kicks off 61 yards, returned by Deion Branch for 26 yards (tackle by Keith Lyle)",0.000,1.270
3,14:07,1,10,NWE 35,14,21,Tom Brady pass incomplete (defended by Jamal Williams),1.270,0.720
3,14:03,2,10,NWE 35,14,21,Tom Brady pass complete to David Patten for 19 yards (tackle by Donnie Edwards),0.720,2.520
3,13:17,1,10,SDG 46,14,21,Tom Brady pass complete to Deion Branch for 12 yards (tackle by Alex Molden). Penalty on Junior Seau: Defensive Offside (Declined),2.520,3.310
3,12:52,1,10,SDG 34,14,21,Antowain Smith for -1 yards (tackle by Jamal Williams),3.310,2.640
3,12:09,2,11,SDG 35,14,21,Tom Brady pass complete to Antowain Smith for 5 yards (tackle by Jamal Williams),2.640,2.610
3,11:25,3,6,SDG 30,14,21,Tom Brady pass incomplete intended for Donald Hayes is intercepted by Ryan McNeil at SDG-12 and returned for 16 yards,2.610,-0.810
3,11:12,1,10,SDG 28,14,21,LaDainian Tomlinson right tackle for 5 yards (tackle by Bobby Hamilton),0.810,0.940
3,10:31,2,5,SDG 33,14,21,LaDainian Tomlinson middle for 1 yard (tackle by Mike Vrabel and Bobby Hamilton),0.940,0.370
3,9:49,3,4,SDG 34,14,21,LaDainian Tomlinson middle for 3 yards (tackle by Roman Phifer),0.370,-0.910
3,9:14,4,1,SDG 37,14,21,LaDainian Tomlinson left end for 3 yards (tackle by Willie McGinest),-0.910,1.600
3,8:34,1,10,SDG 40,14,21,Terrell Fletcher middle for 8 yards (tackle by Richard Seymour and Otis Smith),1.600,2.130
3,7:55,2,2,SDG 48,14,21,Terrell Fletcher left tackle for 4 yards (tackle by Victor Green),2.130,2.390
3,7:15,1,10,NWE 48,14,21,Curtis Conway right end for 5 yards (tackle by Ty Law),2.390,2.520
3,6:43,2,5,NWE 43,14,21,LaDainian Tomlinson right tackle for 4 yards (tackle by Jarvis Green and Ty Law),2.520,2.340
3,5:57,3,1,NWE 39,14,21,LaDainian Tomlinson middle for no gain (tackle by Tedy Bruschi and Jarvis Green),2.340,0.660
3,4:59,3,1,NWE 39,,,Timeout #1 by Los Angeles Chargers,2.340,0.660
3,4:59,4,1,NWE 39,14,21,LaDainian Tomlinson left end for no gain (tackle by Richard Seymour and Jarvis Green),0.660,-1.530
3,4:52,1,10,NWE 39,14,21,Antowain Smith middle for 9 yards (tackle by Junior Seau and Rodney Harrison),1.530,2.200
3,4:20,2,1,NWE 48,14,21,Antowain Smith middle for 8 yards (tackle by Rogers Beckett and Donnie Edwards),2.200,2.650
3,3:42,1,10,SDG 44,14,21,Tom Brady pass complete to David Patten for 12 yards (tackle by Ryan McNeil),2.650,3.450
3,3:03,1,10,SDG 32,14,21,"Tom Brady pass complete to Marc Edwards for 9 yards (tackle by Alex Molden). Marc Edwards fumbles (forced by Alex Molden), ball out of bounds at SDG-23",3.450,4.120
3,2:42,2,1,SDG 23,14,21,Tom Brady pass incomplete is intercepted by Donnie Edwards at SDG-7 and returned for 46 yards,4.120,-2.460
3,2:28,1,10,NWE 47,14,21,LaDainian Tomlinson middle for 1 yard (tackle by Richard Seymour),2.460,2.050
3,1:46,2,9,NWE 46,14,21,Drew Brees pass complete to LaDainian Tomlinson for 8 yards (tackle by Mike Vrabel and Tedy Bruschi),2.050,2.410
3,1:01,3,1,NWE 38,14,21,LaDainian Tomlinson right guard for 3 yards (tackle by Steve Martin),2.410,3.250
3,0:19,1,10,NWE 35,14,21,LaDainian Tomlinson left tackle for 3 yards (tackle by Tedy Bruschi and Richard Seymour),3.250,3.110
Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,NWE 32,14,21,Drew Brees pass incomplete intended for LaDainian Tomlinson,3.110,2.410
4,14:54,3,7,NWE 32,14,21,Drew Brees pass incomplete,2.410,1.240
4,14:49,4,7,NWE 32,14,21,"Steve Christie 50 yard field goal no good, blocked",1.240,-1.660
4,14:39,1,10,NWE 41,14,21,Antowain Smith left end for 11 yards (tackle by Ryan McNeil),1.660,2.390
4,14:16,1,10,SDG 48,14,21,"Tom Brady pass complete to Deion Branch for 5 yards (tackle by Rogers Beckett). Penalty on David Patten: Offensive Holding, 10 yards",2.390,2.060
4,14:16,1,15,NWE 47,14,21,Tom Brady pass incomplete intended for Donald Hayes,2.060,1.170
4,13:51,2,15,NWE 47,14,21,Tom Brady pass complete to David Patten for 12 yards,1.170,2.080
4,13:10,3,3,SDG 41,14,21,Tom Brady pass complete to Kevin Faulk for 2 yards (tackle by Donnie Edwards),2.080,0.660
4,12:40,4,1,SDG 39,14,21,Marc Edwards middle for no gain (tackle by Ben Leber),0.660,-1.530
,,,,,,,"NWE challenged the ruling, and the play was upheld.",,
4,12:33,1,10,SDG 39,14,21,Drew Brees pass complete to LaDainian Tomlinson for 7 yards (tackle by Tedy Bruschi),1.530,1.930
4,12:01,2,3,SDG 46,14,21,LaDainian Tomlinson left tackle for -1 yards (tackle by Richard Seymour),1.930,1.090
4,11:18,3,4,SDG 45,14,21,Drew Brees pass complete to Curtis Conway for 13 yards (tackle by Tedy Bruschi),1.090,2.790
4,10:35,1,10,NWE 42,14,21,LaDainian Tomlinson middle for 3 yards (tackle by Richard Seymour and Tedy Bruschi),2.790,2.650
4,9:50,2,7,NWE 39,14,21,Drew Brees for -4 yards (tackle by Roman Phifer),2.650,1.420
4,9:13,2,7,NWE 39,,,Timeout #2 by Los Angeles Chargers,2.650,1.420
4,9:13,3,11,NWE 43,14,21,Drew Brees pass complete to Curtis Conway for 4 yards (tackle by Victor Green),1.420,0.660
4,8:27,4,7,NWE 39,14,21,"Darren Bennett punts 25 yards, fair catch by Kevin Faulk",0.660,0.280
4,8:19,1,10,NWE 14,14,21,Tom Brady pass complete to Deion Branch for 7 yards (tackle by Ben Leber),-0.280,0.280
4,7:47,2,3,NWE 21,14,21,Tom Brady pass complete to Christian Fauria for 8 yards (tackle by Donnie Edwards),0.280,0.870
4,7:06,1,10,NWE 29,14,21,"Penalty on Kenyatta Jones: False Start, 5 yards (no play)",0.870,0.540
4,6:44,1,15,NWE 24,14,21,Tom Brady pass incomplete intended for David Patten,0.540,-0.350
4,6:39,2,15,NWE 24,14,21,Tom Brady pass complete to Donald Hayes for 11 yards (tackle by Donnie Edwards),-0.350,0.430
4,5:53,3,4,NWE 35,14,21,Tom Brady pass complete to David Patten for 26 yards (tackle by Quentin Jammer),0.430,2.980
4,5:30,1,10,SDG 39,14,21,Tom Brady pass incomplete intended for Marc Edwards (defended by Jamal Williams),2.980,2.440
4,5:26,2,10,SDG 39,14,21,Tom Brady pass incomplete intended for Christian Fauria,2.440,1.750
4,5:21,3,10,SDG 39,14,21,Antowain Smith for -2 yards (tackle by Junior Seau),1.750,0.530
4,4:49,4,12,SDG 41,14,21,"Ken Walter punts 30 yards, fair catch by Tamarick Vanover",0.530,0.370
4,4:41,1,10,SDG 11,14,21,LaDainian Tomlinson right end for 12 yards (tackle by Lawyer Milloy),-0.370,0.480
4,3:56,1,10,SDG 23,14,21,LaDainian Tomlinson left end for 14 yards (tackle by Tebucky Jones),0.480,1.400
4,3:08,1,10,SDG 37,14,21,LaDainian Tomlinson right guard for 4 yards (tackle by Tedy Bruschi),1.400,1.400
4,2:22,2,6,SDG 41,14,21,LaDainian Tomlinson right guard for 1 yard (tackle by Willie McGinest),1.400,0.830
4,2:15,2,6,SDG 41,,,Timeout #2 by New England Patriots,1.400,0.830
4,2:15,3,5,SDG 42,14,21,Drew Brees pass complete to Fred McCrary for 2 yards (tackle by Victor Green),0.830,-0.460
4,2:00,4,3,SDG 44,14,21,"Darren Bennett punts 52 yards, out of bounds",-0.460,0.380
4,1:51,1,10,NWE 4,14,21,Tom Brady pass complete to Christian Fauria for 24 yards (tackle by Rodney Harrison),-0.380,0.810
4,1:21,1,10,NWE 28,14,21,Tom Brady pass complete to Deion Branch for 7 yards (tackle by Vernon Fox),0.810,1.210
4,1:21,2,3,NWE 35,14,21,Tom Brady pass incomplete,1.210,0.500
4,1:09,3,3,NWE 35,14,21,Tom Brady pass complete to J.R. Redmond for 2 yards (tackle by Quentin Jammer),0.500,-0.910
4,0:46,4,1,NWE 37,14,21,Tom Brady middle for 3 yards (tackle by Raylee Johnson and Donnie Edwards),-0.910,1.600
4,0:45,4,1,NWE 37,,,Timeout #3 by New England Patriots,-0.910,1.600
4,0:45,1,10,NWE 40,14,21,Tom Brady pass complete to David Patten for 15 yards (tackle by Rodney Harrison),1.600,2.590
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,0:33,1,10,SDG 45,14,21,Tom Brady pass incomplete intended for Deion Branch,2.590,2.040
4,0:25,2,10,SDG 45,14,21,"Tom Brady pass incomplete intended for Deion Branch. Penalty on Matt Light: Offensive Holding, 10 yards (no play)",2.040,0.690
4,0:17,2,20,NWE 45,14,21,"Tom Brady pass complete to Kevin Faulk for 13 yards. Kevin Faulk fumbles, recovered by Alex Molden at SDG-42 (tackle by Grey Ruegamer). Penalty on Ryan McNeil: Unsportsmanlike Conduct, 15 yards",0.690,-0.740
4,0:08,1,10,SDG 27,14,21,Drew Brees kneels for -1 yards,0.740,0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
