Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
3,13:43,1,10,NYJ 34,17,27,"Penalty on Wayne Hunter: False Start, 5 yards (no play)",1.200,0.870
3,13:18,1,15,NYJ 29,17,27,Mark Sanchez pass complete short left to Santonio Holmes for 11 yards,0.870,1.470
3,12:52,2,4,NYJ 40,17,27,LaDainian Tomlinson up the middle for -4 yards (tackle by Cory Redding),1.470,0.230
3,12:08,3,8,NYJ 36,17,27,Mark Sanchez pass complete short right to Derrick Mason for 7 yards (tackle by Paul Kruger),0.230,-0.520
3,11:21,4,1,NYJ 43,17,27,"T.J. Conley punts 45 yards, fair catch by Ed Reed",-0.520,0.350
3,11:09,1,10,BAL 12,17,27,Ray Rice left guard for 3 yards (tackle by Jamaal Westerman and Bart Scott),-0.350,-0.500
3,10:35,2,7,BAL 15,17,27,Ray Rice left guard for 9 yards (tackle by Jim Leonhard),-0.500,0.540
3,9:59,1,10,BAL 24,17,27,Joe Flacco pass incomplete short right intended for Vonta Leach,0.540,0.000
3,9:51,2,10,BAL 24,17,27,Ray Rice left guard for 1 yard (tackle by Muhammad Wilkerson and Josh Mauga),0.000,-0.560
3,9:13,3,9,BAL 25,17,27,"Joe Flacco sacked by Aaron Maybin for -3 yards. Joe Flacco fumbles (forced by Aaron Maybin), recovered by Marcus Dixon at BAL-27 (tackle by Matt Birk)",-0.560,-3.780
3,9:03,1,10,BAL 27,17,33,"Mark Sanchez pass incomplete short right intended for Santonio Holmes is intercepted by Lardarius Webb at BAL-27 and returned for 73 yards, touchdown",3.780,-7.000
3,,,,NYJ 2,17,34,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,BAL 35,17,34,"Billy Cundiff kicks off 74 yards, touchback",0.000,0.280
3,8:49,1,10,NYJ 20,17,34,LaDainian Tomlinson left tackle for 1 yard (tackle by Bernard Pollard and Terrell Suggs),0.280,-0.130
3,8:16,2,9,NYJ 21,17,34,Mark Sanchez pass incomplete short right intended for Santonio Holmes,-0.130,-0.820
3,8:11,3,9,NYJ 21,17,34,Mark Sanchez pass complete short left to Derrick Mason for 30 yards (tackle by Cary Williams),-0.820,2.320
3,7:49,1,10,BAL 49,17,34,Shonn Greene right tackle for 5 yards (tackle by Bernard Pollard and Lardarius Webb),2.320,2.460
3,7:14,2,5,BAL 44,17,34,Shonn Greene left end for -3 yards (tackle by Jarret Johnson),2.460,1.360
3,6:48,3,8,BAL 47,17,34,Mark Sanchez pass incomplete short left intended for LaDainian Tomlinson (defended by Paul Kruger),1.360,0.130
3,6:43,4,8,BAL 47,17,34,"T.J. Conley punts 38 yards, fair catch by Ed Reed",0.130,0.380
3,6:36,1,10,BAL 9,17,34,Ricky Williams right tackle for 6 yards (tackle by Jamaal Westerman),-0.380,-0.280
3,5:51,2,4,BAL 15,17,34,Ricky Williams right tackle for 3 yards (tackle by Ropati Pitoitua),-0.280,-0.370
3,5:11,3,1,BAL 18,17,34,Ricky Williams right end for 7 yards (tackle by David Harris and Eric Smith),-0.370,0.610
3,4:29,1,10,BAL 25,17,34,Ray Rice right tackle for 5 yards (tackle by Bart Scott),0.610,0.740
3,3:53,2,5,BAL 30,17,34,Ray Rice right tackle for 5 yards (tackle by David Harris),0.740,1.270
3,3:13,1,10,BAL 35,17,34,Ray Rice right tackle for 6 yards (tackle by Sione Pouha and Ropati Pitoitua),1.270,1.530
3,2:37,2,4,BAL 41,17,34,Ricky Williams right tackle for 9 yards (tackle by David Harris),1.530,2.260
3,1:55,1,10,NYJ 50,17,34,Ricky Williams right end for 6 yards (tackle by Bart Scott and David Harris),2.260,2.520
3,1:12,2,4,NYJ 44,17,34,Ray Rice right tackle for 2 yards (tackle by Bart Scott and Mike DeVito),2.520,2.080
3,0:43,3,2,NYJ 42,17,34,"Penalty on Mike DeVito: Neutral Zone Infraction, 5 yards (no play)",2.080,3.120
3,0:24,1,10,NYJ 37,17,34,Ray Rice left guard for 2 yards (tackle by Sione Pouha),3.120,2.840
Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,NYJ 35,17,34,Ray Rice right tackle for -2 yards (tackle by Muhammad Wilkerson),2.840,1.880
4,14:23,3,10,NYJ 37,17,34,Joe Flacco pass incomplete deep right intended for Ed Dickson,1.880,0.790
4,14:23,4,10,NYJ 37,17,34,"Sam Koch punts 37 yards, touchback",0.790,-0.280
4,14:10,1,10,NYJ 20,17,34,Mark Sanchez pass incomplete short middle intended for Plaxico Burress,0.280,-0.270
4,14:07,2,10,NYJ 20,17,34,Mark Sanchez pass complete short middle to Dustin Keller for 3 yards (tackle by Jarret Johnson and Ray Lewis),-0.270,-0.560
4,13:31,3,7,NYJ 23,17,34,Mark Sanchez pass incomplete short middle intended for Dustin Keller,-0.560,-1.830
4,13:23,4,7,NYJ 23,17,34,"T.J. Conley punts 56 yards, returned by Ed Reed for 16 yards (tackle by Jamaal Westerman)",-1.830,-1.400
4,13:15,1,10,BAL 37,17,34,Ricky Williams left tackle for 6 yards (tackle by David Harris and Darrelle Revis),1.400,1.670
4,12:34,2,4,BAL 43,17,34,Ricky Williams left tackle for 1 yard (tackle by Jamaal Westerman),1.670,1.090
4,11:50,3,3,BAL 44,17,34,Joe Flacco pass complete short middle to LaQuan Williams for 11 yards (tackle by Jim Leonhard and David Harris),1.090,2.590
4,11:05,1,10,NYJ 45,17,34,Ray Rice up the middle for 2 yards (tackle by Calvin Pace),2.590,2.310
4,10:23,2,8,NYJ 43,17,34,"Ray Rice right end for 4 yards (tackle by Ropati Pitoitua). Penalty on Dennis Pitta: Offensive Holding, 10 yards (no play)",2.310,0.960
4,10:23,2,18,BAL 47,17,34,"Ricky Williams right tackle for -3 yards (tackle by Calvin Pace). Ricky Williams fumbles (forced by Calvin Pace), recovered by Sione Pouha at BAL-44 (tackle by Vonta Leach)",0.960,-2.650
4,9:51,1,10,BAL 44,17,34,Mark Sanchez pass incomplete deep left intended for Plaxico Burress,2.650,2.110
4,9:44,2,10,BAL 44,17,34,"Mark Sanchez pass complete short left to Santonio Holmes for no gain (tackle by Cary Williams). Santonio Holmes fumbles (forced by Cary Williams), ball out of bounds at BAL-44",2.110,1.420
4,9:23,3,10,BAL 44,17,34,Mark Sanchez pass incomplete short right intended for Dustin Keller,1.420,0.330
4,9:16,4,10,BAL 44,17,34,"T.J. Conley punts 44 yards, touchback",0.330,-0.280
,,,,,,,"BAL challenged the kick touched ruling, and the original play was overturned.",,
4,9:09,1,10,BAL 20,17,34,Ray Rice right guard for 5 yards (tackle by Sione Pouha),0.280,0.410
4,8:31,2,5,BAL 25,17,34,Ray Rice left tackle for 1 yard (tackle by Sione Pouha),0.410,-0.160
4,7:55,3,4,BAL 26,17,34,Joe Flacco pass complete short right to Ed Dickson for 10 yards (tackle by Eric Smith),-0.160,1.330
4,7:13,1,10,BAL 36,17,34,Ray Rice right guard for 1 yard (tackle by Mike DeVito),1.330,0.930
4,6:32,2,9,BAL 37,17,34,Ricky Williams left tackle for 3 yards (tackle by Jamaal Westerman and Marcus Dixon),0.930,0.630
4,5:45,3,6,BAL 40,17,34,Ricky Williams right guard for 4 yards (tackle by Brodney Pool),0.630,-0.460
4,5:03,4,2,BAL 44,17,34,"Sam Koch punts 35 yards, fair catch by Jeremy Kerley",-0.460,-0.340
4,4:56,1,10,NYJ 21,17,34,Mark Sanchez pass incomplete short right intended for Santonio Holmes (defended by Danny Gorrer),0.340,-0.200
4,4:49,2,10,NYJ 21,17,34,Mark Sanchez pass complete short right to LaDainian Tomlinson for 4 yards (tackle by Ray Lewis),-0.200,-0.360
4,4:42,3,6,NYJ 25,17,34,Mark Sanchez pass incomplete deep right intended for Santonio Holmes,-0.360,-1.700
4,4:42,4,6,NYJ 25,17,34,"T.J. Conley punts 36 yards, fair catch by Ed Reed",-1.700,-1.530
4,4:31,1,10,BAL 39,17,34,Ray Rice right tackle for 1 yard (tackle by Ropati Pitoitua and Mike DeVito),1.530,1.120
4,3:47,2,9,BAL 40,17,34,Ray Rice left tackle for -4 yards (tackle by Ropati Pitoitua),1.120,-0.100
4,3:03,3,13,BAL 36,17,34,Ray Rice right guard for 7 yards (tackle by Calvin Pace),-0.100,-0.520
4,2:19,4,6,BAL 43,17,34,"Sam Koch punts 57 yards, touchback",-0.520,-0.280
4,2:11,1,10,NYJ 20,17,34,Mark Sanchez pass incomplete short right intended for Jeremy Kerley,0.280,-0.270
4,2:07,2,10,NYJ 20,17,34,LaDainian Tomlinson up the middle for no gain (tackle by Arthur Jones),-0.270,-0.960
4,2:00,3,10,NYJ 20,17,34,Mark Sanchez pass incomplete short left intended for Plaxico Burress,-0.960,-2.030
4,1:56,4,10,NYJ 20,17,34,Mark Sanchez pass incomplete short right intended for Dustin Keller,-2.030,-4.240
4,1:50,1,10,NYJ 20,17,34,Joe Flacco kneels for -1 yards,4.240,3.560
4,1:10,2,11,NYJ 21,17,34,Joe Flacco kneels for -1 yards,3.560,2.740
4,0:36,3,12,NYJ 22,17,34,Joe Flacco kneels for -1 yards,2.740,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
