Quarter,Time,Down,ToGo,Location,DAL,BUF,Detail,EPB,EPA
4,11:27,1,10,DAL 43,3,31,Dak Prescott pass incomplete short right intended for CeeDee Lamb (defended by Taron Johnson),1.800,1.250
4,11:23,2,10,DAL 43,3,31,Dak Prescott pass complete short right to CeeDee Lamb for 5 yards (tackle by Taron Johnson),1.250,1.220
4,10:54,3,5,DAL 48,3,31,Dak Prescott pass incomplete deep right,1.220,-0.190
4,10:47,4,5,DAL 48,3,31,Dak Prescott pass short left intended for Brandin Cooks is intercepted by Christian Benford at BUF-40 and returned for 8 yards (tackle by Tyler Smith),-0.190,-2.130
4,10:37,1,10,BUF 48,3,31,"Ty Johnson right guard for 3 yards. Ty Johnson fumbles (forced by DeMarcus Lawrence), recovered by Ty Johnson at DAL-49",2.130,1.990
4,9:57,2,7,DAL 49,3,31,Ty Johnson left guard for 4 yards (tackle by Markquese Bell and Osa Odighizuwa),1.990,1.820
4,9:09,3,3,DAL 45,3,31,Latavius Murray right guard for -4 yards (tackle by DeMarcus Lawrence),1.820,0.000
4,8:26,4,7,DAL 49,3,31,"Sam Martin punts 49 yards, touchback.",0.000,-0.280
4,8:18,1,10,DAL 20,3,31,Dak Prescott pass complete short right to Michael Gallup for 9 yards (tackle by Rasul Douglas),0.280,0.950
4,7:55,2,1,DAL 29,3,31,Dak Prescott pass complete short middle to CeeDee Lamb for 7 yards (tackle by Taron Johnson),0.950,1.330
4,7:35,1,10,DAL 36,3,31,Dak Prescott pass complete short left to Jake Ferguson for 3 yards (tackle by Jordan Poyer),1.330,1.200
4,7:09,2,7,DAL 39,3,31,Dak Prescott pass complete short right to Jake Ferguson for 12 yards (tackle by Taron Johnson),1.200,2.320
4,6:43,1,10,BUF 49,3,31,Dak Prescott pass complete short right to CeeDee Lamb for 3 yards (tackle by Terrel Bernard),2.320,2.190
4,6:19,2,7,BUF 46,3,31,Dak Prescott pass complete short left to Peyton Hendershot for 5 yards (tackle by Taylor Rapp),2.190,2.150
4,5:55,3,2,BUF 41,3,31,Tony Pollard up the middle for 5 yards (tackle by Ed Oliver),2.150,3.180
4,5:32,1,10,BUF 36,3,31,Dak Prescott pass incomplete short left intended for Brandin Cooks,3.180,2.640
4,5:31,,,,,,Timeout #2 by Buffalo Bills,,
4,5:31,2,10,BUF 36,3,31,Dak Prescott pass complete short left to Jake Ferguson for 8 yards (tackle by Dorian Williams),2.640,3.010
4,4:58,3,2,BUF 28,3,31,Dak Prescott pass incomplete short right intended for Rico Dowdle,3.010,1.700
4,4:52,4,2,BUF 28,3,31,Dak Prescott scrambles up the middle for 6 yards (tackle by Dorian Williams),1.700,4.110
4,4:23,1,10,BUF 22,3,31,Dak Prescott pass complete short middle to CeeDee Lamb for 5 yards (tackle by Taylor Rapp),4.110,4.290
4,3:55,2,5,BUF 17,3,31,Tony Pollard up the middle for 11 yards (tackle by Siran Neal and Dorian Williams),4.290,5.830
4,3:20,1,6,BUF 6,3,31,Dak Prescott scrambles up the middle for 3 yards (tackle by Linval Joseph and Tyler Matakevich),5.830,5.530
4,2:53,2,3,BUF 3,9,31,"CeeDee Lamb right end for 3 yards, touchdown",5.530,7.000
4,2:48,,,BUF 15,10,31,Brandon Aubrey kicks extra point good,0.000,0.000
4,2:48,,,DAL 35,10,31,"Brandon Aubrey kicks off 58 yards, returned by Deonte Harty for 7 yards (tackle by Nahshon Wright)",0.000,-0.280
4,2:45,1,10,BUF 14,10,31,Latavius Murray left guard for 8 yards (tackle by Israel Mukuamu),-0.280,0.420
4,2:00,2,2,BUF 22,10,31,Latavius Murray up the middle for 5 yards (tackle by Carl Davis and Rashaan Evans),0.420,0.740
4,1:18,1,10,BUF 27,10,31,Kyle Allen kneels for -1 yards,0.740,0.060
4,0:39,2,11,BUF 26,10,31,Kyle Allen kneels for -1 yards,0.060,-0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
