Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
2,,,,CIN 30,7,10,"Shayne Graham kicks off 54 yards, returned by Courtney Roby for 8 yards (tackle by Tab Perry)",0.000,0.540
2,0:27,1,10,TEN 24,7,10,Chris Brown up the middle for 4 yards (tackle by John Thornton and Odell Thurman),0.540,0.540
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,7,10,"Rob Bironas kicks off 68 yards, returned by Tab Perry for 18 yards (tackle by Jarrett Payton)",0.000,0.280
3,14:54,1,10,CIN 20,7,10,Carson Palmer pass complete to Chris Perry for 5 yards (tackle by Randy Starks and Keith Bulluck),0.280,0.410
3,14:10,2,5,CIN 25,7,10,Rudi Johnson left tackle for 4 yards (tackle by Brad Kassell and Albert Haynesworth),0.410,0.230
3,13:30,3,1,CIN 29,7,10,Carson Palmer pass complete to Kelley Washington for 2 yards,0.230,1.000
3,13:04,1,10,CIN 31,7,10,Rudi Johnson up the middle for 7 yards,1.000,1.410
3,12:37,2,3,CIN 38,7,10,Carson Palmer pass incomplete intended for Chris Henry (defended by Andre Woolfolk),1.410,0.700
3,12:31,3,3,CIN 38,7,10,Carson Palmer pass complete to Chad Johnson for 11 yards (tackle by Michael Waddell),0.700,2.190
3,12:01,1,10,CIN 49,7,10,Carson Palmer sacked by Albert Haynesworth for -4 yards,2.190,1.110
3,11:26,2,14,CIN 45,7,10,Carson Palmer pass complete to Kevin Walter for 15 yards (tackle by Adam Jones),1.110,2.920
3,11:01,1,10,TEN 40,7,10,Carson Palmer pass complete to Chad Johnson for 35 yards (tackle by Lamont Thompson),2.920,6.060
3,10:09,1,5,TEN 5,7,10,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",6.060,4.910
3,9:44,1,10,TEN 10,7,10,"Chris Perry left end for 10 yards. Penalty on Matt Schobel: Offensive Holding, 10 yards (no play)",4.910,4.240
3,9:38,1,20,TEN 20,7,10,Chris Perry up the middle for 10 yards (tackle by Keith Bulluck and Kyle Vanden Bosch),4.240,4.190
3,8:59,2,10,TEN 10,7,10,Carson Palmer pass complete to Chris Perry for 9 yards,4.190,5.170
3,8:16,3,1,TEN 1,7,10,Chris Perry right tackle for -2 yards (tackle by Keith Bulluck and Robert Reynolds),5.170,3.040
3,7:33,4,3,TEN 3,10,10,Shayne Graham 21 yard field goal good,3.040,3.000
3,,,,CIN 30,10,10,"Shayne Graham kicks off 59 yards, returned by Courtney Roby for 17 yards. Courtney Roby fumbles, recovered by Donnie Nickey at TEN-28",0.000,0.810
3,7:22,1,10,TEN 28,10,10,Steve McNair pass incomplete intended for Brandon Jones,0.810,0.260
3,7:17,2,10,TEN 28,10,10,Steve McNair pass complete to Drew Bennett for 10 yards (tackle by Deltha O'Neal),0.260,1.470
3,6:34,1,10,TEN 38,10,10,Steve McNair pass complete to Drew Bennett for 11 yards (tackle by Anthony Mitchell),1.470,2.190
3,6:06,,,,10,10,Timeout #1 by Tennessee Titans,0.000,2.190
3,6:06,1,10,TEN 49,10,10,Steve McNair pass complete to Erron Kinney for 27 yards (tackle by Kevin Kaesviharn and Tory James),2.190,3.970
3,5:25,1,10,CIN 24,10,10,Steve McNair pass incomplete intended for Brandon Jones,3.970,3.430
3,5:20,2,10,CIN 24,10,10,Steve McNair pass complete to Chris Brown for 15 yards (tackle by Brian Simmons and Madieu Williams),3.430,5.140
3,4:37,1,9,CIN 9,10,16,"Chris Brown left end for 9 yards, touchdown",5.140,7.000
3,,,,CIN 2,10,17,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,10,17,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
3,4:32,1,10,CIN 20,10,17,Rudi Johnson right tackle for 8 yards,0.280,0.810
3,3:59,2,2,CIN 28,10,17,Rudi Johnson right tackle for 6 yards (tackle by Albert Haynesworth),0.810,1.200
3,3:18,1,10,CIN 34,10,17,Rudi Johnson right tackle for 4 yards (tackle by Keith Bulluck and Antwan Odom),1.200,1.200
3,2:45,2,6,CIN 38,10,17,Carson Palmer pass incomplete intended for Chad Johnson (defended by Peter Sirmon),1.200,0.500
3,2:40,3,6,CIN 38,10,17,"Carson Palmer pass complete to Chris Perry for 43 yards (tackle by Lamont Thompson). Penalty on Bobbie Williams: Offensive Holding, 10 yards (no play)",0.500,-0.820
3,2:08,3,16,CIN 28,10,17,Carson Palmer pass incomplete intended for Kelley Washington,-0.820,-1.500
3,2:04,4,16,CIN 28,10,17,"Kyle Larson punts 57 yards, returned by Brandon Jones for 7 yards (tackle by Tab Perry)",-1.500,-0.410
3,1:52,1,10,TEN 22,10,17,Steve McNair right end for 2 yards (tackle by Brian Simmons),0.410,0.140
3,1:10,2,8,TEN 24,16,17,"Steve McNair pass incomplete intended for Tyrone Calico is intercepted by Odell Thurman at TEN-30 and returned for 30 yards, touchdown",0.140,-7.000
3,,,,TEN 2,17,17,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,17,17,"Shayne Graham kicks off 60 yards, returned by Courtney Roby for 23 yards (tackle by Greg Brooks)",0.000,1.140
3,0:56,1,10,TEN 33,17,17,Steve McNair pass complete to Courtney Roby for 2 yards (tackle by Deltha O'Neal and Brian Simmons),1.140,0.860
3,0:18,2,8,TEN 35,17,17,Chris Brown left tackle for 4 yards (tackle by Duane Clemons),0.860,0.700
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,TEN 39,17,17,Steve McNair pass complete to Drew Bennett for 14 yards (tackle by Deltha O'Neal),0.700,2.460
4,14:18,1,10,CIN 47,17,17,Steve McNair pass incomplete intended for Brandon Jones,2.460,1.910
4,14:12,2,10,CIN 47,17,17,Chris Brown right tackle for 3 yards (tackle by Shaun Smith),1.910,1.620
4,13:31,3,7,CIN 44,17,17,Steve McNair pass incomplete intended for Drew Bennett. Penalty on Justin Hartwig: Offensive Holding (Declined),1.620,0.330
4,13:26,4,7,CIN 44,17,17,Craig Hentrich punts 41 yards,0.330,0.380
4,13:13,1,10,CIN 3,17,17,Carson Palmer pass complete to Chad Johnson for 17 yards (tackle by Lamont Thompson and Brad Kassell),-0.380,0.280
4,12:30,1,10,CIN 20,17,17,Rudi Johnson up the middle for 13 yards,0.280,1.140
4,11:46,1,10,CIN 33,17,17,Carson Palmer pass complete to Chad Johnson for 17 yards,1.140,2.260
4,11:23,1,10,TEN 50,17,17,Carson Palmer pass complete to Chris Perry for 1 yard,2.260,1.850
4,10:40,2,9,TEN 49,17,17,Rudi Johnson right guard for 8 yards (tackle by Peter Sirmon),1.850,2.210
4,10:03,3,1,TEN 41,17,17,Carson Palmer pass incomplete intended for Jeremi Johnson,2.210,0.530
4,9:59,4,1,TEN 41,17,17,"Kyle Larson punts 41 yards, touchback",0.530,-0.280
4,9:50,1,10,TEN 20,17,17,Chris Brown right end for 3 yards (tackle by Justin Smith and Bryan Robinson),0.280,0.140
4,9:13,2,7,TEN 23,17,17,Steve McNair pass complete to Erron Kinney for 6 yards (tackle by Landon Johnson),0.140,0.230
4,8:24,3,1,TEN 29,17,17,Steve McNair pass complete to Ben Troupe for 6 yards (tackle by Anthony Mitchell and Landon Johnson),0.230,1.270
4,7:43,1,10,TEN 35,17,17,Steve McNair pass complete to Brandon Jones for 16 yards (tackle by Deltha O'Neal),1.270,2.320
4,7:00,1,10,CIN 49,17,17,Steve McNair for 5 yards (tackle by Brian Simmons),2.320,2.460
4,6:31,2,5,CIN 44,17,17,"Steve McNair pass complete to Ben Troupe for 3 yards (tackle by Brian Simmons). Ben Troupe fumbles (forced by Brian Simmons), ball out of bounds at CIN-41",2.460,2.150
4,6:02,3,2,CIN 41,17,17,Steve McNair pass complete to Brandon Jones for 25 yards (tackle by Madieu Williams),2.150,4.510
4,5:54,1,10,CIN 16,17,17,Steve McNair pass incomplete intended for Erron Kinney (defended by Duane Clemons),4.510,3.900
4,5:50,2,10,CIN 16,17,17,Chris Brown right guard for 5 yards (tackle by Robert Geathers and Brian Simmons),3.900,3.940
4,5:05,3,5,CIN 11,17,17,Steve McNair pass incomplete intended for Drew Bennett,3.940,2.750
4,4:59,4,5,CIN 11,17,20,Rob Bironas 29 yard field goal good,2.750,3.000
4,,,,TEN 30,17,20,"Rob Bironas kicks off 60 yards, lateral to Tab Perry for 29 yards (tackle by Donnie Nickey)",0.000,1.270
4,4:46,1,10,CIN 35,17,20,Carson Palmer pass complete to Chris Perry for 11 yards (tackle by Keith Bulluck),1.270,1.990
4,4:35,1,10,CIN 46,17,20,"Carson Palmer pass incomplete intended for Chad Johnson. Penalty on Adam Jones: Defensive Pass Interfere, 34 yards (no play)",1.990,4.240
4,4:29,1,10,TEN 20,17,20,Carson Palmer pass complete to Chris Henry for 5 yards (tackle by Andre Woolfolk),4.240,4.450
4,4:24,2,5,TEN 15,23,20,"Carson Palmer pass complete to Chad Johnson for 15 yards, touchdown. Penalty on Adam Jones: Defensive Pass Interfere (Declined)",4.450,7.000
4,,,,TEN 2,24,20,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,24,20,"Shayne Graham kicks off 70 yards, returned by Courtney Roby for 32 yards (tackle by Greg Brooks). Penalty on Robert Reynolds: Tripping, 10 yards",0.000,-0.220
4,4:12,1,10,TEN 15,24,20,Steve McNair pass complete to Ben Troupe for 7 yards (tackle by David Pollack),-0.220,0.350
4,4:06,2,3,TEN 22,24,20,Chris Brown left guard for 5 yards (tackle by Landon Johnson and Bryan Robinson),0.350,0.740
4,3:26,1,10,TEN 27,24,20,Steve McNair pass incomplete intended for Brandon Jones,0.740,0.200
4,3:19,2,10,TEN 27,24,20,Steve McNair pass incomplete intended for Drew Bennett is intercepted by Kevin Kaesviharn at CIN-49 and returned for 3 yards,0.200,-2.390
4,3:09,1,10,TEN 48,24,20,Carson Palmer pass incomplete intended for Jeremi Johnson (defended by Brad Kassell),2.390,1.850
4,3:05,2,10,TEN 48,24,20,Rudi Johnson right guard for 1 yard (tackle by Albert Haynesworth and Kyle Vanden Bosch),1.850,1.290
4,2:59,,,,24,20,Timeout #2 by Tennessee Titans,0.000,1.290
4,2:59,3,9,TEN 47,24,20,Carson Palmer pass complete to Chris Perry for 5 yards (tackle by Keith Bulluck),1.290,0.460
4,2:48,,,,24,20,Timeout #3 by Tennessee Titans,0.000,0.460
4,2:48,4,4,TEN 42,24,20,"Kyle Larson punts 42 yards, touchback",0.460,-0.280
4,2:38,1,10,TEN 20,24,20,"Steve McNair pass complete to Chris Brown for 6 yards (tackle by Tory James). Chris Brown fumbles (forced by Tory James), recovered by Tory James at TEN-27 and returned for 26 yards (tackle by Brad Hopkins). Penalty on Zach Piller: Unnecessary Roughness",0.280,-6.970
4,2:29,1,1,TEN 1,30,20,"Rudi Johnson up the middle for 1 yard, touchdown",6.970,7.000
4,,,,TEN 2,31,20,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,31,20,"Shayne Graham kicks off 57 yards, returned by Courtney Roby for 18 yards (tackle by Greg Brooks)",0.000,1.000
4,2:19,1,10,TEN 31,31,20,Steve McNair pass complete to Erron Kinney for 8 yards (tackle by Odell Thurman),1.000,1.540
4,2:00,2,2,TEN 39,31,20,"Steve McNair pass incomplete intended for Courtney Roby. Penalty on Michael Roos: Tripping, 10 yards (no play)",1.540,0.190
4,1:54,2,12,TEN 29,31,20,Steve McNair pass incomplete intended for Ben Troupe (defended by Tory James),0.190,-0.490
4,1:48,3,12,TEN 29,31,20,Steve McNair pass complete to Erron Kinney for 11 yards (tackle by Kevin Kaesviharn),-0.490,-0.720
4,1:25,4,1,TEN 40,31,20,Steve McNair pass complete to Brandon Jones for 13 yards (tackle by Keiwan Ratliff and Kevin Kaesviharn),-0.720,2.460
4,0:59,1,10,CIN 47,31,20,Steve McNair pass complete to Brandon Jones for 18 yards (tackle by Kevin Kaesviharn and Keiwan Ratliff),2.460,3.640
4,0:38,1,10,CIN 29,31,20,Steve McNair spiked the ball,3.640,3.100
4,0:37,,,,31,20,Timeout #1 by Cincinnati Bengals,0.000,3.100
4,0:37,2,10,CIN 29,31,23,Rob Bironas 47 yard field goal good,3.100,3.000
4,,,,TEN 30,31,23,Rob Bironas kicks onside 12 yards,0.000,2.790
4,0:31,1,10,TEN 42,31,23,Carson Palmer kneels for -1 yards,2.790,2.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
