Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
2,12:48,2,9,IND 45,6,10,Robert Turbin left end for no gain (tackle by Corey Liuget and Casey Hayward),1.450,0.760
2,12:04,3,9,IND 45,6,10,"Andrew Luck pass incomplete short left intended for Josh Ferguson. Penalty on Jason Verrett: Defensive Holding, 5 yards (no play)",0.760,2.260
2,11:59,1,10,,6,10,Andrew Luck pass complete short middle to Jack Doyle for 6 yards (tackle by Denzel Perryman),2.260,2.520
2,11:15,2,4,SDG 44,6,10,Frank Gore left tackle for 9 yards (tackle by Adrian Phillips and Tourek Williams),2.520,3.250
2,10:29,1,10,SDG 35,6,10,"Penalty on Joe Reitz: False Start, 5 yards (no play)",3.250,2.920
2,10:05,1,15,SDG 40,6,10,Andrew Luck pass complete short right to Jack Doyle for 14 yards (tackle by Adrian Phillips),2.920,3.920
2,9:20,2,1,SDG 26,6,10,Frank Gore right tackle for 5 yards (tackle by Dwight Lowery),3.920,4.170
2,8:37,1,10,SDG 21,6,10,Andrew Luck pass complete short right to Dwayne Allen for 7 yards (tackle by Casey Hayward),4.170,4.740
2,7:57,2,3,SDG 14,6,10,Josh Ferguson left guard for 2 yards (tackle by Denzel Perryman),4.740,4.490
2,7:11,3,1,SDG 12,6,10,Andrew Luck sacked by Denzel Perryman for -3 yards,4.490,2.520
2,6:30,4,4,SDG 15,6,13,Adam Vinatieri 33 yard field goal good,2.520,3.000
2,6:30,,,IND 35,6,13,"Pat McAfee kicks off 61 yards, returned by Dexter McCluster for 15 yards (tackle by Antonio Morrison)",0.000,-0.150
2,6:21,1,10,SDG 19,6,13,Melvin Gordon middle for 4 yards (tackle by D'Qwell Jackson),0.150,0.210
2,5:41,2,6,SDG 23,6,13,Philip Rivers pass complete short middle to Dontrelle Inman for 9 yards (tackle by T.J. Green),0.210,1.070
2,5:05,1,10,SDG 32,6,13,Melvin Gordon right end for 5 yards (tackle by D'Qwell Jackson and Trent Cole),1.070,1.200
2,4:25,2,5,SDG 37,6,13,Philip Rivers pass complete deep right to Hunter Henry for 33 yards (tackle by Antonio Morrison),1.200,3.580
2,3:50,1,10,IND 30,6,13,Melvin Gordon middle for 1 yard (tackle by Zach Kerr),3.580,3.170
2,3:08,2,9,IND 29,6,13,Philip Rivers pass complete short left to Travis Benjamin for 11 yards,3.170,4.370
2,2:29,1,10,IND 18,6,13,Melvin Gordon left tackle for 1 yard (tackle by David Parry),4.370,3.940
2,2:00,2,9,IND 17,6,13,Philip Rivers pass incomplete short left intended for Melvin Gordon,3.940,3.170
2,1:56,3,9,IND 17,6,13,"Philip Rivers sacked by Erik Walden for -8 yards. Philip Rivers fumbles (forced by Erik Walden), recovered by Kendall Langford at IND-23 (tackle by Matt Slauson). Penalty on Chris Hairston: Unsportsmanlike Conduct, 15 yards",3.170,-1.470
2,1:50,1,10,IND 38,6,13,Andrew Luck pass complete short left to Josh Ferguson for 6 yards (tackle by Jatavis Brown and Denzel Perryman),1.470,1.730
2,1:43,2,4,IND 44,6,13,Andrew Luck pass complete short middle to Josh Ferguson for 14 yards (tackle by Melvin Ingram),1.730,2.790
2,1:16,1,10,SDG 42,6,13,Andrew Luck pass complete short middle to T.Y. Hilton for 19 yards (tackle by Casey Hayward). Penalty on Brandon Flowers: Defensive Holding (Declined),2.790,4.040
2,1:08,1,10,SDG 23,6,13,"Penalty on Ryan Kelly: False Start, 5 yards (no play)",4.040,3.710
2,1:08,1,15,SDG 28,12,13,"Andrew Luck sacked by Jatavis Brown and Adrian Phillips for -9 yards. Andrew Luck fumbles (forced by Jatavis Brown), recovered by Caraun Reid at SDG-39 and returned for 61 yards, touchdown",3.710,-7.000
2,0:55,,,IND 28,13,13,Josh Lambo kicks extra point good,0.000,0.000
2,0:55,,,SDG 35,13,13,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
2,0:55,1,10,IND 25,13,13,"Frank Gore right tackle for -1 yards (tackle by Kyle Emanuel). Frank Gore fumbles (forced by Kyle Emanuel), recovered by Andrew Luck at IND-24",0.610,-0.070
2,0:06,2,11,IND 24,13,13,Frank Gore right tackle for 1 yard (tackle by Darius Philon),-0.070,-0.620
Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,13,13,"Pat McAfee kicks off 65 yards, returned by Craig Mager for 20 yards (tackle by Robert Turbin)",0.000,-0.280
3,14:54,1,10,SDG 20,13,13,Philip Rivers pass incomplete deep right intended for Travis Benjamin (defended by Darryl Morris),0.280,-0.270
3,14:48,2,10,SDG 20,13,13,Philip Rivers pass complete short middle to Tyrell Williams for 22 yards (tackle by Mike Adams and Darryl Morris),-0.270,1.730
3,14:11,1,10,SDG 42,13,13,Philip Rivers pass complete short left to Melvin Gordon for 10 yards (tackle by Mike Adams),1.730,2.390
3,13:37,1,10,IND 48,13,13,Melvin Gordon left guard for 4 yards (tackle by David Parry),2.390,2.390
3,13:09,2,6,IND 44,13,13,Philip Rivers pass complete short middle to Hunter Henry for 7 yards (tackle by D'Qwell Jackson),2.390,3.120
3,12:31,1,10,IND 37,13,13,Philip Rivers pass complete short left to Travis Benjamin for 8 yards (tackle by Vontae Davis),3.120,3.650
3,11:57,2,2,IND 29,13,13,Philip Rivers pass complete short right to Melvin Gordon for -3 yards (tackle by Clayton Geathers),3.650,2.540
3,11:11,3,5,IND 32,13,13,Philip Rivers pass complete short right to Tyrell Williams for 19 yards (tackle by Clayton Geathers),2.540,4.710
3,10:43,1,10,IND 13,13,13,Philip Rivers pass complete short right to Dexter McCluster for 3 yards (tackle by Sio Moore),4.710,4.580
3,10:02,2,7,IND 10,13,13,Melvin Gordon middle for 3 yards (tackle by Sio Moore),4.580,4.330
3,9:17,3,4,IND 7,13,13,Philip Rivers pass complete short right to Dexter McCluster for 6 yards (tackle by Sio Moore),4.330,6.970
3,8:33,1,1,IND 1,13,13,--,6.970,6.970
3,8:27,1,1,IND 1,19,13,"Melvin Gordon right tackle for 1 yard, touchdown",6.970,7.000
3,8:27,,,IND 1,19,13,"Josh Lambo kicks extra point no good, blocked by Antonio Cromartie",0.000,-1.000
3,8:27,,,SDG 35,19,13,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,8:23,1,10,IND 25,19,13,Frank Gore middle for 5 yards (tackle by Jatavis Brown),0.610,0.740
3,7:45,2,5,IND 30,19,13,Andrew Luck pass complete short middle to Phillip Dorsett for 6 yards (tackle by Brandon Flowers),0.740,1.330
3,7:04,1,10,IND 36,19,13,Frank Gore right tackle for -1 yards (tackle by Jatavis Brown),1.330,0.660
3,6:23,2,11,IND 35,19,13,Andrew Luck pass complete deep right to T.Y. Hilton for 33 yards,0.660,3.450
3,6:09,1,10,SDG 32,19,13,Frank Gore right end for 2 yards (tackle by Jatavis Brown),3.450,3.170
3,5:27,2,8,SDG 30,19,13,Andrew Luck pass complete short left to T.Y. Hilton for 6 yards (tackle by Jason Verrett),3.170,3.270
3,4:43,3,2,SDG 24,19,13,Andrew Luck pass complete short middle to Dwayne Allen for 14 yards (tackle by Jatavis Brown),3.270,4.910
3,3:57,1,10,SDG 10,19,13,Andrew Luck pass complete short left to T.Y. Hilton for 9 yards,4.910,5.910
3,3:26,2,1,SDG 1,19,13,Frank Gore middle for no gain (tackle by Corey Liuget),5.910,5.170
3,2:47,3,1,SDG 1,19,13,Andrew Luck pass incomplete short left intended for Erik Swoope. Penalty on Adrian Phillips: Defensive Pass Interference (no play),5.170,6.970
3,2:43,1,1,SDG 1,19,19,"Robert Turbin right guard for 1 yard, touchdown",6.970,7.000
3,2:43,,,SDG 1,19,20,Adam Vinatieri kicks extra point good,0.000,0.000
3,2:43,,,IND 35,19,20,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.610
3,2:39,1,10,SDG 25,19,20,Melvin Gordon middle for 4 yards (tackle by D'Qwell Jackson and Curt Maggitt),0.610,0.600
3,1:54,2,6,SDG 29,19,20,Philip Rivers pass incomplete short right intended for Melvin Gordon (defended by Antonio Cromartie),0.600,-0.100
3,1:47,3,6,SDG 29,19,20,Philip Rivers pass incomplete short right intended for Travis Benjamin,-0.100,-1.440
3,1:42,4,6,SDG 29,19,20,"Drew Kaser punts 39 yards, returned by Quan Bray for no gain",-1.440,-1.070
3,1:32,1,10,IND 32,19,20,Andrew Luck pass complete short right to Jack Doyle for 11 yards (tackle by Nick Dzubnar),1.070,1.800
3,1:05,1,10,IND 43,19,20,Frank Gore middle for 2 yards (tackle by Nick Dzubnar and Brandon Mebane),1.800,1.520
3,0:27,2,8,IND 45,19,20,Andrew Luck pass complete short left to Frank Gore for 1 yard (tackle by Denzel Perryman),1.520,0.960
Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,IND 46,19,20,"Andrew Luck pass incomplete deep right intended for T.Y. Hilton (defended by Brandon Flowers). Penalty on Jason Verrett: Defensive Holding, 5 yards (no play)",0.960,2.320
4,14:54,1,10,SDG 49,19,20,"Andrew Luck pass complete short left to Frank Gore for 10 yards (tackle by Denzel Perryman). Penalty on Jack Doyle: Offensive Holding, 10 yards (no play)",2.320,1.660
4,14:23,1,20,IND 41,19,20,Andrew Luck pass incomplete,1.660,0.430
4,14:20,2,20,IND 41,19,20,"Andrew Luck pass complete deep right to Chester Rogers for 58 yards (tackle by Casey Hayward). Penalty on Chester Rogers: Offensive Pass Interference, 10 yards (no play)",0.430,-0.920
4,13:49,2,30,IND 31,19,20,"Robert Turbin middle for 10 yards (tackle by Caraun Reid and Tenny Palepoi). Penalty on Jack Doyle: Offensive Holding, 10 yards (no play)",-0.920,-2.270
4,13:22,2,40,IND 21,19,20,Robert Turbin middle for 3 yards (tackle by Denzel Perryman and Kyle Emanuel),-2.270,-2.470
4,12:42,3,37,IND 24,19,20,Andrew Luck pass complete short right to Jack Doyle for 13 yards (tackle by Nick Dzubnar),-2.470,-0.910
4,12:10,4,24,IND 37,19,20,"Pat McAfee punts 44 yards, muffed catch by Travis Benjamin, recovered by Jason Verrett and returned for no gain",-0.910,-0.040
4,11:59,1,10,SDG 18,19,20,Philip Rivers pass complete short middle to Derek Watt for 6 yards (tackle by Sio Moore and T.J. Green),0.040,0.410
4,11:18,2,4,SDG 24,19,20,Philip Rivers pass complete short middle to Melvin Gordon for 25 yards (tackle by Sio Moore),0.410,2.190
4,10:52,1,10,SDG 49,19,20,Melvin Gordon left guard for 1 yard (tackle by D'Qwell Jackson),2.190,1.780
4,10:15,2,9,,19,20,"Philip Rivers pass complete deep right to Travis Benjamin for 43 yards (tackle by Darryl Morris). Penalty on Philip Rivers: Unsportsmanlike Conduct, 15 yards",1.780,4.110
4,9:35,1,10,IND 22,19,20,Philip Rivers pass complete short left to Hunter Henry for 12 yards (tackle by T.J. Green),4.110,4.910
4,9:09,1,10,IND 10,19,20,Philip Rivers pass complete short right to Tyrell Williams for 6 yards (tackle by Antonio Cromartie),4.910,5.340
4,8:30,2,4,IND 4,19,20,Philip Rivers pass incomplete short left intended for Tyrell Williams,5.340,4.490
4,8:24,3,4,IND 4,19,20,Philip Rivers sacked by Erik Walden for -5 yards,4.490,2.830
4,7:38,4,9,IND 9,22,20,Josh Lambo 27 yard field goal good,2.830,3.000
4,7:38,,,SDG 35,22,20,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
4,7:34,1,10,IND 25,22,20,Andrew Luck pass complete short right to T.Y. Hilton for 12 yards,0.610,1.400
4,7:04,1,10,IND 37,22,20,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,1.400,0.860
4,6:58,2,10,IND 37,22,20,Andrew Luck pass incomplete short left intended for Frank Gore,0.860,0.170
4,6:52,3,10,IND 37,22,20,Andrew Luck pass incomplete deep right intended for Dwayne Allen,0.170,-0.910
4,6:46,4,10,IND 37,22,20,"Penalty on Curt Maggitt: False Start, 5 yards (no play)",-0.910,-1.240
4,6:46,4,15,IND 32,22,20,"Pat McAfee punts 50 yards, out of bounds",-1.240,-0.040
4,6:38,1,10,SDG 18,22,20,Melvin Gordon middle for 2 yards (tackle by D'Qwell Jackson and David Parry),0.040,-0.130
4,5:56,2,8,SDG 20,22,20,Philip Rivers for 2 yards (tackle by Sio Moore),-0.130,-0.660
4,5:20,3,6,SDG 22,22,20,Philip Rivers pass complete short middle to Tyrell Williams for 7 yards (tackle by Darryl Morris),-0.660,0.870
4,4:53,1,10,SDG 29,22,20,Melvin Gordon middle for no gain (tackle by Sio Moore),0.870,0.330
4,4:11,2,10,SDG 29,22,20,Philip Rivers pass complete short left to Tyrell Williams for 11 yards (tackle by Vontae Davis),0.330,1.600
4,3:29,1,10,SDG 40,22,20,Melvin Gordon left end for 7 yards (tackle by Clayton Geathers),1.600,2.000
4,2:44,2,3,SDG 47,22,20,Melvin Gordon left end for no gain (tackle by Sio Moore),2.000,2.000
4,2:40,2,3,SDG 47,22,20,Timeout #1 by Indianapolis Colts,2.000,1.290
4,2:40,3,3,SDG 47,22,20,Philip Rivers pass incomplete short middle intended for Travis Benjamin,1.290,-0.260
4,2:36,4,3,SDG 47,22,20,"Drew Kaser punts 36 yards, fair catch by Quan Bray",-0.260,0.060
4,2:29,1,10,IND 17,22,20,Andrew Luck pass complete short left to Phillip Dorsett for 3 yards (tackle by Jason Verrett),-0.060,-0.060
4,2:11,2,7,IND 20,22,20,Andrew Luck pass incomplete deep right intended for Chester Rogers,-0.060,-0.870
4,2:05,3,7,IND 20,22,20,Andrew Luck pass incomplete short middle intended for Josh Ferguson (defended by Dexter McCoil),-0.870,-2.030
4,2:00,4,7,IND 20,22,20,Andrew Luck pass complete short middle to T.Y. Hilton for 8 yards (tackle by Brandon Flowers),-2.030,0.810
4,1:39,1,10,IND 28,22,20,Andrew Luck pass complete short left to Josh Ferguson for 9 yards (tackle by Denzel Perryman),0.810,0.810
4,1:39,1,10,IND 28,22,20,Timeout #1 by Los Angeles Chargers,0.810,1.480
4,1:28,2,1,IND 37,22,26,"Andrew Luck pass complete short middle to T.Y. Hilton for 63 yards, touchdown",1.480,7.000
4,1:28,2,,IND 37,22,26,"Two Point Attempt: Andrew Luck pass incomplete intended for T.Y. Hilton, conversion fails",1.480,-1.000
4,1:28,,,IND 35,22,26,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.610
4,1:17,1,10,SDG 25,22,26,Philip Rivers pass complete short middle to Tyrell Williams for 4 yards (tackle by Vontae Davis),0.610,0.600
4,1:11,2,6,SDG 29,22,26,"Penalty on Hunter Henry: False Start, 5 yards (no play)",0.600,-0.070
4,1:11,2,11,SDG 24,22,26,"Philip Rivers pass complete short middle to Hunter Henry for 14 yards (tackle by Clayton Geathers). Hunter Henry fumbles (forced by Clayton Geathers), recovered by Mike Adams at SDG-44 (tackle by Hunter Henry)",-0.070,-2.650
4,1:02,1,10,SDG 44,22,26,Frank Gore right tackle for 2 yards (tackle by Kyle Emanuel and Jason Verrett),2.650,2.650
4,0:58,1,10,SDG 44,22,26,Timeout #2 by Los Angeles Chargers,2.650,2.380
4,0:58,2,8,SDG 42,22,26,Frank Gore right tackle for 2 yards (tackle by Darius Philon and Nick Dzubnar),2.380,2.380
4,0:54,2,8,SDG 42,22,26,Timeout #3 by Los Angeles Chargers,2.380,1.950
4,0:54,3,6,SDG 40,22,26,"Penalty on Jack Doyle: False Start, 5 yards (no play)",1.950,1.290
4,0:54,3,11,SDG 45,22,26,Frank Gore middle for no gain (tackle by Dwight Lowery and Melvin Ingram),1.290,1.290
4,0:07,3,11,SDG 45,22,26,Timeout #2 by Indianapolis Colts,1.290,0.270
4,0:07,4,11,SDG 45,22,26,Pat McAfee punts 27 yards,0.270,-0.040
4,0:00,1,10,SDG 18,22,26,"Philip Rivers pass complete short middle to Travis Benjamin for 20 yards (tackle by Erik Walden). Travis Benjamin fumbles (forced by Erik Walden), recovered by D'Qwell Jackson at SDG-42 (tackle by Dexter McCluster)",0.040,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
