Quarter,Time,Down,ToGo,Location,JAX,CIN,Detail,EPB,EPA
1,6:34,1,10,CIN 47,0,0,Andy Dalton pass complete short middle to Alex Erickson for 12 yards (tackle by Jarrod Wilson),2.060,2.850
1,6:05,1,10,JAX 41,0,0,Andy Dalton pass incomplete short left intended for Joe Mixon,2.850,2.310
1,6:01,2,10,JAX 41,0,0,Andy Dalton pass incomplete short right intended for Tyler Boyd (defended by Marcell Dareus),2.310,1.620
1,5:58,3,10,JAX 41,0,0,Andy Dalton pass incomplete short middle intended for Alex Erickson,1.620,0.530
1,5:54,4,10,JAX 41,0,0,Kevin Huber punts 38 yards downed by Stanley Morgan,0.530,0.380
1,5:46,1,10,JAX 3,0,0,Leonard Fournette left tackle for no gain (tackle by Sam Hubbard),-0.380,-0.780
1,5:06,2,10,JAX 3,0,0,Gardner Minshew pass complete short middle to Leonard Fournette for 4 yards (tackle by Nick Vigil),-0.780,-0.950
1,4:21,3,6,JAX 7,0,0,Gardner Minshew sacked by Geno Atkins for -6 yards,-0.950,-2.490
1,3:37,4,12,JAX 1,0,0,"Logan Cooke punts 42 yards, fair catch by Alex Erickson at JAC-43",-2.490,-2.720
1,3:30,1,10,JAX 43,0,0,Joe Mixon right guard for 4 yards (tackle by Quincy Williams),2.720,2.720
1,2:58,2,6,JAX 39,0,0,Alex Erickson left end for -11 yards (tackle by Yannick Ngakoue),2.720,0.560
1,2:13,3,17,CIN 50,0,0,Andy Dalton pass incomplete short middle intended for Tyler Boyd,0.560,-0.060
1,2:09,4,17,CIN 50,0,0,Kevin Huber punts 49 yards downed by Alex Erickson,-0.060,0.380
1,1:58,1,10,JAX 1,0,0,Gardner Minshew up the middle for 1 yard (tackle by Nick Vigil and Josh Tupou),-0.380,-0.710
1,1:16,2,9,JAX 2,0,0,Leonard Fournette left guard for 15 yards (tackle by Germaine Pratt),-0.710,-0.060
1,0:30,1,10,JAX 17,0,0,Gardner Minshew up the middle for 20 yards (tackle by Jessie Bates),-0.060,1.400
Quarter,Time,Down,ToGo,Location,JAX,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 37,0,0,Leonard Fournette left end for 20 yards (tackle by Jessie Bates),1.400,2.720
2,14:28,1,10,CIN 43,0,0,Gardner Minshew pass incomplete short left intended for Ryquell Armstead,2.720,2.180
2,14:25,2,10,CIN 43,0,0,Ryquell Armstead left tackle for 3 yards (tackle by Shawn Williams),2.180,1.880
2,13:43,3,7,CIN 40,0,0,Gardner Minshew pass incomplete short left intended for Dede Westbrook,1.880,0.590
2,13:35,4,7,CIN 40,0,0,"Logan Cooke punts 28 yards, fair catch by Alex Erickson at CIN-12",0.590,0.350
2,13:28,1,10,CIN 12,0,0,Joe Mixon right tackle for no gain (tackle by Quincy Williams),-0.350,-0.780
2,12:51,2,10,CIN 12,0,0,Joe Mixon right guard for 2 yards (tackle by Taven Bryan),-0.780,-1.190
2,12:08,3,8,CIN 14,0,0,Andy Dalton pass incomplete short right intended for Auden Tate,-1.190,-2.470
2,12:04,4,8,CIN 14,0,0,"Kevin Huber punts 58 yards, returned by Dede Westbrook for 14 yards (tackle by Germaine Pratt and Cethan Carter). Penalty on Lerentee McCray: Unnecessary Roughness, 15 yards",-2.470,-0.810
2,11:49,1,10,JAX 28,0,0,Dede Westbrook left end for 6 yards (tackle by Shawn Williams),0.810,1.070
2,11:09,2,4,JAX 34,0,0,Leonard Fournette right tackle for 5 yards (tackle by Andrew Billings),1.070,1.530
2,10:28,1,10,JAX 39,0,0,Gardner Minshew right end for 4 yards (tackle by Shawn Williams),1.530,1.530
2,9:48,2,6,JAX 43,0,0,Gardner Minshew pass complete short right to Dede Westbrook for 7 yards (tackle by Darqueze Dennard),1.530,2.260
2,9:07,1,10,JAX 50,0,0,Leonard Fournette left guard for 7 yards (tackle by Shawn Williams),2.260,2.660
2,8:27,2,3,CIN 43,0,0,Leonard Fournette left end for 2 yards (tackle by Nick Vigil),2.660,2.210
2,7:56,3,1,CIN 41,0,0,Gardner Minshew pass complete deep right to DJ Chark for 33 yards (tackle by Tony McRae),2.210,5.370
2,7:18,1,8,CIN 8,0,0,Gardner Minshew pass incomplete short left intended for Seth Devalve (defended by Darqueze Dennard),5.370,4.570
2,7:12,2,8,CIN 8,0,0,Leonard Fournette left guard for 5 yards (tackle by Josh Tupou and Jessie Bates),4.570,4.720
2,6:40,3,3,CIN 3,0,0,Gardner Minshew pass incomplete short middle intended for Chris Conley,4.720,3.040
2,6:34,4,3,CIN 3,3,0,Josh Lambo 21 yard field goal good,3.040,3.000
2,6:30,,,JAX 35,3,0,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
2,6:30,1,10,CIN 25,3,0,Joe Mixon left tackle for 1 yard (tackle by Calais Campbell),0.610,0.200
2,6:05,2,9,CIN 26,3,0,Andy Dalton pass incomplete short middle intended for Tyler Boyd,0.200,-0.490
2,5:59,3,9,CIN 26,3,0,"Andy Dalton pass incomplete short right intended for Drew Sample. Penalty on Myles Jack: Defensive Pass Interference, 18 yards (no play)",-0.490,1.860
2,5:52,1,10,CIN 44,3,0,Andy Dalton pass incomplete deep middle intended for Tyler Boyd (defended by A.J. Bouye),1.860,1.320
2,5:46,2,10,CIN 44,3,0,Andy Dalton pass incomplete short left intended for Tyler Boyd,1.320,0.630
2,5:43,3,10,CIN 44,3,0,Andy Dalton pass complete short left to Alex Erickson for 6 yards (tackle by Ronnie Harrison),0.630,-0.060
2,5:09,4,4,CIN 50,3,0,"Kevin Huber punts 41 yards, fair catch by Dede Westbrook at JAC-9",-0.060,0.380
2,5:02,1,10,JAX 9,3,0,Leonard Fournette right guard for no gain (tackle by Germaine Pratt),-0.380,-0.780
2,4:23,2,10,JAX 9,3,0,Gardner Minshew left tackle for 16 yards (tackle by Darqueze Dennard),-0.780,0.610
2,3:45,1,10,JAX 25,3,0,Gardner Minshew pass complete short left to Dede Westbrook for 14 yards (tackle by Germaine Pratt),0.610,1.530
2,3:10,1,10,JAX 39,3,0,Gardner Minshew pass incomplete short right,1.530,0.990
2,3:04,2,10,JAX 39,3,0,Dede Westbrook right end for 8 yards (tackle by Jessie Bates),0.990,1.360
2,2:25,3,2,JAX 47,3,0,Gardner Minshew pass incomplete short left intended for Chris Conley,1.360,-0.260
2,2:20,4,2,JAX 47,3,0,"Logan Cooke punts 53 yards, touchback.",-0.260,-0.280
2,2:14,1,10,CIN 20,3,0,Andy Dalton pass complete short right to Alex Erickson for 12 yards (tackle by Myles Jack),0.280,1.070
2,2:00,1,10,CIN 32,3,0,Andy Dalton pass complete deep middle to Alex Erickson for 48 yards (tackle by Jarrod Wilson),1.070,4.240
2,1:51,1,10,JAX 20,3,0,"Andy Dalton pass complete short right to Alex Erickson for 6 yards (tackle by A.J. Bouye). Penalty on Tyler Boyd: Illegal Shift, 5 yards (no play)",4.240,3.910
2,1:47,1,15,JAX 25,3,0,Giovani Bernard up the middle for 2 yards (tackle by Myles Jack),3.910,3.290
2,1:42,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:42,2,13,JAX 23,3,0,"Penalty on Bobby Hart: False Start, 5 yards (no play)",3.290,2.610
2,1:42,2,18,JAX 28,3,0,Andy Dalton pass complete short right to Alex Erickson for 27 yards (tackle by Ronnie Harrison),2.610,6.970
2,1:34,1,1,JAX 1,3,0,Joe Mixon up the middle for -1 yards (tackle by Jarrod Wilson and Ronnie Harrison),6.970,5.720
2,1:27,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:27,2,2,JAX 2,3,6,"Andy Dalton pass complete short right to Joe Mixon for 2 yards, touchdown",5.720,7.000
2,1:25,,,JAX 15,3,7,Randy Bullock kicks extra point good,0.000,0.000
2,1:25,,,CIN 35,3,7,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,1:25,1,10,JAX 25,3,7,Gardner Minshew pass complete short left to Chris Conley for 7 yards (tackle by B.W. Webb),0.610,1.010
2,0:57,2,3,JAX 32,3,7,Gardner Minshew pass complete deep middle to Chris Conley for 29 yards (tackle by Brandon Wilson and Nick Vigil),1.010,2.980
2,0:47,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,0:47,1,10,CIN 39,3,7,Gardner Minshew pass incomplete short middle intended for DJ Chark (defended by Sam Hubbard),2.980,2.440
2,0:42,2,10,CIN 39,3,7,Gardner Minshew pass incomplete short left intended for Chris Conley (defended by B.W. Webb),2.440,1.750
2,0:38,3,10,CIN 39,3,7,"Penalty on Cedric Ogbuehi: False Start, 5 yards (no play)",1.750,1.090
2,0:38,3,15,CIN 44,3,7,Gardner Minshew pass complete deep right to Dede Westbrook for 33 yards (tackle by Tony McRae),1.090,4.840
2,0:19,1,10,CIN 11,3,7,Gardner Minshew spiked the ball,4.840,4.140
2,0:18,2,10,CIN 11,3,7,Gardner Minshew pass incomplete short right intended for Dede Westbrook (defended by Darqueze Dennard),4.140,3.130
2,0:11,3,10,CIN 11,3,7,Gardner Minshew pass incomplete short middle,3.130,2.700
2,0:07,4,10,CIN 11,6,7,Josh Lambo 29 yard field goal good,2.700,3.000
2,0:04,,,JAX 35,6,7,"Josh Lambo kicks onside 16 yards, returned by LaRoy Reynolds for no gain",0.000,2.190
2,0:03,1,10,CIN 49,6,7,Andy Dalton pass incomplete deep middle,2.190,1.650
Quarter,Time,Down,ToGo,Location,JAX,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,6,7,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CIN 25,6,7,Joe Mixon right guard for 1 yard (tackle by Marcell Dareus),0.610,0.200
3,14:28,2,9,CIN 26,6,7,Andy Dalton pass incomplete deep left intended for Alex Erickson,0.200,-0.490
3,14:23,3,9,CIN 26,6,7,Andy Dalton pass complete deep right to Auden Tate for 33 yards (tackle by Tre Herndon and Jarrod Wilson). Penalty on Tre Herndon: Defensive Pass Interference (Declined),-0.490,2.850
3,14:04,1,10,JAX 41,6,7,Joe Mixon right tackle for 3 yards (tackle by Taven Bryan),2.850,2.710
3,13:36,2,7,JAX 38,6,7,"Andy Dalton pass incomplete deep right intended for Alex Erickson. Penalty on Joe Mixon: Chop Block, 15 yards. Penalty on Taven Bryan: Defensive Offside (Superseded) (no play)",2.710,0.690
3,13:29,2,22,CIN 47,6,7,"Andy Dalton pass complete short left to Tyler Boyd for 6 yards (tackle by D.J. Hayden). Tyler Boyd fumbles (forced by D.J. Hayden), recovered by Ronnie Harrison at JAC-43 (tackle by Tyler Boyd)",0.690,-1.800
3,13:20,1,10,JAX 43,6,7,Leonard Fournette right guard for 7 yards (tackle by Preston Brown and Nick Vigil),1.800,2.200
3,12:49,2,3,JAX 50,6,7,Leonard Fournette left guard for 2 yards (tackle by Geno Atkins),2.200,1.750
3,12:09,3,1,CIN 48,6,7,Leonard Fournette up the middle for no gain (tackle by Geno Atkins),1.750,0.070
3,11:26,4,1,CIN 48,6,7,Leonard Fournette up the middle for 2 yards (tackle by Shawn Williams),0.070,2.520
3,10:48,1,10,CIN 46,6,7,Gardner Minshew pass incomplete deep right,2.520,1.980
3,10:43,2,10,CIN 46,6,7,Leonard Fournette left guard for 13 yards (tackle by Jessie Bates),1.980,3.380
3,10:07,1,10,CIN 33,6,7,Leonard Fournette right guard for 2 yards (tackle by Andrew Brown and Josh Tupou),3.380,3.110
3,9:27,2,8,CIN 31,6,7,Gardner Minshew pass complete short left to Leonard Fournette for 10 yards (tackle by Jessie Bates). Penalty on Andrew Brown: Defensive Offside (Declined),3.110,4.170
3,9:01,1,10,CIN 21,6,7,Ryquell Armstead up the middle for 6 yards (tackle by Jessie Bates and Sam Hubbard),4.170,4.550
3,8:26,2,4,CIN 15,6,7,Ryquell Armstead up the middle for -6 yards (tackle by Shawn Williams),4.550,2.940
3,7:41,3,10,CIN 21,6,7,Gardner Minshew up the middle for 2 yards (tackle by Andrew Brown),2.940,2.180
3,6:56,4,8,CIN 19,9,7,Josh Lambo 37 yard field goal good,2.180,3.000
3,6:52,,,JAX 35,9,7,"Logan Cooke kicks off 60 yards, returned by Brandon Wilson for 20 yards (tackle by D.J. Alexander)",0.000,0.610
3,6:47,1,10,CIN 25,9,7,Joe Mixon left tackle for no gain (tackle by Myles Jack and Taven Bryan),0.610,0.060
3,6:11,2,10,CIN 25,9,7,Andy Dalton pass incomplete short left intended for Tyler Boyd (defended by Ronnie Harrison),0.060,-0.620
3,6:04,3,10,CIN 25,9,7,Andy Dalton sacked by Josh Allen for -11 yards,-0.620,-2.470
3,5:26,4,21,CIN 14,9,7,"Kevin Huber punts 49 yards. Penalty on Brandon Wilson: Kick Catch Interference, 15 yards",-2.470,-2.390
3,5:16,1,10,CIN 48,9,7,Gardner Minshew left end for 3 yards (tackle by Nick Vigil),2.390,2.250
3,4:34,2,7,CIN 45,9,7,Leonard Fournette right tackle for -2 yards (tackle by Sam Hubbard),2.250,1.290
3,3:49,3,9,CIN 47,9,7,Gardner Minshew pass incomplete short left intended for DJ Chark,1.290,0.130
3,3:45,4,9,CIN 47,9,7,"Logan Cooke punts 38 yards, fair catch by Alex Erickson at CIN-9",0.130,0.380
3,3:38,1,10,CIN 9,9,7,Andy Dalton left end for 11 yards (tackle by A.J. Bouye),-0.380,0.280
3,3:10,1,10,CIN 20,9,7,Andy Dalton pass incomplete short left intended for Auden Tate (defended by Tre Herndon),0.280,-0.270
3,3:06,2,10,CIN 20,9,7,Andy Dalton pass complete short right to Tyler Boyd for 10 yards (tackle by A.J. Bouye),-0.270,0.940
3,2:38,1,10,CIN 30,9,7,"Penalty on Alex Redmond: False Start, 5 yards (no play)",0.940,0.610
3,2:19,1,15,CIN 25,9,7,Andy Dalton pass complete short right to Tyler Boyd for 12 yards,0.610,1.340
3,1:59,2,3,CIN 37,9,7,Andy Dalton pass complete short middle to Alex Erickson for 12 yards (tackle by A.J. Bouye). Penalty on Tre Herndon: Illegal Use of Hands (Declined),1.340,2.190
3,1:40,1,10,CIN 49,9,7,"Andy Dalton pass complete short right to Tyler Boyd for 8 yards (tackle by A.J. Bouye). Penalty on Myles Jack: Lowering the Head to Initiate Contact, 15 yards",2.190,3.710
3,1:18,1,10,JAX 28,9,7,Alex Erickson right end for 9 yards (tackle by A.J. Bouye),3.710,4.420
3,0:45,2,1,JAX 19,9,7,Andy Dalton pass incomplete deep right intended for Alex Erickson,4.420,3.720
3,0:40,3,1,JAX 19,9,7,Andy Dalton pass incomplete short left intended for Alex Erickson,3.720,2.340
3,0:36,4,1,JAX 19,9,10,Randy Bullock 38 yard field goal good,2.340,3.000
3,0:31,,,CIN 35,9,10,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,0:31,1,10,JAX 25,9,10,DJ Chark left tackle for 20 yards (tackle by Darqueze Dennard),0.610,1.930
Quarter,Time,Down,ToGo,Location,JAX,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 45,9,10,Gardner Minshew pass complete short middle to Chris Conley for 47 yards (tackle by Germaine Pratt and Jessie Bates),1.930,5.370
4,14:09,1,8,CIN 8,9,10,Leonard Fournette up the middle for 3 yards (tackle by Ryan Glasgow and Germaine Pratt),5.370,5.150
4,13:25,2,5,CIN 5,9,10,Gardner Minshew up the middle for 3 yards (tackle by Darqueze Dennard),5.150,4.950
4,12:45,3,2,CIN 2,15,10,"Gardner Minshew pass complete short right to Keelan Cole for 2 yards, touchdown",4.950,7.000
4,12:41,,,CIN 2,17,10,"Two Point Attempt: Gardner Minshew pass complete to Chris Conley, conversion succeeds",1.000,1.000
4,12:41,,,JAX 35,17,10,"Logan Cooke kicks off 65 yards, touchback.",0.000,0.610
4,12:41,1,10,CIN 25,17,10,Joe Mixon up the middle for -5 yards (tackle by Calais Campbell and D.J. Alexander),0.610,-0.610
4,12:10,2,15,CIN 20,17,10,Andy Dalton pass complete short right to Drew Sample for 3 yards (tackle by D.J. Hayden),-0.610,-0.890
4,11:50,3,12,CIN 23,17,10,Andy Dalton up the middle for 17 yards (tackle by D.J. Alexander),-0.890,1.600
4,11:18,1,10,CIN 40,17,10,Giovani Bernard right tackle for no gain (tackle by Myles Jack),1.600,1.050
4,10:54,2,10,CIN 40,17,10,Andy Dalton sacked by Abry Jones for -7 yards,1.050,-0.560
4,10:12,3,17,CIN 33,17,10,"Andy Dalton pass complete short left to Tyler Boyd for 19 yards. Penalty on Calais Campbell: Roughing the Passer, 15 yards",-0.560,3.380
4,9:56,1,10,JAX 33,17,10,Andy Dalton pass complete short middle to Tyler Eifert for 6 yards (tackle by D.J. Alexander and Myles Jack),3.380,3.650
4,9:26,2,4,JAX 27,17,10,Andy Dalton pass incomplete short left intended for Alex Erickson,3.650,2.940
4,9:22,3,4,JAX 27,17,10,Andy Dalton pass complete short middle to Auden Tate for 12 yards (tackle by D.J. Alexander),2.940,4.580
4,8:40,1,10,JAX 15,17,10,"Andy Dalton pass short right intended for Tyler Boyd is intercepted by Myles Jack at JAC-10 and returned for 14 yards Myles Jack pass complete short left to Ronnie Harrison for no gain. Penalty on Myles Jack: Illegal Forward Pass, 5 yards",4.580,-0.150
4,8:25,1,10,JAX 19,17,10,Leonard Fournette left end for 3 yards (tackle by Nick Vigil),0.150,0.070
4,7:42,2,7,JAX 22,17,10,Gardner Minshew pass complete short right to Dede Westbrook for 6 yards (tackle by Darqueze Dennard),0.070,0.100
4,6:55,3,1,JAX 28,17,10,Leonard Fournette left tackle for 2 yards (tackle by Andrew Brown and Geno Atkins),0.100,0.940
4,6:15,1,10,JAX 30,17,10,Gardner Minshew pass incomplete deep middle intended for Chris Conley,0.940,0.390
4,6:08,2,10,JAX 30,17,10,Leonard Fournette left tackle for 3 yards (tackle by Jessie Bates),0.390,0.100
4,5:23,3,7,JAX 33,17,10,Gardner Minshew pass incomplete short left intended for Keelan Cole (defended by B.W. Webb). Penalty on Will Richardson: Offensive Holding (Declined),0.100,-1.180
4,5:18,4,7,JAX 33,17,10,Logan Cooke punts 44 yards out of bounds,-1.180,-0.480
4,5:11,1,10,CIN 23,17,10,Andy Dalton pass incomplete short right intended for Tyler Boyd (defended by Myles Jack),0.480,-0.070
4,5:07,2,10,CIN 23,17,10,"Andy Dalton pass incomplete short right intended for Auden Tate (defended by Tre Herndon). Penalty on Tre Herndon: Defensive Pass Interference, 5 yards (no play)",-0.070,0.810
4,5:04,1,10,CIN 28,17,10,Andy Dalton pass complete short middle to Giovani Bernard for no gain (tackle by D.J. Hayden),0.810,0.260
4,4:25,2,10,CIN 28,23,10,"Andy Dalton pass short left intended for Giovani Bernard is intercepted by Yannick Ngakoue at CIN-23 and returned for 23 yards, touchdown",0.260,-7.000
4,4:18,,,CIN 15,24,10,Josh Lambo kicks extra point good,0.000,0.000
4,4:18,,,JAX 35,24,10,"Logan Cooke kicks off 67 yards, returned by Brandon Wilson for 61 yards (tackle by Cody Davis)",0.000,2.850
4,4:10,1,10,JAX 41,24,10,Andy Dalton pass short right intended for Tyler Boyd is intercepted by Ronnie Harrison at JAC-28 and returned for 35 yards,2.850,-3.120
4,3:59,1,10,CIN 37,24,10,Leonard Fournette right guard for 13 yards (tackle by Nick Vigil),3.120,3.970
4,3:13,1,10,CIN 24,24,10,Leonard Fournette left guard for 7 yards (tackle by Andrew Brown),3.970,4.460
4,2:28,2,3,CIN 17,24,10,Leonard Fournette right guard for no gain (tackle by Andrew Brown),4.460,3.750
4,2:23,,,,,,Timeout #1 by Cincinnati Bengals,,
4,2:23,3,3,CIN 17,24,10,"Penalty on Sam Hubbard: Neutral Zone Infraction, 5 yards (no play)",3.750,4.780
4,2:23,1,10,CIN 12,24,10,Leonard Fournette right tackle for 2 yards (tackle by Jessie Bates),4.780,4.450
4,2:18,,,,,,Timeout #2 by Cincinnati Bengals,,
4,2:18,2,8,CIN 10,24,10,Leonard Fournette left tackle for -2 yards (tackle by Shawn Williams),4.450,3.120
4,2:12,,,,,,Timeout #3 by Cincinnati Bengals,,
4,2:12,3,10,CIN 12,24,10,Leonard Fournette right guard for 4 yards (tackle by Sam Hubbard),3.120,2.960
4,2:00,4,6,CIN 8,27,10,Josh Lambo 26 yard field goal good,2.960,3.000
4,1:56,,,JAX 35,27,10,"Josh Lambo kicks off 51 yards, returned by Brandon Wilson for 17 yards (tackle by Leon Jacobs)",0.000,1.000
4,1:50,1,10,CIN 31,27,10,Andy Dalton pass incomplete short right intended for Alex Erickson (defended by Tre Herndon),1.000,0.460
4,1:46,2,10,CIN 31,27,10,"Andy Dalton pass complete short right to Giovani Bernard for 4 yards (tackle by Jarrod Wilson). Penalty on Josh Allen: Roughing the Passer, 15 yards",0.460,2.260
4,1:40,1,10,CIN 50,27,10,Giovani Bernard up the middle for -2 yards (tackle by Josh Allen),2.260,1.440
4,1:19,2,12,CIN 48,27,10,"Andy Dalton pass incomplete short left intended for Tyler Boyd. Penalty on D.J. Hayden: Defensive Pass Interference, 12 yards (no play)",1.440,2.920
4,1:15,1,10,JAX 40,27,10,Andy Dalton pass complete short right to Alex Erickson for 15 yards,2.920,3.910
4,1:08,1,10,JAX 25,27,10,Andy Dalton pass complete short right to Tyler Eifert for 4 yards (tackle by Tre Herndon),3.910,3.900
4,1:04,2,6,JAX 21,27,10,Andy Dalton pass complete deep right to Auden Tate for 20 yards (tackle by Tre Herndon),3.900,6.970
4,0:58,1,1,JAX 1,27,10,Giovani Bernard up the middle for no gain (tackle by Yannick Ngakoue),6.970,5.910
4,0:31,2,1,JAX 1,27,10,Andy Dalton pass incomplete short middle intended for Auden Tate,5.910,5.170
4,0:27,3,1,JAX 1,27,16,"Andy Dalton right guard for 1 yard, touchdown",5.170,7.000
4,0:23,,,JAX 15,27,17,Randy Bullock kicks extra point good,0.000,0.000
4,0:23,,,CIN 35,27,17,"Randy Bullock kicks onside 9 yards, returned by DJ Chark for no gain",0.000,2.650
4,0:22,1,10,CIN 44,27,17,Gardner Minshew kneels for -1 yards,2.650,1.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
