Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
2,11:32,2,7,KAN 7,9,7,"Jake Browning pass complete short right to Joe Mixon for 7 yards, touchdown",4.760,7.000
2,11:29,,,KAN 15,10,7,Evan McPherson kicks extra point good,0.000,0.000
2,11:29,,,CIN 35,10,7,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
2,11:29,1,10,KAN 25,10,7,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 3 yards (tackle by Cam Taylor-Britt),0.610,0.470
2,10:59,2,7,KAN 28,10,7,Patrick Mahomes pass incomplete short left intended for Justin Watson,0.470,-0.230
2,10:53,3,7,KAN 28,10,7,"Patrick Mahomes sacked by Trey Hendrickson for -4 yards. Patrick Mahomes fumbles (forced by Trey Hendrickson), recovered by Sam Hubbard at KC-24 (tackle by Trey Hendrickson)",-0.230,-3.970
2,10:46,1,10,KAN 24,10,7,Jake Browning scrambles right end for 8 yards (tackle by Chamarri Conner),3.970,4.650
2,10:08,2,2,KAN 16,10,7,Joe Mixon up the middle for no gain (tackle by Justin Reid),4.650,3.950
2,9:43,3,2,KAN 16,10,7,"Penalty on Ja'Marr Chase: Personal Foul / Offense, 15 yards (offset) Penalty on Mike Edwards: Personal Foul / Defense, 15 yards (offset) (no play)",3.950,3.950
2,9:38,3,2,KAN 16,10,7,Jake Browning pass complete short right to Tanner Hudson for 9 yards (tackle by L'Jarius Sneed),3.950,5.600
2,8:50,1,7,KAN 7,10,7,Joe Mixon left end for -1 yards (tackle by Leo Chenal),5.600,4.570
2,8:00,,,,,,Timeout #2 by Cincinnati Bengals,,
2,8:00,2,8,KAN 8,10,7,Jake Browning scrambles right end for 3 yards (tackle by George Karlaftis),4.570,4.260
2,7:22,3,5,KAN 5,10,7,"Jake Browning pass incomplete intended for Ja'Marr Chase. Penalty on L'Jarius Sneed: Defensive Pass Interference, 4 yards (accepted) (no play)",4.260,6.970
2,7:17,1,1,KAN 1,10,7,Joe Mixon right guard for no gain (tackle by Drue Tranquill and Charles Omenihu),6.970,5.910
2,6:34,2,1,KAN 1,10,7,Jake Browning pass incomplete short left intended for Mitchell Wilcox,5.910,5.170
2,6:28,3,1,KAN 1,16,7,"Jake Browning scrambles right end for 1 yard, touchdown",5.170,7.000
2,6:23,,,KAN 15,17,7,Evan McPherson kicks extra point good,0.000,0.000
2,6:23,,,CIN 35,17,7,"Evan McPherson kicks off 41 yards, returned by Richie James for no gain",0.000,0.540
2,6:22,1,10,KAN 24,17,7,Patrick Mahomes pass complete short middle to Noah Gray for 16 yards (tackle by Jordan Battle),0.540,1.600
2,5:49,1,10,KAN 40,17,7,Patrick Mahomes pass complete short left to Isiah Pacheco for 21 yards (tackle by Chidobe Awuzie),1.600,2.980
2,5:12,1,10,CIN 39,17,7,Patrick Mahomes pass complete short left to Noah Gray for -2 yards (tackle by Mike Hilton),2.980,2.170
2,4:33,2,12,CIN 41,17,7,Isiah Pacheco right guard for 5 yards (tackle by Sam Hubbard and Germaine Pratt),2.170,2.150
2,3:56,3,7,CIN 36,17,7,Patrick Mahomes pass incomplete short left intended for Travis Kelce,2.150,0.880
2,3:49,4,7,CIN 36,17,10,Harrison Butker 54 yard field goal good,0.880,3.000
2,3:44,,,KAN 35,17,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,3:44,1,10,CIN 25,17,10,Jake Browning sacked by Tershawn Wharton for -1 yards,0.610,-0.070
2,3:02,2,11,CIN 24,17,10,Jake Browning pass complete short left to Joe Mixon for no gain (tackle by Nick Bolton and Derrick Nnadi),-0.070,-0.760
2,2:17,3,11,CIN 24,17,10,Jake Browning pass incomplete short right intended for Tanner Hudson,-0.760,-1.770
2,2:11,4,11,CIN 24,17,10,Brad Robbins punts 44 yards downed by Trayveon Williams,-1.770,-1.070
2,2:00,1,10,KAN 32,17,10,Isiah Pacheco right guard for 37 yards (tackle by Daxton Hill),1.070,3.510
2,1:51,1,10,CIN 31,17,10,"Penalty on Creed Humphrey: False Start, 5 yards (accepted) (no play)",3.510,3.180
2,1:51,1,15,CIN 36,17,10,Patrick Mahomes pass complete short left to Richie James for 6 yards (tackle by Mike Hilton and Logan Wilson),3.180,3.100
2,1:20,2,9,CIN 30,17,10,Patrick Mahomes pass complete short right to Isiah Pacheco for 6 yards (tackle by Logan Wilson),3.100,3.200
2,0:43,3,3,CIN 24,17,10,Patrick Mahomes pass incomplete short right intended for Marquez Valdes-Scantling,3.200,1.970
2,0:39,4,3,CIN 24,17,13,Harrison Butker 43 yard field goal good,1.970,3.000
2,0:35,,,KAN 35,17,13,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,0:35,1,10,CIN 25,17,13,Joe Mixon right end for 2 yards (tackle by Justin Reid),0.610,0.330
2,0:29,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:29,2,8,CIN 27,17,13,Joe Mixon right end for 7 yards (tackle by Justin Reid),0.330,0.560
2,0:25,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:25,3,1,CIN 34,17,13,Jake Browning up the middle for 2 yards (tackle by Nick Bolton),0.560,1.330
2,0:20,,,,,,Timeout #3 by Cincinnati Bengals,,
2,0:20,1,10,CIN 36,17,13,Jake Browning pass incomplete short right intended for Ja'Marr Chase (defended by L'Jarius Sneed),1.330,0.790
2,0:14,2,10,CIN 36,17,13,Joe Mixon left end for 14 yards (tackle by L'Jarius Sneed and Nick Bolton),0.790,2.260
Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,17,13,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,KAN 25,17,13,Isiah Pacheco right end for 2 yards (tackle by B.J. Hill),0.610,0.330
3,14:23,2,8,KAN 27,17,13,Patrick Mahomes pass complete short right to Travis Kelce for no gain (tackle by Cam Taylor-Britt),0.330,-0.360
3,13:54,3,8,KAN 27,17,13,Patrick Mahomes pass incomplete deep right intended for Justin Watson (defended by Cam Taylor-Britt),-0.360,-1.570
3,13:47,4,8,KAN 27,17,13,"Tommy Townsend punts 57 yards, returned by Charlie Jones for 1 yard (tackle by Joshua Williams)",-1.570,0.060
3,13:39,1,10,CIN 17,17,13,Joe Mixon left end for 5 yards (tackle by Nick Bolton and Joshua Williams),-0.060,0.210
3,13:08,2,5,CIN 22,17,13,Jake Browning pass incomplete deep left intended for Ja'Marr Chase,0.210,-0.620
3,13:02,3,5,CIN 22,17,13,Jake Browning pass complete short left to Tanner Hudson for 14 yards (tackle by Nick Bolton),-0.620,1.330
3,12:22,1,10,CIN 36,17,13,Joe Mixon left guard for 4 yards (tackle by Michael Danna),1.330,1.330
3,11:37,2,6,CIN 40,17,13,Jake Browning pass complete short right to Ja'Marr Chase for 14 yards (tackle by Mike Edwards),1.330,2.520
3,10:52,1,10,KAN 46,17,13,Joe Mixon right end for 1 yard (tackle by Willie Gay),2.520,2.110
3,10:09,2,9,KAN 45,17,13,Jake Browning pass incomplete short middle intended for Tanner Hudson (defended by Nick Bolton),2.110,1.420
3,10:02,3,9,KAN 45,17,13,"Jake Browning pass incomplete deep left intended for Tee Higgins. Penalty on Joshua Williams: Defensive Pass Interference, 30 yards (accepted) (no play)",1.420,4.580
3,9:56,1,10,KAN 15,17,13,Joe Mixon left end for 5 yards (tackle by Nick Bolton),4.580,4.840
3,9:19,2,5,KAN 10,17,13,Joe Mixon right end for 2 yards (tackle by Jaylen Watson and Trent McDuffie),4.840,4.450
3,8:37,3,3,KAN 8,17,13,Trayveon Williams up the middle for 2 yards (tackle by Justin Reid and Nick Bolton),4.450,3.020
3,7:48,4,1,KAN 6,17,13,Joe Mixon up the middle for -3 yards (tackle by Willie Gay),3.020,0.380
3,7:43,1,10,KAN 9,17,13,Patrick Mahomes pass incomplete deep left intended for Marquez Valdes-Scantling,-0.380,-0.780
3,7:36,2,10,KAN 9,17,13,Patrick Mahomes pass complete short middle to Travis Kelce for 6 yards (tackle by Daxton Hill),-0.780,-0.720
3,6:59,3,4,KAN 15,17,13,"Patrick Mahomes pass complete deep left to Justin Watson for 41 yards (tackle by Jordan Battle and DJ Turner). Penalty on Daxton Hill: Illegal Use of Hands / Defense, 5 yards (declined)",-0.720,2.650
3,6:46,1,10,CIN 44,17,13,"Patrick Mahomes pass incomplete. Penalty on Sam Hubbard: Defensive Holding, 5 yards (accepted) (no play)",2.650,2.980
3,6:39,1,10,CIN 39,17,13,Patrick Mahomes pass incomplete short right intended for Rashee Rice,2.980,2.440
3,6:35,2,10,CIN 39,17,13,Patrick Mahomes pass complete short right to Rashee Rice for 24 yards (tackle by Jordan Battle),2.440,4.580
3,5:57,1,10,CIN 15,17,13,Isiah Pacheco up the middle for 3 yards (tackle by Sam Hubbard),4.580,4.450
3,5:24,2,7,CIN 12,17,13,Patrick Mahomes pass incomplete short right intended for Noah Gray,4.450,3.580
3,5:19,3,7,CIN 12,17,13,Patrick Mahomes pass complete short right to Isiah Pacheco for 3 yards (tackle by Mike Hilton),3.580,2.900
3,4:34,4,4,CIN 9,17,16,Harrison Butker 27 yard field goal good,2.900,3.000
3,4:31,,,KAN 35,17,16,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,4:31,1,10,CIN 25,17,16,Jake Browning pass complete short left to Chase Brown for 19 yards (tackle by Nick Bolton),0.610,1.860
3,3:47,1,10,CIN 44,17,16,Jake Browning pass incomplete short right,1.860,1.320
3,3:38,2,10,CIN 44,17,16,Jake Browning pass complete short right to Tyler Boyd for 6 yards (tackle by George Karlaftis),1.320,1.420
3,2:55,3,4,CIN 50,17,16,Jake Browning pass incomplete deep left intended for Ja'Marr Chase,1.420,-0.060
3,2:49,4,4,CIN 50,17,16,"Brad Robbins punts 51 yards, returned by Richie James for 10 yards (tackle by Markus Bailey)",-0.060,0.380
3,2:39,1,10,KAN 9,17,16,Isiah Pacheco right end for 2 yards (tackle by Cameron Sample and Jay Tufele),-0.380,-0.630
3,2:04,2,8,KAN 11,17,16,"Patrick Mahomes pass complete short right to Rashee Rice for 11 yards (tackle by Jordan Battle). Penalty on Mike Hilton: Illegal Contact, 5 yards (declined)",-0.630,0.410
3,1:33,1,10,KAN 22,17,16,Patrick Mahomes pass complete deep right to Rashee Rice for 67 yards (tackle by Daxton Hill),0.410,4.840
3,0:52,1,10,CIN 11,17,16,Isiah Pacheco up the middle for 5 yards (tackle by B.J. Hill and Josh Tupou),4.840,5.080
3,0:12,2,5,CIN 6,17,16,Isiah Pacheco right guard for 2 yards (tackle by Jordan Battle and Josh Tupou),5.080,4.670
Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,CIN 4,17,16,Patrick Mahomes pass complete short right to Isiah Pacheco for -2 yards (tackle by Mike Hilton and Logan Wilson),4.670,2.990
4,14:12,4,5,CIN 6,17,19,Harrison Butker 24 yard field goal good,2.990,3.000
4,14:09,,,KAN 35,17,19,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,14:09,1,10,CIN 25,17,19,Joe Mixon right end for 2 yards (tackle by Justin Reid),0.610,0.330
4,13:32,2,8,CIN 27,17,19,Jake Browning pass incomplete deep left intended for Tanner Hudson,0.330,-0.360
4,13:27,3,8,CIN 27,17,19,Jake Browning pass incomplete short left intended for Tanner Hudson,-0.360,-1.570
4,13:19,4,8,CIN 27,17,19,Brad Robbins punts 42 yards downed by Mitchell Wilcox,-1.570,-1.000
4,13:07,1,10,KAN 31,17,19,Isiah Pacheco up the middle for 6 yards (tackle by Jay Tufele),1.000,1.270
4,12:31,2,4,KAN 37,17,19,Isiah Pacheco up the middle for 3 yards (tackle by Jay Tufele and Logan Wilson),1.270,0.960
4,11:54,3,1,KAN 40,17,19,Isiah Pacheco left guard for 5 yards (tackle by Jordan Battle),0.960,1.930
4,11:15,1,10,KAN 45,17,19,Patrick Mahomes pass incomplete short left,1.930,1.380
4,11:07,2,10,KAN 45,17,19,Patrick Mahomes pass complete short left to Travis Kelce for 10 yards (tackle by Chidobe Awuzie),1.380,2.590
4,10:33,1,10,CIN 45,17,19,Isiah Pacheco up the middle for 5 yards (tackle by Logan Wilson),2.590,2.720
4,9:54,2,5,CIN 40,17,19,Isiah Pacheco right guard for 2 yards (tackle by Josh Tupou and Myles Murphy),2.720,2.280
4,9:17,3,3,CIN 38,17,19,"Patrick Mahomes scrambles right end for 3 yards (tackle by Sam Hubbard) CIN challenged the first down ruling, and the original play was overturned. Patrick Mahomes scrambles right end for 2 yards (tackle by Sam Hubbard)",2.280,0.890
4,9:10,4,1,CIN 36,17,19,Patrick Mahomes scrambles right end for 2 yards (tackle by Sam Hubbard),0.890,3.310
4,8:46,1,10,CIN 34,17,19,Isiah Pacheco up the middle for 5 yards (tackle by Zachary Carter),3.310,3.450
4,8:01,2,5,CIN 29,17,19,Patrick Mahomes pass complete short right to Isiah Pacheco for no gain (tackle by Zachary Carter),3.450,2.740
4,7:14,3,5,CIN 29,17,19,Patrick Mahomes pass complete short right to Isiah Pacheco for -1 yards (tackle by Daxton Hill),2.740,1.430
4,6:22,4,6,CIN 30,17,22,Harrison Butker 48 yard field goal good,1.430,3.000
4,6:18,,,KAN 35,17,22,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,6:18,1,10,CIN 25,17,22,"Jake Browning pass incomplete short left. Penalty on Jake Browning: Intentional Grounding, 10 yards (accepted)",0.610,-1.430
4,6:11,2,20,CIN 15,17,22,Jake Browning pass complete short right to Ja'Marr Chase for 3 yards (tackle by Trent McDuffie and L'Jarius Sneed),-1.430,-1.720
4,5:27,3,17,CIN 18,17,22,Jake Browning sacked by and George Karlaftis for -7 yards and Charles Omenihu for -7 yards,-1.720,-2.490
4,4:49,4,24,CIN 11,17,22,"Brad Robbins punts 53 yards, returned by Richie James for 27 yards (tackle by Brad Robbins)",-2.490,-3.120
4,4:33,1,10,CIN 37,17,22,Isiah Pacheco up the middle for 1 yard (tackle by B.J. Hill),3.120,2.710
4,3:51,2,9,CIN 36,17,22,Isiah Pacheco right guard for 1 yard (tackle by Daxton Hill),2.710,2.150
4,3:13,3,8,CIN 35,17,22,Patrick Mahomes pass complete short left to Rashee Rice for 7 yards (tackle by Chidobe Awuzie),2.150,1.720
4,3:03,4,1,CIN 28,17,25,Harrison Butker 46 yard field goal good,1.720,3.000
4,2:59,,,KAN 35,17,25,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,2:59,1,10,CIN 25,17,25,Jake Browning pass complete short right to Tanner Hudson for 15 yards (tackle by Willie Gay),0.610,1.600
4,2:47,1,10,CIN 40,17,25,Jake Browning pass complete short right to Joe Mixon for 5 yards (tackle by Charles Omenihu),1.600,1.730
4,2:18,2,5,CIN 45,17,25,Jake Browning sacked by Justin Reid for -7 yards,1.730,0.100
4,2:00,3,12,CIN 38,17,25,Jake Browning sacked by Justin Reid for -6 yards,0.100,-1.240
4,1:51,,,,,,Timeout #1 by Cincinnati Bengals,,
4,1:51,4,18,CIN 32,17,25,Jake Browning pass complete deep middle to Tyler Boyd for 23 yards (tackle by Chamarri Conner),-1.240,2.590
4,1:30,1,10,KAN 45,17,25,Jake Browning sacked by George Karlaftis for -6 yards,2.590,1.230
4,1:24,,,,,,Timeout #2 by Cincinnati Bengals,,
4,1:23,2,16,CIN 49,17,25,Jake Browning sacked by Chris Jones for -11 yards,1.230,-0.890
4,1:19,,,,,,Timeout #3 by Cincinnati Bengals,,
4,1:19,3,27,CIN 38,17,25,Jake Browning pass incomplete deep middle intended for Trenton Irwin,-0.890,-0.850
4,1:14,4,27,CIN 38,17,25,Jake Browning pass incomplete deep right intended for Tee Higgins (defended by Joshua Williams),-0.850,-3.050
4,1:07,1,10,CIN 38,17,25,Patrick Mahomes kneels for -1 yards,3.050,2.370
4,0:34,2,11,CIN 39,17,25,Patrick Mahomes kneels for -1 yards,2.370,1.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
