Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
2,,,,NWE 2,17,10,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,17,10,"Mike Vanderjagt kicks off 63 yards, returned by Bethel Johnson for 34 yards (tackle by Robert Mathis)",0.000,1.660
2,0:36,1,10,NWE 41,17,10,Tom Brady pass incomplete intended for David Patten,1.660,1.120
2,0:32,2,10,NWE 41,17,10,Tom Brady pass complete to Daniel Graham for 8 yards,1.120,1.490
2,0:25,3,2,NWE 49,17,10,Tom Brady pass complete to Daniel Graham for 5 yards (tackle by Jim Nelson),1.490,2.520
2,0:20,,,,17,10,Timeout #3 by New England Patriots,0.000,2.520
2,0:20,1,10,IND 46,17,10,Tom Brady pass complete to Daniel Graham for 21 yards (tackle by Jim Nelson),2.520,3.910
2,0:04,1,10,IND 25,17,10,Tom Brady spiked the ball,3.910,3.360
2,0:02,,,,17,10,Timeout #1 by Indianapolis Colts,0.000,3.360
2,0:02,2,10,IND 25,17,13,Adam Vinatieri 43 yard field goal good,3.360,3.000
Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,17,13,"Adam Vinatieri kicks off 69 yards, returned by Dominic Rhodes for 21 yards (tackle by Dan Klecko)",0.000,0.410
3,14:54,1,10,IND 22,17,13,Peyton Manning pass incomplete intended for Dallas Clark,0.410,-0.130
3,14:48,2,10,IND 22,17,13,Edgerrin James right end for 1 yard (tackle by Willie McGinest),-0.130,-0.690
3,14:03,3,9,IND 23,17,13,Peyton Manning pass incomplete intended for Brandon Stokley,-0.690,-1.830
3,13:58,4,9,IND 23,17,13,"Hunter Smith punts 52 yards, returned by Tyrone Poole for 6 yards (tackle by Rob Morris)",-1.830,-1.000
3,13:49,1,10,NWE 31,17,13,Tom Brady pass incomplete intended for Daniel Graham,1.000,0.460
3,13:45,2,10,NWE 31,17,13,Tom Brady pass incomplete intended for Daniel Graham,0.460,-0.230
3,13:41,3,10,NWE 31,17,13,Tom Brady pass complete to Deion Branch for 12 yards,-0.230,1.800
3,13:12,1,10,NWE 43,17,13,Corey Dillon up the middle for no gain (tackle by Josh Williams),1.800,1.250
3,12:32,2,10,NWE 43,17,13,Tom Brady pass complete to Deion Branch for 17 yards (tackle by Anthony Floyd),1.250,2.920
3,11:47,1,10,IND 40,17,13,Corey Dillon left tackle for 10 yards (tackle by Larry Tripplett and Anthony Floyd),2.920,3.580
3,10:58,1,10,IND 30,17,13,"Tom Brady pass incomplete intended for David Givens. Penalty on David Thornton: Defensive Holding, 5 yards (no play)",3.580,3.910
3,10:53,1,10,IND 25,17,19,"Tom Brady pass complete to David Patten for 25 yards, touchdown",3.910,7.000
3,,,,IND 2,17,20,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,17,20,"Adam Vinatieri kicks off 72 yards, touchback",0.000,0.280
3,10:48,1,10,IND 20,17,20,Edgerrin James up the middle for 4 yards (tackle by Tedy Bruschi and Rosevelt Colvin),0.280,0.270
3,10:17,2,6,IND 24,17,20,Peyton Manning pass incomplete intended for Marvin Harrison,0.270,-0.430
3,10:12,,,,17,20,Timeout #1 by Indianapolis Colts,0.000,-0.430
3,10:12,3,6,IND 24,17,20,Peyton Manning pass complete to Brandon Stokley for 10 yards (tackle by Asante Samuel). Penalty on Rodney Harrison: Defensive Holding (Declined),-0.430,1.200
3,9:50,1,10,IND 34,17,20,Peyton Manning pass complete to Edgerrin James for 3 yards (tackle by Rosevelt Colvin),1.200,1.060
3,9:22,2,7,IND 37,17,20,Edgerrin James left guard for 3 yards (tackle by Roman Phifer and Tedy Bruschi),1.060,0.760
3,8:41,3,4,IND 40,17,20,"Penalty on Ryan Diem: False Start, 5 yards (no play)",0.760,0.100
3,8:23,3,9,IND 35,17,20,Peyton Manning pass complete to Brandon Stokley for 15 yards (tackle by Tyrone Poole),0.100,2.260
3,7:49,1,10,NWE 50,17,20,Edgerrin James right guard for 8 yards (tackle by Vince Wilfork and Roman Phifer),2.260,2.790
3,7:21,2,2,NWE 42,17,20,Edgerrin James left guard for 1 yard (tackle by Tedy Bruschi and Richard Seymour),2.790,2.210
3,6:34,3,1,NWE 41,17,20,Edgerrin James right guard for no gain (tackle by Ted Johnson and Willie McGinest),2.210,0.530
3,5:50,4,1,NWE 41,17,20,Peyton Manning right end for 19 yards (tackle by Rodney Harrison),0.530,4.110
3,5:14,,,,17,20,Timeout #1 by New England Patriots,0.000,4.110
3,5:14,1,10,NWE 22,17,20,"Edgerrin James up the middle for 4 yards (tackle by Ty Warren). Edgerrin James fumbles (forced by Ty Warren), recovered by Eugene Wilson at NWE-18 (tackle by Tupe Peko)",4.110,-0.040
,,,,,,,"IND challenged the ruling, and the play was upheld.",,
3,5:06,1,10,NWE 18,17,20,Tom Brady pass complete to David Patten for 12 yards (tackle by Donald Strickland),0.040,0.940
3,4:28,1,10,NWE 30,17,20,Corey Dillon left tackle for 1 yard (tackle by Jim Nelson),0.940,0.530
3,3:50,2,9,NWE 31,17,20,Tom Brady pass incomplete intended for Ben Watson,0.530,-0.160
3,3:45,3,9,NWE 31,17,20,Tom Brady pass complete to David Patten for 29 yards (tackle by Jason David),-0.160,2.920
3,3:01,1,10,IND 40,17,20,Tom Brady pass complete to David Givens for 25 yards (tackle by Anthony Floyd),2.920,4.580
3,2:12,1,10,IND 15,17,20,Corey Dillon right guard for 7 yards (tackle by Montae Reagor and Cato June),4.580,5.220
3,1:27,2,3,IND 8,17,26,"Tom Brady pass complete to Daniel Graham for 8 yards, touchdown",5.220,7.000
3,,,,IND 2,17,27,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,17,27,"Adam Vinatieri kicks off 71 yards, returned by Dominic Rhodes for 27 yards (tackle by Patrick Pass)",0.000,0.670
3,1:17,1,10,IND 26,17,27,Edgerrin James up the middle for 8 yards (tackle by Richard Seymour and Roman Phifer),0.670,1.210
3,0:48,2,2,IND 34,17,27,Edgerrin James left tackle for 7 yards (tackle by Mike Vrabel and Tedy Bruschi),1.210,1.660
3,0:15,1,10,IND 41,17,27,Peyton Manning pass complete to Marvin Harrison for 9 yards (tackle by Asante Samuel),1.660,2.340
Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,NWE 50,17,27,Edgerrin James right guard for 7 yards (tackle by Eugene Wilson and Tedy Bruschi),2.340,2.720
4,14:34,1,10,NWE 43,17,27,"Peyton Manning pass incomplete intended for Marvin Harrison. Penalty on Tyrone Poole: Illegal Contact, 5 yards (no play)",2.720,3.050
4,14:28,1,10,NWE 38,17,27,Peyton Manning pass complete to Marvin Harrison for 12 yards (tackle by Willie McGinest),3.050,3.840
4,14:01,1,10,NWE 26,17,27,Edgerrin James up the middle for no gain (tackle by Keith Traylor and Ted Johnson),3.840,3.300
4,13:27,2,10,NWE 26,17,27,"Peyton Manning pass complete to Edgerrin James for 5 yards (tackle by Willie McGinest). Penalty on Mike Vrabel: Defensive Holding, 5 yards (no play)",3.300,4.170
4,13:07,1,10,NWE 21,17,27,Dominic Rhodes left end for 8 yards (tackle by Asante Samuel),4.170,4.950
4,12:31,2,2,NWE 13,17,27,Dominic Rhodes right end for 4 yards (tackle by Eugene Wilson),4.950,5.140
4,11:56,1,9,NWE 9,17,27,Dominic Rhodes right guard for 2 yards (tackle by Roman Phifer and Richard Seymour),5.140,4.760
4,11:13,2,7,NWE 7,17,27,Peyton Manning pass incomplete intended for Reggie Wayne,4.760,3.810
4,11:09,3,7,NWE 7,23,27,"Peyton Manning pass complete to Brandon Stokley for 7 yards, touchdown",3.810,7.000
4,,,,NWE 2,24,27,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,24,27,"Mike Vanderjagt kicks off 55 yards, returned by Patrick Pass for no gain",0.000,-0.220
4,10:58,1,10,NWE 15,24,27,Tom Brady pass complete to Christian Fauria for 5 yards (tackle by Donald Strickland),-0.220,0.080
4,10:19,2,5,NWE 20,24,27,Corey Dillon right guard for 10 yards (tackle by Cato June and Anthony Floyd),0.080,0.940
4,9:36,1,10,NWE 30,24,27,Tom Brady pass complete to Daniel Graham for 9 yards (tackle by Idrees Bashir),0.940,1.610
4,8:55,2,1,NWE 39,24,27,Tom Brady pass complete to David Givens for 16 yards (tackle by Anthony Floyd),1.610,2.590
4,8:09,1,10,IND 45,24,27,Tom Brady pass incomplete intended for Bethel Johnson,2.590,2.040
4,8:05,2,10,IND 45,24,27,Corey Dillon right end for -1 yards (tackle by Jason David),2.040,1.220
4,7:41,3,11,IND 46,24,27,Tom Brady pass incomplete intended for Daniel Graham is intercepted by Nick Harper at IND-18 and returned for 12 yards (tackle by David Givens),1.220,-0.940
4,7:30,1,10,IND 30,24,27,Edgerrin James left end for 7 yards (tackle by Rodney Harrison),0.940,1.340
4,6:59,2,3,IND 37,24,27,Peyton Manning pass incomplete intended for Reggie Wayne,1.340,0.630
4,6:57,3,3,IND 37,24,27,Edgerrin James up the middle for 5 yards (tackle by Ty Warren and Rodney Harrison),0.630,1.730
4,6:22,1,10,IND 42,24,27,Peyton Manning pass incomplete intended for Reggie Wayne,1.730,1.190
4,6:17,2,10,IND 42,24,27,Dominic Rhodes left guard for 2 yards (tackle by Tedy Bruschi and Ted Johnson),1.190,0.760
4,5:34,3,8,IND 44,24,27,Peyton Manning pass incomplete intended for Reggie Wayne,0.760,-0.460
4,5:30,4,8,IND 44,24,27,"Hunter Smith punts 30 yards, muffed catch by Deion Branch, recovered by Jim Nelson and returned for no gain",-0.460,3.380
4,5:20,1,10,NWE 33,24,27,Edgerrin James right end for 5 yards (tackle by Roman Phifer),3.380,3.510
4,4:46,2,5,NWE 28,24,27,Edgerrin James right end for 4 yards (tackle by Vince Wilfork),3.510,3.340
4,4:39,3,1,NWE 24,24,27,Dominic Rhodes up the middle for 1 yard (tackle by Tedy Bruschi),3.340,4.040
4,4:01,1,10,NWE 23,24,27,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Tyrone Poole),4.040,3.500
4,3:58,2,10,NWE 23,24,27,"Peyton Manning pass incomplete intended for Reggie Wayne. Penalty on Asante Samuel: Defensive Pass Interference, 22 yards (no play)",3.500,6.970
4,3:51,1,1,NWE 1,24,27,"Edgerrin James left guard for no gain (tackle by Eugene Wilson). Edgerrin James fumbles (forced by Eugene Wilson), recovered by Vince Wilfork at NWE-1 (tackle by Dallas Clark)",6.970,0.380
4,3:43,1,10,NWE 1,24,27,Tom Brady pass incomplete intended for David Patten,-0.380,-0.780
4,3:35,2,10,NWE 1,24,27,Corey Dillon up the middle for 1 yard (tackle by Dwight Freeney),-0.780,-1.300
4,2:51,3,9,NWE 2,24,27,Tom Brady pass complete to David Givens for 20 yards (tackle by Anthony Floyd). Penalty on Jason David: Defensive Holding (Declined),-1.300,0.410
4,2:40,1,10,NWE 22,24,27,Corey Dillon up the middle for 5 yards (tackle by Rob Morris and Anthony Floyd),0.410,0.540
4,2:08,,,,24,27,Timeout #3 by Indianapolis Colts,0.000,0.540
4,2:08,2,5,NWE 27,24,27,"Tom Brady sacked by Raheem Brock for -7 yards. Tom Brady fumbles (forced by Raheem Brock), recovered by Corey Dillon at NWE-19",0.540,-1.290
4,2:00,3,13,NWE 19,24,27,Tom Brady pass incomplete intended for David Patten (defended by Idrees Bashir),-1.290,-2.140
4,1:54,4,13,NWE 19,24,27,"Josh Miller punts 52 yards, returned by Brad Pyatt for 7 yards (tackle by Shawn Mayer)",-2.140,-1.330
4,1:43,1,10,IND 36,24,27,Peyton Manning pass complete to Brandon Stokley for 45 yards (tackle by Eugene Wilson),1.330,4.310
4,1:13,1,10,NWE 19,24,27,Peyton Manning pass complete to Marvin Harrison for 2 yards (tackle by Willie McGinest),4.310,4.030
4,0:53,2,8,NWE 17,24,27,Peyton Manning pass incomplete intended for Reggie Wayne,4.030,3.260
4,0:49,3,8,NWE 17,24,27,Peyton Manning sacked by Willie McGinest for -12 yards,3.260,1.500
4,0:24,,,,24,27,Timeout #2 by New England Patriots,0.000,1.500
4,0:24,4,20,NWE 29,24,27,Mike Vanderjagt 48 yard field goal no good,1.500,-1.470
4,0:19,1,10,NWE 38,24,27,Tom Brady kneels for -1 yards,1.470,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
