Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
1,10:21,2,10,DET 20,0,7,Ameer Abdullah right end for no gain (tackle by Chad Greenway and Linval Joseph),-0.270,-0.960
1,9:37,3,10,DET 20,0,7,Matthew Stafford pass complete short middle to Golden Tate for 19 yards (tackle by Captain Munnerlyn),-0.960,1.530
1,8:55,1,10,DET 39,0,7,Ameer Abdullah left end for 7 yards (tackle by Gerald Hodges),1.530,1.930
1,8:18,2,3,DET 46,0,7,Joique Bell middle for no gain (tackle by Linval Joseph and Sharrif Floyd),1.930,1.220
1,7:37,3,3,DET 46,0,7,Matthew Stafford pass incomplete short right intended for Golden Tate (defended by Brian Robison),1.220,-0.320
1,7:35,4,3,DET 46,0,7,"Sam Martin punts 42 yards, returned by Marcus Sherels for 7 yards (tackle by Tahir Whitehead)",-0.320,-0.150
1,7:25,1,10,MIN 19,0,7,Adrian Peterson right end for -2 yards (tackle by Ezekiel Ansah),0.150,-0.720
1,6:56,2,12,MIN 17,0,7,Adrian Peterson middle for 7 yards (tackle by Josh Wilson and Stephen Tulloch),-0.720,-0.420
1,6:11,3,5,MIN 24,0,7,Teddy Bridgewater pass complete short right to Mike Wallace for 4 yards (tackle by Darius Slay),-0.420,-1.500
,,,,,,,"DET challenged the first down ruling, and the original play was overturned.",,
1,5:33,4,1,MIN 28,0,7,"Jeff Locke punts 53 yards, fair catch by Golden Tate. Penalty on Tim Wright: Offensive Holding, 9 yards",-1.500,0.380
1,5:25,1,10,DET 10,0,7,Matthew Stafford pass complete short right to Calvin Johnson for 7 yards (tackle by Captain Munnerlyn),-0.380,-0.090
1,4:52,2,3,DET 17,0,7,Joique Bell left tackle for -2 yards (tackle by Linval Joseph and Brian Robison),-0.090,-0.840
1,4:14,3,5,DET 15,0,7,"Penalty on Everson Griffen: Neutral Zone Infraction, 5 yards (no play)",-0.840,0.280
1,4:02,1,10,DET 20,0,7,Matthew Stafford pass complete short middle to Eric Ebron for 3 yards (tackle by Chad Greenway),0.280,0.140
1,3:24,2,7,DET 23,0,7,"Matthew Stafford pass incomplete short left intended for Joique Bell. Penalty on Riley Reiff: Offensive Holding, 10 yards (no play)",0.140,-1.280
1,3:15,2,17,DET 13,0,7,Matthew Stafford pass complete short right to Joique Bell for no gain,-1.280,-1.280
1,2:38,2,17,DET 13,0,7,Timeout #1 by Minnesota Vikings,-1.280,-2.190
1,2:38,3,17,DET 13,0,7,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,-2.190,-2.490
1,2:33,4,17,DET 13,0,7,Sam Martin punts 37 yards,-2.490,-2.260
1,2:24,1,10,,0,7,Adrian Peterson left guard for 9 yards (tackle by Phillip Hunt),2.260,2.930
1,1:59,2,1,DET 41,0,7,Adrian Peterson middle for 6 yards (tackle by Glover Quin),2.930,3.250
1,1:46,1,10,DET 35,0,7,Jarius Wright left end for 29 yards (tackle by Tahir Whitehead and Josh Wilson),3.250,5.830
1,1:09,1,6,DET 6,0,7,Adrian Peterson middle for 3 yards (tackle by Josh Bynes and Tyrunn Walker),5.830,5.830
1,0:32,1,6,DET 6,0,7,Timeout #2 by Minnesota Vikings,5.830,5.530
1,0:32,2,3,DET 3,0,7,Adrian Peterson middle for 2 yards (tackle by Ezekiel Ansah and James Ihedigbo),5.530,5.170
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,DET 1,0,7,Adrian Peterson middle for no gain,5.170,3.550
2,14:31,4,1,DET 1,0,13,"Teddy Bridgewater left end for 1 yard, touchdown. Penalty on Ezekiel Ansah: Defensive Offside (Declined)",3.550,7.000
2,14:31,,,DET 1,0,14,Blair Walsh kicks extra point good,0.000,0.000
2,14:31,,,MIN 35,0,14,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,14:26,1,10,DET 20,0,14,Matthew Stafford pass complete short right to Golden Tate for 10 yards (tackle by Andrew Sendejo and Eric Kendricks),0.280,0.940
2,13:50,1,10,DET 30,0,14,Ameer Abdullah right tackle for 2 yards (tackle by Anthony Barr),0.940,0.660
2,13:13,2,8,DET 32,0,14,Matthew Stafford pass complete short left to Eric Ebron for 16 yards (tackle by Andrew Sendejo),0.660,2.130
2,12:39,1,10,DET 48,0,14,Matthew Stafford pass complete short right to Theo Riddick for 5 yards (tackle by Eric Kendricks),2.130,2.260
2,12:10,2,5,MIN 47,0,14,Joique Bell left end for 3 yards (tackle by Scott Crichton and Sharrif Floyd),2.260,1.950
2,11:30,3,2,MIN 44,0,14,Matthew Stafford pass complete short right to Lance Moore for 5 yards (tackle by Captain Munnerlyn),1.950,2.980
2,11:00,1,10,MIN 39,0,14,Matthew Stafford pass complete short right to Calvin Johnson for 7 yards (tackle by Harrison Smith and Xavier Rhodes),2.980,3.390
2,10:23,2,3,MIN 32,0,14,Ameer Abdullah right end for 2 yards (tackle by Gerald Hodges),3.390,2.940
2,9:47,3,1,MIN 30,0,14,Michael Burton middle for 2 yards (tackle by Brian Robison),2.940,3.710
2,9:04,1,10,MIN 28,0,14,Matthew Stafford pass complete short middle to Joique Bell for 16 yards (tackle by Andrew Sendejo and Gerald Hodges),3.710,4.780
2,8:21,1,10,MIN 12,0,14,"Penalty on Cornelius Lucas: False Start, 5 yards (no play)",4.780,4.320
2,8:03,1,15,MIN 17,0,14,Matthew Stafford pass complete short right to Ameer Abdullah for 9 yards (tackle by Eric Kendricks),4.320,4.830
2,7:25,2,6,MIN 8,0,14,Matthew Stafford pass incomplete short right intended for Lance Moore (defended by Terence Newman),4.830,3.930
2,7:21,3,6,MIN 8,0,14,Matthew Stafford pass incomplete short right intended for Golden Tate (defended by Brian Robison),3.930,2.960
2,7:16,4,6,MIN 8,3,14,Matt Prater 26 yard field goal good,2.960,3.000
2,7:16,,,DET 35,3,14,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,7:12,1,10,MIN 20,3,14,Adrian Peterson left tackle for 4 yards (tackle by James Ihedigbo),0.280,0.270
2,6:40,2,6,MIN 24,3,14,Teddy Bridgewater pass complete short left to Charles Johnson for 4 yards (tackle by James Ihedigbo),0.270,0.100
2,6:04,3,2,MIN 28,3,14,Teddy Bridgewater pass complete short middle to Adrian Peterson for 49 yards (tackle by Darius Slay),0.100,4.040
2,5:22,1,10,DET 23,3,14,Teddy Bridgewater pass complete short right to Kyle Rudolph for 11 yards (tackle by James Ihedigbo),4.040,4.780
2,4:51,1,10,DET 12,3,14,Jerick McKinnon middle for 3 yards (tackle by Jason Jones and James Ihedigbo),4.780,4.640
2,4:11,2,7,DET 9,3,14,"Teddy Bridgewater pass incomplete short left intended for Charles Johnson. Penalty on Quandre Diggs: Defensive Holding, 5 yards (no play)",4.640,6.280
2,4:04,1,4,DET 4,3,14,Adrian Peterson right end for -4 yards (tackle by Josh Bynes),6.280,4.570
2,3:22,2,8,DET 8,3,14,Teddy Bridgewater sacked by Ezekiel Ansah for -2 yards,4.570,3.130
2,2:40,3,10,DET 10,3,14,Teddy Bridgewater pass incomplete short middle intended for Kyle Rudolph,3.130,2.760
2,2:35,4,10,DET 10,3,17,Blair Walsh 28 yard field goal good,2.760,3.000
2,2:35,,,MIN 35,3,17,"Blair Walsh kicks off 70 yards, returned by Ameer Abdullah for 32 yards (tackle by Audie Cole)",0.000,-0.740
2,2:26,1,10,DET 27,3,17,Matthew Stafford pass complete short middle to Golden Tate for 18 yards (tackle by Harrison Smith),0.740,1.930
2,2:01,1,10,DET 45,3,17,Matthew Stafford pass incomplete short middle intended for Eric Ebron,1.930,1.380
2,1:57,2,10,DET 45,3,17,"Matthew Stafford pass incomplete short middle intended for Calvin Johnson. Penalty on Xavier Rhodes: Defensive Holding, 5 yards (no play)",1.380,2.260
2,1:53,1,10,,3,17,Matthew Stafford pass incomplete short right intended for Calvin Johnson,2.260,1.710
2,1:49,2,10,,3,17,Matthew Stafford pass complete deep left to Golden Tate for 18 yards (tackle by Captain Munnerlyn),1.710,3.450
2,1:26,1,10,MIN 32,3,17,Matthew Stafford pass complete short right to Eric Ebron for 3 yards (tackle by Brian Robison),3.450,3.310
2,1:21,2,7,MIN 29,3,17,Matthew Stafford pass complete short middle to Golden Tate for 10 yards (tackle by Captain Munnerlyn),3.310,4.310
2,1:02,1,10,MIN 19,3,17,Matthew Stafford pass complete short middle to Theo Riddick for 8 yards (tackle by Harrison Smith),4.310,5.140
2,0:42,2,2,MIN 11,9,17,"Matthew Stafford pass complete short left to Calvin Johnson for 11 yards, touchdown",5.140,7.000
2,0:42,,,MIN 11,10,17,Matt Prater kicks extra point good,0.000,0.000
2,0:42,,,DET 35,10,17,"Sam Martin kicks off 72 yards, returned by Cordarrelle Patterson for 29 yards (tackle by Josh Wilson)",0.000,-0.410
2,0:26,1,10,MIN 22,10,17,Matt Asiata right end for 2 yards (tackle by Travis Lewis),0.410,0.140
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,10,17,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,14:30,1,10,DET 20,10,17,Joique Bell middle for 1 yard (tackle by Gerald Hodges and Terence Newman),0.280,-0.130
3,14:17,2,9,DET 21,10,17,Matthew Stafford pass complete short right to Calvin Johnson for 11 yards (tackle by Harrison Smith),-0.130,1.070
3,13:47,1,10,DET 32,10,17,"Matthew Stafford pass complete short left to Lance Moore for 2 yards (tackle by Captain Munnerlyn). Lance Moore fumbles (forced by Captain Munnerlyn), recovered by Andrew Sendejo at DET-34 and returned for 28 yards (tackle by Ameer Abdullah)",1.070,-5.830
3,13:37,1,6,DET 6,10,17,"Adrian Peterson left tackle for -5 yards (tackle by James Ihedigbo). Adrian Peterson fumbles (forced by James Ihedigbo), recovered by Josh Wilson at DET-11",5.830,0.370
3,13:29,1,10,DET 11,10,17,Matthew Stafford middle for 3 yards (tackle by Brian Robison),-0.370,-0.530
3,12:48,2,7,DET 14,10,17,Ameer Abdullah right end for -5 yards (tackle by Brian Robison),-0.530,-1.650
3,12:05,3,12,DET 9,10,17,Matthew Stafford right end for 3 yards (tackle by Brian Robison),-1.650,-2.490
3,11:36,4,9,DET 12,10,17,"Sam Martin punts 53 yards, returned by Marcus Sherels for 31 yards (tackle by Theo Riddick)",-2.490,-3.310
3,11:25,1,10,DET 34,10,17,Teddy Bridgewater pass complete short left to Mike Wallace for 12 yards,3.310,4.110
3,10:59,1,10,DET 22,10,17,Adrian Peterson left end for 11 yards (tackle by Rashean Mathis),4.110,4.840
3,10:33,1,10,DET 11,10,17,Adrian Peterson middle for 4 yards (tackle by Tyrunn Walker),4.840,4.890
3,9:52,2,6,DET 7,10,17,Teddy Bridgewater pass incomplete short middle intended for Kyle Rudolph,4.890,3.980
3,9:46,3,6,DET 7,10,17,Teddy Bridgewater left tackle for 6 yards (tackle by Jason Jones and Isa Abdul-Quddus),3.980,6.970
3,9:05,1,1,DET 1,10,17,Adrian Peterson right tackle for no gain. Penalty on Jason Jones: Defensive Offside (no play),6.970,6.970
3,8:56,1,1,DET 1,10,23,"Zach Line middle for 1 yard, touchdown",6.970,7.000
3,8:56,,,DET 1,10,23,Blair Walsh kicks extra point no good,0.000,-1.000
3,8:56,,,MIN 35,10,23,"Blair Walsh kicks off 70 yards, returned by Ameer Abdullah for 26 yards (tackle by Zach Line)",0.000,-0.340
3,8:49,1,10,DET 21,10,23,Matthew Stafford pass complete short right to Calvin Johnson for 18 yards (tackle by Xavier Rhodes),0.340,1.530
3,8:19,1,10,DET 39,10,23,Matthew Stafford pass complete short middle to Eric Ebron for 9 yards (tackle by Andrew Sendejo),1.530,2.200
3,7:43,2,1,DET 48,10,23,"Theo Riddick left guard for 5 yards (tackle by Harrison Smith). Theo Riddick fumbles (forced by Harrison Smith), recovered by Shamar Stephen at MIN-47 (tackle by Calvin Johnson)",2.200,-2.060
3,7:31,1,10,MIN 47,10,23,Adrian Peterson middle for 8 yards (tackle by James Ihedigbo and Tahir Whitehead),2.060,2.600
3,6:56,2,2,DET 45,10,23,"Adrian Peterson right guard for 4 yards (tackle by Haloti Ngata). Penalty on Matt Kalil: Unnecessary Roughness, 15 yards",2.600,1.860
3,6:40,1,10,MIN 44,10,23,Teddy Bridgewater pass complete short right to Kyle Rudolph for 1 yard,1.860,1.450
3,6:04,2,9,MIN 45,10,23,Teddy Bridgewater pass complete short right to Kyle Rudolph for 5 yards (tackle by Josh Bynes),1.450,1.420
3,5:29,3,4,,10,23,Teddy Bridgewater pass complete short right to Charles Johnson for 3 yards (tackle by Rashean Mathis),1.420,0.130
3,4:52,4,1,DET 47,10,23,"Jeff Locke punts 39 yards, fair catch by Lance Moore",0.130,0.380
3,4:45,1,10,DET 8,10,23,Matthew Stafford pass complete short right to Calvin Johnson for 5 yards (tackle by Xavier Rhodes),-0.380,-0.410
3,4:17,2,5,DET 13,10,23,Ameer Abdullah middle for 3 yards (tackle by Justin Trattou),-0.410,-0.480
3,3:33,3,2,DET 16,10,23,Matthew Stafford pass complete short right to Calvin Johnson for 11 yards (tackle by Xavier Rhodes),-0.480,0.740
3,3:01,1,10,DET 27,10,23,Matthew Stafford pass incomplete short left intended for Eric Ebron,0.740,0.200
3,2:57,2,10,DET 27,10,23,"Matthew Stafford left end for 5 yards. Penalty on Golden Tate: Offensive Holding, 10 yards",0.200,-0.480
3,2:38,2,15,DET 22,10,23,Matthew Stafford pass complete short middle to Golden Tate for 5 yards (tackle by Harrison Smith and Andrew Sendejo),-0.480,-0.490
3,1:49,3,10,DET 27,10,23,Matthew Stafford pass complete short left to Theo Riddick for 11 yards (tackle by Eric Kendricks),-0.490,1.470
3,1:09,1,10,DET 38,10,23,Matthew Stafford pass incomplete short left intended for Calvin Johnson,1.470,0.920
3,1:05,2,10,DET 38,10,23,Matthew Stafford pass incomplete short right intended for Golden Tate,0.920,0.230
3,1:00,3,10,DET 38,10,23,Matthew Stafford pass incomplete short right intended for Golden Tate,0.230,-0.850
3,0:55,4,10,DET 38,10,23,"Sam Martin punts 45 yards, returned by Marcus Sherels for 1 yard (tackle by Isa Abdul-Quddus)",-0.850,-0.040
3,0:47,1,10,MIN 18,10,23,Adrian Peterson right tackle for 4 yards (tackle by James Ihedigbo and Darryl Tapp),0.040,0.140
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,MIN 22,10,23,Teddy Bridgewater pass complete short left to Charles Johnson for 3 yards (tackle by Rashean Mathis),0.140,-0.270
4,14:25,3,3,MIN 25,10,23,"Penalty on Charles Johnson: False Start, 5 yards (no play)",-0.270,-0.910
4,14:07,3,8,MIN 20,10,23,Teddy Bridgewater pass complete short right to Kyle Rudolph for 8 yards (tackle by Josh Bynes),-0.910,0.810
,,,,,,,"MIN challenged the first down ruling, and the original play was overturned.",,
4,13:38,1,10,MIN 28,10,23,Adrian Peterson middle for 3 yards (tackle by Travis Lewis),0.810,0.670
4,13:00,2,7,MIN 31,10,23,Teddy Bridgewater pass incomplete short left intended for Rhett Ellison,0.670,-0.030
4,12:55,3,7,MIN 31,10,23,Teddy Bridgewater right end for 6 yards (tackle by Jason Jones),-0.030,-0.910
,,,,,,,"MIN challenged the first down ruling, and the play was upheld.",,
4,12:34,4,1,MIN 37,10,23,"Jeff Locke punts 42 yards, returned by Golden Tate for 2 yards (tackle by Marcus Sherels)",-0.910,-0.480
4,12:27,1,10,DET 23,10,23,"Matthew Stafford pass incomplete deep right intended for Calvin Johnson is intercepted by Harrison Smith at 50 and returned for 37 yards. Penalty on Xavier Rhodes: Defensive Pass Interference, 27 yards (no play)",0.480,2.260
4,12:12,1,10,,10,23,Matthew Stafford pass incomplete short middle intended for Eric Ebron is intercepted by Justin Trattou at 50 and returned for 11 yards,2.260,-2.980
4,12:06,1,10,DET 39,10,23,Adrian Peterson right tackle for -1 yards (tackle by Ezekiel Ansah),2.980,2.300
4,11:30,2,11,DET 40,10,23,Teddy Bridgewater left end for 2 yards (tackle by Ezekiel Ansah),2.300,1.880
4,10:48,3,9,DET 38,10,23,"Teddy Bridgewater pass complete deep left to Mike Wallace for 22 yards (tackle by Glover Quin). Penalty on Mike Wallace: Delay of Game, 5 yards",1.880,4.170
4,10:28,1,10,DET 21,10,23,Adrian Peterson left tackle for 9 yards (tackle by Rashean Mathis),4.170,5.160
4,10:05,2,1,DET 12,10,23,Adrian Peterson middle for no gain (tackle by Josh Wilson),5.160,4.490
4,9:26,3,1,DET 12,10,23,Adrian Peterson right guard for 4 yards (tackle by Travis Lewis),4.490,5.370
4,8:51,1,8,DET 8,10,23,Jerick McKinnon middle for no gain (tackle by James Ihedigbo and Stephen Tulloch),5.370,4.570
4,8:14,2,8,DET 8,10,23,"Teddy Bridgewater pass complete short right to Charles Johnson for 7 yards. Penalty on Matt Kalil: Offensive Holding, 10 yards (no play)",4.570,3.150
4,7:47,2,18,DET 18,10,23,"Adrian Peterson left guard for 4 yards. Adrian Peterson fumbles, recovered by Adrian Peterson at DET-14",3.150,3.000
4,7:07,3,14,DET 14,10,23,Teddy Bridgewater pass complete short right to Adrian Peterson for 9 yards (tackle by Gabe Wright and Stephen Tulloch),3.000,3.010
4,6:23,4,5,DET 5,10,26,Blair Walsh 23 yard field goal good,3.010,3.000
4,6:23,,,MIN 35,10,26,"Blair Walsh kicks off 73 yards, returned by Ameer Abdullah for 26 yards (tackle by Matt Asiata)",0.000,-0.040
4,6:13,1,10,DET 18,10,26,Matthew Stafford pass complete short middle to Theo Riddick for 11 yards (tackle by Andrew Sendejo),0.040,0.870
4,5:50,1,10,DET 29,10,26,Matthew Stafford sacked by Everson Griffen for -1 yards,0.870,0.190
4,5:23,2,11,DET 28,10,26,Matthew Stafford pass incomplete short left intended for Lance Moore (defended by Tom Johnson),0.190,-0.490
4,5:15,3,11,DET 28,10,26,"Matthew Stafford pass complete short right to Calvin Johnson for 3 yards (tackle by Xavier Rhodes). Penalty on Everson Griffen: Illegal Use of Hands, 5 yards (no play)",-0.490,1.140
4,4:57,1,10,DET 33,10,26,Matthew Stafford pass complete short left to Calvin Johnson for 4 yards (tackle by Xavier Rhodes and Eric Kendricks),1.140,1.130
4,4:32,2,6,DET 37,10,26,Matthew Stafford pass incomplete short left intended for Theo Riddick,1.130,1.130
4,4:28,2,6,DET 37,10,26,Timeout #1 by Detroit Lions,1.130,0.430
4,4:28,3,6,DET 37,10,26,Matthew Stafford pass complete short right to Calvin Johnson for 6 yards (tackle by Xavier Rhodes),0.430,1.800
4,4:07,1,10,DET 43,10,26,Matthew Stafford pass complete short middle to Theo Riddick for 6 yards (tackle by Linval Joseph),1.800,2.060
4,3:44,2,4,DET 49,10,26,Matthew Stafford pass incomplete short right intended for Calvin Johnson,2.060,1.350
4,3:40,3,4,DET 49,10,26,Matthew Stafford pass incomplete short left intended for Lance Moore,1.350,-0.130
4,3:36,4,4,DET 49,10,26,"Matthew Stafford left end for 9 yards (tackle by Anthony Barr). Penalty on Anthony Barr: Unnecessary Roughness, 15 yards",-0.130,3.780
4,3:28,1,10,MIN 27,10,26,Matthew Stafford pass incomplete deep left intended for Calvin Johnson (defended by Xavier Rhodes),3.780,3.230
4,3:23,2,10,MIN 27,10,26,Matthew Stafford pass incomplete short left intended for Calvin Johnson,3.230,2.540
4,3:19,3,10,MIN 27,10,26,"Matthew Stafford pass incomplete deep left intended for Golden Tate (defended by Captain Munnerlyn). Penalty on Xavier Rhodes: Defensive Holding, 5 yards (no play)",2.540,2.540
4,3:10,3,10,MIN 27,10,26,Timeout #2 by Minnesota Vikings,2.540,4.110
4,3:10,1,10,MIN 22,10,26,Matthew Stafford pass incomplete short middle intended for Eric Ebron (defended by Gerald Hodges),4.110,3.560
4,3:05,2,10,MIN 22,10,26,Matthew Stafford pass complete short left to Calvin Johnson for 3 yards (tackle by Captain Munnerlyn),3.560,3.260
4,2:29,3,7,MIN 19,10,26,Matthew Stafford pass incomplete (defended by Everson Griffen),3.260,2.180
4,2:25,4,7,MIN 19,10,26,Matthew Stafford pass complete short left to Lance Moore for 7 yards (tackle by Terence Newman),2.180,4.780
4,2:02,1,10,MIN 12,10,26,Matthew Stafford pass incomplete short right intended for Calvin Johnson,4.780,4.100
4,1:54,2,10,MIN 12,16,26,"Matthew Stafford pass complete short middle to Eric Ebron for 12 yards, touchdown",4.100,7.000
4,1:54,2,,MIN 12,16,26,"Two Point Attempt: Joique Bell middle, conversion fails",4.100,-1.000
4,1:54,,,DET 35,16,26,"Sam Martin kicks onside 13 yards, recovered by Rhett Ellison",0.000,-2.390
4,1:47,1,10,DET 48,16,26,Adrian Peterson right end for 19 yards (tackle by Darius Slay),2.390,2.390
4,1:36,1,10,DET 48,16,26,Timeout #2 by Detroit Lions,2.390,3.640
4,1:36,1,10,DET 29,16,26,Matt Asiata middle for 6 yards (tackle by Glover Quin and Darius Slay),3.640,3.640
4,1:29,1,10,DET 29,16,26,Timeout #3 by Detroit Lions,3.640,3.910
4,1:29,2,4,DET 23,16,26,Jerick McKinnon right end for 3 yards (tackle by Tahir Whitehead),3.910,3.600
4,0:41,3,1,DET 20,16,26,Teddy Bridgewater kneels for -2 yards,3.600,2.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
