Quarter,Time,Down,ToGo,Location,PHI,NYJ,Detail,EPB,EPA
4,9:40,1,10,NYJ 19,14,12,Jalen Hurts pass incomplete short middle intended for Dallas Goedert (defended by C.J. Mosley),4.310,3.750
4,9:31,2,10,NYJ 19,14,12,Jalen Hurts left end for 4 yards (tackle by Tony Adams),3.750,3.580
4,8:57,3,6,NYJ 15,14,12,Jalen Hurts sacked by Bryce Huff for -4 yards,3.580,2.180
4,8:17,4,10,NYJ 19,14,12,Jake Elliott 37 yard field goal no good,2.180,-0.740
4,8:13,1,10,NYJ 27,14,12,Breece Hall right tackle for 3 yards (tackle by Brandon Graham and Josh Jobe),0.740,0.600
4,7:36,2,7,NYJ 30,14,12,Zach Wilson pass complete short right to Jeremy Ruckert for 8 yards (tackle by Zach Cunningham and Nakobe Dean),0.600,1.470
4,6:53,1,10,NYJ 38,14,12,Zach Wilson pass complete short left to Garrett Wilson for 5 yards (tackle by James Bradberry),1.470,1.600
4,6:13,2,5,NYJ 43,14,12,Breece Hall left guard for -2 yards (tackle by Milton Williams),1.600,0.630
4,5:32,3,7,NYJ 41,14,12,Zach Wilson sacked by and Haason Reddick for -6 yards and Milton Williams for -6 yards,0.630,-1.040
4,4:56,4,13,NYJ 35,14,12,"Thomas Morstead punts 54 yards, returned by Britain Covey for 9 yards (tackle by Jamien Sherwood)",-1.040,-0.280
4,4:43,1,10,PHI 20,14,12,Jalen Hurts pass complete short left to D'Andre Swift for 2 yards (tackle by Michael Carter),0.280,0.000
4,4:37,2,8,PHI 22,14,12,D'Andre Swift up the middle for 9 yards (tackle by Tony Adams and Solomon Thomas),0.000,1.000
4,4:00,1,10,PHI 31,14,12,Jalen Hurts pass complete short middle to D'Andre Swift for 3 yards (tackle by C.J. Mosley),1.000,0.870
4,3:19,2,7,PHI 34,14,12,D'Andre Swift up the middle for no gain (tackle by John Franklin-Myers),0.870,0.170
4,2:31,,,,,,Timeout #1 by Philadelphia Eagles,,
4,2:31,3,7,PHI 34,14,12,Jalen Hurts pass complete short right to Dallas Goedert for 11 yards (tackle by Quincy Williams),0.170,1.930
4,2:24,,,,,,Timeout #2 by New York Jets,,
4,2:24,1,10,PHI 45,14,12,Kenneth Gainwell left guard for 1 yard (tackle by Quinnen Williams and Quincy Williams),1.930,1.520
4,2:20,,,,,,Timeout #3 by New York Jets,,
4,2:20,2,9,PHI 46,14,12,D'Andre Swift left end for no gain (tackle by Quincy Williams),1.520,0.830
4,2:00,3,9,PHI 46,14,12,Jalen Hurts pass short middle intended for Dallas Goedert is intercepted by Tony Adams at NYJ-47 and returned for 45 yards (tackle by Landon Dickerson),0.830,-5.370
4,1:50,1,8,PHI 8,14,18,"Breece Hall up the middle for 8 yards, touchdown",5.370,7.000
4,1:46,,,PHI 2,14,20,Two Point Attempt: Zach Wilson pass complete to to Randall Cobb for no gain,1.000,1.000
4,1:46,,,NYJ 35,14,20,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,1:46,1,10,PHI 25,14,20,Jalen Hurts pass incomplete short left intended for A.J. Brown,0.610,0.060
4,1:41,2,10,PHI 25,14,20,Jalen Hurts pass incomplete short right intended for DeVonta Smith (defended by Jordan Whitehead),0.060,-0.620
4,1:34,3,10,PHI 25,14,20,Jalen Hurts pass complete short left to DeVonta Smith for 2 yards (tackle by Quincy Williams),-0.620,-1.570
4,1:24,,,,,,Timeout #2 by Philadelphia Eagles,,
4,1:24,4,8,PHI 27,14,20,Jalen Hurts pass incomplete deep middle intended for DeVonta Smith (defended by Jordan Whitehead),-1.570,-3.780
4,1:16,1,10,PHI 27,14,20,Zach Wilson kneels for -1 yards,3.780,3.100
4,0:40,2,11,PHI 28,14,20,Zach Wilson kneels for -1 yards,3.100,2.280
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
