Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
2,10:18,2,9,CAR 21,10,3,Sam Darnold pass incomplete short right intended for Chuba Hubbard,,
2,10:14,3,9,CAR 21,10,3,"Sam Darnold sacked by P.J. Williams for -9 yards. Sam Darnold fumbles (forced by P.J. Williams), recovered by Marcus Davenport at CAR-14 and returned for 1 yard (tackle by Michael Jordan)",,
2,10:06,1,10,CAR 13,10,3,Alvin Kamara right tackle for no gain (tackle by Jermaine Carter and Frankie Luvu),,
2,9:26,2,10,CAR 13,10,3,Taysom Hill pass complete short left to Juwan Johnson for 4 yards (tackle by Myles Hartsfield),,
2,8:48,3,6,CAR 9,10,3,Taysom Hill pass incomplete short left intended for Alvin Kamara,,
2,8:45,4,6,CAR 9,10,6,Brett Maher 27 yard field goal good,,
2,8:41,,,NOR 35,10,6,"Brett Maher kicks off 65 yards, touchback.",,
2,8:41,1,10,CAR 25,10,6,Chuba Hubbard right end for 4 yards (tackle by Albert Huggins),,
2,8:00,2,6,CAR 29,10,6,Sam Darnold pass incomplete short right intended for D.J. Moore (defended by Paulson Adebo),,
2,7:56,3,6,CAR 29,10,6,Sam Darnold sacked by Cameron Jordan for -7 yards,,
2,7:12,4,13,CAR 22,10,6,"Lac Edwards punts 59 yards, returned by Deonte Harty for 1 yard (tackle by Brandon Zylstra)",,
2,7:03,1,10,NOR 20,10,6,Taysom Hill pass complete short left to Marquez Callaway for 7 yards (tackle by Keith Taylor),,
2,6:39,2,3,NOR 27,10,6,Ty Montgomery left end for -4 yards (tackle by Frankie Luvu),,
2,5:58,3,7,NOR 23,10,6,Taysom Hill pass complete deep left to Marquez Callaway for 30 yards (tackle by Myles Hartsfield),,
2,5:13,1,10,CAR 47,10,6,Alvin Kamara left end for -2 yards (tackle by Shaq Thompson and Bravvion Roy),,
2,4:31,2,12,CAR 49,10,6,Taysom Hill pass incomplete deep left intended for Marquez Callaway,,
2,4:24,3,12,CAR 49,10,6,Taysom Hill sacked by Derrick Brown for -8 yards,,
2,3:46,4,20,NOR 43,10,6,Blake Gillikin punts 41 yards out of bounds,,
2,3:38,1,10,CAR 16,10,6,Ameer Abdullah right guard for 15 yards (tackle by Carl Granderson),,
2,2:57,1,10,CAR 31,10,6,Ameer Abdullah right end for no gain (tackle by Malcolm Jenkins),,
2,2:13,,,,,,Timeout #2 by Carolina Panthers,,
2,2:13,2,10,CAR 31,10,6,Chuba Hubbard right guard for 1 yard (tackle by Cameron Jordan),,
2,2:07,,,,,,Timeout #2 by New Orleans Saints,,
2,2:07,3,9,CAR 32,10,6,Sam Darnold pass incomplete short left intended for Shi Smith,,
2,2:04,4,9,CAR 32,10,6,"Lac Edwards punts 62 yards, returned by Deonte Harty for 2 yards (tackle by Jermaine Carter). Penalty on J.T. Gray: Offensive Illegal Block Above the Waist, 4 yards (accepted)",,
2,1:53,1,10,NOR 4,10,6,Alvin Kamara right guard for -1 yards (tackle by Frankie Luvu),,
2,1:18,2,11,NOR 3,10,6,Taysom Hill for no gain (tackle by Jermaine Carter and Yetur Gross-Matos),,
2,1:14,,,,,,Timeout #3 by Carolina Panthers,,
2,1:14,3,11,NOR 3,10,6,Taysom Hill pass complete deep left to Marquez Callaway for 28 yards (tackle by Keith Taylor),,
2,0:50,1,10,NOR 31,10,6,Taysom Hill pass complete short middle to Lil'Jordan Humphrey for 18 yards (tackle by Myles Hartsfield),,
2,0:34,1,10,NOR 49,10,6,Taysom Hill spiked the ball,,
2,0:33,2,10,NOR 49,10,6,Taysom Hill pass incomplete short right,,
2,0:27,3,10,NOR 49,10,6,Taysom Hill pass complete short left to Marquez Callaway for 15 yards (tackle by Jeremy Chinn),,
2,0:13,,,,,,Timeout #3 by New Orleans Saints,,
2,0:13,1,10,CAR 36,10,6,Taysom Hill pass complete short middle to Lil'Jordan Humphrey for 8 yards (tackle by Marquis Haynes),,
2,0:03,2,2,CAR 28,10,6,Taysom Hill spiked the ball,,
2,0:02,3,1,CAR 27,10,6,"Penalty on CAR: Defensive Offside, 5 yards (accepted) (no play)",,
2,0:02,1,10,CAR 22,10,9,Brett Maher 41 yard field goal good,,
Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,10,9,"Lirim Hajrullahu kicks off 65 yards, touchback.",,
3,15:00,1,10,NOR 25,10,9,Alvin Kamara right tackle for 3 yards (tackle by Yetur Gross-Matos),,
3,14:22,2,7,NOR 28,10,9,Taysom Hill pass complete short left to Marquez Callaway for 8 yards (tackle by Keith Taylor and Shaq Thompson),,
3,13:42,1,10,NOR 36,10,9,Taysom Hill pass complete short right to Marquez Callaway for 9 yards (tackle by Shaq Thompson),,
3,13:05,2,1,NOR 45,10,9,Adam Prentice right guard for 2 yards (tackle by Shaq Thompson and Morgan Fox),,
3,12:19,1,10,NOR 47,10,9,Taysom Hill scrambles right end for 9 yards (tackle by Frankie Luvu),,
3,11:39,2,1,CAR 44,10,9,Taysom Hill up the middle for 2 yards (tackle by Brian Burns),,
3,10:58,1,10,CAR 42,10,9,Taysom Hill pass complete short left to Deonte Harty for 14 yards (tackle by Keith Taylor),,
3,10:22,1,10,CAR 28,10,9,Taysom Hill right end for 2 yards (tackle by Frankie Luvu and Jermaine Carter),,
3,9:42,2,8,CAR 26,10,9,Taysom Hill pass incomplete short right,,
3,9:31,3,8,CAR 26,10,9,"Taysom Hill pass incomplete. Penalty on Taysom Hill: Intentional Grounding, 9 yards (accepted) CAR challenged the pass completion ruling, and the original play was overturned. Taysom Hill pass incomplete short right",,
3,9:31,4,21,CAR 39,10,9,"Blake Gillikin punts 31 yards, fair catch by Alex Erickson at CAR-8",,
3,9:25,1,10,CAR 8,10,9,Chuba Hubbard left tackle for 1 yard (tackle by Shy Tuttle),,
3,8:45,2,9,CAR 9,10,9,Sam Darnold pass incomplete short left,,
3,8:37,3,9,CAR 9,10,9,Sam Darnold pass complete short middle to Chuba Hubbard for 1 yard (tackle by Kwon Alexander),,
3,8:04,4,8,CAR 10,10,9,"Lac Edwards punts 39 yards, returned by Deonte Harty for 2 yards (tackle by Stantley Thomas-Oliver)",,
3,7:55,1,10,CAR 47,10,9,Alvin Kamara right tackle for 3 yards (tackle by Rashaan Melvin and Myles Hartsfield),,
3,7:18,2,7,CAR 44,10,9,Alvin Kamara left tackle for 1 yard (tackle by Morgan Fox and Marquis Haynes),,
3,6:32,,,,,,Timeout #1 by New Orleans Saints,,
3,6:32,3,6,CAR 43,10,9,Taysom Hill pass incomplete deep right intended for Marquez Callaway,,
3,6:24,4,6,CAR 43,10,9,Blake Gillikin punts 34 yards downed by Andrew Dowell,,
3,6:16,1,10,CAR 9,10,9,Chuba Hubbard left guard for -1 yards (tackle by Christian Ringo),,
3,5:44,2,11,CAR 8,10,9,Chuba Hubbard left guard for 1 yard (tackle by Christian Ringo and Albert Huggins),,
3,5:01,3,10,CAR 9,10,9,Sam Darnold pass complete short left to Chuba Hubbard for -5 yards (tackle by Malcolm Jenkins and Marshon Lattimore),,
3,4:24,4,15,CAR 4,10,9,"Lac Edwards punts 37 yards, returned by Deonte Harty for 3 yards (tackle by Sam Franklin)",,
3,4:17,1,10,CAR 38,10,9,Taysom Hill left end for 6 yards (tackle by Kenny Robinson and Keith Taylor),,
3,3:43,2,4,CAR 32,10,9,Taysom Hill scrambles right tackle for 14 yards (tackle by Myles Hartsfield),,
3,2:59,1,10,CAR 18,10,9,Alvin Kamara right guard for 3 yards (tackle by Jermaine Carter and Bravvion Roy),,
3,2:21,2,7,CAR 15,10,9,Taysom Hill pass incomplete short right intended for Marquez Callaway,,
3,2:15,3,7,CAR 15,10,9,Taysom Hill pass incomplete short left intended for Juwan Johnson (defended by Myles Hartsfield),,
3,2:10,4,7,CAR 15,10,12,Brett Maher 33 yard field goal good,,
3,2:07,,,NOR 35,10,12,"Brett Maher kicks off 65 yards, touchback.",,
3,2:07,1,10,CAR 25,10,12,Sam Darnold pass complete short middle to D.J. Moore for 20 yards (tackle by Jeff Heath),,
3,1:18,1,10,CAR 45,10,12,Sam Darnold pass incomplete short right,,
3,1:14,2,10,CAR 45,10,12,Sam Darnold pass complete short left to Ameer Abdullah for 5 yards (tackle by Kwon Alexander),,
3,0:35,3,5,CAR 50,10,12,Sam Darnold pass complete short right to Terrace Marshall for 8 yards (tackle by Paulson Adebo),,
Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 42,10,12,Sam Darnold pass complete short left to Ian Thomas for 9 yards (tackle by Malcolm Jenkins),,
4,14:22,2,1,NOR 33,10,12,Ameer Abdullah right tackle for 2 yards (tackle by Christian Ringo),,
4,13:39,1,10,NOR 31,10,12,Ameer Abdullah right guard for -1 yards (tackle by Shy Tuttle and Marcus Davenport),,
4,12:55,2,11,NOR 32,10,12,Sam Darnold pass incomplete short middle intended for D.J. Moore (defended by Demario Davis),,
4,12:51,3,11,NOR 32,10,12,Sam Darnold pass complete short left to Robbie Anderson for 3 yards (tackle by Marshon Lattimore),,
4,12:09,4,8,NOR 29,10,12,Lirim Hajrullahu 47 yard field goal no good,,
4,12:04,1,10,NOR 37,10,12,Alvin Kamara right end for -1 yards (tackle by Rashaan Melvin),,
4,11:20,2,11,NOR 36,10,12,Taysom Hill pass complete short left to Deonte Harty for 9 yards (tackle by Myles Hartsfield),,
4,10:36,3,2,NOR 45,10,12,Taysom Hill pass complete short right to Adam Prentice for 4 yards (tackle by Jeremy Chinn),,
4,9:56,1,10,NOR 49,10,12,Alvin Kamara up the middle for 30 yards (tackle by Keith Taylor),,
4,9:14,1,10,CAR 21,10,12,Taysom Hill right tackle for 9 yards (tackle by Brian Burns),,
4,8:35,2,1,CAR 12,10,12,Alvin Kamara right guard for no gain (tackle by Yetur Gross-Matos),,
4,7:55,3,1,CAR 12,10,18,"Taysom Hill pass complete short right to Alvin Kamara for 12 yards, touchdown",,
4,7:49,,,CAR 15,10,18,Brett Maher kicks extra point no good,,
4,7:49,,,NOR 35,10,18,"Brett Maher kicks off 65 yards, touchback.",,
4,7:49,1,10,CAR 25,10,18,Sam Darnold sacked by Jeff Heath for -1 yards,,
4,7:08,2,11,CAR 24,10,18,Sam Darnold pass incomplete short right intended for D.J. Moore,,
4,7:03,3,11,CAR 24,10,18,Sam Darnold sacked by and Cameron Jordan for -3 yards and Kwon Alexander for -3 yards,,
4,6:23,4,14,CAR 21,10,18,"Lac Edwards punts 38 yards, fair catch by Deonte Harty at NO-41",,
4,6:17,1,10,NOR 41,10,18,Taysom Hill sacked by Jeremy Chinn for -7 yards,,
4,5:39,2,17,NOR 34,10,18,Alvin Kamara right guard for -3 yards (tackle by Derrick Brown),,
4,4:53,3,20,NOR 31,10,18,Taysom Hill up the middle for no gain (tackle by Yetur Gross-Matos),,
4,4:13,4,20,NOR 31,10,18,"Blake Gillikin punts 46 yards, fair catch by Alex Erickson at CAR-23",,
4,4:06,1,10,CAR 23,10,18,Chuba Hubbard right end for no gain (tackle by Christian Ringo and Carl Granderson),,
4,3:40,2,10,CAR 23,10,18,Chuba Hubbard right end for 9 yards (tackle by Demario Davis),,
4,3:01,3,1,CAR 32,10,18,Chuba Hubbard left guard for 2 yards (tackle by David Onyemata and Carl Granderson),,
4,2:22,1,10,CAR 34,10,18,Sam Darnold scrambles left guard for 6 yards (tackle by J.T. Gray),,
4,2:00,2,4,CAR 40,10,18,Sam Darnold pass complete short right to Ian Thomas for 3 yards (tackle by Paulson Adebo),,
4,1:34,3,1,CAR 43,10,18,Sam Darnold left guard for 1 yard (tackle by Cameron Jordan),,
4,1:13,1,10,CAR 44,10,18,Sam Darnold sacked by C.J. Gardner-Johnson for -9 yards,,
4,1:09,,,,,,Timeout #1 by Carolina Panthers,,
4,1:09,2,19,CAR 35,10,18,Sam Darnold pass incomplete short middle intended for D.J. Moore,,
4,1:05,3,19,CAR 35,10,18,"Sam Darnold pass incomplete short right intended for D.J. Moore. Penalty on Paulson Adebo: Illegal Use of Hands / Defense, 6 yards (accepted) (no play)",,
4,1:00,1,10,CAR 41,10,18,Sam Darnold sacked by Cameron Jordan for -10 yards,,
4,0:54,,,,,,Timeout #2 by Carolina Panthers,,
4,0:54,2,20,CAR 31,10,18,Sam Darnold pass short left intended for D.J. Moore is intercepted by C.J. Gardner-Johnson at CAR-46 and returned for 18 yards (tackle by Chuba Hubbard),,
4,0:46,1,10,CAR 27,10,18,Taysom Hill kneels for -2 yards,,
4,0:23,2,12,CAR 30,10,18,Taysom Hill kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
