Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
2,6:49,1,9,PHI 9,3,6,"David Montgomery right tackle for 9 yards, touchdown",5.140,7.000
2,6:47,,,PHI 15,3,6,Cairo Santos kicks extra point no good,0.000,-1.000
2,6:47,,,CHI 35,3,6,"Trenton Gill kicks off 62 yards, returned by Boston Scott for 15 yards (tackle by Darrynton Evans)",0.000,0.040
2,6:42,1,10,PHI 18,3,6,Miles Sanders right guard for 1 yard (tackle by Nicholas Morrow and Justin Jones),0.040,-0.320
2,6:02,2,9,PHI 19,3,6,Jalen Hurts scrambles left end for 3 yards (tackle by Nicholas Morrow),-0.320,-0.660
2,5:29,3,6,PHI 22,3,6,Jalen Hurts pass deep left intended for Quez Watkins is intercepted by DeAndre Houston-Carson at PHI-43 and returned for 18 yards (tackle by Landon Dickerson),-0.660,-3.910
2,5:15,1,10,PHI 25,3,6,Justin Fields pass incomplete short left intended for Trestan Ebner,3.910,3.360
2,5:12,2,10,PHI 25,3,6,Justin Fields right end for 11 yards (tackle by Marcus Epps and Darius Slay),3.360,4.650
2,4:36,1,10,PHI 14,3,6,"Justin Fields aborted snap, recovered by Trestan Ebner at PHI-18 Trestan Ebner for no gain (tackle by Kyzir White)",4.650,3.280
2,3:52,2,16,PHI 20,3,6,Justin Fields pass incomplete short right intended for Dante Pettis (defended by Haason Reddick),3.280,2.610
2,3:49,3,16,PHI 20,3,6,Justin Fields sacked by Haason Reddick for -10 yards,2.610,1.320
2,3:00,4,27,PHI 31,3,6,"Penalty on CHI: Delay of Game, 5 yards (declined) (no play)",1.320,1.410
2,3:00,4,27,PHI 30,3,6,Trenton Gill punts 21 yards downed by Nsimba Webster,1.410,0.380
2,2:49,1,10,PHI 9,3,6,Miles Sanders right tackle for 6 yards (tackle by Jack Sanborn and Angelo Blackson),-0.380,-0.280
2,2:15,2,4,PHI 15,3,6,Miles Sanders right end for 5 yards (tackle by Taco Charlton),-0.280,0.280
2,2:00,1,10,PHI 20,3,6,Jalen Hurts scrambles left guard for 6 yards (tackle by Nicholas Morrow),0.280,0.540
2,1:28,2,4,PHI 26,3,6,"Jalen Hurts pass complete to Kenneth Gainwell for no gain. Penalty on Jaylon Jones: Illegal Contact, 5 yards (accepted) (no play)",0.540,1.000
2,1:22,1,10,PHI 31,3,6,Jalen Hurts pass complete short left to Kenneth Gainwell for 7 yards (tackle by Nicholas Morrow),1.000,1.410
2,1:16,2,3,PHI 38,3,6,Jalen Hurts pass incomplete short left intended for A.J. Brown,1.410,0.700
2,1:11,3,3,PHI 38,3,6,Jalen Hurts pass complete deep right to DeVonta Smith for 38 yards (tackle by DeAndre Houston-Carson),0.700,3.970
2,1:03,1,10,CHI 24,3,6,Jalen Hurts pass complete short right to Kenneth Gainwell for 2 yards (tackle by Jaylon Johnson),3.970,3.700
2,0:57,,,,,,Timeout #1 by Philadelphia Eagles,,
2,0:57,2,8,CHI 22,3,6,Jalen Hurts for no gain (tackle by Kyler Gordon),3.700,3.010
2,0:48,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:48,3,8,CHI 22,9,6,"Jalen Hurts left guard for 22 yards, touchdown",3.010,7.000
2,0:43,,,CHI 15,10,6,Jake Elliott kicks extra point good,0.000,0.000
2,0:43,,,PHI 35,10,6,"Jake Elliott kicks off 68 yards, returned by Velus Jones for 29 yards (tackle by Josiah Scott)",0.000,0.670
2,0:38,1,10,CHI 26,10,6,Justin Fields pass incomplete short right,0.670,0.130
2,0:31,2,10,CHI 26,10,6,Justin Fields sacked by Josh Sweat for -7 yards,0.130,-1.580
2,0:25,,,,,,Timeout #3 by Philadelphia Eagles,,
2,0:25,3,17,CHI 19,10,6,Justin Fields kneels for -1 yards,-1.580,-2.240
Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,10,6,"Trenton Gill kicks off 65 yards, returned by Boston Scott for 58 yards (tackle by Elijah Hicks)",0.000,2.790
3,14:50,1,10,CHI 42,10,6,Jalen Hurts right end for 2 yards (tackle by Nicholas Morrow),2.790,2.510
3,14:11,2,8,CHI 40,10,6,Jalen Hurts pass complete short middle to Jack Stoll for 6 yards (tackle by Jack Sanborn and Jaquan Brisker),2.510,2.610
3,13:31,3,2,CHI 34,10,6,Kenneth Gainwell right guard for 3 yards (tackle by Jaylon Jones),2.610,3.510
3,13:06,1,10,CHI 31,10,6,Jalen Hurts pass complete deep right to A.J. Brown for 29 yards (tackle by Jaylon Johnson),3.510,6.740
3,12:43,1,2,CHI 2,10,6,Kenneth Gainwell right guard for 1 yard (tackle by Dominique Robinson and Nicholas Morrow),6.740,5.910
3,12:26,2,1,CHI 1,16,6,"Jalen Hurts up the middle for 1 yard, touchdown",5.910,7.000
3,12:19,,,CHI 15,17,6,Jake Elliott kicks extra point good,0.000,0.000
3,12:19,,,PHI 35,17,6,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,12:19,1,10,CHI 25,17,6,David Montgomery left tackle for 4 yards (tackle by Linval Joseph),0.610,0.600
3,11:43,2,6,CHI 29,17,6,Justin Fields scrambles right end for 1 yard (tackle by Haason Reddick),0.600,0.040
3,11:03,3,5,CHI 30,17,6,Justin Fields sacked by Javon Hargrave for -9 yards,0.040,-1.960
3,10:28,4,14,CHI 21,17,6,Trenton Gill punts 39 yards out of bounds,-1.960,-1.600
3,10:19,1,10,PHI 40,17,6,"Jalen Hurts pass complete to Miles Sanders for -13 yards. Miles Sanders fumbles (forced by Mike Pennel), recovered by Kyler Gordon at PHI-27 and returned for 12 yards (tackle by Jalen Hurts) Replay Assistant challenged the fumble ruling, and the play was upheld.",1.600,-4.580
3,10:07,1,10,PHI 15,17,6,David Montgomery right end for 6 yards (tackle by T.J. Edwards and Ndamukong Suh),4.580,5.030
3,9:22,2,4,PHI 9,17,6,Justin Fields left end for -1 yards (tackle by James Bradberry),5.030,4.000
3,8:50,3,5,PHI 10,17,12,"Justin Fields pass complete short right to David Montgomery for 10 yards, touchdown",4.000,7.000
3,8:45,,,PHI 15,17,13,Cairo Santos kicks extra point good,0.000,0.000
3,8:45,,,CHI 35,17,13,"Trenton Gill kicks off 62 yards, returned by Boston Scott for 19 yards (tackle by Khari Blasingame)",0.000,0.410
3,8:39,1,10,PHI 22,17,13,Miles Sanders left end for 2 yards (tackle by Mike Pennel),0.410,0.140
3,8:04,2,8,PHI 24,17,13,Jalen Hurts up the middle for 6 yards (tackle by Joe Thomas),0.140,0.230
3,7:23,3,2,PHI 30,17,13,Jalen Hurts pass incomplete deep left intended for Quez Watkins,0.230,-1.370
3,7:15,4,2,PHI 30,17,13,"Brett Kern punts 50 yards, returned by Dante Pettis for 20 yards (tackle by K'Von Wallace)",-1.370,-1.600
3,7:04,1,10,CHI 40,17,13,David Montgomery right tackle for 5 yards (tackle by Marcus Epps and T.J. Edwards),1.600,1.730
3,6:28,2,5,CHI 45,17,13,Justin Fields right end for 13 yards (tackle by Darius Slay),1.730,2.790
3,5:52,1,10,PHI 42,17,13,"Velus Jones left end for no gain (tackle by Avonte Maddox and T.J. Edwards). Velus Jones fumbles (forced by Avonte Maddox), recovered by Haason Reddick at PHI-42 and returned for 1 yard (tackle by Dante Pettis)",2.790,-1.800
3,5:43,1,10,PHI 43,17,13,Jalen Hurts pass complete short middle to A.J. Brown for 20 yards (tackle by DeAndre Houston-Carson),1.800,3.120
3,5:17,1,10,CHI 37,17,13,Jalen Hurts pass complete short right to Quez Watkins for 1 yard (tackle by Kyler Gordon),3.120,2.710
3,4:37,2,9,CHI 36,17,13,Jalen Hurts sacked by Joe Thomas for -6 yards,2.710,1.220
3,3:45,3,15,CHI 42,17,13,Jalen Hurts pass complete short right to A.J. Brown for 9 yards (tackle by Jaylon Johnson),1.220,1.160
3,3:06,4,6,CHI 33,17,13,Jalen Hurts pass incomplete short middle intended for A.J. Brown (defended by Jaylon Johnson),1.160,-1.140
3,3:02,1,10,CHI 33,17,13,Justin Fields pass incomplete deep right intended for Cole Kmet,1.140,0.590
3,2:57,2,10,CHI 33,17,13,Justin Fields pass incomplete short right intended for Dante Pettis,0.590,-0.100
3,2:54,3,10,CHI 33,17,13,Justin Fields pass complete short right to Cole Kmet for 7 yards (tackle by T.J. Edwards),-0.100,-0.720
3,2:13,4,4,CHI 40,17,13,Trenton Gill punts 56 yards downed by Nsimba Webster,-0.720,0.380
3,2:03,1,10,PHI 4,17,13,Jalen Hurts pass incomplete short left intended for DeVonta Smith (defended by Mike Pennel),-0.380,-0.780
3,1:59,2,10,PHI 4,17,13,Jalen Hurts pass incomplete short left intended for A.J. Brown (defended by Jaylon Johnson),-0.780,-1.420
3,1:54,3,10,PHI 4,17,13,Jalen Hurts pass complete short right to DeVonta Smith for 14 yards (tackle by DeAndre Houston-Carson),-1.420,0.040
3,1:14,1,10,PHI 18,17,13,Jalen Hurts right end for 3 yards (tackle by Jaylon Jones and Trevis Gipson),0.040,0.010
3,0:29,2,7,PHI 21,17,13,Jalen Hurts pass complete short right to DeVonta Smith for 8 yards (tackle by Jaylon Jones),0.010,0.870
Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 29,17,13,Jalen Hurts pass complete short left to A.J. Brown for 12 yards (tackle by Jaylon Johnson),0.870,1.660
4,14:27,1,10,PHI 41,17,13,Jalen Hurts pass incomplete deep right intended for A.J. Brown,1.660,1.120
4,14:21,2,10,PHI 41,17,13,Miles Sanders right end for 18 yards (tackle by Jaquan Brisker),1.120,2.850
4,13:38,1,10,CHI 41,17,13,Jalen Hurts scrambles left end for 5 yards (tackle by Kyler Gordon),2.850,2.850
4,12:58,2,6,CHI 37,17,13,Miles Sanders right end for 1 yard (tackle by Nicholas Morrow and Joe Thomas),2.850,2.410
4,12:17,3,4,CHI 35,17,13,Kenneth Gainwell left tackle for 1 yard (tackle by Joe Thomas and Nicholas Morrow),2.410,1.090
4,11:36,4,3,CHI 34,17,13,Jalen Hurts scrambles right end for 3 yards (tackle by Nicholas Morrow),1.090,3.510
4,11:00,1,10,CHI 31,17,13,Miles Sanders right end for 3 yards (tackle by Al-Quadin Muhammad),3.510,3.370
4,10:18,2,7,CHI 28,17,13,Jalen Hurts pass complete short middle to A.J. Brown for 6 yards (tackle by Jaylon Johnson and Joe Thomas),3.370,3.470
4,9:56,3,1,CHI 22,17,13,Jalen Hurts up the middle for 2 yards (tackle by Joe Thomas),3.470,4.240
4,9:13,1,10,CHI 20,17,13,Miles Sanders left end for no gain (tackle by Jaquan Brisker),4.240,3.560
4,8:39,2,11,CHI 21,17,13,Jalen Hurts pass incomplete short middle intended for Grant Calcaterra (defended by Mike Pennel),3.560,3.010
4,8:35,3,10,CHI 20,17,13,Jalen Hurts pass incomplete deep left intended for DeVonta Smith,3.010,2.120
4,8:29,4,10,CHI 20,17,13,Jake Elliott 38 yard field goal no good,2.120,-0.810
4,8:25,1,10,CHI 28,17,13,David Montgomery right end for 5 yards (tackle by K'Von Wallace),0.810,0.940
4,7:55,2,5,CHI 33,17,13,Justin Fields up the middle for 1 yard (tackle by K'Von Wallace),0.940,0.370
4,7:23,3,4,CHI 34,17,13,"Justin Fields scrambles for no gain. Penalty on Riley Reiff: Offensive Holding, 10 yards (accepted) (no play)",0.370,-0.960
4,7:04,3,14,CHI 24,17,13,Nathan Peterman pass incomplete short right intended for Nsimba Webster (defended by Darius Slay),-0.960,-1.770
4,6:56,4,14,CHI 24,17,13,Trenton Gill punts 51 yards out of bounds,-1.770,-0.610
4,6:47,1,10,PHI 25,17,13,Jalen Hurts pass complete short middle to Quez Watkins for 1 yard (tackle by Nicholas Morrow),0.610,0.200
4,6:16,2,9,PHI 26,17,13,Jalen Hurts pass complete short middle to Quez Watkins for 3 yards (tackle by Matthew Adams),0.200,-0.100
4,5:35,3,6,PHI 29,17,13,Jalen Hurts pass complete deep right to A.J. Brown for 68 yards (tackle by Jaquan Brisker),-0.100,6.510
4,5:18,,,,,,Timeout #2 by Chicago Bears,,
4,5:18,1,3,CHI 3,17,13,Miles Sanders right guard for -1 yards (tackle by Nicholas Morrow),6.510,5.340
4,4:36,2,4,CHI 4,17,13,Miles Sanders right guard for 3 yards (tackle by Trevis Gipson),5.340,5.170
4,4:25,,,,,,Timeout #3 by Chicago Bears,,
4,4:25,3,1,CHI 1,23,13,"Jalen Hurts up the middle for 1 yard, touchdown. Penalty on Armon Watts: Defensive Offside, 5 yards (declined)",5.170,7.000
4,4:20,,,CHI 15,23,13,"Penalty on Mike Pennel: Defensive Offside, 1 yard (accepted) (no play)",0.000,1.000
4,4:20,1,1,CHI 2,25,13,"Two Point Attempt: Jalen Hurts rushes, conversion succeeds.",1.000,1.000
4,4:20,,,PHI 35,25,13,"Jake Elliott kicks off 64 yards, returned by Velus Jones for 24 yards (tackle by Marcus Epps). Penalty on Zach Pascal: Unsportsmanlike Conduct / Defense, 15 yards (accepted)",0.000,1.600
4,4:12,1,10,CHI 40,25,13,Darrynton Evans right guard for 6 yards (tackle by Patrick Johnson),1.600,1.860
4,3:50,2,4,CHI 46,25,13,Justin Fields pass complete short right to Cole Kmet for 5 yards (tackle by Marcus Epps),1.860,2.320
4,3:46,1,10,PHI 49,25,13,Justin Fields pass incomplete deep left intended for Velus Jones,2.320,1.780
4,3:38,2,10,PHI 49,25,13,Justin Fields pass complete short left to Nsimba Webster for 6 yards. Nsimba Webster fumbles (forced by Avonte Maddox). Nsimba Webster fumbles out of bounds,1.780,1.880
4,3:10,3,4,PHI 43,25,13,Justin Fields pass complete short left to Nsimba Webster for 8 yards (tackle by K'Von Wallace),1.880,3.250
4,2:53,1,10,PHI 35,25,19,"Justin Fields pass complete deep right to Byron Pringle for 35 yards, touchdown",3.250,7.000
4,2:43,,,PHI 15,25,20,Cairo Santos kicks extra point good,0.000,0.000
4,2:43,,,CHI 35,25,20,"Cairo Santos kicks onside 9 yards, returned by DeVonta Smith for no gain",0.000,2.650
4,2:42,1,10,CHI 44,25,20,Miles Sanders right guard for 4 yards (tackle by Armon Watts and Justin Jones),2.650,2.650
4,2:37,,,,,,Timeout #4 by Chicago Bears,,
4,2:37,2,6,CHI 40,25,20,Quez Watkins left end for no gain (tackle by Jaylon Jones),2.650,1.950
4,2:00,,,,,,Timeout #1 by Philadelphia Eagles,,
4,2:00,3,6,CHI 40,25,20,Jalen Hurts pass complete short left to A.J. Brown for 12 yards (tackle by Jaylon Jones),1.950,3.710
4,1:18,1,10,CHI 28,25,20,Jalen Hurts kneels for -1 yards,3.710,3.030
4,0:38,2,11,CHI 29,25,20,Jalen Hurts kneels for -1 yards,3.030,2.210
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
