Quarter,Time,Down,ToGo,Location,NYG,HOU,Detail,EPB,EPA
2,14:44,1,10,NYG 21,0,0,Jonathan Wells left guard for 4 yards (tackle by Brandon Short),4.170,4.200
2,14:07,2,6,NYG 17,0,0,Jonathan Wells right end for no gain (tackle by Micheal Barrow and Michael Strahan),4.200,3.460
2,13:27,3,6,NYG 17,0,0,"Jonathan Wells middle for 9 yards (tackle by DeWayne Patmon and Brandon Short). Penalty on DeMingo Graham: Offensive Holding, 10 yards (no play)",3.460,2.150
2,12:59,3,16,NYG 27,0,0,David Carr right guard for 5 yards (tackle by Micheal Barrow),2.150,1.990
2,12:34,4,11,NYG 22,0,3,Kris Brown 40 yard field goal good,1.990,3.000
2,12:34,,,HOU 30,0,3,"Kris Brown kicks off 56 yards, returned by Delvin Joyce for 18 yards (tackle by Kevin Williams)",0.000,1.070
2,12:25,1,10,NYG 32,0,3,Kerry Collins pass incomplete intended for Amani Toomer (defended by Jeff Posey),1.070,0.530
2,12:20,2,10,NYG 32,0,3,Kerry Collins pass complete to Daryl Jones for 18 yards (tackle by Aaron Glenn),0.530,2.260
2,11:58,1,10,,0,3,Kerry Collins pass incomplete intended for Charles Stackhouse (defended by Jamie Sharper),2.260,1.710
2,11:51,2,10,,0,3,Tiki Barber middle for 4 yards (tackle by Jeff Posey and Jamie Sharper),1.710,1.550
2,11:06,3,6,HOU 46,0,3,Kerry Collins pass incomplete intended for Jeremy Shockey,1.550,0.200
2,11:01,4,6,HOU 46,0,3,"Matt Allen punts 46 yards, touchback",0.200,-0.280
2,10:51,1,10,HOU 20,0,3,David Carr pass incomplete intended for Billy Miller,0.280,-0.270
2,10:45,2,10,HOU 20,0,3,Jonathan Wells middle for 5 yards (tackle by Shaun Williams),-0.270,-0.300
2,10:03,3,5,HOU 25,0,3,David Carr pass incomplete intended for Corey Bradford (defended by Will Allen),-0.300,-1.700
2,9:59,4,5,HOU 25,0,3,Chad Stanley punts 46 yards,-1.700,-0.870
2,9:47,1,10,NYG 29,0,3,Ron Dayne left end for 8 yards (tackle by Marcus Coleman),0.870,1.410
2,9:11,2,2,NYG 37,0,3,Ron Dayne left guard for 1 yard (tackle by Seth Payne),1.410,0.830
2,8:26,3,1,NYG 38,0,3,Ron Dayne right guard for 2 yards (tackle by Jay Foreman and Jamie Sharper),0.830,1.600
2,7:49,1,10,NYG 40,0,3,Kerry Collins pass incomplete intended for Amani Toomer (defended by Gary Walker),1.600,1.050
2,7:44,2,10,NYG 40,0,3,Kerry Collins pass incomplete intended for Jeremy Shockey,1.050,0.370
2,7:40,3,10,NYG 40,0,3,Kerry Collins pass incomplete intended for Daryl Jones (defended by Kenny Wright),0.370,-0.720
2,7:37,4,10,NYG 40,0,3,Matt Allen punts 24 yards,-0.720,-1.330
2,7:26,1,10,HOU 36,0,3,James Allen right guard for 6 yards (tackle by Shaun Williams),1.330,1.600
2,6:50,2,4,HOU 42,0,3,David Carr pass incomplete intended for Jabar Gaffney (defended by Will Peterson),1.600,0.890
2,6:45,3,4,HOU 42,0,3,David Carr sacked by Kenny Holmes for -3 yards,0.890,-0.780
2,6:20,4,7,HOU 39,0,3,"Chad Stanley punts 47 yards, returned by Delvin Joyce for no gain",-0.780,0.280
2,6:07,1,10,NYG 14,0,3,Tiki Barber right end for 70 yards (tackle by Marcus Coleman),-0.280,4.510
2,5:21,1,10,NYG 14,,,Timeout #1 by New York Giants,-0.280,4.510
2,5:21,1,10,HOU 16,0,3,Kerry Collins pass complete to Amani Toomer for 7 yards (tackle by Aaron Glenn and Jamie Sharper),4.510,5.160
2,4:56,2,3,HOU 9,0,3,Tiki Barber for 7 yards (tackle by Jay Foreman),5.160,6.740
2,4:25,1,2,HOU 2,0,3,Tiki Barber right guard for no gain (tackle by Gary Walker and Jamie Sharper),6.740,5.720
2,3:46,2,2,HOU 2,6,3,"Tiki Barber left end for 2 yards, touchdown",5.720,7.000
2,3:46,,,HOU 2,7,3,Matt Bryant kicks extra point good,0.000,0.000
2,3:46,,,NYG 30,7,3,"Matt Bryant kicks off 67 yards, returned by Jermaine Lewis for 40 yards (tackle by Marcellus Rivers). Penalty on Jabari Holloway: Offensive Holding, 10 yards",0.000,-0.220
2,3:31,1,10,HOU 15,7,3,David Carr left guard for 6 yards (tackle by Brandon Short),-0.220,0.210
2,2:51,2,4,HOU 21,7,3,"Penalty on DeMingo Graham: False Start, 5 yards (no play)",0.210,-0.580
2,2:33,2,9,HOU 16,7,3,David Carr pass incomplete intended for Jabar Gaffney,-0.580,-1.250
2,2:27,3,9,HOU 16,7,3,David Carr pass complete to Billy Miller for 9 yards (tackle by Jason Sehorn),-1.250,0.610
,,,,,,,"NYG challenged the ruling, and the play was upheld.",,
2,2:20,1,10,HOU 25,7,3,Jonathan Wells left end for 1 yard (tackle by Micheal Barrow),0.610,0.200
2,2:00,2,9,HOU 26,7,3,David Carr left end for 4 yards (tackle by Kenny Holmes),0.200,0.040
2,1:52,3,5,HOU 30,7,3,David Carr pass complete to James Allen for -2 yards (tackle by Dhani Jones and Kenny Holmes),0.040,-1.500
2,1:42,3,5,HOU 30,,,Timeout #3 by New York Giants,0.040,-1.500
2,1:42,4,7,HOU 28,7,3,"Chad Stanley punts 42 yards, fair catch by Delvin Joyce",-1.500,-0.940
2,1:34,1,10,NYG 30,7,3,Tiki Barber left guard for 14 yards (tackle by Matt Stevens),0.940,1.860
2,1:10,1,10,NYG 44,7,3,Kerry Collins pass complete to Jeremy Shockey for 7 yards (tackle by Kenny Wright and Jay Foreman),1.860,2.260
2,0:47,2,3,HOU 49,7,3,Kerry Collins pass incomplete intended for Delvin Joyce,2.260,1.550
2,0:41,3,3,HOU 49,7,3,Kerry Collins sacked by Jerry DeLoach for -10 yards,1.550,-0.650
2,0:26,3,3,HOU 49,,,Timeout #2 by Houston Texans,1.550,-0.650
2,0:26,4,13,NYG 41,7,5,"Matt Allen for no gain. Bob Jones fumbles, safety. Penalty on Matt Allen: Illegal Kick (Declined)",-0.650,-2.000
2,0:26,4,13,NYG 41,7,5,--,-0.650,0.000
2,0:26,,,NYG 20,7,5,"Matt Allen kicks off 55 yards, returned by Jermaine Lewis for 16 yards (tackle by Marcellus Rivers)",0.000,1.660
2,0:14,1,10,HOU 41,7,5,David Carr sacked by Kenny Holmes for -3 yards,1.660,0.720
2,0:02,1,10,HOU 41,,,Timeout #3 by Houston Texans,1.660,0.720
2,0:00,2,13,HOU 38,7,5,David Carr pass incomplete intended for JaJuan Dawson,0.720,0.040
Quarter,Time,Down,ToGo,Location,NYG,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,7,5,"Kris Brown kicks off 69 yards, returned by Delvin Joyce for 24 yards (tackle by Chris Carter)",0.000,0.610
3,14:53,1,10,NYG 25,7,5,Kerry Collins pass complete to Amani Toomer for 8 yards (tackle by Marcus Coleman),0.610,1.140
3,14:23,2,2,NYG 33,7,5,Tiki Barber middle for -2 yards (tackle by Gary Walker and Kailee Wong),1.140,0.170
3,13:46,3,4,NYG 31,7,5,Kerry Collins pass complete to Jeremy Shockey for 15 yards (tackle by Matt Stevens),0.170,1.990
3,13:13,1,10,NYG 46,7,5,Kerry Collins pass incomplete intended for Jeremy Shockey,1.990,1.450
3,13:07,2,10,NYG 46,7,5,Tiki Barber right end for 5 yards (tackle by Seth Payne and Jay Foreman),1.450,1.420
3,12:31,3,5,HOU 49,7,5,"Kerry Collins pass complete to Marcellus Rivers for 6 yards (tackle by Kailee Wong and Matt Stevens). Penalty on Jason Whittle: Offensive Holding, 10 yards (no play)",1.420,0.100
3,12:11,3,15,NYG 41,7,5,"Penalty on NYG: False Start, 5 yards (no play)",0.100,-0.560
3,11:47,3,20,NYG 36,7,5,"Penalty on Tam Hopkins: False Start, 5 yards (no play)",-0.560,-1.220
3,11:28,3,25,NYG 31,7,5,Kerry Collins pass complete to Tiki Barber for 5 yards (tackle by Jason Simmons),-1.220,-0.980
3,10:49,4,20,NYG 36,7,5,"Matt Allen punts 37 yards, returned by Jermaine Lewis for 39 yards (tackle by Johnnie Harris)",-0.980,-3.310
3,10:32,1,10,NYG 34,7,5,Jonathan Wells left guard for 4 yards (tackle by Micheal Barrow),3.310,3.310
3,10:00,2,6,NYG 30,7,5,David Carr pass incomplete intended for Corey Bradford,3.310,2.610
3,9:52,3,6,NYG 30,7,5,David Carr pass complete to Corey Bradford for 16 yards (tackle by Will Allen),2.610,4.650
3,9:07,1,10,NYG 14,7,5,David Carr right end for 13 yards (tackle by Omar Stoutmire),4.650,6.970
3,8:23,1,1,NYG 1,7,5,"Penalty on Cameron Spikes: False Start, 5 yards (no play)",6.970,5.830
3,7:58,1,6,NYG 6,7,5,Jonathan Wells left end for 2 yards (tackle by Dhani Jones and Michael Strahan),5.830,5.340
3,7:16,2,4,NYG 4,7,5,Jonathan Wells left end for 3 yards (tackle by Will Peterson),5.340,5.170
3,6:44,3,1,NYG 1,7,11,"Jonathan Wells right guard for 1 yard, touchdown",5.170,7.000
3,6:44,3,,NYG 1,7,13,"Two Point Attempt: David Carr pass complete to James Allen, conversion succeeds",1.000,1.000
3,6:44,,,HOU 30,7,13,"Kris Brown kicks off 70 yards, returned by Delvin Joyce for 46 yards (tackle by Kenny Wright)",0.000,1.990
3,6:31,1,10,NYG 46,7,13,Tiki Barber left guard for 3 yards (tackle by Jamie Sharper and Corey Sears),1.990,1.860
3,5:50,2,7,NYG 49,7,13,Kerry Collins pass incomplete intended for Jeremy Shockey (defended by Jamie Sharper),1.860,1.160
3,5:46,3,7,NYG 49,7,13,Kerry Collins pass complete to Amani Toomer for 20 yards (tackle by Aaron Glenn),1.160,3.510
3,5:07,1,10,HOU 31,7,13,Kerry Collins pass incomplete intended for Amani Toomer,3.510,2.970
3,5:01,2,10,HOU 31,7,13,Tiki Barber for no gain (tackle by Kenny Wright),2.970,2.280
3,4:28,3,10,HOU 31,7,13,Kerry Collins pass complete to Jeremy Shockey for 14 yards (tackle by Jamie Sharper and Matt Stevens),2.280,4.440
3,3:47,1,10,HOU 17,7,13,Tiki Barber left guard for 3 yards (tackle by Jay Foreman),4.440,4.320
3,3:23,2,7,HOU 14,7,13,Kerry Collins pass incomplete intended for Jeremy Shockey,4.320,3.500
3,3:17,3,7,HOU 14,7,13,Kerry Collins pass incomplete intended for Jeremy Shockey (defended by Kailee Wong),3.500,2.510
3,3:11,4,7,HOU 14,7,13,Matt Bryant 33 yard field goal no good,2.510,-0.480
3,3:08,1,10,HOU 23,7,13,Jonathan Wells left end for 2 yards (tackle by Johnnie Harris),0.480,0.200
3,2:35,2,8,HOU 25,7,13,"David Carr sacked by Michael Strahan for -2 yards. Penalty on Dwight Johnson: Unnecessary Roughness, 15 yards",0.200,1.470
3,2:09,1,10,HOU 38,7,13,David Carr pass complete to Jonathan Wells for -3 yards (tackle by Dhani Jones),1.470,0.520
3,1:26,2,13,HOU 35,7,13,David Carr pass complete to Billy Miller for 9 yards (tackle by Shaun Williams),0.520,1.020
3,0:43,3,4,HOU 44,7,13,David Carr pass incomplete intended for Corey Bradford,1.020,-0.460
3,0:39,4,4,HOU 44,7,13,"Chad Stanley punts 34 yards, returned by Delvin Joyce for 17 yards (tackle by Jay Foreman)",-0.460,-1.530
3,0:25,1,10,NYG 39,7,13,Kerry Collins pass complete to Amani Toomer for 17 yards (tackle by Marcus Coleman),1.530,2.650
Quarter,Time,Down,ToGo,Location,NYG,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 44,7,13,Kerry Collins pass complete to Dan Campbell for 3 yards (tackle by Jeff Posey),2.650,2.520
4,14:38,2,7,HOU 41,7,13,Ron Dayne right end for 4 yards (tackle by Seth Payne and Jamie Sharper),2.520,2.350
4,14:00,3,3,HOU 37,7,13,Ron Dayne right end for 6 yards (tackle by Jay Foreman),2.350,3.510
4,13:23,1,10,HOU 31,7,13,Kerry Collins pass incomplete intended for Amani Toomer (defended by Jay Foreman),3.510,2.970
4,13:18,2,10,HOU 31,13,13,"Kerry Collins pass complete to Amani Toomer for 31 yards, touchdown. Penalty on Aaron Glenn: Defensive Holding (Declined)",2.970,7.000
4,13:18,,,HOU 31,14,13,Matt Bryant kicks extra point good,0.000,0.000
4,13:18,,,NYG 30,14,13,"Matt Allen kicks off 65 yards, returned by Jermaine Lewis for 22 yards (tackle by Ralph Brown)",0.000,0.740
4,13:03,1,10,HOU 27,14,13,Jonathan Wells middle for 6 yards (tackle by Brandon Short),0.740,1.010
4,12:27,2,4,HOU 33,14,13,David Carr pass complete to Jabar Gaffney for 5 yards (tackle by Will Allen and Dhani Jones),1.010,1.470
4,11:48,1,10,HOU 38,14,13,David Carr pass complete to Jabari Holloway for 8 yards (tackle by Johnnie Harris),1.470,2.000
4,11:05,2,2,HOU 46,14,13,Jonathan Wells left end for 1 yard (tackle by Kenny Holmes),2.000,1.420
4,10:25,3,1,HOU 47,14,13,Jonathan Wells middle for 3 yards (tackle by Micheal Barrow),1.420,2.260
4,9:46,1,10,,14,13,David Carr pass complete to Jabar Gaffney for 9 yards (tackle by Jason Sehorn),2.260,2.930
4,9:07,2,1,NYG 41,14,13,Jonathan Wells left end for 3 yards (tackle by Johnnie Harris),2.930,3.050
4,8:26,1,10,NYG 38,14,13,Jonathan Wells left guard for 6 yards (tackle by Johnnie Harris),3.050,3.320
4,7:45,2,4,NYG 32,14,13,Jonathan Wells left guard for no gain (tackle by Brandon Short and Dhani Jones),3.320,2.610
4,7:07,3,4,NYG 32,14,13,David Carr pass incomplete intended for Jabari Holloway (defended by Shaun Williams),2.610,1.270
4,7:01,3,4,NYG 32,,,Timeout #1 by New York Giants,2.610,1.270
4,7:01,4,4,NYG 32,14,16,Kris Brown 50 yard field goal good,1.270,3.000
4,7:01,,,HOU 30,14,16,"Kris Brown kicks off 51 yards, returned by Delvin Joyce for 18 yards (tackle by Troy Evans)",0.000,1.400
4,6:52,1,10,NYG 37,14,16,"Kerry Collins pass incomplete intended for Amani Toomer. Penalty on Marcus Coleman: Defensive Pass Interference, 13 yards (no play)",1.400,2.260
4,6:46,1,10,,14,16,Kerry Collins pass incomplete intended for Amani Toomer (defended by Jeff Posey),2.260,1.710
4,6:41,2,10,,14,16,"Tiki Barber left end for 1 yard (tackle by Jay Foreman and Jamie Sharper). Penalty on Dan Campbell: Offensive Holding, 10 yards",1.710,0.500
4,6:15,2,19,NYG 41,14,16,Kerry Collins pass incomplete intended for Amani Toomer,0.500,-0.160
4,6:07,3,19,NYG 41,14,16,Kerry Collins pass incomplete intended for Derek Dorris is intercepted by Matt Stevens at HOU-39,-0.160,-1.530
4,5:57,1,10,HOU 39,14,16,Jonathan Wells left end for 9 yards (tackle by Shaun Williams),1.530,2.200
4,5:14,2,1,HOU 48,14,16,James Allen left end for -3 yards (tackle by Shaun Williams),2.200,1.090
4,4:31,2,1,HOU 48,,,Timeout #1 by Houston Texans,2.200,1.090
4,4:31,3,4,HOU 45,14,16,James Allen middle for no gain (tackle by Micheal Barrow),1.090,-0.390
4,3:47,4,4,HOU 45,14,16,"Chad Stanley punts 30 yards, returned by Delvin Joyce for 8 yards (tackle by Chris Carter)",-0.390,-1.140
4,3:36,1,10,NYG 33,14,16,"Penalty on Daryl Jones: False Start, 5 yards (no play)",1.140,0.810
4,3:36,1,15,NYG 28,14,16,Kerry Collins pass complete to Tiki Barber for 3 yards (tackle by Kenny Wright),0.810,0.320
4,3:31,2,12,NYG 31,14,16,Kerry Collins pass complete to Amani Toomer for 3 yards (tackle by Aaron Glenn),0.320,0.040
4,2:46,3,9,NYG 34,14,16,Kerry Collins pass complete to Amani Toomer for 16 yards (tackle by Kevin Williams),0.040,2.260
4,2:15,1,10,,14,16,Tiki Barber right guard for 19 yards (tackle by Kailee Wong),2.260,3.510
4,2:00,1,10,HOU 31,14,16,Tiki Barber middle for -2 yards (tackle by Seth Payne),3.510,2.700
4,1:24,2,12,HOU 33,14,16,Kerry Collins pass incomplete intended for Jeremy Shockey is intercepted by Jeff Posey at HOU-28,2.700,-0.810
4,1:19,1,10,HOU 28,14,16,Jonathan Wells middle for 2 yards (tackle by Michael Strahan),0.810,0.530
4,1:12,1,10,HOU 28,,,Timeout #2 by New York Giants,0.810,0.530
4,1:12,2,8,HOU 30,14,16,Jonathan Wells middle for -3 yards (tackle by Shaun Williams),0.530,-0.560
4,1:07,2,8,HOU 30,,,Timeout #3 by New York Giants,0.530,-0.560
4,1:07,3,11,HOU 27,14,16,Jonathan Wells left end for 10 yards (tackle by Dhani Jones),-0.560,-0.910
4,0:30,3,11,HOU 27,,,Timeout #2 by Houston Texans,-0.560,-0.910
4,0:30,4,1,HOU 37,14,16,"Chad Stanley punts 33 yards, returned by Delvin Joyce for no gain",-0.910,-0.940
4,0:22,1,10,NYG 30,14,16,Kerry Collins pass complete to Jeremy Shockey for 24 yards (tackle by Kevin Williams),0.940,2.520
4,0:05,1,10,HOU 46,14,16,Kerry Collins pass incomplete,2.520,1.980
4,0:03,2,10,HOU 46,14,16,Kerry Collins pass incomplete intended for Herman Moore (defended by Marcus Coleman),1.980,1.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
