Quarter,Time,Down,ToGo,Location,IND,CAR,Detail,EPB,EPA
1,3:03,4,2,CAR 12,0,10,"Brad Nortman punts 61 yards, returned by T.Y. Hilton for 10 yards (tackle by Ed Dickson)",-2.490,-1.400
1,2:51,1,10,IND 37,0,10,"Andrew Luck pass complete short left to T.Y. Hilton for 9 yards (tackle by Josh Norman). Penalty on Joe Reitz: Offensive Holding, 10 yards (no play)",1.400,0.740
1,2:25,1,20,IND 27,0,10,"Frank Gore middle for 2 yards (tackle by Star Lotulelei). Penalty on Kony Ealy: Defensive Offside, 5 yards (no play)",0.740,1.070
1,2:02,1,15,IND 32,0,10,"Andrew Luck sacked by Kony Ealy for -6 yards. Andrew Luck fumbles (forced by Kony Ealy), recovered by Andrew Luck at IND-31",1.070,0.050
1,1:22,2,16,IND 31,0,10,Frank Gore middle for 9 yards (tackle by Josh Norman),0.050,0.560
1,0:42,3,7,IND 40,0,10,Andrew Luck pass incomplete deep right intended for Andre Johnson,0.560,-0.720
1,0:35,4,7,IND 40,0,10,Pat McAfee punts 50 yards,-0.720,0.380
1,0:25,1,10,CAR 10,0,10,Jonathan Stewart right end for 3 yards (tackle by Greg Toler),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,IND,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,CAR 13,0,10,Cam Newton pass incomplete short left intended for Ted Ginn,-0.560,-1.070
2,14:55,3,7,CAR 13,0,10,Cam Newton pass incomplete deep left intended for Ted Ginn,-1.070,-2.490
2,14:49,4,7,CAR 13,0,10,"Brad Nortman punts 43 yards, out of bounds",-2.490,-1.860
2,14:40,1,10,IND 44,0,10,"Frank Gore right guard for -1 yards (tackle by Star Lotulelei). Frank Gore fumbles (forced by Star Lotulelei), recovered by Hugh Thornton at IND-43",1.860,1.180
2,13:58,2,11,IND 43,0,10,Andrew Luck pass complete short middle to Frank Gore for 7 yards (tackle by A.J. Klein),1.180,1.420
2,13:15,3,4,,0,10,Andrew Luck pass complete short left to Coby Fleener for 14 yards (tackle by Kurt Coleman and Roman Harper),1.420,3.180
2,12:36,1,10,CAR 36,0,10,Frank Gore middle for 4 yards (tackle by Roman Harper and Jared Allen),3.180,3.180
2,11:56,2,6,CAR 32,0,10,Frank Gore right guard for 3 yards (tackle by Bene Benwikere and Roman Harper),3.180,2.870
2,11:15,3,3,CAR 29,0,10,Ahmad Bradshaw middle for no gain (tackle by Charles Tillman and Star Lotulelei),2.870,1.580
2,10:27,4,3,CAR 29,3,10,Adam Vinatieri 47 yard field goal good,1.580,3.000
2,10:27,,,IND 35,3,10,"Pat McAfee kicks off 65 yards, muffed catch by Fozzy Whittaker, recovered by Fozzy Whittaker and returned for no gain",0.000,0.140
2,10:18,1,10,CAR 16,3,10,Cam Newton left end for 9 yards (tackle by Jerrell Freeman),-0.140,0.690
2,9:40,2,1,CAR 25,3,10,Jonathan Stewart left guard for 2 yards (tackle by David Parry and D'Qwell Jackson),0.690,0.740
2,9:05,1,10,CAR 27,3,10,Cam Newton pass complete short left to Greg Olsen for 7 yards (tackle by Vontae Davis),0.740,1.140
2,8:19,2,3,CAR 34,3,10,"Jonathan Stewart for no gain (tackle by Trent Cole). Jonathan Stewart fumbles (forced by Trent Cole), recovered by Bjoern Werner at CAR-37 (tackle by Mike Remmers). Penalty on Fernando Velasco: Unnecessary Roughness, 15 yards",1.140,-4.110
2,8:08,1,10,CAR 22,3,10,Andrew Luck pass incomplete deep right intended for Dwayne Allen (defended by Roman Harper),4.110,3.560
2,8:01,2,10,CAR 22,3,10,Andrew Luck middle for 6 yards (tackle by Luke Kuechly),3.560,3.740
2,7:14,3,4,CAR 16,3,10,Andrew Luck pass incomplete deep middle intended for Coby Fleener (defended by Kurt Coleman),3.740,2.450
2,7:08,4,4,CAR 16,6,10,Adam Vinatieri 34 yard field goal good,2.450,3.000
2,7:08,,,IND 35,6,10,"Pat McAfee kicks off 63 yards, returned by Fozzy Whittaker for 21 yards (tackle by Griff Whalen)",0.000,-0.480
2,6:58,1,10,CAR 23,6,10,Cam Newton pass incomplete short left intended for Greg Olsen,0.480,-0.070
2,6:52,2,10,CAR 23,6,10,Cam Newton pass complete short right to Corey Brown for 11 yards (tackle by Greg Toler),-0.070,1.200
2,6:15,1,10,CAR 34,6,10,Cam Newton pass incomplete deep left intended for Ted Ginn is intercepted by Vontae Davis at IND-27,1.200,-0.740
2,6:06,1,10,IND 27,6,10,Frank Gore left tackle for no gain (tackle by Luke Kuechly),0.740,0.200
2,5:32,2,10,IND 27,6,10,Andrew Luck pass complete short middle to Andre Johnson for 13 yards (tackle by Roman Harper),0.200,1.600
2,4:51,1,10,IND 40,6,10,Frank Gore left guard for 4 yards (tackle by Roman Harper),1.600,1.590
2,4:05,2,6,IND 44,6,10,Frank Gore left guard for 5 yards (tackle by Kony Ealy and Jared Allen),1.590,1.550
2,3:19,3,1,IND 49,6,10,Ahmad Bradshaw left tackle for -2 yards (tackle by Kurt Coleman),1.550,-0.260
2,2:39,4,3,IND 47,6,10,"Pat McAfee punts 53 yards, touchback",-0.260,-0.280
2,2:30,1,10,CAR 20,6,10,Jonathan Stewart right end for -7 yards (tackle by D'Qwell Jackson),0.280,-1.280
2,2:00,2,17,CAR 13,6,10,Cam Newton pass complete short right to Greg Olsen for 1 yard (tackle by Darius Butler),-1.280,-2.030
2,1:52,3,16,CAR 14,6,10,Cam Newton pass complete deep right to Ted Ginn for 48 yards (tackle by Greg Toler),-2.030,-2.030
2,1:43,3,16,CAR 14,6,10,Timeout #1 by Carolina Panthers,-2.030,3.050
2,1:43,1,10,IND 38,6,10,Cam Newton pass complete short right to Devin Funchess for 8 yards (tackle by Greg Toler),3.050,3.590
2,1:22,2,2,IND 30,6,10,Cam Newton right end for -2 yards (tackle by Mike Adams),3.590,2.610
2,1:15,3,4,IND 32,6,10,Cam Newton pass incomplete short left intended for Ted Ginn,2.610,1.270
2,1:11,4,4,IND 32,6,10,"Cam Newton pass complete short left to Ted Ginn for 28 yards (tackle by Mike Adams). Penalty on Greg Olsen: Offensive Pass Interference, 10 yards (no play)",1.270,0.460
2,1:00,4,14,IND 42,6,10,"Brad Nortman punts 34 yards, fair catch by T.Y. Hilton",0.460,0.380
2,0:53,1,10,IND 8,6,10,Frank Gore right tackle for 7 yards (tackle by Roman Harper and Kony Ealy),-0.380,-0.210
2,0:12,2,3,IND 15,6,10,Frank Gore right guard for 10 yards (tackle by Roman Harper),-0.210,0.610
Quarter,Time,Down,ToGo,Location,IND,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,6,10,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CAR 20,6,10,Jonathan Stewart right guard for 13 yards (tackle by Greg Toler and Mike Adams),0.280,1.140
3,14:16,1,10,CAR 33,6,10,Cam Newton pass incomplete short left intended for Greg Olsen (defended by Dwight Lowery),1.140,0.590
3,14:12,2,10,CAR 33,6,10,Jonathan Stewart left guard for 4 yards (tackle by Jerrell Freeman and D'Qwell Jackson),0.590,0.430
3,13:29,3,6,CAR 37,6,10,Cam Newton left guard for 11 yards (tackle by Darius Butler),0.430,2.130
3,12:41,1,10,CAR 48,6,10,Jonathan Stewart left tackle for 7 yards (tackle by Mike Adams and D'Qwell Jackson),2.130,2.530
3,12:08,2,3,IND 45,6,10,Jonathan Stewart right guard for 1 yard (tackle by David Parry),2.530,1.950
3,11:27,3,2,IND 44,6,10,Cam Newton pass incomplete short right intended for Fozzy Whittaker,1.950,0.330
3,11:20,4,2,IND 44,6,10,"Brad Nortman punts 24 yards, fair catch by T.Y. Hilton",0.330,-0.280
3,11:12,1,10,IND 20,6,10,Andrew Luck pass complete short right to Frank Gore for 3 yards (tackle by Bene Benwikere),0.280,0.140
3,10:39,2,7,IND 23,6,10,Frank Gore middle for 5 yards (tackle by Roman Harper),0.140,0.100
3,9:58,3,2,IND 28,6,10,Ahmad Bradshaw left tackle for 6 yards (tackle by Luke Kuechly),0.100,1.200
3,9:29,1,10,IND 34,6,10,Ahmad Bradshaw middle for 3 yards (tackle by Kyle Love and Bene Benwikere),1.200,1.060
3,8:55,2,7,IND 37,6,10,Frank Gore left guard for 9 yards (tackle by Luke Kuechly and Kurt Coleman),1.060,1.990
3,8:24,1,10,IND 46,6,10,Frank Gore middle for 1 yard (tackle by Roman Harper and Luke Kuechly),1.990,1.590
3,7:46,2,9,IND 47,6,10,Ahmad Bradshaw left guard for 8 yards (tackle by Bene Benwikere),1.590,1.950
3,7:18,3,1,CAR 45,6,10,Ahmad Bradshaw left end for -7 yards (tackle by Kurt Coleman),1.950,-0.190
3,6:38,4,8,IND 48,6,10,"Pat McAfee punts 52 yards, touchback",-0.190,-0.280
3,6:33,1,10,CAR 20,6,10,Cam Newton pass incomplete short right intended for Ted Ginn,0.280,-0.270
3,6:27,2,10,CAR 20,6,10,Cam Newton left tackle for no gain (tackle by D'Qwell Jackson),-0.270,-0.960
3,5:51,3,10,CAR 20,6,10,Cam Newton pass complete short left to Mike Tolbert for 40 yards (tackle by Mike Adams),-0.960,-0.960
3,5:08,3,10,CAR 20,6,10,Timeout #1 by Carolina Panthers,-0.960,2.920
3,5:08,1,10,IND 40,6,10,Corey Brown right end for 14 yards (tackle by Dwight Lowery),2.920,3.840
3,4:32,1,10,IND 26,6,10,Cam Newton pass complete short left to Greg Olsen for 6 yards (tackle by Jerrell Freeman),3.840,4.110
3,3:57,2,4,IND 20,6,10,Jonathan Stewart right tackle for 14 yards (tackle by Mike Adams),4.110,5.830
3,3:14,1,6,IND 6,6,10,Cam Newton right guard for 5 yards (tackle by Jerrell Freeman),5.830,5.910
3,2:29,2,1,IND 1,6,10,"Cam Newton for no gain. Cam Newton fumbles, recovered by Billy Winn at IND-3 (tackle by Cam Newton)",5.910,0.380
3,2:23,1,10,IND 3,6,10,Andrew Luck pass incomplete short right intended for T.Y. Hilton,-0.380,-0.780
3,2:20,2,10,IND 3,6,10,Frank Gore middle for 1 yard (tackle by A.J. Klein),-0.780,-1.300
3,1:22,3,9,IND 4,6,10,Andrew Luck pass incomplete deep middle intended for T.Y. Hilton (defended by Josh Norman),-1.300,-2.490
3,1:15,4,9,IND 4,6,10,"Pat McAfee punts 43 yards, returned by Ted Ginn for 18 yards (tackle by Pat McAfee)",-2.490,-3.640
3,1:02,1,10,IND 29,6,10,Jonathan Stewart middle for 2 yards (tackle by Henry Anderson),3.640,3.370
3,0:22,2,8,IND 27,6,16,"Cam Newton pass complete deep left to Greg Olsen for 27 yards, touchdown",3.370,7.000
3,0:22,,,IND 27,6,17,Graham Gano kicks extra point good,0.000,0.000
3,0:22,,,CAR 35,6,17,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,0:14,1,10,IND 20,6,17,Frank Gore middle for 1 yard (tackle by Kawann Short and Kony Ealy),0.280,-0.130
Quarter,Time,Down,ToGo,Location,IND,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,IND 21,6,17,Andrew Luck pass incomplete short left intended for Donte Moncrief (defended by Kawann Short),-0.130,-0.820
4,14:57,3,9,IND 21,6,17,Andrew Luck sacked by Jared Allen for -7 yards,-0.820,-2.470
4,14:18,4,16,IND 14,6,17,"Pat McAfee punts 52 yards, returned by Ted Ginn for no gain. Penalty on Teddy Williams: Offensive Holding, 10 yards",-2.470,-0.540
4,14:06,1,10,CAR 24,6,17,Cam Newton pass incomplete short right intended for Greg Olsen (defended by Greg Toler),0.540,0.000
4,14:00,2,10,CAR 24,6,17,Jonathan Stewart middle for 2 yards (tackle by Bjoern Werner and Henry Anderson),0.000,-0.430
4,13:19,3,8,CAR 26,6,17,Cam Newton sacked by Robert Mathis for -9 yards,-0.430,-2.320
4,12:39,4,17,CAR 17,6,17,"Brad Nortman punts 53 yards, returned by T.Y. Hilton for -7 yards (tackle by Teddy Williams)",-2.320,-0.480
4,12:25,1,10,IND 23,6,17,Andrew Luck pass incomplete short left intended for Coby Fleener,0.480,-0.070
4,12:20,2,10,IND 23,6,17,Andrew Luck pass incomplete deep middle intended for T.Y. Hilton is intercepted by Kurt Coleman at IND-45 and returned for 15 yards,-0.070,-3.580
4,12:08,1,10,IND 30,6,17,Cam Newton pass complete deep left to Greg Olsen for 19 yards (tackle by Erik Walden),3.580,4.840
4,11:25,1,10,IND 11,6,17,Fozzy Whittaker left end for 3 yards (tackle by Darius Butler),4.840,4.700
4,10:51,2,7,IND 8,6,23,"Cam Newton pass complete short right to Corey Brown for 8 yards, touchdown",4.700,7.000
4,10:51,,,IND 8,6,23,Graham Gano kicks extra point no good,0.000,-1.000
4,10:51,,,CAR 35,6,23,"Graham Gano kicks off 69 yards, returned by Quan Bray for 18 yards (tackle by Joe Webb)",0.000,0.280
4,10:40,1,10,IND 14,6,23,Frank Gore middle for no gain (tackle by Jared Allen and Luke Kuechly),-0.280,-0.750
4,10:04,2,10,IND 14,6,23,Andrew Luck pass complete short left to Donte Moncrief for 13 yards (tackle by Charles Tillman),-0.750,0.740
4,9:32,1,10,IND 27,6,23,Andrew Luck pass complete short right to Dwayne Allen for 4 yards (tackle by Kurt Coleman),0.740,0.740
4,9:01,2,6,IND 31,6,23,Andrew Luck pass complete short right to Frank Gore for 12 yards (tackle by Kurt Coleman and Bene Benwikere),0.740,1.800
4,8:27,1,10,IND 43,6,23,Andrew Luck pass incomplete short left intended for Andre Johnson (defended by Charles Tillman),1.800,1.250
4,8:20,2,10,IND 43,6,23,Andrew Luck pass complete deep right to Andre Johnson for 30 yards (tackle by Kurt Coleman),1.250,3.780
4,7:48,1,10,CAR 27,6,23,Andrew Luck pass complete short right to Griff Whalen for 9 yards (tackle by Josh Norman),3.780,4.530
4,7:11,2,1,CAR 18,12,23,"Andrew Luck pass complete deep left to Andre Johnson for 18 yards, touchdown",4.530,7.000
4,7:11,,,CAR 18,13,23,Adam Vinatieri kicks extra point good,0.000,0.000
4,7:11,,,IND 35,13,23,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,7:04,1,10,CAR 20,13,23,Jonathan Stewart right end for 4 yards (tackle by Dwight Lowery),0.280,0.270
4,6:22,2,6,CAR 24,13,23,Jonathan Stewart middle for 1 yard (tackle by Robert Mathis),0.270,-0.300
4,5:35,3,5,CAR 25,13,23,"Cam Newton middle for 17 yards (tackle by Mike Adams). Penalty on Greg Olsen: Offensive Holding, 10 yards (no play)",-0.300,-1.860
4,5:01,3,15,CAR 15,13,23,Jonathan Stewart middle for 10 yards (tackle by Dwight Lowery and D'Qwell Jackson),-1.860,-1.860
4,4:51,3,15,CAR 15,13,23,Timeout #1 by Indianapolis Colts,-1.860,-1.700
4,4:51,4,5,CAR 25,13,23,"Brad Nortman punts 38 yards, returned by T.Y. Hilton for 6 yards (tackle by Ben Jacobs)",-1.700,-1.800
4,4:42,1,10,IND 43,13,23,Andrew Luck pass incomplete short left intended for Ahmad Bradshaw,1.800,1.250
4,4:35,2,10,IND 43,13,23,Andrew Luck pass incomplete deep right intended for Donte Moncrief,1.250,0.560
4,4:29,3,10,IND 43,13,23,Andrew Luck pass complete deep middle to Andre Johnson for 20 yards (tackle by Kurt Coleman),0.560,3.120
4,4:04,1,10,CAR 37,13,23,Andrew Luck pass complete short right to T.Y. Hilton for 15 yards (tackle by Josh Norman),3.120,4.110
4,3:41,1,10,CAR 22,13,23,Andrew Luck pass complete short right to Griff Whalen for 9 yards (tackle by Bene Benwikere),4.110,5.060
4,3:34,2,1,CAR 13,13,23,Andrew Luck pass complete short left to Coby Fleener for 2 yards (tackle by Bene Benwikere),5.060,4.840
4,3:05,1,10,CAR 11,13,23,Andrew Luck pass complete short left to Coby Fleener for 3 yards (tackle by Luke Kuechly),4.840,4.700
4,2:37,2,7,CAR 8,19,23,"Andrew Luck pass complete short middle to Coby Fleener for 8 yards, touchdown",4.700,7.000
4,2:37,,,CAR 8,20,23,Adam Vinatieri kicks extra point good,0.000,0.000
4,2:37,,,IND 35,20,23,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,2:27,1,10,CAR 20,20,23,Jonathan Stewart middle for 2 yards (tackle by Henry Anderson and D'Qwell Jackson),0.280,0.280
4,2:22,1,10,CAR 20,20,23,Timeout #2 by Indianapolis Colts,0.280,0.000
4,2:22,2,8,CAR 22,20,23,Jonathan Stewart middle for 5 yards (tackle by Jerrell Freeman and D'Qwell Jackson),0.000,0.000
4,2:16,2,8,CAR 22,20,23,Timeout #3 by Indianapolis Colts,0.000,0.000
4,2:16,2,8,CAR 22,20,23,Timeout #2 by Carolina Panthers,0.000,-0.030
4,2:16,3,3,CAR 27,20,23,Cam Newton pass incomplete short left intended for Ted Ginn (defended by Vontae Davis),-0.030,-1.570
4,2:11,4,3,CAR 27,20,23,"Brad Nortman punts 40 yards, returned by T.Y. Hilton for 7 yards (tackle by A.J. Klein)",-1.570,-1.600
4,2:02,1,10,IND 40,20,23,Andrew Luck pass incomplete short left intended for Donte Moncrief (defended by Luke Kuechly),1.600,1.050
4,1:56,2,10,IND 40,20,23,Andrew Luck pass incomplete deep right intended for Donte Moncrief (defended by Charles Tillman),1.050,0.370
4,1:49,3,10,IND 40,20,23,Andrew Luck pass incomplete deep right intended for Donte Moncrief,0.370,-0.720
4,1:43,4,10,IND 40,20,23,Andrew Luck pass complete short middle to Griff Whalen for 12 yards (tackle by Luke Kuechly),-0.720,2.390
4,1:24,1,10,CAR 48,20,23,Andrew Luck pass incomplete deep right intended for T.Y. Hilton (defended by Josh Norman),2.390,1.850
4,1:18,2,10,CAR 48,20,23,Andrew Luck pass complete short middle to Griff Whalen for 11 yards (tackle by Charles Tillman),1.850,3.120
4,1:01,1,10,CAR 37,20,23,Andrew Luck spiked the ball,3.120,2.570
4,1:00,2,10,CAR 37,20,23,Andrew Luck left end for 6 yards (tackle by Roman Harper),2.570,2.680
4,0:53,3,4,CAR 31,20,23,Andrew Luck pass complete short right to Donte Moncrief for 5 yards,2.680,3.840
4,0:48,1,10,CAR 26,20,23,Andrew Luck pass incomplete deep left intended for T.Y. Hilton (defended by Kurt Coleman),3.840,3.300
4,0:41,2,10,CAR 26,20,23,Andrew Luck pass complete short right to Griff Whalen for 7 yards (tackle by Roman Harper),3.300,3.570
4,0:31,3,3,CAR 19,20,23,Andrew Luck pass complete short left to Coby Fleener for 7 yards (tackle by Luke Kuechly),3.570,4.780
4,0:20,1,10,CAR 12,20,23,Andrew Luck spiked the ball,4.780,4.100
4,0:19,2,10,CAR 12,20,23,Andrew Luck right end for 6 yards (tackle by Josh Norman),4.100,4.100
4,0:09,2,10,CAR 12,20,23,Timeout #3 by Carolina Panthers,4.100,4.380
4,0:09,3,4,CAR 6,20,23,Andrew Luck pass incomplete short middle intended for Andre Johnson (defended by Luke Kuechly),4.380,3.000
4,0:02,4,4,CAR 6,23,23,Adam Vinatieri 24 yard field goal good,3.000,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,IND,CAR,Detail,EPB,EPA
,,,,,,,"Colts won the coin toss, Colts to receive the overtime kickoff.",,
OT,15:00,,,CAR 35,23,23,"Graham Gano kicks off 65 yards, returned by Quan Bray for 45 yards (tackle by Joe Webb)",0.000,1.930
OT,14:52,1,10,IND 45,23,23,Andrew Luck left end for 6 yards (tackle by Thomas Davis),1.930,2.190
OT,14:22,2,4,CAR 49,23,23,Andrew Luck right end for 11 yards (tackle by Bene Benwikere),2.190,3.050
OT,13:37,1,10,CAR 38,23,23,Andrew Luck pass incomplete deep left intended for Andre Johnson,3.050,2.510
OT,13:30,2,10,CAR 38,23,23,Frank Gore middle for no gain (tackle by Luke Kuechly),2.510,1.820
OT,12:46,3,10,CAR 38,23,23,Andrew Luck pass complete short left to Coby Fleener for 6 yards (tackle by Luke Kuechly),1.820,1.270
OT,12:09,4,4,CAR 32,26,23,Adam Vinatieri 50 yard field goal good,1.270,3.000
OT,12:09,,,IND 35,26,23,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
OT,12:04,1,10,CAR 20,26,23,Cam Newton pass complete short left to Jonathan Stewart for 1 yard (tackle by Jerrell Freeman),0.280,-0.130
OT,11:30,2,9,CAR 21,26,23,Cam Newton pass complete deep right to Corey Brown for 23 yards (tackle by Greg Toler),-0.130,1.860
OT,10:54,1,10,CAR 44,26,23,Cam Newton pass incomplete deep left intended for Ted Ginn,1.860,1.860
OT,10:46,1,10,CAR 44,26,23,Timeout #1 by Carolina Panthers,1.860,1.320
OT,10:46,2,10,CAR 44,26,23,Cam Newton pass complete deep left to Greg Olsen for 19 yards (tackle by Dwight Lowery),1.320,3.120
OT,10:08,1,10,IND 37,26,23,Cam Newton pass complete short left to Ted Ginn for 12 yards (tackle by Vontae Davis),3.120,3.910
OT,9:25,1,10,IND 25,26,23,Jonathan Stewart left end for no gain (tackle by Jerrell Freeman and D'Qwell Jackson),3.910,3.360
OT,8:45,2,10,IND 25,26,23,Cam Newton right tackle for 2 yards (tackle by D'Qwell Jackson),3.360,3.360
OT,8:00,2,10,IND 25,26,23,Timeout #1 by Indianapolis Colts,3.360,2.940
OT,8:00,3,8,IND 23,26,23,Cam Newton pass incomplete short left intended for Corey Brown,2.940,1.930
OT,7:55,4,8,IND 23,26,26,Graham Gano 42 yard field goal good,1.930,3.000
OT,7:55,,,CAR 35,26,26,"Graham Gano kicks off 70 yards, returned by Quan Bray for 34 yards (tackle by A.J. Klein)",0.000,-0.870
OT,7:44,1,10,IND 29,26,26,Frank Gore right guard for 2 yards (tackle by Charles Tillman and Kony Ealy),0.870,0.600
OT,7:10,2,8,IND 31,26,26,Andrew Luck pass incomplete short middle intended for Coby Fleener is intercepted by Luke Kuechly at IND-38 and returned for -1 yards,0.600,-2.980
OT,7:02,1,10,IND 39,26,26,Cam Newton pass incomplete short right intended for Jerricho Cotchery,2.980,2.440
OT,6:59,2,10,IND 39,26,26,Cam Newton sacked by Robert Mathis for 0 yards,2.440,1.750
OT,6:12,3,10,IND 39,26,26,Cam Newton pass complete short right to Jerricho Cotchery for 5 yards (tackle by Darius Butler),1.750,1.070
OT,5:27,4,5,IND 34,26,29,Graham Gano 52 yard field goal good,1.070,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
