Quarter,Time,Down,ToGo,Location,STL,CHI,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,STL,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,3,10,"Robbie Gould kicks off 71 yards, returned by Isaiah Pead for 24 yards (tackle by J.T. Thomas)",0.000,0.040
3,14:56,1,10,STL 18,3,10,Sam Bradford pass incomplete short left intended for Danny Amendola,0.040,-0.490
3,14:52,2,10,STL 18,3,10,Sam Bradford pass complete deep middle to Danny Amendola for 30 yards (tackle by Chris Conte),-0.490,2.130
3,14:24,1,10,STL 48,3,10,Steven Jackson left guard for 3 yards (tackle by Israel Idonije),2.130,1.990
3,13:35,2,7,CHI 49,3,10,"Penalty on Lance Kendricks: False Start, 5 yards (no play)",1.990,1.310
3,13:10,2,12,STL 46,3,10,Sam Bradford pass complete short left to Brandon Gibson for 11 yards (tackle by Charles Tillman),1.310,2.080
3,12:30,3,1,CHI 43,3,10,Sam Bradford pass incomplete short right intended for Chris Givens,2.080,0.400
3,12:25,4,1,CHI 43,3,10,Sam Bradford pass incomplete short left intended for Brandon Gibson (defended by Tim Jennings),0.400,-1.800
3,12:23,1,10,CHI 43,3,10,Jay Cutler pass incomplete short left intended for Brandon Marshall,1.800,1.250
3,12:18,2,10,CHI 43,3,10,Michael Bush right guard for 2 yards (tackle by Rocky McIntosh and Jo-Lonn Dunbar),1.250,0.830
3,11:32,3,8,CHI 45,3,10,Jay Cutler sacked by Chris Long for -10 yards,0.830,-1.040
3,11:14,4,18,CHI 35,3,10,"Adam Podlesh punts 32 yards, out of bounds",-1.040,-1.140
3,11:09,1,10,STL 33,3,10,Steven Jackson left tackle for 3 yards (tackle by Stephen Paea and Brian Urlacher),1.140,1.000
3,10:38,2,7,STL 36,3,10,Steven Jackson right tackle for -1 yards (tackle by Brian Urlacher),1.000,0.170
3,9:53,3,8,STL 35,3,10,Sam Bradford pass complete short right to Chris Givens for 9 yards (tackle by Major Wright),0.170,1.860
3,9:19,1,10,STL 44,3,10,Steven Jackson left end for 13 yards (tackle by Chris Conte),1.860,2.720
3,8:40,1,10,CHI 43,3,10,Steven Jackson right end for 2 yards (tackle by Brian Urlacher),2.720,2.450
3,7:58,2,8,CHI 41,3,10,Sam Bradford pass complete short right to Matthew Mulligan for 12 yards (tackle by Chris Conte),2.450,3.640
3,7:12,1,10,CHI 29,3,10,Sam Bradford pass incomplete short left intended for Danny Amendola,3.640,3.100
3,7:09,2,10,CHI 29,3,10,Sam Bradford pass complete short right to Danny Amendola for 1 yard (tackle by D.J. Moore),3.100,2.540
3,6:24,3,9,CHI 28,3,10,Sam Bradford pass incomplete short middle intended for Lance Kendricks (defended by Brian Urlacher),2.540,1.590
3,6:19,4,9,CHI 28,6,10,Greg Zuerlein 46 yard field goal good,1.590,3.000
3,6:14,,,STL 35,6,10,"Greg Zuerlein kicks off 60 yards, returned by Devin Hester for 18 yards (tackle by Josh Hull)",0.000,0.480
3,6:08,1,10,CHI 23,6,10,Michael Bush right guard for 1 yard (tackle by Rocky McIntosh),0.480,0.070
3,5:27,2,9,CHI 24,6,10,Michael Bush left end for 1 yard (tackle by William Hayes),0.070,-0.490
3,4:46,3,8,CHI 25,6,10,Jay Cutler pass incomplete deep left intended for Brandon Marshall,-0.490,-1.700
3,4:41,4,8,CHI 25,6,10,"Adam Podlesh punts 55 yards, returned by Danny Amendola for 17 yards (tackle by Craig Steltz)",-1.700,-1.400
3,4:27,1,10,STL 37,6,10,Sam Bradford sacked by Nick Roach for -9 yards,1.400,-0.360
3,3:54,2,19,STL 28,6,10,"Penalty on Danny Amendola: False Start, 5 yards (no play)",-0.360,-1.030
3,3:27,2,24,STL 23,6,10,Sam Bradford pass complete short right to Chris Givens for no gain,-1.030,-1.680
3,2:42,3,24,STL 23,6,10,"Daryl Richardson right tackle for 4 yards (tackle by Lance Briggs). Penalty on Julius Peppers: Personal Foul, 15 yards",-1.680,1.730
3,2:17,1,10,STL 42,6,10,Steven Jackson left end for 3 yards (tackle by Lance Briggs),1.730,1.590
3,1:42,2,7,STL 45,6,10,Daryl Richardson left end for -1 yards (tackle by Lance Briggs),1.590,0.760
3,0:56,3,8,STL 44,6,10,Sam Bradford sacked by Julius Peppers and Israel Idonije for -7 yards,0.760,-0.910
3,0:36,4,15,STL 37,6,10,"John Hekker punts 38 yards, out of bounds",-0.910,-0.610
3,0:29,1,10,CHI 25,6,10,Jay Cutler pass complete short right to Alshon Jeffery for 10 yards (tackle by Jo-Lonn Dunbar),0.610,1.270
Quarter,Time,Down,ToGo,Location,STL,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 35,6,10,Jay Cutler pass complete short left to Alshon Jeffery for 10 yards (tackle by Janoris Jenkins and Quintin Mikell),1.270,1.930
4,14:26,1,10,CHI 45,6,10,Kahlil Bell right guard for no gain (tackle by Quintin Mikell),1.930,1.380
4,13:45,2,10,CHI 45,6,10,Jay Cutler pass incomplete short middle intended for Earl Bennett,1.380,0.700
4,13:42,3,10,CHI 45,6,10,Jay Cutler pass complete short left to Kellen Davis for 12 yards (tackle by James Laurinaitis),0.700,2.720
4,13:09,1,10,STL 43,6,10,Jay Cutler pass complete short right to Alshon Jeffery for 8 yards (tackle by Cortland Finnegan and Quintin Mikell),2.720,3.260
4,12:26,2,2,STL 35,6,10,Jay Cutler pass complete short right to Kyle Adams for 7 yards (tackle by Rocky McIntosh),3.260,3.710
4,12:06,1,10,STL 28,6,10,Kahlil Bell right tackle for 1 yard (tackle by James Laurinaitis),3.710,3.300
4,11:22,2,9,STL 27,6,10,Jay Cutler right guard for 21 yards (tackle by Craig Dahl),3.300,5.830
4,10:40,1,6,STL 6,6,10,Michael Bush left guard for 2 yards (tackle by Quintin Mikell),5.830,5.340
4,9:58,2,4,STL 4,6,10,Jay Cutler pass incomplete short right intended for Devin Hester,5.340,4.490
4,9:54,3,4,STL 4,6,10,Jay Cutler pass incomplete short left intended for Brandon Marshall (defended by Bradley Fletcher),4.490,3.030
4,9:49,4,4,STL 4,6,13,Robbie Gould 22 yard field goal good,3.030,3.000
4,9:45,,,CHI 35,6,13,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
4,9:45,1,10,STL 20,6,13,Sam Bradford pass incomplete short left intended for Lance Kendricks,0.280,-0.270
4,9:41,2,10,STL 20,6,13,Sam Bradford pass complete short right to Danny Amendola for 19 yards (tackle by D.J. Moore). Penalty on Corey Wootton: Defensive Offside (Declined),-0.270,1.530
4,9:22,1,10,STL 39,6,13,Sam Bradford pass incomplete short middle intended for Lance Kendricks,1.530,0.990
4,9:17,2,10,STL 39,6,19,"Sam Bradford pass incomplete short left intended for Danny Amendola is intercepted by Major Wright at STL-45 and returned for 45 yards, touchdown",0.990,-7.000
4,,,,STL 2,6,20,Robbie Gould kicks extra point good,0.000,0.000
4,9:06,,,CHI 35,6,20,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
4,9:06,1,10,STL 20,6,20,Sam Bradford pass complete short left to Steven Jackson for no gain,0.280,-0.270
4,8:26,2,10,STL 20,6,20,Sam Bradford pass complete short right to Lance Kendricks for 8 yards (tackle by Nick Roach),-0.270,0.100
4,7:50,3,2,STL 28,6,20,Steven Jackson left tackle for -1 yards (tackle by Julius Peppers),0.100,0.000
4,7:09,,,,6,20,Timeout #1 by Chicago Bears,0.000,-1.570
4,7:09,4,3,STL 27,6,20,"John Hekker punts 40 yards, returned by Devin Hester for 19 yards (tackle by Lance Kendricks)",-1.570,-2.390
4,6:57,1,10,STL 48,6,20,Jay Cutler pass complete short left to Alshon Jeffery for 7 yards (tackle by Janoris Jenkins),2.390,2.790
4,6:11,2,3,STL 41,6,20,Kahlil Bell right guard for 2 yards (tackle by William Hayes),2.790,2.340
4,5:25,3,1,STL 39,6,20,Kahlil Bell left tackle for -1 yards (tackle by James Laurinaitis),2.340,0.000
4,5:20,,,,6,20,Timeout #1 by St. Louis Rams,0.000,0.590
4,5:20,4,2,STL 40,6,20,"Adam Podlesh punts 32 yards, fair catch by Danny Amendola",0.590,0.380
4,5:13,1,10,STL 8,6,20,Sam Bradford pass incomplete short middle intended for Steve Smith (defended by Lance Briggs),-0.380,-0.780
4,5:08,2,10,STL 8,6,20,Sam Bradford pass complete short left to Danny Amendola for 6 yards (tackle by D.J. Moore),-0.780,-0.720
4,4:40,3,4,STL 14,6,20,Sam Bradford sacked by Israel Idonije for -7 yards,-0.720,-2.490
4,4:21,4,11,STL 7,6,20,John Hekker punts 52 yards,-2.490,-2.060
4,4:11,1,10,CHI 47,6,20,Jay Cutler pass complete deep right to Brandon Marshall for 34 yards (tackle by Cortland Finnegan),2.060,4.310
4,3:22,1,10,STL 19,6,20,Kahlil Bell right guard for -4 yards (tackle by Jo-Lonn Dunbar and Kellen Heard),4.310,0.000
4,3:14,,,,6,20,Timeout #2 by St. Louis Rams,0.000,3.220
4,3:14,2,14,STL 23,6,20,Kahlil Bell right tackle for 2 yards (tackle by James Laurinaitis),3.220,0.000
4,3:09,,,,6,20,Timeout #3 by St. Louis Rams,0.000,2.810
4,3:09,3,12,STL 21,6,20,Kahlil Bell left tackle for 2 yards (tackle by James Laurinaitis),2.810,0.000
4,2:23,,,,6,20,Timeout #2 by Chicago Bears,0.000,2.180
4,2:23,4,10,STL 19,6,23,Robbie Gould 37 yard field goal good,2.180,3.000
4,2:18,,,CHI 35,6,23,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
4,2:18,1,10,STL 20,6,23,Sam Bradford pass complete short middle to Isaiah Pead for 4 yards (tackle by Lance Briggs),0.280,0.270
4,2:00,2,6,STL 24,6,23,Sam Bradford pass incomplete deep left intended for Brandon Gibson is intercepted by Tim Jennings at STL-48 and returned for -11 yards (tackle by Danny Amendola),0.270,-1.660
4,1:53,1,10,CHI 41,6,23,Jay Cutler kneels for -1 yards,1.660,0.990
4,1:10,2,11,CHI 40,6,23,Jay Cutler kneels for -1 yards,0.990,0.170
4,0:36,3,12,CHI 39,6,23,Jay Cutler kneels for -1 yards,0.170,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
