Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
2,7:21,2,13,DAL 22,6,3,"Dak Prescott pass complete short middle to Peyton Hendershot for 3 yards (tackle by Alex Anzalone and Kerby Joseph). Penalty on Noah Brown: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-0.340,-1.430
2,7:00,2,20,DAL 15,6,3,Dak Prescott pass incomplete deep middle intended for CeeDee Lamb (defended by Kerby Joseph),-1.430,-2.350
2,6:55,3,20,DAL 15,6,3,Dak Prescott pass incomplete deep left intended for Michael Gallup,-2.350,-2.440
2,6:48,4,20,DAL 15,6,3,"Bryan Anger punts 49 yards, fair catch by Kalif Raymond at DET-36",-2.440,-1.330
2,6:40,1,10,DET 36,6,3,Justin Jackson right guard for 5 yards (tackle by Donovan Wilson),1.330,1.470
2,6:01,2,5,DET 41,6,3,Jared Goff sacked by Donovan Wilson for -10 yards,1.470,-0.560
2,5:17,3,15,DET 31,6,3,Jared Goff pass complete short left to Kalif Raymond for 10 yards (tackle by Micah Parsons),-0.560,-0.650
2,4:28,4,5,DET 41,6,3,"Penalty on DET: Delay of Game, 5 yards (accepted) (no play)",-0.650,-0.980
2,4:14,4,10,DET 36,6,3,"Jack Fox punts 54 yards, returned by KaVontae Turpin for 14 yards (tackle by Malcolm Rodriguez)",-0.980,-0.540
2,4:03,1,10,DAL 24,6,3,Ezekiel Elliott up the middle for 8 yards (tackle by Benito Jones),0.540,0.940
2,3:34,2,3,DAL 31,6,3,Dak Prescott pass complete short middle to Dalton Schultz for 8 yards (tackle by Alex Anzalone),0.940,1.600
2,3:03,1,10,DAL 40,6,3,Dak Prescott pass incomplete short right intended for Michael Gallup,1.600,1.050
2,2:57,2,10,DAL 40,6,3,Dak Prescott pass complete short right to CeeDee Lamb for 21 yards (tackle by AJ Parker),1.050,2.980
2,2:32,1,10,DET 39,6,3,Dak Prescott pass incomplete deep right intended for Noah Brown,2.980,2.440
2,2:26,2,10,DET 39,6,3,Ezekiel Elliott right end for 14 yards (tackle by DeShon Elliott),2.440,3.910
2,2:00,1,10,DET 25,6,3,"Dak Prescott sacked by Romeo Okwara for no gain. Penalty on DeShon Elliott: Illegal Contact, 5 yards (accepted) (no play)",3.910,4.240
2,1:53,1,10,DET 20,6,3,"Dak Prescott pass complete short left to Noah Brown for 14 yards. Noah Brown fumbles (forced by Kerby Joseph), recovered by Amani Oruwariye at DET-3 (tackle by Kerby Joseph)",4.240,0.380
2,1:45,1,10,DET 3,6,3,Jamaal Williams right tackle for 13 yards (tackle by Malik Hooker),-0.380,-0.140
2,1:14,1,10,DET 16,6,3,Jamaal Williams right tackle for 4 yards (tackle by Jourdan Lewis),-0.140,0.010
2,0:37,2,6,DET 20,6,3,Jamaal Williams up the middle for 6 yards (tackle by Anthony Barr),0.010,0.670
Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,6,3,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,6,3,Jared Goff pass complete short middle to T.J. Hockenson for 16 yards (tackle by Jayron Kearse),0.610,1.660
3,14:28,1,10,DET 41,6,3,Kalif Raymond right end for 8 yards (tackle by Leighton Vander Esch),1.660,2.200
3,13:51,2,2,DET 49,6,3,"Jared Goff pass deep left intended for Josh Reynolds is intercepted by Trevon Diggs at DAL-15 and returned for 3 yards (tackle by Josh Reynolds) Replay Assistant challenged the pass interception ruling, and the play was upheld.",2.200,-0.040
3,13:37,1,10,DAL 18,6,3,Ezekiel Elliott right end for 1 yard (tackle by Jeff Okudah and Julian Okwara),0.040,-0.320
3,13:04,2,9,DAL 19,6,3,Dak Prescott pass complete short middle to CeeDee Lamb for 10 yards (tackle by Jeff Okudah),-0.320,0.870
3,12:45,1,10,DAL 29,6,3,Ezekiel Elliott right guard for 18 yards (tackle by Jeff Okudah),0.870,2.060
3,12:21,1,10,DAL 47,6,3,Dak Prescott pass complete short right to Dalton Schultz for 9 yards (tackle by Malcolm Rodriguez),2.060,2.730
3,11:45,2,1,DET 44,6,3,Tony Pollard left guard for 28 yards (tackle by Amani Oruwariye),2.730,4.510
3,11:12,1,10,DET 16,6,3,Tony Pollard right tackle for 6 yards (tackle by Jeff Okudah and DeShon Elliott),4.510,4.970
3,10:29,2,4,DET 10,6,3,"Dak Prescott pass incomplete short right intended for Dalton Schultz. Penalty on Jerry Jacobs: Defensive Pass Interference, 9 yards (accepted) (no play)",4.970,6.970
3,10:21,1,1,DET 1,6,9,"Ezekiel Elliott up the middle for 1 yard, touchdown",6.970,7.000
3,10:18,,,DET 15,6,10,Brett Maher kicks extra point good,0.000,0.000
3,10:18,,,DAL 35,6,10,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,10:18,1,10,DET 25,6,10,"Justin Jackson right tackle for no gain (tackle by Trysten Hill). Penalty on Quinton Bohanna: Defensive Offside, 5 yards (accepted) (no play)",0.610,1.340
3,9:53,1,5,DET 30,6,10,Jared Goff pass complete short right to Kalif Raymond for 18 yards (tackle by Donovan Wilson),1.340,2.130
3,9:13,1,10,DET 48,6,10,Jared Goff sacked by Sam Williams for -6 yards,2.130,0.770
3,8:28,2,16,DET 42,6,10,Jared Goff pass complete short left to Jamaal Williams for 4 yards (tackle by Jayron Kearse),0.770,0.630
3,7:55,3,12,DET 46,6,10,Jared Goff scrambles right end for 4 yards (tackle by Micah Parsons),0.630,-0.060
3,7:13,4,8,DET 50,6,10,"Jack Fox punts 43 yards, returned by KaVontae Turpin for 52 yards (tackle by DeShon Elliott)",-0.060,-2.850
3,6:56,1,10,DET 41,6,10,Dak Prescott pass complete short left to Noah Brown for 9 yards (tackle by Amani Oruwariye),2.850,3.520
3,6:14,2,1,DET 32,6,10,Tony Pollard up the middle for -1 yards (tackle by DeShon Elliott),3.520,2.680
3,5:37,3,2,DET 33,6,10,Dak Prescott sacked by Aidan Hutchinson for -7 yards,2.680,0.590
3,4:50,4,9,DET 40,6,10,"Penalty on DAL: Delay of Game, 5 yards (accepted) (no play)",0.590,0.270
3,4:32,4,14,DET 45,6,10,"Bryan Anger punts 45 yards, touchback.",0.270,-0.280
3,4:23,1,10,DET 20,6,10,Craig Reynolds left tackle for 8 yards (tackle by Anthony Barr),0.280,0.810
3,3:42,2,2,DET 28,6,10,Jamaal Williams right tackle for 5 yards (tackle by Dante Fowler),0.810,1.140
3,3:04,1,10,DET 33,6,10,Jared Goff pass complete short right to Josh Reynolds for 8 yards (tackle by Anthony Brown),1.140,1.670
3,2:23,2,2,DET 41,6,10,"Jamaal Williams up the middle for 4 yards (tackle by Leighton Vander Esch). Penalty on Taylor Decker: Offensive Holding, 10 yards (accepted)",1.670,0.860
3,1:59,2,8,DET 35,6,10,Jamaal Williams right guard for 5 yards (tackle by Osa Odighizuwa and Micah Parsons),0.860,0.830
3,1:16,3,3,DET 40,6,10,"Jared Goff pass complete short left to T.J. Hockenson for no gain (tackle by Leighton Vander Esch). Penalty on Evan Brown: Offensive Holding, 10 yards (accepted) (no play)",0.830,-0.490
3,0:50,3,13,DET 30,6,10,Jared Goff pass complete deep right to Kalif Raymond for 19 yards (tackle by Anthony Brown and Donovan Wilson),-0.490,2.190
3,0:11,1,10,DET 49,6,10,Jamaal Williams up the middle for 1 yard (tackle by Leighton Vander Esch and Carlos Watkins),2.190,1.780
Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,DET 50,6,10,Jamaal Williams left tackle for 7 yards (tackle by Leighton Vander Esch and Jourdan Lewis),1.780,2.010
4,14:23,3,2,DAL 43,6,10,Jamaal Williams left end for 20 yards (tackle by Trevon Diggs),2.010,4.040
4,13:41,,,,,,Timeout #1 by Dallas Cowboys,,
4,13:41,1,10,DAL 23,6,10,Craig Reynolds left end for 5 yards (tackle by Leighton Vander Esch),4.040,4.210
4,13:03,2,5,DAL 18,6,10,Jared Goff pass complete short left to Brock Wright for 17 yards (tackle by Micah Parsons),4.210,6.970
4,12:26,1,1,DAL 1,6,10,"Jamaal Williams up the middle for no gain. Jamaal Williams fumbles (forced by DeMarcus Lawrence), recovered by Anthony Barr at DAL-1 (tackle by DeMarcus Lawrence)",6.970,0.380
4,12:21,1,10,DAL 1,6,10,Dak Prescott pass complete short right to Tony Pollard for 19 yards (tackle by Kerby Joseph),-0.380,0.280
4,11:52,1,10,DAL 20,6,10,Tony Pollard right tackle for 2 yards (tackle by Jeff Okudah and DeShon Elliott),0.280,0.000
4,11:20,2,8,DAL 22,6,10,Dak Prescott pass complete short left to Tony Pollard for 7 yards (tackle by Alex Anzalone),0.000,0.230
4,10:41,3,1,DAL 29,6,10,Tony Pollard right end for no gain (tackle by Alex Anzalone and DeShon Elliott),0.230,-1.440
4,9:58,4,1,DAL 29,6,10,"Bryan Anger punts 50 yards, fair catch by Kalif Raymond at DET-21",-1.440,-0.340
4,9:52,1,10,DET 21,6,10,Jared Goff pass complete short right to Brock Wright for 23 yards (tackle by Donovan Wilson and Anthony Barr),0.340,1.860
4,9:10,1,10,DET 44,6,10,Justin Jackson right tackle for -2 yards (tackle by Sam Williams),1.860,1.050
4,8:35,2,12,DET 42,6,10,Jared Goff pass incomplete short middle intended for T.J. Hockenson (defended by Anthony Barr),1.050,0.370
4,8:29,3,12,DET 42,6,10,Jared Goff pass short middle intended for Tom Kennedy is intercepted by Jourdan Lewis at DAL-46 and returned for no gain (tackle by Tom Kennedy),0.370,-1.990
4,8:25,1,10,DAL 46,6,10,Ezekiel Elliott left end for 6 yards (tackle by Jeff Okudah),1.990,2.260
4,7:53,2,4,DET 48,6,10,Ezekiel Elliott up the middle for no gain (tackle by Jeff Okudah),2.260,1.550
4,7:13,3,4,DET 48,6,10,"Dak Prescott pass incomplete short right intended for CeeDee Lamb. Penalty on Alex Anzalone: Defensive Holding, 5 yards (accepted) (no play)",1.550,2.720
4,7:03,1,10,DET 43,6,10,Dak Prescott pass incomplete deep left intended for CeeDee Lamb,2.720,2.180
4,7:00,2,10,DET 43,6,10,Tony Pollard up the middle for 2 yards (tackle by Juju Hughes),2.180,1.750
4,6:29,3,8,DET 41,6,10,"Dak Prescott pass complete short middle to CeeDee Lamb for 15 yards (tackle by Julian Okwara and Kerby Joseph). Penalty on Alex Anzalone: Defensive Offside, 5 yards (declined)",1.750,3.840
4,6:04,1,10,DET 26,6,10,"Tony Pollard left end for no gain (tackle by Alex Anzalone and Derrick Barnes). Penalty on Tyler Smith: Offensive Holding, 10 yards (accepted) (no play)",3.840,3.180
4,5:35,1,20,DET 36,6,10,Dak Prescott pass complete short left to Noah Brown for 10 yards (tackle by Jeff Okudah),3.180,3.300
4,4:59,2,10,DET 26,6,10,Dak Prescott pass complete short middle to Noah Brown for 15 yards (tackle by AJ Parker),3.300,4.840
4,4:17,1,10,DET 11,6,10,Dak Prescott scrambles right end for 2 yards (tackle by AJ Parker),4.840,4.510
4,4:09,2,8,DET 9,6,10,Dak Prescott pass complete short middle to Dalton Schultz for 7 yards (tackle by Kerby Joseph),4.510,5.120
4,3:31,3,1,DET 2,6,10,Ezekiel Elliott up the middle for 1 yard (tackle by Amani Oruwariye),5.120,6.970
4,2:51,1,1,DET 1,6,16,"Ezekiel Elliott up the middle for 1 yard, touchdown",6.970,7.000
4,2:46,,,DET 15,6,17,Brett Maher kicks extra point good,0.000,0.000
4,2:46,,,DAL 35,6,17,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,2:46,1,10,DET 25,6,17,Jared Goff pass complete short left to T.J. Hockenson for 7 yards (tackle by Anthony Barr and Donovan Wilson),0.610,1.010
4,2:24,2,3,DET 32,6,17,"Jared Goff sacked by Sam Williams for -8 yards. Jared Goff fumbles (forced by Sam Williams), recovered by Sam Williams at DET-24 (tackle by Jared Goff)",1.010,-3.970
4,2:20,1,10,DET 24,6,17,CeeDee Lamb right end for -4 yards (tackle by Julian Okwara),3.970,2.890
4,2:15,,,,,,Timeout #1 by Detroit Lions,,
4,2:15,2,14,DET 28,6,17,Tony Pollard right tackle for 25 yards (tackle by Amani Oruwariye and Alex Anzalone),2.890,6.510
4,2:07,,,,,,Timeout #2 by Detroit Lions,,
4,2:07,1,3,DET 3,6,17,Ezekiel Elliott up the middle for 1 yard (tackle by Aidan Hutchinson),6.510,5.720
4,2:00,2,2,DET 2,6,23,"Dak Prescott pass complete short left to Peyton Hendershot for 2 yards, touchdown",5.720,7.000
4,1:55,,,DET 15,6,24,Brett Maher kicks extra point good,0.000,0.000
4,1:55,,,DAL 35,6,24,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,1:55,1,10,DET 25,6,24,Jared Goff pass complete short left to Craig Reynolds for 6 yards (tackle by Jayron Kearse),0.610,0.870
4,1:29,2,4,DET 31,6,24,Jared Goff sacked by Micah Parsons for -3 yards,0.870,-0.230
4,1:21,,,,,,Timeout #3 by Detroit Lions,,
4,1:21,3,7,DET 28,6,24,"Penalty on Taylor Decker: False Start, 5 yards (accepted) (no play)",-0.230,-0.890
4,1:21,3,12,DET 23,6,24,Jared Goff pass complete deep middle to Kalif Raymond for 20 yards (tackle by Dante Fowler),-0.890,1.730
4,1:04,1,10,DET 42,6,24,Jared Goff pass complete short right to Tom Kennedy for 5 yards (tackle by DaRon Bland),1.730,2.000
4,0:58,2,4,DET 48,6,24,"Jared Goff sacked by Micah Parsons for -6 yards. Jared Goff fumbles (forced by Micah Parsons), recovered by Dorance Armstrong at DET-42 and returned for 1 yard. Dorance Armstrong fumbles (forced by Penei Sewell), recovered by DeMarcus Lawrence at DET-41 (tackle by Jared Goff)",2.000,-2.850
4,0:50,1,10,DET 41,6,24,Dak Prescott kneels for -1 yards,2.850,2.170
4,0:20,2,11,DET 42,6,24,Dak Prescott kneels for -1 yards,2.170,1.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
