Quarter,Time,Down,ToGo,Location,KAN,ARI,Detail,EPB,EPA
1,5:03,1,10,ARI 26,7,0,Patrick Mahomes pass complete short left to Travis Kelce for 7 yards (tackle by Nick Vigil and Marco Wilson),3.840,4.270
1,4:24,2,3,ARI 19,7,0,"Clyde Edwards-Helaire up the middle for no gain (tackle by Rashard Lawrence and Zaven Collins). Penalty on Jonathan Ledbetter: Defensive Offside, 5 yards (accepted) (no play)",4.270,4.650
1,4:03,1,10,ARI 14,7,0,Patrick Mahomes pass complete short middle to Travis Kelce for 11 yards (tackle by Budda Baker),4.650,6.510
1,3:24,1,3,ARI 3,13,0,"Patrick Mahomes pass complete short middle to Clyde Edwards-Helaire for 3 yards, touchdown",6.510,7.000
1,3:20,,,ARI 15,14,0,Justin Reid kicks extra point good,0.000,0.000
1,3:20,,,KAN 35,14,0,"Justin Reid kicks off 65 yards, touchback.",0.000,0.610
1,3:20,1,10,ARI 25,14,0,James Conner up the middle for 2 yards (tackle by Michael Danna and Willie Gay),0.610,0.330
1,2:44,2,8,ARI 27,14,0,Kyler Murray pass complete short right to James Conner for 11 yards (tackle by L'Jarius Sneed),0.330,1.470
1,2:06,1,10,ARI 38,14,0,Kyler Murray pass incomplete short middle,1.470,0.920
1,2:02,2,10,ARI 38,14,0,Kyler Murray pass complete short left to Marquise Brown for 9 yards (tackle by L'Jarius Sneed),0.920,1.420
1,1:22,3,1,ARI 47,14,0,James Conner up the middle for 2 yards (tackle by Willie Gay and Michael Danna),1.420,2.190
1,0:45,1,10,ARI 49,14,0,"Rodney Hudson aborted snap, recovered by Kyler Murray at ARI-41 Kyler Murray for no gain",2.190,0.570
1,0:04,2,18,ARI 41,14,0,Kyler Murray pass complete deep right to Greg Dortch for 24 yards (tackle by Trent McDuffie),0.570,3.250
Quarter,Time,Down,ToGo,Location,KAN,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 35,14,0,Kyler Murray pass complete short left to Greg Dortch for 4 yards (tackle by L'Jarius Sneed),3.250,3.240
2,14:28,2,6,KAN 31,14,0,James Conner up the middle for 8 yards (tackle by L'Jarius Sneed),3.240,4.040
2,13:55,1,10,KAN 23,14,0,Kyler Murray up the middle for 21 yards (tackle by Rashad Fenton),4.040,6.740
2,13:12,1,2,KAN 2,14,6,"James Conner up the middle for 2 yards, touchdown",6.740,7.000
2,13:05,,,KAN 15,14,7,Matt Prater kicks extra point good,0.000,0.000
2,13:05,,,ARI 35,14,7,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
2,13:05,1,10,KAN 25,14,7,Clyde Edwards-Helaire left tackle for 1 yard (tackle by Michael Dogbe and Budda Baker),0.610,0.200
2,12:25,2,9,KAN 26,14,7,Patrick Mahomes pass complete short middle to Marquez Valdes-Scantling for 17 yards (tackle by Jalen Thompson),0.200,1.800
2,11:47,1,10,KAN 43,14,7,Isiah Pacheco up the middle for no gain (tackle by Zaven Collins),1.800,1.250
2,11:07,2,10,KAN 43,14,7,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 8 yards. JuJu Smith-Schuster fumbles (forced by Marco Wilson). JuJu Smith-Schuster fumbles out of bounds,1.250,1.620
2,10:34,,,,,,Timeout #1 by Kansas City Chiefs,,
2,10:34,3,2,ARI 49,14,7,"Patrick Mahomes pass complete short right to Mecole Hardman for 8 yards (tackle by Byron Murphy). Penalty on Jalen Thompson: Unnecessary Roughness / Defense, 15 yards (accepted)",1.620,3.840
2,10:20,1,10,ARI 26,14,7,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 7 yards (tackle by Byron Murphy),3.840,4.270
2,9:48,2,3,ARI 19,14,7,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 7 yards (tackle by Marco Wilson and Michael Dogbe),4.270,4.780
2,9:01,1,10,ARI 12,14,7,Patrick Mahomes pass complete short left to Mecole Hardman for 6 yards (tackle by Nick Vigil),4.780,5.210
2,8:16,2,4,ARI 6,14,7,Patrick Mahomes pass incomplete short left intended for Noah Gray (defended by Marco Wilson),5.210,4.380
2,8:10,3,4,ARI 6,14,7,Isiah Pacheco left end for 2 yards (tackle by Budda Baker),4.380,3.040
2,7:37,4,2,ARI 4,20,7,"Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 4 yards, touchdown",3.040,7.000
2,7:32,,,ARI 15,20,7,Justin Reid kicks extra point no good,0.000,-1.000
2,7:32,,,KAN 35,20,7,"Justin Reid kicks off 65 yards, touchback.",0.000,0.610
2,7:32,1,10,ARI 25,20,7,Kyler Murray pass complete short left to Greg Dortch for 3 yards (tackle by Rashad Fenton and Willie Gay),0.610,0.470
2,6:58,2,7,ARI 28,20,7,Kyler Murray pass complete short right to James Conner for 3 yards (tackle by Nick Bolton),0.470,0.170
2,6:18,3,4,ARI 31,20,7,Kyler Murray pass incomplete short right intended for A.J. Green (defended by Chris Jones),0.170,-1.310
2,6:14,4,4,ARI 31,20,7,"Andy Lee punts 57 yards, returned by Skyy Moore for 13 yards (tackle by Stephen Anderson)",-1.310,-0.610
2,6:03,1,10,KAN 25,20,7,Jerick McKinnon left tackle for 5 yards (tackle by Michael Dogbe and Budda Baker),0.610,0.740
2,5:21,2,5,KAN 30,20,7,Patrick Mahomes pass complete short left to Travis Kelce for 5 yards (tackle by Zeke Turner),0.740,1.270
2,4:37,1,10,KAN 35,20,7,Jerick McKinnon up the middle for 1 yard (tackle by Rashard Lawrence and Zaven Collins),1.270,0.860
2,3:58,2,9,KAN 36,20,7,Patrick Mahomes pass complete short left to Jerick McKinnon for 6 yards (tackle by Jalen Thompson),0.860,0.960
2,3:15,3,3,KAN 42,20,7,Patrick Mahomes pass incomplete short left intended for Jerick McKinnon,0.960,-0.590
2,3:11,4,3,KAN 42,20,7,"Tommy Townsend punts 58 yards, touchback.",-0.590,-0.280
2,3:03,1,10,ARI 20,20,7,James Conner left end for 6 yards (tackle by Rashad Fenton),0.280,0.540
2,2:29,2,4,ARI 26,20,7,Kyler Murray pass complete deep left to Marquise Brown for 26 yards (tackle by Justin Reid),0.540,2.390
2,2:00,1,10,KAN 48,20,7,"James Conner left end for -5 yards. James Conner fumbles (forced by Chris Jones), recovered by James Conner at ARI-47 (tackle by Chris Jones)",2.390,1.170
2,1:28,2,15,ARI 47,20,7,"Kyler Murray pass complete short left to Greg Dortch for 19 yards (tackle by L'Jarius Sneed) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Kyler Murray pass incomplete short left intended for Greg Dortch (defended by L'Jarius Sneed)",1.170,0.500
2,1:23,3,15,ARI 47,20,7,Kyler Murray pass incomplete deep left intended for Greg Dortch (defended by Rashad Fenton),0.500,-0.260
2,1:20,4,15,ARI 47,20,7,"Andy Lee punts 41 yards, returned by Skyy Moore for 8 yards (tackle by Dennis Gardeck and Zeke Turner)",-0.260,-0.280
2,1:05,1,10,KAN 20,20,7,"Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 19 yards. JuJu Smith-Schuster fumbles (forced by Dennis Gardeck), recovered by Byron Murphy at KC-42 (tackle by Dennis Gardeck)",0.280,-2.790
2,0:58,1,10,KAN 42,20,7,Kyler Murray pass complete short left to Greg Dortch for 5 yards (tackle by L'Jarius Sneed),2.790,2.990
2,0:53,2,4,KAN 37,20,7,Kyler Murray pass incomplete deep right intended for Andy Isabella (defended by Juan Thornhill),2.990,2.280
2,0:46,3,4,KAN 37,20,7,Kyler Murray pass complete short left to Greg Dortch for 3 yards (tackle by Justin Reid),2.280,1.100
2,0:40,,,,,,Timeout #1 by Arizona Cardinals,,
2,0:40,4,1,KAN 34,20,7,Kyler Murray pass incomplete deep left intended for James Conner,1.100,-1.200
2,0:35,1,10,KAN 34,20,7,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 12 yards (tackle by Jalen Thompson),1.200,1.990
2,0:27,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:27,1,10,KAN 46,20,7,Patrick Mahomes pass incomplete deep left intended for JuJu Smith-Schuster,1.990,1.450
2,0:22,2,10,KAN 46,20,7,Patrick Mahomes pass complete short middle to Travis Kelce for 18 yards (tackle by Dennis Gardeck),1.450,3.180
2,0:14,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:14,1,10,ARI 36,20,7,Patrick Mahomes pass incomplete short left intended for JuJu Smith-Schuster (defended by Marco Wilson),3.180,2.640
2,0:11,2,10,ARI 36,20,7,Patrick Mahomes pass incomplete short left intended for Travis Kelce,2.640,1.950
2,0:07,3,10,ARI 36,23,7,Harrison Butker 54 yard field goal good,1.950,3.000
2,0:02,,,KAN 35,23,7,"Justin Reid kicks off 65 yards, touchback.",0.000,0.610
2,0:02,1,10,ARI 25,23,7,Kyler Murray kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,KAN,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,23,7,"Justin Reid kicks off 63 yards, returned by Eno Benjamin for 24 yards (tackle by Michael Burton and Justin Reid)",0.000,0.670
3,14:53,1,10,ARI 26,23,7,James Conner up the middle for 1 yard (tackle by L'Jarius Sneed),0.670,0.200
3,14:20,2,10,ARI 27,23,7,Kyler Murray pass complete short right to Greg Dortch for 10 yards (tackle by Willie Gay),0.200,1.400
3,13:56,1,10,ARI 37,23,7,"Penalty on Kelvin Beachum: False Start, 5 yards (accepted) (no play)",1.400,1.070
3,13:43,1,15,ARI 32,23,7,Kyler Murray pass incomplete short right intended for Zach Ertz,1.070,0.180
3,13:36,2,15,ARI 32,23,7,Kyler Murray pass complete short right to A.J. Green for 5 yards (tackle by Nick Bolton),0.180,0.170
3,13:03,3,10,ARI 37,23,7,Kyler Murray sacked by Carlos Dunlap for -11 yards,0.170,-1.630
3,12:19,4,21,ARI 26,23,7,"Andy Lee punts 54 yards, returned by Skyy Moore for 5 yards (tackle by Victor Dimukeje and Zeke Turner)",-1.630,-0.610
3,12:07,1,10,KAN 25,23,7,Patrick Mahomes pass complete deep left to Travis Kelce for 35 yards (tackle by Marco Wilson),0.610,2.920
3,11:31,1,10,ARI 40,23,7,"Patrick Mahomes aborted snap, recovered by Clyde Edwards-Helaire at ARI-42 and returned for 4 yards (tackle by Zaven Collins and Michael Dogbe)",2.920,2.370
3,10:51,2,10,ARI 40,23,7,Patrick Mahomes pass complete short left to Skyy Moore for 30 yards (tackle by Budda Baker),2.370,4.910
3,10:07,1,10,ARI 10,23,7,"Patrick Mahomes pass incomplete short left intended for Marquez Valdes-Scantling. Penalty on Marco Wilson: Defensive Pass Interference, 9 yards (accepted) (no play)",4.910,6.970
3,10:02,1,1,ARI 1,29,7,"Patrick Mahomes pass complete short left to Jody Fortson for 1 yard, touchdown",6.970,7.000
3,9:55,,,ARI 15,30,7,Harrison Butker kicks extra point good,0.000,0.000
3,9:55,,,KAN 35,30,7,"Justin Reid kicks off 65 yards, touchback.",0.000,0.610
3,9:55,1,10,ARI 25,30,7,Kyler Murray pass incomplete deep middle intended for Marquise Brown (defended by Juan Thornhill),0.610,0.060
3,9:48,2,10,ARI 25,30,7,Eno Benjamin up the middle for 5 yards (tackle by Nick Bolton),0.060,0.040
3,9:10,3,5,ARI 30,30,7,Kyler Murray pass incomplete deep right intended for A.J. Green (defended by Jaylen Watson),0.040,-1.370
3,9:04,4,5,ARI 30,30,7,"Andy Lee punts 51 yards, returned by Skyy Moore for 15 yards (tackle by Dennis Gardeck)",-1.370,-1.200
3,8:49,1,10,KAN 34,30,7,Clyde Edwards-Helaire up the middle for 4 yards (tackle by Markus Golden),1.200,1.200
3,8:10,2,6,KAN 38,30,7,Patrick Mahomes pass incomplete deep left intended for Mecole Hardman,1.200,0.500
3,8:05,3,6,KAN 38,30,7,Patrick Mahomes pass complete short right to Travis Kelce for 26 yards (tackle by Isaiah Simmons),0.500,3.180
3,7:21,1,10,ARI 36,30,7,Patrick Mahomes scrambles right end for 4 yards (tackle by Jalen Thompson),3.180,3.180
3,6:38,2,6,ARI 32,30,7,Jerick McKinnon up the middle for 18 yards (tackle by Budda Baker),3.180,4.650
3,5:55,1,10,ARI 14,30,7,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 7 yards (tackle by Budda Baker),4.650,5.280
3,5:14,2,3,ARI 7,30,7,"Patrick Mahomes pass complete short left to Jody Fortson for no gain (tackle by Zaven Collins and Jonathan Ledbetter). Penalty on Creed Humphrey: Ineligible Downfield Pass, 5 yards (accepted) (no play)",5.280,4.330
3,4:48,2,8,ARI 12,30,7,Patrick Mahomes pass complete short right to Noah Gray for 10 yards (tackle by Nick Vigil),4.330,6.740
3,4:00,1,2,ARI 2,36,7,"Patrick Mahomes pass complete short left to Mecole Hardman for 2 yards, touchdown",6.740,7.000
3,3:56,,,ARI 15,37,7,Harrison Butker kicks extra point good,0.000,0.000
3,3:56,,,KAN 35,37,7,"Justin Reid kicks off 65 yards, touchback.",0.000,0.610
3,3:58,1,10,ARI 25,37,7,Kyler Murray pass complete short middle to Zach Ertz for 8 yards (tackle by Nick Bolton),0.610,1.140
3,3:31,2,2,ARI 33,37,7,Kyler Murray pass complete short left to James Conner for 3 yards (tackle by Willie Gay),1.140,1.330
3,2:59,1,10,ARI 36,37,7,Kyler Murray pass complete short left to James Conner for 4 yards (tackle by Nick Bolton),1.330,1.330
3,2:34,2,6,ARI 40,37,7,Kyler Murray pass complete short middle to James Conner for 8 yards (tackle by Bryan Cook),1.330,2.130
3,1:55,1,10,ARI 48,37,7,Kyler Murray pass complete short middle to Eno Benjamin for 4 yards (tackle by L'Jarius Sneed),2.130,2.120
3,1:30,2,6,KAN 48,37,7,Eno Benjamin up the middle for 16 yards (tackle by Rashad Fenton),2.120,3.450
3,0:59,1,10,KAN 32,37,7,Eno Benjamin for no gain (tackle by Frank Clark),3.450,2.900
3,0:28,2,10,KAN 32,37,7,Kyler Murray pass complete short right to Eno Benjamin for 7 yards (tackle by Nick Bolton),2.900,3.140
Quarter,Time,Down,ToGo,Location,KAN,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,KAN 25,37,7,James Conner up the middle for 1 yard (tackle by Nick Bolton and Carlos Dunlap),3.140,1.990
4,14:20,4,2,KAN 24,37,7,Kyler Murray pass complete short left to Greg Dortch for 14 yards (tackle by Juan Thornhill and Rashad Fenton),1.990,4.910
4,13:43,1,10,KAN 10,37,7,James Conner up the middle for 4 yards (tackle by Nick Bolton and Khalen Saunders),4.910,4.950
4,13:09,2,6,KAN 6,37,7,Kyler Murray pass incomplete short left,4.950,4.040
4,13:01,3,6,KAN 6,37,7,Kyler Murray pass incomplete short left intended for Zach Ertz (defended by George Karlaftis),4.040,2.990
4,12:58,4,6,KAN 6,37,13,"Kyler Murray pass complete short left to Marquise Brown for 6 yards, touchdown",2.990,7.000
4,12:52,,,KAN 2,37,15,Two Point Attempt: Kyler Murray pass complete to to Zach Ertz for no gain,1.000,1.000
4,12:52,,,ARI 35,37,15,"Matt Prater kicks off 54 yards, returned by Skyy Moore for 23 yards (tackle by Zeke Turner)",0.000,1.200
4,12:44,1,10,KAN 34,37,15,Isiah Pacheco up the middle for 11 yards (tackle by Jalen Thompson),1.200,1.930
4,12:03,1,10,KAN 45,37,15,Isiah Pacheco up the middle for 5 yards (tackle by Leki Fotu),1.930,2.060
4,11:25,2,5,ARI 50,37,15,Isiah Pacheco left tackle for 3 yards (tackle by Victor Dimukeje),2.060,1.750
4,10:45,3,2,ARI 47,37,15,Patrick Mahomes pass complete short middle to Marquez Valdes-Scantling for 8 yards (tackle by Jalen Thompson),1.750,2.980
4,10:04,1,10,ARI 39,37,15,Isiah Pacheco left tackle for 19 yards (tackle by Isaiah Simmons),2.980,4.240
4,9:20,1,10,ARI 20,37,15,Patrick Mahomes pass incomplete short right intended for Justin Watson,4.240,3.690
4,9:16,2,10,ARI 20,37,15,Isiah Pacheco right tackle for -1 yards (tackle by Zaven Collins and Budda Baker),3.690,2.870
4,8:31,3,11,ARI 21,37,15,Patrick Mahomes pass complete short right to Jerick McKinnon for 18 yards (tackle by Jalen Thompson),2.870,6.510
4,7:43,1,3,ARI 3,43,15,"Isiah Pacheco right tackle for 3 yards, touchdown",6.510,7.000
4,7:39,,,ARI 15,44,15,Harrison Butker kicks extra point good,0.000,0.000
4,7:39,,,KAN 35,44,15,"Justin Reid kicks off 57 yards, returned by Eno Benjamin for 44 yards (tackle by Jaylen Watson and Justin Reid)",0.000,2.390
4,7:30,1,10,KAN 48,44,15,Eno Benjamin left tackle for 7 yards (tackle by George Karlaftis),2.390,2.790
4,6:58,2,3,KAN 41,44,15,Kyler Murray pass complete short middle to A.J. Green for 8 yards (tackle by Khalen Saunders),2.790,3.380
4,6:25,1,10,KAN 33,44,15,Kyler Murray pass complete short right to Eno Benjamin for 22 yards (tackle by Deon Bush),3.380,4.840
4,5:52,1,10,KAN 11,44,15,Kyler Murray pass incomplete short left intended for Marquise Brown,4.840,4.140
4,5:49,2,10,KAN 11,44,15,James Conner up the middle for 5 yards (tackle by Carlos Dunlap),4.140,4.210
4,5:15,3,5,KAN 6,44,21,"Kyler Murray pass complete short left to Zach Ertz for 6 yards, touchdown",4.210,7.000
4,5:11,,,KAN 2,44,21,Two Point Attempt: Kyler Murray pass incomplete intended for A.J. Green,1.000,-1.000
4,5:11,,,ARI 35,44,21,"Matt Prater kicks off 67 yards, returned by Isiah Pacheco for 22 yards (tackle by Jonathan Ward). Penalty on Darius Harris: Offensive Holding, 10 yards (accepted)",0.000,-0.380
4,5:05,1,10,KAN 10,44,21,"Chad Henne fumbles, recovered by Chad Henne at KC-10 Isiah Pacheco for no gain (tackle by Zach Allen and Cameron Thomas)",-0.380,-0.780
4,4:24,2,10,KAN 10,44,21,Isiah Pacheco up the middle for 22 yards (tackle by Jalen Thompson),-0.780,1.200
4,3:33,1,10,KAN 34,44,21,Isiah Pacheco up the middle for 2 yards (tackle by Leki Fotu),1.200,0.800
4,2:53,2,8,KAN 34,44,21,"Isiah Pacheco up the middle for -4 yards. Isiah Pacheco fumbles (forced by Rashard Lawrence), recovered by Isiah Pacheco at KC-30",0.800,-0.430
4,2:13,3,12,KAN 30,44,21,Jerick McKinnon left tackle for -2 yards (tackle by Christian Matthew and Zaven Collins),-0.430,-1.500
4,2:00,4,14,KAN 28,44,21,"Tommy Townsend punts 50 yards, returned by Greg Dortch for -1 yards (tackle by Elijah Lee and Jaylen Watson)",-1.500,-0.340
4,1:46,1,10,ARI 21,44,21,Trace McSorley up the middle for 1 yard (tackle by Darius Harris),0.340,-0.070
4,1:22,2,9,ARI 22,44,21,Trace McSorley pass incomplete short right intended for Andy Isabella,-0.070,-0.760
4,1:18,3,9,ARI 22,44,21,Trace McSorley scrambles right end for 14 yards (tackle by Deon Bush),-0.760,1.330
4,1:10,1,10,ARI 36,44,21,Trace McSorley scrambles left end for 5 yards (tackle by Carlos Dunlap),1.330,1.470
4,0:48,2,5,ARI 41,44,21,Trace McSorley pass incomplete short middle intended for Eno Benjamin,1.470,0.760
4,0:44,3,5,ARI 41,44,21,"Sean Harlow fumbles, recovered by Trace McSorley at ARI-41 Trace McSorley pass complete short left to Marquise Brown for 2 yards (tackle by Joshua Williams)",0.760,-0.520
4,0:21,4,3,ARI 43,44,21,Trace McSorley pass complete short middle to Andy Isabella for 10 yards (tackle by Chris Lammons),-0.520,2.460
4,0:03,1,10,KAN 47,44,21,Trace McSorley sacked by Tershawn Wharton for -8 yards,2.460,0.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
