Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
1,1:51,3,16,CIN 39,7,14,Carson Palmer pass complete to T.J. Houshmandzadeh for 20 yards (tackle by David Barrett),-0.100,2.850
1,1:13,1,10,NYJ 41,7,14,Rudi Johnson right end for -1 yards (tackle by Eric Barton and Josh Evans),2.850,2.170
1,0:35,2,11,NYJ 42,7,14,Carson Palmer pass incomplete intended for Kelley Washington (defended by Reggie Tongue),2.170,1.490
1,0:27,3,11,NYJ 42,7,14,Carson Palmer sacked by John Abraham for -10 yards,1.490,-0.190
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,21,CIN 48,7,14,Kyle Larson punts 49 yards,-0.190,0.380
2,14:49,1,10,NYJ 3,7,14,Curtis Martin up the middle for 11 yards (tackle by Caleb Miller),-0.380,-0.280
2,14:11,1,10,NYJ 14,7,14,"Chad Pennington pass incomplete intended for Santana Moss. Penalty on Kevin Mawae: Tripping, 7 yards (no play)",-0.280,-0.650
2,14:04,1,17,NYJ 7,7,14,Curtis Martin left guard for 4 yards (tackle by Landon Johnson and Justin Smith),-0.650,-1.000
2,13:22,2,13,NYJ 11,7,14,Chad Pennington pass complete to Santana Moss for 12 yards,-1.000,-0.320
2,12:46,3,1,NYJ 23,7,14,Curtis Martin right tackle for 4 yards (tackle by Nate Webster),-0.320,0.740
2,12:02,1,10,NYJ 27,7,14,Chad Pennington pass complete to LaMont Jordan for 5 yards (tackle by Tory James),0.740,0.870
2,11:21,2,5,NYJ 32,7,14,Curtis Martin right end for 11 yards (tackle by Kim Herring),0.870,1.800
2,10:45,,,,7,14,Timeout #1 by New York Jets,0.000,1.800
2,10:45,1,10,NYJ 43,7,14,Chad Pennington pass complete to Justin McCareins for 16 yards (tackle by Madieu Williams),1.800,2.850
2,10:03,1,10,CIN 41,7,14,Curtis Martin left end for 5 yards (tackle by Kevin Kaesviharn),2.850,2.980
2,9:17,2,5,CIN 36,7,14,Chad Pennington pass incomplete intended for Santana Moss (defended by Tory James),2.980,2.280
2,9:11,3,5,CIN 36,7,14,Chad Pennington pass incomplete intended for Justin McCareins,2.280,0.880
2,9:05,4,5,CIN 36,7,14,"Quincy Carter for -2 yards (tackle by Landon Johnson). Quincy Carter fumbles (forced by Landon Johnson), recovered by Chris Baker at CIN-38",0.880,-1.530
2,8:57,1,10,CIN 39,7,14,--,1.530,1.800
2,8:22,2,4,CIN 45,7,14,Rudi Johnson up the middle for -3 yards (tackle by Victor Hobson and James Reed),1.800,0.700
2,7:42,3,7,CIN 42,7,14,Carson Palmer pass complete to Chad Ochocinco for 9 yards (tackle by Donnie Abraham),0.700,2.320
2,6:59,1,10,NYJ 49,7,14,Peter Warrick right end for 8 yards (tackle by Donnie Abraham),2.320,2.860
2,6:35,2,2,NYJ 41,7,14,Rudi Johnson left end for 1 yard (tackle by James Reed and Sam Cowart),2.860,2.280
2,5:58,3,1,NYJ 40,7,14,Rudi Johnson right tackle for 3 yards (tackle by Sam Cowart and Reggie Tongue),2.280,3.120
2,5:23,1,10,NYJ 37,7,14,Rudi Johnson left tackle for 5 yards (tackle by Trevor Johnson and James Reed),3.120,3.250
2,4:48,2,5,NYJ 32,7,14,Kenny Watson left guard for 25 yards (tackle by David Barrett),3.250,5.600
2,4:13,1,7,NYJ 7,7,14,Carson Palmer pass incomplete intended for Peter Warrick,5.600,4.760
2,4:08,2,7,NYJ 7,7,14,Rudi Johnson up the middle for 3 yards (tackle by Sam Cowart and Donnie Abraham),4.760,4.490
2,3:26,3,4,NYJ 4,7,14,Carson Palmer pass incomplete intended for Chad Ochocinco,4.490,3.030
2,3:26,4,4,NYJ 4,10,14,Shayne Graham 22 yard field goal good,3.030,3.000
2,,,,CIN 30,10,14,"Shayne Graham kicks off 59 yards, returned by Jonathan Carter for 7 yards (tackle by Kevin Walter)",0.000,0.040
2,3:14,1,10,NYJ 18,10,14,Chad Pennington pass complete to Justin McCareins for 24 yards (tackle by Kim Herring),0.040,1.730
2,2:34,1,10,NYJ 42,10,14,Chad Pennington pass complete to Santana Moss for 3 yards (tackle by Madieu Williams),1.730,1.590
2,2:34,2,7,NYJ 45,10,14,Curtis Martin up the middle for 2 yards (tackle by Kevin Kaesviharn),1.590,1.160
2,1:55,3,5,NYJ 47,10,14,Chad Pennington pass complete to Wayne Chrebet for 7 yards (tackle by Terrell Roberts),1.160,2.520
2,1:25,1,10,CIN 46,10,14,Curtis Martin left guard for 5 yards (tackle by Justin Smith),2.520,2.650
2,1:11,2,5,CIN 41,10,14,Chad Pennington pass complete to Santana Moss for 9 yards,2.650,3.450
2,1:11,1,10,CIN 32,10,14,"Chad Pennington sacked for 0 yards. Chad Pennington fumbles, recovered by Chad Pennington at CIN-37",3.450,2.230
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,1:00,2,15,CIN 37,10,14,Curtis Martin right guard for 2 yards (tackle by Duane Clemons),2.230,1.820
2,0:39,3,13,CIN 35,10,14,Chad Pennington pass incomplete intended for Santana Moss,1.820,0.970
2,0:32,4,13,CIN 35,10,14,"Toby Gowin punts 35 yards, touchback",0.970,-0.280
2,0:25,1,10,CIN 20,10,14,Carson Palmer kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,10,14,"Toby Gowin kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,CIN 20,10,14,Rudi Johnson for 2 yards (tackle by Jason Ferguson),0.280,0.000
3,14:25,2,8,CIN 22,10,14,Rudi Johnson for no gain (tackle by Sam Cowart and Shaun Ellis),0.000,-0.690
3,13:25,3,8,CIN 22,10,14,Carson Palmer pass complete to T.J. Houshmandzadeh for 10 yards (tackle by Donnie Abraham),-0.690,1.070
3,13:05,1,10,CIN 32,10,14,Rudi Johnson for 3 yards (tackle by Eric Barton),1.070,0.930
3,12:52,2,7,CIN 35,10,14,Carson Palmer pass complete to T.J. Houshmandzadeh for 8 yards (tackle by Sam Cowart),0.930,1.800
3,12:07,1,10,CIN 43,10,20,"Rudi Johnson right guard for -1 yards (tackle by Sam Cowart). Rudi Johnson fumbles (forced by Sam Cowart), recovered by Donnie Abraham at CIN-41 and returned for 41 yards, touchdown",1.800,-7.000
3,,,,CIN 2,10,21,Doug Brien kicks extra point good,0.000,0.000
3,,,,NYJ 30,10,21,"Toby Gowin kicks off 64 yards, returned by T.J. Houshmandzadeh for 23 yards (tackle by Derek Pagel)",0.000,0.870
3,11:50,1,10,CIN 29,10,21,Rudi Johnson left tackle for 3 yards (tackle by Sam Cowart and Victor Hobson),0.870,0.730
3,11:17,2,7,CIN 32,10,21,Carson Palmer pass complete to Chad Ochocinco for 16 yards (tackle by David Barrett),0.730,2.130
3,10:41,1,10,CIN 48,10,21,Rudi Johnson right end for 16 yards (tackle by Victor Hobson and Eric Barton),2.130,3.180
3,9:59,1,10,NYJ 36,10,21,Carson Palmer pass complete to Kelley Washington for 9 yards,3.180,3.850
3,9:36,2,1,NYJ 27,10,21,Rudi Johnson up the middle for 3 yards (tackle by Victor Hobson),3.850,3.970
3,8:58,1,10,NYJ 24,10,21,Carson Palmer pass incomplete intended for Chad Ochocinco,3.970,3.430
3,8:51,2,10,NYJ 24,10,21,Rudi Johnson left tackle for 2 yards (tackle by Jonathan Vilma),3.430,3.010
3,8:13,3,8,NYJ 22,10,21,Carson Palmer for 11 yards,3.010,4.840
3,7:38,1,10,NYJ 11,10,21,Carson Palmer pass complete to Peter Warrick for 5 yards (tackle by John Abraham),4.840,5.080
3,7:11,2,5,NYJ 6,10,21,Rudi Johnson right guard for no gain (tackle by Sam Cowart and Victor Hobson),5.080,4.210
3,6:34,3,5,NYJ 6,16,21,"Carson Palmer pass complete to Kenny Watson for 6 yards, touchdown",4.210,7.000
3,6:20,,,,16,21,Timeout #1 by Cincinnati Bengals,0.000,0.000
3,,,,NYJ 2,17,21,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,17,21,"Shayne Graham kicks off 61 yards, returned by Jonathan Carter for 22 yards (tackle by Marcus Wilkins)",0.000,1.000
3,6:15,1,10,NYJ 31,17,21,Curtis Martin right end for 9 yards (tackle by Tony Williams and Landon Johnson),1.000,1.680
3,5:36,2,1,NYJ 40,17,21,Curtis Martin left guard for 9 yards (tackle by Kim Herring),1.680,2.190
3,4:59,1,10,NYJ 49,17,21,Chad Pennington pass complete to Jerald Sowell for 4 yards (tackle by Landon Johnson),2.190,2.190
3,4:22,2,6,CIN 47,17,21,Chad Pennington pass complete to Curtis Martin for 7 yards (tackle by Kim Herring),2.190,2.920
3,3:47,1,10,CIN 40,17,21,Curtis Martin right end for 11 yards (tackle by Tory James and Madieu Williams),2.920,3.640
3,3:04,1,10,CIN 29,17,21,Jerald Sowell left end for 19 yards (tackle by Tory James),3.640,4.910
3,2:29,1,10,CIN 10,17,21,Curtis Martin up the middle for 3 yards (tackle by Rogers Beckett),4.910,4.760
3,1:51,2,7,CIN 7,17,21,Chad Pennington pass complete to Curtis Martin for -3 yards (tackle by Madieu Williams),4.760,3.130
3,1:07,3,10,CIN 10,17,21,Chad Pennington pass complete to Justin McCareins for 7 yards (tackle by Madieu Williams),3.130,3.040
3,0:30,4,3,CIN 3,17,24,Doug Brien 21 yard field goal good,3.040,3.000
3,,,,NYJ 30,17,24,"Toby Gowin kicks off 69 yards, returned by T.J. Houshmandzadeh for 29 yards (tackle by Jerricho Cotchery)",0.000,0.940
3,0:19,1,10,CIN 30,17,24,"Rudi Johnson up the middle for 3 yards (tackle by Sam Cowart and Victor Hobson). Penalty on Kelley Washington: Illegal Crackback, 15 yards",0.940,-0.050
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,22,CIN 18,17,24,Carson Palmer pass complete to Reggie Kelly for 3 yards (tackle by Eric Barton),-0.050,-0.820
4,15:00,2,19,CIN 21,17,24,Carson Palmer pass incomplete intended for Rudi Johnson,-0.820,-1.480
4,14:21,3,19,CIN 21,17,24,Carson Palmer pass incomplete intended for Peter Warrick (defended by Derrick Strait),-1.480,-1.960
4,14:14,4,19,CIN 21,17,24,"Kyle Larson punts 51 yards, returned by Santana Moss for 7 yards (tackle by Kevin Walter)",-1.960,-1.270
4,14:02,1,10,NYJ 35,17,24,Chad Pennington pass incomplete intended for Anthony Becht,1.270,0.720
4,13:58,2,10,NYJ 35,17,24,Curtis Martin left end for 9 yards (tackle by Kim Herring and John Thornton),0.720,1.220
4,13:16,3,1,NYJ 44,17,24,Curtis Martin up the middle for 2 yards (tackle by Landon Johnson),1.220,1.990
4,12:37,1,10,NYJ 46,17,24,Chad Pennington pass incomplete intended for Santana Moss,1.990,1.450
4,12:31,2,10,NYJ 46,17,24,Chad Pennington pass complete to Justin McCareins for 7 yards (tackle by Kevin Hardy),1.450,1.690
4,11:51,3,3,CIN 47,17,24,Chad Pennington pass complete to Wayne Chrebet for 14 yards (tackle by Terrell Roberts),1.690,3.380
4,11:06,1,10,CIN 33,17,24,Curtis Martin right guard for 6 yards (tackle by John Thornton and Landon Johnson),3.380,3.650
4,10:24,2,4,CIN 27,17,24,Curtis Martin left guard for 3 yards (tackle by Justin Smith),3.650,3.340
4,9:42,3,1,CIN 24,17,30,"Curtis Martin left end for 24 yards, touchdown",3.340,7.000
4,,,,CIN 2,17,31,Doug Brien kicks extra point good,0.000,0.000
4,,,,NYJ 30,17,31,"Toby Gowin kicks off 65 yards, returned by T.J. Houshmandzadeh for 18 yards (tackle by Kenyatta Wright)",0.000,0.480
4,9:29,1,10,CIN 23,17,31,Carson Palmer pass complete to Peter Warrick for 8 yards (tackle by Reggie Tongue),0.480,1.010
4,9:02,2,2,CIN 31,17,31,Rudi Johnson right tackle for 1 yard (tackle by Sam Cowart),1.010,0.430
4,8:25,3,1,CIN 32,17,31,Rudi Johnson left guard for 2 yards (tackle by Sam Cowart),0.430,1.200
4,7:53,1,10,CIN 34,17,31,"Penalty on Chad Ochocinco: False Start, 5 yards (no play)",1.200,0.870
4,7:53,1,15,CIN 29,17,31,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",0.870,0.540
4,7:04,1,20,CIN 24,17,31,Carson Palmer pass complete to Peter Warrick for 23 yards (tackle by Erik Coleman),0.540,2.060
4,6:37,1,10,CIN 47,23,31,"Carson Palmer pass complete to Chad Ochocinco for 53 yards, touchdown",2.060,7.000
4,,,,NYJ 2,24,31,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,24,31,"Shayne Graham kicks off 64 yards, returned by Jonathan Carter for 29 yards (tackle by Rashad Bauman)",0.000,1.270
4,6:21,1,10,NYJ 35,24,31,Chad Pennington pass complete to Jerald Sowell for 8 yards (tackle by Kevin Hardy),1.270,1.800
4,5:50,2,2,NYJ 43,24,31,Curtis Martin right guard for 4 yards (tackle by Justin Smith),1.800,2.060
4,5:10,1,10,NYJ 47,24,31,Curtis Martin right tackle for 2 yards (tackle by Justin Smith),2.060,1.790
4,4:30,2,8,NYJ 49,24,31,Chad Pennington pass complete to Chris Baker for 4 yards (tackle by Kim Herring),1.790,1.620
4,4:03,3,4,CIN 47,24,31,Chad Pennington pass incomplete intended for Justin McCareins (defended by Madieu Williams),1.620,0.130
4,3:57,4,4,CIN 47,24,31,Toby Gowin punts 42 yards,0.130,0.380
4,3:48,1,10,CIN 5,24,31,Rudi Johnson left guard for 16 yards (tackle by Erik Coleman),-0.380,0.340
4,3:12,1,10,CIN 21,24,31,"Carson Palmer pass incomplete intended for Rudi Johnson. Penalty on Eric Steinbach: Ineligible Downfield Pass, 5 yards (no play)",0.340,-0.220
4,3:05,1,15,CIN 16,24,31,Kenny Watson right guard for 3 yards (tackle by Pete Kendall and Shaun Ellis),-0.220,-0.530
4,2:36,2,12,CIN 19,24,31,Carson Palmer pass complete to Peter Warrick for 30 yards (tackle by Erik Coleman),-0.530,2.190
4,2:00,1,10,CIN 49,24,31,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh is intercepted by Erik Coleman at NYJ-30 and returned for 4 yards (tackle by T.J. Houshmandzadeh),2.190,-1.200
4,1:51,1,10,NYJ 34,24,31,Curtis Martin left end for 15 yards (tackle by Kim Herring),1.200,2.190
4,1:42,,,,24,31,Timeout #2 by Cincinnati Bengals,0.000,2.190
4,1:42,1,10,NYJ 49,24,31,Curtis Martin left guard for 6 yards (tackle by Tory James),2.190,2.460
4,1:37,,,,24,31,Timeout #3 by Cincinnati Bengals,0.000,2.460
4,1:37,2,4,CIN 45,24,31,Curtis Martin right end for 12 yards (tackle by Kim Herring),2.460,3.380
4,0:51,1,10,CIN 33,24,31,Chad Pennington kneels for -1 yards,3.380,2.700
4,0:11,2,11,CIN 34,24,31,Chad Pennington kneels for -1 yards,2.700,1.880
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
