Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
2,14:11,3,17,SFO 35,14,0,"Donovan McNabb pass complete short middle to Greg Lewis for 13 yards (tackle by Walt Harris). Greg Lewis fumbles (forced by Walt Harris), recovered by Shawntae Spencer at SFO-21 (tackle by Greg Lewis)",1.550,-0.340
2,14:01,1,10,SFO 21,14,0,Frank Gore right end for -2 yards (tackle by Darren Howard),0.340,-0.530
2,13:20,2,12,SFO 19,14,0,Alex Smith right end for 1 yard (tackle by Darwin Walker),-0.530,-1.020
2,12:30,3,11,SFO 20,14,0,Alex Smith middle for 22 yards (tackle by Sean Considine),-1.020,1.730
2,11:40,1,10,SFO 42,14,0,Alex Smith pass complete short right to Eric Johnson for 5 yards (tackle by Roderick Hood),1.730,1.860
2,11:08,2,5,SFO 47,14,0,Alex Smith pass complete short middle to Maurice Hicks for 4 yards (tackle by Jeremiah Trotter),1.860,1.690
2,10:22,3,1,PHI 49,14,0,Frank Gore middle for 2 yards (tackle by Brian Dawkins),1.690,2.460
2,9:43,1,10,PHI 47,14,0,"Penalty on Justin Smiley: False Start, 5 yards (no play)",2.460,2.130
2,9:21,1,15,SFO 48,14,0,Alex Smith pass complete deep middle to Antonio Bryant for 20 yards (tackle by Roderick Hood),2.130,3.450
2,8:39,1,10,PHI 32,14,0,Frank Gore middle for 2 yards (tackle by Jeremiah Trotter),3.450,3.170
2,8:01,2,8,PHI 30,14,0,Alex Smith pass incomplete short right intended for Bryan Gilmore,3.170,2.480
2,7:53,3,8,PHI 30,14,0,Alex Smith pass incomplete intended for Vernon Davis,2.480,1.410
2,7:49,4,8,PHI 30,14,3,Joe Nedney 48 yard field goal good,1.410,3.000
2,,,,SFO 30,14,3,"Joe Nedney kicks off 68 yards, returned by Dexter Wynn for 26 yards (tackle by Mike Adams). Penalty on Brodrick Bunkley: Offensive Holding, 10 yards",0.000,-0.370
2,7:40,1,10,PHI 11,14,3,Donovan McNabb pass incomplete short middle intended for Reggie Brown (defended by Isaac Sopoaga),-0.370,-0.780
2,7:36,2,10,PHI 11,14,3,Donovan McNabb pass incomplete deep left intended for Greg Lewis,-0.780,-1.420
2,7:31,3,10,PHI 11,14,3,Donovan McNabb pass complete deep left to Greg Lewis for 18 yards (tackle by Sammy Davis),-1.420,0.870
2,7:04,1,10,PHI 29,20,3,"Brian Westbrook middle for 71 yards, touchdown",0.870,7.000
2,,,,SFO 2,21,3,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,21,3,"David Akers kicks off 65 yards, returned by Brandon Williams for 14 yards (tackle by Quintin Mikell)",0.000,0.150
2,6:46,1,10,SFO 19,21,3,Alex Smith pass incomplete short right intended for Antonio Bryant,0.150,-0.390
2,6:41,2,10,SFO 19,21,3,Frank Gore middle for 4 yards (tackle by Matt McCoy),-0.390,-0.550
2,5:58,3,6,SFO 23,21,3,Alex Smith pass incomplete deep right intended for Antonio Bryant,-0.550,-1.830
2,5:51,4,6,SFO 23,21,3,Andy Lee punts 37 yards,-1.830,-1.600
2,5:44,1,10,PHI 40,21,3,Donovan McNabb pass incomplete deep right intended for Reggie Brown,1.600,1.050
2,5:39,2,10,PHI 40,21,3,Donovan McNabb pass complete short middle to Correll Buckhalter for 26 yards (tackle by Manny Lawson and Derek Smith),1.050,3.310
2,4:51,1,10,SFO 34,21,3,Donovan McNabb pass incomplete short left intended for Greg Lewis,3.310,2.770
2,4:44,2,10,SFO 34,21,3,Donovan McNabb pass complete short middle to L.J. Smith for 12 yards (tackle by Mark Roman). Penalty on SFO: Defensive 12 On-field (Declined),2.770,4.110
2,4:22,1,10,SFO 22,21,3,Brian Westbrook middle for 11 yards (tackle by Jeff Ulbrich and Mike Adams),4.110,4.840
2,3:40,1,10,SFO 11,21,3,Donovan McNabb pass incomplete short right intended for Reggie Brown,4.840,4.140
2,3:35,2,10,SFO 11,21,3,Ryan Moats right end for 8 yards (tackle by Shawntae Spencer),4.140,4.890
2,2:57,3,2,SFO 3,21,3,Donovan McNabb pass incomplete short right intended for Reggie Brown. Penalty on Todd Herremans: Illegal Use of Hands (Declined),4.890,3.050
2,2:52,4,2,SFO 3,24,3,David Akers 21 yard field goal good,3.050,3.000
2,,,,PHI 30,24,3,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,2:49,1,10,SFO 20,24,3,Alex Smith pass complete short middle to Frank Gore for no gain,0.280,-0.270
2,2:40,,,,24,3,Timeout #1 by Philadelphia Eagles,0.000,-0.270
2,2:40,2,10,SFO 20,24,3,Frank Gore left end for 5 yards (tackle by Michael Lewis),-0.270,-0.300
2,2:07,3,5,SFO 25,24,3,Alex Smith pass complete short middle to Eric Johnson for 14 yards (tackle by Shawn Barber),-0.300,1.530
2,2:00,1,10,SFO 39,24,3,Alex Smith pass complete short middle to Maurice Hicks for 12 yards (tackle by Michael Lewis),1.530,2.320
2,1:34,1,10,PHI 49,24,3,Frank Gore middle for 5 yards (tackle by Shawn Barber),2.320,2.460
2,1:14,2,5,PHI 44,24,3,Alex Smith pass complete short middle to Frank Gore for 4 yards (tackle by Shawn Barber),2.460,2.280
2,1:05,,,,24,3,Timeout #1 by San Francisco 49ers,0.000,2.280
2,1:05,3,1,PHI 40,24,3,Frank Gore middle for no gain (tackle by Trent Cole and Darwin Walker),2.280,0.590
2,0:13,,,,24,3,Timeout #2 by San Francisco 49ers,0.000,0.590
2,0:13,4,1,PHI 40,24,3,Andy Lee punts 34 yards,0.590,0.380
2,0:03,1,10,PHI 6,24,3,Donovan McNabb kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,24,3,"David Akers kicks off 63 yards, returned by Brandon Williams for 29 yards (tackle by Joselio Hanson)",0.000,1.330
3,14:52,1,10,SFO 36,24,3,Frank Gore middle for 9 yards (tackle by Michael Lewis),1.330,2.010
3,14:14,2,1,SFO 45,24,3,Alex Smith pass incomplete deep right intended for Arnaz Battle,2.010,1.290
3,14:05,3,1,SFO 45,24,3,Alex Smith pass incomplete short right intended for Eric Johnson (defended by Darren Howard),1.290,-0.390
3,14:01,4,1,SFO 45,24,3,"Andy Lee punts 42 yards, fair catch by Dexter Wynn. Penalty on Ryan Moats: Personal Foul, 6 yards",-0.390,0.380
3,13:54,1,10,PHI 7,24,3,Brian Westbrook middle for 5 yards (tackle by Jeff Ulbrich and Tony Parrish),-0.380,-0.420
3,13:19,2,5,PHI 12,24,3,Donovan McNabb pass incomplete short left intended for Greg Lewis,-0.420,-0.840
3,13:13,3,5,PHI 12,24,3,Donovan McNabb pass incomplete deep right intended for L.J. Smith,-0.840,-2.490
3,13:08,4,5,PHI 12,24,3,"Dirk Johnson punts 40 yards, returned by Brandon Williams for no gain. Penalty on Dhani Jones: Illegal Block Above the , 6 yards (no play)",-2.490,-2.490
3,13:00,4,11,PHI 6,24,3,"Dirk Johnson punts 46 yards, returned by Brandon Williams for 1 yard (tackle by Dexter Wynn)",-2.490,-2.190
3,12:50,1,10,SFO 49,24,3,Alex Smith pass complete short right to Eric Johnson for 11 yards (tackle by Darren Howard),2.190,2.920
3,12:09,1,10,PHI 40,24,3,Frank Gore right end for 15 yards (tackle by Brian Dawkins),2.920,3.910
3,11:28,1,10,PHI 25,24,3,"Penalty on Frank Gore: False Start, 5 yards (no play)",3.910,3.580
3,11:06,1,15,PHI 30,24,3,"Alex Smith pass incomplete short right intended for Arnaz Battle. Penalty on Jonas Jennings: Offensive Holding (Offsetting), Penalty on Darwin Walker: Roughing the Passer (Offsetting) (no play)",3.580,3.580
3,10:57,1,15,PHI 30,24,3,"Alex Smith pass complete short left to Frank Gore for 2 yards (tackle by Sheldon Brown and Michael Lewis). Penalty on Dhani Jones: Roughing the Passer, 15 yards",3.580,4.710
3,10:30,,,,24,3,Timeout #1 by San Francisco 49ers,0.000,4.710
3,10:30,1,10,PHI 13,24,3,Frank Gore left end for 6 yards (tackle by Brian Dawkins),4.710,5.150
3,9:53,2,4,PHI 7,24,3,"Alex Smith right end for 5 yards (tackle by Michael Lewis). Penalty on Michael Robinson: Illegal Block Above the , 10 yards",5.150,4.220
3,9:21,2,9,PHI 12,24,3,Alex Smith pass complete short left to Frank Gore for 8 yards (tackle by Shawn Barber),4.220,5.010
3,8:31,3,1,PHI 4,24,3,Frank Gore right guard for 3 yards (tackle by Shawn Barber),5.010,6.970
3,7:43,1,1,PHI 1,24,3,Frank Gore left guard for no gain (tackle by Jeremiah Trotter and Brian Dawkins),6.970,5.910
3,7:00,2,1,PHI 1,24,3,Frank Gore right end for no gain (tackle by Jeremiah Trotter and Shawn Barber),5.910,5.170
3,6:18,3,1,PHI 1,30,3,"Frank Gore middle for -1 yards (tackle by Brian Dawkins). Frank Gore fumbles (forced by Brian Dawkins), recovered by Mike Patterson at PHI-2 and returned for 98 yards, touchdown",5.170,-7.000
,,,,,,,"SFO challenged the ruling, and the play was upheld.",,
3,,,,SFO 2,31,3,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,31,3,"David Akers kicks off 66 yards, returned by Brandon Williams for 20 yards (tackle by Ryan Moats)",0.000,0.540
3,5:51,1,10,SFO 24,31,3,Alex Smith pass complete deep middle to Bryan Gilmore for 75 yards (tackle by Brian Dawkins),0.540,6.970
3,4:54,1,1,PHI 1,31,3,Alex Smith middle for no gain (tackle by LaJuan Ramsey),6.970,5.910
3,4:11,2,1,PHI 1,31,3,Alex Smith pass incomplete short right intended for Michael Robinson,5.910,5.170
3,4:04,3,1,PHI 1,31,9,"Michael Robinson left guard for 1 yard, touchdown",5.170,7.000
3,,,,PHI 2,31,10,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 30,31,10,"Joe Nedney kicks off 55 yards, returned by Reno Mahe for 2 yards (tackle by Moran Norris)",0.000,-0.060
3,3:55,1,10,PHI 17,31,10,Donovan McNabb pass complete short right to Correll Buckhalter for -1 yards (tackle by Bryant Young),-0.060,-0.730
3,3:17,2,11,PHI 16,31,10,"Penalty on Matt Schobel: False Start, 5 yards (no play)",-0.730,-1.220
3,2:56,2,16,PHI 11,31,10,Correll Buckhalter right tackle for 2 yards (tackle by Shawntae Spencer and Brandon Moore),-1.220,-1.860
3,2:08,,,,31,10,Timeout #1 by Philadelphia Eagles,0.000,-1.860
3,2:08,3,14,PHI 13,31,10,Donovan McNabb sacked by Anthony Adams for -11 yards,-1.860,-2.490
3,1:56,4,25,PHI 2,31,10,"Dirk Johnson punts 46 yards, returned by Brandon Williams for 5 yards (tackle by Matt McCoy)",-2.490,-2.720
3,1:45,1,10,PHI 43,31,10,Alex Smith pass complete short right to Maurice Hicks for 15 yards (tackle by LaJuan Ramsey),2.720,3.710
3,1:05,,,,31,10,Timeout #3 by San Francisco 49ers,0.000,3.710
3,1:05,1,10,PHI 28,31,10,Michael Robinson middle for 8 yards (tackle by Michael Lewis and Quintin Mikell),3.710,4.250
3,0:30,2,2,PHI 20,31,10,Michael Robinson middle for 13 yards (tackle by Quintin Mikell),4.250,5.600
3,0:05,1,7,PHI 7,31,10,Alex Smith pass complete short right to Eric Johnson for 6 yards (tackle by Jeremiah Trotter),5.600,5.910
Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,PHI 1,31,16,"Michael Robinson middle for 1 yard, touchdown",5.910,7.000
4,,,,PHI 2,31,17,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,31,17,"Joe Nedney kicks off 72 yards, touchback",0.000,0.280
4,14:57,1,10,PHI 20,31,17,Donovan McNabb pass incomplete short left intended for Hank Baskett,0.280,-0.270
4,14:53,2,10,PHI 20,31,17,Brian Westbrook right tackle for 7 yards (tackle by Melvin Oliver and Derek Smith),-0.270,-0.030
4,14:12,3,3,PHI 27,31,17,Donovan McNabb pass complete short middle to Reggie Brown for 5 yards (tackle by Walt Harris),-0.030,1.070
4,13:27,1,10,PHI 32,31,17,Donovan McNabb pass complete short left to Matt Schobel for 60 yards (tackle by Shawntae Spencer and Sammy Davis),1.070,5.370
4,12:36,1,8,SFO 8,37,17,"Brian Westbrook right tackle for 8 yards, touchdown",5.370,7.000
4,,,,SFO 2,38,17,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,38,17,"David Akers kicks off 70 yards, returned by Brandon Williams for 22 yards (tackle by Dexter Wynn)",0.000,0.410
4,12:27,1,10,SFO 22,38,17,Alex Smith pass complete deep middle to Eric Johnson for 26 yards (tackle by Matt McCoy and Quintin Mikell),0.410,2.130
4,11:49,1,10,SFO 48,38,17,Alex Smith pass incomplete short middle intended for Antonio Bryant,2.130,1.580
4,11:44,2,10,SFO 48,38,17,"Alex Smith pass incomplete short right intended for Michael Robinson. Penalty on Eric Heitmann: Ineligible Downfield Pas, 5 yards (no play)",1.580,0.910
4,11:37,2,15,SFO 43,38,17,"Alex Smith pass complete deep right to Antonio Bryant for 49 yards (tackle by Michael Lewis). Penalty on Michael Robinson: Chop Block, 15 yards (no play)",0.910,-1.120
4,11:04,2,30,SFO 28,38,17,Alex Smith pass complete short left to Arnaz Battle for 8 yards (tackle by Sheldon Brown and Dexter Wynn),-1.120,-0.690
4,10:24,3,22,SFO 36,38,17,"Alex Smith sacked by Darren Howard for -7 yards. Alex Smith fumbles (forced by Darren Howard), recovered by Mike Patterson at SFO-29 (tackle by Kwame Harris)",-0.690,-3.640
4,10:13,1,10,SFO 29,38,17,Ryan Moats right end for 8 yards (tackle by Mike Adams),3.640,4.180
4,9:41,2,2,SFO 21,38,17,Donovan McNabb pass incomplete short right intended for Reggie Brown,4.180,3.470
4,9:37,3,2,SFO 21,38,17,Donovan McNabb pass incomplete deep left intended for Reggie Brown,3.470,2.180
4,9:31,4,2,SFO 21,38,17,David Akers 39 yard field goal no good,2.180,-0.870
4,9:27,1,10,SFO 29,38,17,Alex Smith middle for 8 yards (tackle by Jeremiah Trotter),0.870,1.410
4,8:52,2,2,SFO 37,38,17,Alex Smith pass incomplete intended for Bryan Gilmore,1.410,0.700
4,8:47,3,2,SFO 37,38,17,Alex Smith pass complete short right to Antonio Bryant for 6 yards (tackle by Joselio Hanson),0.700,1.800
4,8:18,1,10,SFO 43,38,17,Alex Smith pass incomplete short right intended for Bryan Gilmore,1.800,1.250
4,8:11,2,10,SFO 43,38,17,Alex Smith pass incomplete deep middle intended for Eric Johnson (defended by Shawn Barber),1.250,0.560
4,8:06,3,10,SFO 43,38,17,"Alex Smith sacked by Michael Lewis for -7 yards. Alex Smith fumbles (forced by Michael Lewis), recovered by Eric Johnson at SFO-36",0.560,-0.980
4,7:32,4,17,SFO 36,38,17,"Andy Lee punts 31 yards. Penalty on Marcus Hudson: Illegal Touch Kick, 5 yards",-0.980,-1.470
4,7:22,1,10,PHI 38,38,17,Correll Buckhalter right end for 3 yards (tackle by Derek Smith),1.470,1.330
4,6:44,2,7,PHI 41,38,17,Correll Buckhalter right end for 4 yards (tackle by Shawntae Spencer and Brandon Moore),1.330,1.160
4,5:58,3,3,PHI 45,38,17,Donovan McNabb sacked by Brandon Moore for -10 yards,1.160,-1.040
4,5:25,4,13,PHI 35,38,17,"Dirk Johnson punts 47 yards, returned by Brandon Williams for 6 yards (tackle by Omar Gaither)",-1.040,-0.540
4,5:14,1,10,SFO 24,38,17,Michael Robinson right end for 6 yards (tackle by Shawn Barber),0.540,0.810
4,4:35,2,4,SFO 30,38,17,Alex Smith pass complete short right to Antonio Bryant for 6 yards (tackle by Joselio Hanson and Trent Cole),0.810,1.330
4,4:26,1,10,SFO 36,38,17,Alex Smith pass complete short left to Antonio Bryant for 4 yards (tackle by Omar Gaither),1.330,1.330
4,3:59,2,6,SFO 40,38,17,Alex Smith pass complete short middle to Michael Robinson for 6 yards (tackle by Omar Gaither),1.330,1.990
4,3:34,1,10,SFO 46,38,17,"Alex Smith left end for 3 yards (tackle by Omar Gaither). Penalty on Darwin Walker: Illegal Use of Hands, 5 yards",1.990,2.520
4,3:24,1,10,PHI 46,38,17,Alex Smith pass complete short right to Michael Robinson for -3 yards (tackle by Brodrick Bunkley),2.520,1.570
4,2:52,2,13,PHI 49,38,17,Alex Smith pass complete short middle to Maurice Hicks for 11 yards (tackle by Joselio Hanson and Shawn Barber),1.570,2.350
4,2:25,3,2,PHI 38,38,17,Maurice Hicks right tackle for 3 yards (tackle by Michael Lewis),2.350,3.250
4,2:04,1,10,PHI 35,38,17,"Alex Smith spiked the ball. Penalty on PHI: Defensive 12 On-field, 5 yards (no play)",3.250,3.980
4,2:04,1,5,PHI 30,38,17,Alex Smith pass incomplete deep middle intended for Eric Johnson,3.980,3.380
4,1:59,2,5,PHI 30,38,17,Alex Smith pass complete short right to Eric Johnson for 10 yards (tackle by Omar Gaither),3.380,4.240
4,1:34,1,10,PHI 20,38,17,Alex Smith sacked by Trent Cole for -10 yards,4.240,2.340
4,1:01,2,20,PHI 30,38,17,Alex Smith pass complete short left to Arnaz Battle for 9 yards (tackle by Sheldon Brown),2.340,2.870
4,0:35,3,11,PHI 21,38,17,Alex Smith pass incomplete deep middle intended for Eric Johnson,2.870,2.060
4,0:29,4,11,PHI 21,38,17,Alex Smith pass complete short middle to Arnaz Battle for 11 yards (tackle by Shawn Barber),2.060,4.910
4,0:11,1,10,PHI 10,38,17,Alex Smith spiked the ball,4.910,4.190
4,0:10,2,10,PHI 10,38,17,"Penalty on Eric Heitmann: False Start, 5 yards (no play)",4.190,3.460
4,0:10,2,15,PHI 15,38,23,"Alex Smith pass complete short middle to Eric Johnson for 15 yards, touchdown",3.460,7.000
4,0:06,,,,38,23,Timeout #2 by Philadelphia Eagles,0.000,0.000
4,,,,PHI 2,38,24,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,38,24,Joe Nedney kicks onside 7 yards and returned for 28 yards,0.000,5.140
4,0:03,1,9,SFO 9,38,24,Donovan McNabb kneels for -1 yards,5.140,4.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
