Quarter,Time,Down,ToGo,Location,DET,SDG,Detail,EPB,EPA
2,11:54,2,7,SDG 23,14,3,Philip Rivers sacked by Ezekiel Ansah and Devin Taylor for -9 yards,0.140,-2.030
2,11:38,3,16,SDG 14,14,3,Philip Rivers for no gain. Chris Watt fumbles,-2.030,-2.470
2,11:08,4,16,SDG 14,14,3,"Mike Scifres punts 46 yards, returned by Golden Tate for 14 yards (tackle by Denzel Perryman)",-2.470,-2.520
2,10:55,1,10,SDG 46,14,3,Zach Zenner right end for 2 yards (tackle by Manti Te'o and Donald Butler),2.520,2.250
2,10:18,2,8,SDG 44,14,3,Ameer Abdullah middle for 4 yards (tackle by Donald Butler),2.250,2.080
2,9:37,3,4,SDG 40,14,3,Matthew Stafford pass complete deep middle to Lance Moore for 22 yards (tackle by Jahleel Addae),2.080,4.370
2,8:54,1,10,SDG 18,20,3,"Matthew Stafford pass complete deep middle to Eric Ebron for 18 yards, touchdown",4.370,7.000
2,8:54,,,SDG 18,21,3,Matt Prater kicks extra point good,0.000,0.000
2,8:54,,,DET 35,21,3,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,8:49,1,10,SDG 20,21,3,Branden Oliver middle for 1 yard (tackle by Phillip Hunt and Jermelle Cudjo),0.280,-0.130
2,8:15,2,9,SDG 21,21,3,"Philip Rivers pass complete deep right to Keenan Allen for 19 yards (tackle by James Ihedigbo). Penalty on James Ihedigbo: Unnecessary Roughness, 15 yards",-0.130,2.590
2,7:52,1,10,DET 45,21,3,Branden Oliver middle for 3 yards (tackle by Phillip Hunt and Josh Bynes),2.590,2.450
2,7:19,2,7,DET 42,21,3,Philip Rivers pass complete short right to Ladarius Green for 19 yards (tackle by Glover Quin),2.450,4.040
2,6:43,1,10,DET 23,21,3,Danny Woodhead middle for 7 yards (tackle by Stephen Tulloch),4.040,4.560
2,6:13,2,3,DET 16,21,3,Danny Woodhead right guard for 2 yards (tackle by Josh Bynes),4.560,4.280
2,5:37,3,1,DET 14,21,3,"Penalty on Tyrunn Walker: Encroachment, 5 yards (no play)",4.280,5.140
2,5:07,1,9,DET 9,21,9,"Danny Woodhead middle for 9 yards, touchdown",5.140,7.000
2,5:07,,,DET 9,21,10,Josh Lambo kicks extra point good,0.000,0.000
2,5:07,,,SDG 35,21,10,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
2,5:02,1,10,DET 20,21,10,"Ameer Abdullah right tackle for 5 yards (tackle by Manti Te'o and Donald Butler). Penalty on Manti Te'o: Face Mask (15 Yards), 15 yards",0.280,1.600
2,4:37,1,10,DET 40,21,10,Joique Bell left guard for no gain (tackle by Corey Liuget),1.600,1.050
2,3:56,2,10,DET 40,21,10,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew (defended by Melvin Ingram),1.050,0.370
2,3:52,3,10,DET 40,21,10,Matthew Stafford pass complete short left to Golden Tate for 6 yards (tackle by Jason Verrett),0.370,-0.320
2,3:09,4,4,DET 46,21,10,"Sam Martin punts 37 yards, fair catch by Jacoby Jones",-0.320,0.060
2,3:00,1,10,SDG 17,21,10,Melvin Gordon middle for 6 yards (tackle by Devin Taylor),-0.060,0.350
2,2:22,2,4,SDG 23,21,10,Melvin Gordon middle for no gain (tackle by Josh Wilson),0.350,-0.490
2,2:00,3,4,SDG 23,21,10,"Penalty on Jason Jones: Neutral Zone Infraction, 5 yards (no play)",-0.490,0.810
2,2:00,1,10,SDG 28,21,10,Danny Woodhead middle for 1 yard (tackle by Haloti Ngata and Jason Jones),0.810,0.400
2,1:36,2,9,SDG 29,21,10,Philip Rivers pass complete deep right to Malcom Floyd for 29 yards (tackle by Darius Slay),0.400,2.790
2,1:29,1,10,DET 42,21,10,Philip Rivers pass complete short middle to Ladarius Green for 22 yards (tackle by Josh Wilson),2.790,4.240
2,0:51,1,10,DET 20,21,10,"Penalty on Chris Watt: False Start, 5 yards (no play)",4.240,4.240
2,0:51,1,10,DET 20,21,10,Timeout #2 by Los Angeles Chargers,4.240,3.910
2,0:51,1,15,DET 25,21,10,Philip Rivers pass incomplete short left intended for Ladarius Green,3.910,3.020
2,0:44,2,15,DET 25,21,10,Philip Rivers pass complete short right to Steve Johnson for 9 yards (tackle by Glover Quin),3.020,3.520
2,0:18,3,6,DET 16,21,10,Philip Rivers pass complete short middle to Danny Woodhead for 7 yards (tackle by Tahir Whitehead),3.520,3.520
2,0:12,3,6,DET 16,21,10,Timeout #3 by Los Angeles Chargers,3.520,5.140
2,0:12,1,9,DET 9,21,10,Philip Rivers pass incomplete short right intended for Malcom Floyd is intercepted by Darius Slay at DET-0,5.140,-0.280
2,0:07,1,10,DET 20,21,10,Matthew Stafford kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DET,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,21,10,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SDG 20,21,10,Philip Rivers pass incomplete short left intended for Danny Woodhead,0.280,-0.270
3,14:57,2,10,SDG 20,21,10,Philip Rivers pass complete short left to Keenan Allen for 20 yards (tackle by Rashean Mathis),-0.270,1.600
3,14:25,1,10,SDG 40,21,10,Philip Rivers pass incomplete short left intended for Keenan Allen,1.600,1.050
3,14:20,2,10,SDG 40,21,10,Philip Rivers pass complete short left to Keenan Allen for 12 yards (tackle by Rashean Mathis),1.050,2.390
3,13:44,1,10,DET 48,21,10,Philip Rivers pass complete short right to Steve Johnson for 7 yards (tackle by Josh Wilson),2.390,2.790
3,13:19,2,3,DET 41,21,10,Melvin Gordon middle for 5 yards (tackle by Stephen Tulloch and Devin Taylor),2.790,3.180
3,12:37,1,10,DET 36,21,10,Philip Rivers pass complete short right to Melvin Gordon for 5 yards (tackle by Josh Bynes and James Ihedigbo),3.180,3.310
3,11:55,2,5,DET 31,21,10,Philip Rivers pass complete short left to Danny Woodhead for 15 yards (tackle by Glover Quin and Darius Slay),3.310,4.510
3,11:22,1,10,DET 16,21,10,Danny Woodhead middle for 2 yards (tackle by Gabe Wright),4.510,4.210
3,10:49,2,8,DET 14,21,10,Philip Rivers pass complete short left to Ladarius Green for -1 yards (tackle by Rashean Mathis and Phillip Hunt),4.210,3.220
3,10:06,3,9,DET 15,21,10,Philip Rivers pass complete short middle to Keenan Allen for 8 yards (tackle by Glover Quin),3.220,3.010
3,9:25,4,1,DET 7,21,13,Josh Lambo 25 yard field goal good,3.010,3.000
3,9:25,,,SDG 35,21,13,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
3,9:21,1,10,DET 20,21,13,Matthew Stafford pass complete short right to Ameer Abdullah for 36 yards (tackle by Jason Verrett),0.280,2.650
3,8:37,1,10,SDG 44,21,13,Matthew Stafford pass complete short left to Golden Tate for 6 yards (tackle by Eric Weddle),2.650,2.920
3,8:02,2,4,SDG 38,21,13,Matthew Stafford pass incomplete deep left intended for Golden Tate (defended by Jason Verrett),2.920,2.210
3,7:55,3,4,SDG 38,21,13,Matthew Stafford pass incomplete is intercepted by Kyle Emanuel at SDG-41,2.210,-1.660
3,7:49,1,10,SDG 41,21,13,Philip Rivers pass complete short left to Keenan Allen for 15 yards (tackle by Rashean Mathis),1.660,2.650
3,7:14,1,10,DET 44,21,13,Melvin Gordon middle for 5 yards (tackle by Josh Wilson),2.650,2.780
3,6:54,2,5,DET 39,21,13,"Melvin Gordon middle for 4 yards (tackle by Jason Jones). Melvin Gordon fumbles (forced by Jason Jones), recovered by Stephen Tulloch at DET-35 (tackle by Melvin Gordon)",2.780,-1.270
3,6:47,1,10,DET 35,21,13,Joique Bell right end for -1 yards (tackle by Manti Te'o and Melvin Ingram),1.270,0.590
3,6:10,2,11,DET 34,21,13,Matthew Stafford pass complete short left to Ameer Abdullah for -3 yards (tackle by Kyle Emanuel),0.590,-0.490
3,5:25,3,14,DET 31,21,13,Matthew Stafford pass incomplete short right intended for Golden Tate is intercepted by Patrick Robinson at DET-43 and returned for 27 yards,-0.490,-4.510
3,5:15,1,10,DET 16,21,13,Danny Woodhead middle for 3 yards (tackle by Haloti Ngata),4.510,4.390
3,4:46,2,7,DET 13,21,13,Danny Woodhead middle for 1 yard (tackle by Darryl Tapp),4.390,3.730
3,4:09,3,6,DET 12,21,19,"Philip Rivers pass complete short left to Steve Johnson for 12 yards, touchdown",3.730,7.000
3,4:09,,,DET 12,21,20,Josh Lambo kicks extra point good,0.000,0.000
3,4:09,,,SDG 35,21,20,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
3,4:03,1,10,DET 20,21,20,Matthew Stafford pass complete short left to Ameer Abdullah for 11 yards (tackle by Jahleel Addae and Patrick Robinson),0.280,1.000
3,3:28,1,10,DET 31,21,20,Ameer Abdullah middle for 6 yards (tackle by Eric Weddle),1.000,1.270
3,2:48,2,4,DET 37,21,20,Matthew Stafford pass complete short right to Golden Tate for 1 yard (tackle by Eric Weddle and Jason Verrett),1.270,0.700
3,2:08,3,3,DET 38,21,20,Ameer Abdullah right tackle for 2 yards (tackle by Cordarro Law and Manti Te'o),0.700,-0.720
3,1:14,4,1,DET 40,21,20,"Penalty on Sam Martin: Delay of Game, 4 yards (no play)",-0.720,-0.980
3,0:57,4,5,DET 36,21,20,Sam Martin punts 34 yards,-0.980,-0.940
3,0:41,1,10,SDG 30,21,20,Philip Rivers pass complete short right to Branden Oliver for 17 yards (tackle by Devin Taylor),0.940,2.060
Quarter,Time,Down,ToGo,Location,DET,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SDG 47,21,20,Melvin Gordon right tackle for 3 yards (tackle by Josh Bynes),2.060,1.920
4,14:28,2,7,,21,20,Philip Rivers pass complete short right to Danny Woodhead for -3 yards (tackle by Phillip Hunt),1.920,0.830
4,13:44,3,10,SDG 47,21,20,Philip Rivers pass complete short middle to Keenan Allen for 15 yards (tackle by Rashean Mathis),0.830,3.050
4,13:13,1,10,DET 38,21,20,Danny Woodhead right tackle for 4 yards (tackle by Jason Jones),3.050,3.050
4,12:38,2,6,DET 34,21,20,Philip Rivers pass complete short left to Ladarius Green for 21 yards (tackle by James Ihedigbo),3.050,4.710
4,11:53,1,10,DET 13,21,26,"Philip Rivers pass complete short middle to Ladarius Green for 13 yards, touchdown",4.710,7.000
4,11:53,1,10,DET 13,21,26,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",4.710,0.000
4,11:53,,,DET 13,21,26,Josh Lambo kicks extra point no good,0.000,-1.000
4,11:53,,,SDG 35,21,26,"Josh Lambo kicks off 73 yards, returned by Ameer Abdullah for 34 yards (tackle by Eric Weddle)",0.000,-0.670
4,11:43,1,10,DET 26,21,26,Matthew Stafford pass complete short left to Joique Bell for 18 yards (tackle by Melvin Ingram),0.670,1.860
4,11:08,1,10,DET 44,21,26,Ameer Abdullah middle for 11 yards (tackle by Jimmy Wilson),1.860,2.590
4,10:24,1,10,SDG 45,21,26,"Joique Bell left end for 1 yard (tackle by Eric Weddle). Penalty on Donald Butler: Illegal Use of Hands, 5 yards",2.590,2.980
4,9:54,1,10,SDG 39,21,26,Matthew Stafford pass incomplete short middle intended for Calvin Johnson (defended by Eric Weddle),2.980,2.440
4,9:49,2,10,SDG 39,21,26,"Ameer Abdullah left end for -2 yards (tackle by Patrick Robinson). Ameer Abdullah fumbles (forced by Patrick Robinson), recovered by Ameer Abdullah at SDG-41",2.440,1.490
4,9:01,3,12,SDG 41,21,26,Matthew Stafford pass incomplete short right intended for Golden Tate,1.490,0.530
4,9:00,4,12,SDG 41,21,26,"Sam Martin punts 27 yards, out of bounds",0.530,0.280
4,8:51,1,10,SDG 14,21,26,Philip Rivers pass complete short left to Keenan Allen for 7 yards (tackle by Rashean Mathis),-0.280,0.280
4,8:16,2,3,SDG 21,21,26,Philip Rivers pass complete short left to Keenan Allen for 11 yards (tackle by Glover Quin),0.280,1.070
4,7:46,1,10,SDG 32,21,26,Melvin Gordon middle for 1 yard (tackle by Josh Bynes),1.070,0.660
4,7:03,2,9,SDG 33,21,26,Philip Rivers pass complete short right to Steve Johnson for 34 yards (tackle by Darius Slay),0.660,3.380
4,6:15,1,10,DET 33,21,26,"Melvin Gordon right guard for no gain (tackle by Darryl Tapp). Penalty on Chris Watt: Offensive Holding, 10 yards (no play)",3.380,2.720
4,5:45,1,20,DET 43,21,26,Philip Rivers pass complete short middle to Keenan Allen for 2 yards (tackle by James Ihedigbo),2.720,1.760
4,5:04,2,18,DET 41,21,26,Melvin Gordon middle for -1 yards (tackle by Darryl Tapp and Tyrunn Walker),1.760,0.960
4,4:18,3,19,DET 42,21,26,Philip Rivers pass complete short middle to Keenan Allen for 20 yards (tackle by Glover Quin),0.960,0.960
4,3:29,3,19,DET 42,21,26,Timeout #1 by Los Angeles Chargers,0.960,4.110
4,3:29,1,10,DET 22,21,26,Danny Woodhead middle for 2 yards (tackle by Stephen Tulloch),4.110,4.110
4,3:24,1,10,DET 22,21,26,Timeout #1 by Detroit Lions,4.110,3.830
4,3:24,2,8,DET 20,21,26,Philip Rivers pass complete short right to Keenan Allen for 5 yards (tackle by Quandre Diggs),3.830,3.930
4,2:48,3,3,DET 15,21,26,Philip Rivers pass complete short left to Steve Johnson for 14 yards (tackle by Quandre Diggs),3.930,3.930
4,2:37,3,3,DET 15,21,26,Timeout #2 by Detroit Lions,3.930,6.970
4,2:37,1,1,DET 1,21,32,"Danny Woodhead middle for 1 yard, touchdown",6.970,7.000
4,2:37,,,DET 1,21,33,Josh Lambo kicks extra point good,0.000,0.000
4,2:37,,,SDG 35,21,33,"Josh Lambo kicks off 71 yards, returned by Ameer Abdullah for 23 yards (tackle by Jimmy Wilson)",0.000,0.060
4,2:27,1,10,DET 17,21,33,Matthew Stafford pass complete short right to Eric Ebron for 14 yards (tackle by Eric Weddle),-0.060,1.000
4,2:07,1,10,DET 31,21,33,Matthew Stafford pass complete short right to Eric Ebron for 7 yards (tackle by Jimmy Wilson),1.000,1.410
4,2:00,2,3,DET 38,21,33,Matthew Stafford pass complete short left to Calvin Johnson for 11 yards (tackle by Patrick Robinson and Melvin Ingram),1.410,2.190
4,1:40,1,10,DET 49,21,33,Matthew Stafford pass complete short left to Theo Riddick for 16 yards (tackle by Eric Weddle),2.190,3.250
4,1:23,1,10,SDG 35,21,33,Matthew Stafford pass complete short middle to Eric Ebron for 14 yards (tackle by Jimmy Wilson),3.250,3.250
4,1:17,1,10,SDG 35,21,33,Timeout #3 by Detroit Lions,3.250,4.170
4,1:17,1,10,SDG 21,21,33,Matthew Stafford pass incomplete deep middle intended for Golden Tate (defended by Eric Weddle),4.170,3.630
4,1:09,2,10,SDG 21,27,33,"Matthew Stafford pass complete short middle to Theo Riddick for 21 yards, touchdown",3.630,7.000
4,1:09,,,SDG 21,28,33,Matt Prater kicks extra point good,0.000,0.000
4,1:09,,,DET 35,28,33,Sam Martin kicks onside 12 yards,0.000,-2.460
4,1:03,1,10,DET 47,28,33,Philip Rivers kneels for -1 yards,2.460,1.780
4,0:33,2,11,DET 48,28,33,Philip Rivers kneels for -1 yards,1.780,0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
