Quarter,Time,Down,ToGo,Location,ATL,JAX,Detail,EPB,EPA
2,8:38,1,10,JAX 30,0,3,Joey Harrington pass incomplete short right intended for Joe Horn,3.580,3.030
2,8:30,2,10,JAX 30,0,3,Warrick Dunn up the middle for 5 yards (tackle by Mike Peterson),3.030,3.010
2,7:53,3,5,JAX 25,0,3,Joey Harrington pass incomplete deep right intended for Roddy White,3.010,1.850
2,7:48,4,5,JAX 25,0,3,Matt Prater 43 yard field goal no good,1.850,-1.140
2,7:44,1,10,JAX 33,0,3,Fred Taylor up the middle for 8 yards (tackle by Jimmy F. Williams),1.140,1.670
2,7:14,2,2,JAX 41,0,3,Fred Taylor left end for 4 yards (tackle by Michael Boley),1.670,1.930
2,6:39,1,10,JAX 45,0,3,Fred Taylor up the middle for 5 yards (tackle by Michael Boley),1.930,2.060
2,5:59,2,5,,0,3,Fred Taylor up the middle for no gain (tackle by Stephen Nicholas),2.060,1.360
2,5:22,3,5,,0,3,"David Garrard sacked by Jonathan Babineaux for -5 yards. David Garrard fumbles (forced by Jonathan Babineaux), recovered by Dennis Norman at JAX-45",1.360,-0.390
2,4:42,4,10,JAX 45,0,3,Adam Podlesh punts 28 yards,-0.390,-0.740
2,4:26,1,10,ATL 27,0,3,Joey Harrington pass incomplete short middle intended for Jerious Norwood,0.740,0.200
2,4:26,2,10,ATL 27,0,3,Joey Harrington pass incomplete short middle intended for Roddy White,0.200,-0.490
2,4:22,3,10,ATL 27,0,3,Joey Harrington pass complete deep right to Joe Horn for 26 yards (tackle by Sammy Knight),-0.490,2.460
2,3:53,1,10,JAX 47,0,3,Jerious Norwood left end for 8 yards (tackle by Mike Peterson and Daryl Smith),2.460,2.990
2,3:16,2,2,JAX 39,0,3,Joey Harrington sacked by Mike Peterson for -2 yards,2.990,2.010
2,2:55,3,4,JAX 41,0,3,Joey Harrington pass complete short middle to Alge Crumpler for 13 yards (tackle by Brian Williams),2.010,3.710
2,2:28,1,10,JAX 28,0,3,"Jerious Norwood right end for 3 yards (tackle by Sammy Knight). Penalty on Michael Jenkins: Offensive Holding, 9 yards (no play)",3.710,3.120
2,2:10,1,19,JAX 37,0,3,Joey Harrington pass complete short right to Roddy White for 11 yards (tackle by Rashean Mathis),3.120,3.440
2,2:00,2,8,JAX 26,0,3,Jerious Norwood up the middle for no gain (tackle by Daryl Smith),3.440,2.740
2,1:27,3,8,JAX 26,0,3,Joey Harrington pass complete short middle to Jerious Norwood for 13 yards (tackle by Sammy Knight),2.740,4.710
2,1:17,,,,0,3,Timeout #1 by Atlanta Falcons,0.000,4.710
2,1:17,1,10,JAX 13,0,3,Joey Harrington pass incomplete short middle intended for Joe Horn,4.710,4.050
2,1:13,2,10,JAX 13,0,3,"Joey Harrington pass complete short middle to Joe Horn for 5 yards (tackle by Brian Williams). Penalty on Bobby McCray: Defensive Offside, 5 yards (no play)",4.050,4.960
2,1:07,2,5,JAX 8,0,3,Warrick Dunn up the middle for 4 yards (tackle by Marcus Stroud),4.960,5.010
2,1:03,,,,0,3,Timeout #2 by Atlanta Falcons,0.000,5.010
2,1:03,3,1,JAX 4,6,3,"Warrick Dunn up the middle for 4 yards, touchdown",5.010,7.000
2,,,,JAX 2,7,3,Matt Prater kicks extra point good,0.000,0.000
2,,,,ATL 30,7,3,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
2,0:57,1,10,JAX 20,7,3,Maurice Jones-Drew up the middle for 9 yards (tackle by Jimmy F. Williams),0.280,0.950
2,0:36,2,1,JAX 29,7,3,David Garrard pass incomplete short right intended for Ernest Wilford,0.950,0.230
2,0:32,3,1,JAX 29,7,3,Maurice Jones-Drew up the middle for -1 yards (tackle by John Abraham),0.230,-1.500
2,0:27,,,,7,3,Timeout #3 by Atlanta Falcons,0.000,-1.500
2,0:27,4,2,JAX 28,7,3,Adam Podlesh punts 26 yards,-1.500,-1.990
2,0:18,1,10,ATL 46,7,3,"Joey Harrington pass complete short right to Jerious Norwood for 5 yards (tackle by Daryl Smith). Penalty on Michael Jenkins: Illegal Formation, 5 yards (no play)",1.990,1.660
2,0:10,1,15,ATL 41,7,3,Joey Harrington kneels for -1 yards,1.660,0.640
Quarter,Time,Down,ToGo,Location,ATL,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,7,3,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,JAX 20,7,3,David Garrard pass complete short left to Matt Jones for 9 yards (tackle by Lewis Sanders),0.280,0.950
3,14:29,2,1,JAX 29,7,3,David Garrard pass complete short left to Dennis Northcutt for 4 yards (tackle by Lewis Sanders),0.950,1.140
3,13:48,1,10,JAX 33,7,3,David Garrard pass incomplete short left intended for Dennis Northcutt,1.140,0.590
3,13:45,2,10,JAX 33,7,3,David Garrard pass complete short left to Dennis Northcutt for 18 yards (tackle by Demorrio Williams),0.590,2.320
3,13:11,1,10,ATL 49,7,3,Fred Taylor up the middle for no gain (tackle by Demorrio Williams),2.320,1.780
3,12:32,2,10,ATL 49,7,3,David Garrard pass incomplete deep right intended for Matt Jones,1.780,1.090
3,12:24,3,10,ATL 49,7,3,David Garrard right end for 11 yards (tackle by DeAngelo Hall),1.090,3.050
3,11:39,1,10,ATL 38,7,3,Fred Taylor up the middle for -2 yards (tackle by Michael Boley),3.050,2.240
3,10:58,2,12,ATL 40,7,3,"David Garrard pass complete short right to Maurice Jones-Drew for 3 yards (tackle by DeAngelo Hall). Penalty on Dennis Norman: Offensive Holding, 10 yards (no play)",2.240,0.890
3,10:31,2,22,,7,3,David Garrard pass incomplete deep left intended for Matt Jones (defended by Keith Brooking),0.890,0.230
3,10:31,3,22,,7,3,David Garrard pass complete short middle to Matt Jones for 16 yards (tackle by Keith Brooking),0.230,1.070
3,9:40,4,6,ATL 34,7,3,David Garrard pass incomplete deep left intended for Maurice Jones-Drew (defended by John Abraham),1.070,-1.200
3,9:36,1,10,ATL 34,7,3,Jerious Norwood left end for 8 yards (tackle by Sammy Knight),1.200,1.740
3,9:01,2,2,ATL 42,7,3,Warrick Dunn up the middle for 1 yard (tackle by Justin Durant),1.740,1.160
3,8:31,3,1,ATL 43,7,3,Joey Harrington pass complete short right to Michael Jenkins for 15 yards (tackle by Rashean Mathis),1.160,2.790
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
3,8:03,1,10,JAX 42,7,3,Warrick Dunn up the middle for 5 yards (tackle by Marcus Stroud),2.790,2.920
3,7:24,2,5,JAX 37,7,3,"Joey Harrington pass incomplete deep left intended for Roddy White. Penalty on Brian Williams: Defensive Pass Interference, 15 yards (no play)",2.920,4.110
3,7:19,1,10,JAX 22,7,3,Joey Harrington pass complete short middle to Warrick Dunn for 4 yards (tackle by Mike Peterson),4.110,4.130
3,6:40,2,6,JAX 18,7,3,Warrick Dunn left end for 8 yards (tackle by Sammy Knight),4.130,4.910
3,6:11,1,10,JAX 10,7,3,Warrick Dunn up the middle for 4 yards (tackle by John Henderson),4.910,4.950
3,5:30,2,6,JAX 6,7,3,Warrick Dunn left end for 1 yard (tackle by Daryl Smith),4.950,4.260
3,4:48,3,5,JAX 5,7,3,Joey Harrington sacked by Marcus Stroud for -2 yards,4.260,2.970
3,4:13,4,7,JAX 7,7,3,Matt Prater 26 yard field goal no good,2.970,-0.280
3,4:08,1,10,JAX 20,7,3,Maurice Jones-Drew left end for 5 yards (tackle by Demorrio Williams),0.280,0.410
3,3:32,2,5,JAX 25,7,3,Maurice Jones-Drew right end for no gain (tackle by Michael Boley),0.410,-0.300
3,2:53,3,5,JAX 25,7,3,David Garrard pass complete short left to Ernest Wilford for 33 yards (tackle by Antoine Harris),-0.300,2.790
3,2:23,1,10,ATL 42,7,3,David Garrard pass complete short left to Maurice Jones-Drew for 10 yards (tackle by Keith Brooking),2.790,3.450
3,1:40,1,10,ATL 32,7,3,David Garrard pass complete deep middle to Dennis Northcutt for 22 yards (tackle by Lewis Sanders),3.450,4.910
3,0:48,1,10,ATL 10,7,3,"Penalty on David Garrard: Delay of Game, 5 yards (no play)",4.910,4.370
3,0:24,1,15,ATL 15,7,3,David Garrard sacked by Grady Jackson for -5 yards,4.370,3.000
Quarter,Time,Down,ToGo,Location,ATL,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,20,ATL 20,7,3,David Garrard right end for 6 yards (tackle by Keith Brooking),3.000,3.000
4,14:16,3,14,ATL 14,7,9,"David Garrard pass complete short middle to Reggie Williams for 14 yards, touchdown",3.000,7.000
4,,,,ATL 2,7,10,John Carney kicks extra point good,0.000,0.000
4,,,,JAX 30,7,10,"John Carney kicks off 70 yards, touchback",0.000,0.280
4,14:10,1,10,ATL 20,7,10,Jerious Norwood up the middle for 5 yards (tackle by Sammy Knight),0.280,0.410
4,13:34,2,5,ATL 25,7,10,Joey Harrington pass complete short left to Joe Horn for 8 yards (tackle by Brian Williams),0.410,1.140
4,12:53,1,10,ATL 33,7,10,Joey Harrington sacked by Paul Spicer for -4 yards,1.140,0.050
4,12:19,2,14,ATL 29,7,10,Joey Harrington pass incomplete short right intended for Jerious Norwood,0.050,-0.620
4,12:14,3,14,ATL 29,7,10,Joey Harrington sacked by Brent Hawkins and Marcus Stroud for -8 yards,-0.620,-1.960
4,12:00,4,22,ATL 21,7,10,"Michael Koenen punts 47 yards, returned by Dennis Northcutt for 10 yards (tackle by Michael Boley)",-1.960,-1.730
4,11:42,1,10,JAX 42,7,10,Fred Taylor up the middle for -2 yards (tackle by Grady Jackson),1.730,0.920
4,11:08,2,12,JAX 40,7,10,David Garrard pass incomplete short right intended for Reggie Williams (defended by Michael Boley),0.920,0.230
4,11:01,3,12,JAX 40,7,10,David Garrard pass complete short middle to Matt Jones for 11 yards (tackle by Antoine Harris),0.230,0.000
4,10:17,,,,7,10,Timeout #2 by Jacksonville Jaguars,0.000,0.000
4,10:17,4,1,ATL 49,7,10,Maurice Jones-Drew up the middle for 6 yards (tackle by Lawyer Milloy),0.000,2.720
4,9:34,1,10,ATL 43,7,10,Greg Jones up the middle for 4 yards (tackle by Keith Brooking),2.720,2.720
4,9:01,2,6,ATL 39,7,10,Fred Taylor up the middle for -3 yards (tackle by Jonathan Babineaux),2.720,1.620
4,8:21,3,9,ATL 42,7,10,David Garrard pass complete short right to Fred Taylor for 11 yards (tackle by Keith Brooking),1.620,3.510
4,7:50,1,10,ATL 31,7,10,Fred Taylor up the middle for no gain (tackle by Lawyer Milloy),3.510,2.970
4,7:08,2,10,ATL 31,7,10,"Penalty on Reggie Williams: False Start, 5 yards (no play)",2.970,2.290
4,6:45,2,15,ATL 36,7,10,David Garrard pass complete deep left to Dennis Northcutt for 21 yards (tackle by Lewis Sanders),2.290,4.580
4,5:58,1,10,ATL 15,7,10,Maurice Jones-Drew up the middle for 4 yards (tackle by Trey Lewis),4.580,4.640
4,5:13,2,6,ATL 11,7,10,Maurice Jones-Drew right end for 1 yard (tackle by Jamaal Anderson),4.640,4.000
4,4:28,3,5,ATL 10,7,10,Greg Jones up the middle for 2 yards (tackle by Michael Boley),4.000,2.980
4,3:41,4,3,ATL 8,7,13,John Carney 27 yard field goal good,2.980,3.000
4,,,,JAX 30,7,13,"John Carney kicks off 70 yards, returned by Jerious Norwood for 28 yards (tackle by Montell Owens)",0.000,0.810
4,3:33,1,10,ATL 28,7,13,"Joey Harrington pass incomplete deep right intended for Alge Crumpler (defended by Sammy Knight). Penalty on Bobby McCray: Defensive Offside, 5 yards (no play)",0.810,1.540
4,3:26,1,5,ATL 33,7,13,Joey Harrington pass incomplete short right intended for Warrick Dunn (defended by Mike Peterson),1.540,0.940
4,3:22,2,5,ATL 33,7,13,Warrick Dunn up the middle for 2 yards (tackle by Mike Peterson),0.940,0.500
4,2:37,3,3,ATL 35,7,13,"Joey Harrington for 6 yards (tackle by Rashean Mathis). Penalty on Renardo Foster: Offensive Holding, 10 yards (no play)",0.500,-0.820
4,2:29,3,13,ATL 25,7,13,Joey Harrington sacked by Brent Hawkins for -3 yards,-0.820,-1.900
4,1:54,4,16,ATL 22,7,13,"Michael Koenen punts 42 yards, fair catch by Dennis Northcutt",-1.900,-1.330
4,1:54,1,10,JAX 36,7,13,Fred Taylor up the middle for no gain (tackle by Chauncey Davis),1.330,0.790
4,1:50,,,,7,13,Timeout #1 by Atlanta Falcons,0.000,0.790
4,1:48,2,10,JAX 36,7,13,Fred Taylor right end for 10 yards (tackle by Jimmy F. Williams),0.790,1.990
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,1:40,,,,7,13,Timeout #2 by Atlanta Falcons,0.000,1.990
4,1:40,1,10,JAX 46,7,13,Maurice Jones-Drew up the middle for 2 yards (tackle by Michael Boley),1.990,1.720
4,1:35,,,,7,13,Timeout #3 by Atlanta Falcons,0.000,1.720
4,1:35,2,8,JAX 48,7,13,Maurice Jones-Drew right end for 2 yards (tackle by Lawyer Milloy),1.720,1.290
4,0:49,,,,7,13,Timeout #3 by Jacksonville Jaguars,0.000,1.290
4,0:49,3,6,,7,13,David Garrard left end for -1 yards (tackle by DeAngelo Hall),1.290,-0.130
4,0:49,4,7,JAX 49,7,13,"Penalty on David Garrard: Delay of Game, 5 yards (no play)",-0.130,-0.460
4,0:02,4,12,JAX 44,7,13,David Garrard kneels for -1 yards,-0.460,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
