Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
2,2:48,2,9,TEN 9,7,3,Daunte Culpepper sacked by Albert Haynesworth for -8 yards,4.380,2.740
2,2:00,3,17,TEN 17,7,3,Daunte Culpepper pass complete short right to Darian Barnes for 5 yards (tackle by Lamont Thompson),2.740,2.630
2,1:09,,,,7,3,Timeout #1 by Miami Dolphins,0.000,2.630
2,1:09,4,12,TEN 12,7,3,Olindo Mare 30 yard field goal no good,2.630,-0.280
2,1:05,1,10,TEN 20,7,3,Kerry Collins pass complete short left to Travis Henry for 8 yards,0.280,0.810
2,0:59,2,2,TEN 28,7,3,Kerry Collins pass complete short middle to Ben Troupe for 9 yards (tackle by Zach Thomas),0.810,1.400
2,0:41,1,10,TEN 37,7,3,Kerry Collins pass incomplete short left intended for Ben Troupe (defended by Zach Thomas),1.400,0.860
2,0:36,2,10,TEN 37,7,3,Kerry Collins pass complete short left to Bobby Wade for 7 yards,0.860,1.090
2,0:30,3,3,TEN 44,7,3,"Kerry Collins pass incomplete deep left intended for Roydell Williams. Penalty on Vonnie Holliday: Defensive Offside, 5 yards (no play)",1.090,2.190
2,0:25,1,10,TEN 49,7,3,Kerry Collins pass complete short left to Drew Bennett for 6 yards,2.190,2.460
2,0:20,2,4,MIA 45,7,3,Kerry Collins pass complete short right to Travis Henry for 2 yards (tackle by Zach Thomas),2.460,2.010
2,0:13,,,,7,3,Timeout #2 by Tennessee Titans,0.000,2.010
2,0:13,3,2,MIA 43,7,3,Kerry Collins pass complete short right to Bobby Wade for 10 yards (tackle by Zach Thomas),2.010,3.380
2,0:06,,,,7,3,Timeout #3 by Tennessee Titans,0.000,0.000
2,0:06,,,,7,3,Timeout #2 by Miami Dolphins,0.000,3.380
2,0:06,1,10,MIA 33,7,3,Rob Bironas 51 yard field goal no good,3.380,-1.660
2,0:01,1,10,MIA 41,7,3,Daunte Culpepper pass incomplete deep right intended for Chris Chambers,1.660,1.120
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,7,3,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,7,3,Daunte Culpepper pass complete short left to Wes Welker for 9 yards (tackle by David Thornton),0.280,0.950
3,14:30,2,1,MIA 29,7,3,Ronnie Brown middle for 6 yards (tackle by David Thornton),0.950,1.270
3,14:03,1,10,MIA 35,7,3,Chris Chambers left end for 39 yards (tackle by Adam Jones),1.270,3.840
3,13:15,1,10,TEN 26,7,3,Ronnie Brown middle for 1 yard (tackle by Jesse Mahelona),3.840,3.430
3,12:41,2,9,TEN 25,7,3,Daunte Culpepper pass incomplete deep right intended for Randy McMichael,3.430,2.740
3,12:34,3,9,TEN 25,7,3,Daunte Culpepper pass complete short middle to Wes Welker for 11 yards (tackle by Lamont Thompson),2.740,4.650
3,11:54,1,10,TEN 14,7,3,Ronnie Brown middle for no gain (tackle by Travis LaBoy),4.650,4.000
3,11:11,2,10,TEN 14,7,3,Ronnie Brown middle for 7 yards (tackle by Chris Hope and Keith Bulluck),4.000,4.500
3,10:29,3,3,TEN 7,7,3,Daunte Culpepper pass complete short middle to Chris Chambers for 6 yards (tackle by Chris Hope),4.500,6.970
3,10:08,1,1,TEN 1,7,3,Ronnie Brown left guard for no gain (tackle by Stephen Tulloch and Keith Bulluck),6.970,5.910
3,9:33,2,1,TEN 1,7,3,"Penalty on Jason Taylor: False Start, 4 yards (no play)",5.910,5.150
3,9:05,2,5,TEN 5,7,9,"Daunte Culpepper right guard for 5 yards, touchdown",5.150,7.000
3,,,,TEN 2,7,10,Olindo Mare kicks extra point good,0.000,0.000
3,,,,MIA 30,7,10,"Olindo Mare kicks off 54 yards, returned by Casey Cramer for 21 yards (tackle by Andre' Goodman)",0.000,1.400
3,8:51,1,10,TEN 37,7,10,Travis Henry left end for 5 yards (tackle by Renaldo Hill and Travis Daniels),1.400,1.530
3,8:18,2,5,TEN 42,7,10,Travis Henry left tackle for 3 yards (tackle by Zach Thomas and Channing Crowder),1.530,1.220
3,7:43,3,2,TEN 45,7,10,Kerry Collins sacked by Keith Traylor for -7 yards,1.220,-0.850
3,7:17,4,9,TEN 38,7,10,"Craig Hentrich punts 41 yards, returned by Wes Welker for -1 yards (tackle by Calvin Lowry). Wes Welker fumbles, recovered by Cortland Finnegan at MIA-13. Penalty on Keith Adams: Offensive Holding (Declined)",-0.850,4.710
3,7:06,1,10,MIA 13,7,10,Travis Henry right end for 5 yards (tackle by Channing Crowder),4.710,4.960
3,6:34,2,5,MIA 8,7,10,"Penalty on Kevin Mawae: False Start, 5 yards (no play)",4.960,4.050
3,6:10,2,10,MIA 13,7,10,Travis Henry middle for 4 yards (tackle by Zach Thomas),4.050,3.880
3,5:29,3,6,MIA 9,7,10,Kerry Collins pass complete short middle to Bo Scaife for 5 yards (tackle by Donnie Spragan),3.880,3.040
3,4:45,4,1,MIA 4,10,10,Rob Bironas 22 yard field goal good,3.040,3.000
3,,,,TEN 30,10,10,"Rob Bironas kicks off 60 yards, returned by Wes Welker for 23 yards (tackle by Quinton Ganther)",0.000,1.140
3,4:37,1,10,MIA 33,10,10,Daunte Culpepper pass incomplete deep middle intended for Randy McMichael,1.140,0.590
3,4:31,2,10,MIA 33,10,10,Daunte Culpepper pass complete short right to Randy McMichael for 5 yards,0.590,0.560
3,4:13,3,5,MIA 38,10,10,Daunte Culpepper sacked by Kyle Vanden Bosch for -8 yards,0.560,-1.370
3,3:50,4,13,MIA 30,10,10,"Donnie Jones punts 55 yards, returned by Adam Jones for no gain. Penalty on Calvin Lowry: Offensive Holding, 7 yards, Penalty on Stephen Tulloch: Illegal Block Above the (Declined)",-1.370,0.380
3,3:35,1,10,TEN 8,10,10,Kerry Collins pass incomplete deep right intended for Ben Troupe,-0.380,-0.780
3,3:29,2,10,TEN 8,10,10,LenDale White right end for 2 yards (tackle by Zach Thomas and Matt Roth),-0.780,-1.190
3,2:49,3,8,TEN 10,10,10,Kerry Collins pass complete short middle to David Givens for 20 yards (tackle by Yeremiah Bell),-1.190,0.940
3,2:14,1,10,TEN 30,10,10,Kerry Collins pass complete short right to LenDale White for 2 yards (tackle by Zach Thomas),0.940,0.660
3,1:36,2,8,TEN 32,10,10,Kerry Collins pass incomplete deep left intended for Drew Bennett,0.660,-0.030
3,1:30,3,8,TEN 32,10,10,"Penalty on Benji Olson: False Start, 5 yards (no play)",-0.030,-0.690
3,1:30,3,13,TEN 27,10,10,Kerry Collins pass incomplete deep left intended for Roydell Williams,-0.690,-1.570
3,1:24,4,13,TEN 27,10,10,Craig Hentrich punts 62 yards,-1.570,0.370
3,1:15,1,10,MIA 11,10,10,Ronnie Brown right end for 5 yards (tackle by Lamont Thompson),-0.370,-0.300
3,0:47,2,5,MIA 16,10,10,Ronnie Brown right guard for 1 yard (tackle by Randy Starks),-0.300,-0.720
3,0:05,3,4,MIA 17,10,10,Daunte Culpepper pass complete short middle to Chris Chambers for 7 yards (tackle by Chris Hope),-0.720,0.540
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 24,10,10,Ronnie Brown right tackle for 5 yards (tackle by Peter Sirmon),0.540,0.670
4,14:13,2,5,MIA 29,10,10,Daunte Culpepper pass complete short right to Chris Chambers for 10 yards,0.670,1.530
4,13:44,1,10,MIA 39,10,10,Ronnie Brown right tackle for 6 yards (tackle by Peter Sirmon),1.530,1.800
4,13:02,2,4,MIA 45,10,10,Ronnie Brown left guard for -3 yards (tackle by Randy Starks),1.800,0.700
4,12:21,3,7,MIA 42,10,10,Daunte Culpepper pass incomplete deep right intended for Marty Booker,0.700,-0.590
4,12:08,4,7,MIA 42,10,10,"Donnie Jones punts 58 yards, touchback",-0.590,-0.280
4,12:03,1,10,TEN 20,10,10,Travis Henry right end for -5 yards (tackle by Channing Crowder),0.280,-1.070
4,11:35,2,15,TEN 15,10,10,Travis Henry right end for -4 yards (tackle by Andre' Goodman),-1.070,-2.470
4,10:57,3,19,TEN 11,10,10,Kerry Collins pass complete deep middle to Drew Bennett for 16 yards (tackle by Renaldo Hill),-2.470,-1.570
4,10:18,4,3,TEN 27,10,10,"Craig Hentrich punts 50 yards, returned by Wes Welker for 10 yards (tackle by Calvin Lowry). Penalty on Travis Minor: Illegal Block Above the , 10 yards",-1.570,-0.480
4,10:06,1,10,MIA 23,10,10,Daunte Culpepper sacked by Jesse Mahelona for -9 yards,0.480,-1.400
4,9:34,2,19,MIA 14,10,10,Daunte Culpepper pass complete short middle to Ronnie Brown for 5 yards (tackle by Chris Hope),-1.400,-1.360
4,9:05,3,14,MIA 19,10,10,Daunte Culpepper pass complete short left to Randy McMichael for 10 yards (tackle by Reynaldo Hill),-1.360,-1.440
4,8:52,4,4,MIA 29,10,10,"Donnie Jones punts 47 yards, returned by Adam Jones for 8 yards. Penalty on Quinton Ganther: Illegal Block Above the , 10 yards",-1.440,-0.410
4,8:32,1,10,TEN 22,10,10,Kerry Collins pass incomplete short right intended for Ben Troupe,0.410,-0.130
4,8:25,2,10,TEN 22,10,10,Kerry Collins pass incomplete deep left intended for Drew Bennett,-0.130,-0.820
4,8:19,3,10,TEN 22,10,10,Kerry Collins pass incomplete deep right intended for Ben Troupe,-0.820,-1.900
4,8:13,4,10,TEN 22,10,10,"Craig Hentrich punts 49 yards, fair catch by Wes Welker",-1.900,-0.870
4,8:05,1,10,MIA 29,10,10,Ronnie Brown middle for 3 yards (tackle by Kyle Vanden Bosch),0.870,0.730
4,7:31,2,7,MIA 32,10,10,Ronnie Brown middle for 27 yards (tackle by Adam Jones),0.730,2.850
4,6:48,1,10,TEN 41,10,10,Marty Booker left end for 18 yards (tackle by Chris Hope),2.850,4.040
4,5:53,1,10,TEN 23,10,10,Ronnie Brown right tackle for no gain (tackle by Chris Hope),4.040,3.500
4,5:05,2,10,TEN 23,10,10,"Daunte Culpepper sacked by Keith Bulluck for -5 yards. Daunte Culpepper fumbles (forced by Keith Bulluck), recovered by Kendyl Jacox at TEN-27",3.500,2.280
4,4:23,3,14,TEN 27,10,10,Ronnie Brown right end for 6 yards (tackle by Randy Starks),2.280,2.060
4,3:43,4,8,TEN 21,10,13,Olindo Mare 39 yard field goal good,2.060,3.000
4,,,,MIA 30,10,13,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
4,3:39,1,10,TEN 20,10,13,Kerry Collins pass complete short middle to Drew Bennett for 11 yards (tackle by Renaldo Hill),0.280,1.000
4,3:07,1,10,TEN 31,10,13,Travis Henry left tackle for -1 yards (tackle by Keith Traylor),1.000,0.320
4,2:35,2,11,TEN 30,10,13,Kerry Collins pass complete short left to David Givens for 27 yards (tackle by Travares Tillman),0.320,2.720
4,2:00,1,10,MIA 43,10,13,Kerry Collins pass incomplete short left intended for Drew Bennett is intercepted by Travis Daniels at MIA-33 and returned for -2 yards,2.720,-1.000
4,1:54,1,10,MIA 31,10,13,Ronnie Brown left end for no gain (tackle by Peter Sirmon),1.000,0.460
4,1:48,,,,10,13,Timeout #1 by Tennessee Titans,0.000,0.460
4,1:48,2,10,MIA 31,10,13,Daunte Culpepper right end for 2 yards (tackle by David Thornton),0.460,0.040
4,1:37,,,,10,13,Timeout #2 by Tennessee Titans,0.000,0.040
4,1:37,3,8,MIA 33,10,13,Daunte Culpepper pass complete deep left to Wes Welker for 19 yards (tackle by Reynaldo Hill),0.040,2.390
4,1:32,,,,10,13,Timeout #3 by Tennessee Titans,0.000,2.390
4,1:32,1,10,TEN 48,10,13,Daunte Culpepper kneels for -1 yards,2.390,1.710
4,0:50,2,11,TEN 49,10,13,Daunte Culpepper kneels for -1 yards,1.710,0.890
4,0:12,3,12,MIA 50,10,13,Daunte Culpepper kneels for -1 yards,0.890,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
