Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
2,12:28,2,6,PHI 33,7,6,Brian Westbrook right end for 4 yards (tackle by Randall Godfrey and Phillip Daniels),0.870,0.700
2,11:48,3,2,PHI 37,7,6,Donovan McNabb up the middle for 4 yards (tackle by London Fletcher),0.700,1.660
2,11:05,1,10,PHI 41,7,6,Donovan McNabb pass complete short left to Hank Baskett for 6 yards (tackle by Leigh Torrence),1.660,1.930
2,10:45,2,4,PHI 47,7,6,Brian Westbrook left guard for 3 yards (tackle by Rocky McIntosh),1.930,1.620
2,10:05,3,1,,7,6,Brian Westbrook right end for 2 yards (tackle by Demetric Evans),1.620,2.390
2,9:23,1,10,WAS 48,7,6,Tony Hunt up the middle for 2 yards (tackle by London Fletcher),2.390,2.120
2,8:46,2,8,WAS 46,7,6,Donovan McNabb pass complete short right to Brian Westbrook for 6 yards (tackle by Randall Godfrey),2.120,2.210
2,7:57,3,2,WAS 40,7,6,Donovan McNabb pass incomplete short right intended for Brent Celek,2.210,0.590
2,7:52,4,2,WAS 40,7,6,"Saverio Rocca punts 32 yards, fair catch by Antwaan Randle El",0.590,0.380
2,7:45,1,10,WAS 8,7,6,Clinton Portis right tackle for 2 yards (tackle by Takeo Spikes),-0.380,-0.630
2,7:08,2,8,WAS 10,7,6,Clinton Portis left tackle for 5 yards (tackle by Mike Patterson),-0.630,-0.600
2,6:26,3,3,WAS 15,7,6,Jason Campbell pass complete deep left to James Thrash for 31 yards (tackle by Brian Dawkins),-0.600,1.990
2,5:52,,,,7,6,Timeout #1 by Washington Redskins,0.000,1.990
2,5:52,1,10,WAS 46,7,6,"Penalty on Todd Wade: False Start, 5 yards (no play)",1.990,1.660
2,5:52,1,15,WAS 41,7,6,Clinton Portis right tackle for 6 yards (tackle by Omar Gaither and Takeo Spikes),1.660,1.590
2,5:21,2,9,WAS 47,7,6,Jason Campbell pass complete short right to Keenan McCardell for 7 yards (tackle by Lito Sheppard),1.590,1.820
2,4:53,3,2,PHI 46,7,6,Jason Campbell pass complete short right to Antwaan Randle El for 4 yards (tackle by Lito Sheppard),1.820,2.790
2,4:25,1,10,PHI 42,7,6,Jason Campbell pass incomplete deep left intended for Brandon Lloyd,2.790,2.240
2,4:19,2,10,PHI 42,7,6,Jason Campbell pass complete deep left to James Thrash for 31 yards (tackle by Will James),2.240,4.840
2,3:49,1,10,PHI 11,7,6,Clinton Portis left end for -1 yards (tackle by Quintin Mikell),4.840,3.980
2,3:11,2,11,PHI 12,7,12,"Jason Campbell pass complete short middle to James Thrash for 12 yards, touchdown",3.980,7.000
2,,,,,7,12,"Two Point Attempt: Jason Campbell pass incomplete intended for Antwaan Randle El, conversion fails",1.000,-1.000
2,,,,WAS 30,7,12,"Shaun Suisham kicks off 59 yards, returned by J.R. Reed for 13 yards (tackle by Reed Doughty)",0.000,0.540
2,3:00,1,10,PHI 24,7,12,Donovan McNabb pass incomplete deep middle intended for Kevin Curtis,0.540,0.000
2,2:55,2,10,PHI 24,7,12,Brian Westbrook left tackle for 3 yards (tackle by Andre Carter),0.000,-0.300
2,2:18,3,7,PHI 27,7,12,Donovan McNabb pass complete short left to Brian Westbrook for 4 yards (tackle by London Fletcher),-0.300,-1.310
2,2:08,,,,7,12,Timeout #2 by Washington Redskins,0.000,-1.310
2,2:08,4,3,PHI 31,7,12,"Saverio Rocca punts 47 yards, returned by Antwaan Randle El for 6 yards (tackle by Akeem Jordan)",-1.310,-0.810
2,1:57,1,10,WAS 28,7,12,Jason Campbell pass incomplete deep middle intended for Brandon Lloyd,0.810,0.260
2,1:50,2,10,WAS 28,7,12,Clinton Portis left tackle for 7 yards (tackle by Joselio Hanson),0.260,0.500
2,1:17,3,3,WAS 35,7,12,Clinton Portis left guard for 2 yards (tackle by Brodrick Bunkley),0.500,-0.910
2,1:04,,,,7,12,Timeout #1 by Philadelphia Eagles,0.000,-0.910
2,1:04,4,1,WAS 37,7,12,"Derrick Frost punts 46 yards, returned by Reno Mahe for no gain",-0.910,0.060
2,0:56,1,10,PHI 17,7,12,Brian Westbrook up the middle for 7 yards (tackle by Pierson Prioleau),-0.060,0.480
2,0:49,,,,7,12,Timeout #2 by Philadelphia Eagles,0.000,0.480
2,0:49,2,3,PHI 24,7,12,Donovan McNabb pass complete short right to Kevin Curtis for 9 yards (tackle by Shawn Springs),0.480,1.140
2,0:43,1,10,PHI 33,7,12,Donovan McNabb right end for 9 yards (tackle by Pierson Prioleau),1.140,1.810
2,0:35,2,1,PHI 42,7,12,Donovan McNabb pass incomplete deep right intended for Kevin Curtis (defended by Shawn Springs),1.810,1.090
2,0:28,3,1,PHI 42,7,12,Brian Westbrook right tackle for 13 yards (tackle by Shawn Springs),1.090,2.590
2,0:23,,,,7,12,Timeout #3 by Philadelphia Eagles,0.000,2.590
2,0:23,1,10,WAS 45,7,12,"Penalty on Cornelius Griffin: Defensive Offside, 5 yards (no play)",2.590,3.320
2,0:23,1,5,WAS 40,7,12,Donovan McNabb pass incomplete short right intended for Reggie Brown,3.320,2.720
2,0:19,2,5,WAS 40,7,12,Donovan McNabb pass incomplete short right intended for Reggie Brown,2.720,2.010
2,0:14,3,5,WAS 40,7,12,Donovan McNabb pass complete short left to Kevin Curtis for 4 yards (tackle by Fred Smoot),2.010,0.890
2,0:10,4,1,WAS 36,7,12,David Akers 53 yard field goal no good,0.890,-1.800
2,0:05,1,10,WAS 43,7,12,Jason Campbell kneels for -2 yards,1.800,0.980
Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,7,12,"David Akers kicks off 55 yards, returned by Rock Cartwright for 26 yards (tackle by Will James)",0.000,1.660
3,14:54,1,10,WAS 41,7,12,Jason Campbell pass complete short left to Clinton Portis for 6 yards (tackle by Brian Dawkins),1.660,1.930
3,14:26,2,4,WAS 47,7,12,Clinton Portis up the middle for 12 yards (tackle by Quintin Mikell),1.930,2.850
3,13:47,1,10,PHI 41,7,12,Clinton Portis left end for 9 yards (tackle by Sheldon Brown and Joselio Hanson),2.850,3.520
3,13:04,2,1,PHI 32,7,12,Jason Campbell pass complete short right to Chris Cooley for 3 yards (tackle by Takeo Spikes),3.520,3.640
3,12:24,1,10,PHI 29,7,12,"Clinton Portis left guard for 1 yard (tackle by Brian Dawkins). Penalty on Victor Abiamiri: Neutral Zone Infraction, 5 yards (no play)",3.640,4.370
3,12:08,1,5,PHI 24,7,12,Jason Campbell pass complete short middle to Chris Cooley for 10 yards (tackle by Joselio Hanson),4.370,4.650
3,11:31,1,10,PHI 14,7,12,Jason Campbell pass complete short left to James Thrash for 7 yards (tackle by Omar Gaither),4.650,5.280
3,10:50,2,3,PHI 7,7,12,Clinton Portis left tackle for 2 yards (tackle by Trent Cole and Chris Gocong),5.280,4.960
3,10:07,3,1,PHI 5,7,12,Mike Sellers up the middle for no gain (tackle by Mike Patterson),4.960,3.030
3,9:23,,,,7,12,Timeout #1 by Washington Redskins,0.000,3.030
3,9:23,4,1,PHI 5,7,15,Shaun Suisham 23 yard field goal good,3.030,3.000
3,,,,WAS 30,7,15,"Shaun Suisham kicks off 59 yards, returned by J.R. Reed for 19 yards (tackle by Pierson Prioleau)",0.000,0.940
3,9:12,1,10,PHI 30,7,15,Brian Westbrook left end for no gain (tackle by Cornelius Griffin),0.940,0.390
3,8:37,2,10,PHI 30,7,15,Donovan McNabb sacked by Cornelius Griffin for -10 yards,0.390,-1.620
3,8:03,3,20,PHI 20,7,15,Donovan McNabb pass complete deep middle to Jason Avant for 19 yards (tackle by Sean Taylor),-1.620,-0.780
3,7:36,4,1,PHI 39,7,15,Donovan McNabb up the middle for 1 yard (tackle by London Fletcher),-0.780,1.600
3,6:56,1,10,PHI 40,7,15,Brian Westbrook left tackle for 8 yards (tackle by Rocky McIntosh and Sean Taylor),1.600,2.130
3,6:12,2,2,PHI 48,7,15,Donovan McNabb up the middle for 16 yards (tackle by London Fletcher),2.130,3.180
3,5:36,1,10,WAS 36,7,15,Brian Westbrook up the middle for 3 yards (tackle by Anthony Montgomery),3.180,3.040
3,4:59,2,7,WAS 33,7,15,Donovan McNabb pass complete short middle to Reggie Brown for 4 yards (tackle by Randall Godfrey),3.040,2.870
3,4:15,3,3,WAS 29,7,15,"Donovan McNabb pass complete short middle to L.J. Smith for 7 yards (tackle by Sean Taylor). Penalty on Sean Taylor: Face Mask (15 Yards), 11 yards",2.870,4.840
3,3:47,1,10,WAS 11,7,15,Donovan McNabb pass incomplete short middle intended for Reggie Brown (defended by Randall Godfrey),4.840,4.140
3,3:43,2,10,WAS 11,7,15,Brian Westbrook left tackle for 3 yards (tackle by Andre Carter and Cornelius Griffin),4.140,3.760
3,3:01,3,7,WAS 8,13,15,"Donovan McNabb pass complete short middle to L.J. Smith for 8 yards, touchdown",3.760,7.000
3,,,,,13,15,"Two Point Attempt: Donovan McNabb pass incomplete intended for Hank Baskett, conversion fails",1.000,-1.000
3,,,,PHI 30,13,15,"David Akers kicks off 67 yards, returned by Rock Cartwright for 29 yards (tackle by Chris Gocong)",0.000,1.070
3,2:51,1,10,WAS 32,13,15,Clinton Portis left end for 4 yards (tackle by Brodrick Bunkley),1.070,1.070
3,2:23,2,6,WAS 36,13,15,Jason Campbell pass complete short middle to Clinton Portis for 5 yards (tackle by Takeo Spikes),1.070,1.030
3,1:56,3,1,WAS 41,13,15,Clinton Portis up the middle for 6 yards (tackle by Joselio Hanson and Takeo Spikes),1.030,2.060
3,1:29,1,10,WAS 47,13,15,Jason Campbell pass complete short middle to Chris Cooley for 12 yards (tackle by Takeo Spikes),2.060,2.850
3,0:52,1,10,PHI 41,13,15,Jason Campbell pass complete short left to Chris Cooley for 6 yards (tackle by Brian Dawkins),2.850,3.120
3,0:16,2,4,PHI 35,13,15,Jason Campbell pass complete short right to Antwaan Randle El for 5 yards (tackle by Quintin Mikell),3.120,3.580
Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 30,13,15,Clinton Portis up the middle for 11 yards (tackle by Takeo Spikes),3.580,4.310
4,14:32,1,10,PHI 19,13,15,Clinton Portis left tackle for 6 yards (tackle by Mike Patterson),4.310,4.720
4,14:02,2,4,PHI 13,13,15,Clinton Portis left end for -1 yards (tackle by LaJuan Ramsey and Trent Cole),4.720,3.760
4,13:31,3,5,PHI 14,13,15,"Jason Campbell pass incomplete short middle intended for James Thrash. Penalty on Sheldon Brown: Defensive Pass Interference, 6 yards (no play)",3.760,5.370
4,13:29,1,8,PHI 8,13,15,Clinton Portis right end for 2 yards (tackle by Chris Gocong),5.370,4.950
4,12:47,2,6,PHI 6,13,15,Jason Campbell pass incomplete short right intended for Chris Cooley,4.950,4.040
4,12:41,3,6,PHI 6,13,21,"Jason Campbell pass complete short right to Keenan McCardell for 6 yards, touchdown",4.040,7.000
4,,,,PHI 2,13,22,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,13,22,"Shaun Suisham kicks off 63 yards, returned by J.R. Reed for 21 yards (tackle by Leigh Torrence)",0.000,0.810
4,12:31,1,10,PHI 28,13,22,Donovan McNabb pass complete short middle to Reggie Brown for 6 yards (tackle by Randall Godfrey),0.810,1.070
4,12:01,2,4,PHI 34,13,22,Donovan McNabb pass complete deep middle to L.J. Smith for 26 yards (tackle by Pierson Prioleau),1.070,2.920
4,11:27,1,10,WAS 40,13,22,Donovan McNabb pass incomplete deep middle intended for L.J. Smith (defended by Randall Godfrey),2.920,2.370
4,11:21,2,10,WAS 40,13,22,"Brian Westbrook up the middle for 5 yards (tackle by Pierson Prioleau and LaRon Landry). Penalty on Greg Lewis: Illegal Crackback, 15 yards",2.370,1.020
4,11:08,2,20,,13,22,"Donovan McNabb pass complete short right to Brian Westbrook for 4 yards (tackle by Shawn Springs). Penalty on Shawn Springs: Illegal Contact, 5 yards (no play)",1.020,2.590
4,10:52,1,10,WAS 45,19,22,"Donovan McNabb pass complete deep middle to Reggie Brown for 45 yards, touchdown",2.590,7.000
4,,,,WAS 2,20,22,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,20,22,"David Akers kicks off 59 yards, returned by Rock Cartwright for 23 yards (tackle by Akeem Jordan). Penalty on Lorenzo Alexander: Offensive Holding, 10 yards",0.000,0.540
4,10:29,1,10,WAS 24,20,22,Jason Campbell pass complete short middle to Antwaan Randle El for 14 yards (tackle by Brian Dawkins),0.540,1.470
4,9:55,,,,20,22,Timeout #2 by Washington Redskins,0.000,1.470
4,9:55,1,10,WAS 38,20,22,Clinton Portis left end for 10 yards (tackle by Takeo Spikes),1.470,2.130
4,9:38,1,10,WAS 48,20,22,Jason Campbell pass incomplete deep right intended for Antwaan Randle El,2.130,1.580
4,9:29,2,10,WAS 48,20,22,Jason Campbell pass complete short right to Clinton Portis for 12 yards (tackle by Lito Sheppard),1.580,2.920
4,8:55,1,10,PHI 40,20,22,Jason Campbell pass complete short right to Antwaan Randle El for 11 yards (tackle by Lito Sheppard),2.920,3.640
4,8:23,1,10,PHI 29,20,22,"Ladell Betts right tackle for 5 yards (tackle by Quintin Mikell and Brian Dawkins). Ladell Betts fumbles (forced by Quintin Mikell), recovered by Joselio Hanson at PHI-24 (tackle by Pierson Prioleau)",3.640,-0.610
,,,,,,,"WAS challenged the fumble ruling, and the play was upheld.",,
4,8:08,1,10,PHI 25,20,22,"Donovan McNabb sacked by Andre Carter for -3 yards. Donovan McNabb fumbles (forced by Andre Carter), recovered by Anthony Montgomery at PHI-24 (tackle by Jamaal Jackson)",0.610,-3.970
4,8:03,1,10,PHI 24,20,22,Clinton Portis right end for 9 yards (tackle by Quintin Mikell),3.970,4.850
4,7:20,2,1,PHI 15,20,22,Clinton Portis left tackle for 8 yards (tackle by Takeo Spikes and Lito Sheppard),4.850,5.600
4,6:39,1,7,PHI 7,20,22,Clinton Portis left end for 1 yard (tackle by Mike Patterson),5.600,4.950
4,5:55,2,6,PHI 6,20,22,Clinton Portis right tackle for 1 yard (tackle by Trent Cole and Brodrick Bunkley),4.950,4.260
4,5:12,3,5,PHI 5,20,22,"Jason Campbell pass complete short middle to Todd Yoder for 4 yards (tackle by LaJuan Ramsey). Penalty on PHI: Defensive Holding, 2 yards (no play)",4.260,6.510
4,4:43,1,3,PHI 3,20,22,Clinton Portis left tackle for 2 yards (tackle by Takeo Spikes and Darren Howard),6.510,5.910
4,4:31,,,,20,22,Timeout #1 by Philadelphia Eagles,0.000,5.910
4,4:31,2,1,PHI 1,20,22,Clinton Portis right guard for -1 yards (tackle by Darren Howard and Jevon Kearse),5.910,4.950
4,4:27,,,,20,22,Timeout #2 by Philadelphia Eagles,0.000,4.950
4,4:27,3,2,PHI 2,20,22,"Penalty on Chris Cooley: False Start, 5 yards (no play)",4.950,3.810
4,4:27,3,7,PHI 7,20,22,Clinton Portis right tackle for 4 yards (tackle by Joselio Hanson and Takeo Spikes),3.810,3.040
4,4:20,,,,20,22,Timeout #3 by Philadelphia Eagles,0.000,3.040
4,4:20,4,3,PHI 3,20,25,Shaun Suisham 21 yard field goal good,3.040,3.000
4,,,,WAS 30,20,25,"Shaun Suisham kicks off 56 yards, returned by J.R. Reed for 21 yards (tackle by Pierson Prioleau)",0.000,1.270
4,4:09,1,10,PHI 35,20,25,Brian Westbrook left end for 2 yards (tackle by Randall Godfrey),1.270,0.990
4,3:36,2,8,PHI 37,20,25,"Donovan McNabb pass complete short right to Hank Baskett for 5 yards (tackle by Shawn Springs). Penalty on WAS: Illegal Substitution, 6 yards (no play)",0.990,1.800
4,3:29,2,2,PHI 43,26,25,"Donovan McNabb pass complete short middle to Brian Westbrook for 57 yards, touchdown",1.800,7.000
4,,,,,26,25,"Two Point Attempt: Donovan McNabb pass incomplete intended for Matt Schobel, conversion fails",1.000,-1.000
4,,,,PHI 30,26,25,"David Akers kicks off 65 yards, returned by Rock Cartwright for 20 yards (tackle by Chris Gocong)",0.000,0.610
4,3:10,1,10,WAS 25,26,25,Jason Campbell pass complete short middle to Clinton Portis for -3 yards (tackle by Juqua Parker),0.610,-0.340
4,2:44,2,13,WAS 22,26,25,Jason Campbell pass incomplete deep right intended for Keenan McCardell,-0.340,-1.020
4,2:36,3,13,WAS 22,26,25,Jason Campbell pass incomplete short middle intended for Antwaan Randle El,-1.020,-1.900
4,2:33,4,13,WAS 22,26,25,"Jason Campbell sacked by Mike Patterson for -10 yards. Jason Campbell fumbles (forced by Mike Patterson), recovered by Brodrick Bunkley at WAS-10 (tackle by Todd Wade)",-1.900,-4.910
4,2:24,1,10,WAS 10,32,25,"Brian Westbrook right guard for 10 yards, touchdown",4.910,7.000
4,,,,WAS 2,33,25,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,33,25,"David Akers kicks off 63 yards, returned by Rock Cartwright for 23 yards (tackle by Akeem Jordan)",0.000,0.940
4,2:13,1,10,WAS 30,33,25,Jason Campbell pass incomplete short left intended for Clinton Portis,0.940,0.390
4,2:08,2,10,WAS 30,33,25,Jason Campbell pass complete short middle to Keenan McCardell for 15 yards (tackle by Quintin Mikell),0.390,1.930
4,2:00,1,10,WAS 45,33,25,Jason Campbell pass complete short left to Chris Cooley for 2 yards (tackle by Sheldon Brown),1.930,1.650
4,1:55,2,8,WAS 47,33,25,"Jason Campbell for no gain. Jason Campbell fumbles, recovered by Jason Campbell at WAS-WAS",1.650,0.040
4,1:32,3,15,WAS 40,33,25,Jason Campbell pass incomplete short middle intended for Todd Yoder,0.040,-0.720
4,1:29,4,15,WAS 40,33,25,Jason Campbell pass incomplete short left intended for Brandon Lloyd (defended by Brian Dawkins),-0.720,-2.920
4,1:22,1,10,WAS 40,33,25,Donovan McNabb kneels for -1 yards,2.920,2.240
4,0:40,2,11,WAS 41,33,25,Donovan McNabb kneels for -1 yards,2.240,1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
