Quarter,Time,Down,ToGo,Location,TEN,ARI,Detail,EPB,EPA
2,0:17,1,20,TEN 28,7,0,Marcus Mariota pass complete short left to Rishard Matthews for 10 yards (tackle by Tramon Williams),0.810,0.920
2,0:12,2,10,TEN 38,7,0,Marcus Mariota pass complete deep left to Corey Davis for 22 yards,0.920,2.920
2,0:06,1,10,ARI 40,7,0,Marcus Mariota pass incomplete short left intended for Eric Decker,2.920,2.370
2,0:02,2,10,ARI 40,7,0,Ryan Succop 58 yard field goal no good,2.370,2.060
Quarter,Time,Down,ToGo,Location,TEN,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,7,0,"Ryan Succop kicks off 56 yards, returned by D.J. Foster for 14 yards (tackle by Brynden Trawick)",0.000,-0.480
3,14:55,1,10,ARI 23,7,0,Kerwynn Williams right end for 2 yards (tackle by Adoree' Jackson),0.480,0.200
3,14:17,2,8,ARI 25,7,0,Blaine Gabbert pass complete short left to Jermaine Gresham for 6 yards (tackle by Jurrell Casey),0.200,0.300
3,13:37,3,2,ARI 31,7,0,Blaine Gabbert pass complete short middle to Jermaine Gresham for 21 yards (tackle by Kevin Byard). Penalty on Johnathan Cyprien: Defensive Holding (Declined),0.300,2.390
3,13:11,1,10,TEN 48,7,0,Kerwynn Williams middle for 2 yards (tackle by Johnathan Cyprien),2.390,2.120
3,12:34,2,8,TEN 46,7,0,Blaine Gabbert pass complete deep middle to Larry Fitzgerald for 23 yards (tackle by Adoree' Jackson and Jayon Brown),2.120,4.040
3,11:48,1,10,TEN 23,7,0,Blaine Gabbert sacked by Wesley Woodyard for -8 yards,4.040,0.000
3,11:04,,,,,,Timeout #1 by Arizona Cardinals,0.000,-2.420
3,11:04,2,18,TEN 31,7,0,Blaine Gabbert right end for 11 yards (tackle by Johnathan Cyprien),2.420,3.200
3,10:21,3,7,TEN 20,7,0,Blaine Gabbert sacked by Brian Orakpo for -9 yards,3.200,1.500
3,9:41,4,16,TEN 29,7,3,Phil Dawson 47 yard field goal good,1.500,3.000
3,9:36,,,ARI 35,7,3,"Phil Dawson kicks off 65 yards, returned by Adoree' Jackson for 26 yards (tackle by Scooby Wright)",0.000,-0.670
3,9:29,1,10,TEN 26,7,3,Marcus Mariota pass complete short left to DeMarco Murray for 7 yards (tackle by Budda Baker),0.670,1.070
3,8:51,2,3,TEN 33,7,3,Derrick Henry middle for 2 yards (tackle by Deone Bucannon),1.070,0.630
3,8:09,3,1,TEN 35,7,3,Derrick Henry right end for no gain (tackle by Karlos Dansby and Deone Bucannon),0.630,-1.040
3,7:35,4,1,TEN 35,7,3,Eric Weems middle for no gain (tackle by Josh Bynes and Elijhaa Penny),-1.040,-3.250
,,,,,,,"ARI challenged the first down ruling, and the original play was overturned.",,
3,7:25,1,10,TEN 35,7,3,Kerwynn Williams middle for 18 yards (tackle by Kevin Byard),3.250,4.440
3,6:52,1,10,TEN 17,7,3,"Blaine Gabbert pass incomplete short right intended for Ricky Seals-Jones. Penalty on Johnathan Cyprien: Defensive Holding, 5 yards (no play)",4.440,4.780
3,6:46,1,10,TEN 12,7,3,Kerwynn Williams right tackle for 3 yards (tackle by Johnathan Cyprien),4.780,4.640
3,6:10,2,7,TEN 9,7,3,Blaine Gabbert pass complete short right to Jaron Brown for 6 yards (tackle by Adoree' Jackson),4.640,5.060
3,5:29,3,1,TEN 3,7,3,Kerwynn Williams middle for -2 yards (tackle by Karl Klug),5.060,3.020
3,4:48,4,3,TEN 5,7,6,Phil Dawson 23 yard field goal good,3.020,3.000
3,4:44,,,ARI 35,7,6,"Phil Dawson kicks off 66 yards, returned by Adoree' Jackson for 29 yards (tackle by Justin Bethel)",0.000,-0.810
3,4:39,1,10,TEN 28,7,6,"DeMarco Murray left tackle for 1 yard (tackle by Deone Bucannon). Penalty on Xavier Williams: Defensive Offside, 5 yards (no play)",0.810,1.540
3,4:16,1,5,TEN 33,7,6,Marcus Mariota pass complete short right to Eric Decker for 29 yards (tackle by Tyrann Mathieu),1.540,3.050
3,3:31,1,10,ARI 38,7,6,Marcus Mariota pass incomplete short right intended for Delanie Walker,3.050,2.510
3,3:25,2,10,ARI 38,7,6,DeMarco Murray left tackle for 1 yard (tackle by Kareem Martin),2.510,1.950
3,2:43,3,9,ARI 37,7,6,Marcus Mariota pass complete short right to Delanie Walker for 10 yards (tackle by Justin Bethel and Haason Reddick),1.950,3.780
3,1:56,1,10,ARI 27,7,6,Marcus Mariota pass incomplete deep middle intended for Rishard Matthews is intercepted by Tramon Williams at ARI-4 and returned for 12 yards,3.780,0.140
3,1:45,1,10,ARI 16,7,6,Blaine Gabbert pass complete short right to Larry Fitzgerald for 8 yards (tackle by Logan Ryan),-0.140,0.550
3,1:13,2,2,ARI 24,7,6,Kerwynn Williams middle for 4 yards (tackle by Wesley Woodyard),0.550,0.810
3,0:31,1,10,ARI 28,7,6,Blaine Gabbert pass complete short middle to Kerwynn Williams for 15 yards (tackle by Avery Williamson),0.810,1.800
Quarter,Time,Down,ToGo,Location,TEN,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 43,7,6,Elijhaa Penny middle for 9 yards (tackle by Wesley Woodyard),1.800,2.470
4,14:23,2,1,TEN 48,7,6,Blaine Gabbert pass complete short left to Ricky Seals-Jones for 20 yards (tackle by Logan Ryan),2.470,3.710
4,13:45,1,10,TEN 28,7,6,"Kerwynn Williams right tackle for 5 yards (tackle by Erik Walden). Penalty on A.Q. Shipley: Offensive Holding, 10 yards",3.710,3.380
4,13:38,1,15,TEN 33,7,6,Blaine Gabbert pass complete short right to Jaron Brown for 9 yards (tackle by Logan Ryan),3.380,3.710
4,12:50,2,6,TEN 24,7,6,Kerwynn Williams middle for 2 yards (tackle by Jurrell Casey),3.710,3.270
4,12:13,3,4,TEN 22,7,6,Blaine Gabbert pass incomplete short middle intended for Jaron Brown (defended by Brice McCain),3.270,2.070
4,12:08,4,4,TEN 22,7,6,Phil Dawson 40 yard field goal no good,2.070,-0.940
4,12:04,1,10,TEN 30,7,6,DeMarco Murray right tackle for 4 yards (tackle by Karlos Dansby),0.940,0.930
4,11:25,2,6,TEN 34,7,6,DeMarco Murray middle for 3 yards (tackle by Karlos Dansby),0.930,0.630
4,10:42,3,3,TEN 37,7,6,Marcus Mariota pass complete short middle to Corey Davis for 2 yards (tackle by Tyrann Mathieu),0.630,-0.780
4,10:11,4,1,TEN 39,7,6,"Brett Kern punts 55 yards, returned by Patrick Peterson for 9 yards (tackle by Brynden Trawick)",-0.780,0.220
4,9:59,1,10,ARI 15,7,6,Chad Williams right end for 33 yards (tackle by Kevin Byard),-0.220,2.130
4,9:28,1,10,ARI 48,7,6,Kerwynn Williams middle for 8 yards (tackle by Logan Ryan),2.130,2.660
4,8:51,2,2,TEN 44,7,6,Kerwynn Williams left tackle for 3 yards (tackle by Logan Ryan),2.660,2.850
4,8:15,1,10,TEN 41,7,6,"Blaine Gabbert pass incomplete short left intended for Larry Fitzgerald. Penalty on Logan Ryan: Defensive Holding, 5 yards (no play)",2.850,3.180
4,8:10,1,10,TEN 36,7,6,Blaine Gabbert pass complete short right to Elijhaa Penny for 18 yards (tackle by Jayon Brown),3.180,4.370
4,7:35,1,10,TEN 18,7,6,Kerwynn Williams right tackle for 4 yards (tackle by Jayon Brown and Johnathan Cyprien),4.370,4.430
4,6:54,2,6,TEN 14,7,6,Kerwynn Williams middle for no gain (tackle by Wesley Woodyard),4.430,0.000
4,6:07,,,,,,Timeout #2 by Arizona Cardinals,0.000,-3.630
4,6:07,3,6,TEN 14,7,6,Blaine Gabbert pass incomplete short right intended for Larry Fitzgerald,3.630,2.530
4,6:03,4,6,TEN 14,7,9,Phil Dawson 32 yard field goal good,2.530,3.000
4,5:59,,,ARI 35,7,9,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
4,5:59,1,10,TEN 25,7,9,"Marcus Mariota pass incomplete short middle intended for Delanie Walker is intercepted by Josh Bynes at TEN-40 and returned for 25 yards. Penalty on Quinton Spain: Unnecessary Roughness, 8 yards",0.610,-5.600
4,5:48,1,7,TEN 7,7,9,Elijhaa Penny middle for 2 yards (tackle by Johnathan Cyprien),5.600,5.150
4,5:07,2,5,TEN 5,7,9,Blaine Gabbert sacked by Jurrell Casey for -8 yards,5.150,3.060
4,4:26,3,13,TEN 13,7,9,Blaine Gabbert pass complete short right to D.J. Foster for -4 yards (tackle by Wesley Woodyard),3.060,2.310
4,3:50,4,17,TEN 17,7,12,Phil Dawson 35 yard field goal good,2.310,3.000
4,3:45,,,ARI 35,7,12,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
4,3:45,1,10,TEN 25,7,12,Marcus Mariota pass incomplete short middle intended for Eric Decker,0.610,0.060
4,3:40,2,10,TEN 25,7,12,Marcus Mariota pass complete short right to Corey Davis for 5 yards (tackle by Patrick Peterson),0.060,0.040
4,2:59,3,5,TEN 30,7,12,Marcus Mariota pass complete short left to Delanie Walker for 7 yards (tackle by Budda Baker),0.040,1.400
4,2:29,1,10,TEN 37,7,12,Marcus Mariota pass incomplete short left intended for Rishard Matthews (defended by Tramon Williams),1.400,0.860
4,2:23,2,10,TEN 37,7,12,Marcus Mariota sacked by Haason Reddick for -8 yards. Penalty on Jack Conklin: Offensive Holding (Declined),0.860,-0.890
4,2:16,3,18,TEN 29,7,12,Marcus Mariota pass incomplete short middle intended for DeMarco Murray,-0.890,-1.440
4,2:11,4,18,TEN 29,7,12,"Brett Kern punts 56 yards, returned by Brittan Golden for 10 yards (tackle by Brynden Trawick)",-1.440,-0.610
4,2:00,1,10,ARI 25,7,12,Kerwynn Williams right tackle for no gain (tackle by Sylvester Williams),0.610,0.000
4,1:55,,,,,,Timeout #1 by Tennessee Titans,0.000,-0.060
4,1:55,2,10,ARI 25,7,12,Kerwynn Williams left tackle for 2 yards (tackle by Johnathan Cyprien),0.060,0.000
4,1:49,,,,,,Timeout #2 by Tennessee Titans,0.000,0.360
4,1:49,3,8,ARI 27,7,12,Blaine Gabbert sacked by Avery Williamson for -4 yards,-0.360,0.000
4,1:41,,,,,,Timeout #3 by Tennessee Titans,0.000,1.830
4,1:41,4,12,ARI 23,7,12,"Andy Lee punts 55 yards, returned by Adoree' Jackson for no gain",-1.830,-0.410
4,1:27,1,10,TEN 22,7,12,Marcus Mariota pass incomplete short left intended for Corey Davis,0.410,-0.130
4,1:23,2,10,TEN 22,7,12,Marcus Mariota pass incomplete deep left intended for Delanie Walker (defended by Budda Baker),-0.130,-0.820
4,1:16,3,10,TEN 22,7,12,Marcus Mariota pass incomplete short left intended for Delanie Walker (defended by Tramon Williams),-0.820,-1.900
4,1:11,4,10,TEN 22,7,12,Marcus Mariota pass incomplete short middle intended for Adoree' Jackson (defended by Tyrann Mathieu). Penalty on Jonnu Smith: Offensive Pass Interference (Declined),-1.900,-4.110
4,1:05,1,10,TEN 22,7,12,Blaine Gabbert kneels for -1 yards,4.110,3.430
4,0:33,2,11,TEN 23,7,12,Blaine Gabbert kneels for -1 yards,3.430,2.610
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
