Quarter,Time,Down,ToGo,Location,GNB,OAK,Detail,EPB,EPA
1,2:10,1,10,GNB 25,14,6,"Charlie Garner up the middle for 25 yards, touchdown",3.910,7.000
1,,,,GNB 2,14,7,Sebastian Janikowski kicks extra point good,0.000,0.000
1,,,,OAK 30,14,7,"Sebastian Janikowski kicks off 66 yards, returned by Najeh Davenport for 32 yards (tackle by Chris Hetherington)",0.000,1.330
1,1:57,1,10,GNB 36,14,7,Ahman Green right tackle for -3 yards (tackle by Chris Cooper),1.330,0.390
1,1:23,2,13,GNB 33,14,7,Ahman Green left end for 5 yards (tackle by Teyo Johnson),0.390,0.370
1,0:38,3,8,GNB 38,14,7,Brett Favre pass complete to Javon Walker for 12 yards (tackle by Phillip Buchanon),0.370,2.260
1,0:16,1,10,OAK 50,14,7,"Penalty on Marco Rivera: False Start, 5 yards (no play)",2.260,1.930
Quarter,Time,Down,ToGo,Location,GNB,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,15,GNB 45,14,7,Brett Favre pass complete to Robert Ferguson for 11 yards (tackle by Roderick Coleman),1.930,2.520
2,14:17,2,4,OAK 44,14,7,Brett Favre sacked by Tyler Brayton for -7 yards,2.520,0.890
2,13:40,3,11,GNB 49,14,7,Brett Favre pass complete to Donald Driver for 32 yards (tackle by Terrance Shaw),0.890,4.310
2,12:59,1,10,OAK 19,14,7,Ahman Green up the middle for 3 yards (tackle by Terdell Sands),4.310,4.180
2,12:24,2,7,OAK 16,14,7,Ahman Green left tackle for 3 yards (tackle by Napoleon Harris and Tyler Brayton),4.180,3.960
2,11:45,3,4,OAK 13,14,7,Brett Favre pass incomplete,3.960,2.640
2,11:38,4,4,OAK 13,17,7,Ryan Longwell 31 yard field goal good,2.640,3.000
2,,,,GNB 30,17,7,"Ryan Longwell kicks off 53 yards, returned by Doug Gabriel for 10 yards (tackle by Bhawoh Jue). Penalty on GNB: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,,,,GNB 25,17,7,"Ryan Longwell kicks off 57 yards, returned by Doug Gabriel for 16 yards (tackle by Torrance Marshall)",0.000,1.200
2,11:27,1,10,OAK 34,17,7,Rick Mirer pass complete to Charlie Garner for -2 yards (tackle by Na'il Diggs),1.200,0.390
2,10:52,2,12,OAK 32,17,7,Rick Mirer pass complete to Tim Brown for 7 yards (tackle by Darren Sharper),0.390,0.630
2,10:09,3,5,OAK 39,17,7,Rick Mirer pass incomplete intended for Alvis Whitted,0.630,-0.780
2,10:06,4,5,OAK 39,17,7,"Shane Lechler punts 53 yards, returned by Antonio Chatman for 3 yards (tackle by Chris Hetherington)",-0.780,0.370
2,9:54,1,10,GNB 11,17,7,Ahman Green left tackle for 18 yards (tackle by Anthony Dorsett),-0.370,0.870
2,9:54,1,10,GNB 29,17,7,"Penalty on Bubba Franks: False Start, 5 yards (no play)",0.870,0.540
2,8:54,1,15,GNB 24,17,7,Brett Favre pass complete to William Henderson for 1 yard (tackle by Roderick Coleman),0.540,-0.210
2,8:14,2,14,GNB 25,17,7,Ahman Green right end for 5 yards (tackle by Lorenzo Bromell and Eric Barton),-0.210,-0.230
2,7:34,3,9,GNB 30,17,7,Brett Favre pass complete to Robert Ferguson for 27 yards (tackle by Phillip Buchanon),-0.230,2.720
,,,,,,,"OAK challenged the ruling, and the play was upheld.",,
2,7:15,1,10,OAK 43,23,7,"Brett Favre pass complete to Javon Walker for 43 yards, touchdown",2.720,7.000
2,,,,OAK 2,24,7,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,24,7,"Ryan Longwell kicks off 53 yards, returned by Doug Gabriel for 17 yards (tackle by Bhawoh Jue)",0.000,1.200
2,7:01,1,10,OAK 34,24,7,Tyrone Wheatley right guard for 4 yards (tackle by Nick Barnett),1.200,1.200
2,6:25,2,6,OAK 38,24,7,Tyrone Wheatley up the middle for -4 yards (tackle by Cletidus Hunt),1.200,-0.030
2,5:50,3,10,OAK 34,24,7,Rick Mirer pass complete to Charlie Garner for 2 yards (tackle by Nick Barnett),-0.030,-0.980
2,5:38,4,8,OAK 36,24,7,"Shane Lechler punts 56 yards, returned by Antonio Chatman for 92 yards. Penalty on Najeh Davenport: Illegal Block Above the Waist (Declined), Penalty on Paris Lenon: Illegal Block Above the Waist, 7 yards",-0.980,0.380
2,5:18,1,10,GNB 7,24,7,Ahman Green for 4 yards (tackle by Roderick Coleman),-0.380,-0.490
2,4:42,2,6,GNB 11,24,7,Ahman Green for -2 yards (tackle by Derrick Gibson and Eric Barton),-0.490,-1.190
2,3:59,3,8,GNB 9,24,7,Brett Favre pass incomplete intended for Ahman Green,-1.190,-2.490
2,3:54,4,8,GNB 9,24,7,"Josh Bidwell punts 37 yards, fair catch by Phillip Buchanon",-2.490,-2.520
2,3:46,1,10,GNB 46,24,7,Rick Mirer pass incomplete intended for Jerry Rice (defended by Al Harris),2.520,1.980
2,3:42,2,10,GNB 46,24,7,Rick Mirer pass incomplete intended for Jerry Rice (defended by Al Harris),1.980,1.290
2,3:36,3,10,GNB 46,24,7,Rick Mirer pass complete to Jerry Rice for 9 yards (tackle by Bhawoh Jue),1.290,0.790
2,3:36,,,,24,7,Timeout #2 by Oakland Raiders,0.000,0.790
2,3:21,4,1,GNB 37,24,7,Rick Mirer pass incomplete intended for Tim Brown (defended by Darren Sharper),0.790,-1.470
2,3:15,1,10,GNB 38,24,7,Ahman Green for 8 yards (tackle by Charles Woodson),1.470,2.000
2,3:15,2,2,GNB 46,24,7,Ahman Green for -3 yards (tackle by Chris Cooper),2.000,0.890
2,2:00,3,5,GNB 43,24,7,Brett Favre pass complete to Donald Driver for 5 yards (tackle by Derrick Gibson),0.890,2.130
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:14,1,10,GNB 48,24,7,Brett Favre pass complete to Javon Walker for 46 yards (tackle by Terrance Shaw),2.130,5.830
2,1:00,,,,24,7,Timeout #1 by Green Bay Packers,0.000,5.830
2,1:00,1,6,OAK 6,30,7,"Brett Favre pass complete to David Martin for 6 yards, touchdown",5.830,7.000
2,,,,OAK 2,31,7,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,31,7,"Ryan Longwell kicks off 59 yards, returned by Doug Gabriel for 18 yards (tackle by Najeh Davenport)",0.000,0.870
2,0:49,1,10,OAK 29,31,7,Rick Mirer pass complete to Ronald Curry for 1 yard (tackle by Bhawoh Jue),0.870,0.460
2,0:42,2,9,OAK 30,31,7,Rick Mirer pass complete to Jerry Rice for 28 yards (tackle by Bhawoh Jue),0.460,2.790
2,0:34,,,,31,7,Timeout #3 by Oakland Raiders,0.000,2.790
2,0:34,1,10,GNB 42,31,7,Rick Mirer pass incomplete intended for Charlie Garner,2.790,2.240
2,0:31,2,10,GNB 42,31,7,Rick Mirer sacked by Bhawoh Jue for -8 yards,2.240,0.500
2,0:10,3,18,OAK 50,31,7,Rick Mirer spiked the ball,0.500,-0.060
2,0:10,4,18,OAK 50,31,7,Rick Mirer sacked by Kabeer Gbaja-Biamila for -8 yards,-0.060,-2.790
2,0:04,1,10,OAK 42,31,7,Brett Favre pass incomplete intended for Robert Ferguson (defended by Terrance Shaw),2.790,2.240
Quarter,Time,Down,ToGo,Location,GNB,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,31,7,"Sebastian Janikowski kicks off 60 yards, returned by Najeh Davenport for 60 yards (tackle by Alvis Whitted)",0.000,3.580
3,14:52,1,10,OAK 30,31,7,Brett Favre pass incomplete intended for David Martin,3.580,3.030
3,14:46,2,10,OAK 30,31,7,Ahman Green left tackle for 19 yards (tackle by Terrance Shaw),3.030,4.840
3,13:57,1,10,OAK 11,31,7,Brett Favre pass complete to Bubba Franks for 2 yards (tackle by Roderick Coleman),4.840,4.510
3,13:16,2,8,OAK 9,31,7,Brett Favre pass incomplete intended for Donald Driver,4.510,3.530
3,13:09,3,8,OAK 9,31,7,Brett Favre pass incomplete intended for Wesley Walls,3.530,2.830
3,13:04,4,8,OAK 9,34,7,Ryan Longwell 27 yard field goal good,2.830,3.000
3,,,,GNB 30,34,7,"Ryan Longwell kicks off 57 yards, returned by Doug Gabriel for 19 yards (tackle by James Whitley)",0.000,1.070
3,12:56,1,10,OAK 32,34,7,Tyrone Wheatley up the middle for no gain (tackle by Na'il Diggs),1.070,0.530
3,12:14,2,10,OAK 32,34,7,Rick Mirer pass incomplete intended for Jerry Rice,0.530,-0.160
3,12:10,,,,34,7,Timeout #1 by Green Bay Packers,0.000,-0.160
3,12:10,3,10,OAK 32,34,7,"Rick Mirer pass complete to Jerry Rice for 29 yards (tackle by Bhawoh Jue). Jerry Rice fumbles (forced by Bhawoh Jue), recovered by Jerry Rice at GNB-40",-0.160,2.980
3,11:32,1,10,GNB 39,34,7,Tyrone Wheatley up the middle for 31 yards (tackle by Hannibal Navies),2.980,5.370
3,10:46,1,8,GNB 8,34,7,Charlie Garner right guard for -2 yards (tackle by Na'il Diggs),5.370,4.190
3,10:12,2,10,GNB 10,34,7,Rick Mirer pass incomplete intended for Teyo Johnson is intercepted by Michael Hawthorne,4.190,-0.280
3,10:06,1,10,GNB 20,34,7,Brett Favre pass incomplete intended for Wesley Walls (defended by Derrick Gibson),0.280,-0.270
3,10:01,2,10,GNB 20,34,7,Ahman Green right tackle for 4 yards (tackle by Eric Barton),-0.270,-0.430
3,9:22,3,6,GNB 24,34,7,Tony Fisher up the middle for 6 yards (tackle by Anthony Dorsett and Roderick Coleman),-0.430,0.940
3,8:39,1,10,GNB 30,34,7,Najeh Davenport right end for 5 yards (tackle by Anthony Dorsett and Derrick Gibson),0.940,1.070
3,8:01,2,5,GNB 35,34,7,Brett Favre pass complete to Bubba Franks for 15 yards (tackle by Terrance Shaw),1.070,2.260
3,7:37,1,10,OAK 50,34,7,Ahman Green right tackle for 5 yards (tackle by Eric Johnson and Napoleon Harris),2.260,2.390
3,7:00,2,5,OAK 45,34,7,Ahman Green right tackle for 6 yards (tackle by Lorenzo Bromell),2.390,2.980
3,6:16,1,10,OAK 39,34,7,Najeh Davenport up the middle for 6 yards (tackle by Teyo Johnson),2.980,3.250
3,5:33,2,4,OAK 33,34,7,Brett Favre pass complete to Najeh Davenport for 3 yards (tackle by Charles Woodson),3.250,2.940
3,5:03,3,1,OAK 30,34,7,Najeh Davenport up the middle for no gain (tackle by Chris Cooper),2.940,1.520
3,4:19,,,,34,7,Timeout #2 by Green Bay Packers,0.000,1.520
3,4:19,4,1,OAK 30,34,7,"Ahman Green left end for 2 yards (tackle by Charles Woodson). Penalty on Robert Ferguson: Offensive Holding, 10 yards (no play)",1.520,0.590
3,4:09,4,11,OAK 40,34,7,"Josh Bidwell punts 40 yards, touchback",0.590,-0.280
3,4:00,1,10,OAK 20,34,7,Tyrone Wheatley right tackle for 1 yard (tackle by Na'il Diggs and Cletidus Hunt),0.280,-0.130
3,3:24,2,9,OAK 21,34,7,Rob Johnson up the middle for 14 yards (tackle by Marques Anderson),-0.130,1.270
3,2:37,1,10,OAK 35,34,7,Rob Johnson pass incomplete intended for Tim Brown,1.270,0.720
3,2:31,2,10,OAK 35,34,7,"Rob Johnson sacked by Kabeer Gbaja-Biamila and Aaron Kampman for -2 yards. Penalty on Al Harris: Illegal Use of Hands, 5 yards (no play)",0.720,1.600
3,2:06,1,10,OAK 40,34,7,Tyrone Wheatley right tackle for 2 yards (tackle by Nick Barnett),1.600,1.320
3,1:27,2,8,OAK 42,34,7,Rob Johnson pass incomplete intended for Charlie Garner,1.320,0.630
3,1:23,3,8,OAK 42,34,7,Rob Johnson pass incomplete intended for Jerry Rice (defended by Marques Anderson),0.630,-0.590
3,1:19,4,8,OAK 42,34,7,Shane Lechler punts 53 yards,-0.590,0.380
3,1:09,1,10,GNB 5,34,7,Brett Favre pass complete to Nick Luchey for 12 yards (tackle by Charles Woodson),-0.380,-0.060
3,0:35,1,10,GNB 17,34,7,Ahman Green left tackle for 17 yards (tackle by Eric Barton),-0.060,1.200
Quarter,Time,Down,ToGo,Location,GNB,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 34,34,7,Tony Fisher left end for -1 yards (tackle by Eric Barton),1.200,0.520
4,14:24,2,11,GNB 33,34,7,Ahman Green up the middle for 2 yards (tackle by Derrick Gibson and Eric Barton),0.520,0.100
4,13:42,3,9,GNB 35,34,7,Brett Favre pass complete to Ahman Green for 2 yards (tackle by Eric Barton),0.100,-0.910
4,13:10,4,7,GNB 37,34,7,"Josh Bidwell punts 50 yards, returned by Phillip Buchanon for 11 yards (tackle by James Whitley)",-0.910,-0.540
4,12:58,1,10,OAK 24,34,7,Rob Johnson pass complete to Jerry Rice for 11 yards (tackle by Al Harris),0.540,1.270
4,12:22,1,10,OAK 35,34,7,Rob Johnson pass incomplete intended for Alvis Whitted,1.270,0.720
4,12:18,2,10,OAK 35,34,7,Rob Johnson pass incomplete intended for O.J. Santiago,0.720,0.040
4,12:08,3,10,OAK 35,34,7,"Rob Johnson pass complete to Tim Brown for 10 yards (tackle by Al Harris). Penalty on Marques Anderson: Roughing the Passer, 15 yards",0.040,2.920
4,11:44,1,10,GNB 40,34,7,Rob Johnson pass complete to Jerry Rice for 15 yards (tackle by Marques Anderson),2.920,3.910
4,11:44,1,10,GNB 25,34,7,Rob Johnson sacked by Kabeer Gbaja-Biamila for -6 yards,3.910,2.550
4,10:48,,,,34,7,Timeout #1 by Oakland Raiders,0.000,2.550
4,10:48,2,16,GNB 31,34,7,"Penalty on Jerry Rice: False Start, 5 yards (no play)",2.550,1.880
4,10:48,2,21,GNB 36,34,7,Rob Johnson pass complete to Charlie Garner for 5 yards (tackle by Hannibal Navies),1.880,1.880
4,10:09,3,16,GNB 31,34,7,Rob Johnson pass complete to Alvis Whitted for 8 yards (tackle by Michael Hawthorne),1.880,1.930
4,9:35,4,8,GNB 23,34,7,Rob Johnson pass incomplete intended for Alvis Whitted,1.930,-0.480
4,9:28,1,10,GNB 23,34,7,Ahman Green right tackle for 2 yards (tackle by Napoleon Harris and Lorenzo Bromell),0.480,0.200
4,8:56,2,8,GNB 25,34,7,Brett Favre pass incomplete intended for Robert Ferguson,0.200,-0.490
4,8:53,3,8,GNB 25,34,7,Brett Favre pass complete to Donald Driver for 41 yards (tackle by Derrick Gibson),-0.490,3.310
4,8:07,1,10,OAK 34,34,7,Ahman Green right end for 6 yards (tackle by Nnamdi Asomugha),3.310,3.580
4,7:42,2,4,OAK 28,34,7,Najeh Davenport left guard for 7 yards (tackle by Teyo Johnson and Anthony Dorsett),3.580,4.170
4,7:02,1,10,OAK 21,34,7,Najeh Davenport up the middle for no gain (tackle by Eric Barton),4.170,3.630
4,6:22,2,10,OAK 21,34,7,Ahman Green left guard for 1 yard (tackle by Chris Cooper and Akbar Gbaja-Biamila),3.630,3.070
4,5:36,3,9,OAK 20,34,7,Brett Favre pass complete to Antonio Freeman for 13 yards (tackle by Nnamdi Asomugha),3.070,5.600
4,4:51,1,7,OAK 7,40,7,"Ahman Green left end for 7 yards, touchdown",5.600,7.000
4,,,,OAK 2,41,7,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,41,7,"Ryan Longwell kicks off 46 yards, returned by O.J. Santiago for 9 yards (tackle by James Whitley)",0.000,1.140
4,4:39,1,10,OAK 33,41,7,Rob Johnson pass complete to Tim Brown for 5 yards (tackle by Al Harris),1.140,1.270
4,4:10,2,5,OAK 38,41,7,Rob Johnson for 1 yard (tackle by Hannibal Navies),1.270,0.700
4,4:04,3,4,OAK 39,41,7,Rob Johnson pass incomplete intended for Jerry Rice is intercepted by Michael Hawthorne at OAK-45 and returned for 8 yards (tackle by Jerry Rice),0.700,-3.120
4,3:58,1,10,OAK 37,41,7,Tony Fisher up the middle for 2 yards (tackle by Eric Barton),3.120,2.840
4,3:16,2,8,OAK 35,41,7,Tony Fisher left guard for 4 yards (tackle by Teyo Johnson and Akbar Gbaja-Biamila),2.840,2.680
4,3:06,,,,41,7,Timeout #2 by Oakland Raiders,0.000,2.680
4,3:06,3,4,OAK 31,41,7,Tony Fisher right guard for 3 yards (tackle by Teyo Johnson and Terdell Sands),2.680,1.720
4,2:25,4,1,OAK 28,41,7,Tony Fisher up the middle for -1 yards (tackle by Teyo Johnson and Napoleon Harris),1.720,-0.870
4,2:17,1,10,OAK 29,41,7,Tee Martin pass complete to Jerry Rice for 14 yards (tackle by Bhawoh Jue),0.870,1.800
4,2:13,1,10,OAK 43,41,7,Tee Martin pass complete to Jerry Rice for 17 yards (tackle by Curtis Fuller),1.800,2.920
4,2:00,1,10,GNB 40,41,7,Tee Martin left end for 6 yards (tackle by Hannibal Navies),2.920,3.180
4,1:33,2,4,GNB 34,41,7,Tee Martin pass complete to Jerry Rice for 14 yards (tackle by Marques Anderson),3.180,4.240
4,1:10,1,10,GNB 20,41,7,Tee Martin pass complete to Jerry Rice for 10 yards (tackle by Michael Hawthorne),4.240,4.910
4,0:59,,,,41,7,Timeout #3 by Oakland Raiders,0.000,4.910
4,0:59,1,10,GNB 10,41,7,Tee Martin pass incomplete intended for Jerry Rice (defended by Bhawoh Jue),4.910,4.190
4,0:55,2,10,GNB 10,41,7,"Tee Martin sacked by Aaron Kampman for -5 yards. Tee Martin fumbles (forced by Aaron Kampman), recovered by Aaron Kampman at GNB-15. Penalty on Chad Slaughter: Face Mask (15 Yards) (Declined)",4.190,0.220
4,0:49,1,10,GNB 15,41,7,Craig Nall kneels for -1 yards,-0.220,-0.820
4,0:18,2,11,GNB 14,41,7,Craig Nall kneels for -1 yards,-0.820,-1.640
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
