Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,13,9,"Jason Myers kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,IND 20,13,9,Matt Hasselbeck pass incomplete short middle intended for Andre Johnson (defended by Aaron Colvin),0.280,-0.270
3,14:56,2,10,IND 20,13,9,Matt Hasselbeck pass complete short left to Dwayne Allen for -9 yards (tackle by Telvin Smith). Penalty on Dwayne Allen: Offensive Holding (Declined),-0.270,-2.470
3,14:32,3,19,IND 11,13,9,Matt Hasselbeck pass complete short right to Coby Fleener for 6 yards (tackle by Davon House),-2.470,-2.320
3,13:54,4,13,IND 17,13,9,"Pat McAfee punts 63 yards, returned by Rashad Greene for no gain",-2.320,-0.280
3,13:45,1,10,JAX 20,13,15,"Blake Bortles pass complete deep right to Allen Hurns for 80 yards, touchdown",0.280,7.000
3,13:45,,,IND 20,13,16,Jason Myers kicks extra point good,0.000,0.000
3,13:45,,,JAX 35,13,16,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
3,13:33,1,10,IND 20,13,16,Matt Hasselbeck pass incomplete short right intended for T.Y. Hilton,0.280,-0.270
3,13:27,2,10,IND 20,13,16,Frank Gore middle for -1 yards (tackle by Josh Evans),-0.270,-1.140
3,12:46,3,11,IND 19,13,16,Matt Hasselbeck pass complete short right to Zurlon Tipton for 4 yards (tackle by Aaron Colvin),-1.140,-1.830
3,12:06,4,7,IND 23,13,22,"Pat McAfee punts 50 yards, returned by Rashad Greene for 73 yards, touchdown",-1.830,-7.000
3,11:49,,,IND 23,13,23,Jason Myers kicks extra point good,0.000,0.000
3,11:49,,,JAX 35,13,23,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
3,11:49,1,10,IND 20,13,23,Matt Hasselbeck pass incomplete short middle intended for Coby Fleener (defended by Telvin Smith),0.280,-0.270
3,11:44,2,10,IND 20,13,23,Matt Hasselbeck pass complete short right to Andre Johnson for 4 yards (tackle by Telvin Smith),-0.270,-0.430
3,11:03,3,6,IND 24,13,23,Matt Hasselbeck pass complete short right to Donte Moncrief for 33 yards (tackle by Sergio Brown),-0.430,2.720
3,10:34,1,10,JAX 43,13,23,Frank Gore left end for 7 yards (tackle by Tyson Alualu),2.720,3.120
3,9:58,2,3,JAX 36,13,23,Frank Gore middle for 4 yards (tackle by Michael Bennett),3.120,3.450
3,9:24,1,10,JAX 32,13,23,Matt Hasselbeck pass complete deep left to T.Y. Hilton for 20 yards (tackle by Jordan Tripp),3.450,4.780
3,8:59,1,10,JAX 12,13,23,Charlie Whitehurst pass incomplete short right intended for Dwayne Allen,4.780,4.100
3,8:54,2,10,JAX 12,13,23,"Charlie Whitehurst pass complete short right to Frank Gore for 10 yards (tackle by Tyson Alualu and Jordan Tripp). Penalty on Jonotthan Harrison: Offensive Holding, 9 yards (no play)",4.100,3.010
3,8:26,2,19,JAX 21,13,23,Matt Hasselbeck pass incomplete short middle intended for T.Y. Hilton (defended by Tyson Alualu),3.010,2.350
3,8:22,3,19,JAX 21,13,23,Zurlon Tipton right end for 7 yards (tackle by Telvin Smith),2.350,2.510
3,7:43,4,12,JAX 14,16,23,Adam Vinatieri 32 yard field goal good,2.510,3.000
3,7:43,,,IND 35,16,23,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,7:38,1,10,JAX 20,16,23,Blake Bortles pass incomplete deep right intended for Julius Thomas (defended by Jonathan Newsome),0.280,-0.270
3,7:34,2,10,JAX 20,16,23,Blake Bortles for 15 yards,-0.270,1.270
3,7:07,1,10,JAX 35,16,23,T.J. Yeldon middle for 4 yards (tackle by Zach Kerr and Josh McNary),1.270,1.260
3,6:32,2,6,JAX 39,16,23,T.J. Yeldon left end for 11 yards (tackle by D'Qwell Jackson),1.260,2.260
3,5:57,1,10,,16,23,"Blake Bortles pass incomplete deep right intended for Marqise Lee. Penalty on Jalil Brown: Defensive Pass Interference, 34 yards (no play)",2.260,4.510
3,5:50,1,10,IND 16,16,23,Blake Bortles pass incomplete short left intended for Denard Robinson,4.510,3.900
3,5:42,2,10,IND 16,16,23,Denard Robinson middle for 12 yards (tackle by Bjoern Werner),3.900,6.280
3,5:02,1,4,IND 4,16,23,Blake Bortles pass incomplete short left intended for Marcedes Lewis (defended by D'Qwell Jackson),6.280,5.340
3,4:55,2,4,IND 4,16,29,"Blake Bortles pass complete short middle to Allen Robinson for 4 yards, touchdown",5.340,7.000
3,4:55,,,IND 4,16,30,Jason Myers kicks extra point good,0.000,0.000
3,4:55,,,JAX 35,16,30,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
3,4:51,1,10,IND 20,16,30,Matt Hasselbeck pass incomplete deep right intended for T.Y. Hilton,0.280,-0.270
3,4:45,2,10,IND 20,16,30,Matt Hasselbeck pass complete short middle to Dwayne Allen for 6 yards (tackle by Jonathan Cyprien and Telvin Smith),-0.270,-0.160
3,4:05,3,4,IND 26,16,30,Matt Hasselbeck pass incomplete deep left intended for Zurlon Tipton (defended by Sergio Brown),-0.160,-1.630
3,4:00,4,4,IND 26,16,30,"Pat McAfee punts 43 yards, fair catch by Rashad Greene",-1.630,-1.000
3,3:51,1,10,JAX 31,16,30,Denard Robinson middle for 1 yard (tackle by Josh McNary),1.000,0.600
3,3:15,2,9,JAX 32,16,30,Blake Bortles pass complete short left to Denard Robinson for 12 yards (tackle by David Parry),0.600,1.860
3,2:35,1,10,JAX 44,16,30,Denard Robinson middle for no gain (tackle by Trent Cole),1.860,1.320
3,2:35,2,10,JAX 44,16,30,"Penalty on Allen Robinson: False Start, 5 yards (no play)",1.320,0.640
3,1:31,2,15,JAX 39,16,30,"Blake Bortles pass complete short right to Julius Thomas for 9 yards (tackle by Jonathan Newsome and Josh McNary). Penalty on Jonathan Newsome: Illegal Contact, 5 yards (no play)",0.640,1.860
3,1:06,1,10,JAX 44,16,30,Denard Robinson middle for 31 yards (tackle by Dwight Lowery),1.860,3.910
3,0:24,1,10,IND 25,16,30,Denard Robinson middle for 3 yards (tackle by D'Qwell Jackson),3.910,3.770
Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,IND 22,16,30,Blake Bortles pass complete short left to Julius Thomas for 8 yards (tackle by Dwight Lowery),3.770,4.650
4,14:24,1,10,IND 14,16,30,Denard Robinson middle for 3 yards (tackle by David Parry),4.650,4.520
4,13:48,2,7,IND 11,16,30,"Blake Bortles pass complete short left to Julius Thomas for 8 yards (tackle by Jonathan Newsome). Penalty on Marqise Lee: Taunting (Offsetting), Penalty on Dwight Lowery: Unnecessary Roughness (Offsetting)",4.520,6.510
4,13:00,1,3,IND 3,16,30,Blake Bortles pass incomplete short right intended for Allen Hurns (defended by Vontae Davis),6.510,5.530
4,12:56,2,3,IND 3,16,36,"Blake Bortles pass complete short left to Julius Thomas for 3 yards, touchdown",5.530,7.000
4,12:56,,,IND 3,16,37,Jason Myers kicks extra point good,0.000,0.000
4,12:56,,,JAX 35,16,37,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
4,12:53,1,10,IND 20,16,37,"Matt Hasselbeck pass incomplete short right intended for T.Y. Hilton. Penalty on Andre Branch: Roughing the Passer, 15 yards (no play)",0.280,1.270
4,12:49,1,10,IND 35,16,37,Matt Hasselbeck pass complete short left to Donte Moncrief for 10 yards (tackle by Nick Marshall),1.270,1.930
4,12:24,1,10,IND 45,16,37,Frank Gore middle for 2 yards (tackle by Josh Evans),1.930,1.650
4,11:55,2,8,IND 47,16,37,Matt Hasselbeck right end for 10 yards (tackle by Telvin Smith),1.650,2.720
4,11:33,1,10,JAX 43,16,37,Charlie Whitehurst pass incomplete short right intended for Frank Gore,2.720,2.180
4,11:28,2,10,JAX 43,16,37,Charlie Whitehurst pass incomplete deep left intended for Donte Moncrief (defended by Nick Marshall),2.180,2.180
4,11:21,2,10,JAX 43,16,37,Timeout #1 by Indianapolis Colts,2.180,1.490
4,11:21,3,10,JAX 43,16,37,Charlie Whitehurst pass incomplete short left intended for Donte Moncrief (defended by Andre Branch),1.490,0.400
4,11:16,4,10,JAX 43,16,37,Charlie Whitehurst pass incomplete deep middle intended for Phillip Dorsett,0.400,-1.800
4,11:11,1,10,JAX 43,16,37,Denard Robinson middle for 1 yard (tackle by Trent Cole),1.800,1.390
4,10:29,2,9,JAX 44,16,37,Denard Robinson left end for 1 yard (tackle by D'Qwell Jackson),1.390,0.830
4,9:46,3,8,JAX 45,16,37,Blake Bortles pass complete short right to Allen Hurns for 9 yards (tackle by Darius Butler),0.830,2.520
,,,,,,,"JAX challenged the first down ruling, and the original play was overturned.",,
4,8:58,1,10,IND 46,16,37,Denard Robinson left end for 19 yards (tackle by Dwight Lowery),2.520,3.780
4,8:08,1,10,IND 27,16,37,Blake Bortles pass complete short right to Clay Harbor for 4 yards (tackle by Bjoern Werner),3.780,3.770
4,7:22,2,6,IND 23,16,37,Denard Robinson right end for 2 yards (tackle by D'Qwell Jackson),3.770,3.770
4,6:34,2,6,IND 23,16,37,Timeout #1 by Jacksonville Jaguars,3.770,3.340
4,6:34,3,4,IND 21,16,37,"Blake Bortles pass complete short middle to Rashad Greene for 18 yards (tackle by Mike Adams). Penalty on Robert Mathis: Roughing the Passer, 2 yards",3.340,6.970
4,6:03,1,1,IND 1,16,43,"Denard Robinson middle for 1 yard, touchdown",6.970,7.000
4,6:03,,,IND 1,16,44,Jason Myers kicks extra point good,0.000,0.000
4,6:03,,,JAX 35,16,44,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
4,5:59,1,10,IND 20,16,44,Charlie Whitehurst pass complete short left to Dan Herron for 1 yard (tackle by Andre Branch),0.280,-0.130
4,5:31,2,9,IND 21,16,44,Charlie Whitehurst pass complete short middle to Andre Johnson for 7 yards (tackle by Jordan Tripp),-0.130,0.100
4,5:06,3,2,IND 28,16,44,Dan Herron middle for 1 yard (tackle by Jonathan Cyprien),0.100,-1.440
4,4:45,4,1,IND 29,16,44,Charlie Whitehurst middle for 2 yards (tackle by Jared Odrick),-1.440,1.000
4,4:19,1,10,IND 31,16,44,Charlie Whitehurst pass incomplete deep right intended for Coby Fleener is intercepted by Jonathan Cyprien at IND-49 and returned for 48 yards,1.000,-6.970
4,4:04,1,1,IND 1,16,44,Denard Robinson left guard for no gain (tackle by Zach Kerr),6.970,5.910
4,3:16,2,1,IND 1,16,44,Denard Robinson middle for -1 yards (tackle by Sio Moore and David Parry),5.910,4.950
4,2:32,3,2,IND 2,16,44,Blake Bortles left end for 1 yard (tackle by Dwight Lowery),4.950,3.550
4,2:00,4,1,IND 1,16,50,"Blake Bortles middle for 1 yard, touchdown",3.550,7.000
4,2:00,,,IND 1,16,51,Jason Myers kicks extra point good,0.000,0.000
4,2:00,,,JAX 35,16,51,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
4,1:57,1,10,IND 20,16,51,Dan Herron middle for 5 yards (tackle by Andre Branch),0.280,0.410
4,1:21,2,5,IND 25,16,51,Dan Herron middle for 4 yards (tackle by Chris Smith),0.410,0.230
4,0:36,3,1,IND 29,16,51,Dan Herron middle for 6 yards (tackle by Chris Smith),0.230,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
