Quarter,Time,Down,ToGo,Location,WAS,ARI,Detail,EPB,EPA
1,3:40,3,7,ARI 44,0,7,Carson Palmer pass incomplete,0.830,-0.460
1,3:35,4,7,ARI 44,0,7,"Drew Butler punts 41 yards, returned by Jamison Crowder for 10 yards (tackle by Tony Jefferson)",-0.460,-0.610
1,3:25,1,10,WAS 25,0,7,Kirk Cousins pass complete short left to Derek Carrier for 6 yards (tackle by Deone Bucannon),0.610,0.870
1,2:45,2,4,WAS 31,0,7,Robert Kelley middle for 13 yards (tackle by Marcus Cooper and Tony Jefferson),0.870,1.860
1,2:09,1,10,WAS 44,0,7,Kirk Cousins pass incomplete short left intended for Pierre Garcon (defended by Chandler Jones),1.860,1.320
1,2:06,2,10,WAS 44,0,7,Kirk Cousins pass complete short left to Pierre Garcon for 11 yards (tackle by Marcus Cooper),1.320,2.590
1,1:24,1,10,ARI 45,0,7,Kirk Cousins pass incomplete,2.590,2.040
1,1:18,2,10,ARI 45,0,7,Kirk Cousins pass incomplete short left intended for Robert Kelley (defended by Calais Campbell),2.040,1.360
1,1:12,3,10,ARI 45,0,7,Kirk Cousins pass incomplete short right intended for Jamison Crowder,1.360,0.270
1,1:07,4,10,ARI 45,0,7,"Tress Way punts 30 yards, fair catch by Patrick Peterson. Penalty on Tharold Simon: Offensive Holding, 7 yards",0.270,0.380
1,1:01,1,10,ARI 8,0,7,"Penalty on John Wetzel: False Start, 4 yards (no play)",-0.380,-0.530
1,1:01,1,14,ARI 4,0,7,David Johnson middle for 4 yards (tackle by Josh Norman),-0.530,-0.780
1,0:19,2,10,ARI 8,0,7,David Johnson middle for 1 yard (tackle by Evander Hood),-0.780,-1.300
Quarter,Time,Down,ToGo,Location,WAS,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,ARI 9,0,7,Carson Palmer pass complete short left to Larry Fitzgerald for 14 yards (tackle by Josh Norman),-1.300,0.480
2,14:19,1,10,ARI 23,0,7,Carson Palmer pass incomplete short middle intended for Larry Fitzgerald,0.480,-0.070
2,14:15,2,10,ARI 23,0,7,David Johnson right tackle for 3 yards (tackle by Su'a Cravens),-0.070,-0.360
2,13:37,3,7,ARI 26,0,7,Carson Palmer pass incomplete short right intended for David Johnson,-0.360,-1.630
2,13:32,4,7,ARI 26,0,7,"Drew Butler punts 50 yards, returned by Jamison Crowder for 7 yards (tackle by Tony Jefferson)",-1.630,-1.000
2,13:21,1,10,WAS 31,0,7,Robert Kelley middle for 1 yard (tackle by Kevin Minter and Deone Bucannon),1.000,0.600
2,12:44,2,9,WAS 32,0,7,Kirk Cousins pass complete short middle to Chris Thompson for 21 yards (tackle by D.J. Swearinger),0.600,2.460
2,12:15,1,10,ARI 47,0,7,Robert Kelley middle for 19 yards (tackle by Tyvon Branch),2.460,3.710
2,11:33,1,10,ARI 28,0,7,Robert Kelley middle for no gain (tackle by Deone Bucannon),3.710,3.170
2,10:57,2,10,ARI 28,0,7,Robert Kelley right end for 4 yards (tackle by Calais Campbell),3.170,3.010
2,10:16,3,6,ARI 24,0,7,"Penalty on Shawn Lauvao: False Start, 5 yards (no play)",3.010,2.340
2,9:57,3,11,ARI 29,0,7,Kirk Cousins pass incomplete short middle intended for Chris Thompson,2.340,1.500
2,9:53,4,11,ARI 29,3,7,Dustin Hopkins 47 yard field goal good,1.500,3.000
2,9:48,,,WAS 35,3,7,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
2,9:48,1,10,ARI 25,3,7,David Johnson middle for -5 yards (tackle by Josh Norman),0.610,-0.610
2,9:10,2,15,ARI 20,3,7,"Carson Palmer pass complete short right to Larry Fitzgerald for 7 yards (tackle by Ricky Jean-Francois). Penalty on Michael Floyd: Offensive Pass Interference, 10 yards (no play)",-0.610,-1.880
2,8:40,2,25,ARI 10,3,7,Carson Palmer pass complete short left to David Johnson for 2 yards (tackle by Kendall Fuller),-1.880,-2.940
2,7:56,3,23,ARI 12,3,7,Andre Ellington left end for 8 yards (tackle by Duke Ihenacho),-2.940,-2.030
2,7:26,4,15,ARI 20,3,7,"Drew Butler punts 28 yards, out of bounds",-2.030,-2.390
2,7:18,1,10,ARI 48,3,7,"Penalty on Brandon Scherff: False Start, 5 yards (no play)",2.390,2.060
2,7:18,1,15,WAS 47,3,7,Chris Thompson right end for 8 yards (tackle by D.J. Swearinger),2.060,2.250
2,6:58,2,7,ARI 45,3,7,Robert Kelley middle for 3 yards (tackle by Patrick Peterson),2.250,1.950
2,6:17,3,4,ARI 42,3,7,Kirk Cousins pass complete short middle to Pierre Garcon for 9 yards (tackle by Calais Campbell),1.950,3.380
2,5:31,1,10,ARI 33,3,7,Kirk Cousins pass complete short left to Pierre Garcon for 8 yards (tackle by Marcus Cooper),3.380,3.920
2,5:01,2,2,ARI 25,3,7,Kirk Cousins pass complete short right to Ryan Grant for 7 yards (tackle by D.J. Swearinger),3.920,4.370
2,4:19,1,10,ARI 18,3,7,Robert Kelley middle for 4 yards (tackle by Markus Golden and Tony Jefferson),4.370,4.430
2,3:44,2,6,ARI 14,3,7,Kirk Cousins pass complete short left to Ryan Grant for 13 yards (tackle by Marcus Cooper),4.430,6.970
2,3:05,1,1,ARI 1,3,7,"Kirk Cousins pass incomplete short right intended for Robert Kelley. Penalty on Derek Carrier: Illegal Shift, 5 yards (no play)",6.970,5.830
2,3:00,1,6,ARI 6,3,7,Kirk Cousins pass complete short right to Vernon Davis for 5 yards (tackle by Patrick Peterson and Chandler Jones),5.830,5.910
2,2:14,2,1,ARI 1,3,7,Robert Kelley middle for no gain (tackle by Kevin Minter),5.910,5.170
2,2:00,3,1,ARI 1,3,7,Kirk Cousins pass incomplete short right intended for DeSean Jackson,5.170,3.550
2,1:55,4,1,ARI 1,6,7,Dustin Hopkins 20 yard field goal good,3.550,3.000
2,1:52,,,WAS 35,6,7,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
2,1:52,1,10,ARI 25,6,7,Carson Palmer pass incomplete short middle intended for John Brown,0.610,0.060
2,1:49,2,10,ARI 25,6,7,Carson Palmer pass complete short middle to Larry Fitzgerald for 23 yards (tackle by William Compton),0.060,2.130
2,1:40,1,10,ARI 48,6,7,Carson Palmer pass incomplete short right intended for Jermaine Gresham,2.130,1.580
2,1:37,2,10,ARI 48,6,7,Carson Palmer pass complete short middle to David Johnson for 9 yards (tackle by William Compton),1.580,0.000
2,1:29,,,,6,7,Timeout #1 by Arizona Cardinals,0.000,-2.080
2,1:29,3,1,WAS 43,6,7,David Johnson middle for 4 yards (tackle by William Compton),2.080,2.980
2,1:09,1,10,WAS 39,6,7,Carson Palmer pass complete short middle to Larry Fitzgerald for 7 yards (tackle by Bashaud Breeland),2.980,3.390
2,0:48,2,3,WAS 32,6,7,Carson Palmer sacked by Ryan Kerrigan for -9 yards,3.390,0.000
2,0:36,,,,6,7,Timeout #2 by Arizona Cardinals,0.000,-1.490
2,0:36,3,12,WAS 41,6,7,Carson Palmer pass complete short middle to David Johnson for 23 yards (tackle by Will Blackmon),1.490,0.000
2,0:29,,,,6,7,Timeout #3 by Arizona Cardinals,0.000,-4.370
2,0:29,1,10,WAS 18,6,7,Carson Palmer pass complete short left to David Johnson for 8 yards (tackle by Su'a Cravens),4.370,5.230
2,0:17,2,2,WAS 10,6,7,Carson Palmer spiked the ball,5.230,4.510
2,0:16,3,2,WAS 10,6,7,Carson Palmer pass incomplete short right intended for Michael Floyd (defended by Josh Norman),4.510,2.890
2,0:11,4,2,WAS 10,6,10,Chandler Catanzaro 28 yard field goal good,2.890,3.000
2,0:07,,,ARI 35,6,10,"Chandler Catanzaro kicks off 50 yards, returned by Maurice Harris for 6 yards (tackle by Justin Bethel). Maurice Harris fumbles, recovered by Chris Thompson at WAS-19 (tackle by Hakeem Valles)",0.000,-0.150
2,0:02,1,10,WAS 19,6,10,Kirk Cousins kneels for -1 yards,0.150,-0.560
Quarter,Time,Down,ToGo,Location,WAS,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,6,10,"Chandler Catanzaro kicks off 65 yards, returned by Maurice Harris for 26 yards (tackle by Brittan Golden)",,
3,14:55,1,10,WAS 26,6,10,Kirk Cousins pass complete short left to Pierre Garcon for 10 yards (tackle by Marcus Cooper),0.670,1.330
3,14:15,1,10,WAS 36,6,10,Kirk Cousins pass complete deep middle to DeSean Jackson for 59 yards (tackle by Tyvon Branch),1.330,6.060
3,13:39,1,5,ARI 5,6,10,Kirk Cousins pass incomplete,6.060,5.150
3,13:32,2,5,ARI 5,6,10,Robert Kelley middle for 4 yards (tackle by Josh Mauro),5.150,5.170
3,12:45,3,1,ARI 1,12,10,"Kirk Cousins middle for 1 yard, touchdown",5.170,7.000
3,12:36,,,ARI 15,13,10,Dustin Hopkins kicks extra point good,0.000,0.000
3,12:36,,,WAS 35,13,10,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
3,12:36,1,10,ARI 25,13,10,Carson Palmer pass complete short middle to Jermaine Gresham for 11 yards (tackle by Preston Smith),0.610,1.330
3,11:57,1,10,ARI 36,13,10,David Johnson middle for 9 yards (tackle by Duke Ihenacho),1.330,2.010
3,11:14,2,1,ARI 45,13,10,David Johnson middle for 5 yards (tackle by Evander Hood),2.010,2.260
3,10:38,1,10,,13,10,Carson Palmer pass complete short left to Larry Fitzgerald for 4 yards (tackle by Trent Murphy),2.260,2.250
3,9:58,2,6,WAS 46,13,10,Carson Palmer pass incomplete short right intended for Michael Floyd (defended by Quinton Dunbar),2.250,1.550
3,9:53,3,6,WAS 46,13,10,Carson Palmer pass complete short right to David Johnson for 12 yards (tackle by Su'a Cravens),1.550,3.310
3,9:18,1,10,WAS 34,13,10,"Carson Palmer pass complete short left to David Johnson for 2 yards (tackle by Ricky Jean-Francois). Penalty on Ryan Kerrigan: Defensive Offside, 5 yards (no play)",3.310,4.040
3,8:48,1,5,WAS 29,13,10,Andre Ellington left tackle for -1 yards (tackle by Cullen Jenkins),4.040,3.310
3,8:08,2,6,WAS 30,13,10,Carson Palmer pass incomplete short left intended for JJ Nelson,3.310,2.610
3,8:03,3,6,WAS 30,13,10,Carson Palmer pass complete short left to Michael Floyd for 7 yards (tackle by Will Blackmon),2.610,4.040
3,7:19,1,10,WAS 23,13,10,Carson Palmer pass incomplete deep right intended for David Johnson (defended by Quinton Dunbar),4.040,3.500
3,7:11,2,10,WAS 23,13,10,Andre Ellington middle for -2 yards (tackle by Evander Hood),3.500,2.540
3,6:28,3,12,WAS 25,13,10,Carson Palmer sacked by Trent Murphy for -10 yards,2.540,0.970
3,5:40,4,22,WAS 35,13,10,Chandler Catanzaro 53 yard field goal no good,0.970,-1.800
3,5:34,1,10,WAS 43,13,10,Robert Kelley middle for 2 yards (tackle by Josh Mauro),1.800,1.520
3,5:13,2,8,WAS 45,13,10,"Kirk Cousins sacked by Calais Campbell for -9 yards. Kirk Cousins fumbles (forced by Calais Campbell), recovered by Markus Golden at WAS-30 and returned for 20 yards (tackle by Chris Thompson)",1.520,-4.910
3,5:01,1,10,WAS 10,13,10,David Johnson middle for 4 yards (tackle by Preston Smith),4.910,4.950
3,4:20,2,6,WAS 6,13,10,Carson Palmer pass incomplete short right intended for David Johnson (defended by Evander Hood),4.950,4.040
3,4:16,3,6,WAS 6,13,16,"Carson Palmer pass complete short left to Michael Floyd for 6 yards, touchdown",4.040,7.000
3,4:10,,,WAS 15,13,17,Chandler Catanzaro kicks extra point good,0.000,0.000
3,4:10,,,ARI 35,13,17,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,4:10,1,10,WAS 25,13,17,Robert Kelley middle for 3 yards (tackle by Deone Bucannon),0.610,0.470
3,3:32,2,7,WAS 28,13,17,Kirk Cousins pass complete short left to Jamison Crowder for 2 yards (tackle by Tyvon Branch),0.470,0.040
3,2:50,3,5,WAS 30,13,17,Kirk Cousins pass complete short left to Pierre Garcon for 28 yards (tackle by Tony Jefferson),0.040,2.790
3,2:09,1,10,ARI 42,13,17,Kirk Cousins pass incomplete short middle intended for Vernon Davis (defended by Tony Jefferson),2.790,2.240
3,2:05,2,10,ARI 42,13,17,Chris Thompson middle for 16 yards (tackle by Chandler Jones),2.240,3.840
3,1:26,1,10,ARI 26,13,17,Kirk Cousins pass incomplete deep left intended for Pierre Garcon,3.840,3.300
3,1:19,2,10,ARI 26,13,17,Kirk Cousins pass incomplete short right intended for Jamison Crowder (defended by Tyvon Branch),3.300,2.610
3,1:12,3,10,ARI 26,19,17,"Kirk Cousins pass complete deep middle to Jamison Crowder for 26 yards, touchdown",2.610,7.000
3,1:06,,,ARI 15,20,17,Dustin Hopkins kicks extra point good,0.000,0.000
3,1:06,,,WAS 35,20,17,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
3,1:06,1,10,ARI 25,20,17,Carson Palmer pass incomplete deep middle intended for Michael Floyd,0.610,0.060
3,1:00,2,10,ARI 25,20,17,Carson Palmer pass complete short right to Jermaine Gresham for 7 yards (tackle by William Compton),0.060,0.300
3,0:17,3,3,ARI 32,20,17,Carson Palmer pass complete short middle to Larry Fitzgerald for 3 yards (tackle by William Compton and Donte Whitner),0.300,1.270
Quarter,Time,Down,ToGo,Location,WAS,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 35,20,17,Carson Palmer pass complete short middle to Larry Fitzgerald for 3 yards (tackle by Duke Ihenacho),1.270,1.130
4,14:17,2,7,ARI 38,20,17,"Carson Palmer pass incomplete short right intended for Jermaine Gresham. Penalty on Jermaine Gresham: Offensive Holding, 10 yards (no play)",1.130,-0.220
4,14:13,2,17,ARI 28,20,17,Carson Palmer pass complete short right to Darren Fells for 9 yards (tackle by Kendall Fuller),-0.220,0.300
4,13:36,3,8,ARI 37,20,17,Carson Palmer pass complete short left to Jermaine Gresham for 9 yards (tackle by Will Blackmon),0.300,1.990
4,13:00,1,10,ARI 46,20,17,Carson Palmer pass complete short middle to Jermaine Gresham for 11 yards (tackle by Kendall Fuller and Mason Foster),1.990,2.720
4,12:20,1,10,WAS 43,20,17,David Johnson middle for 13 yards (tackle by Will Blackmon),2.720,3.580
4,11:38,1,10,WAS 30,20,17,Carson Palmer pass complete short right to Larry Fitzgerald for 5 yards (tackle by Bashaud Breeland and Mason Foster),3.580,3.710
4,11:16,2,5,WAS 25,20,23,"Carson Palmer pass complete short right to David Johnson for 25 yards, touchdown",3.710,7.000
4,11:09,,,WAS 15,20,24,Chandler Catanzaro kicks extra point good,0.000,0.000
4,11:09,,,ARI 35,20,24,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
4,11:09,1,10,WAS 25,20,24,Robert Kelley middle for 10 yards (tackle by Kevin Minter and Tyvon Branch),0.610,1.270
4,10:27,1,10,WAS 35,20,24,Kirk Cousins pass incomplete,1.270,0.720
4,10:18,2,10,WAS 35,20,24,Kirk Cousins pass complete short left to Jamison Crowder for 14 yards (tackle by Kevin Minter),0.720,2.190
4,9:41,1,10,WAS 49,20,24,Robert Kelley right end for -3 yards (tackle by Deone Bucannon),2.190,1.240
4,8:56,2,13,WAS 46,20,24,Kirk Cousins pass complete short middle to Vernon Davis for 11 yards (tackle by Deone Bucannon),1.240,2.010
4,8:17,3,2,ARI 43,20,24,Kirk Cousins pass complete short left to Vernon Davis for 7 yards (tackle by Tony Jefferson),2.010,3.180
4,7:36,1,10,ARI 36,20,24,Robert Kelley left tackle for 3 yards (tackle by Frostee Rucker),3.180,3.040
4,6:55,2,7,ARI 33,20,24,Kirk Cousins pass complete short middle to Maurice Harris for -2 yards (tackle by Deone Bucannon),3.040,2.080
4,6:11,3,9,ARI 35,20,24,Kirk Cousins pass incomplete short left intended for Jamison Crowder,2.080,0.970
4,6:06,4,9,ARI 35,23,24,Dustin Hopkins 53 yard field goal good,0.970,3.000
4,6:01,,,WAS 35,23,24,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
4,6:01,1,10,ARI 25,23,24,David Johnson left end for 3 yards (tackle by Duke Ihenacho),0.610,0.470
4,5:14,2,7,ARI 28,23,24,Carson Palmer pass complete short middle to Larry Fitzgerald for 4 yards (tackle by Ricky Jean-Francois),0.470,0.000
4,4:32,,,,23,24,Timeout #1 by Arizona Cardinals,0.000,-0.300
4,4:32,3,3,ARI 32,23,24,Carson Palmer pass complete short left to David Johnson for 2 yards (tackle by Josh Norman),0.300,-1.110
4,3:47,4,1,ARI 34,23,24,David Johnson middle for 14 yards (tackle by Josh Norman),-1.110,2.130
4,2:59,1,10,ARI 48,23,24,Carson Palmer pass complete short right to Michael Floyd for 5 yards (tackle by Bashaud Breeland),2.130,2.260
4,2:16,2,5,WAS 47,23,24,Carson Palmer pass incomplete,2.260,1.550
4,2:11,3,5,WAS 47,23,24,"Carson Palmer pass incomplete short left intended for Larry Fitzgerald (defended by Josh Norman). Penalty on Josh Norman: Defensive Holding, 5 yards (no play)",1.550,2.790
4,2:07,1,10,WAS 42,23,24,David Johnson middle for no gain (tackle by Mason Foster),2.790,0.000
4,2:03,,,,23,24,Timeout #1 by Washington Redskins,0.000,-2.240
4,2:03,2,10,WAS 42,23,30,"Carson Palmer pass complete deep middle to JJ Nelson for 42 yards, touchdown",2.240,7.000
4,1:56,,,WAS 15,23,31,Chandler Catanzaro kicks extra point good,0.000,0.000
4,1:56,,,ARI 35,23,31,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
4,1:56,1,10,WAS 25,23,31,Kirk Cousins pass complete short right to Pierre Garcon for 3 yards (tackle by Markus Golden),0.610,0.470
4,1:33,2,7,WAS 28,23,31,"Kirk Cousins pass incomplete deep left intended for Jamison Crowder. Penalty on Calais Campbell: Roughing the Passer, 15 yards (no play)",0.470,1.800
4,1:27,1,10,WAS 43,23,31,Kirk Cousins pass incomplete short left intended for Jamison Crowder,1.800,1.250
4,1:22,2,10,WAS 43,23,31,"Kirk Cousins pass complete short left to Ryan Grant for 8 yards (tackle by Marcus Cooper). Penalty on Patrick Peterson: Illegal Use of Hands, 5 yards (no play)",1.250,2.130
4,1:16,1,10,WAS 48,23,31,Kirk Cousins pass complete short middle to Vernon Davis for 18 yards (tackle by Patrick Peterson),2.130,3.310
4,0:57,1,10,ARI 34,23,31,Kirk Cousins pass complete short right to Vernon Davis for 6 yards (tackle by Tony Jefferson),3.310,3.580
4,0:52,2,4,ARI 28,23,31,Kirk Cousins pass incomplete short left intended for DeSean Jackson,3.580,2.870
4,0:48,3,4,ARI 28,23,31,Kirk Cousins pass incomplete short right intended for Jamison Crowder is intercepted by Patrick Peterson at ARI-18 and returned for 2 yards,2.870,-0.280
4,0:41,1,10,ARI 20,23,31,Carson Palmer kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
